t,L,V,Y,S,f_eff,L_eff,f_int
3.45,1.3807674280524412e-302,-1.038037862983748e-225,-5.057934271133998e+231,-6.877087926597814e-197,8.053037709621761e-231,-2.0971309949002788e-197,3.2960955364552735e+46
3.46,-2.1604644605976648e-225,2.467348991328952e+46,-4.187296675838411e+117,5.684209753580584e+86,1.5508773446760178e-264,3.6315153948761334e-297,0.0
3.47,3.1315131325087914e-294,2.778736910177e-312,1.1681926359599562e-307,5.733971672083777e-297,1.09442996e-316,0.0,1.1681637757162807e-307
3.48,2.6422752069773016e-308,1.3347353569796e-311,2.78202674e-316,5.050210249089778e-298,6.675221575521604e-308,3.8226477813891845e-297,7.262863316456549e-283
3.49,0.0,1.7421944572594e-311,5.229704847775919e-129,2.006936748655005e-297,-4.053351192636347e+125,7.823195220145417e-271,-4.997006272844533e+127
3.5,2.182266372858681e+243,-5.25924153346275e+127,3.4646478015733724e+231,3.360048738647135e+260,2.9610251241094e-311,1.3004401447372326e-41,6.973667106410569e+228
3.5100000000000002,3.2187325829889747e-208,5.2896469094364475e+180,4.817668167189288e+151,7.288093045033e-312,-1.8123065822798203e+159,2.3141000622281188e-179,-1.775050173503479e-264
3.52,1.0474890346333294e+239,-1.2638994383166533e-192,4.723621624676881e-280,1.68851967538553e-226,3.32653183688719e-111,-5.791002301293629e-85,3.680502230877e-312
3.5300000000000002,2.626699689991122e-305,1.333603797942904e+241,1.110610157076382e-309,-7.764464660773002e+69,4.401980799805e-312,6.677446649434106e-305,1.333603897304062e+241
3.54,1.056287064827647e-309,-6.422614633829165e+45,3.97758164161e-312,4.193151686381228e-305,1.333603802910962e+241,9.5850549877996e-310,-2.057377309136763e-99
3.5500000000000003,4.295881010256e-312,4.4779611402704086e-305,1.3336037780706724e+241,9.63937808004917e-310,-1.3483227933333095e-94,4.465640673534e-312,5.538208833875569e-305
3.56,1.3336038625276566e+241,1.01282859102864e-309,2.53970731869211e+151,2.1955120099857375e-256,3.6902891698009e+180,5.216986687914539e+257,2.5693006768070735e+151
3.5700000000000003,1.2873325982842325e+248,5.144335507981877e+151,-1.134777781589216e+118,1.9954720961246592e+161,6.214527756923949e+175,1.1176359290005105e+150,3.177141807310447e+151
3.58,9.79882228071162e+252,5.547474625739078e-32,1.17654719754e-312,1.6693616623558713e-305,9.738132205519967e-143,6.01026518567093e-116,2.150766244321553e-260
3.59,1.6701237750503728e-294,1.160852775749155e-226,1.4154569378467911e-307,7.547929557905747e+168,0.0,1.90979621187e-313,4.7233504311096e-310
3.6,7.107348070303979e+91,7.922168459004723e+91,3.512575478973671e-82,8.638313871236034e+91,8.702014809660026e+91,4.651735291478003e-58,5.0003058844391875e+202
3.61,1.3420838136605168e+241,1.0774011226212915e+92,1.4514653805108906e+241,3.8260375611809915e-111,5.3656610689734384e+199,4.753689763857558e+30,5.209436460002036e-210
3.62,3.64622044978247e-274,2.3858702115702103e-307,1.333602938468888e+241,2.9580621326105e-311,1.9367634534715873e-282,9.301927763632051e+242,8.568530326802847e+170
3.63,1.1195453983436679e-305,1.2360885834331014e+224,5.29545295e-316,5.776622002767455e-275,-8.739899975140275e+245,3.062602784218908e-302,7.36332540905e-312
3.64,2.770626367431431e-302,1.527e-321,8.166434964862281e-302,0.0,4.673799327083012e-307,3.063e-321,2.4808750260985056e-302
3.65,2.83641215e-316,7.798914284694791e-288,2.4021019877615e-311,6.183502818813248e-230,6.86e-321,3.4889618039173e-311,96.0
3.66,9.387e-321,1.4386028e-315,2.514243847922919e-249,0.0,0.0,7.779239321901e-311,0.0
3.67,0.0,6.55696700822e-312,2.7788938054007617e-263,0.0,2.701e-320,6.55740896861e-312,1.193525801325326e-253
3.68,0.0,3.0805e-320,2.181702826e-315,0.0,5.006416181641203e-308,1.0005812e-316,7.834411212466e-311
3.69,2.3671540969290753e-191,0.0,3.329e-320,0.0,1.2291202949269817e-157,0.0,1.51857956e-315
3.7,0.0,7.655678120534217e-303,2.6422752069773016e-308,7.263304986634441e-297,2.6344445319063462e+185,1.18701772e-315,0.0
3.71,9.751065988108526e-284,1.04848003715784e-310,1.0580683995054479e-277,1.527e-321,1.3612172e-315,6.677755238496017e-308,7.697327217002706e-71
3.72,2.93063109e-315,9.906625167510555e-134,0.0,0.0,1.53844722367205e-310,0.0,0.0
3.73,2.67904601e-315,0.0,3.288088715639721e-293,4.672655102865123e-307,2.4565e-320,4.6729369092422365e-307,2.4565e-320
3.74,4.452808706406365e-308,8.406614826363752e-284,5.365661070512033e+199,1.3580751151253488e+243,7.698438237175247e+218,4.909227794877109e+252,2.0617336481967224e+169
3.75,6.968239519469219e+228,3.010902560018143e+151,9.716383819236873e-300,-1.6927932216989494e+127,1.8162922696430818e+185,1.9032573943356654e+185,5.4372271948854035e-109
3.7600000000000002,1.8161059664058266e-280,2.1618878391502893e+106,2.1641469154155176e+29,2.763323541921648e+59,3.614105964260294e+184,1.7029121584923276e+185,-5.521533605957294e+127
3.77,9.009581091838495e+150,7.721716455496834e+228,3.0792363506928874e+106,6.99177864789601e+228,1.4403396855516464e+214,1.313957389350183e+169,7.691529925425995e+218
3.7800000000000002,3.9991091568815215e+252,-5.251880532895707e+127,2.5846765599374277e+161,7.490887054672305e+247,1.0271358118653144e+248,3.974871940870306e-304,-5.532150226976924e+127
3.79,5.99979586259837e-310,3.0173034289682415e+151,-4.448654035983589e+127,4.832459607600132e+276,2.533852999030602e+161,2.66197708491e-312,4.0465535042778264e+231
3.8000000000000003,5.541512679457334e+257,1.154069224515136e-309,-4.471252119674554e+233,3.38342282014e-312,1.7722268268438293e-303,8.739903929237426e+245,6.013469302926934e-154
3.81,1.176557599477e-312,1120677226617518.2,2.5517115356447537e+151,5.066615353441633e-302,-1.7692904054e-314,2.8497412767378954e-12,5.454466285426667e-218
3.8200000000000003,-3.237774271270546e-269,5.6972715010289434e-260,2.634720975138773e-308,6.802333504843724e-193,7.883617328918388e-287,4.791923480919443e-253,2.3090418490340677e-173
3.83,-1.100337356184585e-195,-1.6895273226972662e-149,-2.6573662292774044e-269,6626165064227.004,7.946962914699302e-218,-1.3484823693999604e-215,8.094913033542454e-217
3.84,1.1521289458623527e+23,8.047056415290997e-170,-1.9968313379414666e-120,-1.9240232253886348e+84,-8.961731956878427e-251,2.8733474827312826e+22,2.420205034111159e+268
3.85,1.9209784304452865e-276,-1.1293482774136896e+39,1.216791040609775e-289,3.503425642513e-311,1.1381345600683818e+169,5e-324,1.69759663277e-313
3.86,7.642983219940823e-309,7.000727966407925e+91,3.0498477295801785e+101,1.03714e-319,0.0,3.224827787351953e+101,7.51306e-319
3.87,0.0,7.061194239840715e+91,1.139618138904124e+87,2e-323,0.0,9.838435489752704e-121,8.789525811446404e-309
3.88,0.0,0.0,2.1197303989905e-310,1.76557436136e-313,0.0,2.7996809277222553e+101,2.799681334735253e+101
3.89,3.341633e-318,0.0,7.061194239840715e+91,1.1396181389041249e+87,6e-323,0.0,1.1774731447177363e-120
3.9,1.991489510398241e-308,0.0,0.0,2.1205791973069e-310,3.46317099413e-313,0.0,2.7996809277222553e+101
3.91,2.799681334898216e+101,5.93196e-318,0.0,7.061194239840715e+91,1.1396181389041258e+87,1e-322,0.0
3.92,1.3711027404602023e-120,3.104026439651842e-308,0.0,0.0,2.12142799562326e-310,5.1607676269e-313,0.0
3.93,2.7996809277222553e+101,2.7996813350611786e+101,8.522287e-318,0.0,7.061194239840715e+91,1.1396181389041267e+87,1.4e-322
3.94,0.0,1.580427906465609e-120,4.2165633689054425e-308,0.0,0.0,2.12227679393965e-310,6.85836425967e-313
3.95,0.0,2.7996809277222553e+101,2.7996813352241415e+101,1.1112613e-317,0.0,7.061194239840715e+91,1.1396181389041275e+87
3.96,1.8e-322,0.0,1.967687097950541e-120,6.208052879303684e-308,0.0,0.0,2.12312559225604e-310
3.97,8.55596089244e-313,0.0,2.7996809277222553e+101,2.7996813353871044e+101,1.370294e-317,0.0,7.061194239840715e+91
3.98,1.1396181389041284e+87,2.17e-322,0.0,2.3549462894354727e-120,8.433126737810885e-308,0.0,0.0
3.99,2.1239743905724e-310,1.02535575252e-312,0.0,2.7996809277222553e+101,2.799681335550067e+101,1.6293267e-317,0.0
4.0,7.061194239840715e+91,1.1396181389041293e+87,2.57e-322,0.0,2.7422054809204045e-120,1.2416105758607367e-307,0.0
4.01,0.0,2.1248231888888e-310,1.1951154158e-312,0.0,2.7996809277222553e+101,2.79968133571303e+101,1.8883594e-317
4.0200000000000005,0.0,7.061194239840715e+91,1.1396181389041302e+87,2.96e-322,0.0,3.160855812931218e-120,1.686625347562177e-307
4.03,0.0,0.0,2.1256719872052e-310,1.364875079076e-312,0.0,2.7996809277222553e+101,2.799681335875993e+101
4.04,2.147392e-317,0.0,7.061194239840715e+91,1.139618138904131e+87,3.36e-322,0.0,3.935374195901082e-120
4.05,2.4832211517214734e-307,0.0,0.0,2.1265207855216e-310,1.534634742353e-312,0.0,2.7996809277222553e+101
4.0600000000000005,2.799681336038956e+101,2.406425e-317,0.0,7.061194239840715e+91,1.139618138904132e+87,3.75e-322,0.0
4.07,4.7098925788709454e-120,3.373250695124354e-307,0.0,0.0,2.12736958383797e-310,1.70439440563e-312,0.0
4.08,2.7996809277222553e+101,2.799681336201919e+101,2.799680980005808e+101,6.136366946574921e-92,1.7084741067259645e-284,2.218146704036135e+130,4.1e-322
4.09,2.763732e-317,1.8765959341071445e-284,1.7925350204165538e-284,2.799708096893293e+101,6.136366946307034e-92,2.5613152375e-314,2.45373253217543e-310
4.1,3.90826e-319,7.061194240331673e+91,4.9742569110378934e-307,9.946464728195733e+86,4.35e-322,0.0,2.402800170170282e+130
4.11,4.45e-322,3.35577526838163e-111,1.3336031819096515e+241,2.9580621326076e-311,1.5344620950241167e-253,2.64089007422e-313,2.0088679513590323e-308
4.12,1.3336029633091776e+241,8.9336022799653e-311,7.9673827162559e-220,4.1262871279e-313,3.400625574795166e-309,1.333602993117525e+241,1.27362187373844e-310
4.13,4.136901625210596e-186,5.6116841816e-313,3.955807577554604e-308,1.333603032861988e+241,1.70820661172853e-310,1.4077146768914093e-147,7.30928081435e-313
4.14,5.686541296604031e-308,1.3336030726064513e+241,2.1427913497186e-310,4.790204822515221e-109,9.0068774471e-313,7.911615155113256e-308,1.3336031123509144e+241
4.15,4.91326905440326e-310,1.1665795232316433e-300,2.85274703556551e-109,-2.0573773114786594e-99,3.659282272967e-312,2.167778206661873e-305,1.3336037581984408e+241
4.16,9.63937808004754e-310,-7.000892203753219e-61,3.829041936244e-312,3.196318597769095e-305,1.333603797942904e+241,1.00739628180376e-309,-2.3822801698980095e-22
4.17,3.99880159952e-312,4.335556413325818e-305,1.3336038376873672e+241,1.05085475560277e-309,-8.106479349655962e+16,4.1685612628e-312,6.392637195542334e-305
4.18,1.3336038774318303e+241,1.09431322940178e-309,-2.75849198078209e+55,4.338320926076e-312,8.671112826655781e-305,1.3336039171762935e+241,1.137771703200787e-309
4.19,3.194115496321937e+132,1.961685640195e-312,1.6810878016020268e-303,2.208926727354029e+161,4.508081613156e-312,4.762752141906e-312,6.013287214531337e-154
4.2,8.619022877506234e+149,3.671429748691961e+228,-5.267750008129671e+127,3.7660366562256706e-85,4.738931290501422e+170,1.4285313591172592e+248,3.441092034504917e-309
4.21,9.308810530153927e+26,8.583474290532803e-247,-3.402421528315556e+231,2.3328387862718225e+253,2.4172139252988555e-232,-4.148497471385805e-270,1.2226608837071212e+263
4.22,8.252083085607504e-287,-6.21984399576116e-268,2.563884711450421e-231,3.75484249216405e-147,-4.080584545120488e-263,-1.011433142137529e+116,2.8528961687214115e-301
4.23,-3.946572207938483e-236,-1.0873948766693621e-264,1.5290838332899533e+258,2.4172139252988555e-232,-4.148508302717331e-270,1.5148474921539419e-286,5.4089257800983335e-282
4.24,-4.8662429471917084e-270,1.777559857687868e-226,2.460772885429415e-142,-1.1919869671231144e-226,-1.0606864014166294e+116,2.803238882737494e-301,-1.426886433473869e-197
4.25,-1.1494208814959934e-264,7.3260601128842e-282,1.584402967966007e-227,-4.148096824945726e-270,9.927704524680283e-282,5.408925780098529e-282,-5.102856994813815e-270
4.26,1.777559857687868e-226,2.460772879319449e-142,-1.086455185682035e-226,-1.060686401416629e+116,2.803238882737494e-301,-1.426886433473869e-197,-1.1494208814815516e-264
4.2700000000000005,7.3260601128842e-282,1.584402967966007e-227,-4.148096824945726e-270,1.5148474921692327e-286,5.4089257800983335e-282,-5.102856994813815e-270,1.777559857687868e-226
4.28,2.460772879319449e-142,-1.1392210764025747e-226,-1.0606864014166292e+116,2.8023274785783377e-301,-1.426886433473869e-197,-1.1494208814959934e-264,7.3260601128842e-282
4.29,1.584402967966007e-227,-4.148096824945726e-270,6.50622043729447e-277,5.408925780098725e-282,-5.339471042435922e-270,1.777559857687868e-226,2.460772885429415e-142
4.3,-1.1919869671231144e-226,-1.0606864014166294e+116,2.803238882737494e-301,-1.426886433473869e-197,-1.1494208815104352e-264,5.027284427027406e-147,2.3845965666071973e+99
4.3100000000000005,2.2238751343594488e-132,1.1293296162047574e-300,3.167172714489164e+239,3.145975949035618e+85,2.913030806749867e-38,521424.03497731267,-1.1494208823552545e-264
4.32,1.9225753080660612e+282,-1.450978282457859e+78,7.547926464920117e+168,1.5e-323,2.54639494916e-313,9.28649018000147e-310,1.836127563884037e-309
4.33,0.0,0.0,6.7035e-320,4.9984058234e-314,6.008134002707433e-309,0.0,0.0
4.34,1.56082780284e-313,2.541433373927536e+130,4.4e-323,7.6268e-319,9.1676849407e-314,0.0,6.406665904585923e-145
4.3500000000000005,2.1974304231e-313,4.170653956717476e-34,3.90836e-319,6.805414702e-314,2.1974261101e-313,4.170653956717476e-34,4.206934877880692e-186
4.36,2.6836256460200134e-303,1.3336042450681146e+241,5.8367616226426e-310,2.181862592149886e+243,-6.157196438338443e+98,3.150003283135e-312,6.551799509957919e-307
4.37,1.491668170963891e-154,1.176557599477e-312,979939738264238.2,4.196525803597492e+180,304.000001625688,1.142138571014304e-192,2.3312521807144265e-208
4.38,2.2556948844304365e+282,-1.7784021770813995e-173,-1.6898390309164482e-115,7.962033087922892e-170,8.011701392467704e-218,3.654516973116219e-304,1.218990362664e-312
4.39,4.284e-321,4.889078302384e-311,4.547694954971856e-303,3.9379601956573266e-302,0.0,2.6e-322,6.1813737392375e-311
4.4,4.244e-321,6.557159649645e-312,7.264328262505104e-283,0.0,6.06784495e-316,0.0,1.1681637757162807e-307
4.41,2.0443141776961867e-268,0.0,1.3053e-320,0.0,3.062346900724876e-302,1.5627e-320,7.079870776317469e-235
4.42,0.0,0.0,5.022194174308551e-298,2.0443141776961867e-268,0.0,1.3053e-320,0.0
4.43,2.006939664859055e-297,1.02415199e-315,5.975989530839922e-298,4.056e-321,6.9259299e-316,5.6063128797302e-311,0.0
4.44,0.0,6.7119003062005e-311,1.1899749637553276e-292,4.300781340244155e-298,1.06282415593e-313,1.3994158403340196e-306,3.655882910734537e+233
4.45,9.860580459553394e+165,2.3163399187182454e-152,5.357210936035784e+199,2.352870907456217e+251,3.0683610006876275e+257,-5.980088436274032e+197,5.6763387408316e-311
4.46,2.3661043724535427e-269,1.1704947112340614e+214,8.828944942168922e+199,6.991778647810864e+228,7.631236562425266e-167,5.802498021847e-312,2.5013390288022044e-303
4.47,1.415909370308529e+195,1.1646072747688288e-304,1.3336036240608776e+241,1.1456185592861213e+214,5.966672585346612e-154,1.3336031620339287e+241,9.03321547104786e+227
4.48,1.5805701303396402e+190,2.5560528909846822e-300,-9.735419837e-315,6.393187272358767e+123,8.071041518299142e-146,-1.785730813280288e+175,1.7620927112475255e-149
4.49,1.0060510859045469e-246,-3.86630746130648e-133,-1.1401856830777935e+83,6.862957134831453e-247,1.2295903397809897e+51,6.131020098869668e-247,1.2044696916513145e-291
4.5,-3.4547236393404925e-258,2.8411910010407718e-101,1.7379221030397674e-232,3.1206476550557e-310,3.38342675749e-312,3.974871940893515e-304,1.333604220227825e+241
4.51,1.441981019793855e-309,1.855050852109355e-229,5.67517827439e-312,2.045643902567579e-303,3.326534538405696e-111,2.8604446692007155e-245,2.5570548782202494e-304
4.5200000000000005,1.333604036409683e+241,9.0961471575632e-310,1.5168555699792066e+243,1.539762585841555e-309,7.631236572493547e-167,5.887377853485e-312,3.01275000442978e-304
4.53,1.3336040562819145e+241,3.0119608256989e-310,-1.5885078566522575e+219,8.73991133811409e+245,2.888680105458436e-275,1.0426717064008645e-222,-1.5285426405989145e+237
4.54,5.723256157579696e-188,2.889233816631238e-275,4.663881844403953e+72,8.159738241643092e-261,8.46508657713888e-227,-1.4426809201110688e+241,6.692069925022789e-302
4.55,9.753072241495558e-68,3.354521349091409e-304,2.6317192064199e-310,1.630022235189164e-70,3.9924591602531e+252,9.10016855017285e+276,6.996814281645396e-307
4.5600000000000005,1.333603420370504e+241,6.4343156373704e-310,9.971225406255211e+276,2.11022534556e-312,1.3845522084659134e-305,1.3336040264735672e+241,5.13056142340097e-310
4.57,1.2157261238751367e-224,3.001463577773e-312,1.6693616623557418e-305,1.3336040662180303e+241,3.12060701020514e-310,5.039613027222913e-266,3.990468804673914e-08
4.58,5.432309604877e-312,1.0261342025860668e-289,1.17680579174501e-243,1.1649468674926347e-221,3.8208649007443784e-217,-1.4413733434009934e+241,7.275310665497052e-302
4.59,1.6604771579816284e-207,-2.4588571148633244e+241,1.0087498557359557e-303,1.4086093763732692e-265,8.98716536217409e-227,-1.383564396166596e+94,-3.5946794915425166e+84
4.6000000000000005,1.7192063911026314e-108,-9.891312462494129e-192,7.314173426710504e-304,4.2328183735793706e-302,8.973011403258743e-227,-1.200504482185562e+242,1.4154849348818617e-307
4.61,2.125395595e-314,2.125402354e-314,2.1253807533e-314,2.125379358e-314,2.125379358e-314,2.1253817256e-314,2.125407259e-314
4.62,2.1253808244e-314,2.125407259e-314,2.125407259e-314,2.125381536e-314,2.180096591e-314,2.2561768663e-314,2.1253815833e-314
4.63,2.2561768347e-314,2.125380374e-314,2.256176819e-314,2.1800963773e-314,2.125375453e-314,2.125379358e-314,2.125375453e-314
4.64,2.125382034e-314,2.125407567e-314,2.1253808244e-314,2.125407567e-314,2.125407567e-314,2.180096496e-314,2.125402354e-314
4.65,2.1253804687e-314,2.180099887e-314,2.12703164e-314,2.125379358e-314,2.125402354e-314,2.12703164e-314,2.125402354e-314
4.66,2.12703164e-314,2.125402354e-314,2.1253817256e-314,2.125407259e-314,2.125381536e-314,2.125407259e-314,2.125380516e-314
4.67,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.1253808244e-314,2.125407259e-314,2.125382034e-314,2.125407567e-314
4.68,2.1253804687e-314,2.1800964485e-314,2.1270473553e-314,2.125379358e-314,2.125407567e-314,2.1270473553e-314,2.125407567e-314
4.69,2.1270473553e-314,2.125407567e-314,2.1253817256e-314,2.125407259e-314,2.125381536e-314,2.125407259e-314,2.12538054e-314
4.7,2.1253753107e-314,2.1253815833e-314,2.1253753107e-314,2.1253808244e-314,2.125407259e-314,2.125382034e-314,2.125407567e-314
4.71,2.1253804687e-314,2.18009633e-314,2.1735168933e-314,2.125379358e-314,2.125407567e-314,2.1735168933e-314,2.125407567e-314
4.72,2.1735168933e-314,2.125407567e-314,2.1253817256e-314,2.125407259e-314,2.125381536e-314,2.125407259e-314,2.1253805636e-314
4.73,2.1253753265e-314,2.1253815833e-314,2.1253753265e-314,2.1253808244e-314,2.125407259e-314,2.125382034e-314,2.125407567e-314
4.74,2.1253804687e-314,2.1800963536e-314,2.2556996463e-314,2.125379358e-314,2.125407567e-314,2.2556996463e-314,2.125407567e-314
4.75,2.2556996463e-314,2.125407567e-314,2.1253817256e-314,2.125407259e-314,2.125381536e-314,2.125407259e-314,2.1253805873e-314
4.76,2.1253753423e-314,2.1253815833e-314,2.1253753423e-314,2.1253808244e-314,2.125407259e-314,2.125382034e-314,2.125407567e-314
4.7700000000000005,2.1253804687e-314,2.18008384e-314,2.126153128e-314,2.125379358e-314,2.125407567e-314,2.126153128e-314,2.125407567e-314
4.78,2.126153128e-314,2.125407567e-314,2.1253817256e-314,2.125407259e-314,2.125381536e-314,2.125407259e-314,2.125380611e-314
4.79,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.1253808244e-314,2.125407259e-314,2.125382034e-314,2.125407567e-314
4.8,2.1253804687e-314,2.180079832e-314,2.1270473316e-314,2.125379358e-314,2.125407567e-314,2.1270473316e-314,2.125407567e-314
4.8100000000000005,2.1270473316e-314,2.125407567e-314,2.1253817256e-314,2.125407259e-314,2.125381536e-314,2.125407259e-314,2.1253806347e-314
4.82,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.1253808244e-314,2.125407259e-314,2.125382034e-314,2.125407567e-314
4.83,2.1253804687e-314,2.1253818205e-314,2.125407354e-314,2.125379358e-314,2.125407567e-314,2.125407354e-314,2.125407567e-314
4.84,2.125407354e-314,2.125407567e-314,2.1253817256e-314,2.125407259e-314,2.125381536e-314,2.125407259e-314,2.1253806584e-314
4.8500000000000005,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.1253808244e-314,2.125407259e-314,2.125382034e-314,2.125407567e-314
4.86,2.1253804687e-314,2.1253817967e-314,2.12540733e-314,2.125379358e-314,2.125407567e-314,2.12540733e-314,2.125407567e-314
4.87,2.12540733e-314,2.125407567e-314,2.1253817256e-314,2.125407259e-314,2.125381536e-314,2.125407259e-314,2.125380682e-314
4.88,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.1253808244e-314,2.125407259e-314,2.125382034e-314,2.125407567e-314
4.89,2.1253804687e-314,2.18007969e-314,2.1750183706e-314,2.125379358e-314,2.125407567e-314,2.1750183706e-314,2.125407567e-314
4.9,2.1750183706e-314,2.125407567e-314,2.1253817256e-314,2.125407259e-314,2.125381536e-314,2.125407259e-314,2.125380706e-314
4.91,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.1253808244e-314,2.125407259e-314,2.125382034e-314,2.125407567e-314
4.92,2.1253804687e-314,2.1800793103e-314,2.1749949163e-314,2.125379358e-314,2.125407567e-314,2.1749949163e-314,2.125407567e-314
4.93,2.1749949163e-314,2.125407567e-314,2.1253817256e-314,2.125407259e-314,2.125381536e-314,2.125407259e-314,2.1253807296e-314
4.94,2.125375437e-314,2.1253815833e-314,2.125375437e-314,2.1253808244e-314,2.125407259e-314,2.125382034e-314,2.125407567e-314
4.95,2.1253804687e-314,2.180079263e-314,2.1734313685e-314,2.125379358e-314,2.125407567e-314,2.1734313685e-314,2.125407567e-314
4.96,2.1734313685e-314,2.125407567e-314,2.180079239e-314,2.1800792155e-314,2.1290666767e-314,2.1253804687e-314,2.180079168e-314
4.97,2.1291121386e-314,2.1253803264e-314,2.1253817256e-314,2.125407259e-314,2.1253804213e-314,2.125407259e-314,2.125407259e-314
4.98,2.125407259e-314,2.1800791443e-314,2.12911368e-314,2.1253808244e-314,2.12911368e-314,2.12911368e-314,2.12911368e-314
4.99,2.1800791206e-314,2.1264614883e-314,2.12538035e-314,2.1264614883e-314,2.12911368e-314,2.125379358e-314,2.1290666767e-314
5.0,2.125379358e-314,2.180079097e-314,2.1800790258e-314,2.129112542e-314,2.1253803264e-314,2.180079903e-314,2.125402354e-314
5.01,2.1253804213e-314,2.1253822473e-314,2.1254077806e-314,2.1253804213e-314,2.125382129e-314,2.125407662e-314,2.12538035e-314
5.0200000000000005,2.125407662e-314,2.125402354e-314,2.1254077806e-314,2.125407662e-314,2.125407662e-314,2.125402354e-314,2.1254077806e-314
5.03,2.125407662e-314,2.125407662e-314,2.125402354e-314,2.1254077806e-314,2.125407662e-314,2.125407662e-314,2.125402354e-314
5.04,2.1254077806e-314,2.125407662e-314,2.125407662e-314,2.1253807533e-314,2.125379358e-314,2.125379358e-314,2.1800798795e-314
5.05,2.1290454437e-314,2.1253808244e-314,2.1290454437e-314,2.1290454437e-314,2.180079761e-314,2.125402354e-314,2.1253804687e-314
5.0600000000000005,2.1827073285e-314,2.1291033087e-314,2.1253803264e-314,2.12538035e-314,2.125379358e-314,2.125402354e-314,2.125402354e-314
5.07,2.125402354e-314,2.1291033087e-314,2.125402354e-314,2.180079927e-314,2.1800799744e-314,2.1290666767e-314,2.1253804687e-314
5.08,2.1800799506e-314,2.1291121386e-314,2.1253803264e-314,2.180080022e-314,2.1290454753e-314,2.1253803264e-314,2.1290454753e-314
5.09,2.125382129e-314,2.125407662e-314,2.1253804213e-314,2.125407662e-314,2.125407662e-314,2.125407662e-314,2.180079998e-314
5.1000000000000005,2.1264615357e-314,2.1253803264e-314,2.1264615357e-314,2.180080093e-314,2.1290666767e-314,2.1253804687e-314,2.1290666767e-314
5.11,2.180080069e-314,2.1291121386e-314,2.1253803264e-314,2.1253822473e-314,2.1254077806e-314,2.1253804213e-314,2.1254077806e-314
5.12,2.1254077806e-314,2.1254077806e-314,2.180080164e-314,2.12911368e-314,2.1253808244e-314,2.12911368e-314,2.12911368e-314
5.13,2.12911368e-314,2.1800801166e-314,2.1264614883e-314,2.12538035e-314,2.1264614883e-314,2.12911368e-314,2.12538035e-314
5.14,2.1290666767e-314,2.1290666767e-314,2.1253804213e-314,2.1264615357e-314,2.1800802115e-314,2.1290454437e-314,2.12538035e-314
5.15,2.1290454437e-314,2.1290454437e-314,2.1253804213e-314,2.1290454753e-314,2.1290454753e-314,2.180080188e-314,2.12911368e-314
5.16,2.1253808244e-314,2.12911368e-314,2.12911368e-314,2.12911368e-314,2.1800812313e-314,2.1264614883e-314,2.1253804213e-314
5.17,2.1264614883e-314,2.12538035e-314,2.12911368e-314,2.125379358e-314,2.1290666767e-314,2.125379358e-314,2.1800812075e-314
5.18,2.1800812787e-314,2.1290617597e-314,2.1253803264e-314,2.180081255e-314,2.125402354e-314,2.1253804213e-314,2.1253822473e-314
5.19,2.1254077806e-314,2.1253804213e-314,2.125382129e-314,2.125407662e-314,2.1253808244e-314,2.125407662e-314,2.125402354e-314
5.2,2.1254077806e-314,2.125407662e-314,2.125407662e-314,2.125402354e-314,2.1254077806e-314,2.125407662e-314,2.125407662e-314
5.21,2.125407662e-314,2.1800813024e-314,2.256176803e-314,2.12538035e-314,2.2561767873e-314,2.125407662e-314,2.125402354e-314
5.22,2.1254077806e-314,2.125407662e-314,2.125407662e-314,2.125407662e-314,2.125407662e-314,2.125402354e-314,2.1254077806e-314
5.23,2.125407662e-314,2.125407662e-314,2.125407662e-314,2.125407662e-314,2.1253807533e-314,2.125379358e-314,2.125379358e-314
5.24,2.1800813736e-314,2.182713937e-314,2.1827139055e-314,2.18008135e-314,2.1800814684e-314,2.1800814447e-314,2.1253968163e-314
5.25,2.1253803264e-314,2.12538035e-314,2.1253807533e-314,2.1253968163e-314,2.125379358e-314,2.125379358e-314,2.180081516e-314
5.26,2.1800815633e-314,2.126476587e-314,2.1253803264e-314,2.2575260687e-314,2.257526116e-314,2.12538035e-314,2.125379358e-314
5.2700000000000005,2.126476587e-314,2.125379358e-314,2.180081658e-314,2.1291143916e-314,2.1253808244e-314,2.1291143916e-314,2.1291143916e-314
5.28,2.182714095e-314,2.129061823e-314,2.1253803264e-314,2.1802864306e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314
5.29,2.1827140636e-314,2.1291033087e-314,2.1253803264e-314,2.12538035e-314,2.1253804213e-314,2.125402354e-314,2.125402354e-314
5.3,2.1802863594e-314,2.1290666767e-314,2.1253804687e-314,2.1290666767e-314,2.1802865254e-314,2.1291121386e-314,2.1253803264e-314
5.3100000000000005,2.1253822473e-314,2.1254077806e-314,2.1253804213e-314,2.1254077806e-314,2.1254077806e-314,2.1254077806e-314,2.180286573e-314
5.32,2.12911368e-314,2.1253808244e-314,2.12911368e-314,2.12911368e-314,2.12911368e-314,2.1802866677e-314,2.1264614883e-314
