t,BMK1,MRNA,NFATc,NFATn,NFATpc,NFATpn,GSK3betac,GSK3betan,CaNc,CaNc_star,CaNn_star,CaNn,CaM,CaMCa,MCIP,MCIPp,MCIPpp,Comp1,Comp2,Comp3,P1433,MCIP_BMK1,MCIPp_CaNc_star,MCIPp_GSK3betac,MCIPpp_CaNc_star,NFATpc_CaNc_star,NFATc_GSK3betac,NFATpn_CaNn_star,NFATn_GSK3betan
6.13,0.01201598235521766,0.00035370549352714125,0.0007979356660475161,0.001332385492285721,0.0038958100958709618,0.00015050720438146116,0.16870153675425958,0.3389464373284954,0.0096594706544801,0.6423104630500134,0.3216127105513639,-0.8946405293455209,24.29776167829677,0.0018985803576917898,5.834212845294461e-05,0.02115998583981988,0.06997694653887762,0.00946224731569869,0.27527886827860926,0.013334557136401736,0.7163865745849906,5.417644782331627e-06,0.0029856463536380154,0.002384766729999192,0.013777909230930552,0.0009813453020688216,2.7682319915583543e-05,1.097754148605301e-05,0.0001255368673302792
6.140000000000001,0.012015979791746671,0.00035362396983780345,0.0007983734952689659,0.001335049130691772,0.0038945017767050517,0.0001507249263383412,0.16869870526922973,0.33894546369012746,0.009616502101971595,0.6417600506092831,0.32216690783727725,-0.8946834978980293,24.297717199599138,0.001900090502814482,5.842573673227821e-05,0.021183061494611508,0.06996496538589476,0.009475620701634465,0.27525423766225676,0.013332385621965362,0.7164133767157794,5.420208253321635e-06,0.002993260312211889,0.0023883057084244748,0.013795259868888406,0.0009821512964384314,2.7747681257042668e-05,1.1017271974469613e-05,0.0001257376509613663
6.15,0.01201597719354414,0.00035354182563565253,0.0007988050741256731,0.0013377133192469207,0.0038931993380901366,0.00015094306169503,0.1686958783041096,0.338944487210509,0.00957496049968579,0.6412092411987386,0.32272017165809397,-0.8947250395003151,24.29767420604288,0.0019015424567851197,5.850931998935767e-05,0.02120608289884226,0.06995304421294951,0.00948899724329759,0.2752295982489021,0.013330212956460596,0.7164401887946389,5.422806455852867e-06,0.003000862183010852,0.002391842600850363,0.013812529693229927,0.0009829504100124845,2.7812950385284133e-05,1.105711361037381e-05,0.00012593893414574738
6.16,0.012015974560833297,0.00035345906045255077,0.0007992304342112793,0.0013403780330081931,0.003891902755950473,0.00015116160974989936,0.16869305588702257,0.3389435078964183,0.009534790789214586,0.6406580896775489,0.3232725021099984,-0.8947652092107863,24.297632640498776,0.0019029382904193323,5.859287713517795e-05,0.021229050183802573,0.069941182733516,0.009502376873922032,0.27520495026181,0.013328039157720394,0.7164670105804711,5.425439166696045e-06,0.003008451922347903,0.0023953773740194527,0.013829718891191575,0.0009837426690452876,2.7878126481317258e-05,1.109706641094878e-05,0.00012614071605836696
6.17,0.012015971893836594,0.00035337567382543546,0.0007996496072423832,0.0013430432471678699,0.003890612006050294,0.00015138056979387116,0.16869023804575362,0.3389425257546641,0.009495939262062993,0.6401066494943388,0.3238238993444816,-0.894804060737938,24.297592447228208,0.001904280033836664,5.8676407116672824e-05,0.021251963482533262,0.06992938065943163,0.00951575952785955,0.2751802939229777,0.013325864243491761,0.716493841833532,5.428106163399295e-06,0.0030160294877776992,0.002398909994981443,0.0138468276527998,0.0009845280999660514,2.794320873340218e-05,1.113713039309337e-05,0.00012634299586746205
6.18,0.012015969192775769,0.00035329166529639994,0.0008000626250701002,0.0013457089370593537,0.003889327063980597,0.0001515999411103468,0.16868742480773735,0.3389415407920864,0.009458354220071255,0.6395549720221385,0.32437436357253274,-0.8948416457799296,24.29755357257151,0.0019055696485430892,5.875990892416122e-05,0.021274822929929986,0.06991763770073488,0.009529145140690443,0.27515562945307426,0.013323688231431641,0.7165206823154956,5.430807224223334e-06,0.00302359483820815,0.002402440431104477,0.013863856171072868,0.0009853067293922146,2.8008196337303874e-05,1.117730557346342e-05,0.00012654577273453008
6.19,0.012015966457871783,0.0003532070344125873,0.0008004695196533776,0.0013483750781554226,0.0038880479051862826,0.0001518197229753122,0.16868461620006434,0.33894055301555526,0.009421985575982426,0.63900310696417,0.32492389505887764,-0.8948780144240185,24.297515964537094,0.0019068090388675615,5.8843381585783234e-05,0.021297628662517023,0.069905953565988,0.009542533649114504,0.2751309570714586,0.013321511139108044,0.7165475317894349,5.433542128209046e-06,0.0030311479337845025,0.002405968650069819,0.013880804641680133,0.0009860785841020133,2.8073088496191187e-05,1.1217591968462311e-05,0.00012674904581443311
6.2,0.012015963689345243,0.0003531217807266818,0.0008008703231955664,0.00135104164608219,0.0038867745048257255,0.00015203991465700676,0.16868181224944684,0.33893956243197304,0.009386787594254523,0.6384510995784743,0.3254724941533074,-0.8949132124057463,24.297479575560605,0.0019080000336292085,5.8926824206962294e-05,0.021320380819605748,0.06989432796059086,0.009555924991583108,0.2751062769960356,0.013319332983990429,0.7165743900199755,5.436310654749231e-06,0.003038688736553506,0.002409494619903729,0.013897673264736682,0.0009868436911757332,2.813788442129576e-05,1.1257989594325165e-05,0.00012695281425512266
6.21,0.012015960887415675,0.0003530359037960241,0.0008012650678961785,0.0013537086165988266,0.0038855068380245455,0.0001522605154165679,0.16867901298227342,0.3389385690482702,0.009352714459565193,0.6378989951702986,0.3260201612354765,-0.8949472855404357,24.2974443580445,0.0019091444150423971,5.9010235905479266e-05,0.021343079541193657,0.06988276058981976,0.009569319107217042,0.2750815894434657,0.013317153783463506,0.7166012567730723,5.439112584317581e-06,0.00304621720932054,0.0024130183089272937,0.013914462241594584,0.0009876020777402315,2.820258333090513e-05,1.1298498467002737e-05,0.0001271570771982255
6.22,0.012015958052301615,0.0003529494031827004,0.0008016537859749484,0.0013563759656015086,0.0038842448798504393,0.00015248152450798505,0.16867621842460068,0.33893757287140547,0.00931972092062791,0.6373468384416259,0.326566896720932,-0.8949802790793729,24.297410265006413,0.0019102439141950504,5.909361582041431e-05,0.02136572496816988,0.06987125115852282,0.009582715935937389,0.2750568946291242,0.013314973554824465,0.7166281318160528,5.441947698378771e-06,0.0030537333157854506,0.002416539685764314,0.013931171775174661,0.0009883537709941981,2.826718445053459e-05,1.1339118602187027e-05,0.00012736183377902007
6.23,0.012015955184220868,0.00035286227845383915,0.0008020365097538445,0.0013590436691325255,0.003882988605228635,0.00015270294117790731,0.1686734286021319,0.33893657390836696,0.009287764014082586,0.6367946717462583,0.3271127010801735,-0.8950122359859183,24.29737725181465,0.0019113001994134377,5.917696313680847e-05,0.021388317243011528,0.06985979937010359,0.009596115418854575,0.2750321927670073,0.013312792315276673,0.7166550149177174,5.444815779124285e-06,0.0030612370209505044,0.002420058719361543,0.013947802071051764,0.000989098798293156,2.8331687013349967e-05,1.1379850015367103e-05,0.00012756708312628337
6.24,0.012015952283390367,0.00035277452918140966,0.0008024132715999949,0.0013617117033770097,0.0038817379889998383,0.00015292476466580312,0.16867064354022732,0.338935572166171,0.009256802196074707,0.6362425359717093,0.32765757482643815,-0.8950431978039262,24.297345275314353,0.0019123148817003083,5.926027707259589e-05,0.02141085650930193,0.06984840492721277,0.009609517498037803,0.27500748406976605,0.013310610081931845,0.7166819058483036,5.4477166096265e-06,0.00306872829087522,0.0024235753789792766,0.013964353336731607,0.0009898371870910735,2.8396090259988215e-05,1.1420692721812465e-05,0.00012777282436244892
6.25,0.012015949350026795,0.00035268615494278284,0.000802784104179325,0.0013643800446590843,0.0038804930056677753,0.0001531469942038454,0.16866786326390265,0.3389345676518639,0.009226797948308498,0.6356904678796137,0.3282015185642579,-0.8950732020516924,24.297314296388905,0.0019132895593825664,5.934355692610502e-05,0.021433342913837215,0.0698370675287286,0.009622922117340064,0.27498276874874616,0.01330842687181291,0.7167088043794423,5.450649973197291e-06,0.0030762070935663383,0.0024270896341916323,0.013980825784663304,0.000990568965193439,2.8460393438458728e-05,1.146164673651125e-05,0.00012797905660338993
6.26,0.012015946384345475,0.00035259715531967483,0.0008031490399987415,0.0013670486694495818,0.003879253629854603,0.0001533696290172399,0.16866508779783365,0.338933560372518,0.009197713268448898,0.6351385047115757,0.32874453290216055,-0.8951022867315519,24.297284275523495,0.0019142257449303755,5.942680199347182e-05,0.021455776602822076,0.06982578687519707,0.009636329220925317,0.2749580470139087,0.01330624270184815,0.7167357102842445,5.453615654517725e-06,0.0030836733973860627,0.0024306014548851427,0.013997219626808425,0.000991294160300375,2.85245958043185e-05,1.1502712074286982e-05,0.0001281857789589447
6.2700000000000005,0.01201594338656069,0.0003525075298984295,0.0008035081115373631,0.001369717554364185,0.003878019836170246,0.00015359266832418677,0.16866231716635574,0.3389325503352321,0.009169511051905183,0.6345866827796199,0.3292866184778533,-0.8951304889480957,24.29725517416255,0.0019151248893320655,5.951001159375888e-05,0.021478157722959378,0.06981456266726782,0.009649738753698156,0.274933319073849,0.013304057588872575,0.7167626233372798,5.4566134393013994e-06,0.0030911271715150365,0.002434110811258749,0.014013535076200793,0.0009920128001375615,2.8588696620620524e-05,1.1543888749767495e-05,0.0001283929905328276
6.28,0.012015940356885956,0.000352417278270229,0.0008038613513463033,0.001372386676162074,0.003876791599113018,0.0001538161113358611,0.16865955139346342,0.33893153754713246,0.00914215615911049,0.6340350363777653,0.3298277759774001,-0.8951578438408904,24.297226955757825,0.0019159884012611478,5.959318508832484e-05,0.021500486422278458,0.06980339460450419,0.00966315066163189,0.27490858513581107,0.013301871549628908,0.7167895433145614,5.459643114036032e-06,0.003098568386305632,0.0024376176738237134,0.014029772348133093,0.0009927249125557813,2.8652695157874274e-05,1.1585176777361692e-05,0.00012860069042257253
6.29,0.01201593729553384,0.00035232640003091456,0.0008042087919766884,0.0013750560117473715,0.003875568893141148,0.0001540399572565013,0.16865679050281177,0.33893052201537144,0.009115614764858556,0.6334835984477074,0.33036800612160044,-0.8951843852351423,24.29719958512704,0.0019168176377957916,5.96763218687864e-05,0.02152276284953645,0.06979228238623544,0.009676564891541886,0.2748838454056727,0.013299684600766455,0.7168164699935622,5.462704466152675e-06,0.003105997013036075,0.002441122013403128,0.014045931659304964,0.0009934305254590573,2.8716590694072348e-05,1.1626576171279497e-05,0.0001288088777196559
6.3,0.012015934202716525,0.00035223489478128394,0.0008045504662557372,0.0013777255381401648,0.0038743516924049327,0.00015426420528371612,0.16865403451776556,0.3389295037471282,0.009089855186235672,0.6329323997014082,0.3309073097108825,-0.8952101448137652,24.2971730292412,0.001917613945012953,5.975942138020206e-05,0.021544987156472243,0.0697812257083622,0.009689981391703305,0.27485910008824477,0.01329749675886148,0.7168434031528951,5.465797283468316e-06,0.0031134130245960294,0.002444623801083209,0.014062013230836222,0.0009941296670723974,2.878038251347944e-05,1.1668086945282e-05,0.00012901755150951906
6.3100000000000005,0.012015931078644765,0.0003521427621264436,0.0008048864067645667,0.0013803952325290277,0.0038731399712539417,0.0001544888546080824,0.16865128346131425,0.33892848274960685,0.009064846268099728,0.6323814703298972,0.3314456875397594,-0.8952351537319011,24.2971472556802,0.001918378587877211,5.984248307693953e-05,0.021567159493536384,0.06977022426940004,0.009703400110664723,0.27483434938672924,0.013295308040380116,0.716870342572892,5.468921355228663e-06,0.0031208163941698,0.0024481230082983997,0.01407801728254133,0.0009948223654343178,2.884406990878268e-05,1.1709709113136694e-05,0.0001292267108716965
6.32,0.012015927923528324,0.0003520500016760357,0.0008052166460547326,0.0013830650722481217,0.003871933704026976,0.0001547139044133994,0.16864853735611113,0.33892745903003624,0.009040558028840769,0.6318308393187555,0.3319831404319935,-0.89525944197116,24.29712223324624,0.0019191127825778948,5.992550644083852e-05,0.021589280011658444,0.06975927776797375,0.009716820997731314,0.2748095935029553,0.013293118461694453,0.7168972880353516,5.472076471670103e-06,0.0031282070957725674,0.0024516196067926473,0.014093944035290854,0.0009955086486067672,2.8907652180131273e-05,1.1751442688420196e-05,0.00012943635487984632
6.33,0.012015924737576088,0.0003519566130442741,0.0008055412167034866,0.0013857350347707643,0.0038707328649986226,0.00015493935387679995,0.16864579622448547,0.3389264325956702,0.009016961812669136,0.6312805342861166,0.33251966924940807,-0.8952830381873317,24.297097932106148,0.0019198177064993485,6.0008490985773216e-05,0.021611348862696275,0.06974838590217836,0.009730244003083525,0.2747848326374465,0.013290928039087015,0.7169242393234678,5.47526242390495e-06,0.0031355851043820674,0.002455113568607709,0.014109793711607312,0.0009961885447284274,2.8971128634855366e-05,1.179328768446349e-05,0.00012964648260180192
6.34,0.012015921520995955,0.00035186259584984433,0.0008058601512539508,0.001388405097714745,0.003869537428437542,0.00015516520216875886,0.16864306008843521,0.33892540345378674,0.008994030089788253,0.6307305816935085,0.3330552748818938,-0.8953059699102126,24.297074323597535,0.0019204944922314058,6.009143625250985e-05,0.021633366198944726,0.06973754837027174,0.009743669077635676,0.27476006698936545,0.013288736788746947,0.7169511962218889,5.478479004037392e-06,0.003142950395781593,0.002458604866090755,0.014125566535001232,0.0009968620819562506,2.9034498587669415e-05,1.1835244114398749e-05,0.0001298570930996389
6.3500000000000005,0.012015918273995233,0.0003517679497160182,0.0008061734824554416,0.0013910752388066007,0.0038683473683762686,0.00015539144845353215,0.16864032896969094,0.33892437161168837,0.008971736348366982,0.6301810069145479,0.3335899582830998,-0.8953282636516339,24.297051380087616,0.0019211442607275637,6.017434180747163e-05,0.02165533217508199,0.06972676486793446,0.009757096173462236,0.27473529675688274,0.013286544726795062,0.7169781585163234,5.4817260047607765e-06,0.00315030294703534,0.0024620934718317953,0.01414126273248132,0.0009975292886952984,2.909776135915465e-05,1.1877311990866496e-05,0.00013006818542978988
6.36,0.012015914996779835,0.00035167267427032016,0.0008064812427848092,0.0013937454359491343,0.003867162659070665,0.00015561809188848754,0.16863760288959942,0.3389233370767004,0.008950055158764077,0.629631834250227,0.3341237203982854,-0.8953499448412368,24.297029075096876,0.001921768061863262,6.025720724229895e-05,0.02167724694428409,0.06971603509373352,0.009770525242916718,0.2747105221364805,0.013284351869236346,0.7170051259942843,5.485003220157917e-06,0.0031576427355062184,0.0024655793587786182,0.01415688252951423,0.0009981901931394946,2.9160916278580745e-05,1.191949132657184e-05,0.00013027975864300323
6.37,0.012015911689554702,0.0003515767691446449,0.0008067834646910851,0.0013964156671850718,0.003865983274765579,0.0001558451316245502,0.16863488186918862,0.3389222998561714,0.008928962064464743,0.6290830869979294,0.3346565622006601,-0.8953710379355361,24.29700738315629,0.001922366908150878,6.034003217260947e-05,0.02169911066020628,0.06970535874633284,0.009783956239065849,0.2746857433233275,0.013282158231985424,0.7170320984446883,5.48831044529115e-06,0.003164969739339966,0.0024690625001731535,0.01417242615258014,0.0009988448235056073,2.9223962682362227e-05,1.196178213398655e-05,0.0001304918117844589
6.38,0.0120159083525238,0.00035148023397522536,0.0008070801806009902,0.0013990859106950545,0.003864809189689878,0.00015607256680627977,0.1686321659291727,0.33892125995747263,0.008908433530309465,0.6285347875026821,0.33518848469185447,-0.8953915664696913,24.29698627975263,0.0019229417776553518,6.0422816237022774e-05,0.021720923477024767,0.06969473552443241,0.009797389115688851,0.27466096051129985,0.013279963830867922,0.7170590756578334,5.491647476192516e-06,0.003172283937464472,0.0024725428695468754,0.014187893829217006,0.0009994932080380347,2.9286899913958067e-05,1.2004184425333502e-05,0.0001307043438938321
6.390000000000001,0.012015904985890063,0.000351383068402573,0.0008073714228786571,0.0014017561448022092,0.003863640378095406,0.00015630039657187677,0.1686294550899456,0.33892021738799755,0.008888446901691872,0.627986957205007,0.3357194888955247,-0.8954115530983089,24.296965741290656,0.0019234936110130284,6.050555909623565e-05,0.021742685549107035,0.06968416512722987,0.009810823827193506,0.27463617389293415,0.01327776868161719,0.71708605742545,5.495014109930555e-06,0.0031795853094962845,0.002476020440727508,0.014203285787584011,0.001000135374969711,2.934972732404763e-05,1.2046698212625213e-05,0.00013091735400534723
6.4,0.012015901589855786,0.0003512852720716829,0.0008076572240434331,0.0014044263479469055,0.0038624768140463777,0.00015652862005343318,0.16862674937162261,0.33891917215516254,0.008868980903967594,0.6274396161030527,0.336249575892214,-0.8954310190960332,24.296945745561185,0.0019240233427592183,6.0588260424847984e-05,0.02176439703277599,0.06967364725190621,0.009824260329114551,0.27461138365968696,0.013275572799892056,0.7171130435404223,5.498410144207387e-06,0.003186873836270195,0.0024794951877975795,0.014218602258820563,0.0010007713527327197,2.9412444269483197e-05,1.2089323507448027e-05,0.00013113084114777326
6.41,0.012015898164621805,0.0003511868446315111,0.0008079376163175194,0.001407096498736276,0.0038613184718575525,0.00015675723637660526,0.16862404879396323,0.3389181242664045,0.00885001451904751,0.626892783956755,0.3367787467461486,-0.8954499854809533,24.29692627067585,0.001924531843174054,6.067091992455846e-05,0.021786058082636818,0.06966318159885045,0.009837698577058539,0.27458659000142593,0.013273376201241827,0.7171400337973335,5.501835378189363e-06,0.0031941494987143527,0.0024829670851723292,0.014233843472114795,0.0010014011695196204,2.947505011529728e-05,1.2132060321388352e-05,0.00013134480434461287
6.42,0.01201589471038798,0.0003510877857352336,0.0008082126318932333,0.0014097665759134565,0.003860165325835744,0.00015698624466090668,0.16862135337642153,0.33891707372918145,0.008831527604577833,0.6263464796213998,0.33730700254807494,-0.8954684723954229,24.296907295648342,0.0019250199562142114,6.075353731441333e-05,0.021807668853742426,0.06965276786857419,0.009851138527316903,0.27456179310674617,0.01327117890112793,0.7171670279921272,5.505289612013101e-06,0.0032014122785019553,0.0024864361075494497,0.014249009657600642,0.0010020248535419828,2.9537544233429697e-05,1.2174908665769448e-05,0.00013155924261408348
6.43,0.012015891227353156,0.00035098809504018367,0.0008084823029037477,0.0014124365583599056,0.0038590173503083953,0.00015721564401974616,0.16861866313814405,0.3389160205509723,0.008813500795077736,0.6258007211519756,0.3378343444102815,-0.8954864992049231,24.296888800297204,0.0019254884978519233,6.0836112330510526e-05,0.021829229501353097,0.06964240576205033,0.009864580136791621,0.27453699316294633,0.01326898091492223,0.7171940259221328,5.508772646837336e-06,0.0032086621579708913,0.002489902229911643,0.0142641010460291,0.001002642433001631,2.9599926002806273e-05,1.2217868551672312e-05,0.00013177415496918408
6.44,0.012015887715715105,0.0003508877722077917,0.0008087466613965503,0.0014151064250974218,0.003857874519649519,0.00015744543356046743,0.16861597809796797,0.3389149647392761,0.008795915409668632,0.6252555259004509,0.3383607734620594,-0.8955040845903322,24.296870765154868,0.0019259382547774553,6.091864472561706e-05,0.021850740180718177,0.06963209498102042,0.009878023362927202,0.2745121903560083,0.013266782257905523,0.7172210273860875,5.5122842848897665e-06,0.003215899120050105,0.002493365427528691,0.01427911786846911,0.001003253936064528,2.966219480940514e-05,1.226093998995397e-05,0.00013198954041776138
6.45,0.012015884175671192,0.00035078681690410015,0.0008090057396286679,0.0014177761552679152,0.0038567368079903356,0.00015767561238439005,0.16861329827444665,0.3389139063016149,0.008778755241619423,0.6247109086691228,0.33888629090147754,-0.8955212447583815,24.296853173273245,0.001926369968349097,6.100113429694355e-05,0.021872201049487817,0.0696218352245374,0.009891468164521432,0.2744873848708036,0.013264582945281933,0.7172480321839158,5.515824328801562e-06,0.003223123149138905,0.002496825675930687,0.014294060359657714,0.0010038593911507819,2.97243500454785e-05,1.2304122991057605e-05,0.00013220539796229055
6.46,0.012015880607416898,0.0003506852287985147,0.0008092595693994097,0.0014204457281770688,0.0038556041898737963,0.000157906179586901,0.16861062368579982,0.33891284524552645,0.008762002504980783,0.6241668858936159,0.3394108978778474,-0.89553799749502,24.29683600613109,0.0019267843738675215,6.108358082224075e-05,0.021893612262253847,0.06961162619677867,0.009904914499881717,0.27446257689064796,0.013262382992147688,0.7172750401172057,5.519392583095928e-06,0.0032303342291049894,0.002500282950962004,0.014308928750405356,0.00100445882627819,2.978639111117992e-05,1.2347417565425844e-05,0.00013242172660054633
6.47,0.012015877011146859,0.0003505830075646377,0.0008095081825193494,0.0014231151232625778,0.003854476639794823,0.00015813713425748643,0.16860795434995238,0.3389117815785691,0.00874564067896257,0.6236234727076861,0.3399345955740638,-0.8955543593210382,24.296819246504402,0.0019271821745379617,6.116598410412493e-05,0.02191497397438245,0.06960146760155433,0.009918362328115032,0.2744377665976254,0.01326018241351372,0.7173020509888621,5.522988853133748e-06,0.0032375323446839264,0.002503737228739953,0.014323723272921939,0.001005052269523114,2.984831741335186e-05,1.2390823723202026e-05,0.0001326385253252232
6.48,0.012015873387054671,0.0003504801528800678,0.0008097516107151845,0.0014257843200998345,0.003853354132293768,0.00015836847547979314,0.16860529028452953,0.3389107153083199,0.008729653927700908,0.6230806835420871,0.34045738518971097,-0.8955703460722999,24.29680287787982,0.0019275640478587548,6.124834396066948e-05,0.021936286341233617,0.06959135914342078,0.009931811608862102,0.274412954172531,0.01325798122430155,0.7173290646031688,5.526612945321735e-06,0.003244717481189862,0.002507188485660761,0.014338444159727952,0.001005639748926619,2.9910128365723046e-05,1.2434341474284982e-05,0.00013285579312407735
6.49,0.012015869735332836,0.0003503766644263337,0.0008099898856077678,0.0014284532984027536,0.0038522366419781184,0.0001586002023316861,0.1686026315068572,0.3389096464423745,0.008714026964228594,0.6225385322650342,0.3409792679370398,-0.8955859730357723,24.2967868843164,0.001927930647803893,6.133066022296632e-05,0.02195754951797897,0.06958130052793782,0.009945262302233358,0.2743881397948616,0.013255779439342641,0.717356080765797,5.530264667156832e-06,0.0032518896244452832,0.002510636698399411,0.014353091643397663,0.001006221292472566,2.9971823388923004e-05,1.2477970828337923e-05,0.00013307352898000083
6.5,0.012015866056172796,0.0003502725418888875,0.0008102230387216766,0.0014311220380225146,0.0038511241435132708,0.0001588323138853019,0.1685999780339651,0.33890857498834653,0.008698745105410357,0.6219970321255913,0.3415002450424905,-0.8956012548945904,24.296771250503003,0.0019282826023813975,6.141293273687667e-05,0.02197876365967776,0.0695712914615566,0.009958714368830272,0.27436332364282967,0.013253577073379234,0.7173830992837924,5.533943827199133e-06,0.003259048760804831,0.002514081843906933,0.014367665956660947,0.0010067969280967294,3.0033401910418885e-05,1.2521711794777907e-05,0.00013329173187106376
6.51,0.012015862349765821,0.000350167784957843,0.0008104511018747436,0.0014337905189212086,0.0038500166112406986,0.00015906480920701636,0.16859732988261625,0.3389075009538719,0.00868379662132287,0.6214561933290272,0.34202031781496983,-0.8956162033786779,24.296755964200756,0.0019286204205404278,6.149516142998729e-05,0.02199992892446589,0.06956133164706622,0.009972167770774738,0.2743385058936302,0.013251374141083141,0.7174101199652879,5.53765023417265e-06,0.0032661948783075873,0.0025175238993782253,0.014382167336825256,0.0010073666840697867,3.009486336352945e-05,1.2565564382533932e-05,0.0001335104007701293
6.5200000000000005,0.012015858616300817,0.00035006239332605743,0.0008106741062122036,0.0014364587212349906,0.003848914020125272,0.00015929768735771727,0.16859468706924163,0.3389064243465977,0.008669166899956676,0.620916029059342,0.3425394874760006,-0.8956308331000441,24.296741010177485,0.0019289447224470127,6.157734614596822e-05,0.022021045465640186,0.06955142079488356,0.009985622469142521,0.2743136867228005,0.01324917065701051,0.7174371426201903,5.5413836991772055e-06,0.003273327963803886,0.002520962842325009,0.014396596014786869,0.0010079305880466404,3.0156207189730847e-05,1.2609528600630194e-05,0.00013372953464599156
6.53,0.012015854855966082,0.0003499563666906184,0.0008108920829783147,0.0014391266252224955,0.003847816344998727,0.0001595309473926862,0.16859204960999644,0.3389053451741903,0.008654843103908681,0.6203765506733129,0.3430577552951292,-0.8956451568960921,24.296726375048653,0.0019292560552314996,6.165948677709976e-05,0.02204211343797792,0.06954155861403351,0.009999078426006362,0.2742888663047434,0.013246966635638653,0.7174641670596191,5.5451440339121524e-06,0.0032804480052424077,0.002524398650514008,0.014410952223797234,0.001008488667825377,3.0217432836742643e-05,1.265360445771158e-05,0.00013394913246256133
6.54,0.012015851068948827,0.00034984970475239485,0.0008111050633000585,0.0014417942112784944,0.003846723560771943,0.00015976458836170274,0.1685894175207473,0.3389042634443328,0.00864081286136809,0.6198377690515731,0.34357512255176453,-0.8956591871386327,24.29671204591691,0.0019295549444352334,6.174158322726172e-05,0.022063132995962232,0.06953174481467722,0.010012535603858053,0.27426404481258937,0.01324476209135624,0.7174911930960557,5.548931051167755e-06,0.0032875549910231614,0.002527831301981763,0.01442523619699666,0.0010090409511341323,3.0278539759013215e-05,1.2697791962170631e-05,0.00013416919317916207
6.55,0.012015847255435164,0.00034974240721600256,0.0008113130781825134,0.0014444614599335706,0.003845635642439635,0.00015999860930910066,0.16858679081707417,0.33890317916472457,0.008627064235326623,0.619299694630473,0.3440915905342059,-0.8956729357646742,24.296698010340346,0.0019298418949558447,6.182363541124799e-05,0.022084104293741812,0.06952197910816606,0.010025993965592091,0.27423922241819915,0.013242557038463445,0.7175182205433387,5.5527445648306984e-06,0.0032946489099791292,0.002531260775033024,0.014439448167354716,0.00100958746562624,3.0339527417690988e-05,1.2742091122145598e-05,0.0001343897157505877
6.5600000000000005,0.012015843415610222,0.0003496344737898676,0.0008115161585600852,0.0014471283518492398,0.0038445525650305248,0.000160233009273819,0.16858416951427765,0.33890209234308144,0.00861358597221071,0.61876233714396,0.34460716054824436,-0.89568641402779,24.29668425657468,0.0019301173975105935,6.190564325820245e-05,0.022105027485545034,0.06951226120644527,0.010039453474634674,0.27421439929221403,0.013240351491175377,0.7175452492166119,5.55658438977313e-06,0.0033017297515166915,0.002534687048233404,0.01445358836823782,0.0010101282389300983,3.0400395280424546e-05,1.2786501945478018e-05,0.00013461069912709626
6.57,0.012015839549658697,0.00034952590418666255,0.0008117143355603848,0.00144979486779572,0.003843474303349922,0.00016046778728943074,0.1685815536274065,0.33890100298713866,0.008600368814307709,0.6182257042614653,0.3451218339622091,-0.8956996311856931,24.29667077485818,0.0019303819561076322,6.19876067307449e-05,0.022125902727824366,0.06950259081898238,0.010052914095625951,0.27418957560428125,0.013238145463637881,0.7175722789320821,5.560450341298331e-06,0.0033087975063605182,0.002538110100380168,0.014467657036364502,0.001010663298907354,3.0461142820510798e-05,1.2831024439516083e-05,0.00013483214225415785
6.58,0.012015835657763164,0.00034941669812185635,0.000811907639691433,0.001452460988717544,0.0038424008327733535,0.00016070294238428216,0.16857894317118263,0.3388999111046409,0.008587401426047199,0.6176898058154697,0.3456356120674846,-0.8957125985739536,24.296657553416875,0.0019306360091510973,6.206952576465606e-05,0.022146730172640277,0.06949296766222873,0.010066375792300974,0.2741647515223888,0.01323593896988067,0.7175993095077318,5.564342236831278e-06,0.0033158521642379308,0.0025415299105837064,0.014481654402671417,0.0010111926728563416,3.0521769519343606e-05,1.287565861169873e-05,0.00013505404407344518
6.59,0.012015831740105523,0.0003493068553148996,0.0008120961015332408,0.0014551266956764363,0.0038413321285716263,0.000160938473581478,0.16857633816006934,0.33889881670335,0.008574673846032822,0.617154650218933,0.34614849619686044,-0.8957253261539679,24.296644581846845,0.0019308799991655354,6.215140031956083e-05,0.022167509973285673,0.06948339145156913,0.010079838529284759,0.27413992721344477,0.013233732023858014,0.7176263407626985,5.568259894472543e-06,0.003322893715839571,0.0025449464581943615,0.014495580700070992,0.0010117163881892583,3.0582274864250954e-05,1.2920404469048892e-05,0.0001352764035220882
6.6000000000000005,0.012015827796866588,0.0003491963754888506,0.0008122797515393452,0.001457791969866803,0.0038402681661047424,0.00016117437989895774,0.16857373860825478,0.3388977197910425,0.008562176486569255,0.6166202455034799,0.34666048769033797,-0.8957378235134316,24.296631850131956,0.001931114354591782,6.223323036394095e-05,0.0221882422826684,0.06947386190363214,0.010093302271571621,0.2741151028431206,0.013231524639437631,0.7176533725174431,5.572203133407953e-06,0.0033299221522500536,0.0025483597228207456,0.014509436161215371,0.001012234472237422,3.064265834906039e-05,1.2965262018312124e-05,0.00013549921953295575
