t,v_c,v_n,mcln2_c,mcln2_n,mclb5_c,mclb5_n,sbf_n,sbfwhi5p_n,whi5_n,sbfwhi5_n,cln3_c,cln2_c,cdk1_c,cdk1cln2_c,clb5_c,cdk1clb5_c,cdk1_n,cln3_n,cdk1cln3_n,cdk1cln2_n,cdk1clb5sic1_c,sic1_c,cdk1clb5_n,cdk1clb5sic1p_n,cdk1cln3far1_n,far1_n,cdk1cln3far1p_n,cdk1clb5sic1_n,whi5_c,far1_c,whi5p_c,whi5p_n,sic1P_n,far1P_n
5.58,0.5144333991242814,0.5,3.994817406145206e-06,4.074314299360264e-06,3.994817406145206e-06,4.074314299360264e-06,0.00010759923057903675,1.8311129396213045e-05,0.0019143593188099925,0.025418089640024757,0.0004863275324007374,1.0430463043693522e-06,0.31655973331453935,6.935545438758318e-07,7.733440170547158e-07,1.9288676373881312e-07,0.016530867636854015,1.2318973689301578e-05,2.0824027727441598e-07,8.047904129243048e-08,2.8345741369726663e-07,0.03823721388175001,3.039520572529612e-09,4.267766499514339e-11,8.609312603143963e-07,0.00010099064399661459,1.227689526484445e-10,3.388549874120664e-07,0.06597021696270404,0.003611911702711492,2.8275792975284344e-07,3.8509288252137654e-05,2.292078697062533e-11,7.661075296778574e-11
5.59,0.5144596358900051,0.5,4.013598653532272e-06,4.087785329999731e-06,4.013598653532272e-06,4.087785329999731e-06,0.0001078923019793482,1.8358301512874817e-05,0.001917543736404925,0.025417749396507785,0.00048632978033087384,1.0492433779701038e-06,0.3165329527788442,6.983317592294772e-07,7.775421359663001e-07,1.940173862165869e-07,0.01654698220512228,1.2338155360803432e-05,2.0870674700339827e-07,8.11947776749506e-08,2.8529125882169517e-07,0.03823545324785037,3.0638840094759214e-09,4.34693428602484e-11,8.650673602434713e-07,0.00010116220228972167,1.2458925972144129e-10,3.4177868514641317e-07,0.06595735829821532,0.003611605740560551,2.846318070995285e-07,3.8686940358790654e-05,2.3409121926795117e-11,7.7929417710784e-11
5.6000000000000005,0.5144858739940711,0.5,4.032434053132376e-06,4.101278789562347e-06,4.032434053132376e-06,4.101278789562347e-06,0.00010818577066820469,1.8405496809466258e-05,0.0019207272707512024,0.025417408732522337,0.0004863320278095626,1.0554659465105394e-06,0.31650618306406747,7.031324528458176e-07,7.817548700494547e-07,1.9515232423189624e-07,0.016563096054991535,1.2357324377421906e-05,2.091737057075129e-07,8.191546411170241e-08,2.87132973008747e-07,0.03823369269140401,3.0883969428620873e-09,4.4272335907506975e-11,8.692150817864745e-07,0.00010133372552501749,1.264310881638279e-10,3.4472147514723755e-07,0.06594450221610847,0.0036112998398554245,2.8651429319156656e-07,3.886504162217591e-05,2.3905241916499004e-11,7.926598117084333e-11
5.61,0.5145121134365569,0.5,4.05132367290263e-06,4.114794684207991e-06,4.05132367290263e-06,4.114794684207991e-06,0.00010847963674366931,1.8452715249038828e-05,0.0019239099218118568,0.0254170676480073,0.00048633427483690876,1.0617140726512126e-06,0.3164794241648975,7.079566955464847e-07,7.859822444459666e-07,1.9629158613236626e-07,0.016579209186994178,1.2376480727449659e-05,2.096411553570704e-07,8.264112304459474e-08,2.889825740163927e-07,0.038231932212310436,3.1130599795053273e-09,4.5086732427922874e-11,8.733744359485352e-07,0.00010150521369753722,1.2829458806332682e-10,3.476834375371312e-07,0.06593164871578253,0.003610994000581813,2.884054112619603e-07,3.904359229182622e-05,2.440921058003996e-11,8.062057843821994e-11
5.62,0.5145383542175402,0.5,4.070267580800147e-06,4.128333020096546e-06,4.070267580800147e-06,4.128333020096546e-06,0.00010877390030380522,1.8499956794643995e-05,0.0019270916895499203,0.02541672614290156,0.0004863365214130174,1.0679878190526788e-06,0.3164526760760227,7.12804558153111e-07,7.902242842976234e-07,1.974351802656224e-07,0.016595321601662612,1.2395624399179346e-05,2.1010909792238135e-07,8.33717769155366e-08,2.9084007960260327e-07,0.038230171810469116,3.1378737262228674e-09,4.591262071250006e-11,8.775454337347842e-07,0.00010167666680231606,1.3017990950766093e-10,3.506646524386866e-07,0.06591879779663658,0.0036106882227254175,2.9030518454371284e-07,3.9222592617274445e-05,2.4921091557721096e-11,8.199334460317043e-11
5.63,0.5145645963370986,0.5,4.089265844782042e-06,4.141893803387895e-06,4.089265844782042e-06,4.141893803387895e-06,0.00010906856144667555,1.854722140933323e-05,0.0019302725739284254,0.025416384217144,0.00048633876753799345,1.0742872483754928e-06,0.31642593879213127,7.176761114873288e-07,7.94481014746213e-07,1.9858311497928993e-07,0.016611433299529237,1.2414755380903629e-05,2.1057753537375636e-07,8.410744816643697e-08,2.9270550752534967e-07,0.038228411485779545,3.1628387898319297e-09,4.6750089052242427e-11,8.817280861503517e-07,0.00010184808483438919,1.3208720258455298e-10,3.5366519997449597e-07,0.06590594945806966,0.00361038250627194,2.9221363626982716e-07,3.940204284805341e-05,2.544094848984548e-11,8.338441475595127e-11
5.64,0.5145908397953095,0.5,4.108318532805429e-06,4.155477040241917e-06,4.108318532805429e-06,4.155477040241917e-06,0.00010936362027034342,1.8594509056158004e-05,0.0019334525749104038,0.025416041870673506,0.00048634101321194217,1.0806124232802094e-06,0.3163992123079116,7.225714263707705e-07,7.987524609335229e-07,1.9973539862099413e-07,0.01662754428112646,1.2433873660915163e-05,2.11046469681506e-07,8.484815923920479e-08,2.945788755426028e-07,0.03822665123814121,3.1879557771497375e-09,4.759922573815387e-11,8.859224042003679e-07,0.00010201946778879182,1.3401661738172573e-10,3.5668516026715146e-07,0.06589310369948084,0.0036100768512070803,2.941307896733064e-07,3.958194323369596e-05,2.5968845016716177e-11,8.479392398681892e-11
5.65,0.5146170845922505,0.5,4.127425712827422e-06,4.169082736818496e-06,4.127425712827422e-06,4.169082736818496e-06,0.00010965907687287199,1.864181969816979e-05,0.0019366316924588878,0.025415699103428967,0.00048634325843496844,1.0869634064273842e-06,0.31637249661805206,7.274905736250686e-07,8.03038648001341e-07,2.008920395383604e-07,0.01664365454698668,1.245297922750661e-05,2.1151590281594095e-07,8.559393257574911e-08,2.964602014123337e-07,0.038224891067453595,3.2132252949935156e-09,4.846011906123837e-11,8.901283988899634e-07,0.00010219081566055914,1.359683039869021e-10,3.597246134392456e-07,0.06588026052026917,0.0036097712575165405,2.960566679871536e-07,3.976229402373495e-05,2.6504844778636307e-11,8.622200738602998e-11
5.66,0.5146433307279993,0.5,4.146587452805133e-06,4.182710899277511e-06,4.146587452805133e-06,4.182710899277511e-06,0.00010995493135232433,1.8689153298420043e-05,0.0019398099265369095,0.025415355915349262,0.0004863455032071774,1.0933402604775706e-06,0.316345791717241,7.324336240718545e-07,8.07339601091454e-07,2.0205304607901388e-07,0.016659764097642294,1.2472072068970624e-05,2.1198583674737168e-07,8.634479061797874e-08,2.983495028925129e-07,0.03822313097361618,3.238647950180483e-09,4.933285731249966e-11,8.943460812242677e-07,0.00010236212844472631,1.379424124878045e-10,3.6278363961337e-07,0.06586741991983372,0.003609465725186021,2.9799129444437145e-07,3.994309546770317e-05,2.7049011415908826e-11,8.766880004384066e-11
5.67,0.5146695782026334,0.5,4.165803820695675e-06,4.1963615337788445e-06,4.165803820695675e-06,4.1963615337788445e-06,0.00011025118380676363,1.8736509819960243e-05,0.001942987277107501,0.025415012306373285,0.0004863477475286741,1.0997430480913243e-06,0.3163190976001666,7.37400648532761e-07,8.116553453456501e-07,2.0321842659057993e-07,0.016675872933625706,1.2491152173599864e-05,2.124562734461088e-07,8.710075580780271e-08,3.002467977411115e-07,0.03822137095652845,3.2642243495278638e-09,5.021752878294171e-11,8.985754622084114e-07,0.00010253340613632855,1.3993909297215583e-10,3.658623189121171e-07,0.06585458189757355,0.003609160254201223,2.999346922779632e-07,4.012434781513349e-05,2.7601408568836855e-11,8.913443705050756e-11
5.68,0.5146958270162302,0.5,4.1850748844561636e-06,4.210034646482379e-06,4.1850748844561636e-06,4.210034646482379e-06,0.00011054783433425298,1.878388922584185e-05,0.0019461637441336942,0.025414668276439914,0.00048634999139956353,1.1061718319291999e-06,0.3162924142615173,7.423917178294204e-07,8.159859059057169e-07,2.0438818942068388e-07,0.01669198105546932,1.2510219529686986e-05,2.129272148824629e-07,8.786185058712999e-08,3.0215210371610034e-07,0.0382196110160899,3.2899550998528816e-09,5.1114221763568425e-11,9.028165528475248e-07,0.00010270464873040103,1.4195849552767884e-10,3.689607314580793e-07,0.0658417464528877,0.003608854844547848,3.018868847209318e-07,4.030605131555873e-05,2.8162099877723464e-11,9.061905349628714e-11
5.69,0.5147220771688675,0.5,4.204400712043713e-06,4.223730243547997e-06,4.204400712043713e-06,4.223730243547997e-06,0.00011084488303285556,1.883129147911635e-05,0.0019493393275785218,0.025414323825488035,0.00048635223481995087,1.1126266746517528e-06,0.3162657416959814,7.474069027834652e-07,8.203313079134423e-07,2.0556234291695112e-07,0.016708088463705542,1.2529274125524654e-05,2.1339866302674463e-07,8.862809739786959e-08,3.0406543857545054e-07,0.038217851152200014,3.3158408079727607e-09,5.202302454538377e-11,9.070693641467385e-07,0.00010287585622197899,1.4400077024209652e-10,3.720789573738488e-07,0.06582891358517526,0.003608549496211597,3.0384789500628043e-07,4.048820621851176e-05,2.8731148982871763e-11,9.212278447143601e-11
5.7,0.5147483286606228,0.5,4.223781371415433e-06,4.2374483311355765e-06,4.223781371415433e-06,4.2374483311355765e-06,0.00011114233000063443,1.887871654283519e-05,0.0019525140274050154,0.02541397895345654,0.00048635447778994106,1.1191076389195368e-06,0.31623907989824723,7.52446274216527e-07,8.24691576510613e-07,2.0674089542700673e-07,0.01672419515886676,1.254831594940552e-05,2.138706198492645e-07,8.939951868193035e-08,3.0598682007713263e-07,0.038216091364758266,3.3418820807047205e-09,5.2944025419391496e-11,9.113339071111819e-07,0.00010304702860609756,1.4606606720313119e-10,3.752170767820175e-07,0.06581608329383526,0.003608244209178171,3.0581774636701175e-07,4.067081277352537e-05,2.930861952458472e-11,9.364576506621037e-11
5.71,0.5147745814915736,0.5,4.24321693052844e-06,4.251188915405001e-06,4.24321693052844e-06,4.251188915405001e-06,0.00011144017533565277,1.8926164380049846e-05,0.001955687843576207,0.025413633660284304,0.0004863567203096392,1.1256147873931072e-06,0.31621242886300316,7.575099029502383e-07,8.290667368390171e-07,2.0792385529847613e-07,0.01674030114148539,1.2567344989622243e-05,2.143430873203331e-07,9.01761368812213e-08,3.0791626597911765e-07,0.038214331653664155,3.3680795248659852e-09,5.387731267659556e-11,9.156101927459856e-07,0.00010321816587779194,1.4815453649850578e-10,3.783751698051777e-07,0.06580325557826677,0.0036079389834332704,3.0779646203612894e-07,4.085387123013242e-05,2.9894575143165445e-11,9.518813037086682e-11
5.72,0.5148008356617975,0.5,4.262707457339847e-06,4.264952002516152e-06,4.262707457339847e-06,4.264952002516152e-06,0.0001117384191359737,1.8973634953811795e-05,0.001958860776055129,0.02541328794591022,0.0004863589623791504,1.1321481827330187e-06,0.31618578858493745,7.625978598062315e-07,8.334568140404423e-07,2.091112308789846e-07,0.016756406412093822,1.2586361234467482e-05,2.1481606741026103e-07,9.09579744376514e-08,3.0985379403937653e-07,0.038212572018817156,3.394433747273778e-09,5.482297460799987e-11,9.198982320562801e-07,0.00010338926803209734,1.502663282159431e-10,3.8155331656592165e-07,0.06579043043786886,0.003607633818962597,3.0978406524663507e-07,4.103738183786574e-05,3.0489079478917006e-11,9.675001547566183e-11
5.73,0.5148270911713722,0.5,4.282253019806769e-06,4.278737598628913e-06,4.282253019806769e-06,4.278737598628913e-06,0.00011203706149966036,1.9021128227172498e-05,0.001962032824804814,0.025412941810273176,0.00048636120399857957,1.1387078875998271e-06,0.3161591590587385,7.677102156061392e-07,8.378618332566763e-07,2.1030303051615756e-07,0.016772510971224466,1.2605364672233895e-05,2.1528956208935892e-07,9.174505379312966e-08,3.117994220158803e-07,0.03821081246011676,3.4209453547453243e-09,5.57810995046084e-11,9.241980360471957e-07,0.00010356033506404897,1.52401592443166e-10,3.847515971868419e-07,0.06577760787204058,0.0036073287157518514,3.117805792315332e-07,4.122134484625819e-05,3.1092196172142535e-11,9.8331555470852e-11
5.74,0.514853348020375,0.5,4.3018536858863165e-06,4.292545709903162e-06,4.3018536858863165e-06,4.292545709903162e-06,0.00011233610252477585,1.906864416318342e-05,0.0019652039897882934,0.025412595253312048,0.0004863634451680319,1.1452939646540858e-06,0.3161325402790946,7.728470411715929e-07,8.422818196295061e-07,2.114992625576201e-07,0.01678861481940972,1.262435529121414e-05,2.157635733279373e-07,9.253739738956493e-08,3.137531676665996e-07,0.03820905297746245,3.4476149540978418e-09,5.6751775657424883e-11,9.28509615723862e-07,0.00010373136696868198,1.5456047926789692e-10,3.8797009179053e-07,0.06576478788018097,0.003607023673786735,3.137860272238261e-07,4.140576050484257e-05,3.170398886314497e-11,9.993288544669352e-11
5.75,0.5148796062088836,0.5,4.321509523535605e-06,4.306376342498782e-06,4.321509523535605e-06,4.306376342498782e-06,0.00011263554230938331,1.911618272489604e-05,0.0019683742709685993,0.02541224827496573,0.0004863656858876124,1.1519064765563502e-06,0.31610593224069405,7.780084073242253e-07,8.467167983007196e-07,2.1269993535099764e-07,0.016804717957181987,1.2643333079700874e-05,2.1623810309630676e-07,9.333502766886622e-08,3.1571504874950537e-07,0.03820729357075372,3.474443152148556e-09,5.773509135745329e-11,9.328329820914096e-07,0.00010390236374103157,1.567431387778588e-10,3.9120888049957853e-07,0.06575197046168912,0.0036067186930529493,3.1580043245651686e-07,4.1590629063151735e-05,3.2324521192227446e-11,1.0155414049344301e-10
5.76,0.5149058657369756,0.5,4.341220600711748e-06,4.320229502575655e-06,4.341220600711748e-06,4.320229502575655e-06,0.00011293538095154589,1.9163743875361817e-05,0.001971543668308764,0.025411900875173102,0.0004863679261574261,1.1585454859671752e-06,0.3160793349382252,7.831943848856684e-07,8.511667944121044e-07,2.1390505724391545e-07,0.016820820385073664,1.2662298025986754e-05,2.1671315336477788e-07,9.41379670729425e-08,3.176850830225686e-07,0.03820553423989004,3.5014305557146895e-09,5.873113489569752e-11,9.371681461549688e-07,0.00010407332537613293,1.5894972106077432e-10,3.944680434365796e-07,0.06573915561596408,0.0036064137735361945,3.1782381816260857e-07,4.177595077071852e-05,3.2953856799693016e-11,1.0319545570135694e-10
5.7700000000000005,0.5149321266047285,0.5,4.36098698537186e-06,4.334105196293664e-06,4.36098698537186e-06,4.334105196293664e-06,0.00011323561854932673,1.921132757763223e-05,0.0019747121817718202,0.02541155305387305,0.0004863701659775781,1.1652110555471162e-06,0.3160527483663764,7.884050446775552e-07,8.556318331054486e-07,2.1511463658399894e-07,0.01683692210361716,1.2681250118364443e-05,2.1718872610366133e-07,9.49462380437028e-08,3.1966328824376026e-07,0.03820377498477091,3.528577771613468e-09,5.973999456316156e-11,9.4151511891967e-07,0.00010424425186902127,1.6118037620436652e-10,3.977476607241257e-07,0.0657263433424049,0.0036061089152221717,3.1985620757510436e-07,4.196172587707578e-05,3.359205932584481e-11,1.048569661606919e-10
5.78,0.51495838881222,0.5,4.380808745473053e-06,4.348003429812687e-06,4.380808745473053e-06,4.348003429812687e-06,0.0001135362552007889,1.9258933794758736e-05,0.001977879811320799,0.02541120481100446,0.0004863724053481735,1.1719032479567267e-06,0.316026172519836,7.93640457521517e-07,8.601119395225388e-07,2.1632868171887322e-07,0.01685302311334487,1.2700189345126594e-05,2.176648232832676e-07,9.575986302305593e-08,3.21649682171051e-07,0.0382020158052958,3.555885406662109e-09,6.076175865084914e-11,9.458739113906431e-07,0.00010441514321473178,1.634352542963577e-10,4.010478124848086e-07,0.06571353364041066,0.003605804118096583,3.218976239270069e-07,4.2147954631756316e-05,3.423919241098578e-11,1.0653880696170407e-10
5.79,0.5149846523595275,0.5,4.40068594897244e-06,4.361924209292608e-06,4.40068594897244e-06,4.361924209292608e-06,0.00011383729100399559,1.930656248979281e-05,0.001981046556918733,0.02541085614650622,0.00048637464426931723,1.1786221258565624e-06,0.3159996073932923,7.989006942391865e-07,8.646071388051631e-07,2.1754720099616368e-07,0.0168691234147892,1.2719115694565864e-05,2.181414468739073e-07,9.657886445291093e-08,3.236442825624118e-07,0.03820025670136421,3.5833540676778383e-09,6.179651544976421e-11,9.502445345730183e-07,0.00010458599940829961,1.6571450542447078e-10,4.043685788412206e-07,0.06570072650938039,0.0036054993821451283,3.2394809045131937e-07,4.2334637284292976e-05,3.4895319695419054e-11,1.082411131946501e-10
5.8,0.5150109172466122,0.5,4.420618504500743e-06,4.375867535561538e-06,4.420618504500743e-06,4.375867535561538e-06,0.00011413872437294487,1.9354222387632704e-05,0.001984212418351821,0.02541050705323943,0.0004863768827409365,1.1853677032196794e-06,0.3159730529910599,8.04185721129223e-07,8.691174139856375e-07,2.1877018243699842e-07,0.016885223007573117,1.2738029229510031e-05,2.1861822508253084e-07,9.740329094498085e-08,3.2564704713791876e-07,0.038198497672927656,3.6109846121696728e-09,6.284632990362659e-11,9.546272953308684e-07,0.00010475682013622965,1.680203652857598e-10,4.0771006686561655e-07,0.06568792194973065,0.0036051947073777197,3.260076016742937e-07,4.252177236316095e-05,3.556077185096729e-11,1.0996450184395008e-10
5.8100000000000005,0.5150371834733856,0.5,4.440606253244135e-06,4.389833407190599e-06,4.440606253244135e-06,4.389833407190599e-06,0.00011444055300875237,1.9401925922158803e-05,0.0019873773953314067,0.025410157521069097,0.00048637912076288325,1.1921399734092027e-06,0.3159465093215281,8.094954602446099e-07,8.736427302708948e-07,2.1999760545808506e-07,0.016901321890934618,1.2756930044338365e-05,2.1909462789811736e-07,9.82332021889327e-08,3.2765790820297397e-07,0.038196738719959676,3.6387780037671086e-09,6.39141036940923e-11,9.590226257684762e-07,0.00010492760495442264,1.7035595243769937e-10,4.110723950383272e-07,0.0656751199623087,0.003604890093814517,3.2807613997031174e-07,4.270935766829354e-05,3.623599258671101e-11,1.1170979388490476e-10
5.82,0.5150634510399015,0.5,4.4606492304557564e-06,4.403821829245247e-06,4.4606492304557564e-06,4.403821829245247e-06,0.00011474277666380324,1.9449674854914277e-05,0.001990541487784224,0.02540980754848129,0.00048638135833522605,1.1989389890918952e-06,0.3159199763813613,8.14829960952175e-07,8.781831041591632e-07,2.2122947423475055e-07,0.016917420065219426,1.27758181426429e-05,2.1957058057081522e-07,9.906862599839399e-08,3.2967687119192957e-07,0.03819497984237044,3.6667349007453647e-09,6.500033084780719e-11,9.634305976201608e-07,0.00010509835379458356,1.727218450685245e-10,4.144556490137397e-07,0.06566232054672246,0.00360458554144619,3.3015372267991364e-07,4.2897393095952375e-05,3.6921100354910865e-11,1.1347722332329368e-10
5.83,0.5150897199462141,0.5,4.480747472221894e-06,4.417832806818827e-06,4.480747472221894e-06,4.417832806818827e-06,0.00011504539509928897,1.9497470901625084e-05,0.0019937046956379325,0.025409457133999093,0.0004863835954580343,1.2057648031891173e-06,0.31589345416717335,8.201892731653166e-07,8.827385523688702e-07,2.22465793048613e-07,0.016933517530778028,1.279469352762591e-05,2.2004601030524706e-07,9.990959005014588e-08,3.317039418530869e-07,0.03819322104006984,3.6948559600687557e-09,6.610549505515347e-11,9.678512810731443e-07,0.0001052690665900308,1.7511861046045378e-10,4.178599143053177e-07,0.0656495237025745,0.0036042810502632835,3.322403672937526e-07,4.308587855139885e-05,3.761621221147302e-11,1.1526702164498771e-10
5.84,0.5151159901923777,0.5,4.500901014628834e-06,4.431866345004681e-06,4.500901014628834e-06,4.431866345004681e-06,0.00011534840807640107,1.9545315778017172e-05,0.0019968670188201913,0.02540910627614559,0.00048638583213137746,1.2126174686222284e-06,0.3158669426755782,8.255734467974326e-07,8.873090916184423e-07,2.2370656618129048e-07,0.016949614287960903,1.2813556202489675e-05,2.2052084430603545e-07,1.0075612202096949e-07,3.337391259347471e-07,0.03819146231296778,3.7231418387015923e-09,6.723008000651325e-11,9.722847463146485e-07,0.00010543974327408275,1.775468158957056e-10,4.2128527642652423e-07,0.06563672942946742,0.0036039766202563416,3.343360913024818e-07,4.3274813939894325e-05,3.832144521230358e-11,1.1707942033585753e-10
5.8500000000000005,0.5151422617784466,0.5,4.521109893762864e-06,4.445922448896152e-06,4.521109893762864e-06,4.445922448896152e-06,0.00011565181535633102,1.959321119981649e-05,0.0020000284572586602,0.02540875497344386,0.0004863880683553251,1.2194970383125888e-06,0.3158404419031897,8.309825317619211e-07,8.918947386263068e-07,2.2495179791440102e-07,0.016965710337118543,1.2832406170436474e-05,2.2099500977780302e-07,1.0160824958764602e-07,3.3578242918521157e-07,0.03818970366097414,3.75159319360819e-09,6.83745693922688e-11,9.767310635318956e-07,0.00010561038378005778,1.8000702865649856e-10,4.247318208908228e-07,0.06562393772700383,0.0036036722514159077,3.364409121967545e-07,4.346419916670019e-05,3.9036916413308714e-11,1.1891465088177406e-10
5.86,0.5151685347044749,0.5,4.541374145710268e-06,4.460001123586578e-06,4.541374145710268e-06,4.460001123586578e-06,0.00011595561670027025,1.9641158882748982e-05,0.002003189010880998,0.025408403224416988,0.0004863903041299466,1.226403565181557e-06,0.3158139518466218,8.364165779721789e-07,8.9649551011089e-07,2.2620149252956247e-07,0.01698180567860142,1.2851243434668578e-05,2.2146843392517228e-07,1.0246600042695642e-07,3.37833857352781e-07,0.038187945083998816,3.780210681752854e-09,6.953944690280204e-11,9.811903029121065e-07,0.00010578098804127428,1.8249981602505058e-10,4.28199633211676e-07,0.0656111485947863,0.003603367943732526,3.385548474672235e-07,4.365403413707777e-05,3.976274287039441e-11,1.2077294476860762e-10
5.87,0.5151948089705168,0.5,4.561693806557332e-06,4.474102374169305e-06,4.561693806557332e-06,4.474102374169305e-06,0.00011625981186941025,1.9689160542540596e-05,0.002006348679614864,0.025408051027588058,0.0004863925394553115,1.233337102150493e-06,0.3157874725024884,8.418756353416043e-07,9.011114227906188e-07,2.2745565430839295e-07,0.016997900312760026,1.2870067998388265e-05,2.219410439527659e-07,1.0332940221568187e-07,3.398934161857567e-07,0.03818618658195171,3.808994960099899e-09,7.072519622849519e-11,9.85662534642503e-07,0.00010595155599105062,1.8502574528358029e-10,4.3168879890254733e-07,0.06559836203241742,0.0036030636971967405,3.4067791460454203e-07,4.384431875628847e-05,4.049904163946682e-11,1.2265453348222912e-10
5.88,0.515221084576627,0.5,4.5820689123903446e-06,4.488226205737675e-06,4.5820689123903446e-06,4.488226205737675e-06,0.00011656440062494253,1.9737217894917286e-05,0.002009507463387918,0.02540769838148015,0.00048639477433148925,1.2402977021407565e-06,0.3157610038674034,8.473597537835951e-07,9.057424933839203e-07,2.2871428753251042e-07,0.017013994239944843,1.2888879864797812e-05,2.2241276706520645e-07,1.0419848263060348e-07,3.4196111143244e-07,0.03818442815474271,3.837946685613637e-09,7.19323010597304e-11,9.90147828910307e-07,0.00010612208756270519,1.8758538371430603e-10,4.351994034768999e-07,0.06558557803949981,0.003602759511799095,3.428101310993633e-07,4.4035052929593645e-05,4.1245929776432076e-11,1.2455964850850924e-10
5.89,0.5152473615228592,0.5,4.60249949929559e-06,4.502372623385027e-06,4.60249949929559e-06,4.502372623385027e-06,0.00011686938272805852,1.9785332655604998e-05,0.002012665362127819,0.025407345284616346,0.0004863970087585493,1.247285418073707e-06,0.3157345459379808,8.52868983211549e-07,9.10388738609221e-07,2.2997739648353292e-07,0.017030087460506348,1.2907679037099497e-05,2.2288353046711653e-07,1.0507326934850236e-07,3.440369488411318e-07,0.038182669802281716,3.86706651525838e-09,7.31612450868898e-11,9.946462559027406e-07,0.00010629258268955636,1.901792985994462e-10,4.3873153244819685e-07,0.06557279661563604,0.003602455387530134,3.4495151444234037e-07,4.422623656225467e-05,4.200352433719626e-11,1.264885213333187e-10
5.9,0.515273639809268,0.5,4.622985603359358e-06,4.516541632204708e-06,4.622985603359358e-06,4.516541632204708e-06,0.00011717475793994976,1.983350654032968e-05,0.0020158223757622265,0.02540699173551973,0.00048639924273656115,1.2543003028707048e-06,0.31570809871083433,8.584033735388642e-07,9.150501751849486e-07,2.3124498544307857e-07,0.017046179974795034,1.2926465518495598e-05,2.2335326136311876e-07,1.0595379004615971e-07,3.461209341601336e-07,0.03818091152447862,3.8963551059984405e-09,7.441251200035564e-11,9.991578858070254e-07,0.00010646304130492252,1.9280805722121936e-10,4.422852713299018e-07,0.0655600177604287,0.0036021513243804006,3.471020821241265e-07,4.4417869559532925e-05,4.277194237766556e-11,1.2844138344252837e-10
5.91,0.5152999194359076,0.5,4.643527260667929e-06,4.5307332372900544e-06,4.643527260667929e-06,4.5307332372900544e-06,0.00011748052602180766,1.9881741264817284e-05,0.002018978504218799,0.025406637732713382,0.00048640147626559426,1.2613424094531083e-06,0.31568166218257804,8.639629746789376e-07,9.197268198295287e-07,2.3251705869276515e-07,0.017062271783161376,1.2945239312188385e-05,2.2382188695783564e-07,1.0684007240035648e-07,3.482130731377462e-07,0.0381791533212433,3.925813114798127e-09,7.568658549050982e-11,1.0036827888103825e-06,0.00010663346334212204,1.954722268618435e-10,4.4586070563547716e-07,0.06554724147348039,0.0036018473223404395,3.492618516353745e-07,4.4609951826689744e-05,4.355130095374594e-11,1.3041846632200862e-10
5.92,0.5153262004028322,0.5,4.664124507307593e-06,4.544947443734411e-06,4.664124507307593e-06,4.544947443734411e-06,0.00011778668673482372,1.993003854479375e-05,0.002022133747425196,0.02540628327472039,0.0004864037093457181,1.2684117907422776e-06,0.31565523634982584,8.695478365451675e-07,9.244186892613888e-07,2.3379362051421079e-07,0.01707836288595586,1.296400042138014e-05,2.2428933445588983e-07,1.0773214408787387e-07,3.5031337152227084e-07,0.038177395192485676,3.955441198621752e-09,7.69839492477346e-11,1.008221035100034e-06,0.0001068038487344733,1.9817237480353717e-10,4.494579208783865e-07,0.0655344677543937,0.0036015433814007946,3.5143084046673765e-07,4.480248326898652e-05,4.434171712134358e-11,1.3242000145763035e-10
5.93,0.5153524827100959,0.5,4.684777379364636e-06,4.55918425663112e-06,4.684777379364636e-06,4.55918425663112e-06,0.00011809323984018944,1.9978400095985037e-05,0.002025288105309078,0.025405928360063834,0.0004864059419770022,1.2755084996595724e-06,0.31562882120919156,8.751580090509516e-07,9.291258001989556e-07,2.3507467518903345e-07,0.01709445328352897,1.2982748849273138e-05,2.2475553106190394e-07,1.0863003278549296e-07,3.524218350620087e-07,0.03817563713811562,3.9852400144336286e-09,7.83050869624121e-11,1.0127726948632017e-06,0.00010697419741529469,2.0090906832851875e-10,4.5307700257209294e-07,0.06552169660277123,0.0036012395015520096,3.5360906610886904e-07,4.4995463791684615e-05,4.514330793636458e-11,1.344462203352642e-10
5.94,0.5153787663577534,0.5,4.705485912925344e-06,4.573443681073525e-06,4.705485912925344e-06,4.573443681073525e-06,0.00011840018509909629,2.0026827634117087e-05,0.002028441577798103,0.025405572987266794,0.000486408174159516,1.2826325891263527e-06,0.3156024167572892,8.807935421096881e-07,9.338481693606563e-07,2.363602269988513e-07,0.01711054297623119,1.3001484599069656e-05,2.2522040398050057e-07,1.0953376616999496e-07,3.545384695052611e-07,0.03817387915804304,4.0152102191980695e-09,7.965048232492458e-11,1.0173378382871076e-06,0.0001071445093179046,2.036828747190069e-10,4.5671803623006e-07,0.06550892801821555,0.0036009356827846287,3.5579654605242204e-07,4.518889330004542e-05,4.5956190454715115e-11,1.3649735444078113e-10
