t,Cdc25,UbE,UbE2,Wee1,G1K,G2K,PG2,G2R,R,G1R,PG2R,mass,IE
4.44,0.0002314001004014828,0.5617835701901387,0.00010283047386170883,0.8883462819462746,0.0008780795447432433,0.0006542649602524449,7.386144274850072e-06,0.04114017970981646,0.4047246288077049,0.006788912687236554,0.000334761733523447,0.5111106476766653,2.579936506675331e-05
4.45,0.00023157948793170807,0.5608011248719154,0.00010290784955175937,0.8896555538594128,0.0008792237284558014,0.0006547487727968694,7.406530557338556e-06,0.04120697825245756,0.4047140171027719,0.006804932264060844,0.0003361413014618977,0.5111359482799102,2.581866061893246e-05
4.46,0.00023175881899267951,0.5598187097477006,0.00010298521877786845,0.8909574438366918,0.0008803681511717436,0.000655232441112729,7.4269139263822e-06,0.04127374254458103,0.404703286674528,0.006820951158903337,0.0003375232023400186,0.511161250135566,2.583795642424615e-05
4.47,0.00023193809586361484,0.5588363249178443,0.00010306258304865887,0.8922519016882884,0.000881512814009458,0.0006557159353204124,7.447295660185567e-06,0.041340473015638736,0.4046924373874989,0.006836969370544073,0.00033890742646850623,0.5111865532436947,2.5857253055551865e-05
4.48,0.00023211732082373178,0.5578539704826961,0.00010313994387275341,0.8935388772243785,0.0008826577180873329,0.0006561992255403084,7.467677036953221e-06,0.041407170095082546,0.40468146910621006,0.006852986897763093,0.0003402939641580573,0.5112118576043582,2.5876551085707108e-05
4.49,0.00023229649615224808,0.5568716465426062,0.00010321730275877488,0.8948183202551384,0.0008838028645237561,0.0006566822818928053,7.4880593348897205e-06,0.04147383421236432,0.4046703816951873,0.006869003739340437,0.00034168280571936807,0.5112371632176185,2.5895851087569363e-05
4.5,0.00023247562317829163,0.5558893532005229,0.00010329466013704387,0.8960901811691631,0.0008849482544494777,0.0006571651143260361,7.508442260338625e-06,0.041540465752801674,0.40465917506093,0.006885019894041265,0.00034307394227575916,0.5112624700835376,2.5915153129851076e-05
4.51,0.0002326546909555791,0.5549070905929716,0.00010337200250593231,0.897354417828372,0.0008860938891549655,0.0006576482473730992,7.528805210784497e-06,0.04160706453148613,0.4046478496522496,0.006901035360438484,0.00034446737544986813,0.5112877782021776,2.5934450767577615e-05
4.5200000000000005,0.00023283370789507537,0.55392485880353,0.00010344933833327476,0.8986109763099069,0.000887239769678826,0.0006581313941116802,7.549159609003465e-06,0.04167363126270582,0.4046364050627789,0.006917050137408171,0.0003458630903078296,0.5113130875736006,2.5953747827288264e-05
4.53,0.00023301267495111095,0.552942657936172,0.00010352666762401645,0.899859807230541,0.000888385897156686,0.0006586145802014095,7.569504541261534e-06,0.04174016631436799,0.4046248412155755,0.006933064223709612,0.00034726107829353276,0.5113383981978684,2.5973044178817173e-05
4.54,0.00023319159307801638,0.5519604880948713,0.00010360399038310261,0.9011008612070478,0.0008895322727241718,0.0006590978313019169,7.589839093824711e-06,0.04180667005437992,0.40461315803369674,0.0069490776181021,0.0003486613308508673,0.5113637100750431,2.59923396919985e-05
4.55,0.0002333704633399351,0.5509783493853122,0.00010368130675124683,0.9023340895195615,0.0008906788975176234,0.0006595811679026214,7.610162437023499e-06,0.04187314285293817,0.4046013554361559,0.006965090319342718,0.0003500638390909633,0.5113890232051866,2.6011634300994387e-05
4.5600000000000005,0.00023354928810735972,0.5499962419335266,0.0001037586184842811,0.9035594513396493,0.0008918257726818705,0.000660064548987399,7.630474741231092e-06,0.04193958510747307,0.4045894332938547,0.006981102326162315,0.0003514685901663957,0.5114143375883612,2.6030928705221453e-05
4.57,0.00023372806788540552,0.5490141658364915,0.00010383592503175875,0.9047768945704521,0.0008929728993496201,0.0006605480213658329,7.650774748828122e-06,0.04200599717652698,0.4045773915463947,0.0069971136373292026,0.00035287557688228494,0.5114396532246287,2.6050222511365263e-05
4.58,0.0002339068038445909,0.5480321212015481,0.00010391322666591108,0.9059863711346967,0.0008941202786579037,0.0006610316005189983,7.671061711577717e-06,0.04207237943251409,0.4045652301088715,0.007013124251598328,0.0003542847900274193,0.5114649701140512,2.606951571590198e-05
4.59,0.00023408549750530034,0.5470501081387168,0.00010399052407466485,0.9071878346176299,0.0008952679117427548,0.0006615152862924807,7.691335377391826e-06,0.042138732259254734,0.4045529488823535,0.007029134167723415,0.0003556962195956105,0.5114902882566907,2.608880851113667e-05
4.6000000000000005,0.00023426415176647846,0.5460681267685755,0.0001040678195838905,0.9083812451552383,0.0008964157997362752,0.000661999016924151,7.711597449132125e-06,0.042205056085512324,0.40454054771263903,0.007045143384453362,0.00035710985244826566,0.5115156076526094,2.6108101860989036e-05
4.61,0.00023444276724912268,0.5450861771942572,0.00010414511281290301,0.9095665520589963,0.0008975639437770633,0.0006624828324531205,7.73184639928065e-06,0.042271351265785836,0.4045280265368553,0.007061151900545037,0.0003585256806228104,0.5115409283018691,2.612739545435459e-05
4.62,0.0002346213454236657,0.5441042595253999,0.00010422240439027869,0.9107437086767856,0.0008987123450012953,0.0006629667349573156,7.752081904912226e-06,0.04233761818226712,0.4045153852580736,0.007077159714752339,0.00035994369422655845,0.5115662502045321,2.6146689455579146e-05
4.63,0.00023479988804050276,0.543122373875562,0.00010429969528429873,0.9119126716719315,0.0008998610045467185,0.0006634507136016123,7.772304104077186e-06,0.042403857224335824,0.4045026237687127,0.007093166825824412,0.0003613638824249826,0.5115915733606601,2.616598418965317e-05
4.64,0.0002349783972960467,0.5421405203645483,0.00010437698700444017,0.913073402989706,0.0009010099235535838,0.0006639347369786563,7.792513869222015e-06,0.04247006879282276,0.4044897419442208,0.0071091732325028155,0.00036278623288307614,0.5116168977703155,2.6185280237495757e-05
4.65,0.0002351568744308528,0.5411586990987776,0.00010445427990034701,0.9142258532556763,0.0009021591031567769,0.0006644188177692994,7.812710498913835e-06,0.04253625326401783,0.40447673969641584,0.007125178933545357,0.0003642107364814999,0.5116422234335601,2.620457763154713e-05
4.66,0.00023533532106419493,0.5401769101899722,0.00010453157478119866,0.9153699775803694,0.0009033085444933091,0.0006649029511862834,7.832893915303708e-06,0.04260241102393426,0.40446361692270555,0.007141183927703402,0.0003656373828268403,0.5116675503504562,2.6223876621559342e-05
4.67,0.00023551373854560528,0.5391951537541626,0.00010460887216374914,0.9165057353714045,0.000904458248707938,0.0006653871429636026,7.853063686173952e-06,0.04266854244220031,0.40445037353350854,0.00715718821371705,0.00036706616119505225,0.5116928785210656,2.624317732183901e-05
4.68,0.00023569212802253164,0.5382134299106066,0.00010468617234567408,0.9176330892556825,0.0009056082169512249,0.0006658714067175315,7.873219113821978e-06,0.04273464787616906,0.4044370094489905,0.007173191790317958,0.0003684970606143886,0.5117182079454505,2.6262479745220157e-05
4.69,0.00023587049116954875,0.5372317387701432,0.00010476347619610407,0.9187519934627685,0.000906758450358593,0.0006663557355038115,7.893360193049287e-06,0.04280072771521287,0.404423524563892,0.007189194656259806,0.0003699300707592203,0.5117435386236729,2.6281784169223e-05
4.7,0.00023604882929780113,0.5362500804491515,0.00010484078418850374,0.9198624080561344,0.0009079089500750464,0.000666840136634749,7.913486434420522e-06,0.04286678232702885,0.40440991879033256,0.007205196810282192,0.00037136518093743427,0.511768870555795,2.630109068800901e-05
4.71,0.00023622714333707543,0.5352684550694647,0.00010491809637888804,0.9209642992809466,0.000909059717254485,0.0006673246324921506,7.933596831189413e-06,0.04293281205711199,0.4043961920584643,0.00722119825111144,0.00037280238017927184,0.5117942037418787,2.63203992021587e-05
4.72,0.00023640543483930524,0.5342868627440177,0.00010499541350429875,0.9220576232975641,0.0009102107530362966,0.0006678092208734616,7.953691220550004e-06,0.04299881728717784,0.404382344269021,0.0072371989774955335,0.0003742416579679254,0.5118195381819862,2.6339709928060298e-05
4.73,0.00023658370514788478,0.5333053035899629,0.00010507273607827028,0.9231423411978635,0.0009113620585660532,0.0006682939075426298,7.97376918342783e-06,0.04306479838548571,0.40436837533295267,0.007253198988172917,0.000375683003464563,0.5118448738761795,2.635902297893894e-05
4.74,0.0002367619556928408,0.5323237777319779,0.00010515006474301026,0.9242184236789878,0.0009125136349966763,0.0006687786928955156,7.993830607164106e-06,0.04313075571600259,0.40435428515963523,0.007269198281868863,0.0003771264046854204,0.5118702108245207,2.6378338531112357e-05
4.75,0.00023694018778864853,0.5313422852847033,0.00010522739996910039,0.9252858286264559,0.000913665483471285,0.0006692635844880012,8.013874970399017e-06,0.043196689648420626,0.4043400736605442,0.007285196857326209,0.0003785718511738582,0.5118955490270719,2.639765667674459e-05
4.76,0.0002371184028308046,0.530360826368705,0.00010530474234285766,0.9263445218242433,0.0009148176051387914,0.0006697485851129419,8.033901992243343e-06,0.04326260054969437,0.40432574074528466,0.007301194713277458,0.00038001933160063247,0.5119208884838952,2.6416977564432637e-05
4.7700000000000005,0.00023729660221894709,0.5293794011047996,0.00010538209245630038,0.9273944694095092,0.0009159700011483538,0.0006702336973317234,8.053911401951302e-06,0.04332848878669795,0.40431128632334773,0.00731719184845468,0.00038146883460113125,0.5119462291950525,2.6436301345538176e-05
4.78,0.00023747478737532715,0.5283980096151755,0.00010545945093257713,0.9284356394478721,0.0009171226726504722,0.0006707189224418572,8.073902984162483e-06,0.04339435472586628,0.4042967103036011,0.007333188261587555,0.00038292034861762373,0.5119715711606062,2.645562818651858e-05
4.79,0.0002376529596685381,0.5274166520187675,0.00010553681832096852,0.9294679954289772,0.0009182756207924627,0.0006712042647398571,8.093876392094494e-06,0.04346019873467644,0.40428201259639146,0.00734918395141142,0.00038437386255062335,0.5119969143806181,2.647495821801116e-05
4.8,0.00023783112046959042,0.5264353284420048,0.00010561419520039857,0.9304915123855596,0.0009194288467304806,0.0006716897268193859,8.113831353707198e-06,0.04352602117336633,0.40426719311363524,0.0073651789166471835,0.0003858293645124557,0.5120222588551507,2.6494291587324457e-05
4.8100000000000005,0.00023800927116636133,0.5254540390061143,0.00010569158215071689,0.9315061571844471,0.0009205823516143152,0.0006721753116595554,8.133767579967618e-06,0.04359182240793929,0.40425225176539764,0.007381173156025988,0.00038728684312164285,0.5120476045842657,2.6513628440270294e-05
4.82,0.00023818741315583742,0.5244727838339371,0.00010576897976811604,0.932511899107435,0.0009217361365955532,0.0006726610215038121,8.15368481409838e-06,0.043657602803182496,0.40423718846172935,0.00739716666827596,0.00038874628680800614,0.5120729515680252,2.6532968930917338e-05
4.83,0.00023836554784100608,0.5234915630499926,0.0001058463886617493,0.9335087099851773,0.0009228902028276842,0.0006731468579797282,8.173582827210062e-06,0.043723362722482395,0.40422200311280715,0.007413159452122078,0.0003902076838132533,0.5120982998064917,2.6552313220031084e-05
4.84,0.0002385436764528756,0.5225103767796917,0.00010592380924396769,0.9344965649362884,0.0009240445514668336,0.0006736328299171563,8.193461127586888e-06,0.04378910252166284,0.4042066956359949,0.00742915150628622,0.0003916710226952526,0.5121236492997269,2.657166137653493e-05
4.8500000000000005,0.00023872180043377298,0.521529225149571,0.00010600124217682741,0.9354754385255096,0.0009251991836684511,0.0006741189368228558,8.213319573562075e-06,0.04385482256368715,0.4041912659403112,0.0074451428294898606,0.00039313629139494,0.5121490000477931,2.6591013586727243e-05
4.86,0.0002388999211569017,0.5205481082871215,0.0001060786880453999,0.93644530757461,0.0009263541005897329,0.0006746051809713843,8.233157925103798e-06,0.04392052320790124,0.40417571393779356,0.0074611334204520985,0.00039460347791902205,0.5121743520507522,2.6610370001206405e-05
4.87,0.00023907803998234165,0.5195670263202808,0.0001061561474208797,0.9374061499818691,0.0009275093033885166,0.0006750915651117318,8.252975931050036e-06,0.043986204812775674,0.4041600395410698,0.0074771232778911055,0.0003960725702795556,0.5121997053086668,2.6629730764246277e-05
4.88,0.00023925615818705165,0.5185859793747549,0.00010623362076869738,0.9383579424113221,0.0009286647932208602,0.000675578096073747,8.272773205966828e-06,0.044051867736110605,0.4041442426654181,0.007493112400528754,0.00039754355703359697,0.5122250598215985,2.6649095969794583e-05
4.89,0.00023943427715374306,0.517604967581245,0.00010631110869645806,0.9393006665278585,0.0009298205712475742,0.0006760647750369345,8.29254956242101e-06,0.04411751233448273,0.40412832322320785,0.007509100787078127,0.00039901642582706786,0.5122504155896097,2.666846578020221e-05
4.9,0.00023961239822281596,0.5166239910697823,0.00010638861175957487,0.940234304109338,0.0009309766386291009,0.0006765516051590419,8.312304750501469e-06,0.04418313896367884,0.40411228112825787,0.007525088436253311,0.0004004911645362638,0.5122757726127626,2.668784033314769e-05
4.91,0.000239790522725875,0.515643049970514,0.00010646613050304383,0.941158837897528,0.0009321329965261076,0.0006770385899621603,8.332038515275917e-06,0.04424874797925123,0.40409611629462855,0.0075410753467681805,0.0004019677611210844,0.5123011308911192,2.670721976150389e-05
4.92,0.00023996865198108508,0.5146621444130622,0.00010654366545327317,0.9420742512062944,0.0009332896460987992,0.0006775257336774102,8.351750587215364e-06,0.04431433973714135,0.40407982863655223,0.007557061517337645,0.0004034462037650389,0.5123264904247415,2.6726604189296597e-05
4.93,0.00024014678731743952,0.5136812745298737,0.00010662121716077869,0.942980529968958,0.0009344465885105143,0.0006780130394438302,8.37144073222995e-06,0.04437991459042091,0.40406341806879753,0.007573046946671147,0.0004049264801436679,0.512351851213692,2.6745993752822574e-05
4.94,0.00024032493005338534,0.5127004404532691,0.00010669878616257895,0.9438776609350433,0.0009356038249245584,0.0006785005108947424,8.391108707598865e-06,0.044445472892162226,0.4040468845063484,0.007589031633478387,0.0004064085780688954,0.5123772132580324,2.6765388582049393e-05
4.95,0.00024050308151485697,0.5117196423162412,0.00010677637300587578,0.9447656328767089,0.0009367613565049968,0.0006789881512110831,8.410754298792952e-06,0.044511014995450404,0.4040302278637836,0.007605015576467956,0.0004078924854057758,0.5124025765578252,2.6784788812028926e-05
4.96,0.00024068124302901471,0.5107388802524585,0.00010685397824117299,0.9456444362223458,0.0009379191844166933,0.0006794759633848178,8.430377306749152e-06,0.0445765412529735,0.4040134480556404,0.007620998774347233,0.00040937819002467585,0.5124279411131324,2.680419457964757e-05
4.97,0.0002408594159019234,0.5097581543962852,0.00010693160239774602,0.9465140617504272,0.0009390773098254415,0.000679963951157955,8.44997750250643e-06,0.04464205201556146,0.40399654499771287,0.0076369812258220236,0.0004108656796308118,0.5124533069240161,2.682360601204147e-05
4.98,0.00024103760144386502,0.5087774648827599,0.00010700924601145973,0.9473745020707015,0.000940235733897815,0.0006804521179576898,8.469554678649291e-06,0.04470754763384301,0.4039795186055799,0.007652962929596971,0.0004123549419575567,0.5124786739905386,2.6843023239733834e-05
4.99,0.00024121580097274023,0.5077968118484982,0.00010708690963137048,0.9482257537171702,0.0009413944578023262,0.0006809404665596684,8.489108667030784e-06,0.044773028457857404,0.40396236879440844,0.007668943884373888,0.0004138459648368897,0.5125040423127619,2.6862446400154473e-05
5.0,0.00024139401579731967,0.5068161954303213,0.00010716459379693833,0.9490678132704777,0.0009425534827077223,0.0006814290000888267,8.508639288195349e-06,0.0448384948368927,0.40394509547992574,0.007684924088854122,0.00041533873600345085,0.5125294118907483,2.6881875626263485e-05
5.01,0.0002415722472177848,0.5058356157652993,0.00010724229903876252,0.9499006774830834,0.0009437128097830395,0.000681917721987084,8.528146353011467e-06,0.04490394711949095,0.4039276985783881,0.007700903541738474,0.00041683324310086536,0.5125547827245598,2.6901311046918513e-05
5.0200000000000005,0.00024175049653537143,0.5048550729915419,0.00010732002589170268,0.9507243455119658,0.0009448724401985854,0.0006824066354370645,8.5476296917937e-06,0.044969385653541374,0.40391017800602086,0.007716882241725844,0.0004183294737945692,0.5125801548142588,2.6920752793425133e-05
5.03,0.0002419287650484363,0.5038745672478765,0.00010739777488952698,0.9515388180079507,0.0009460323751255376,0.0006828957435971488,8.567089142424429e-06,0.04503481078624235,0.4038925336792468,0.007732860187513778,0.00041982741572578925,0.5126055281599071,2.6940200996865086e-05
5.04,0.0002421070540492381,0.5028940986751875,0.00010747554656437154,0.9523441010442844,0.0009471926157378061,0.0006833850494695388,8.586524574087678e-06,0.04510022286362532,0.40387476551444,0.007748837377796086,0.000421327056835449,0.5126309027615673,2.6959655788565413e-05
5.05,0.0002422853648298814,0.5019136674139426,0.00010755334144773866,0.9531401988624512,0.000948353163208596,0.0006838745561438785,8.605935843444188e-06,0.04516562223143391,0.40385687342838045,0.007764813811267254,0.00042282838476607207,0.5126562786193013,2.6979117299232194e-05
5.0600000000000005,0.0002424636986798193,0.5009332736052315,0.00010763116007007738,0.9539271169201782,0.0009495140187118509,0.0006843642666948911,8.625322813045422e-06,0.04523100923475458,0.40383885733806296,0.007780789486620586,0.0004243313871130858,0.5126816557331714,2.6998585659314537e-05
5.07,0.00024264205688484633,0.49995291739118625,0.00010770900296061436,0.9547048631202603,0.0009506751834228356,0.000684854184141111,8.644685358757308e-06,0.045296384217867636,0.4038207171606203,0.007796764402547456,0.00042583605152613527,0.5127070341032396,2.7018060999151295e-05
5.08,0.00024282044072776915,0.4989725989147011,0.00010778687064746657,0.9554734469922782,0.000951836658517749,0.0006853443114723646,8.664023364816723e-06,0.045361747524346456,0.40380245281337424,0.00781273855773781,0.00042734236564161794,0.5127324137295683,2.7037543448873378e-05
5.09,0.00024299885146934392,0.4979923183206462,0.00010786476363790075,0.9562328833412946,0.0009529984451755015,0.0006858346522199029,8.683336731676693e-06,0.04542709949643494,0.40378406421395546,0.007828711950878163,0.00042885031765703093,0.5127577946122196,2.705703312991833e-05
5.1000000000000005,0.00024317729038800568,0.49701207575333917,0.00010794268245947571,0.9569831846433836,0.0009541605445740094,0.0006863252092681535,8.70262535965574e-06,0.045492440476344966,0.403765551280054,0.007844684580655768,0.00043035989513393833,0.5127831767512556,2.7076530172715283e-05
5.11,0.00024335575875466525,0.496031871358149,0.00010802062763394304,0.9577243658696555,0.0009553229578925451,0.0006868159856085051,8.721889159310182e-06,0.04555777080543331,0.40374691392957746,0.007860656445755973,0.00043187108575732866,0.5128085601467387,2.70960347054662e-05
5.12,0.00024353425783490322,0.49505170528135634,0.00010809859967951895,0.9584564440663462,0.0009564856863115338,0.0006873069842736948,8.74112805053129e-06,0.045623090824273314,0.4037281520806374,0.007876627544862447,0.0004333838772695171,0.5128339447987309,2.711554685512244e-05
5.13,0.0002437127888907693,0.4940715776700388,0.00010817659911274764,0.9591794380103984,0.0009576487310123847,0.00068779820828399,8.760341961804726e-06,0.04568840087271366,0.4037092656515378,0.007892597876657382,0.0004348982574159288,0.5128593307072945,2.7135066748185724e-05
5.14,0.00024389135316999858,0.493091488673185,0.00010825462643782442,0.9598933705870507,0.0009588120931789144,0.0006882896608877266,8.77953085368656e-06,0.04575370128995715,0.40369025456033664,0.007908567439820052,0.0004364142146890795,0.5128847178724916,2.7154594506480562e-05
5.15,0.00024406995193048382,0.49211143843916694,0.00010833268217082561,0.9605982633941972,0.000959975773994117,0.0006887813450154377,8.7986946655274e-06,0.04581899241438186,0.40367111872584105,0.007924536233030056,0.0004379317366402062,0.5129101062943846,2.7174130256748202e-05
5.16,0.00024424858642141785,0.4911314271176881,0.00010841076682103768,0.9612941409001002,0.0009611397746426532,0.0006892732637004849,8.817833356525113e-06,0.04588427458367896,0.4036518580668407,0.007940504254964818,0.0004394508111802718,0.5129354959730354,2.719367412325383e-05
5.17,0.0002444272578881441,0.49015145485928147,0.0001084888808957598,0.9619810293739627,0.0009623040963102097,0.0006897654199708655,8.836946895165445e-06,0.045949548134817296,0.40363247250230466,0.007956471504300233,0.00044097142624532687,0.5129608869085066,2.7213226229688122e-05
5.18,0.0002446059675722316,0.4891715218153921,0.000108567024900546,0.9626589569183502,0.0009634687401835929,0.0006902578168312194,8.856035261352289e-06,0.04601481340407955,0.40361296195131713,0.007972437979710579,0.00044249356985016924,0.5129862791008601,2.723278669933307e-05
5.19,0.00024478471671166984,0.48819162813924727,0.00010864519934107034,0.9633279539145679,0.0009646337074517287,0.0006907504570959339,8.875098468840026e-06,0.046080070727427216,0.4035933263324108,0.007988403679867523,0.0004440172306612486,0.5130116725501583,2.7252355656496776e-05
5.2,0.00024496350654035735,0.487211773983569,0.000108723404718226,0.9639880518523192,0.0009657989993030338,0.0006912433438277027,8.89413650628676e-06,0.04614532043954165,0.40357356556531804,0.008004368603442717,0.00044554239649121177,0.5130370672564634,2.7271933222743183e-05
5.21,0.00024514233828851775,0.4862319595024348,0.00010880164153211224,0.9646392842818072,0.0009669646169275546,0.0006917364799807475,8.91314938520898e-06,0.04621056287460418,0.40355367956954635,0.008020332749105694,0.0004470690555236274,0.5130624632198375,2.729151951995929e-05
5.22,0.000245321213182587,0.48525218485077415,0.00010887991028095531,0.9652816865560345,0.0009681305615163882,0.0006922298684973856,8.932137127001914e-06,0.04627579836608496,0.403533668264764,0.00803629611552443,0.0004485971959814963,0.5130878604403428,2.731111466952496e-05
5.23,0.0002455001324446052,0.4842724501848222,0.00010895821146138845,0.9659152954320599,0.0009692968342622207,0.0006927235122651738,8.95109976689592e-06,0.04634102724681518,0.4035135315705552,0.008052258701364787,0.0004501268063847329,0.5131132589180418,2.7330718792677127e-05
5.24,0.000245679097290918,0.48329275566308855,0.00010903654556904993,0.9665401482194023,0.0009704634363604775,0.000693217414025382,8.97003736240609e-06,0.0464062498491412,0.40349326940589797,0.008068220505289287,0.00045165787610006663,0.5131386586529966,2.7350332011287648e-05
5.25,0.0002458581089379819,0.482313101442027,0.00010911491309591,0.9671562865863401,0.0009716303690041828,0.0006937115767820815,8.988949955565758e-06,0.04647146650423547,0.4034728816914989,0.008084181525962538,0.0004531903928831952,0.5131640596452692,2.736995444438663e-05
5.26,0.0002460371685967312,0.481333487680237,0.00010919331453286446,0.9677637528668006,0.0009727976333889473,0.0006942060034052216,9.00783760956993e-06,0.04653667754276515,0.40345236834752785,0.008100141762045978,0.0004547243452635426,0.5131894618949222,2.738958621153573e-05
5.2700000000000005,0.000246216277474285,0.4803539145371904,0.00010927175036894888,0.9683625911792657,0.0009739652307114571,0.0006947006967508862,9.02670039767339e-06,0.04660188329468953,0.4034317292943039,0.00811610121219947,0.00045625972182174613,0.5132148654020176,2.7409227431806113e-05
5.28,0.0002463954367739468,0.4793743821732324,0.00010935022109133864,0.9689528474267726,0.0009751331621694734,0.0006951956596612936,9.04553840319068e-06,0.04666708408926002,0.40341096445229585,0.00813205987508129,0.00045779651118965577,0.5132402701666177,2.7428878223778482e-05
5.29,0.00024657464769520487,0.4783948907495805,0.00010942872718534884,0.9695345692969136,0.0009763014289618327,0.0006956908949647967,9.06435171949612e-06,0.04673228025502017,0.403390073742122,0.008148017749348138,0.0004593347020503349,0.5132656761887848,2.7448538705543073e-05
5.3,0.00024675391143373204,0.47741544042832496,0.00010950726913443442,0.9701078062618361,0.000977470032288447,0.0006961864054758827,9.083140450023791e-06,0.04679747211980566,0.4033690570845501,0.008163974833655139,0.00046087428313805977,0.5132910834685811,2.7468208994699644e-05
5.3100000000000005,0.0002469332291724247,0.47643603137561824,0.00010958584741659763,0.9706726039188092,0.0009786389733541007,0.0006966821939603348,9.101904717365482e-06,0.04686266001087511,0.4033479143991819,0.008179931126651791,0.00046241524492162284,0.513316492006069,2.7487889208079056e-05
5.32,0.0002471126021019008,0.4754566637543794,0.00010966446251260565,0.9712290169360155,0.000979808253359765,0.0006971782632149244,9.120644642459416e-06,0.04692784425461084,0.40332664560746234,0.00819588662699122,0.0004639575757538247,0.5133419018013106,2.7507579462380165e-05
5.33,0.0002472920314051845,0.4744773377297448,0.00010974311489985063,0.971777099379819,0.000980977873509087,0.0006976746160078669,9.139360360139847e-06,0.04699302517674249,0.40330525063043116,0.008211841333323273,0.0004655012647484663,0.5133673128543681,2.7527279873693952e-05
5.34,0.00024747151826093935,0.47349805346791773,0.00010982180505364601,0.9723169067569222,0.0009821478350070204,0.0006981712550913939,9.158052015854151e-06,0.047058203102299766,0.40328372938919765,0.008227795244295961,0.00046704630117294285,0.5133927251653039,2.7546990557603997e-05
5.3500000000000005,0.00024765106384385267,0.47251881113603134,0.00010990053344738047,0.9728484962568746,0.0009833181390596628,0.0006986681832032447,9.176719765272979e-06,0.04712337835560685,0.4032620818049969,0.008243748358555658,0.000468592674376114,0.5134181387341802,2.75667116291984e-05
5.36,0.00024783066932268884,0.4715396109029247,0.00010997930055168113,0.9733719244524628,0.0009844887868751331,0.0006991654030908543,9.19536376928762e-06,0.047188551260296495,0.403240307798921,0.008259700674746132,0.0004701403741571054,0.5134435535610593,2.758644320288949e-05
5.37,0.00024801033585972735,0.47056045293936627,0.00011005810683417197,0.9738872466356491,0.0009856597796638275,0.0006996629175183369,9.213984192565417e-06,0.04725372213931408,0.4032184072918418,0.00827565219150831,0.0004716893908718087,0.5134689696460035,2.7606185392361778e-05
5.38,0.00024819006461934624,0.4695813374146339,0.00011013695276316378,0.9743945269587329,0.000986831118634542,0.0007001607291598241,9.232581225611034e-06,0.04731889131485552,0.4031963802055956,0.008291602907484381,0.00047323971380648357,0.513494386989075,2.762593831136701e-05
5.39,0.0002483698567591333,0.4686022645000567,0.00011021583880383294,0.9748938279323351,0.0009880028049984871,0.0007006588407099224,9.251155061920164e-06,0.047384059108431555,0.40317422646175616,0.008307552821313529,0.00047479133286202794,0.5135198055903362,2.764570207290082e-05
5.4,0.00024854971343258323,0.4676232343679401,0.00011029476541938094,0.9753852136122917,0.0009891748399680695,0.0007011572548501944,9.269705904912366e-06,0.04744922584084827,0.403151945982007,0.008323501931633233,0.00047634423804287704,0.5135452254498493,2.7665476789452568e-05
5.41,0.000248729635789098,0.46664424719156644,0.0001103737330710344,0.9758687495996532,0.0009903472247568916,0.0007016559742491585,9.288233967931055e-06,0.047514391832207056,0.4031295386881414,0.00833945023707926,0.00047789841945700275,0.5135706465676765,2.7685262573005354e-05
5.42,0.0002489096249713268,0.46566530314640886,0.0001104527422169193,0.9763444976886636,0.0009915199605811187,0.0007021550016201931,9.306739461364367e-06,0.04757955740191745,0.4031070045016936,0.008355397736284227,0.0004794538678454078,0.5135960689438802,2.770505953473522e-05
5.43,0.00024908968211963966,0.4646864024080887,0.00011053179331395457,0.9768125248685247,0.0009926930486571805,0.0007026543396241461,9.325222614307078e-06,0.04764472286867558,0.40308434334455917,0.00837134442788003,0.00048101057369155084,0.5136214925785226,2.7724867785517067e-05
5.44,0.0002492698083708421,0.46370754515296236,0.00011061088681730775,0.9772729007368313,0.0009938664902024315,0.0007031539908973183,9.343683668336251e-06,0.04770988855047036,0.40306155513881664,0.008387290310497142,0.00048256852747724434,0.5136469174716662,2.7744687435779278e-05
5.45,0.00024945000485688336,0.4627287315587117,0.0001106900231798486,0.977725694900714,0.000995040286435814,0.0007036539580795811,9.362122871257349e-06,0.04777505476458968,0.4030386398065486,0.008403235382763915,0.0004841277199397673,0.5136723436233731,2.7764518595357657e-05
5.46,0.0002496302727061991,0.4617499618042697,0.00011076920285335097,0.9781709771576005,0.000996214438577726,0.0007041542437936414,9.380540473183606e-06,0.04784022182766087,0.40301559726984926,0.008419179643306712,0.0004856881420090774,0.5136977710337057,2.7784361373947947e-05
5.47,0.0002498106130452339,0.46077123607029996,0.00011084842629051669,0.9786088150748825,0.0009973889478504493,0.0007046548506303637,9.398936711234012e-06,0.04790539005574546,0.4029924274506476,0.008435123090749461,0.00048724978494954843,0.5137231997027263,2.7804215881932336e-05
5.48,0.00024999102699277165,0.4597925545374135,0.00011092769393744005,0.9790392830018875,0.000998563815476553,0.0007051557812034223,9.417311866509496e-06,0.04797055976398641,0.4029691302713665,0.008451065723715349,0.0004888126398322169,0.5137486296304971,2.7824082227301983e-05
5.49,0.0002501715156648549,0.45881391738771615,0.00011100700624014613,0.979462454250506,0.0009997390426802787,0.0007056570381018818,9.435666214656679e-06,0.048035731266914156,0.40294570565435045,0.008467007540825348,0.0004903766979926949,0.5137740608170804,2.784396051832724e-05
