row_index,model_name_raw,file_raw,domain_raw,model_name,domain,output_dir,copied_cellml,generated_py_file,generated_py_size,validate_returncode,export_returncode,underconstrained,undefined_variables,status
226,dixit_perelson_2004,models_cellml2/immunology/dixit_perelson_2004.cellml,immunology,dixit_perelson_2004,immunology,exported_cellml_models/immunology/dixit_perelson_2004,exported_cellml_models/immunology/dixit_perelson_2004/dixit_perelson_2004.cellml,exported_cellml_models/immunology/dixit_perelson_2004/dixit_perelson_2004.py,6256,0,0.0,False,,success_clean
227,purvis_butera_2005,models_cellml2/calcium_dynamics/purvis_butera_2005.cellml,calcium_dynamics,purvis_butera_2005,calcium_dynamics,exported_cellml_models/calcium_dynamics/purvis_butera_2005,exported_cellml_models/calcium_dynamics/purvis_butera_2005/purvis_butera_2005.cellml,exported_cellml_models/calcium_dynamics/purvis_butera_2005/purvis_butera_2005.py,23316,0,0.0,False,,success_clean
228,grange_2001,models_cellml2/metabolism/grange_2001.cellml,metabolism,grange_2001,metabolism,exported_cellml_models/metabolism/grange_2001,exported_cellml_models/metabolism/grange_2001/grange_2001.cellml,exported_cellml_models/metabolism/grange_2001/grange_2001.py,8766,0,0.0,False,,success_clean
229,marhl_haberichter_brumen_heinrich_2000,models_cellml2/calcium_dynamics/marhl_haberichter_brumen_heinrich_2000.cellml,calcium_dynamics,marhl_haberichter_brumen_heinrich_2000,calcium_dynamics,exported_cellml_models/calcium_dynamics/marhl_haberichter_brumen_heinrich_2000,exported_cellml_models/calcium_dynamics/marhl_haberichter_brumen_heinrich_2000/marhl_haberichter_brumen_heinrich_2000.cellml,exported_cellml_models/calcium_dynamics/marhl_haberichter_brumen_heinrich_2000/marhl_haberichter_brumen_heinrich_2000.py,6846,0,0.0,False,,success_clean
230,winograd_destexhe_sanchezvives_2008,models_cellml2/calcium_dynamics/winograd_destexhe_sanchezvives_2008.cellml,calcium_dynamics,winograd_destexhe_sanchezvives_2008,calcium_dynamics,exported_cellml_models/calcium_dynamics/winograd_destexhe_sanchezvives_2008,exported_cellml_models/calcium_dynamics/winograd_destexhe_sanchezvives_2008/winograd_destexhe_sanchezvives_2008.cellml,,0,255,,False,,validation_failed
231,lovell_cloherty_celler_dokos_2004,models_cellml2/electrophysiology/lovell_cloherty_celler_dokos_2004.cellml,electrophysiology,lovell_cloherty_celler_dokos_2004,electrophysiology,exported_cellml_models/electrophysiology/lovell_cloherty_celler_dokos_2004,exported_cellml_models/electrophysiology/lovell_cloherty_celler_dokos_2004/lovell_cloherty_celler_dokos_2004.cellml,,0,0,0.0,True,* i_f in component hyperpolarisation_activated_current | * i_Kr in component rapid_delayed_rectifying_potassium_current | * i_Ks in component slow_delayed_rectifying_potassium_current | * i_bNa in component background_currents | * i_Na in component TTX_sensitive_sodium_current | * i_NaK in component sodium_potassium_pump_current | * i_NaCa in component sodium_calcium_exchange_current | * i_to in component transient_outward_current | * i_CaL in component L_type_calcium_current | * i_CaT in component T_type_calcium_current | * i_bK in component background_currents | * i_bCl in component background_currents | * E_Na in component reversal_potentials | * E_Cl in component reversal_potentials | * E_K in component reversal_potentials | * I3 in component L_type_calcium_current | * alpha1 in component L_type_calcium_current | * alpha2 in component L_type_calcium_current | * beta1 in component L_type_calcium_current | * beta2 in component L_type_calcium_current | * alpha1 in component T_type_calcium_current | * alpha2 in component T_type_calcium_current | * alpha3 in component T_type_calcium_current | * beta1 in component T_type_calcium_current | * beta3 in component T_type_calcium_current | * i_Kr_Na in component rapid_delayed_rectifying_potassium_current | * i_Kr_K in component rapid_delayed_rectifying_potassium_current | * alpha1 in component rapid_delayed_rectifying_potassium_current | * alpha2 in component rapid_delayed_rectifying_potassium_current | * alpha3 in component rapid_delayed_rectifying_potassium_current | * alpha4 in component rapid_delayed_rectifying_potassium_current | * beta1 in component rapid_delayed_rectifying_potassium_current | * beta4 in component rapid_delayed_rectifying_potassium_current | * i_Ks_Na in component slow_delayed_rectifying_potassium_current | * i_Ks_K in component slow_delayed_rectifying_potassium_current | * alpha1 in component slow_delayed_rectifying_potassium_current | * alpha2 in component slow_delayed_rectifying_potassium_current | * alpha3 in component slow_delayed_rectifying_potassium_current | * beta1 in component slow_delayed_rectifying_potassium_current | * beta3 in component slow_delayed_rectifying_potassium_current | * alpha1 in component TTX_sensitive_sodium_current | * alpha2 in component TTX_sensitive_sodium_current | * alpha3 in component TTX_sensitive_sodium_current | * alpha4 in component TTX_sensitive_sodium_current | * beta1 in component TTX_sensitive_sodium_current | * beta4 in component TTX_sensitive_sodium_current | * x1 in component sodium_calcium_exchange_current | * x2 in component sodium_calcium_exchange_current | * x3 in component sodium_calcium_exchange_current | * x4 in component sodium_calcium_exchange_current | * k41 in component sodium_calcium_exchange_current | * k34 in component sodium_calcium_exchange_current | * k23 in component sodium_calcium_exchange_current | * k21 in component sodium_calcium_exchange_current | * k32 in component sodium_calcium_exchange_current | * k43 in component sodium_calcium_exchange_current | * k12 in component sodium_calcium_exchange_current | * k14 in component sodium_calcium_exchange_current | * D1 in component sodium_calcium_exchange_current | * D2 in component sodium_calcium_exchange_current | * i_fNa in component hyperpolarisation_activated_current | * i_fK in component hyperpolarisation_activated_current | * g_f_K in component hyperpolarisation_activated_current | * alpha1 in component hyperpolarisation_activated_current | * alpha2 in component hyperpolarisation_activated_current | * alpha3 in component hyperpolarisation_activated_current | * beta1 in component hyperpolarisation_activated_current | * beta3 in component hyperpolarisation_activated_current | * alpha1 in component transient_outward_current | * alpha2 in component transient_outward_current | * alpha3 in component transient_outward_current | * alpha4 in component transient_outward_current | * beta1 in component transient_outward_current | * beta4 in component transient_outward_current | * Kb_K in component background_currents | * i_Ca_up in component calcium_dynamics | * i_Ca_rel in component calcium_dynamics | * i_Ca_tr in component calcium_dynamics | * d/dt Em in component membrane | * d/dt A_CaL in component L_type_calcium_current | * d/dt I1 in component L_type_calcium_current | * d/dt I2 in component L_type_calcium_current | * d/dt I3 in component L_type_calcium_current | * d/dt A_CaT in component T_type_calcium_current | * d/dt I1 in component T_type_calcium_current | * d/dt I2 in component T_type_calcium_current | * d/dt A_Kr in component rapid_delayed_rectifying_potassium_current | * d/dt I1 in component rapid_delayed_rectifying_potassium_current | * d/dt I2 in component rapid_delayed_rectifying_potassium_current | * d/dt I3 in component rapid_delayed_rectifying_potassium_current | * d/dt A_Ks in component slow_delayed_rectifying_potassium_current | * d/dt I1 in component slow_delayed_rectifying_potassium_current | * d/dt I2 in component slow_delayed_rectifying_potassium_current | * d/dt A_Na in component TTX_sensitive_sodium_current | * d/dt I1 in component TTX_sensitive_sodium_current | * d/dt I2 in component TTX_sensitive_sodium_current | * d/dt I3 in component TTX_sensitive_sodium_current | * d/dt A_f in component hyperpolarisation_activated_current | * d/dt I1 in component hyperpolarisation_activated_current | * d/dt I2 in component hyperpolarisation_activated_current | * d/dt A_to in component transient_outward_current | * d/dt I1 in component transient_outward_current | * d/dt I2 in component transient_outward_current | * d/dt I3 in component transient_outward_current | * d/dt Cai in component ion_concentrations | * d/dt Caup in component ion_concentrations | * d/dt Carel in component ion_concentrations | * d/dt Cao in component ion_concentrations | * d/dt Nai in component ion_concentrations | * d/dt Nao in component ion_concentrations | * d/dt Ki in component ion_concentrations | * d/dt Ko in component ion_concentrations | * d/dt Cli in component ion_concentrations | * d/dt Clo in component ion_concentrations,export_failed
232,lemaire_tobin_greller_cho_suva_2004_a,models_cellml2/endocrine/lemaire_tobin_greller_cho_suva_2004_a.cellml,endocrine,lemaire_tobin_greller_cho_suva_2004_a,endocrine,exported_cellml_models/endocrine/lemaire_tobin_greller_cho_suva_2004_a,exported_cellml_models/endocrine/lemaire_tobin_greller_cho_suva_2004_a/lemaire_tobin_greller_cho_suva_2004_a.cellml,exported_cellml_models/endocrine/lemaire_tobin_greller_cho_suva_2004_a/lemaire_tobin_greller_cho_suva_2004_a.py,7160,0,0.0,False,,success_clean
233,guyton_muscle_oxygen_delivery_2008,models_cellml2/cardiovascular_circulation/guyton_muscle_oxygen_delivery_2008.cellml,cardiovascular_circulation,guyton_muscle_oxygen_delivery_2008,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/guyton_muscle_oxygen_delivery_2008,exported_cellml_models/cardiovascular_circulation/guyton_muscle_oxygen_delivery_2008/guyton_muscle_oxygen_delivery_2008.cellml,exported_cellml_models/cardiovascular_circulation/guyton_muscle_oxygen_delivery_2008/guyton_muscle_oxygen_delivery_2008.py,6498,0,0.0,False,,success_clean
234,riemer_sobie_tung_1998,models_cellml2/calcium_dynamics/riemer_sobie_tung_1998.cellml,calcium_dynamics,riemer_sobie_tung_1998,calcium_dynamics,exported_cellml_models/calcium_dynamics/riemer_sobie_tung_1998,exported_cellml_models/calcium_dynamics/riemer_sobie_tung_1998/riemer_sobie_tung_1998.cellml,,0,255,,False,,validation_failed
235,nelson_murray_perelson_2000_delay,models_cellml2/immunology/nelson_murray_perelson_2000_delay.cellml,immunology,nelson_murray_perelson_2000_delay,immunology,exported_cellml_models/immunology/nelson_murray_perelson_2000_delay,exported_cellml_models/immunology/nelson_murray_perelson_2000_delay/nelson_murray_perelson_2000_delay.cellml,exported_cellml_models/immunology/nelson_murray_perelson_2000_delay/nelson_murray_perelson_2000_delay.py,4293,0,0.0,False,,success_clean
236,jelic_cupic_kolaranic_2005_Fig5,models_cellml2/endocrine/jelic_cupic_kolaranic_2005_Fig5.cellml,endocrine,jelic_cupic_kolaranic_2005_Fig5,endocrine,exported_cellml_models/endocrine/jelic_cupic_kolaranic_2005_Fig5,exported_cellml_models/endocrine/jelic_cupic_kolaranic_2005_Fig5/jelic_cupic_kolaranic_2005_Fig5.cellml,exported_cellml_models/endocrine/jelic_cupic_kolaranic_2005_Fig5/jelic_cupic_kolaranic_2005_Fig5.py,5290,0,0.0,False,,success_clean
237,vinnakota_kemp_kushmeric_2006_exp45,models_cellml2/metabolism/vinnakota_kemp_kushmeric_2006_exp45.cellml,metabolism,vinnakota_kemp_kushmeric_2006_exp45,metabolism,exported_cellml_models/metabolism/vinnakota_kemp_kushmeric_2006_exp45,exported_cellml_models/metabolism/vinnakota_kemp_kushmeric_2006_exp45/vinnakota_kemp_kushmeric_2006_exp45.cellml,exported_cellml_models/metabolism/vinnakota_kemp_kushmeric_2006_exp45/vinnakota_kemp_kushmeric_2006_exp45.py,156533,0,0.0,False,,success_clean
238,csikasz_nagy_2006_mammalian_from_code,models_cellml2/cell_cycle/csikasz_nagy_2006_mammalian_from_code.cellml,cell_cycle,csikasz_nagy_2006_mammalian_from_code,cell_cycle,exported_cellml_models/cell_cycle/csikasz_nagy_2006_mammalian_from_code,exported_cellml_models/cell_cycle/csikasz_nagy_2006_mammalian_from_code/csikasz_nagy_2006_mammalian_from_code.cellml,exported_cellml_models/cell_cycle/csikasz_nagy_2006_mammalian_from_code/csikasz_nagy_2006_mammalian_from_code.py,28115,0,0.0,False,,success_clean
239,perelson_1993d,models_cellml2/immunology/perelson_1993d.cellml,immunology,perelson_1993d,immunology,exported_cellml_models/immunology/perelson_1993d,exported_cellml_models/immunology/perelson_1993d/perelson_1993d.cellml,exported_cellml_models/immunology/perelson_1993d/perelson_1993d.py,5151,0,0.0,False,,success_clean
240,bertram_satin_zhang_smolen_sherman_2004_b,models_cellml2/calcium_dynamics/bertram_satin_zhang_smolen_sherman_2004_b.cellml,calcium_dynamics,bertram_satin_zhang_smolen_sherman_2004_b,calcium_dynamics,exported_cellml_models/calcium_dynamics/bertram_satin_zhang_smolen_sherman_2004_b,exported_cellml_models/calcium_dynamics/bertram_satin_zhang_smolen_sherman_2004_b/bertram_satin_zhang_smolen_sherman_2004_b.cellml,exported_cellml_models/calcium_dynamics/bertram_satin_zhang_smolen_sherman_2004_b/bertram_satin_zhang_smolen_sherman_2004_b.py,23045,0,0.0,False,,success_clean
241,bueno_2007,models_cellml2/electrophysiology/bueno_2007.cellml,electrophysiology,bueno_2007,electrophysiology,exported_cellml_models/electrophysiology/bueno_2007,exported_cellml_models/electrophysiology/bueno_2007/bueno_2007.cellml,exported_cellml_models/electrophysiology/bueno_2007/bueno_2007.py,13378,0,0.0,False,,success_clean
242,karagiannis_popel_2006,models_cellml2/signal_transduction/karagiannis_popel_2006.cellml,signal_transduction,karagiannis_popel_2006,signal_transduction,exported_cellml_models/signal_transduction/karagiannis_popel_2006,exported_cellml_models/signal_transduction/karagiannis_popel_2006/karagiannis_popel_2006.cellml,exported_cellml_models/signal_transduction/karagiannis_popel_2006/karagiannis_popel_2006.py,8436,0,0.0,False,,success_clean
243,wodarz_hamer_2007_d,models_cellml2/immunology/wodarz_hamer_2007_d.cellml,immunology,wodarz_hamer_2007_d,immunology,exported_cellml_models/immunology/wodarz_hamer_2007_d,exported_cellml_models/immunology/wodarz_hamer_2007_d/wodarz_hamer_2007_d.cellml,exported_cellml_models/immunology/wodarz_hamer_2007_d/wodarz_hamer_2007_d.py,8323,0,0.0,False,,success_clean
244,yi_fogelson_keener_peskin_2003,models_cellml2/calcium_dynamics/yi_fogelson_keener_peskin_2003.cellml,calcium_dynamics,yi_fogelson_keener_peskin_2003,calcium_dynamics,exported_cellml_models/calcium_dynamics/yi_fogelson_keener_peskin_2003,exported_cellml_models/calcium_dynamics/yi_fogelson_keener_peskin_2003/yi_fogelson_keener_peskin_2003.cellml,,0,0,0.0,False,,export_failed
245,wolf_sohn_heinrich_kuriyama_2001,models_cellml2/metabolism/wolf_sohn_heinrich_kuriyama_2001.cellml,metabolism,wolf_sohn_heinrich_kuriyama_2001,metabolism,exported_cellml_models/metabolism/wolf_sohn_heinrich_kuriyama_2001,exported_cellml_models/metabolism/wolf_sohn_heinrich_kuriyama_2001/wolf_sohn_heinrich_kuriyama_2001.cellml,exported_cellml_models/metabolism/wolf_sohn_heinrich_kuriyama_2001/wolf_sohn_heinrich_kuriyama_2001.py,11373,0,0.0,False,,success_clean
246,sriram_bernot_kepes_2007,models_cellml2/cell_cycle/sriram_bernot_kepes_2007.cellml,cell_cycle,sriram_bernot_kepes_2007,cell_cycle,exported_cellml_models/cell_cycle/sriram_bernot_kepes_2007,exported_cellml_models/cell_cycle/sriram_bernot_kepes_2007/sriram_bernot_kepes_2007.cellml,exported_cellml_models/cell_cycle/sriram_bernot_kepes_2007/sriram_bernot_kepes_2007.py,6623,0,0.0,False,,success_clean
247,guyton_aldosterone_2008,models_cellml2/cardiovascular_circulation/guyton_aldosterone_2008.cellml,cardiovascular_circulation,guyton_aldosterone_2008,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/guyton_aldosterone_2008,exported_cellml_models/cardiovascular_circulation/guyton_aldosterone_2008/guyton_aldosterone_2008.cellml,exported_cellml_models/cardiovascular_circulation/guyton_aldosterone_2008/guyton_aldosterone_2008.py,6766,0,0.0,False,,success_clean
248,ralser_2007,models_cellml2/metabolism/ralser_2007.cellml,metabolism,ralser_2007,metabolism,exported_cellml_models/metabolism/ralser_2007,exported_cellml_models/metabolism/ralser_2007/ralser_2007.cellml,exported_cellml_models/metabolism/ralser_2007/ralser_2007.py,49371,0,0.0,False,,success_clean
249,sthilaire_gronfier_zeitzer_klerman_2007,models_cellml2/signal_transduction/sthilaire_gronfier_zeitzer_klerman_2007.cellml,signal_transduction,sthilaire_gronfier_zeitzer_klerman_2007,signal_transduction,exported_cellml_models/signal_transduction/sthilaire_gronfier_zeitzer_klerman_2007,exported_cellml_models/signal_transduction/sthilaire_gronfier_zeitzer_klerman_2007/sthilaire_gronfier_zeitzer_klerman_2007.cellml,,0,0,0.0,True,* A in component A | * B_ in component Process_L | * alph in component Process_L | * B in component Process_P | * d/dt H1 in component H1 | * d/dt H2 in component H2 | * d/dt H3 in component H3 | * d/dt A in component A | * d/dt A_ in component A | * d/dt n in component Process_L | * d/dt I in component Process_L | * d/dt x in component Process_P | * d/dt xc in component Process_P,export_failed
250,guyton_non_muscle_oxygen_delivery_2008,models_cellml2/cardiovascular_circulation/guyton_non_muscle_oxygen_delivery_2008.cellml,cardiovascular_circulation,guyton_non_muscle_oxygen_delivery_2008,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/guyton_non_muscle_oxygen_delivery_2008,exported_cellml_models/cardiovascular_circulation/guyton_non_muscle_oxygen_delivery_2008/guyton_non_muscle_oxygen_delivery_2008.cellml,exported_cellml_models/cardiovascular_circulation/guyton_non_muscle_oxygen_delivery_2008/guyton_non_muscle_oxygen_delivery_2008.py,6384,0,0.0,False,,success_clean
251,siebert_CC_SEC_2008,models_cellml2/mechanical_constitutive_laws/siebert_CC_SEC_2008.cellml,mechanical_constitutive_laws,siebert_CC_SEC_2008,mechanical_constitutive_laws,exported_cellml_models/mechanical_constitutive_laws/siebert_CC_SEC_2008,exported_cellml_models/mechanical_constitutive_laws/siebert_CC_SEC_2008/siebert_CC_SEC_2008.cellml,exported_cellml_models/mechanical_constitutive_laws/siebert_CC_SEC_2008/siebert_CC_SEC_2008.py,8579,0,0.0,False,,success_clean
252,shrestha_2010,models_cellml2/endocrine/shrestha_2010.cellml,endocrine,shrestha_2010,endocrine,exported_cellml_models/endocrine/shrestha_2010,exported_cellml_models/endocrine/shrestha_2010/shrestha_2010.cellml,exported_cellml_models/endocrine/shrestha_2010/shrestha_2010.py,6121,0,0.0,False,,success_clean
253,smith_chase_nokes_shaw_wake_2004,models_cellml2/cardiovascular_circulation/smith_chase_nokes_shaw_wake_2004.cellml,cardiovascular_circulation,smith_chase_nokes_shaw_wake_2004,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/smith_chase_nokes_shaw_wake_2004,exported_cellml_models/cardiovascular_circulation/smith_chase_nokes_shaw_wake_2004/smith_chase_nokes_shaw_wake_2004.cellml,exported_cellml_models/cardiovascular_circulation/smith_chase_nokes_shaw_wake_2004/smith_chase_nokes_shaw_wake_2004.py,17005,0,0.0,False,,success_clean
254,purvis_smith_koizumi_butera_2007,models_cellml2/neurobiology/purvis_smith_koizumi_butera_2007.cellml,neurobiology,purvis_smith_koizumi_butera_2007,neurobiology,exported_cellml_models/neurobiology/purvis_smith_koizumi_butera_2007,exported_cellml_models/neurobiology/purvis_smith_koizumi_butera_2007/purvis_smith_koizumi_butera_2007.cellml,exported_cellml_models/neurobiology/purvis_smith_koizumi_butera_2007/purvis_smith_koizumi_butera_2007.py,8102,0,0.0,False,,success_clean
255,albrecht_colegrove_hongpaisan_pivovarova_andrews_friel_2001,models_cellml2/calcium_dynamics/albrecht_colegrove_hongpaisan_pivovarova_andrews_friel_2001.cellml,calcium_dynamics,albrecht_colegrove_hongpaisan_pivovarova_andrews_friel_2001,calcium_dynamics,exported_cellml_models/calcium_dynamics/albrecht_colegrove_hongpaisan_pivovarova_andrews_friel_2001,exported_cellml_models/calcium_dynamics/albrecht_colegrove_hongpaisan_pivovarova_andrews_friel_2001/albrecht_colegrove_hongpaisan_pivovarova_andrews_friel_2001.cellml,,0,0,0.0,True,* J_ICa in component total_cytoplasmic_Ca_flux | * v_i in component total_cytoplasmic_Ca_flux | * k_i in component total_cytoplasmic_Ca_flux | * I_Ca in component total_cytoplasmic_Ca_flux | * J_pm in component Ca_extrusion_across_the_plasma_membrane | * J_extru in component Ca_extrusion_across_the_plasma_membrane | * Ca_i in component cytoplasmic_calcium | * J_SERCA in component Ca_uptake_by_SR_Ca_ATPase | * J_ER in component ER_Ca_release | * P_ER in component ER_Ca_release | * J_release in component ER_Ca_release | * J_i in component cytoplasmic_calcium | * v_ER in component intraluminal_calcium | * k_ER in component intraluminal_calcium | * d/dt Ca_i in component cytoplasmic_calcium | * d/dt Ca_ER in component intraluminal_calcium,export_failed
256,bertram_smolen_sherman_mears_atwater_martin_soria_1995,models_cellml2/electrophysiology/bertram_smolen_sherman_mears_atwater_martin_soria_1995.cellml,electrophysiology,bertram_smolen_sherman_mears_atwater_martin_soria_1995,electrophysiology,exported_cellml_models/electrophysiology/bertram_smolen_sherman_mears_atwater_martin_soria_1995,exported_cellml_models/electrophysiology/bertram_smolen_sherman_mears_atwater_martin_soria_1995/bertram_smolen_sherman_mears_atwater_martin_soria_1995.cellml,exported_cellml_models/electrophysiology/bertram_smolen_sherman_mears_atwater_martin_soria_1995/bertram_smolen_sherman_mears_atwater_martin_soria_1995.py,12657,0,0.0,False,,success_clean
257,overgaard_pharmacodynamic_2007,models_cellml2/metabolism/overgaard_pharmacodynamic_2007.cellml,metabolism,overgaard_pharmacodynamic_2007,metabolism,exported_cellml_models/metabolism/overgaard_pharmacodynamic_2007,exported_cellml_models/metabolism/overgaard_pharmacodynamic_2007/overgaard_pharmacodynamic_2007.cellml,exported_cellml_models/metabolism/overgaard_pharmacodynamic_2007/overgaard_pharmacodynamic_2007.py,11932,0,0.0,False,,success_clean
258,fox_mcharg_gilmour_2002,models_cellml2/electrophysiology/fox_mcharg_gilmour_2002.cellml,electrophysiology,fox_mcharg_gilmour_2002,electrophysiology,exported_cellml_models/electrophysiology/fox_mcharg_gilmour_2002,exported_cellml_models/electrophysiology/fox_mcharg_gilmour_2002/fox_mcharg_gilmour_2002.cellml,exported_cellml_models/electrophysiology/fox_mcharg_gilmour_2002/fox_mcharg_gilmour_2002.py,28013,0,0.0,False,,success_clean
259,bindschadler_sneyd_2001,models_cellml2/calcium_dynamics/bindschadler_sneyd_2001.cellml,calcium_dynamics,bindschadler_sneyd_2001,calcium_dynamics,exported_cellml_models/calcium_dynamics/bindschadler_sneyd_2001,exported_cellml_models/calcium_dynamics/bindschadler_sneyd_2001/bindschadler_sneyd_2001.cellml,exported_cellml_models/calcium_dynamics/bindschadler_sneyd_2001/bindschadler_sneyd_2001.py,7823,0,0.0,False,,success_clean
260,lemaire_tobin_greller_cho_suva_2004_d,models_cellml2/endocrine/lemaire_tobin_greller_cho_suva_2004_d.cellml,endocrine,lemaire_tobin_greller_cho_suva_2004_d,endocrine,exported_cellml_models/endocrine/lemaire_tobin_greller_cho_suva_2004_d,exported_cellml_models/endocrine/lemaire_tobin_greller_cho_suva_2004_d/lemaire_tobin_greller_cho_suva_2004_d.cellml,exported_cellml_models/endocrine/lemaire_tobin_greller_cho_suva_2004_d/lemaire_tobin_greller_cho_suva_2004_d.py,7154,0,0.0,False,,success_clean
261,hund_rudy_2004_a,models_cellml2/electrophysiology/hund_rudy_2004_a.cellml,electrophysiology,hund_rudy_2004_a,electrophysiology,exported_cellml_models/electrophysiology/hund_rudy_2004_a,exported_cellml_models/electrophysiology/hund_rudy_2004_a/hund_rudy_2004_a.cellml,exported_cellml_models/electrophysiology/hund_rudy_2004_a/hund_rudy_2004_a.py,41506,0,0.0,False,,success_clean
262,rice_jafri_winslow_2000,models_cellml2/calcium_dynamics/rice_jafri_winslow_2000.cellml,calcium_dynamics,rice_jafri_winslow_2000,calcium_dynamics,exported_cellml_models/calcium_dynamics/rice_jafri_winslow_2000,exported_cellml_models/calcium_dynamics/rice_jafri_winslow_2000/rice_jafri_winslow_2000.cellml,,0,255,,False,,validation_failed
263,egli_bertram_sellix_freeman_2004,models_cellml2/endocrine/egli_bertram_sellix_freeman_2004.cellml,endocrine,egli_bertram_sellix_freeman_2004,endocrine,exported_cellml_models/endocrine/egli_bertram_sellix_freeman_2004,exported_cellml_models/endocrine/egli_bertram_sellix_freeman_2004/egli_bertram_sellix_freeman_2004.cellml,exported_cellml_models/endocrine/egli_bertram_sellix_freeman_2004/egli_bertram_sellix_freeman_2004.py,5120,0,0.0,False,,success_clean
264,noble_noble_2001,models_cellml2/calcium_dynamics/noble_noble_2001.cellml,calcium_dynamics,noble_noble_2001,calcium_dynamics,exported_cellml_models/calcium_dynamics/noble_noble_2001,exported_cellml_models/calcium_dynamics/noble_noble_2001/noble_noble_2001.cellml,exported_cellml_models/calcium_dynamics/noble_noble_2001/noble_noble_2001.py,38514,0,0.0,False,,success_clean
265,bonhoeffer_rembiszewski_ortiz_nixon_2000_b,models_cellml2/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_b.cellml,immunology,bonhoeffer_rembiszewski_ortiz_nixon_2000_b,immunology,exported_cellml_models/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_b,exported_cellml_models/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_b/bonhoeffer_rembiszewski_ortiz_nixon_2000_b.cellml,exported_cellml_models/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_b/bonhoeffer_rembiszewski_ortiz_nixon_2000_b.py,4570,0,0.0,False,,success_clean
266,chang_fujita_2001_anion_exchanger,models_cellml2/electrophysiology/chang_fujita_2001_anion_exchanger.cellml,electrophysiology,chang_fujita_2001_anion_exchanger,electrophysiology,exported_cellml_models/electrophysiology/chang_fujita_2001_anion_exchanger,exported_cellml_models/electrophysiology/chang_fujita_2001_anion_exchanger/chang_fujita_2001_anion_exchanger.cellml,,0,0,0.0,True,* E in component E | * J_Cl_influx in component J_Cl_influx | * d/dt E in component E | * d/dt ECl in component ECl | * d/dt EHCO3 in component EHCO3 | * d/dt E_ in component E_ | * d/dt ECl_ in component ECl_ | * d/dt EHCO3_ in component EHCO3_,export_failed
267,muller_obeyesekere_mills_ram_2008,models_cellml2/signal_transduction/muller_obeyesekere_mills_ram_2008.cellml,signal_transduction,muller_obeyesekere_mills_ram_2008,signal_transduction,exported_cellml_models/signal_transduction/muller_obeyesekere_mills_ram_2008,exported_cellml_models/signal_transduction/muller_obeyesekere_mills_ram_2008/muller_obeyesekere_mills_ram_2008.cellml,exported_cellml_models/signal_transduction/muller_obeyesekere_mills_ram_2008/muller_obeyesekere_mills_ram_2008.py,6342,0,0.0,False,,success_clean
268,phillips_baseline_2008,models_cellml2/circadian_rhythms/phillips_baseline_2008.cellml,circadian_rhythms,phillips_baseline_2008,circadian_rhythms,exported_cellml_models/circadian_rhythms/phillips_baseline_2008,exported_cellml_models/circadian_rhythms/phillips_baseline_2008/phillips_baseline_2008.cellml,exported_cellml_models/circadian_rhythms/phillips_baseline_2008/phillips_baseline_2008.py,4967,0,0.0,False,,success_clean
269,cartwright_husain_1986,models_cellml2/endocrine/cartwright_husain_1986.cellml,endocrine,cartwright_husain_1986,endocrine,exported_cellml_models/endocrine/cartwright_husain_1986,exported_cellml_models/endocrine/cartwright_husain_1986/cartwright_husain_1986.cellml,exported_cellml_models/endocrine/cartwright_husain_1986/cartwright_husain_1986.py,4299,0,0.0,False,,success_clean
270,benson_endocardial_2008,models_cellml2/electrophysiology/benson_endocardial_2008.cellml,electrophysiology,benson_endocardial_2008,electrophysiology,exported_cellml_models/electrophysiology/benson_endocardial_2008,exported_cellml_models/electrophysiology/benson_endocardial_2008/benson_endocardial_2008.cellml,exported_cellml_models/electrophysiology/benson_endocardial_2008/benson_endocardial_2008.py,41406,0,0.0,False,,success_clean
271,liu_hu_peng_liu_1999,models_cellml2/endocrine/liu_hu_peng_liu_1999.cellml,endocrine,liu_hu_peng_liu_1999,endocrine,exported_cellml_models/endocrine/liu_hu_peng_liu_1999,exported_cellml_models/endocrine/liu_hu_peng_liu_1999/liu_hu_peng_liu_1999.cellml,exported_cellml_models/endocrine/liu_hu_peng_liu_1999/liu_hu_peng_liu_1999.py,7980,0,0.0,False,,success_clean
