t,V,Na_i,m,h,j,K_i,X_kr,X_ks,X_to1,Y_to1,Ca_i,MgATP_i,z,v,w,Ca_ss,MgATP_ss,y,MgADP_i,P_O1,P_O2,P_C1,P_C2,Ca_JSR,Ca_NSR,HTRPNCa,LTRPNCa,CaADP_i,CaADP_ss,CaATP_ss,CaATP_i,Mg_ss,Mg_i,MgADP_ss
4.41,nan,0.0,0.0,1.93e-322,1.2625874959183e-311,3.60739284484e-313,2.121995736e-314,0.0,1.80369642232e-312,1.2647094914153e-311,4.2439916114e-313,nan,0.0,0.0,1.90979621228e-312,1.26470949171e-311,6.79038653257e-313,2.121995736e-314,0.0,1.0609978955e-313,1.2647094914153e-311,4.2439916114e-313,nan,0.0,0.0,2.97079411185e-313,1.26470949171e-311,8.4879831656e-313,2.121995736e-314,0.0,7.2147856893e-313,1.2647094914153e-311,7.42698529782e-313,nan
4.42,0.0,0.0,2.121995833e-314,1.26470949171e-311,9.97338021956e-313,2.121995736e-314,0.0,1.7612565065e-312,1.264709491445e-311,1.01855798261e-312,nan,0.0,0.0,2.5e-323,1.26470949171e-311,1.060997895685e-312,2.121995736e-314,0.0,1.7612565065e-312,1.2647094914445e-311,1.103437814247e-312,nan,0.0,0.0,4.243991608e-314,1.26470949171e-311,1.27319747475e-312,2.121995736e-314,0.0,9.54898105934e-313,1.264709491418e-311,4.2439916114e-313,nan,0.0
4.43,0.0,2.121995833e-314,1.26470949171e-311,1.464177096077e-312,2.121995736e-314,0.0,1.7612565065e-312,1.2647094914163e-311,1.48539705662e-312,nan,0.0,0.0,2.5e-323,1.26470949171e-311,1.527836969806e-312,2.121995736e-314,0.0,1.80369642232e-312,1.264709491417e-311,1.54905693035e-312,nan,0.0,0.0,2.46151511793e-312,1.26470949171e-311,1.80369642273e-312,2.121995736e-314,0.0,1.0609978955e-313,1.2647094914153e-311,1.54905693035e-312,nan,0.0,0.0
4.44,2.1219957932e-313,1.26470949171e-311,1.82491638054e-312,2.121995736e-314,0.0,9.54898105934e-313,1.264709491418e-311,4.2439916114e-313,nan,0.0,0.0,6.365987415e-314,1.26470949171e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2647094914825e-311,2.9707941368e-313,nan,0.0,0.0,1.93e-322,1.26470949171e-311,3.60739284484e-313,2.121995736e-314,0.0,1.80369642232e-312,1.2668314872063e-311,4.24399161143e-313,nan,0.0,0.0,8.91238232615e-313
4.45,1.266831487501e-311,6.79038653257e-313,2.121995736e-314,0.0,1.0609978955e-313,1.2668314872063e-311,4.24399161143e-313,nan,0.0,0.0,2.121995833e-314,1.266831487501e-311,8.48798316554e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2668314872463e-311,8.70018277245e-313,nan,0.0,0.0,2.5e-323,1.266831487501e-311,9.12458190283e-313,2.121995736e-314,0.0,9.54898105934e-313,1.2668314872087e-311,4.24399161143e-313,nan,0.0,0.0,2.121995833e-314,1.266831487501e-311
4.46,1.0609978957e-312,2.121995736e-314,0.0,1.7612565065e-312,1.2668314872394e-311,1.08221785634e-312,nan,0.0,0.0,2.5e-323,1.266831487501e-311,1.12465776943e-312,2.121995736e-314,0.0,9.54898105934e-313,1.2668314872087e-311,4.24399161143e-313,nan,0.0,0.0,2.121995833e-314,1.266831487501e-311,1.29441743276e-312,2.121995736e-314,0.0,1.7612565065e-312,1.2668314872073e-311,1.31563739335e-312,nan,0.0,0.0,2.5e-323,1.266831487501e-311,1.35807730649e-312
4.47,2.121995736e-314,0.0,1.80369642232e-312,1.2668314872077e-311,1.379297267077e-312,nan,0.0,0.0,3.14055377104e-312,1.266831487501e-311,1.633936759414e-312,2.121995736e-314,0.0,1.0609978955e-313,1.2668314872063e-311,1.379297267077e-312,nan,0.0,0.0,2.1219957932e-313,1.266831487501e-311,1.655156717225e-312,2.121995736e-314,0.0,9.54898105934e-313,1.2668314872087e-311,4.24399161143e-313,nan,0.0,0.0,6.365987415e-314,1.266831487501e-311,2.75859452845e-313,2.121995736e-314
4.48,0.0,1.7612565065e-312,1.266831487288e-311,2.97079413685e-313,nan,0.0,0.0,1.93e-322,1.266831487501e-311,3.60739284484e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2689534830046e-311,4.2439916115e-313,nan,0.0,0.0,1.25197751708e-312,1.2689534832927e-311,7.6391848489e-313,2.121995736e-314,0.0,1.93101616978e-312,1.268953483002e-311,7.8513844561e-313,nan,0.0,0.0,1.7e-322,1.2689534832927e-311,8.4879831657e-313,2.121995736e-314,0.0
4.49,1.7612565065e-312,1.2689534830536e-311,9.1245819307e-313,nan,0.0,0.0,4.2e-322,1.2689534832927e-311,1.27319747483e-312,2.121995736e-314,0.0,1.7612565065e-312,1.26895348301e-311,1.294417435443e-312,nan,0.0,0.0,2.5e-323,1.2689534832927e-311,1.33685734856e-312,2.121995736e-314,0.0,9.54898105934e-313,1.2689534829997e-311,9.1245819307e-313,nan,0.0,0.0,4.2e-322,1.2689534832927e-311,1.59149684355e-312,2.121995736e-314,0.0,1.7612565065e-312
4.5,1.268953482998e-311,1.61271680409e-312,nan,0.0,0.0,2.5e-323,1.2689534832927e-311,1.65515671728e-312,2.121995736e-314,0.0,1.80369642232e-312,1.268953482997e-311,1.676376677817e-312,nan,0.0,0.0,1.69759663687e-313,1.2689534832927e-311,1.90979621231e-312,2.121995736e-314,0.0,1.0609978955e-313,1.268953482997e-311,1.676376677817e-312,nan,0.0,0.0,1.0609978977e-313,1.2689534832927e-311,1.931016170104e-312,2.121995736e-314,0.0,9.54898105934e-313,1.2689534830027e-311
4.51,8.9123823516e-313,nan,0.0,0.0,2.121995833e-314,1.2689534832927e-311,2.143215749344e-312,2.121995736e-314,0.0,1.7612565065e-312,1.268953482998e-311,2.16443570974e-312,nan,0.0,0.0,2.5e-323,1.2689534832927e-311,2.206875623073e-312,2.121995736e-314,0.0,1.80369642232e-312,1.2689534829987e-311,2.22809558347e-312,nan,0.0,0.0,3.14055377104e-312,1.2689534832927e-311,2.482735076e-312,2.121995736e-314,0.0,1.0609978955e-313,1.268953482997e-311,2.22809558347e-312
4.5200000000000005,nan,0.0,0.0,2.1219957932e-313,1.2689534832927e-311,2.50395503381e-312,2.121995736e-314,0.0,9.54898105934e-313,1.2689534829997e-311,8.7001827725e-313,nan,0.0,0.0,2.121995817e-314,1.2689534832927e-311,2.54639494934e-312,2.121995736e-314,0.0,9.54898105934e-313,1.268953482997e-311,6.15378782334e-313,nan,0.0,0.0,2.3341953723e-313,1.2689534832927e-311,2.567614907167e-312,2.121995736e-314,0.0,1.80369642232e-312,1.2689534829987e-311,8.4879834593e-314,nan
4.53,0.0,0.0,2.801034444484e-312,1.2689534832927e-311,3.39519326624e-313,2.121995736e-314,0.0,8.27578358476e-313,1.268953482997e-311,8.4879834593e-314,nan,0.0,0.0,4.2e-322,1.271075479084e-311,6.5781869531e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2710754788134e-311,6.7903865607e-313,nan,0.0,0.0,2.5e-323,1.271075479084e-311,7.42698526947e-313,2.121995736e-314,0.0,1.80369642232e-312,1.2710754787897e-311,7.63918487707e-313,nan,0.0
4.54,0.0,2.801034444484e-312,1.271075479084e-311,1.01855797989e-312,2.121995736e-314,0.0,1.0609978955e-313,1.271075478788e-311,7.63918487707e-313,nan,0.0,0.0,1.0609978977e-313,1.271075479084e-311,1.03977793768e-312,2.121995736e-314,0.0,1.80369642232e-312,1.271075478788e-311,1.06099789844e-312,nan,0.0,0.0,3.81959242784e-313,1.271075479084e-311,1.315637390695e-312,2.121995736e-314,0.0,1.0609978955e-313,1.271075478788e-311,1.06099789844e-312,nan,0.0,0.0
4.55,1.0609978977e-313,1.271075479084e-311,1.336857348417e-312,2.121995736e-314,0.0,1.80369642232e-312,1.271075478788e-311,1.400517224997e-312,nan,0.0,0.0,3.81959242784e-313,1.271075479084e-311,1.65515671733e-312,2.121995736e-314,0.0,1.0609978955e-313,1.271075478788e-311,1.400517224997e-312,nan,0.0,0.0,4.2e-322,1.271075479084e-311,1.888576254354e-312,2.121995736e-314,0.0,1.7612565065e-312,1.2710754788164e-311,1.90979621483e-312,nan,0.0,0.0,2.5e-323
4.5600000000000005,1.271075479084e-311,1.973456085993e-312,2.121995736e-314,0.0,9.54898105934e-313,1.271075478788e-311,1.400517224997e-312,nan,0.0,0.0,2.3341953723e-313,1.271075479084e-311,1.99467604361e-312,2.121995736e-314,0.0,1.80369642232e-312,1.2710754787887e-311,2.058335920196e-312,nan,0.0,0.0,4.243991623e-314,1.271075479084e-311,2.228095581027e-312,2.121995736e-314,0.0,1.0609978955e-313,1.271075478788e-311,2.058335920196e-312,nan,0.0,0.0,6.365987415e-314,1.271075479084e-311
4.57,2.46151511805e-312,2.121995736e-314,0.0,1.7612565065e-312,1.2710754788613e-311,2.48273507839e-312,nan,0.0,0.0,2.5e-323,1.271075479084e-311,2.546394949687e-312,2.121995736e-314,0.0,9.54898105934e-313,1.271075478793e-311,2.058335920196e-312,nan,0.0,0.0,1.0609978977e-313,1.271075479084e-311,2.567614907167e-312,2.121995736e-314,0.0,1.80369642232e-312,1.2710754787897e-311,8.48798346e-314,nan,0.0,0.0,1.740036549e-312,1.271075479084e-311,3.39519326624e-313
4.58,2.121995736e-314,0.0,8.27578358476e-313,1.271075478788e-311,8.48798346e-314,nan,0.0,0.0,3.18299369055e-313,1.2731974748756e-311,5.7293886366e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2731974745866e-311,6.15378782344e-313,nan,0.0,0.0,2.12199579546e-313,1.2731974748756e-311,8.4879831657e-313,2.121995736e-314,0.0,7.2147856893e-313,1.273197474579e-311,7.8513844562e-313,nan,0.0,0.0,3.62861280296e-312,1.2731974748756e-311,1.03977793778e-312,2.121995736e-314
4.59,0.0,1.80369642232e-312,1.2731974745797e-311,1.060997898447e-312,nan,0.0,0.0,4.243991623e-314,1.2731974748756e-311,1.23075755904e-312,2.121995736e-314,0.0,1.0609978955e-313,1.273197474579e-311,1.060997898447e-312,nan,0.0,0.0,2.1219957932e-313,1.2731974748756e-311,1.251977516877e-312,2.121995736e-314,0.0,1.7612565065e-312,1.273197474664e-311,1.294417435453e-312,nan,0.0,0.0,2.3341953723e-313,1.2731974748756e-311,1.44295713806e-312,2.121995736e-314,0.0
4.6000000000000005,1.12465776921e-312,1.2731974745797e-311,7.8513844562e-313,nan,0.0,0.0,2.2e-322,1.2731974748756e-311,1.46417709591e-312,2.121995736e-314,0.0,9.54898105934e-313,1.2731974745846e-311,4.24399161157e-313,nan,0.0,0.0,6.365987415e-314,1.2731974748756e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2731974746226e-311,2.970794137e-313,nan,0.0,0.0,1.93e-322,1.2731974748756e-311,3.60739284484e-313,2.121995736e-314,0.0,1.80369642232e-312
4.61,1.27531947037e-311,4.2439916116e-313,nan,0.0,0.0,1.33685734872e-312,1.275319470667e-311,6.79038653257e-313,2.121995736e-314,0.0,1.0609978955e-313,1.27531947037e-311,4.2439916116e-313,nan,0.0,0.0,6.365987415e-314,1.275319470667e-311,9.12458190283e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2753194704136e-311,9.33678150994e-313,nan,0.0,0.0,2.5e-323,1.275319470667e-311,9.9733802192e-313,2.121995736e-314,0.0,9.54898105934e-313,1.2753194703726e-311
4.62,4.2439916116e-313,nan,0.0,0.0,2.121995833e-314,1.275319470667e-311,1.167097685273e-312,2.121995736e-314,0.0,1.7612565065e-312,1.275319470371e-311,1.18831764591e-312,nan,0.0,0.0,2.5e-323,1.275319470667e-311,1.230757559e-312,2.121995736e-314,0.0,1.80369642232e-312,1.2753194703716e-311,1.25197751964e-312,nan,0.0,0.0,3.14055377104e-312,1.275319470667e-311,1.506617011926e-312,2.121995736e-314,0.0,1.0609978955e-313,1.27531947037e-311,1.25197751964e-312
4.63,nan,0.0,0.0,2.1219957932e-313,1.275319470667e-311,1.527836969737e-312,2.121995736e-314,0.0,9.54898105934e-313,1.2753194703726e-311,4.2439916116e-313,nan,0.0,0.0,6.365987415e-314,1.275319470667e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.275319470437e-311,2.97079413704e-313,nan,0.0,0.0,1.93e-322,1.275319470667e-311,3.60739284484e-313,2.121995736e-314,0.0,1.93101616978e-312,1.277441466168e-311,4.24399161167e-313,nan
4.64,0.0,0.0,1.7e-322,1.2774414664585e-311,5.3049894784e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2774414661685e-311,5.51718908625e-313,nan,0.0,0.0,6.365987415e-314,1.2774414664585e-311,9.12458190283e-313,2.121995736e-314,0.0,1.7612565065e-312,1.277441466237e-311,9.33678151e-313,nan,0.0,0.0,2.5e-323,1.2774414664585e-311,9.9733802192e-313,2.121995736e-314,0.0,1.80369642232e-312,1.2774414661626e-311,1.039777940547e-312,nan,0.0
4.65,0.0,3.267873518497e-312,1.2774414664585e-311,1.29441743278e-312,2.121995736e-314,0.0,1.0609978955e-313,1.277441466161e-311,1.039777940547e-312,nan,0.0,0.0,4.2e-322,1.2774414664585e-311,1.527836969806e-312,2.121995736e-314,0.0,1.7612565065e-312,1.2774414662377e-311,1.54905693038e-312,nan,0.0,0.0,2.5e-323,1.2774414664585e-311,1.612716801445e-312,2.121995736e-314,0.0,9.54898105934e-313,1.277441466161e-311,1.039777940547e-312,nan,0.0,0.0
4.66,2.3341953723e-313,1.2774414664585e-311,1.63393675921e-312,2.121995736e-314,0.0,9.54898105934e-313,1.277441466166e-311,5.51718908625e-313,nan,0.0,0.0,1.76125650691e-312,1.2774414664585e-311,1.82491638062e-312,2.121995736e-314,0.0,1.12465776921e-312,1.277441466162e-311,4.24399161167e-313,nan,0.0,0.0,6.365987415e-314,1.2774414664585e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2774414662466e-311,2.9707941371e-313,nan,0.0,0.0,1.93e-322
4.67,1.2774414664585e-311,3.60739284484e-313,2.121995736e-314,0.0,1.93101616978e-312,1.279563461959e-311,4.2439916117e-313,nan,0.0,0.0,1.7e-322,1.27956346225e-311,5.3049894784e-313,2.121995736e-314,0.0,1.80369642232e-312,1.2795634619526e-311,5.5171890863e-313,nan,0.0,0.0,1.33685734872e-312,1.27956346225e-311,7.42698527e-313,2.121995736e-314,0.0,1.0609978955e-313,1.279563461952e-311,5.5171890863e-313,nan,0.0,0.0,2.121995833e-314,1.27956346225e-311
4.68,9.3367814821e-313,2.121995736e-314,0.0,1.7612565065e-312,1.279563461983e-311,9.54898108914e-313,nan,0.0,0.0,2.5e-323,1.27956346225e-311,1.01855797985e-312,2.121995736e-314,0.0,1.80369642232e-312,1.279563461952e-311,1.03977794055e-312,nan,0.0,0.0,3.310313434316e-312,1.27956346225e-311,1.29441743278e-312,2.121995736e-314,0.0,1.0609978955e-313,1.279563461952e-311,1.03977794055e-312,nan,0.0,0.0,2.2e-322,1.27956346225e-311,1.315637390586e-312
4.69,2.121995736e-314,0.0,9.54898105934e-313,1.2795634619575e-311,5.5171890863e-313,nan,0.0,0.0,1.25197751708e-312,1.27956346225e-311,1.527836969816e-312,2.121995736e-314,0.0,1.12465776921e-312,1.279563461953e-311,4.2439916117e-313,nan,0.0,0.0,6.365987415e-314,1.27956346225e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.279563462038e-311,2.97079413714e-313,nan,0.0,0.0,1.93e-322,1.27956346225e-311,3.60739284484e-313,2.121995736e-314
4.7,0.0,1.7612565065e-312,1.2816854577504e-311,4.24399161177e-313,nan,0.0,0.0,6.365987415e-314,1.2816854580414e-311,7.85138442795e-313,2.121995736e-314,0.0,1.7612565065e-312,1.281685457829e-311,8.0635840355e-313,nan,0.0,0.0,2.5e-323,1.2816854580414e-311,8.70018274434e-313,2.121995736e-314,0.0,9.54898105934e-313,1.281685457748e-311,4.24399161177e-313,nan,0.0,0.0,6.365987415e-314,1.2816854580414e-311,2.75859452845e-313,2.121995736e-314,0.0
4.71,1.7612565065e-312,1.2816854578295e-311,2.9707941372e-313,nan,0.0,0.0,1.93e-322,1.2816854580414e-311,3.60739284484e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2838074535414e-311,4.2439916118e-313,nan,0.0,0.0,2.97079411185e-313,1.283807453833e-311,7.00258611157e-313,2.121995736e-314,0.0,7.2147856893e-313,1.283807453534e-311,5.9415882446e-313,nan,0.0,0.0,6.365987415e-314,1.283807453833e-311,9.12458190283e-313,2.121995736e-314,0.0,1.7612565065e-312
4.72,1.2838074536205e-311,9.33678151014e-313,nan,0.0,0.0,2.5e-323,1.283807453833e-311,9.9733802192e-313,2.121995736e-314,0.0,1.7612565065e-312,1.283807453575e-311,1.03977794056e-312,nan,0.0,0.0,4.243991608e-314,1.283807453833e-311,1.20953760099e-312,2.121995736e-314,0.0,9.54898105934e-313,1.283807453539e-311,4.2439916118e-313,nan,0.0,0.0,6.365987415e-314,1.283807453833e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.283807453621e-311
4.73,2.97079413724e-313,nan,0.0,0.0,1.93e-322,1.283807453833e-311,3.60739284484e-313,2.121995736e-314,0.0,1.80369642232e-312,1.285929449325e-311,4.24399161187e-313,nan,0.0,0.0,3.373973308045e-312,1.2859294496244e-311,6.79038653257e-313,2.121995736e-314,0.0,1.0609978955e-313,1.285929449325e-311,4.24399161187e-313,nan,0.0,0.0,6.365987415e-314,1.2859294496244e-311,9.12458190283e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2859294494104e-311,9.3367815102e-313
4.74,nan,0.0,0.0,2.5e-323,1.2859294496244e-311,9.9733802192e-313,2.121995736e-314,0.0,9.54898105934e-313,1.2859294493274e-311,4.24399161187e-313,nan,0.0,0.0,3.18299369055e-313,1.2859294496244e-311,1.188317643183e-312,2.121995736e-314,0.0,1.80369642232e-312,1.2859294493264e-311,1.209537603844e-312,nan,0.0,0.0,3.73471259251e-312,1.2859294496244e-311,1.464177096097e-312,2.121995736e-314,0.0,1.0609978955e-313,1.285929449325e-311,1.209537603844e-312,nan
4.75,0.0,0.0,2.1219957932e-313,1.2859294496244e-311,1.48539705392e-312,2.121995736e-314,0.0,9.54898105934e-313,1.2859294493274e-311,4.24399161187e-313,nan,0.0,0.0,4.2e-322,1.2859294496244e-311,1.71881659104e-312,2.121995736e-314,0.0,1.7612565065e-312,1.285929449383e-311,1.740036551586e-312,nan,0.0,0.0,2.5e-323,1.2859294496244e-311,1.803696422676e-312,2.121995736e-314,0.0,1.80369642232e-312,1.2859294493264e-311,1.824916383224e-312,nan,0.0
4.76,0.0,3.67105271878e-312,1.2859294496244e-311,2.07955587562e-312,2.121995736e-314,0.0,1.0609978955e-313,1.285929449325e-311,1.824916383224e-312,nan,0.0,0.0,1.0609978977e-313,1.2859294496244e-311,2.10077583341e-312,2.121995736e-314,0.0,1.80369642232e-312,1.2859294493264e-311,2.12199579396e-312,nan,0.0,0.0,3.73471259251e-312,1.2859294496244e-311,2.376635286425e-312,2.121995736e-314,0.0,1.0609978955e-313,1.285929449325e-311,2.12199579396e-312,nan,0.0,0.0
4.7700000000000005,1.0609978977e-313,1.2859294496244e-311,2.397855244146e-312,2.121995736e-314,0.0,9.54898105934e-313,1.285929449325e-311,4.24399161187e-313,nan,0.0,0.0,6.365987415e-314,1.2859294496244e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2859294494124e-311,2.9707941373e-313,nan,0.0,0.0,1.93e-322,1.2859294496244e-311,3.60739284484e-313,2.121995736e-314,0.0,1.80369642232e-312,1.288051445116e-311,4.2439916119e-313,nan,0.0,0.0,2.44029516002e-312
4.78,1.288051445416e-311,6.79038653257e-313,2.121995736e-314,0.0,1.0609978955e-313,1.288051445116e-311,4.2439916119e-313,nan,0.0,0.0,6.365987415e-314,1.288051445416e-311,9.12458190283e-313,2.121995736e-314,0.0,1.7612565065e-312,1.2880514452034e-311,9.33678151024e-313,nan,0.0,0.0,2.5e-323,1.288051445416e-311,9.9733802192e-313,2.121995736e-314,0.0,9.54898105934e-313,1.2880514451184e-311,4.2439916119e-313,nan,0.0,0.0,2.97079411185e-313,1.288051445416e-311
4.79,1.145877727363e-312,2.121995736e-314,0.0,7.2147856893e-313,1.288051445116e-311,1.03977794057e-312,nan,0.0,0.0,4.2e-322,1.288051445416e-311,1.35807730649e-312,2.121995736e-314,0.0,1.7612565065e-312,1.288051445125e-311,1.379297267126e-312,nan,0.0,0.0,2.5e-323,1.288051445416e-311,1.44295713813e-312,2.121995736e-314,0.0,1.80369642232e-312,1.288051445116e-311,1.464177098765e-312,nan,0.0,0.0,3.331533392226e-312,1.288051445416e-311,1.71881659107e-312
4.8,2.121995736e-314,0.0,1.0609978955e-313,1.288051445116e-311,1.464177098765e-312,nan,0.0,0.0,2.3341953723e-313,1.288051445416e-311,1.740036548863e-312,2.121995736e-314,0.0,1.7612565065e-312,1.288051445204e-311,1.78247646741e-312,nan,0.0,0.0,4.243991608e-314,1.288051445416e-311,1.97345608584e-312,2.121995736e-314,0.0,9.54898105934e-313,1.2880514451184e-311,4.2439916119e-313,nan,0.0,0.0,6.365987415e-314,1.288051445416e-311,2.75859452845e-313,2.121995736e-314
4.8100000000000005,0.0,1.7612565065e-312,1.2880514452044e-311,2.97079413734e-313,nan,0.0,0.0,1.93e-322,1.288051445416e-311,3.60739284484e-313,2.121995736e-314,0.0,1.80369642232e-312,1.2901734409084e-311,4.24399161197e-313,nan,0.0,0.0,3.79837246624e-312,1.2901734412073e-311,6.79038653257e-313,2.121995736e-314,0.0,1.0609978955e-313,1.290173440907e-311,4.24399161197e-313,nan,0.0,0.0,2.121995833e-314,1.2901734412073e-311,8.7001827447e-313,2.121995736e-314,0.0
4.82,1.7612565065e-312,1.290173440908e-311,8.9123823521e-313,nan,0.0,0.0,2.5e-323,1.2901734412073e-311,9.336781482e-313,2.121995736e-314,0.0,1.80369642232e-312,1.2901734409084e-311,9.5489810894e-313,nan,0.0,0.0,3.14055377104e-312,1.2901734412073e-311,1.20953760112e-312,2.121995736e-314,0.0,1.0609978955e-313,1.290173440907e-311,9.5489810894e-313,nan,0.0,0.0,2.1219957932e-313,1.2901734412073e-311,1.230757558933e-312,2.121995736e-314,0.0,9.54898105934e-313
4.83,1.2901734409094e-311,4.24399161197e-313,nan,0.0,0.0,6.365987415e-314,1.2901734412073e-311,2.75859452845e-313,2.121995736e-314,0.0,1.7612565065e-312,1.290173440976e-311,2.9707941374e-313,nan,0.0,0.0,1.93e-322,1.2901734412073e-311,3.60739284484e-313,2.121995736e-314,0.0,1.80369642232e-312,1.2922954366993e-311,2.33419540015e-313,nan,0.0,0.0,1.8e-322,1.2922954369987e-311,4.24399158213e-313,2.121995736e-314,0.0,1.7612565065e-312,nan
4.84,nan,nan,0.0,0.0,1.8e-322,nan,nan,2.121995736e-314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
