t,S,R_1,R_2,R_12,P_1,P_2,I_1,I_2,I_12,I_21
5.11,0.04299441901907762,0.25484245112646614,0.001150378268289028,2.933939476487858,82.44629462483418,15.057880778714559,38.824323214229175,0.9437995084562212,3.624102391637149,3.006495544618478
5.12,0.04300298056664297,0.25524203365707393,0.0011455245984432775,2.939980456911145,82.45226644876088,15.028317398498809,38.80931347545402,0.9399074830914161,3.6226116899593044,3.003535499219628
5.13,0.04301160364796419,0.25564181383369805,0.0011407129197791733,2.946015779475921,82.4580293837268,14.99884793518004,38.79433283810285,0.936046696192848,3.6211221071101587,3.0005753845302476
5.14,0.04302028777695442,0.2560417872484666,0.0011359428014276283,2.952045446386805,82.4635847609893,14.969472241902304,38.77938122637369,0.9322168501262931,3.6196336641135813,2.997615232145266
5.15,0.04302903247132718,0.25644194950321125,0.0011312138173767397,2.958069459899392,82.46893390473889,14.940190169854093,38.764458564691566,0.9284176503059698,3.6181463816841952,2.9946550733223427
5.16,0.043037837252727904,0.25684229620951543,0.0011265255467532349,2.9640878223216713,82.47407813209831,14.911001568168565,38.749564777707654,0.9246488052637827,3.616660280219474,2.9916949389744487
5.17,0.0430467016494229,0.257242822989591,0.0011218775792545422,2.9701005360469113,82.47901875258955,14.881906281742708,38.73469979029441,0.9209100282715645,3.615175379616545,2.9887348594958594
5.18,0.043055625188987166,0.25764352547391445,0.001117269500438899,2.976107603463473,82.48375706968193,14.85290415719471,38.71986352755645,0.9172010328901768,3.613691699774499,2.985774865239599
5.19,0.04306460740442935,0.25804439930321693,0.0011127009040773697,2.982109027029979,82.4882943795441,14.82399503788716,38.70505591482029,0.9135215366782345,3.6122092601756792,2.9828149861196236
5.2,0.04307364783240468,0.2584454401279102,0.0011081713885713806,2.988104809253117,82.49263197144245,14.795178765388487,38.69027687763655,0.9098712600963154,3.6107280800092845,2.979855251728374
5.21,0.043082746013172725,0.258846643608079,0.0011036805568841262,2.994094952686916,82.49677112777643,14.766455179514601,38.67552634177934,0.9062499264706578,3.609248178175378,2.9768956913406757
5.22,0.04309190149055505,0.25924800541347215,0.0010992280164719788,3.000079459932023,82.50071312411384,14.737824118370568,38.66080423324575,0.9026572619568634,3.6077695732888984,2.9739363339176412
5.23,0.043101113811971625,0.2596495212236976,0.001094813379312983,3.006058333636747,82.50445922919405,14.709285418275813,38.64611047825511,0.8990929955909392,3.6062922836736617,2.9709772081013925
5.24,0.04311038252974227,0.26005118673167993,0.0010904362634964811,3.012031576526548,82.50801070441368,14.680838911816837,38.631445003246306,0.8955568607447931,3.6048163271954135,2.968018342062168
5.25,0.043119707197512284,0.2604529976345414,0.0010860962887958194,3.0179991913238924,82.51136880530655,14.65248443311694,38.6168077348829,0.8920485911686824,3.6033417217152106,2.965059763914367
5.26,0.043129087373202105,0.2608549496413112,0.0010817930802919044,3.0239611808148044,82.5145347803553,14.624221813449324,38.60219860004773,0.8885679242765097,3.6018684847127824,2.9621015013713348
5.2700000000000005,0.04313852261812302,0.2612570384707452,0.0010775262672655997,3.0299175478292093,82.51750987137119,14.596050882524995,38.58761752584373,0.8851146001747894,3.600396633397657,2.9591435818475107
5.28,0.04314801249693741,0.26165925985132443,0.0010732954831322297,3.035868295240265,82.52029531352818,14.567971468530725,38.57306443959334,0.881688361629133,3.5989261847128575,2.956186032462039
5.29,0.043157556577618966,0.2620616095212528,0.0010691003653760791,3.0418134259636935,82.52289233539746,14.539983398166994,38.55853926883795,0.8782889540307314,3.59745715533859,2.9532288800423747
5.3,0.04316715443154048,0.26246408322876713,0.0010649405557738956,3.0477529429584784,82.5253021589546,14.512086496596709,38.544041941337206,0.8749161254301809,3.5959895616880857,2.9502721511205983
5.3100000000000005,0.043176805635889756,0.2628666767381297,0.0010608157058914621,3.05368684925241,82.52752599909496,14.484280585765676,38.52957238506607,0.8715696278000264,3.594523419760195,2.9473158717965857
5.32,0.04318650976723676,0.26326938581402026,0.0010567254625379204,3.059615147873164,82.52956506501913,14.456565488911808,38.515130528220446,0.8682492136271135,3.593058745536446,2.944360068107234
5.33,0.043196266406893134,0.2636722062347145,0.0010526694799295713,3.065537841905279,82.5314205591261,14.428941026826852,38.50071629921138,0.8649546387287088,3.5915955546525136,2.9414047657212885
5.34,0.04320607513935517,0.26407513378837855,0.0010486474161879073,3.07145493447329,82.53309367736821,14.40140701895547,38.48632962666598,0.8616856614182289,3.590133862495269,2.9384499900297194
5.3500000000000005,0.04321593555226856,0.264478164273078,0.001044658933284302,3.0773664287411084,82.53458560928452,14.373963283430058,38.4719704394268,0.8584420424740965,3.5886736842061935,2.9354957661490753
5.36,0.043225847236393077,0.2648812934967873,0.0010407036969847015,3.0832723279114,82.53589753803409,14.346609637105539,38.45763866655133,0.8552235451086004,3.5872150346847946,2.9325421189248346
5.37,0.04323580978558386,0.26528451727761587,0.0010367813767404456,3.0891726352260953,82.53703064040567,14.319345895520534,38.44333423731141,0.8520299349925701,3.585757928585566,2.929589072928999
5.38,0.04324582279711875,0.26568783144858255,0.0010328916444523925,3.0950673539904843,82.5379860863301,14.292171871318251,38.42905708119346,0.8488609814475894,3.5843023801799987,2.926636652337208
5.39,0.043255885870727685,0.26609123184533506,0.0010290341774605257,3.1009564875088484,82.5387650402571,14.265087378443907,38.41480712789591,0.8457164542595781,3.5828484037247104,2.923684881257681
5.4,0.043265998609345074,0.266494714316508,0.001025208655924562,3.1068400391375226,82.53936866005742,14.238092228674251,38.400584307330305,0.8425961263046635,3.5813960131577396,2.920733783460393
5.41,0.043276160618853435,0.26689827472082794,0.0010214147634881262,3.1127180122692097,82.53979809737352,14.211186232635969,38.38638854962028,0.8394997727724784,3.5799452221881376,2.9177833824573653
5.42,0.043286371508048815,0.26730190892713135,0.0010176521872213165,3.118590410332409,82.54005449765204,14.184369199837564,38.37221978510095,0.8364271711372174,3.5784960442991305,2.9148337015057852
5.43,0.04329663088860614,0.2677056128143823,0.0010139206175632722,3.1244572367908368,82.54013900017617,14.157640938701277,38.35807794431839,0.8333781011286968,3.577048492751278,2.911884763611135
5.44,0.0433069383751748,0.26810938227175923,0.0010102197486240533,3.1303184951438237,82.54005273807684,14.13100125653184,38.343962958028925,0.830352344751469,3.5756025805802096,2.9089365915249497
5.45,0.04331729358863689,0.2685132132004226,0.0010065492872142225,3.1361741889502723,82.53979683782644,14.10444995795157,38.32987475719614,0.8273496874712429,3.57415832046253,2.905989207612286
5.46,0.04332769614765608,0.26891710150906,0.0010029089295614144,3.142024321765372,82.53937242064796,14.077986849013659,38.315813272996564,0.8243699150795359,3.5727157250697923,2.9030426342015847
5.47,0.043338145675710094,0.2693210431176596,0.0009992983807550514,3.1478688971926774,82.53878060139144,14.051611733807059,38.30177843681384,0.8214128162730844,3.571274806777092,2.9000968932966487
5.48,0.043348641799075785,0.2697250339564751,0.0009957173492243002,3.1537079188687818,82.53802248889025,14.025324415448654,38.28777018023964,0.8184781818940279,3.5698355777487683,2.897152006661351
5.49,0.043359184146800366,0.27012906996604696,0.000992165546696698,3.1595413904627816,82.53709918599262,13.999124696112352,38.27378843507308,0.8155658049031165,3.5683980499413206,2.89420799582252
5.5,0.043369772350672575,0.2705331470972229,0.000988642688156777,3.1653693156757465,82.53601178959303,13.973012377058144,38.25983313332014,0.8126754803529149,3.5669622351063266,2.891264882072822
5.51,0.043380406045162134,0.27093726131120316,0.0009851484915772797,3.1711916982409813,82.53476139064539,13.946987258609607,38.24590420719322,0.8098070054004382,3.56552814478894,2.8883226864697673
5.5200000000000005,0.043391084866448604,0.27134140858027667,0.0009816826711268453,3.177008541947113,82.53334907364908,13.921049138651343,38.23200158911329,0.8069601804508145,3.5640957901995995,2.885381429723353
5.53,0.043401808454780026,0.2717455848860286,0.000978244954232736,3.1828198505777174,82.5317759180621,13.895197816538609,38.21812521170231,0.8041348061650359,3.562665182549379,2.882441132490924
5.54,0.04341257645244507,0.2721497862208798,0.0009748350672181776,3.188625627960893,82.53004299717564,13.869433089877196,38.20427500778857,0.8013306859161429,3.5612363327745595,2.879501815135586
5.55,0.04342338850430361,0.2725540085876824,0.0009714527392683016,3.1944258779547083,82.52815137846933,13.843754755461699,38.1904509104044,0.7985476250676563,3.5598092516174322,2.876563497797498
5.5600000000000005,0.04343424425775627,0.272958247999742,0.0009680977023770461,3.2002206044467094,82.52610212364166,13.818162609301933,38.17665285278569,0.7957854309488155,3.5583839496289884,2.8736262003965583
5.57,0.043445143362713934,0.27336250048083954,0.0009647696912940563,3.206009811353428,82.52389628864057,13.792656446649353,38.16288076837126,0.7930439128298185,3.55696043717161,2.870689942635089
5.58,0.04345608547169505,0.27376676206530803,0.0009614684439302826,3.211793502620506,82.52153492367881,13.767236061984068,38.149134590802184,0.7903228819274101,3.5555387244183314,2.8677547439969016
5.59,0.04346707024434799,0.2741710287999888,0.0009581937176591113,3.21757168224402,82.51901907272745,13.741901247636184,38.13541425391761,0.7876221524622128,3.554118821233246,2.8648206236208926
5.6000000000000005,0.0434780973359836,0.27457529673939385,0.0009549452481805704,3.2233443542151807,82.51634977489557,13.716651797341846,38.12171969176334,0.7849415389156963,3.5527007374813735,2.861887600628005
5.61,0.04348916640709445,0.2749795619497859,0.0009517227837715167,3.229111522565606,82.5135280633342,13.691487503322499,38.1080508385836,0.7822808582751223,3.551284482774864,2.8589556938531504
5.62,0.043500277120655906,0.2753838205080664,0.0009485260756471234,3.2348731913540436,82.51055496558168,13.666408157134823,38.09440762882264,0.7796399293745553,3.549870066547358,2.8560249219235523
5.63,0.04351142914210342,0.2757880685018011,0.0009453548779357082,3.240629364665916,82.50743150359312,13.641413549694775,38.0807899971241,0.7770185728719513,3.548457498056469,2.8530953032612123
5.64,0.04352262213930988,0.2761923020292449,0.0009422089476535598,3.246380046612865,82.5041586937702,13.616503471301593,38.06719787833051,0.7744166112262442,3.547046786386262,2.8501668560853743
5.65,0.04353385578248763,0.27659651719942807,0.0009390880442409386,3.252125241332755,82.50073754697863,13.591677711632812,38.05363120748281,0.7718338686968856,3.5456379404471785,2.8472395984130827
5.66,0.043545129740834985,0.27700071013484706,0.000935991910133255,3.2578649530092223,82.49716906804883,13.566936058485476,38.04008991982683,0.7692701723137501,3.54423096886537,2.84431354797736
5.67,0.04355644369081151,0.27740487696484867,0.0009329203190762616,3.2635991858213753,82.49345425712343,13.542278300996031,38.026573950795225,0.7667253493808135,3.5428258802670616,2.841388722439658
5.68,0.043567797309205604,0.2778090138311858,0.0009298730358474664,3.269327943984851,82.48959410858942,13.51770422700312,38.01308323602143,0.7641992295128668,3.5414226830463087,2.8384651392174653
5.69,0.043579190275039974,0.2782131168864992,0.0009268498274637779,3.275051231739775,82.48558961141393,13.49321362381422,37.99961771133507,0.7616916440378592,3.540021385432978,2.8355428155355638
5.7,0.04359062226954339,0.2786171822943477,0.0009238504631237456,3.280769053350343,82.48144174917306,13.468806278227518,37.986177312761356,0.7592024259756529,3.5386219954950393,2.832621768428357
5.71,0.04360209297612242,0.2790212062292377,0.0009208747141497968,3.2864814131044002,82.47715150008051,13.444481976553769,37.97276197652055,0.7567314100167768,3.5372245211408564,2.829702014742189
5.72,0.04361360208045702,0.27942518487668194,0.0009179223545247135,3.2921883153133495,82.47271983700715,13.420240504617302,37.95937163902728,0.7542784325174848,3.5358289701196437,2.826783571135374
5.73,0.043625149277600896,0.2798291144348658,0.0009149931950283364,3.2978897643306215,82.4681477269839,13.396081646577228,37.946006236883846,0.7518433324166701,3.534435349918247,2.823866453948536
5.74,0.043636734254336326,0.2802329911106318,0.0009120869986751888,3.303585764504568,82.46343613252996,13.372005187916495,37.93266570689482,0.7494259488961506,3.533043668024187,2.820950679533108
5.75,0.04364835670377635,0.2806368111228693,0.0009092035508360936,3.3092763202168145,82.45858601060229,13.348010912999557,37.919349986053874,0.747026123284864,3.531653931711399,2.8180362639827696
5.76,0.043660016321259314,0.2810405707016079,0.0009063426396228689,3.3149614358710355,82.45359831292508,13.324098605780971,37.90605901154676,0.7446436985010428,3.5302661481028745,2.815123223211263
5.7700000000000005,0.04367171280433239,0.28144426608805007,0.0009035040558870663,3.3206411158925633,82.44847398601759,13.300268049825272,37.892792720750705,0.7422785190325183,3.528880324172777,2.8122115729544954
5.78,0.04368344585273504,0.2818478935346035,0.0009006875932187129,3.326315364727999,82.44321397122197,13.276519028326865,37.87955105123386,0.7399304309170256,3.5274964667485578,2.809301328772647
5.79,0.04369521516829726,0.28225144930491725,0.0008978930473695231,3.3319841868450477,82.43781920472462,13.252851324115854,37.86633394075487,0.737599281733484,3.5261145825118505,2.806392506051698
5.8,0.04370702044800264,0.2826549296741828,0.0008951201695560811,3.3376475867500583,82.43229061705676,13.22926471853881,37.85314132727536,0.7352849214729009,3.5247346779012405,2.8034851199589585
5.8100000000000005,0.04371886140094075,0.2830583309285078,0.000892368780955661,3.343305568943665,82.42662913441514,13.205758994271777,37.839973148927356,0.7329872003349368,3.5233567593579784,2.8005791855593825
5.82,0.04373073773423539,0.2834616493654941,0.0008896386778675734,3.348958137956818,82.42083567761895,13.182333933026632,37.82682934403923,0.7307059705169917,3.5219808331263267,2.797674717723074
5.83,0.043742649156939865,0.28386488129411885,0.0008869296581062392,3.3546052983402603,82.4149111624358,13.15898931621483,37.81370985112774,0.7284410856911039,3.520606905311833,2.79477173115372
5.84,0.043754595380009205,0.28426802303476706,0.0008842415209239954,3.360247054664166,82.4088564996086,13.135724924965455,37.80061460889747,0.7261924009857034,3.519234981883283,2.7918702403906184
5.8500000000000005,0.04376657611627245,0.28467107091926486,0.0008815740669338999,3.3658834115177805,82.4026725948826,13.112540540143234,37.787543556240294,0.7239597729673652,3.5178650686746584,2.7889702598107093
5.86,0.043778591080512505,0.28507402129090587,0.000878927098734476,3.371514373509223,82.39636034902733,13.089435942356292,37.774496632234715,0.7217430596307246,3.516497171386197,2.786071803629052
5.87,0.0437906400034152,0.2854768705036658,0.0008763005119942904,3.3771399452864737,82.3899206572112,13.066410910637655,37.76147377613084,0.7195421214402933,3.5151312954702383,2.7831748856992804
5.88,0.04380272259650919,0.2858796149242874,0.0008736940668809707,3.3827601314835154,82.3833544106637,13.043465225813216,37.74847492738607,0.7173568186551997,3.5137674464242035,2.7802795200208683
5.89,0.04381483858174087,0.2862822509305792,0.000871107581063193,3.3883749367651785,82.37666249532052,13.020598667689045,37.735500025633925,0.7151870135561403,3.5124056295466337,2.7773857203142307
5.9,0.04382698768304228,0.2866847749119411,0.0008685408748176046,3.393984365813948,82.36984579224298,12.997811015873074,37.72254901069218,0.7130325697897122,3.5110458500089603,2.7744935001439597
5.91,0.043839169626317405,0.28708718326939625,0.0008659937710428642,3.3995884233296225,82.36290517764424,12.97510204979179,37.709621822562326,0.7108933523512277,3.5096881128573463,2.771602872920652
5.92,0.04385138413942837,0.28748947241562334,0.0008634660952736794,3.405187114028978,82.35584152291567,12.95247154870692,37.69671840142898,0.7087692275675274,3.508332423014525,2.7687138519027363
5.93,0.04386363095218172,0.2878916387749888,0.0008609576756948471,3.410780442645429,82.34865569465319,12.929919291732137,37.68383868765932,0.7066600630797937,3.506978785281637,2.765826450198301
5.94,0.043875909795540964,0.2882936787840201,0.0008584683366668367,3.4163684139300767,82.3413485546378,12.907445057762613,37.670982621803894,0.7045657278954726,3.505627204331957,2.7629406807661634
5.95,0.04388822038888791,0.28869558889869396,0.0008559977920261186,3.4219510326741878,82.33392095910949,12.88504862405879,37.65815014461885,0.7024860935076717,3.504277684579248,2.7600565564052055
5.96,0.04390056247464286,0.28909736557471916,0.0008535459355474335,3.4275283036467523,82.32637376084159,12.862729770163156,37.645341197003376,0.7004210307844727,3.502930230542906,2.757174089790198
5.97,0.04391293578820463,0.2894990052847021,0.000851112588983193,3.4331002316480217,82.31870780739035,12.840488274533476,37.632555720052906,0.6983704126354724,3.50158484653462,2.7542932934441344
5.98,0.04392534006657867,0.2899005045132511,0.0008486975745502139,3.4386668214936758,82.3109239416323,12.818323915532616,37.619793655043075,0.6963341132227058,3.500241536750861,2.7514141797485427
5.99,0.04393777504834832,0.29030185975701683,0.0008463007148181218,3.4442280780145076,82.30302300178967,12.796236471443573,37.607054943429205,0.6943120079447982,3.498900305274566,2.748536760945299
6.0,0.04395024047364605,0.29070306752473335,0.0008439218325977527,3.4497840060561167,82.29500582145587,12.774225720484461,37.594339526845744,0.6923039734211164,3.497561156076818,2.7456610491384366
6.01,0.043962736084124744,0.29110412433725874,0.0008415607508295545,3.455334610478593,82.28687322962091,12.752291440823528,37.58164734710573,0.690309887475921,3.4962240930185304,2.7427870562959633
6.0200000000000005,0.043975261625490175,0.2915050267260108,0.0008392173112103493,3.4608798961590694,82.27862605060227,12.73043341041744,37.568978346198094,0.6883296292639786,3.4948891198381062,2.7399147942181394
6.03,0.04398781686585194,0.2919057712214918,0.0008368915085520826,3.466419868011946,82.27026510339158,12.708651405758108,37.556332466271655,0.6863630802698578,3.4935562400525044,2.7370442742986536
6.04,0.04400040153981835,0.29230635438833963,0.0008345830818651199,3.4719545309261433,82.26179120374356,12.686945205743102,37.54370964968163,0.6844101212059261,3.4922254572648073,2.734175508258
6.05,0.0440130153984767,0.29270677279403423,0.0008322918801246973,3.4774838898206686,82.25320516235463,12.665314588240088,37.53110983894695,0.6824706347585918,3.490896774892137,2.7313085074905477
6.0600000000000005,0.04402565819476734,0.2931070230180845,0.0008300177553625525,3.483007949627997,82.24450778542749,12.643759331109026,37.51853297676208,0.6805445047662243,3.4895701962472465,2.7284432832574645
6.07,0.04403832968348136,0.29350710165205257,0.0008277605627488292,3.4885267152937836,82.23569987469546,12.622279212215364,37.50597900599637,0.678631616204768,3.4882457245400587,2.7255798466881886
6.08,0.044051029621258314,0.29390700529957764,0.0008255201606739785,3.4940401917765866,82.2267822274471,12.600874009443196,37.493447869693576,0.6767318551733535,3.486923362879202,2.72271820878189
6.09,0.044063757766583916,0.29430673057640055,0.0008232964108306632,3.4995483840475834,82.21775563655056,12.579543500708462,37.48093951107123,0.6748451088799114,3.485603114273548,2.7198583804089407
6.1000000000000005,0.04407651387718725,0.2947062741116968,0.0008210891583476544,3.5050512970938046,82.20862089034834,12.558287463755162,37.46845387352366,0.6729712658028638,3.4842849816129338,2.7170003723139304
6.11,0.04408929770031487,0.2951056325529969,0.0008188981572835863,3.510548935931003,82.19937877219652,12.537105675357289,37.45599090063458,0.6711102163351209,3.482968967591866,2.7141441951229357
6.12,0.04410210900733667,0.29550480254878486,0.0008167233361819314,3.516041305556565,82.1900300622162,12.515997914219389,37.443550536129614,0.6692618504263842,3.481655074988077,2.7112898593243413
6.13,0.044114947561585155,0.2959037807647146,0.000814564551471101,3.5215284109927216,82.1805755357132,12.494963958306743,37.43113272391931,0.6674260597461996,3.480343306406654,2.7084373752894884
6.140000000000001,0.04412781312789968,0.29630256387882686,0.000812421660776577,3.527010257273357,82.17101596367904,12.474003585655026,37.41873740808568,0.6656027370231726,3.4790336643579876,2.7055867532684488
6.15,0.0441407054726061,0.2967011485815829,0.0008102945228636049,3.5324868494437456,82.16135211281431,12.453116574381983,37.40636453288164,0.6637917760318106,3.477726151259167,2.7027380033915023
6.16,0.04415362436349627,0.29709953157589747,0.0008081829975798852,3.5379581925603,82.15158474555238,12.432302702699081,37.394014042730454,0.661993071579363,3.476420769435371,2.6998911356706117
6.17,0.04416656956980763,0.29749770957717236,0.0008060869457982675,3.5434242916903105,82.1417146200829,12.411561748923186,37.38168588222523,0.660206519492664,3.475117521121258,2.6970461600009026
6.18,0.04417954086251783,0.29789567931479743,0.0008040062284526977,3.548885151915636,82.13174249021861,12.3908934912493,37.369379996130064,0.65843201680086,3.4738164084391925,2.694203086142447
6.19,0.04419253801493767,0.2982934375350426,0.0008019407047156582,3.554340778340134,82.12166910511371,12.370297707297066,37.35709632938287,0.6566694621036062,3.4725174333555278,2.6913619236834023
6.2,0.044205560799895634,0.2986909809880662,0.0007998902399847643,3.5597911760543743,82.11149521067809,12.349774176242056,37.344834827079616,0.6549187538201552,3.4712205978875383,2.6885226822161905
6.21,0.044218608992437236,0.29908830644062245,0.000797854697998067,3.5652363501694677,82.10122154824766,12.329322676764868,37.33259543448861,0.6531797918671757,3.4699259039048043,2.6856853711689754
6.22,0.04423168236898128,0.29948541067225803,0.0007958339431462307,3.570676305806489,82.09084885501757,12.30894298768717,37.320378097045435,0.6514524771337074,3.4686333531911506,2.682849999858602
6.23,0.044244780707301035,0.299882290475353,0.000793827840410479,3.5761110480962413,82.08037786406493,12.288634887982122,37.308182760352466,0.6497367114690266,3.467342947445915,2.6800165774919726
6.24,0.04425790378650547,0.30027894265516164,0.0007918362553005407,3.581540582179015,82.06980930437155,12.26839815678479,37.296009370178325,0.6480323976705147,3.4660546882852223,2.6771851131674196
6.25,0.04427105138702048,0.3006753640298536,0.0007898590537925952,3.586964913204358,82.05914390084669,12.248232573402555,37.28385787245735,0.6463394394715238,3.464768577243251,2.6743556158760793
6.26,0.044284223293310526,0.30107155142873937,0.0007878961216580496,3.592384046335493,82.04838237415774,12.22813791704651,37.271728213288995,0.6446577417596417,3.4634846157498758,2.6715280944595885
6.2700000000000005,0.0442974192961792,0.3014675016907744,0.000785947380811998,3.597797986753033,82.03752544059037,12.208113966605739,37.2596203389373,0.6429872107595455,3.462202805111942,2.6687025575744894
6.28,0.04431063917590579,0.30186321167575964,0.0007840126700640862,3.6032067396260827,82.0265738132519,12.188160502372774,37.24753419583067,0.6413277526047125,3.460923146659776,2.6658790139620896
6.29,0.0443238827195997,0.30225867825287295,0.0007820918679837019,3.6086103101415605,82.0155282008764,12.168277304285152,37.23546973056099,0.6396792747858832,3.4596456415986587,2.6630574721729263
6.3,0.04433714971580076,0.30265389830427475,0.0007801848547642499,3.614008703494806,82.00438930822452,12.148464152483685,37.22342688988322,0.6380416856865435,3.45837029105649,2.660237940653907
6.3100000000000005,0.044350439954471806,0.30304886872514153,0.0007782915122418723,3.6194019248893623,81.99315783610548,12.128720827321724,37.21140562071487,0.6364148945717532,3.4570970960849614,2.657420427749502
6.32,0.04436375322699136,0.3034435864236991,0.0007764117239141709,3.6247899795367577,81.981834481399,12.109047109374405,37.19940587013546,0.6347988115769716,3.455826057660731,2.6546049417029374
6.33,0.044377089326146237,0.3038380483212561,0.0007745453749589273,3.6301728726562916,81.97041993707722,12.089442779447909,37.18742758538599,0.6331933476968844,3.4545571766865932,2.651791490657385
6.34,0.0443904480452024,0.304232251349516,0.0007726923463176248,3.6355506094803007,81.95891489199167,12.069907618260993,37.175470713871654,0.6315984150477604,3.453290453965157,2.6489800826343877
6.3500000000000005,0.044403829177803944,0.30462619245033384,0.0007708525141105993,3.640923195254505,81.94732003087128,12.050441406420912,37.16353520316162,0.6300139268840942,3.4520258901972234,2.6461707255327336
6.36,0.04441723252193171,0.3050198685874589,0.0007690257751941581,3.646290635214166,81.93563603535554,12.031043925842821,37.151621000974636,0.6284397964104693,3.450763486101261,2.6433634272276283
6.37,0.044430657875483004,0.3054132767335393,0.000767212018763212,3.651652934610156,81.92386358289124,12.011714958189993,37.13972805519393,0.6268759380799697,3.4495032422829417,2.640558195462869
6.38,0.044444105037668706,0.3058064138743022,0.0007654111354139628,3.6570100987003693,81.91200334711259,11.992454285382436,37.12785631386177,0.625322267166206,3.4482451592782133,2.6377550378867323
6.390000000000001,0.04445757380900271,0.3061992770085776,0.0007636230171421869,3.662362132749529,81.90005599786231,11.973261689605035,37.116005725178965,0.6237786997530841,3.4469892375543707,2.634953962053089
6.4,0.0444710639912914,0.3065918631483224,0.0007618475573415196,3.667709042028984,81.88802220121278,11.954136953315672,37.10417623750433,0.6222451527245741,3.445735477511139,2.632154975422521
6.41,0.044484575387623106,0.30698416931864464,0.000760084650801737,3.6730508318165143,81.87590261948714,11.935079859253346,37.092367799354165,0.6207215437544784,3.444483879481747,2.629358085363429
6.42,0.04449810780112253,0.3073761925580082,0.0007583341816424241,3.6783875074021632,81.86369791100839,11.91609019009135,37.08058035940525,0.6192077915966332,3.4432344437005096,2.62656329913372
6.43,0.044511661035478434,0.3077679299181782,0.0007565960285685864,3.6837190740854098,81.851408730239,11.897167728600072,37.06881386649282,0.6177038159437599,3.441987170318501,2.6237706238903864
6.44,0.04452523489860331,0.30815937846370695,0.0007548701007241241,3.6890455371570408,81.83903572861075,11.878312258710018,37.05706826959957,0.6162095365243665,3.440742059504187,2.620980066748373
6.45,0.04453882919809364,0.3085505352726218,0.000753156293443885,3.6943669019210765,81.82657955354797,11.859523564218167,37.04534351786806,0.6147248741943372,3.4394991113216484,2.6181916347104233
6.46,0.04455244374270913,0.30894139743623084,0.0007514545028055783,3.699683173687297,81.81404084881687,11.840801429224276,37.033639560595944,0.6132497505642854,3.438258325772071,2.6154053346916353
6.47,0.04456607834235851,0.3093319620591475,0.0007497646255927911,3.704994357771059,81.80142025454586,11.822145638137973,37.02195634723544,0.6117840879902011,3.437019702794722,2.6126211735205174
6.48,0.04457973280808543,0.30972222625931495,0.0007480865592580034,3.7103004594931166,81.78871840724598,11.803555975685839,37.01029382739286,0.610327809564097,3.4357832422679317,2.6098391579400473
6.49,0.04459340695205425,0.3101121871680308,0.0007464202018856048,3.715601484179437,81.77593593983114,11.78503222691851,36.99865195082806,0.6088808391046568,3.4345489440100727,2.6070592946087285
6.5,0.04460710058954268,0.31050184193148,0.0007447654617431911,3.7208974371672343,81.7630734813389,11.76657417685974,36.98703066745614,0.6074431014545854,3.433316807744878,2.604281590059689
6.51,0.04462081353723781,0.31089118770948954,0.0007431222491707032,3.7261883237995588,81.7501316572031,11.748181610814965,36.97542992734502,0.6060145222129935,3.4320868331324506,2.6015060507370698
6.5200000000000005,0.04463454560927733,0.3112802216725871,0.0007414904576961444,3.7314741494129016,81.737111089863,11.729854315082099,36.963849680710865,0.6045950271231665,3.430859019840338,2.5987326830795583
6.53,0.044648296622895135,0.3116689410062805,0.0007398699910408117,3.736754919354535,81.72401239793884,11.711592075948925,36.952289877923526,0.6031845429282243,3.429633367443938,2.5959614934031086
6.54,0.044662066396468185,0.3120573429096248,0.0007382607538179027,3.7420306389763303,81.71083619654142,11.693394680046103,36.94075046950399,0.6017829970654222,3.4284098754619334,2.59319248794254
6.55,0.044675854749507436,0.3124454245952505,0.0007366626515197982,3.7473013136345914,81.6975830972919,11.675261914353344,36.92923140612385,0.6003903176575743,3.4271885433571825,2.5904256728524873
6.5600000000000005,0.04468966150264875,0.31283318328939186,0.0007350755905053452,3.7525669486898914,81.68425370834123,11.657193566205594,36.917732638604846,0.5990064335044768,3.4259693705376075,2.5876610542083514
6.57,0.044703486477643814,0.3132206162319153,0.0007334994779871398,3.7578275495069033,81.67084863438976,11.639189423299221,36.906254117918344,0.5976312740743311,3.424752356357085,2.5848986380072527
6.58,0.04471732949824395,0.3136077206744016,0.0007319342294822781,3.7630831214620306,81.65736847630434,11.62124927325486,36.89479579519054,0.5962647698803153,3.4235375000754824,2.5821384301207337
6.59,0.0447311903890743,0.31399449388260814,0.0007303797594650099,3.7683336699334937,81.64381383164125,11.603372904178077,36.883357621694806,0.5949068519902986,3.4223248009106415,2.5793804363560517
6.6000000000000005,0.04474506897466438,0.3143809331385914,0.0007288359733263358,3.7735792002927875,81.63018529509884,11.585560105142386,36.87193954884508,0.5935574516039979,3.421114258083208,2.576624662509025
6.61,0.04475896508136456,0.31476703573653725,0.0007273027834567695,3.7788197179213143,81.61648345766899,11.567810665239376,36.86054152820764,0.5922165008750028,3.4199058707294214,2.5738711142609385
6.62,0.044772878536621694,0.31515279898434895,0.0007257801032548882,3.7840552282039823,81.60270890697909,11.550124373940012,36.84916351149607,0.5908839325936672,3.4186996379347296,2.571119797218138
6.63,0.04478680916897136,0.31553822020367234,0.0007242678471253656,3.789285736529047,81.5888622273111,11.532501021100186,36.83780545057072,0.5895596801790881,3.4174955587346187,2.5683707169129186
