t,M2T2,M2C1,MT1T2,MT1T2M2proMT1,MT1C1,M2,MT1,M2_p,T2,C1_D,C1,MT1_cat,MT1_t,MT1T2M2pro,MT1T2_star,M2T2_star
4.5,-1.0395580887723906e-12,8.25512075218267e-06,2.2648487653484195e-09,5.097693653931674e-10,4.374435134441673e-08,2.4585863702613614e-07,2.786308022416877e-06,2.28277036598688e-14,5.6459860336309485e-11,1.7528386016948872e-07,2.9258510363497578e-06,6.912303096903955e-08,6.912303096903955e-08,2.1042135303406274e-12,4.8103593372528777e-11,6.269753633910433e-09
4.51,-1.4844498050087556e-12,8.254594671558931e-06,2.2640150021717783e-09,5.096630109437113e-10,4.3394855055240686e-08,2.463845921285993e-07,2.7864409040678324e-06,2.2926629892485432e-14,5.70662573966971e-11,1.7565617634026044e-07,2.9263542970920528e-06,6.934058582361512e-08,6.934058582361512e-08,2.1085258187881286e-12,4.820553660730421e-11,6.270425990712986e-09
4.5200000000000005,-1.871243997071548e-12,8.254068669171851e-06,2.2632209766102624e-09,5.095566790969853e-10,4.305080934403301e-08,2.4691041742092557e-07,2.7865682413027796e-06,2.3025758688580116e-14,5.7581364906714134e-11,1.7602845817676425e-07,2.926852063353986e-06,6.955819475624033e-08,6.955819475624033e-08,2.112836574911071e-12,4.830745856911066e-11,6.271091802124862e-09
4.53,-1.941043587738731e-12,8.253542747481519e-06,2.2626415340237026e-09,5.094503698974193e-10,4.2723152329402756e-08,2.4743589631603867e-07,2.7866787284842554e-06,2.3125090988822152e-14,5.761621080573033e-11,1.7640068428958607e-07,2.9273334159462833e-06,6.977605044047606e-08,6.977605044047606e-08,2.1171457694564093e-12,4.840935924183052e-11,6.271706297754356e-09
4.54,-2.0033198740787526e-12,8.253016903497169e-06,2.2620676957304596e-09,5.093440832806686e-10,4.239869675050605e-08,2.479612876566294e-07,2.7867859939823063e-06,2.322462550746613e-14,5.763562534697603e-11,1.767728804740013e-07,2.9278115193252684e-06,6.99939207457335e-08,6.99939207457335e-08,2.1214534387728847e-12,4.851123865474567e-11,6.272323097345023e-09
4.55,-2.0577906387698194e-12,8.252491137198685e-06,2.2614996622557784e-09,5.09237819241669e-10,4.20774033705791e-08,2.484865911822296e-07,2.7868900774509216e-06,2.3324362172134267e-14,5.763912741296537e-11,1.7714504681023148e-07,2.928286412667603e-06,7.021180505426705e-08,7.021180505426705e-08,2.1257595834571012e-12,4.861309681239587e-11,6.272942199271678e-09
4.5600000000000005,-2.1041736644901348e-12,8.251965448565942e-06,2.260937634124906e-09,5.091315777753568e-10,4.17592329528581e-08,2.490118066323713e-07,2.7869910185440908e-06,2.3424300910448786e-14,5.7626235886212496e-11,1.7751718337849806e-07,2.928758135149949e-06,7.042970274833109e-08,7.042970274833109e-08,2.1300642041056636e-12,4.871493371932087e-11,6.273563601909137e-09
4.57,-2.1421867339178955e-12,8.251439837578825e-06,2.260381811863087e-09,5.090253588766677e-10,4.144414626057931e-08,2.495369337465864e-07,2.7870888569158033e-06,2.3524441650031886e-14,5.7596469649231545e-11,1.7788929025902255e-07,2.9292267259489697e-06,7.064761321017996e-08,7.064761321017996e-08,2.1343673013151764e-12,4.881674938006041e-11,6.274187303632216e-09
4.58,-2.171547629731305e-12,8.250914304217212e-06,2.2598323959955678e-09,5.089191625405379e-10,4.113210405697892e-08,2.5006197226440674e-07,2.787183632220048e-06,2.3624784318505795e-14,5.754934758453665e-11,1.7826136753202644e-07,2.9296922242413263e-06,7.086553582206806e-08,7.086553582206806e-08,2.1386688756822434e-12,4.8918543799154244e-11,6.2748133028157286e-09
4.59,-2.1919741346085728e-12,8.25038884846098e-06,2.2592895870475943e-09,5.088129887619035e-10,4.082306710529313e-08,2.505869219253644e-07,2.7872753841108144e-06,2.372532884349272e-14,5.748438857464195e-11,1.7863341527773126e-07,2.930154669203682e-06,7.108346996624972e-08,7.108346996624972e-08,2.14296892780347e-12,4.9020316981142115e-11,6.275441597834491e-09
4.6000000000000005,-2.2031840312279056e-12,8.249863470290015e-06,2.258753585544412e-09,5.087068375357003e-10,4.0516996168758136e-08,2.511117824689912e-07,2.787364152242092e-06,2.3826075152614897e-14,5.7401111502061595e-11,1.7900543357635853e-07,2.9306141000126986e-06,7.130141502497938e-08,7.130141502497938e-08,2.1472674582754607e-12,4.912206893056379e-11,6.276072187063319e-09
4.61,-2.2048951022675004e-12,8.249338169684194e-06,2.2582245920112666e-09,5.086007088568645e-10,4.02138520106102e-08,2.516365536348191e-07,2.78744997626787e-06,2.3927023173494515e-14,5.729903524930972e-11,1.793774225081297e-07,2.931070555845038e-06,7.151937038051135e-08,7.151937038051135e-08,2.151564467694819e-12,4.922379965195899e-11,6.276705068877027e-09
4.62,-2.196825130405562e-12,8.248812946623396e-06,2.257702806973404e-09,5.08494602720332e-10,3.99135953940855e-08,2.5216123516238006e-07,2.787532895842138e-06,2.4028172833753803e-14,5.717767869890047e-11,1.7974938215326628e-07,2.931524075877363e-06,7.173733541510002e-08,7.173733541510002e-08,2.1558599566581497e-12,4.932550914986748e-11,6.2773402416504305e-09
4.63,-2.1786918983203017e-12,8.248287801087503e-06,2.2571884309560702e-09,5.083885191210389e-10,3.9616187082420255e-08,2.52685826791206e-07,2.787612950618885e-06,2.4129524061014975e-14,5.703656073334798e-11,1.8012131259198981e-07,2.931974699286336e-06,7.195530951099978e-08,7.195530951099978e-08,2.160153925762058e-12,4.9427197428829023e-11,6.277977703758344e-09
4.64,-2.150213188689915e-12,8.247762733056392e-06,2.2566816644845105e-09,5.082824580539213e-10,3.932158783885068e-08,2.532103282608288e-07,2.7876901802521003e-06,2.4231076782900247e-14,5.6875200235166385e-11,1.8049321390452177e-07,2.932422465248619e-06,7.217329205046499e-08,7.217329205046499e-08,2.1644463756031476e-12,4.952886449338334e-11,6.278617453575585e-09
4.65,-2.111106784192608e-12,8.247237742509948e-06,2.2561827080839708e-09,5.08176419513915e-10,3.9029758426612956e-08,2.5373473931078054e-07,2.7877646243957734e-06,2.4332830927031843e-14,5.669311608686981e-11,1.8086508617108368e-07,2.9328674129408743e-06,7.239128241575004e-08,7.239128241575004e-08,2.168737306778024e-12,4.963051034807021e-11,6.279259489476967e-09
4.66,-2.0610904675065877e-12,8.246712829428046e-06,2.255691762279697e-09,5.080704034959562e-10,3.874065960894334e-08,2.5425905968059296e-07,2.7878363227038933e-06,2.4434786421031965e-14,5.6489827170972436e-11,1.81236929471897e-07,2.933309581539764e-06,7.260927998910926e-08,7.260927998910926e-08,2.1730267198832904e-12,4.973213499742936e-11,6.279903809837305e-09
4.67,-1.9998820213100556e-12,8.24618799379057e-06,2.255209027596935e-09,5.079644099949811e-10,3.8454252149078026e-08,2.547832891097981e-07,2.7879053148304498e-06,2.4536943192522833e-14,5.626485236998838e-11,1.8160874388718322e-07,2.9337490102219507e-06,7.282728415279705e-08,7.282728415279705e-08,2.177314615515552e-12,4.9833738446000545e-11,6.280550413031416e-09
4.68,-1.9271992282812184e-12,8.245663235577398e-06,2.2547347045609304e-09,5.078584390059253e-10,3.8170496810253225e-08,2.553074273379279e-07,2.7879716404294316e-06,2.4639301169126662e-14,5.601771056643178e-11,1.819805294971639e-07,2.934185738164096e-06,7.304529428906778e-08,7.304529428906778e-08,2.1816009942714133e-12,4.993532069832352e-11,6.281199297434113e-09
4.69,-1.842759871098271e-12,8.24513855476841e-06,2.2542689936969284e-09,5.07752490523725e-10,3.788935435570512e-08,2.5583147410451427e-07,2.788035339154829e-06,2.4741860278465685e-14,5.574792064281675e-11,1.8235228638206059e-07,2.9346198045428635e-06,7.326330978017584e-08,7.326330978017584e-08,2.1858858567474788e-12,5.003688175893803e-11,6.2818504614202134e-09
4.7,-1.7462817324394285e-12,8.244613951343486e-06,2.253812095530176e-09,5.076465645433164e-10,3.7610785548669985e-08,2.563554291490891e-07,2.7880964506606303e-06,2.484462044816209e-14,5.545500148165749e-11,1.8272401462209465e-07,2.935051248534914e-06,7.348133000837557e-08,7.348133000837557e-08,2.1901692035403525e-12,5.0138421632383825e-11,6.282503903364532e-09
4.71,-1.6374825949828922e-12,8.244089425282508e-06,2.253364210585918e-09,5.075406610596352e-10,3.7334751152383987e-08,2.5687929221118435e-07,2.7881550146008254e-06,2.4947581605838104e-14,5.5138471965468104e-11,1.8309571429748764e-07,2.935480109316911e-06,7.369935435592134e-08,7.369935435592134e-08,2.194451035246639e-12,5.0239940323200646e-11,6.283159621641883e-09
4.72,-1.516080241406864e-12,8.243564976565352e-06,2.2529255393894005e-09,5.074347800676178e-10,3.706121193008335e-08,2.57403063030332e-07,2.788211070629403e-06,2.505074367911595e-14,5.479785097676274e-11,1.8346738548846111e-07,2.9359064260655154e-06,7.391738220506755e-08,7.391738220506755e-08,2.198731352462943e-12,5.0341437835928254e-11,6.283817614627083e-09
4.73,-1.3817924543895374e-12,8.243040605171903e-06,2.2524962824658695e-09,5.073289215622e-10,3.6790128645004255e-08,2.5792674134606396e-07,2.7882646584003535e-06,2.5154106595617844e-14,5.4432657398055494e-11,1.8383902827523656e-07,2.936330237957391e-06,7.413541293806858e-08,7.413541293806858e-08,2.2030101557858695e-12,5.0442914175106405e-11,6.284477880694946e-09
4.74,-1.2343370166091385e-12,8.242516311082037e-06,2.2520766403405704e-09,5.072230855383178e-10,3.652146206038297e-08,2.584503268979121e-07,2.7883158175676655e-06,2.5257670282965985e-14,5.4042410111860575e-11,1.842106427380354e-07,2.9367515841691988e-06,7.435344593717875e-08,7.435344593717875e-08,2.2072874458120222e-12,5.0544369345274826e-11,6.285140418220288e-09
4.75,-1.0734317107438608e-12,8.241992094275636e-06,2.251666813538749e-09,5.071172719909072e-10,3.6255172939455675e-08,2.589738194254084e-07,2.788364587785328e-06,2.5361434668782605e-14,5.3626628000692097e-11,1.8458222895707921e-07,2.937170503877602e-06,7.457148058465247e-08,7.457148058465247e-08,2.2115632231380057e-12,5.064580335097328e-11,6.285805225577925e-09
4.76,-8.98794319471906e-13,8.24146795473258e-06,2.251267002585651e-09,5.070114809149044e-10,3.599122204545858e-08,2.5949721866808483e-07,2.7884110087073313e-06,2.5465399680689912e-14,5.318482994706419e-11,1.8495378701258948e-07,2.937587036259262e-06,7.478951626274412e-08,7.478951626274412e-08,2.2158374883604247e-12,5.074721619674151e-11,6.286472301142671e-09
4.7700000000000005,-7.10142625471463e-13,8.240943892432748e-06,2.2508774080065223e-09,5.069057123052453e-10,3.572957014162789e-08,2.600205243654733e-07,2.788455119987664e-06,2.556956524631013e-14,5.271653483349097e-11,1.8532531698478772e-07,2.9380012204908415e-06,7.500755235370806e-08,7.500755235370806e-08,2.220110242075884e-12,5.0848607887119284e-11,6.287141643289342e-09
4.78,-5.071944114207705e-13,8.240419907356022e-06,2.2504982303266088e-09,5.067999661568661e-10,3.547017799119985e-08,2.6054373625710566e-07,2.7884969612803153e-06,2.5673931293265468e-14,5.222126154248663e-11,1.856968189538954e-07,2.938413095749003e-06,7.522558823979864e-08,7.522558823979864e-08,2.2243814848809874e-12,5.094997842664633e-11,6.287813250392753e-09
4.79,-2.8966745999801257e-13,8.23989599948228e-06,2.250129670071156e-09,5.066942424647025e-10,3.521300635741064e-08,2.6106685408251394e-07,2.788536572239275e-06,2.577849774917814e-14,5.16985289565653e-11,1.8606829300013404e-07,2.9388227012104087e-06,7.544362330327027e-08,7.544362330327027e-08,2.2286512173723395e-12,5.10513278198624e-11,6.288487120827719e-09
4.8,-5.727955388139728e-14,8.239372168791402e-06,2.2497719277654103e-09,5.065885412236908e-10,3.4958016003496485e-08,2.6158987758123e-07,2.7885739925185328e-06,2.588326454167036e-14,5.1147855958241094e-11,1.8643973920372514e-07,2.9392300760517207e-06,7.566165692637729e-08,7.566165692637729e-08,2.232919440146545e-12,5.115265607130725e-11,6.2891632529690565e-09
4.8100000000000005,1.902515242508995e-13,8.23884841526327e-06,2.249425203934617e-09,5.064828624287668e-10,3.4705167692693574e-08,2.621128064927859e-07,2.7886092617720768e-06,2.5988231598364364e-14,5.056876143002812e-11,1.8681115764489023e-07,2.939635259449601e-06,7.58796884913741e-08,7.58796884913741e-08,2.2371861538002086e-12,5.1253963185520634e-11,6.28984164519158e-09
4.82,4.5320799172062273e-13,8.238324738877763e-06,2.249089699104021e-09,5.063772060748667e-10,3.445442218823816e-08,2.626356405567134e-07,2.7886424196538973e-06,2.6093398846882337e-14,4.9960764254440604e-11,1.8718254840385077e-07,2.9400382905807127e-06,7.609771738051506e-08,7.609771738051506e-08,2.2414513589299344e-12,5.135524916704228e-11,6.290522295870104e-09
4.83,7.318720658495958e-13,8.23780113961476e-06,2.2487656137988695e-09,5.062715721569265e-10,3.4205740253366426e-08,2.6315837951254454e-07,2.788673505817983e-06,2.6198766214846516e-14,4.932338331399264e-11,1.8755391156082828e-07,2.9404392086217173e-06,7.631574297605452e-08,7.631574297605452e-08,2.2457150561323267e-12,5.145651402041196e-11,6.291205203379445e-09
4.84,1.0265259639596129e-12,8.237277617454144e-06,2.248453148544408e-09,5.061659606698822e-10,3.395908265131459e-08,2.6368102309981123e-07,2.7887025599183236e-06,2.6304333629879108e-14,4.865613749119838e-11,1.8792524719604425e-07,2.9408380527492776e-06,7.653376466024689e-08,7.653376466024689e-08,2.2499772460039903e-12,5.155775775016942e-11,6.291890366094417e-09
4.8500000000000005,1.3374519033724965e-12,8.236754172375792e-06,2.2481525038658814e-09,5.060603716086698e-10,3.3714410145318844e-08,2.642035710580454e-07,2.7887296216089085e-06,2.6410101019602343e-14,4.7958545668571886e-11,1.882965553897202e-07,2.941234862140055e-06,7.675178181534654e-08,7.675178181534654e-08,2.2542379291415305e-12,5.16589803608544e-11,6.292577782389837e-09
4.86,1.6649321014099894e-12,8.236230804359584e-06,2.2478638802885364e-09,5.059548049682254e-10,3.3471683498615445e-08,2.64726023126779e-07,2.788754730543727e-06,2.6516068311638413e-14,4.723012672862742e-11,1.8866783622207763e-07,2.941629675970713e-06,7.696979382360781e-08,7.696979382360781e-08,2.25849710614155e-12,5.176018185700665e-11,6.293267450640519e-09
4.87,2.009248775393914e-12,8.235707513385401e-06,2.2475874783376185e-09,5.058492607434849e-10,3.323086347444057e-08,2.6524837904554387e-07,2.7887779263767684e-06,2.662223543360955e-14,4.647039955387908e-11,1.8903908977333802e-07,2.9420225334179128e-06,7.718780006728509e-08,7.718780006728509e-08,2.2627547776006544e-12,5.186136224316592e-11,6.293959369221278e-09
4.88,2.370684142646067e-12,8.235184299433125e-06,2.247323498538373e-09,5.057437389293844e-10,3.2991910836030446e-08,2.6577063855387205e-07,2.7887992487620214e-06,2.6728602313137963e-14,4.567888302684098e-11,1.8941031612372288e-07,2.942413473658317e-06,7.740579992863275e-08,7.740579992863275e-08,2.2670109441154482e-12,5.196252152387197e-11,6.294653536506931e-09
4.89,2.749520420488243e-12,8.234661162482633e-06,2.247072141416046e-09,5.056382395208599e-10,3.2754786346621277e-08,2.662928013912955e-07,2.788818737353476e-06,2.683516887784587e-14,4.4855096030027283e-11,1.8978151535345376e-07,2.9428025358685882e-06,7.762379278990516e-08,7.762379278990516e-08,2.271265606282536e-12,5.2063659703664535e-11,6.295349950872292e-09
4.9,3.146039826242276e-12,8.234138102513808e-06,2.246833607495884e-09,5.055327625128475e-10,3.251945076944925e-08,2.6681486729734606e-07,2.7888364318051218e-06,2.69419350553555e-14,4.399855744595204e-11,1.901526875427521e-07,2.9431897592253885e-06,7.784177803335673e-08,7.784177803335673e-08,2.2755187646985217e-12,5.216477678708338e-11,6.296048610692176e-09
4.91,3.56052457722989e-12,8.233615119506526e-06,2.2466080973031312e-09,5.054273079002831e-10,3.228586486775063e-08,2.673368360115556e-07,2.788852371770947e-06,2.7048900773289048e-14,4.310878615712954e-11,1.9052383277183944e-07,2.94357518290538e-06,7.805975504124177e-08,7.805975504124177e-08,2.27977041996001e-12,5.226587277866824e-11,6.296749514341399e-09
4.92,3.993256890772915e-12,8.23309221344067e-06,2.246395811363035e-09,5.053218756781029e-10,3.205398940476159e-08,2.6785870727345626e-07,2.788866596904942e-06,2.7156065959268735e-14,4.218530104607386e-11,1.9089495112093724e-07,2.943958846085225e-06,7.827772319581468e-08,7.827772319581468e-08,2.2840205726636055e-12,5.2366947682958866e-11,6.2974526601947765e-09
4.93,4.4445189841931496e-12,8.232569384296119e-06,2.24619695020084e-09,5.052164658412427e-10,3.1823785143718365e-08,2.6838048082257976e-07,2.788879146861096e-06,2.7263430540916782e-14,4.1227620995299125e-11,1.9126604267026702e-07,2.944340787941586e-06,7.849568187932982e-08,7.849568187932982e-08,2.2882692234059126e-12,5.2468001504495016e-11,6.298158046627123e-09
4.94,4.914593074812429e-12,8.232046632052754e-06,2.246011714341792e-09,5.051110783846387e-10,3.1595212847857124e-08,2.6890215639845824e-07,2.7888900612933978e-06,2.737099444585541e-14,4.023526488731939e-11,1.9163710750005035e-07,2.9447210476511254e-06,7.871363047404161e-08,7.871363047404161e-08,2.292516372783536e-12,5.256903424781644e-11,6.298865672013255e-09
4.95,5.403761379952469e-12,8.231523956690455e-06,2.245840304311138e-09,5.050057133032268e-10,3.136823328041413e-08,2.6942373374062346e-07,2.7888993798558367e-06,2.747875760170682e-14,3.9207751604648975e-11,1.9200814569050862e-07,2.9450996643905047e-06,7.893156836220437e-08,7.893156836220437e-08,2.2967620213930797e-12,5.267004591746287e-11,6.299575534727986e-09
4.96,5.912306116935105e-12,8.2310013581891e-06,2.2456829206341227e-09,5.04900370591943e-10,3.114280720462558e-08,2.699452125886074e-07,2.7889071422024023e-06,2.7586719936093235e-14,3.814460002980194e-11,1.923791573218634e-07,2.945476677336387e-06,7.914949492607248e-08,7.914949492607248e-08,2.3010061698311486e-12,5.277103651797407e-11,6.300287633146132e-09
4.97,6.4405095030821324e-12,8.230478836528573e-06,2.2455397638359916e-09,5.047950502457236e-10,3.0918895383727673e-08,2.70466592681942e-07,2.7889133879870844e-06,2.769488137663687e-14,3.7045329045292406e-11,1.927501424743362e-07,2.945852125665434e-06,7.936740954790032e-08,7.936740954790032e-08,2.305248818694347e-12,5.287200605388978e-11,6.301001965642509e-09
4.98,6.988653755715398e-12,8.22995639168875e-06,2.2454110344419916e-09,5.046897522595043e-10,3.069645858095661e-08,2.709878737601592e-07,2.7889181568638714e-06,2.7803241850959953e-14,3.590945753363442e-11,1.9312110122814848e-07,2.9462260485543084e-06,7.95853116099423e-08,7.95853116099423e-08,2.30948996857928e-12,5.297295452974977e-11,6.301718530591931e-09
4.99,7.5570210921566e-12,8.229434023649513e-06,2.2452969329773674e-09,5.045844766282214e-10,3.047545755954864e-08,2.715090555627909e-07,2.788921488486753e-06,2.7911801286684677e-14,3.473650437734233e-11,1.9349203366352176e-07,2.946598485179672e-06,7.980320049445272e-08,7.980320049445272e-08,2.313729620082551e-12,5.3073881950093766e-11,6.3024373263692155e-09
5.0,7.835828969505265e-12,8.22891173436811e-06,2.2449478659678428e-09,5.04479223424973e-10,3.026853257779331e-08,2.720304643607878e-07,2.7889107849012615e-06,2.8020560468487954e-14,3.4104290843508814e-11,1.938629150348197e-07,2.9469568180716143e-06,8.002128349083703e-08,8.002128349083703e-08,2.317967743152726e-12,5.317478827109001e-11,6.303139907761709e-09
5.01,7.780505945417892e-12,8.228389524110461e-06,2.2443278989872654e-09,5.043739926560023e-10,3.007747860206376e-08,2.725521471293918e-07,2.788884257617522e-06,2.812951944797266e-14,3.409599246212664e-11,1.9423374183097993e-07,2.947299255508899e-06,8.023959005699116e-08,8.023959005699116e-08,2.3222043339528953e-12,5.327567349028087e-11,6.303823605113217e-09
5.0200000000000005,7.72398951797004e-12,8.227867390735015e-06,2.243705225908406e-09,5.04268784232388e-10,2.988865310516174e-08,2.7307375328647745e-07,2.7888555046416127e-06,2.8238677233263557e-14,3.409069210755283e-11,1.9460454076682995e-07,2.9476394154454613e-06,8.045789652043848e-08,8.045789652043848e-08,2.326439425960639e-12,5.337653766410185e-11,6.3045082041383445e-09
5.03,7.66631353272063e-12,8.22734533422324e-06,2.24307984716355e-09,5.041635981491289e-10,2.970202700700347e-08,2.7359528283313854e-07,2.788824555504396e-06,2.834803375266937e-14,3.4088371900957335e-11,1.9497531190270488e-07,2.9479773269195857e-06,8.067620242997357e-08,8.067620242997357e-08,2.3306730197480117e-12,5.347738079705394e-11,6.305193688438003e-09
5.04,7.60751183522857e-12,8.226823354556594e-06,2.2424517631849814e-09,5.040584344012237e-10,2.9517571227505108e-08,2.7411673577046915e-07,2.7887914397367334e-06,2.8457588934498845e-14,3.408901396351009e-11,1.953460552989399e-07,2.9483130189695565e-06,8.089450733439108e-08,8.089450733439108e-08,2.3349051158870673e-12,5.3578202893638145e-11,6.305880041613108e-09
5.05,7.547618271052772e-12,8.226301451716546e-06,2.2418209744049853e-09,5.039532929836708e-10,2.933525668658283e-08,2.746381120995634e-07,2.788756186869487e-06,2.8567342707060735e-14,3.4092600416381056e-11,1.9571677101587027e-07,2.948646520633659e-06,8.111281078248564e-08,8.111281078248564e-08,2.3391357149498606e-12,5.367900395835546e-11,6.3065672472645725e-09
5.0600000000000005,7.486666685752145e-12,8.225779625684555e-06,2.241187481255846e-09,5.03848173891469e-10,2.915505430415281e-08,2.751594118215152e-07,2.788718826433518e-06,2.867729499866378e-14,3.409911338074015e-11,1.9608745911383122e-07,2.948977860950177e-06,8.133111232305192e-08,8.13311123230519e-08,2.3433648175084467e-12,5.3779783995706906e-11,6.307255288993309e-09
5.07,7.424690924885611e-12,8.22525787644209e-06,2.240551284169848e-09,5.037430771196168e-10,2.8976935000131245e-08,2.756806349374186e-07,2.788679387959689e-06,2.878744573761672e-14,3.410853497775733e-11,1.9645811965315783e-07,2.9493070689573964e-06,8.154941150488448e-08,8.154941150488448e-08,2.347592424134879e-12,5.388054301019347e-11,6.307944150400232e-09
5.08,7.361724834012078e-12,8.224736203970612e-06,2.239912383579276e-09,5.03638002663113e-10,2.8800869694434313e-08,2.762017814483675e-07,2.7886379009788615e-06,2.88977948522283e-14,3.4120847328602544e-11,1.968287526941854e-07,2.9496341736936004e-06,8.1767707876778e-08,8.1767707876778e-08,2.3518185354012117e-12,5.398128100631616e-11,6.3086338150862535e-09
5.09,7.29780225869046e-12,8.224214608251584e-06,2.239270779916415e-09,5.035329505169562e-10,2.8626829306978184e-08,2.7672285135545613e-07,2.7885943950218975e-06,2.900834227080727e-14,3.413603255444573e-11,1.9719935829724905e-07,2.949959204197075e-06,8.198600098752709e-08,8.198600098752709e-08,2.3560431518795e-12,5.4081997988575975e-11,6.3093242666522885e-09
5.1000000000000005,7.23295704447966e-12,8.223693089266474e-06,2.238626473613549e-09,5.034279206761448e-10,2.845478475767902e-08,2.772438446597784e-07,2.788548899619659e-06,2.911908792166237e-14,3.415407277645683e-11,1.9756993652268407e-07,2.950282189506104e-06,8.220429038592641e-08,8.220429038592641e-08,2.3602662741417988e-12,5.4182693961473926e-11,6.3100154886992495e-09
5.11,7.167223036938606e-12,8.223171646996742e-06,2.237979465102964e-09,5.033229131356778e-10,2.8284706966453042e-08,2.777647613624283e-07,2.7885014443030076e-06,2.923003173310234e-14,3.417495011580578e-11,1.9794048743082558e-07,2.9506031586589726e-06,8.242257562077057e-08,8.242257562077057e-08,2.3644879027601613e-12,5.4283368929510995e-11,6.310707464828051e-09
5.12,7.100634081626204e-12,8.222650281423856e-06,2.237329754816943e-09,5.032179278905536e-10,2.8116566853216404e-08,2.782856014644998e-07,2.788452058602805e-06,2.934117363343593e-14,3.4198646693662536e-11,1.983110110820088e-07,2.950922140693965e-06,8.26408562408542e-08,8.26408562408542e-08,2.3687080383066425e-12,5.43840228971882e-11,6.311400178639605e-09
5.13,7.033224024101366e-12,8.222128992529274e-06,2.2366773431877708e-09,5.031129649357709e-10,2.7950335337885287e-08,2.78806364967087e-07,2.7884007720499132e-06,2.945251355097187e-14,3.4225144631197036e-11,1.9868150753656895e-07,2.9512391646493664e-06,8.285913179497193e-08,8.285913179497193e-08,2.372926681353297e-12,5.448465586900654e-11,6.312093613734825e-09
5.14,6.965026709923006e-12,8.221607780294466e-06,2.236022230647733e-09,5.030080242663283e-10,2.778598334037588e-08,2.7932705187128387e-07,2.7883476141751946e-06,2.956405141401893e-14,3.4254426049579216e-11,1.9905197685484118e-07,2.9515542595634607e-06,8.307740183191841e-08,8.307740183191841e-08,2.377143832472179e-12,5.458526784946702e-11,6.312787753714626e-09
5.15,6.896075984650029e-12,8.221086644700893e-06,2.2353644176291133e-09,5.029031058772245e-10,2.762348178060434e-08,2.798476621781845e-07,2.78829261450951e-06,2.967578715088584e-14,3.428647306997904e-11,1.9942241909716078e-07,2.9518674544745332e-06,8.329566590048827e-08,8.329566590048827e-08,2.3813594922353432e-12,5.468585884307065e-11,6.313482582179921e-09
5.16,6.826405693841359e-12,8.22056558573002e-06,2.234703904564197e-09,5.02798209763458e-10,2.7462801578486867e-08,2.803681958888828e-07,2.788235802583722e-06,2.9787720689881333e-14,3.432126781356643e-11,1.9979283432386284e-07,2.9521787784208684e-06,8.351392354947611e-08,8.351392354947611e-08,2.3855736612148436e-12,5.478642885431841e-11,6.314178082731621e-09
5.17,6.7560496830559074e-12,8.22004460336331e-06,2.2340406918852685e-09,5.026933359200276e-10,2.7303913653939643e-08,2.808886530044728e-07,2.7881772079286923e-06,2.989985195931417e-14,3.4358792401511336e-11,2.001632225952826e-07,2.952488260440751e-06,8.37321743276766e-08,8.373217432767658e-08,2.3897863399827345e-12,5.488697788771131e-11,6.314874238970643e-09
5.18,6.685041797852582e-12,8.219523697582226e-06,2.2333747800246122e-09,5.025884843419319e-10,2.714678892687884e-08,2.8140903352604856e-07,2.788116860075283e-06,3.001218088749308e-14,3.4399028954983694e-11,2.0053358397175528e-07,2.9527959295724654e-06,8.395041778388432e-08,8.395041778388432e-08,2.393997529111071e-12,5.4987505947750365e-11,6.315571034497898e-09
5.19,6.613415883790291e-12,8.219002868368236e-06,2.2327061694145132e-09,5.024836550241695e-10,2.6991398317220616e-08,2.8192933745470414e-07,2.7880547885543555e-06,3.0124707402726833e-14,3.444195959515347e-11,2.009039185136161e-07,2.953101814854297e-06,8.416865346689399e-08,8.416865346689399e-08,2.3982072291719074e-12,5.508801303893657e-11,6.316268452914301e-09
5.2,6.54120578642796e-12,8.2184821157028e-06,2.2320348604872556e-09,5.02378847961739e-10,2.683771274488119e-08,2.824495647915334e-07,2.7879910228967716e-06,3.023743143332414e-14,3.448756644319058e-11,2.0127422628120015e-07,2.953405945324529e-06,8.438688092550016e-08,8.438688092550016e-08,2.4024154407372973e-12,5.5188499165770916e-11,6.316966477820764e-09
5.21,6.468445351324496e-12,8.217961439567384e-06,2.2313608536751245e-09,5.022740631496391e-10,2.6685703129776723e-08,2.8296971553763047e-07,2.7879255926333936e-06,3.035035290759376e-14,3.453583162026499e-11,2.0164450733484273e-07,2.9537083500214475e-06,8.460509970849748e-08,8.460509970849748e-08,2.4066221643792963e-12,5.5288964332754424e-11,6.317665092818201e-09
5.22,6.395168424038809e-12,8.21744083994345e-06,2.230684149410404e-09,5.021693005828684e-10,2.6535340391823394e-08,2.834897896940893e-07,2.787858527295083e-06,3.0463471753844433e-14,3.458673724754662e-11,2.0201476173487901e-07,2.9540090579833368e-06,8.482330936468061e-08,8.482330936468061e-08,2.410827400669958e-12,5.5389408544388075e-11,6.3183642815075265e-09
5.23,6.321408850129809e-12,8.216920316812464e-06,2.230004748125379e-09,5.020645602564255e-10,2.638659545093737e-08,2.84009787262004e-07,2.787789856412702e-06,3.057678790038492e-14,3.4640265446205444e-11,2.023849895416442e-07,2.9543080982484815e-06,8.504150944284417e-08,8.504150944284417e-08,2.415031150181337e-12,5.54898318051729e-11,6.319064027489653e-09
