t,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103
9.23,5.00000000000007e-08,13.164743162568367,4164.630418186603,529.1320694553912,20097.326583778784,15.356588155786783,1.2477971702811868,59.352930553137234,0.00011484440903898348,0.29480012122654403,0.469103739156138,80921.33695854992,3.5180532424825613e-06,9774.524440228612,117.40886718307624,0.0026934043870498175,0.39040992907154254,0.09697393876614979,0.5623610314849921,0.5137126739915233,0.0239485870329104,2895.3564627476667,19.351521651368337,18259.792691668787,114.78013601970335,69820.6389875526,102.00441350025527,1097.5542496915505,4.679957099228985,45761.224846144,98593.28032646232,67.89601318986554,165.81073618001014,19.847269998786143,792.0170102500856,701.5118068749458,31.718349452124556,447.5936934302447,22.6669107109469,82.15851534161861,39843.80541106807,53.720920602689745,144.45399321961537,39997.349143064646,0.9695950871105091,2.6448452923654475,20999370.995380264,98.4521605590188,521.9985492575247,0.002403373829623397,4.575433958580056e-05,1.9237926510872725e-05,39992.72019105646,7.266748747838745,22099999.94567966,0.005194920056874654,0.0012645164270974625,6.110777593896088e-13,1.7444959187038838e-14,9999999.95213909,1.1071300164077435e-12,0.04786075382227583,0.22507833410936237,0.5655735155227419,0.09234884207572197,3.6778299952553217,3.3611791380631773,0.15509890475347105,3.706544511937427,0.16222650920785975,0.38675702488391805,0.002387218740006337,0.006011642997210547,0.23403863503528327,1.032418258771968,1.0964112691234034e-08,1.766122371823977e-10,6.653536180264536e-11,0.013040957687840306,1.9750314215308108e-08,4.647922153552197e-09,8.160036625462485e-24,2.2702868741038477e-25,1.2635368106807504e-23,1.5736877392268168e-07,0.754164033267361,1.2799827484959403,5.39484864284625,4.519317663338332,0.17897448187268944,1.1306284761719605,35.52898515260286,29.514014391070848,1.1483606275779055,6.680970703955945e-20,3.732374587698523e-33,4.605334340872254e-19,2.44002471722194e-32,1.6852171580409215e-23,7.368671376147216e-37,1.0987054886790636e-17,1.2896971239556636e-28,3.711174544369106e-22
9.24,5.00000000000007e-08,13.149619872775622,4159.973459824217,528.2023827147033,20097.480391159483,15.355051559993957,1.2503039108427656,59.437082271560975,0.00011519099996949847,0.29572909548295206,0.46987885007797314,80921.09956375338,3.5361324104342725e-06,9771.489982071591,117.42764142860622,0.0027033657145889792,0.39111691091436634,0.09720729388223588,0.5641813665411793,0.5153994455815832,0.024038117399052268,2892.192230998714,19.36216230749251,18256.71634236118,114.94415057417686,69815.005333179,102.15732335797254,1100.849140490014,4.68939902934269,45760.24480857001,98589.28733420614,67.90500163263332,165.862270548465,19.864776010820734,793.1844024848876,702.6094400301561,31.786013279093996,448.73094323207846,22.721051342203136,82.31795434861128,39843.10538041193,53.90694430437885,145.13327926793752,39997.33505314127,0.9742515883635354,2.65889457915453,20999367.042471208,98.94504519838213,525.3951168389684,0.0024317213961363047,4.6358644660460836e-05,1.9510303836522234e-05,39992.666439664776,7.320386265941777,22099999.94489232,0.005264140576522043,0.0012817691101559535,6.279009875653325e-13,1.7929533677237416e-14,9999999.951438222,1.1391927224640758e-12,0.048561618014331245,0.2254760062927266,0.5666860525419479,0.09259779514656137,3.689801505185651,3.372349063460995,0.1556933820972668,3.7235025777022996,0.1630486348315627,0.389100897962831,0.00240209069169917,0.0060522795836504785,0.23554918018722643,1.040514982404474,1.11241779191214e-08,1.7941815601304493e-10,6.765486868551276e-11,0.01315455888521861,2.0066626351692643e-08,4.723655746097454e-09,8.429017546466988e-24,2.345599647660553e-25,1.3069020360049561e-23,1.600878788851811e-07,0.7550086033590665,1.2837818478804452,5.410050182677508,4.532872400626847,0.1796011551194737,1.1332241433406267,35.63415870797451,29.60749189159265,1.152618663544651,6.882574840980621e-20,3.872141155833784e-33,4.74454616622431e-19,2.531451682920755e-32,1.7387487680819102e-23,7.655300286277674e-37,1.1300243110959776e-17,1.3334166580466092e-28,3.8226106654404186e-22
9.25,5.00000000000007e-08,13.134544455852463,4155.327446462925,527.2764923878115,20097.625934547672,15.353515071423423,1.2528117248733488,59.5212159990834,0.00011553808257882941,0.2966595982849836,0.4706538497549889,80920.86183221513,3.554278390685736e-06,9768.456540074172,117.44636490695558,0.00271334835774729,0.3918244133724319,0.09744097101861261,0.5660052755870246,0.517089401959525,0.024127852031577295,2889.0334867413003,19.372795642711854,18253.64552773629,115.10811953980854,69809.36560275944,102.3101608988256,1104.1481168998905,4.698842766391337,45759.25891493145,98585.29385260576,67.91395650683003,165.91372061580407,19.882275416219926,794.3513217610699,703.7064249064944,31.85368785516786,449.8693538633709,22.775249233617377,82.47755652073123,39842.40332186596,54.09326420282569,145.81470708058407,39997.32091179552,0.9789229397739797,2.672995073694261,20999363.070597712,99.43958444470606,528.8086195203332,0.0024603580153621475,4.697000495182056e-05,1.9786117618597618e-05,39992.61237430218,7.3743369247829085,22099999.94409476,0.005334176717157215,0.0012992310117998908,6.451610928930796e-13,1.842681464098157e-14,9999999.95072816,1.1721343919642167e-12,0.049271678078975784,0.2258739410390645,0.567799678254361,0.09284716485980257,3.7017959975167365,3.3835396634527055,0.15628922635440964,3.740513839798756,0.1638736712445139,0.39145574548222184,0.0024170340513512325,0.00609313079732522,0.2370672676688573,1.0486638155191241,1.1286347259616132e-08,1.8226466839407963e-10,6.87916083376923e-11,0.0132689868274295,2.038755245329138e-08,4.800516262897535e-09,8.706475852823593e-24,2.4233020879554108e-25,1.351693238172512e-23,1.6285009458716316e-07,0.7558530889409526,1.2875872283787377,5.425272159617176,4.546446291697423,0.18022904637833856,1.1358218303910812,35.73947821849177,29.701107508812598,1.1568854666279527,7.089946596317978e-20,4.016942060217895e-33,4.887746637728627e-19,2.6261733459273083e-32,1.7938976557268608e-23,7.952671697247454e-37,1.1621871663418185e-17,1.3785551358426035e-28,3.937221982619568e-22
9.26,5.00000000000007e-08,13.119516614287061,4150.6923414657695,526.3543782416874,20097.76325359551,15.35197869030977,1.2553206111582835,59.60533170848027,0.00011588565652540639,0.2975916294018751,0.47142873761386356,80920.62376416691,3.572491326072831e-06,9765.424115159463,117.46503787859837,0.0027233523232650125,0.3925324371129152,0.09767497055745128,0.567832761100619,0.518782544285483,0.02421779105777777,2885.8802198838066,19.383421728886592,18250.580237780934,115.27204286204524,69803.71980120352,102.46292600601528,1107.451172725705,4.708288297774333,45758.2671779214,98581.29988344034,67.92287798499814,165.9650868402539,19.89976824714981,795.517767629446,704.8027605429291,31.921373059947285,451.0089245635018,22.82950436129412,82.63732191555938,39841.69923333991,54.27987990858917,146.49827953832295,39997.30671894048,0.9836091604433952,2.6871468620934187,20999359.079699375,99.93578063762028,532.2391137617451,0.0024892861497040424,4.758849156980345e-05,2.006540570320797e-05,39992.55799366058,7.428602027623136,22099999.94328686,0.00540503678317707,0.0013169043405818893,6.628686286734641e-13,1.8937112688774552e-14,9999999.950008795,1.2059774853239627e-12,0.049991040151110756,0.22627213871051738,0.5689143940880893,0.0930969515888424,3.713813485145871,3.394750942390545,0.15688643823158915,3.757578383000847,0.16470162384669607,0.3938216028592445,0.002432049054520187,0.006134197433385958,0.23859292343426985,1.0568650173025274,1.145064522990238e-08,1.8515230228404498e-10,6.994582053357241e-11,0.013384246293707413,2.0713153044719165e-08,4.878518834705883e-09,8.992661841350609e-24,2.5034652931953145e-25,1.3979543264232902e-23,1.656560411099004e-07,0.7566974900189215,1.2913988920042043,5.4405145637557775,4.560039323120352,0.18085815569284316,1.1384215360459913,35.84494359277128,29.794861128157866,1.1611610368247602,7.303239793369677e-20,4.16694675997959e-33,5.035042261158867e-19,2.7243006423136755e-32,1.8507094273574124e-23,8.261161328446978e-37,1.1952152405294644e-17,1.4251556831829988e-28,4.055092936817445e-22
9.27,5.00000000000007e-08,13.104536054360251,4146.068108360168,525.4360201745463,20097.89238773186,15.350442416885777,1.2578305684933972,59.68942937273055,0.00011623372148019346,0.29852518860170396,0.47220351308496816,80920.38535984069,3.5907713594775203e-06,9762.392708242818,117.48366060247811,0.0027333776178515515,0.3932409828037282,0.09790929288115377,0.5696638255591882,0.5204788737165292,0.024307934604640487,2882.732420358627,19.394040637468184,18247.520462505214,115.43592048681012,69798.06793341844,102.61561856352357,1110.758301770892,4.717735610970854,45757.26961019414,98577.3054284796,67.93176623865192,166.01636967719313,19.91725453548578,796.683739645369,705.8984459859755,31.98906877371344,452.14965457345784,22.88381670129539,82.79725059017974,39840.9931127489,54.466791031506794,147.18399951719715,39997.29247448939,0.9883102693806947,2.70135003032962,20999355.069715705,100.43363611226715,535.686656101226,0.002518508278320888,4.82141763256308e-05,2.0348206304006382e-05,39992.50329642904,7.483182880576866,22099999.942468505,0.005476729151697481,0.001334791325479629,6.810344554113711e-13,1.9460746633597376e-14,9999999.94928002,1.2407451873795006e-12,0.05071981146759497,0.22667059966956282,0.5700302014716745,0.09334715570665472,3.725853980960419,3.4059829046039996,0.15748501843298232,3.77469629205836,0.16553249803619657,0.3961985055682299,0.0024471359343849848,0.006175480288542602,0.2401261734842728,1.0651188478266445,1.1617096611569312e-08,1.8808159234494892e-10,7.111774829299486e-11,0.013500342083265953,2.1043489408967838e-08,4.9576787882911755e-09,9.287835982742468e-24,2.5861631726177593e-25,1.445731153347907e-23,1.6850634732484508e-07,0.7575418065988897,1.2952168407700435,5.455777385177204,4.573651481450985,0.18148848310473642,1.1410232590330054,35.95055473937621,29.888752634932267,1.165445374114865,7.522613577013039e-20,4.3223334719139355e-33,5.186543231251184e-19,2.825950242089871e-32,1.909231412157384e-23,8.58116567563512e-37,1.2291303834270411e-17,1.4732632920178766e-28,4.1763108728474863e-22
9.28,5.00000000000007e-08,13.089602485257027,4141.454710830378,524.5213982079562,20098.013376174793,15.348906251382745,1.2603415956846549,59.773508965006585,0.00011658227711518189,0.29946027565144406,0.4729781756022157,80920.14661946859,3.6091186338265017e-06,9759.362320232212,117.50223333609068,0.002743424248186235,0.3939500511134588,0.09814393837232094,0.57149847143912,0.5221783914067101,0.02439828279884904,2879.5900781218224,19.40465243950315,18244.46619194219,115.5997523604782,69792.41000430907,102.76823845607844,1114.069497838179,4.727184693539953,45756.26622436633,98573.31048948427,67.9406214383329,166.06756957930097,19.93473431282521,797.8492373684675,706.9934802893106,32.05677487742991,453.29154313577317,22.9381862296407,82.95734260119796,39840.28495801348,54.65399718073159,147.87186988845846,39997.278178355606,0.9930262855486917,2.715604664245604,20999351.040586155,100.93315319918104,539.1513031547668,0.002548026896984128,4.8847131639980304e-05,2.063455798940791e-05,39992.4482812937,7.538080792631938,22099999.941639576,0.005549262270730253,0.0013528942152530045,6.996696714506545e-13,1.999804227177091e-14,9999999.948541729,1.2764612219597105e-12,0.05145810032046289,0.2270693242789782,0.571147101834014,0.09359777758577086,3.7379174978379988,3.417235554400061,0.15808496766027336,3.791867651696387,0.16636629920915091,0.3985864891407842,0.0024622949242252565,0.006216980161041011,0.24166704386405022,1.0734255680515388,1.1785726435696848e-08,1.9105307936416123e-10,7.230763762439027e-11,0.01361727901534506,2.137862353558042e-08,5.038011632053161e-09,9.592265765992003e-24,2.6714716328893746e-25,1.4950708624213984e-23,1.7140165013325445e-07,0.7583860386867857,1.299041076689349,5.471060613959288,4.58728275323061,0.18212002865399993,1.143626998084372,36.05631156682204,29.982781914325287,1.1697384784612601,7.748230954625934e-20,4.4832858926207823e-33,5.342362419532828e-19,2.931242403163791e-32,1.9695121545973528e-23,8.913093894260224e-37,1.2639549434094758e-17,1.5229242044519122e-28,4.300965250978396e-22
9.290000000000001,5.00000000000007e-08,13.074715619017208,4136.852112716583,523.6104924859121,20098.126257933047,15.347370194030505,1.2628536915480972,59.85757045867288,0.00011693132310346303,0.3003968903169737,0.4737527246030397,80919.90754328296,3.6275332920909905e-06,9756.332952028297,117.52075633549431,0.0027534922209184686,0.3946596427113638,0.09837890741374872,0.5733367012159675,0.5238810985070511,0.024488835766784567,2876.453183153042,19.415257205634813,18241.417416147797,115.7635384298734,69786.74601877794,102.92078556914922,1117.3847547296316,4.736635533120372,45755.257033017115,98569.31506820612,67.94944375361665,166.1186869965762,19.95220761048951,799.0142603626139,708.0878625137254,32.124491252741116,454.434589494521,22.992612922307377,83.1175980047447,39839.57476705959,54.8414979647381,148.56189351856258,39997.26383045261,0.9977572278637841,2.7299108495488777,20999346.99225008,101.43433422428241,542.6331116161695,0.0025778445181529816,4.948743054712683e-05,2.092449968502778e-05,39992.39294693783,7.593297075647711,22099999.940799955,0.005622644659621821,0.0013712152785742401,7.187856167165051e-13,2.0549332490302806e-14,9999999.94779381,1.313149860830993e-12,0.05220601606469213,0.22746831290183672,0.5722650966043552,0.09384881759827937,3.750004048646507,3.428508896063261,0.1586862866126603,3.8090925466152257,0.1672030327597285,0.4009855891657604,0.002477526257406303,0.006258697850662423,0.2432155606631449,1.08178543982688,1.1956559984772225e-08,1.9406731030865763e-10,7.351573755283052e-11,0.013735061929258467,2.1718618126877043e-08,5.119533057670285e-09,9.906225829619176e-24,2.7594686152949863e-25,1.5460219130545456e-23,1.7434259454447005e-07,0.7592301862885511,1.3028716017751198,5.486364240173882,4.600933124986584,0.18275279237885994,1.146232751936895,36.16221398357727,30.07694885141323,1.1740403498102439,7.980258862507121e-20,4.649993312354895e-33,5.502615420375967e-19,3.0403010458867324e-32,2.0316014363013536e-23,9.257368070116152e-37,1.2997117756044533e-17,1.574185936755379e-28,4.429147683250573e-22
9.3,5.00000000000007e-08,13.059875170486125,4132.260278013971,522.7032832739108,20098.231071807488,15.345834245057441,1.2653668549097765,59.94161382728487,0.00011728085911930066,0.3013350323630827,0.4745271595283719,80919.66813151624,3.646015477286489e-06,9753.304604524452,117.53922985531975,0.0027635815426678783,0.395369758267362,0.09861420038842415,0.5751785173644501,0.52558699616556,0.024579593634526425,2873.321725455457,19.425855006105017,18238.374125200797,115.92727864226521,69781.07598172524,103.0732597889419,1120.7040662466995,4.7460881174303555,45754.24204868831,98565.3191663881,67.9582333531195,166.1697223763562,19.96967445952625,800.1788081958925,709.1815917270761,32.19221778197073,455.5787928953036,23.047096755230804,83.27801685647867,39838.8625378186,55.02929299132831,149.25407326916385,39997.24943069404,1.0025031151956325,2.7442686718113416,20999342.92464678,101.93718150887156,546.1321382568871,0.0026079636710496477,5.01351466990827e-05,2.1218070676119324e-05,39992.33729204179,7.648833044353096,22099999.939949516,0.0056968849094918735,0.0013897568041579904,7.383938764578014e-13,2.1114957374233908e-14,9999999.947036155,1.3508359326420676e-12,0.05296366912597035,0.22786756590150342,0.5733841872122897,0.09410027611582572,3.7621136462441314,3.439802933855697,0.15928897598686068,3.826371061490271,0.16804270408011812,0.4033958412892275,0.0024928301673640793,0.006300634158722855,0.24477175001544008,1.0901987258934425,1.2129622794606429e-08,1.9712483837926128e-10,7.474230014808022e-11,0.013853695684441041,2.2063536604180583e-08,5.202258941747245e-09,1.0229998092899527e-23,2.8502341329266037e-25,1.598634105645154e-23,1.7732983375419416e-07,0.7600742494101395,1.306708418040267,5.501688253886916,4.61460258323243,0.1833867743157989,1.148840519331887,36.26826189806405,30.171253331160337,1.1783509880915188,8.218868232296372e-20,4.8226507288759395e-33,5.667420597051363e-19,3.153253827598822e-32,2.095550297913518e-23,9.614423489998048e-37,1.3364242500383379e-17,1.627097303375107e-28,4.560951969792417e-22
9.31,5.00000000000007e-08,13.045080857265267,4127.679170871807,521.7997509580235,20098.327856392567,15.344298404690504,1.2678810846056963,60.02563904458773,0.00011763088483820411,0.3022747015534807,0.4753014798226217,80919.42838440117,3.664565332472589e-06,9750.277278606818,117.55765414878019,0.0027736922200244725,0.39608039845202797,0.09884981767952179,0.5770239223584597,0.5272960855272331,0.02467055652785301,2870.1956950556805,19.436445910755857,18235.336309202692,116.09097294536583,69775.39989804885,103.22566100239452,1124.027426190263,4.755542434267467,45753.22128388457,98561.32278576428,67.9669904045054,166.22067616333598,19.98713489071123,801.3428804405701,710.2746670042361,32.259954348120175,456.72415258524546,23.10163770430481,83.43859921159005,39838.14826822728,55.21738186763775,149.94841199711126,39997.23497899365,1.0072639663668475,2.75867821646895,20999338.83771545,102.44169736962317,549.6484399258694,0.002638386901734562,5.079035436973908e-05,2.1515310610012486e-05,39992.281315283086,7.704690016344685,22099999.93908814,0.005771991683672103,0.0014085211008914732,7.585062849894941e-13,2.1695264313985676e-14,9999999.94626865,1.3895448318688332e-12,0.05373117100846346,0.22826708364163148,0.5745043750877474,0.09435215350961222,3.774246303479385,3.45111767201708,0.15989303647711856,3.843703280971932,0.1688853185605145,0.4058172812144444,0.002508206887590199,0.006342789888072557,0.2463356380991442,1.0986656898846179,1.2304940656250931e-08,2.0022622306488954e-10,7.598758055265026e-11,0.01397318516049635,2.2413443114042907e-08,5.28620534746269e-09,1.056387188709316e-23,2.943850307872563e-25,1.652958606629421e-23,1.803640292227716e-07,0.7609182280575171,1.3105515274976278,5.51703264515849,4.628291114467977,0.18402197449956803,1.1514502990151279,36.374455218658966,30.265695238419966,1.1826703932182996,8.46423405739501e-20,5.001458961298757e-33,5.836899127782331e-19,3.2702322171746337e-32,2.1614110609648277e-23,9.984708912358694e-37,1.3741162597821611e-17,1.6817084409455328e-28,4.696474135136874e-22
9.32,5.00000000000007e-08,13.030332399784738,4123.1087555935355,520.8998760450608,20098.416650076066,15.342762673155196,1.2703963794817932,60.10964608451649,0.00011798139993270174,0.303215897650797,0.47607568493367475,80919.18830217057,3.6831830007529186e-06,9747.25097515431,117.57602946767003,0.002783824259548685,0.3967915639365936,0.09908575967040398,0.5788729186710567,0.5290083677340534,0.02476172457224216,2867.0750820037424,19.447029989030963,18232.303958277706,116.25462128733035,69769.71777264432,103.37798909717729,1127.354828360627,4.764998471508364,45752.19475107341,98557.32592805996,67.97571507448507,166.27154879956674,20.004588934548824,802.506476673099,711.3670874271004,32.32770083486647,457.8706678129916,23.156235745381927,83.59934512480103,39837.43195622785,55.40576420013647,150.64491255445262,39997.22047526535,1.0120398001693938,2.7731395688215996,20999334.731395237,102.94788411857428,553.1820735493675,0.0026691167732080306,5.145312843410541e-05,2.181625950113542e-05,39992.2250153363,7.7608693120812795,22099999.938215703,0.0058479737185640115,0.001427510498094891,7.791349437150725e-13,2.229060885969014e-14,9999999.945491184,1.4293025644310708e-12,0.05450863431184328,0.22866686648616327,0.575625661661001,0.09460445015040053,3.786402033191097,3.462453114764728,0.16049846877520826,3.8610892896855744,0.1697308815891106,0.40824994470180853,0.0025236566524928783,0.006385165843084527,0.24790725113588372,1.1071865963277132,1.2482539619720519e-08,2.0337203023240013e-10,7.725183705967516e-11,0.014093535257243672,2.2768402544642362e-08,5.371388529028106e-09,1.0908144750306247e-23,3.0404016388599314e-25,1.7090481091469796e-23,1.8344585090068814e-07,0.7617621222366624,1.3144009321599608,5.532397404042853,4.641998705179349,0.18465839296319397,1.1540620897368719,36.48079385369285,30.36027445793451,1.1869985650873687,8.716535743649707e-20,5.186625464656077e-33,6.011175248888589e-19,3.391372028306191e-32,2.2292374541183068e-23,1.0368688607776611e-36,1.4128122614626072e-17,1.7380709592992144e-28,4.835812624771502e-22
9.33,5.00000000000007e-08,13.015629530779746,4118.548996715803,520.0036392468644,20098.497490906368,15.341227050672208,1.272912738397412,60.19363492129974,0.0001183324037360988,0.3041586204159982,0.47684977431447595,80918.94788505769,3.701868625289033e-06,9744.225695034524,117.594356061484,0.0027939776677635255,0.3975032553935902,0.09932202674496092,0.5807255087741751,0.5307238439246047,0.024853097892851377,2863.95987637645,19.457607309943118,18229.277062575977,116.4182236170138,69764.02961040428,103.53024396206234,1130.6862665534486,4.774456217105615,45751.16246267407,98553.32859498676,67.98440752822749,166.32234072287406,20.022036621136923,803.6695964769282,712.4588520886615,32.395457126518544,459.01833782934006,23.210890854274854,83.7602546501693,39836.71359976738,55.59443959424794,151.34357778918763,39997.20591942313,1.0168306366726652,2.7876528140531946,20999330.605625197,103.45574406266977,556.7330961280645,0.002700155867552829,5.212354242445628e-05,2.2120957935572992e-05,39992.168390873434,7.817372254607371,22099999.937332075,0.005924839856869509,0.001446727355846529,8.002933420029724e-13,2.2901413265096095e-14,9999999.944703642,1.4701386254822013e-12,0.055296173463524695,0.2290669147997193,0.5767480483634938,0.09485716640873576,3.798580848206503,3.4738092662909965,0.16110527357026447,3.878529172235546,0.1705793985526116,0.4106938675672348,0.00253917976590838,0.006427762828801984,0.2494866153211372,1.1157617106298208,1.2662446137225554e-08,2.065628349661748e-10,7.853533503884503e-11,0.014214750894739624,2.3128481327754904e-08,5.457825153265865e-09,1.126317447476712e-23,3.139993066826408e-25,1.7669674671639208e-23,1.8657598882399738e-07,0.7626059319535805,1.3182566340390682,5.547782520582308,4.6557253418297675,0.18529602973759338,1.1566758902559717,36.58727771138933,30.454990874240057,1.1913355035758282,8.975979413733622e-20,5.378419260542072e-33,6.190391719213305e-19,3.516849381113215e-32,2.299092800574892e-23,1.076698108212561e-36,1.4525398153282545e-17,1.7962479006595542e-28,4.979080876549777e-22
9.34,5.00000000000007e-08,13.000971970619899,4113.999858800907,519.1110212591165,20098.570416940758,15.339691537466162,1.2754301602160973,60.2776055291872,0.00011868389611182206,0.3051028696099206,0.47762374741886027,80918.7071332956,3.72062234926374e-06,9741.20143911445,117.61263417972992,0.002804152451175408,0.39821547349516406,0.09955861928671815,0.5825816951393986,0.5324425152350855,0.024944676614571604,2860.850068268436,19.468177942164143,18226.25561226505,116.58177988329545,69758.33541622,103.68242548595128,1134.0217345704239,4.7839156590952605,45750.12443108685,98549.33078825533,67.99306793090533,166.37305237101452,20.039477980523507,804.832239435128,713.5499600823005,32.4632231081246,460.1671618855764,23.2656030067538,83.92132784160769,39835.99319679919,55.78340765535551,152.04441054330468,39997.19131138118,1.0216364938413682,2.802218037178504,20999326.46034431,103.96527950491598,560.3015647439267,0.0027315067806659003,5.280167356944678e-05,2.2429446551085156e-05,39992.111440563174,7.874200170260955,22099999.936437137,0.00600259896327241,0.001466174038761923,8.21993473475568e-13,2.352801555409726e-14,9999999.943905909,1.5120785932582819e-12,0.056093902853898175,0.22946722894657878,0.5778715366256784,0.09511030265436635,3.8107827613462595,3.4851861307700416,0.16171345154924385,3.8960230131944193,0.17143087483485545,0.41314908568624326,0.0025547764239658654,0.006470581653139816,0.2510737570039815,1.1243912991197322,1.2844686699830247e-08,2.097992144231026e-10,7.98383368896189e-11,0.014336837013392327,2.349374538821947e-08,5.54553173280325e-09,1.1629245050786023e-23,3.242703414196434e-25,1.826766299284841e-23,1.8975512342425743e-07,0.7634496572142663,1.322118635148101,5.563187984823237,4.669471010883752,0.18593488485261175,1.159291699329058,36.6939067000262,30.549844371916823,1.1956812085498656,9.242740495168803e-20,5.577029366143023e-33,6.374670014348769e-19,3.6467880194883597e-32,2.3710289344928302e-23,1.1180001489389283e-36,1.4933230491479182e-17,1.8562880842141536e-28,5.126374957581244e-22
9.35,5.00000000000007e-08,12.986359448498346,4109.461306614115,518.2220029504149,20098.635465947697,15.338156133758112,1.277948643813421,60.36155788268248,0.00011903587670365627,0.30604864499196277,0.4783976037051091,80918.46604711773,3.739444315912326e-06,9738.17820825133,117.63086406995238,0.002814348616256468,0.39892821891451685,0.09979553767959919,0.5844414802372963,0.5341643827984422,0.0250364608619822,2857.745647799743,19.478741953950585,18223.239597537075,116.74529003565603,69752.63519498006,103.8345335587054,1137.3612262101549,4.793376785589946,45749.080668668146,98545.33250956454,68.00169644637447,166.42368417812568,20.056913042402954,805.9944051366938,714.6404105109345,32.53099866537661,461.31713923489417,23.320372178549327,84.08256475244197,39835.27074528166,55.9726679879454,152.7474136544653,39997.1766510538,1.0264573904523526,2.816835323088332,20999322.295491483,104.47649274337454,563.8875365539993,0.002763172126942923,5.348759845507025e-05,2.2741766490185874e-05,39992.054163071494,7.931354388059381,22099999.93553076,0.006081259997988893,0.0014858529388543707,8.442483304767693e-13,2.4170799916305244e-14,9999999.94309787,1.5551505343049117e-12,0.05690193845935098,0.2298678092915518,0.5789961278788698,0.09536385925674408,3.82300778542016,3.496583712352052,0.16232300339653868,3.913570897112084,0.1722853158179766,0.4156156349903792,0.0025704468678567067,0.0065136231249845345,0.2526687025320106,1.1330756290145847,1.3029288154442008e-08,2.1308175409692553e-10,8.116111075986087e-11,0.014459798573951277,2.386426192433114e-08,5.634525118069702e-09,1.2006682548291495e-23,3.348625617558272e-25,1.888502667440668e-23,1.9298395128506358e-07,0.7642932980247358,1.325986937499588,5.5786137868024115,4.683235698786468,0.18657495833614968,1.1619095157197903,36.800680727797456,30.64483483537527,1.2000356798573835,9.517013367770808e-20,5.7826871258028635e-33,6.564144748986887e-19,3.781339398259113e-32,2.445104428471323e-23,1.1608270591476599e-36,1.5351883114426083e-17,1.91824828127944e-28,5.277801548382237e-22
9.36,5.00000000000007e-08,12.971791696243923,4104.933305071221,517.3365653064317,20098.692675494753,15.336620839767727,1.280468188074639,60.44549195647423,0.00011938834515254083,0.3069959463204731,0.4791713426348946,80918.22462675764,3.758334668513254e-06,9735.156003295355,117.64904597831698,0.002824566169449866,0.39964149232548113,0.10003278230770016,0.5863048665376179,0.5358894477446261,0.025128450759364884,2854.646605113538,19.489299413167394,18220.22900860666,116.90875402400678,69746.92895157074,103.98656807089968,1140.70473527085,4.802839584780666,45748.031187737855,98541.3337606046,68.01029323756445,166.4742365757766,20.074341836206507,807.1560931746832,715.7302024843111,32.59878368463586,462.4682691319734,23.375198345351944,84.2439654355427,39834.5462431786,56.16222019586211,153.45258995551106,39997.16193835542,1.0312933452511557,2.831504756536,20999318.11100554,104.98938607144547,567.4910687919963,0.0027951545380213083,5.418139428410246e-05,2.3057959272333256e-05,39991.9965570615,7.988836239874374,22099999.93461281,0.006160831996074791,0.001505766469095314,8.67071187923897e-13,2.4830159157390483e-14,9999999.942279408,1.5993831637144665e-12,0.057720397383180216,0.23026865619972217,0.5801218235547023,0.09561783658487924,3.8352559332284017,3.5080020151649585,0.1629339297940967,3.931172908512995,0.17314272688205135,0.41809355146821026,0.002586191339660462,0.006556888054742691,0.2542714782961366,1.1418149684314391,1.3216277614662977e-08,2.1641104607758577e-10,8.250392806206634e-11,0.014583640557571406,2.4240098901282167e-08,5.724822357219428e-09,1.2395821792925373e-23,3.457855147212883e-25,1.9522362653657417e-23,1.9626317779858067e-07,0.7651368543910172,1.3298615431060192,5.594059916551043,4.697019391969845,0.18721625021443083,1.164529338196126,36.907599702854114,30.739962148919417,1.2043989173302612,9.798997099741673e-20,5.9956310004746784e-33,6.758953787244723e-19,3.920659631809666e-32,2.5213793534757028e-23,1.205232580892418e-36,1.5781625480409405e-17,1.9821868369977455e-28,5.433469901472651e-22
