t,Rs,RL,Ri,L,R2L2,R2_CPP,Li,R2i,Shc,ShcP,ShcGS,GS,GSP,RasGDP,Ras_ShcGS,RasGTP,GAP,Ras_GAP,Raf,Ras_Raf,Rafa,MEK,MEKP,MEKPP,ERK,ERKP,ERKPP,t,X
4.64,10585.478339666472,8.825296158385585e-08,3385.47833977818,1.5840649903407295e-20,3.6074526630827414e-17,1.778150914217004e-17,1.1747038358235906e-08,4.03874522270535e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.8396032016166814e-18,14999.99999999998,1.8258736328238313e-19,9976.580302654185,3.513108177657239e-18,5.537907993851012e-18,359999.97861329134,0.021359615170397504,2.7092956757787875e-05,749968.5833321608,31.410538672157227,0.00612916641158229,4.64,0.0
4.65,10581.351175355632,8.820490368858419e-08,3381.351175467389,1.5838199097574476e-20,3.610024276985457e-17,1.7829375772654565e-17,1.1795096253405434e-08,4.067300782766636e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.8508775714857846e-18,14999.99999999998,1.8370156338369898e-19,9976.580302654185,3.5346275163562814e-18,4.643577122840477e-18,359999.97893830953,0.021035009219761033,2.6680701252697107e-05,749968.6862840636,31.30762688303336,0.006089052732811386,4.65,0.0
4.66,10577.202914488153,8.815669407340376e-08,3377.2029145999572,1.583575070060344e-20,3.612574700954796e-17,1.7877138282226805e-17,1.1843305868483906e-08,4.0959953583551575e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.8004833614620853e-18,14999.99999999998,1.7869056157063964e-19,9976.580302654185,3.438378907188633e-18,3.6679623701840486e-18,359999.9792583884,0.020715336366294756,2.627471877773817e-05,749968.7889173961,31.20503340895023,0.006049194322925179,4.66,0.0
4.67,10573.033533922357,8.810833267242945e-08,3373.0335340342103,1.5833304716354253e-20,3.61510394034868e-17,1.7924795734164513e-17,1.1891667269356432e-08,4.1248290071108156e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.6927187273997735e-18,14999.99999999998,1.6797800831674455e-19,9976.580302654185,3.232571581103457e-18,2.706098940894564e-18,359999.97957360296,0.02040052159478578,2.5874913821209743e-05,749968.8912328545,31.102757555261775,0.006009589693270053,4.67,0.0
4.68,10568.843011032026,8.805981942410778e-08,3368.8430111439284,1.5830861147265444e-20,3.617612000664933e-17,1.7972347194761186e-17,1.1940180517576495e-08,4.153801779992684e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.5356773118955333e-18,14999.99999999998,1.5236359151884585e-19,9976.580302654185,2.932663215642376e-18,1.877141820545313e-18,359999.97988402727,0.020090491009884626,2.548119229898825e-05,749968.9932311379,31.000798624233493,0.005970237361400772,4.68,0.0
4.69,10564.631323708682,8.801115427123076e-08,3364.6313238206317,1.5828419994246605e-20,3.620098887543044e-17,1.8019791733372913e-17,1.1988845670352098e-08,4.182913721233687e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.3416302596130237e-18,14999.99999999998,1.3306089854614195e-19,9976.580302654185,2.562089483435219e-18,1.3261761697182899e-18,359999.9801897342,0.019785171815064694,2.5093461527663826e-05,749969.0949129484,30.899155915159294,0.005931135851130981,4.69,0.0
4.7,10560.398450353436,8.796233716085513e-08,3360.3984504654354,1.582598127502083e-20,3.6225646067628233e-17,1.8067128422466717e-17,1.2037662780626479e-08,4.2121648684772364e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.1195128078974135e-18,14999.99999999998,1.10961086838563e-19,9976.580302654185,2.137914018827841e-18,1.0600860349747246e-18,359999.9804907954,0.019484492420360683,2.471163036230118e-05,749969.1962789921,30.797828723700004,0.005892283691819083,4.7,0.0
4.71,10556.144369836375,8.791336804392717e-08,3356.144369948422,1.5823545099880576e-20,3.6250091642334184e-17,1.811435633767375e-17,1.2086631897453382e-08,4.241555253480236e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,8.428413797951792e-19,14999.99999999998,8.348737505186424e-20,9976.580302654185,1.609552758081372e-18,2.670349055730955e-19,359999.9807872809,0.019188382950848966,2.4335609846489758e-05,749969.2973299812,30.696816338799373,0.00585367941527456,4.71,0.0
4.72,10551.869061637703,8.786424687655558e-08,3351.8690617497987,1.5821111426104445e-20,3.627432566036332e-17,1.816147455781556e-17,1.213575306472408e-08,4.271084899646344e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,5.551445312465085e-19,14999.99999999998,5.493355237343655e-20,9976.580302654185,1.0601379092494761e-18,-4.7386335994838005e-19,359999.98107926064,0.018896773512200458,2.3965310995142753e-05,749969.3980666248,30.59611805315819,0.005815321565982302,4.72,0.0
4.73,10547.572505726963,8.781497361890956e-08,3347.57250583911,1.5818680275412643e-20,3.629834818390618e-17,1.8208482164969128e-17,1.2185026322269412e-08,4.300753824126696e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,2.7724111146262552e-19,14999.99999999998,2.7372476265326817e-20,9976.580302654185,5.294271484481841e-19,-1.147539630557792e-18,359999.9813668031,0.01860959568821597,2.3600646708907835e-05,749969.4984896366,30.4957331541717,0.005777208692136171,4.73,0.0
4.74,10543.254682600395,8.776554823555049e-08,3343.254682712591,1.5816251671878943e-20,3.632215927665059e-17,1.8255378244508477e-17,1.2234451705527976e-08,4.330562037163182e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,3.414627124494576e-20,14999.99999999998,3.2947633945331733e-21,9976.580302654185,6.519171282789537e-20,-1.743692447306553e-18,359999.9816499758,0.018326782087164692,2.3241531194261164e-05,749969.5985997334,30.395660926661638,0.0057393393482583375,4.74,0.0
4.75,10538.915573283044,8.771597069544434e-08,3338.9155733952903,1.5813825642117742e-20,3.6345759003798796e-17,1.8302161885151554e-17,1.2284029245533782e-08,4.3605095420460205e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.4467252326739325e-19,14999.99999999998,-1.4365703491611715e-20,9976.580302654185,-2.7629470310157976e-19,-2.2576258605529336e-18,359999.9819288452,0.01804826632279871,2.2887879939270486e-05,749969.6983976344,30.295900652980666,0.0057017120952375655,4.75,0.0
4.76,10534.555159330897,8.766624097197411e-08,3334.5551594431918,1.581140221547109e-20,3.636914743208459e-17,1.8348832179007058e-17,1.2333758968903873e-08,4.390596335071328e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.250394768497505e-19,14999.99999999998,-2.2206268690032403e-20,9976.580302654185,-4.297670511454977e-19,-2.691087267184996e-18,359999.98220347683,0.017773982995367806,2.2539609689358525e-05,749969.7978840609,30.196451613116874,0.005664325500367541,4.76,0.0
4.7700000000000005,10530.173422778016,8.761635904246291e-08,3330.173422890362,1.5808981248265064e-20,3.639232462961446e-17,1.8395388221542088e-17,1.238364089831512e-08,4.420822406519869e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.438090206722561e-19,14999.99999999998,-3.3909226130983946e-20,9976.580302654185,-6.565771109187897e-19,-2.9250412511291243e-18,359999.98247393453,0.01750386822441865,2.219663912831353e-05,749969.8970597399,30.097313081471263,0.005627178134288038,4.7700000000000005,0.0
4.78,10525.770346243471,8.756632488911884e-08,3325.7703463558664,1.5806562759341266e-20,3.641529066622012e-17,1.8441829111779944e-17,1.2433675051559434e-08,4.4511877386681195e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-4.731435430582631e-19,14999.99999999998,-4.670824285718966e-20,9976.580302654185,-9.035642108470551e-19,-2.9646123928454692e-18,359999.98274028196,0.017237858578043556,2.1858887509768693e-05,749969.9959253976,29.998484333303875,0.00559026857692675,4.78,0.0
4.79,10521.345912886594,8.75161384986304e-08,3321.3459129990406,1.5804146780316704e-20,3.6438045613325704e-17,1.84881539522795e-17,1.2483861441948284e-08,4.481692306616102e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-5.702390000677496e-19,14999.99999999998,-5.634377685047388e-20,9976.580302654185,-1.0889864519932061e-18,-2.8307876580549795e-18,359999.98300258163,0.016975891524122863,2.1526275233973206e-05,749970.094481762,29.899964642002985,0.00555359541489822,4.79,0.0
4.8,10516.900106390822,8.746579986201619e-08,3316.9001065033185,1.580173329722059e-20,3.64605895439063e-17,1.8534361849155684e-17,1.2534200078463101e-08,4.5123360785847915e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-6.356404026930163e-19,14999.99999999998,-6.288798849415027e-20,9976.580302654185,-1.2138858899400762e-18,-2.5186341669836773e-18,359999.98326089507,0.01671790559497523,2.119872405826402e-05,749970.1927295642,29.801753278082384,0.005517157240511425,4.8,0.0
4.8100000000000005,10512.432910978501,8.741530897475013e-08,3312.432911091048,1.5799322291312124e-20,3.648292253254573e-17,1.8580451912144607e-17,1.2584690965629953e-08,4.543119015637855e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-6.723403070436616e-19,14999.99999999998,-6.665935557070455e-20,9976.580302654185,-1.2839788771273812e-18,-2.0277130844019533e-18,359999.98351528303,0.01646384024093901,2.0876156909953978e-05,749970.2906695368,29.703849510054187,0.0054809526525233625,4.8100000000000005,0.0
4.82,10507.944311412853,8.736466583677242e-08,3307.9443115254517,1.5796913738726693e-20,3.6505044655453086e-17,1.8626423254650165e-17,1.2635334103508656e-08,4.574041071642341e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-6.860638339535684e-19,14999.99999999998,-6.825120753966245e-20,9976.580302654185,-1.3102003786891556e-18,-1.3625237691673442e-18,359999.9837658051,0.01621363581308328,2.055849786426325e-05,749970.3883024147,29.606252604523146,0.0054449802561678485,4.82,0.0
4.83,10503.434292977057,8.731387045229971e-08,3303.4342930897055,1.5794507756366997e-20,3.6526955990402324e-17,1.867227499373052e-17,1.2686129487882534e-08,4.6051021936728965e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-6.708262062973768e-19,14999.99999999998,-6.699646065258576e-20,9976.580302654185,-1.2811157322872116e-18,-6.045251425555916e-19,359999.98401252,0.01596723374306298,2.0245672374192636e-05,749970.4856289357,29.508961825094566,0.005409238662131489,4.83,0.0
4.84,10498.902841468846,8.726292282977158e-08,3298.9028415815437,1.579210464857467e-20,3.6548656616723986e-17,1.8718006250125337e-17,1.2737077110312034e-08,4.636302322115064e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-6.044821106560879e-19,14999.99999999998,-6.049330878639918e-20,9976.580302654185,-1.15441887177725e-18,6.440433247831095e-20,359999.98425548524,0.01572457658922217,1.9937607329467627e-05,749970.5826498409,29.41197643208718,0.005373726486243942,4.84,0.0
4.8500000000000005,10494.349943302914,8.721182298274245e-08,3294.349943415663,1.578970426438944e-20,3.6570146615660375e-17,1.8763616148566593e-17,1.2788176957242737e-08,4.6676413886779646e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-5.137018098451793e-19,14999.99999999998,-5.1502812116282123e-20,9976.580302654185,-9.810500929178967e-19,6.759284823826791e-19,359999.984494758,0.01548560715334017,1.9634229927802918e-05,749970.6793658693,29.315295687838006,0.005338442354131209,4.8500000000000005,0.0
4.86,10489.775585408124,8.71605709289736e-08,3289.7755855209257,1.578730666708888e-20,3.659142607002905e-17,1.8809103817549662e-17,1.2839429010913337e-08,4.69911931838644e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-4.0679504925220693e-19,14999.99999999998,-4.081424963741322e-20,9976.580302654185,-7.768756040226026e-19,1.1469406826945655e-18,359999.98473039456,0.015250269366387265,1.9335468806887134e-05,749970.7757777632,29.218918851362876,0.005303384896421915,4.86,0.0
4.87,10485.179755261277,8.710916669072318e-08,3285.1797553741303,1.578491193036069e-20,3.661249506434669e-17,1.885446838946362e-17,1.289083324906571e-08,4.7307360289247406e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.944867596662027e-19,14999.99999999998,-2.9449403013456213e-20,9976.580302654185,-5.62373310918747e-19,1.3787067313985794e-18,359999.98496245017,0.015018507996944135,1.9041253671781056e-05,749970.8718862666,29.122845180101095,0.005268552750240878,4.87,0.0
4.88,10480.562440888882,8.705761029475546e-08,3280.5624410017854,1.5782520139089163e-20,3.6633353684845054e-17,1.889970900063736e-17,1.2942389644935579e-08,4.7624914306006854e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.9008724840648695e-19,14999.99999999998,-1.8678898092996803e-20,9976.580302654185,-3.629577864956432e-19,1.2558626200772225e-18,359999.98519097926,0.014790268635449997,1.8751515274813422e-05,749970.9676921249,29.027073930000476,0.005233944559229705,4.88,0.0
4.89,10475.923630868932,8.700590177235015e-08,3275.9236309818884,1.5780131390141653e-20,3.665400201948695e-17,1.8944824791385736e-17,1.2994098167243234e-08,4.7943854263098264e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.0966239045144444e-19,14999.99999999998,-1.003854642597582e-20,9976.580302654185,-2.093052402524705e-19,6.454123050615027e-19,359999.9854160356,0.014565497678450641,1.8466185395476547e-05,749971.0631960849,28.931604355602325,0.005199558973567368,4.89,0.0
4.9,10471.263314237942,8.695404115848987e-08,3271.2633143509497,1.577774459414941e-20,3.6674440157650704e-17,1.8989814905717607e-17,1.3045958781006047e-08,4.826417913395757e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,2.949791068486212e-20,14999.99999999998,3.907918323839868e-21,9976.580302654185,5.64615262822877e-20,7.28277258293066e-19,359999.98563767114,0.01434414304814466,1.818519775993562e-05,749971.158398899,28.83643570570838,0.005165394646203413,4.9,0.0
4.91,10466.581480710392,8.690202849375761e-08,3266.581480823453,1.577536023094037e-20,3.669466819090781e-17,1.9034678492158705e-17,1.3097971445641062e-08,4.858588779257995e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.7505566514451356e-19,14999.99999999998,1.82928741942477e-20,9976.580302654185,3.3442265106747957e-19,9.368332868460619e-19,359999.98585593846,0.014126152487326349,1.79084858622163e-05,749971.2533013156,28.741567233616077,0.005131450241579823,4.91,0.0
4.92,10461.87812051833,8.684986382293914e-08,3261.8781206314425,1.5772978297953888e-20,3.671468621247141e-17,1.907941470321906e-17,1.3150136116362459e-08,4.890897904561845e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,3.13540325756042e-19,14999.99999999998,3.1768126261574536e-20,9976.580302654185,5.988511798835022e-19,1.2348747698900845e-18,359999.98607088864,0.013911474802264285,1.7635984552463353e-05,749971.3479040853,28.646998189641007,0.005097724429168626,4.92,0.0
4.93,10457.153224443788,8.679754719529838e-08,3257.1532245569515,1.5770598698905043e-20,3.673449431731955e-17,1.91240226955485e-17,1.320245274390637e-08,4.923345162589145e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,4.372781269866152e-19,14999.99999999998,4.3495027496016304e-20,9976.580302654185,8.350838782221053e-19,1.6855324508158976e-18,359999.98628257215,0.0137000596090808,1.7367629712871824e-05,749971.4422079609,28.55272782263117,0.005064215884717709,4.93,0.0
4.94,10452.40678382648,8.674507866463783e-08,3252.406783939697,1.5768221319463797e-20,3.6754092602231846e-17,1.9168501630003913e-17,1.3254921274470258e-08,4.955930419084003e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,5.378693658193489e-19,14999.99999999998,5.25501354224063e-20,9976.580302654185,1.0270698222822992e-18,2.3670369068360096e-18,359999.98649103876,0.013491857272071549,1.7103358178892174e-05,749971.5362136958,28.458755380327915,0.0050309232905079585,4.94,0.0
4.95,10447.63879056543,8.669245828930667e-08,3247.638790678699,1.576584602605564e-20,3.6773481165804906e-17,1.9212850671694806e-17,1.3307541649704957e-08,4.988653532220096e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,6.061866506089644e-19,14999.99999999998,5.792419656820556e-20,9976.580302654185,1.1573669671275947e-18,3.373923313079218e-18,359999.9866963374,0.013286818889171449,1.6843107720682263e-05,749971.6299220446,28.365080109443678,0.0049978453353675826,4.95,0.0
4.96,10442.849237120574,8.663968613220861e-08,3242.849237233897,1.5763472664662243e-20,3.679266010846781e-17,1.9257068990028885e-17,1.3360313806706757e-08,5.021514352567986e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,6.323731499375339e-19,14999.99999999998,5.852113091150123e-20,9976.580302654185,1.2071387148434158e-18,4.818236206685779e-18,359999.9868985163,0.013084896277420445,1.6586817024559078e-05,749971.723333763,28.271701255739615,0.004964980714686401,4.96,0.0
4.97,10438.038116400772,8.658676225983482e-08,3238.0381165141475,1.5761103637466558e-20,3.68116295320853e-17,1.9301155758256608e-17,1.3413237678984506e-08,5.0545127253930624e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,6.682837447642815e-19,14999.99999999998,6.12211686815128e-20,9976.580302654185,1.2756206791508023e-18,5.451686370356571e-18,359999.98709762224,0.012886042742077337,1.6334426675746567e-05,749971.8164496119,28.178618059404045,0.004932328126525951,4.97,0.0
4.98,10433.205422008548,8.653368674435826e-08,3233.2054221219764,1.5758738385522583e-20,3.6830389540855266e-17,1.934511015458887e-17,1.3466313194365214e-08,5.0876484856356865e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,6.938665161979783e-19,14999.99999999998,6.362397607193112e-20,9976.580302654185,1.3244721785533343e-18,5.617773978786325e-18,359999.98729370214,0.012690211385217835,1.608587699723156e-05,749971.9092703479,28.085829765185707,0.004899886279988122,4.98,0.0
4.99,10428.351148090569,8.648045966234464e-08,3228.3511482040503,1.5756376816762306e-20,3.6848940240775814e-17,1.9388931361576053e-17,1.351954027628319e-08,5.120921460978854e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,7.002263616320765e-19,14999.99999999998,6.477506813348193e-20,9976.580302654185,1.3366993633838557e-18,5.418499566820753e-18,359999.9874868022,0.012497356133656818,1.584110936320067e-05,749972.0017967293,27.993335616220246,0.004867653890035854,4.99,0.0
5.0,10423.475289340175,8.642708109476816e-08,3223.4752894537105,1.575401928397925e-20,3.686728173966408e-17,1.9432618566157688e-17,1.3572918843764241e-08,5.154331471796693e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,6.891189929200952e-19,14999.99999999998,6.509967206170137e-20,9976.580302654185,1.3156870157549712e-18,4.726705140442269e-18,359999.98767696763,0.012307431718085841,1.5600066172406215e-05,749972.0940295155,27.901134854145774,0.004835629677538949,5.0,0.0
5.01,10418.57784101609,8.637355112716606e-08,3218.5778411296787,1.57516661960038e-20,3.6885414147233596e-17,1.9476170959783333e-17,1.3626448811271108e-08,5.187878330771309e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,6.635597703556424e-19,14999.99999999998,6.518912113321565e-20,9976.580302654185,1.2672306224634121e-18,3.3946436212487146e-18,359999.9878642432,0.01212039354070351,1.5362690679055303e-05,749972.1859694672,27.809226719887235,0.004803812369875469,5.01,0.0
5.0200000000000005,10413.65879894382,8.63198698496448e-08,3213.6587990574617,1.574931802135216e-20,3.690333757510898e-17,1.9519587738457227e-17,1.368013008869736e-08,5.2215618428644745e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,6.279393917661566e-19,14999.99999999998,6.581500590483047e-20,9976.580302654185,1.1997576381498418e-18,1.252589949734149e-18,359999.98804867285,0.011936197662155163,1.5128926976144878e-05,749972.277617345,27.717610453725204,0.0047722007009386915,5.0200000000000005,0.0
5.03,10408.718159517062,8.626603735688607e-08,3208.718159630759,1.5746975291875303e-20,3.6921052136840566e-17,1.9562868102782906e-17,1.3733962581361269e-08,5.255381805289311e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,5.881395816066622e-19,14999.99999999998,6.794332541261999e-20,9976.580302654185,1.124548748458689e-18,-1.892547811429316e-18,359999.9882302999,0.011754800788472668,1.4898719978796866e-05,749972.3689739106,27.62628529536479,0.00474079341114409,5.03,0.0
5.04,10403.75591958746,8.621205374720596e-08,3203.7559197012097,1.5744631730744796e-20,3.693855794749946e-17,1.9606011257408815e-17,1.378794619094677e-08,5.2893380098384875e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,5.208596233978081e-19,14999.99999999998,6.454932769088563e-20,9976.580302654185,9.964794464911787e-19,-4.009271161991111e-18,359999.9884091665,0.011576160938027647,1.4672016276375102e-05,749972.4600399303,27.535250479935485,0.004709589244238699,5.04,0.0
5.05,10398.7720766831,8.615791912440248e-08,3198.7720767969054,1.5742287625457425e-20,3.695585512450811e-17,1.964901641223772e-17,1.3842080813655867e-08,5.3234302382738214e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,4.3359990121153726e-19,14999.99999999998,5.657477779652805e-20,9976.580302654185,8.298963346496701e-19,-5.216612297533125e-18,359999.9885853146,0.011400236106221538,1.4448762426520871e-05,749972.5508161666,27.444505245971868,0.004678586953525622,5.05,0.0
5.0600000000000005,10393.76662891417,8.610363359694934e-08,3193.7666290280295,1.573994393421449e-20,3.6972943787295094e-17,1.969188278195755e-17,1.389636634101482e-08,5.35765826431915e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,3.383696691035943e-19,14999.99999999998,4.59095442601076e-20,9976.580302654185,6.478225446032961e-19,-5.8562543768392476e-18,359999.9887587857,0.01122698483567428,1.422890568364392e-05,749972.6413033822,27.354048831992507,0.004647785299128414,5.0600000000000005,0.0
5.07,10388.739574931646,8.604919727763996e-08,3188.7395750455585,1.5737599659760497e-20,3.698982405714922e-17,1.973460958585689e-17,1.3950802660230232e-08,5.392021854533315e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,2.4002647391213826e-19,14999.99999999998,3.226967003805618e-20,9976.580302654185,4.594291525827411e-19,-5.6335883127307274e-18,359999.9889296206,0.011056366463256355,1.4012394314550181e-05,749972.7315023415,27.263880475012545,0.004617183046775046,5.07,0.0
5.08,10383.690913957633,8.59946102838389e-08,3183.6909140715993,1.5735253634939404e-20,3.700649605734296e-17,1.9777196048024905e-17,1.400538965393754e-08,5.42652076767116e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.443712089549191e-19,14999.99999999998,1.53364695212766e-20,9976.580302654185,2.756712884885326e-19,-4.2020456495739616e-18,359999.98909785936,0.010888340930795068,1.3799177356621881e-05,749972.8214138089,27.173999411667005,0.00458677896863355,5.08,0.0
5.09,10378.620645786536,8.593987273748596e-08,3178.6206459005575,1.573290451148213e-20,3.702295991314622e-17,1.9819641397394627e-17,1.4060127200196937e-08,5.4611547546603e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,5.819725353984892e-20,14999.99999999998,-5.247042761850625e-21,9976.580302654185,1.0938083598555462e-19,-1.1596255842885007e-18,359999.9892635415,0.010722868773484145,1.3589204603030526e-05,749972.9110385494,27.084404878270878,0.004556571843312079,5.09,0.0
5.1000000000000005,10373.52877078622,8.588498476510026e-08,3173.528770900297,1.5730550748794e-20,3.703921575184007e-17,1.9861944867786332e-17,1.4115015172489317e-08,5.495923558577912e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.066038752447267e-20,14999.99999999998,-2.987972344246726e-20,9976.580302654185,-2.464086740252699e-20,3.954578012645118e-18,359999.9894267059,0.010559911108293263,1.3382426587949779e-05,749973.0003773281,26.995096110879153,0.00452656045585896,5.1000000000000005,0.0
5.11,10368.41528980375,8.582994649698665e-08,3168.4152899178844,1.5728208079659008e-20,3.705526370235563e-17,1.9904105697329517e-17,1.4170053440509805e-08,5.53082691670367e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-8.56305174025956e-20,14999.99999999998,-4.8634921443534043e-20,9976.580302654185,-1.6939290312934116e-19,7.559439679142144e-18,359999.9895873905,0.010399430108840733,1.3178795193155052e-05,749973.0894309133,26.906072342447104,0.0044967435956654025,5.11,0.0
5.12,10363.280204328368,8.577475806859234e-08,3163.280204442557,1.572587986363077e-20,3.707110389592347e-17,1.9946123129559845e-17,1.4225241868811232e-08,5.565864556976016e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.6649334937090942e-19,14999.99999999998,-5.88499441209214e-20,9976.580302654185,-3.240738301518396e-19,8.99507359428512e-18,359999.989745633,0.010241388168913393,1.2978262579558565e-05,749973.1782000716,26.81733280780745,0.004467120060022,5.12,0.0
5.13,10358.123516468186,8.571941962030635e-08,3158.12351658243,1.572356155632687e-20,3.708673646599127e-17,1.9987996413303168e-17,1.4280580317004533e-08,5.601036198501195e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.3762601611634e-19,14999.99999999998,-6.247085789833868e-20,9976.580302654185,-4.593357804654948e-19,9.474070798198156e-18,359999.98990147066,0.010085748015589344,1.2780781331725422e-05,749973.2666855678,26.728876742987023,0.004437688653581098,5.13,0.0
5.14,10352.945228867453,8.566393129676245e-08,3152.945228981753,1.572125606471655e-20,3.7102161547907953e-17,2.0029724802172574e-17,1.4336068640455991e-08,5.636341553355496e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.964010425149741e-19,14999.99999999998,-5.693744843329978e-20,9976.580302654185,-5.698256561155833e-19,8.476188291155819e-18,359999.99005494,0.009932473125367968,1.2586304989437872e-05,749973.3548881685,26.64070338271718,0.0044084481865127615,5.14,0.0
5.15,10347.74534474565,8.560829324716006e-08,3147.745344860006,1.571896678916289e-20,3.711737927908647e-17,2.00713075548587e-17,1.4391706689966142e-08,5.671780325736804e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.4027687268566854e-19,14999.99999999998,-3.930904929111639e-20,9976.580302654185,-6.502981837394466e-19,5.383247649337796e-18,359999.9902060771,0.00978152751921954,1.2394787785918742e-05,749973.4428086403,26.55281196164645,0.004379397475338482,5.15,0.0
5.16,10342.523867898411,8.555250562526648e-08,3142.523868012822,1.5716697656281037e-20,3.7132389799016545e-17,2.0112743935171478e-17,1.4447494311767705e-08,5.7073522119466025e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.668303175033522e-19,14999.99999999998,-6.2419612985931744e-21,9976.580302654185,-6.95674167141612e-19,-5.277418959694167e-19,359999.9903549175,0.00963287575222152,1.2206184634611338e-05,749973.5304477497,26.465201714393324,0.0043505353429259585,5.16,0.0
5.17,10337.280802698444,8.549656858941882e-08,3137.28080281291,1.5714453151796395e-20,3.714719324927755e-17,2.0154033212081936e-17,1.4503431347523567e-08,5.743056900372015e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.7378900211236614e-19,14999.99999999998,4.6033128102293906e-20,9976.580302654185,-7.01098739868985e-19,-1.0091460379173675e-17,359999.99050149607,0.009486482903194718,1.2020451115959175e-05,749973.6178062633,26.37787187559892,0.004321860618483843,5.17,0.0
5.18,10332.016154017354,8.544048230187451e-08,3132.0161541318776,1.5712195672914897e-20,3.7161789773227093e-17,2.019517465916182e-17,1.4559517634976296e-08,5.7788940732320586e-18,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.6904951861398236e-19,14999.99999999998,8.582566085666535e-20,9976.580302654185,-6.862568179384566e-19,-1.781460955269835e-17,359999.990645847,0.00934231490078459,1.1837543893859775e-05,749973.7048849493,26.290821677983384,0.004293372136244127,5.18,0.0
