t,V,K_i,Na_i,Ca_i,xr1,xr2,xs,m,h,Ca_ds,d,f,s,r,Ca_up,Ca_rel,ActFrac,ProdFrac,Ca_Calmod,Ca_Trop
4.17,-93.05513734421271,138.4967029567429,5.689293521582287,5.608653167230859e-06,9.886923670535938e-06,2.1512272892069703e-07,6.721802645224822e-07,0.001575389579563508,0.9946541273067178,2.156171270314629e-07,2.276363133857245e-08,4.03068594430834e-09,0.9998700198404965,1.8397933872081888e-08,0.1874702084275063,0.18560917822890094,0.00018302884061267946,0.010993038310276327,0.00022185748683381951,0.00013982421697404486
4.18,-93.05513765910501,138.4967045985378,5.689293528490755,5.608653122022093e-06,9.886923117068127e-06,2.1512269146799735e-07,6.721802363005461e-07,0.0015753895115387443,0.9946541276833673,2.1561711054290018e-07,2.2763629546979614e-08,4.030685603476518e-09,0.9998700198480193,1.8397932713405366e-08,0.18747020698465894,0.1856091768005302,0.00018302883768294217,0.010993038134132084,0.00022185748506536553,0.0001398242158501381
4.19,-93.05513797399732,138.49670624033274,5.689293535399224,5.608653076813328e-06,9.886922563600316e-06,2.1512265401529768e-07,6.721802080786099e-07,0.0015753894435139805,0.9946541280600169,2.1561709405433747e-07,2.276362775538678e-08,4.030685262644698e-09,0.9998700198555419,1.8397931554728847e-08,0.1874702055418116,0.18560917537215949,0.0001830288347532049,0.01099303795798784,0.00022185748329691158,0.0001398242147262313
4.2,-93.05513828888961,138.49670788212768,5.689293542307692,5.608653031604561e-06,9.886922010132503e-06,2.15122616562598e-07,6.721801798566739e-07,0.0015753893754892167,0.9946541284366663,2.1561707756577474e-07,2.2763625963793942e-08,4.030684921812876e-09,0.9998700198630647,1.8397930396052325e-08,0.18747020409896423,0.18560917394378879,0.00018302883182346765,0.010993037781843596,0.0002218574815284576,0.00013982421360232453
4.21,-93.05513860378191,138.4967095239226,5.689293549216161,5.608652986395795e-06,9.886921456664692e-06,2.1512257910989834e-07,6.721801516347378e-07,0.0015753893074644532,0.9946541288133158,2.1561706107721203e-07,2.2763624172201107e-08,4.030684580981056e-09,0.9998700198705874,1.8397929237375803e-08,0.18747020265611689,0.18560917251541806,0.00018302882889373038,0.010993037605699352,0.00022185747976000362,0.00013982421247841776
4.22,-93.05513891867422,138.49671116571753,5.689293556124629,5.60865294118703e-06,9.886920903196881e-06,2.1512254165719867e-07,6.721801234128017e-07,0.0015753892394396894,0.9946541291899653,2.156170445886493e-07,2.2763622380608273e-08,4.030684240149234e-09,0.9998700198781102,1.839792807869928e-08,0.18747020121326952,0.18560917108704733,0.00018302882596399312,0.01099303742955511,0.00022185747799154966,0.00013982421135451097
4.23,-93.05513923356652,138.49671280751247,5.689293563033098,5.608652895978263e-06,9.88692034972907e-06,2.1512250420449897e-07,6.721800951908656e-07,0.0015753891714149256,0.9946541295666148,2.1561702810008656e-07,2.2763620589015435e-08,4.030683899317413e-09,0.9998700198856328,1.839792692002276e-08,0.18747019977042217,0.1856091696586766,0.00018302882303425586,0.010993037253410864,0.00022185747622309568,0.0001398242102306042
4.24,-93.05513954845883,138.49671444930738,5.689293569941566,5.608652850769497e-06,9.88691979626126e-06,2.151224667517993e-07,6.721800669689296e-07,0.0015753891033901618,0.9946541299432643,2.1561701161152386e-07,2.27636187974226e-08,4.0306835584855925e-09,0.9998700198931556,1.839792576134624e-08,0.1874701983275748,0.18560916823030588,0.0001830288201045186,0.01099303707726662,0.0002218574744546417,0.00013982420910669743
4.25,-93.05513986335112,138.49671609110231,5.689293576850035,5.608652805560731e-06,9.886919242793447e-06,2.1512242929909962e-07,6.721800387469935e-07,0.001575389035365398,0.9946541303199138,2.1561699512296113e-07,2.2763617005829765e-08,4.030683217653771e-09,0.9998700199006784,1.8397924602669718e-08,0.18747019688472746,0.18560916680193515,0.0001830288171747813,0.010993036901122378,0.00022185747268618774,0.00013982420798279064
4.26,-93.05514017824342,138.49671773289725,5.689293583758503,5.608652760351965e-06,9.886918689325636e-06,2.1512239184639995e-07,6.721800105250574e-07,0.0015753889673406343,0.9946541306965633,2.1561697863439842e-07,2.2763615214236927e-08,4.0306828768219506e-09,0.9998700199082011,1.8397923443993196e-08,0.1874701954418801,0.18560916537356445,0.00018302881424504404,0.010993036724978133,0.00022185747091773376,0.00013982420685888387
4.2700000000000005,-93.05514049313572,138.49671937469216,5.6892935906669715,5.608652715143199e-06,9.886918135857825e-06,2.1512235439370028e-07,6.721799823031213e-07,0.0015753888993158707,0.9946541310732129,2.1561696214583569e-07,2.2763613422644093e-08,4.030682535990129e-09,0.9998700199157238,1.8397922285316674e-08,0.18747019399903275,0.18560916394519372,0.00018302881131530678,0.01099303654883389,0.00022185746914927978,0.0001398242057349771
4.28,-93.05514080802803,138.4967210164871,5.68929359757544,5.608652669934433e-06,9.886917582390014e-06,2.151223169410006e-07,6.721799540811853e-07,0.001575388831291107,0.9946541314498624,2.1561694565727295e-07,2.2763611631051258e-08,4.030682195158309e-09,0.9998700199232465,1.8397921126640156e-08,0.18747019255618538,0.185609162516823,0.0001830288083855695,0.010993036372689646,0.00022185746738082583,0.0001398242046110703
4.29,-93.05514112292033,138.496722658282,5.6892936044839075,5.608652624725667e-06,9.886917028922203e-06,2.1512227948830093e-07,6.721799258592492e-07,0.0015753887632663432,0.9946541318265119,2.1561692916871025e-07,2.276360983945842e-08,4.030681854326487e-09,0.9998700199307693,1.8397919967963634e-08,0.18747019111333804,0.18560916108845227,0.00018302880545583225,0.010993036196545401,0.00022185746561237185,0.00013982420348716354
4.3,-93.05514143781262,138.49672430007695,5.689293611392376,5.608652579516901e-06,9.88691647545439e-06,2.1512224203560126e-07,6.721798976373131e-07,0.0015753886952415794,0.9946541322031613,2.1561691268014751e-07,2.2763608047865586e-08,4.030681513494667e-09,0.999870019938292,1.8397918809287112e-08,0.18747018967049067,0.18560915966008154,0.00018302880252609499,0.010993036020401158,0.00022185746384391787,0.00013982420236325678
4.3100000000000005,-93.05514175270493,138.4967259418719,5.6892936183008445,5.608652534308135e-06,9.886915921986579e-06,2.151222045829016e-07,6.72179869415377e-07,0.0015753886272168156,0.9946541325798108,2.156168961915848e-07,2.276360625627275e-08,4.030681172662845e-09,0.9998700199458147,1.839791765061059e-08,0.1874701882276433,0.18560915823171084,0.00018302879959635772,0.010993035844256914,0.0002218574620754639,0.00013982420123934998
4.32,-93.05514206759723,138.4967275836668,5.689293625209313,5.608652489099369e-06,9.886915368518768e-06,2.1512216713020192e-07,6.721798411934409e-07,0.001575388559192052,0.9946541329564603,2.1561687970302208e-07,2.2763604464679913e-08,4.030680831831024e-09,0.9998700199533375,1.839791649193407e-08,0.18747018678479596,0.18560915680334011,0.00018302879666662043,0.01099303566811267,0.00022185746030700993,0.0001398242001154432
4.33,-93.05514238248954,138.49672922546173,5.689293632117781,5.608652443890603e-06,9.886914815050957e-06,2.1512212967750222e-07,6.721798129715048e-07,0.0015753884911672883,0.9946541333331098,2.1561686321445937e-07,2.276360267308708e-08,4.0306804909992035e-09,0.9998700199608602,1.839791533325755e-08,0.1874701853419486,0.1856091553749694,0.00018302879373688317,0.010993035491968426,0.00022185745853855595,0.00013982419899153645
4.34,-93.05514269738184,138.49673086725667,5.68929363902625,5.608652398681837e-06,9.886914261583146e-06,2.1512209222480255e-07,6.721797847495687e-07,0.0015753884231425245,0.9946541337097593,2.1561684672589664e-07,2.2763600881494244e-08,4.030680150167382e-09,0.999870019968383,1.8397914174581027e-08,0.18747018389910125,0.18560915394659866,0.0001830287908071459,0.010993035315824181,0.000221857456770102,0.00013982419786762968
4.3500000000000005,-93.05514301227413,138.49673250905158,5.689293645934718,5.608652353473071e-06,9.886913708115335e-06,2.1512205477210287e-07,6.721797565276326e-07,0.0015753883551177608,0.9946541340864089,2.156168302373339e-07,2.2763599089901406e-08,4.0306798093355616e-09,0.9998700199759056,1.8397913015904505e-08,0.18747018245625388,0.18560915251822793,0.00018302878787740864,0.010993035139679938,0.000221857455001648,0.00013982419674372288
4.36,-93.05514332716643,138.49673415084652,5.689293652843187,5.608652308264305e-06,9.886913154647522e-06,2.151220173194032e-07,6.721797283056966e-07,0.001575388287092997,0.9946541344630584,2.156168137487712e-07,2.276359729830857e-08,4.03067946850374e-09,0.9998700199834284,1.8397911857227986e-08,0.18747018101340654,0.1856091510898572,0.00018302878494767138,0.010993034963535694,0.00022185745323319403,0.00013982419561981612
4.37,-93.05514364205874,138.49673579264143,5.689293659751655,5.608652263055539e-06,9.886912601179711e-06,2.1512197986670353e-07,6.721797000837605e-07,0.0015753882190682332,0.9946541348397079,2.1561679726020846e-07,2.2763595506715737e-08,4.03067912767192e-09,0.9998700199909512,1.8397910698551464e-08,0.18747017957055917,0.1856091496614865,0.00018302878201793412,0.01099303478739145,0.00022185745146474008,0.00013982419449590935
4.38,-93.05514395695104,138.49673743443637,5.689293666660124,5.608652217846773e-06,9.8869120477119e-06,2.1512194241400386e-07,6.721796718618244e-07,0.0015753881510434697,0.9946541352163574,2.1561678077164576e-07,2.27635937151229e-08,4.030678786840098e-09,0.9998700199984739,1.8397909539874943e-08,0.18747017812771183,0.18560914823311578,0.00018302877908819683,0.010993034611247206,0.0002218574496962861,0.00013982419337200256
4.39,-93.05514427184335,138.4967390762313,5.689293673568592,5.608652172638007e-06,9.88691149424409e-06,2.1512190496130418e-07,6.721796436398883e-07,0.0015753880830187059,0.9946541355930069,2.1561676428308303e-07,2.2763591923530064e-08,4.030678446008277e-09,0.9998700200059966,1.839790838119842e-08,0.18747017668486446,0.18560914680474505,0.00018302877615845956,0.010993034435102963,0.00022185744792783211,0.0001398241922480958
4.4,-93.05514458673564,138.49674071802622,5.689293680477061,5.6086521274292406e-06,9.886910940776278e-06,2.151218675086045e-07,6.721796154179523e-07,0.0015753880149939421,0.9946541359696564,2.156167477945203e-07,2.276359013193723e-08,4.030678105176456e-09,0.9998700200135193,1.8397907222521902e-08,0.18747017524201712,0.18560914537637432,0.0001830287732287223,0.010993034258958718,0.00022185744615937816,0.00013982419112418902
4.41,-93.05514490162794,138.49674235982116,5.689293687385529,5.608652082220475e-06,9.886910387308466e-06,2.1512183005590484e-07,6.721795871960162e-07,0.0015753879469691783,0.9946541363463058,2.1561673130595759e-07,2.2763588340344392e-08,4.030677764344635e-09,0.9998700200210421,1.839790606384538e-08,0.18747017379916975,0.1856091439480036,0.00018302877029898504,0.010993034082814475,0.00022185744439092418,0.00013982419000028223
4.42,-93.05514521652024,138.4967440016161,5.689293694293998,5.608652037011708e-06,9.886909833840655e-06,2.1512179260320517e-07,6.721795589740801e-07,0.0015753878789444146,0.9946541367229553,2.1561671481739485e-07,2.2763586548751557e-08,4.0306774235128144e-09,0.9998700200285648,1.8397904905168858e-08,0.1874701723563224,0.1856091425196329,0.00018302876736924777,0.010993033906670231,0.0002218574426224702,0.00013982418887637546
4.43,-93.05514553141255,138.496745643411,5.689293701202466,5.6086519918029425e-06,9.886909280372844e-06,2.1512175515050547e-07,6.72179530752144e-07,0.0015753878109196508,0.9946541370996049,2.1561669832883215e-07,2.2763584757158722e-08,4.030677082680993e-09,0.9998700200360875,1.8397903746492336e-08,0.18747017091347504,0.18560914109126217,0.0001830287644395105,0.010993033730525986,0.00022185744085401622,0.0001398241877524687
4.44,-93.05514584630485,138.49674728520594,5.6892937081109345,5.608651946594177e-06,9.886908726905033e-06,2.151217176978058e-07,6.72179502530208e-07,0.0015753877428948872,0.9946541374762544,2.1561668184026941e-07,2.2763582965565885e-08,4.0306767418491725e-09,0.9998700200436103,1.8397902587815817e-08,0.18747016947062767,0.18560913966289144,0.00018302876150977325,0.010993033554381743,0.00022185743908556226,0.0001398241866285619
4.45,-93.05514616119714,138.49674892700085,5.689293715019403,5.60865190138541e-06,9.886908173437222e-06,2.1512168024510613e-07,6.721794743082718e-07,0.0015753876748701235,0.9946541378529039,2.156166653517067e-07,2.276358117397305e-08,4.030676401017351e-09,0.999870020051133,1.8397901429139295e-08,0.18747016802778033,0.18560913823452072,0.00018302875858003595,0.0109930333782375,0.00022185743731710828,0.00013982418550465513
4.46,-93.05514647608945,138.4967505687958,5.689293721927871,5.6086518561766445e-06,9.886907619969409e-06,2.1512164279240645e-07,6.721794460863357e-07,0.0015753876068453597,0.9946541382295534,2.1561664886314398e-07,2.2763579382380215e-08,4.030676060185531e-09,0.9998700200586558,1.8397900270462773e-08,0.18747016658493296,0.18560913680615,0.0001830287556502987,0.010993033202093255,0.0002218574355486543,0.00013982418438074836
4.47,-93.05514679098175,138.49675221059073,5.689293728836339,5.608651810967879e-06,9.886907066501598e-06,2.1512160533970678e-07,6.721794178643996e-07,0.001575387538820596,0.9946541386062029,2.1561663237458124e-07,2.2763577590787377e-08,4.030675719353709e-09,0.9998700200661784,1.839789911178625e-08,0.18747016514208562,0.1856091353777793,0.00018302875272056143,0.010993033025949011,0.00022185743378020035,0.00013982418325684157
4.48,-93.05514710587406,138.49675385238564,5.6892937357448075,5.608651765759112e-06,9.886906513033787e-06,2.151215678870071e-07,6.721793896424636e-07,0.0015753874707958321,0.9946541389828524,2.1561661588601854e-07,2.2763575799194543e-08,4.030675378521888e-09,0.9998700200737012,1.8397897953109733e-08,0.18747016369923825,0.18560913394940856,0.00018302874979082416,0.010993032849804768,0.00022185743201174636,0.0001398241821329348
4.49,-93.05514742076636,138.49675549418058,5.689293742653276,5.6086517205503465e-06,9.886905959565976e-06,2.1512153043430744e-07,6.721793614205275e-07,0.0015753874027710684,0.9946541393595019,2.156165993974558e-07,2.2763574007601708e-08,4.030675037690067e-09,0.9998700200812239,1.839789679443321e-08,0.1874701622563909,0.18560913252103783,0.0001830287468610869,0.010993032673660523,0.00022185743024329238,0.00013982418100902803
4.5,-93.05514773565865,138.4967571359755,5.689293749561744,5.608651675341581e-06,9.886905406098165e-06,2.1512149298160776e-07,6.721793331985914e-07,0.0015753873347463048,0.9946541397361514,2.156165829088931e-07,2.276357221600887e-08,4.030674696858246e-09,0.9998700200887467,1.839789563575669e-08,0.18747016081354353,0.1856091310926671,0.00018302874393134964,0.01099303249751628,0.00022185742847483843,0.00013982417988512124
4.51,-93.05514805055095,138.49675877777042,5.689293756470213,5.608651630132814e-06,9.886904852630354e-06,2.151214555289081e-07,6.721793049766553e-07,0.001575387266721541,0.994654140112801,2.1561656642033036e-07,2.2763570424416036e-08,4.0306743560264254e-09,0.9998700200962694,1.8397894477080167e-08,0.1874701593706962,0.18560912966429638,0.00018302874100161237,0.010993032321372035,0.00022185742670638445,0.00013982417876121447
4.5200000000000005,-93.05514836544326,138.49676041956536,5.689293763378681,5.6086515849240485e-06,9.886904299162541e-06,2.151214180762084e-07,6.721792767547193e-07,0.0015753871986967773,0.9946541404894504,2.1561654993176763e-07,2.27635686328232e-08,4.030674015194604e-09,0.9998700201037921,1.8397893318403648e-08,0.18747015792784882,0.18560912823592565,0.00018302873807187508,0.010993032145227791,0.00022185742493793047,0.0001398241776373077
4.53,-93.05514868033556,138.4967620613603,5.68929377028715,5.608651539715283e-06,9.88690374569473e-06,2.1512138062350872e-07,6.721792485327832e-07,0.0015753871306720135,0.9946541408660999,2.1561653344320493e-07,2.2763566841230363e-08,4.0306736743627835e-09,0.9998700201113149,1.8397892159727126e-08,0.18747015648500148,0.18560912680755495,0.00018302873514213782,0.010993031969083548,0.0002218574231694765,0.0001398241765134009
4.54,-93.05514899522787,138.4967637031552,5.689293777195618,5.608651494506516e-06,9.88690319222692e-06,2.1512134317080905e-07,6.721792203108471e-07,0.0015753870626472497,0.9946541412427494,2.156165169546422e-07,2.276356504963753e-08,4.030673333530962e-09,0.9998700201188375,1.8397891001050604e-08,0.1874701550421541,0.18560912537918423,0.00018302873221240056,0.010993031792939303,0.00022185742140102253,0.00013982417538949414
4.55,-93.05514931012016,138.49676534495015,5.689293784104087,5.6086514492977504e-06,9.886902638759108e-06,2.1512130571810938e-07,6.72179192088911e-07,0.001575386994622486,0.9946541416193989,2.1561650046607949e-07,2.2763563258044694e-08,4.030672992699141e-09,0.9998700201263603,1.8397889842374082e-08,0.18747015359930677,0.1856091239508135,0.0001830287292826633,0.01099303161679506,0.00022185741963256855,0.00013982417426558737
4.5600000000000005,-93.05514962501246,138.49676698674506,5.689293791012555,5.608651404088985e-06,9.886902085291297e-06,2.151212682654097e-07,6.72179163866975e-07,0.0015753869265977224,0.9946541419960484,2.1561648397751675e-07,2.2763561466451856e-08,4.03067265186732e-09,0.999870020133883,1.8397888683697563e-08,0.1874701521564594,0.18560912252244277,0.00018302872635292603,0.010993031440650817,0.0002218574178641146,0.00013982417314168058
4.57,-93.05514993990477,138.49676862854,5.689293797921024,5.608651358880218e-06,9.886901531823484e-06,2.1512123081271003e-07,6.721791356450389e-07,0.0015753868585729586,0.9946541423726979,2.1561646748895405e-07,2.276355967485902e-08,4.030672311035499e-09,0.9998700201414058,1.839788752502104e-08,0.18747015071361206,0.18560912109407204,0.00018302872342318877,0.010993031264506571,0.0002218574160956606,0.0001398241720177738
4.58,-93.05515025479707,138.49677027033493,5.689293804829492,5.608651313671452e-06,9.886900978355673e-06,2.1512119336001036e-07,6.721791074231027e-07,0.0015753867905481948,0.9946541427493474,2.1561645100039131e-07,2.2763557883266187e-08,4.030671970203678e-09,0.9998700201489285,1.839788636634452e-08,0.1874701492707647,0.18560911966570134,0.0001830287204934515,0.010993031088362328,0.00022185741432720663,0.00013982417089386705
4.59,-93.05515056968937,138.49677191212984,5.689293811737961,5.608651268462686e-06,9.886900424887862e-06,2.151211559073107e-07,6.721790792011666e-07,0.001575386722523431,0.994654143125997,2.1561643451182858e-07,2.276355609167335e-08,4.030671629371857e-09,0.9998700201564512,1.8397885207667998e-08,0.18747014782791732,0.18560911823733062,0.00018302871756371421,0.010993030912218085,0.00022185741255875268,0.00013982416976996025
4.6000000000000005,-93.05515088458166,138.49677355392478,5.689293818646429,5.60865122325392e-06,9.886899871420051e-06,2.1512111845461102e-07,6.721790509792306e-07,0.0015753866544986673,0.9946541435026465,2.1561641802326587e-07,2.2763554300080514e-08,4.030671288540036e-09,0.999870020163974,1.8397884048991476e-08,0.18747014638506998,0.1856091168089599,0.00018302871463397695,0.01099303073607384,0.0002218574107902987,0.00013982416864605348
4.61,-93.05515119947397,138.49677519571972,5.6892938255548975,5.608651178045154e-06,9.88689931795224e-06,2.1512108100191134e-07,6.721790227572945e-07,0.0015753865864739037,0.994654143879296,2.1561640153470314e-07,2.276355250848768e-08,4.030670947708215e-09,0.9998700201714967,1.8397882890314957e-08,0.1874701449422226,0.18560911538058916,0.0001830287117042397,0.010993030559929597,0.00022185740902184471,0.00013982416752214672
4.62,-93.05515151436627,138.49677683751463,5.689293832463366,5.608651132836388e-06,9.886898764484428e-06,2.1512104354921164e-07,6.721789945353584e-07,0.00157538651844914,0.9946541442559454,2.1561638504614044e-07,2.2763550716894842e-08,4.0306706068763945e-09,0.9998700201790194,1.8397881731638435e-08,0.18747014349937527,0.18560911395221844,0.00018302870877450242,0.010993030383785353,0.00022185740725339076,0.00013982416639823992
4.63,-93.05515182925858,138.49677847930957,5.689293839371834,5.608651087627622e-06,9.886898211016617e-06,2.1512100609651197e-07,6.721789663134223e-07,0.0015753864504243762,0.9946541446325949,2.156163685575777e-07,2.2763548925302007e-08,4.030670266044573e-09,0.9998700201865421,1.8397880572961913e-08,0.1874701420565279,0.18560911252384774,0.00018302870584476516,0.010993030207641108,0.00022185740548493678,0.00013982416527433315
4.64,-93.05515214415087,138.49678012110448,5.689293846280302,5.608651042418856e-06,9.886897657548806e-06,2.151209686438123e-07,6.721789380914863e-07,0.0015753863823996124,0.9946541450092444,2.1561635206901497e-07,2.2763547133709172e-08,4.030669925212752e-09,0.9998700201940649,1.839787941428539e-08,0.18747014061368056,0.185609111095477,0.0001830287029150279,0.010993030031496865,0.0002218574037164828,0.0001398241641504264
4.65,-93.05515245904317,138.49678176289942,5.6892938531887705,5.60865099721009e-06,9.886897104080995e-06,2.1512093119111263e-07,6.721789098695502e-07,0.0015753863143748487,0.9946541453858939,2.1561633558045226e-07,2.2763545342116335e-08,4.030669584380931e-09,0.9998700202015877,1.8397878255608872e-08,0.1874701391708332,0.18560910966710628,0.00018302869998529063,0.010993029855352622,0.00022185740194802884,0.0001398241630265196
4.66,-93.05515277393548,138.49678340469436,5.689293860097239,5.608650952001324e-06,9.886896550613184e-06,2.1512089373841296e-07,6.721788816476141e-07,0.0015753862463500849,0.9946541457625434,2.1561631909188953e-07,2.27635435505235e-08,4.03066924354911e-09,0.9998700202091103,1.839787709693235e-08,0.18747013772798585,0.18560910823873555,0.00018302869705555334,0.010993029679208377,0.00022185740017957486,0.00013982416190261283
4.67,-93.05515308882778,138.49678504648926,5.689293867005707,5.608650906792558e-06,9.886895997145373e-06,2.1512085628571328e-07,6.72178853425678e-07,0.0015753861783253213,0.994654146139193,2.1561630260332682e-07,2.2763541758930665e-08,4.030668902717289e-09,0.9998700202166331,1.8397875938255828e-08,0.18747013628513848,0.18560910681036483,0.00018302869412581608,0.010993029503064133,0.00022185739841112088,0.00013982416077870606
4.68,-93.05515340372008,138.4967866882842,5.689293873914176,5.608650861583792e-06,9.88689544367756e-06,2.151208188330136e-07,6.72178825203742e-07,0.0015753861103005576,0.9946541465158425,2.156162861147641e-07,2.2763539967337827e-08,4.030668561885468e-09,0.9998700202241558,1.8397874779579306e-08,0.18747013484229114,0.1856091053819941,0.00018302869119607882,0.01099302932691989,0.00022185739664266693,0.00013982415965479926
4.69,-93.05515371861237,138.49678833007914,5.689293880822644,5.608650816375026e-06,9.886894890209749e-06,2.1512078138031394e-07,6.721787969818059e-07,0.0015753860422757938,0.994654146892492,2.1561626962620139e-07,2.2763538175744993e-08,4.030668221053647e-09,0.9998700202316786,1.8397873620902788e-08,0.18747013339944377,0.1856091039536234,0.00018302868826634155,0.010993029150775645,0.00022185739487421295,0.0001398241585308925
4.7,-93.05515403350468,138.49678997187405,5.689293887731113,5.60865077116626e-06,9.886894336741938e-06,2.1512074392761427e-07,6.721787687598698e-07,0.00157538597425103,0.9946541472691415,2.1561625313763865e-07,2.2763536384152158e-08,4.030667880221826e-09,0.9998700202392012,1.8397872462226266e-08,0.18747013195659643,0.18560910252525267,0.0001830286853366043,0.010993028974631402,0.00022185739310575896,0.00013982415740698573
4.71,-93.05515434839698,138.496791613669,5.689293894639581,5.608650725957494e-06,9.886893783274127e-06,2.151207064749146e-07,6.721787405379336e-07,0.0015753859062262662,0.994654147645791,2.1561623664907592e-07,2.276353459255932e-08,4.030667539390005e-09,0.999870020246724,1.8397871303549744e-08,0.18747013051374906,0.18560910109688195,0.00018302868240686703,0.010993028798487157,0.000221857391337305,0.00013982415628307893
4.72,-93.05515466328929,138.4967932554639,5.68929390154805,5.608650680748728e-06,9.886893229806316e-06,2.151206690222149e-07,6.721787123159976e-07,0.0015753858382015025,0.9946541480224405,2.1561622016051321e-07,2.2763532800966486e-08,4.030667198558184e-09,0.9998700202542468,1.8397870144873222e-08,0.1874701290709017,0.18560909966851122,0.00018302867947712974,0.010993028622342913,0.00022185738956885103,0.00013982415515917217
4.73,-93.05515497818159,138.49679489725884,5.689293908456518,5.608650635539962e-06,9.886892676338503e-06,2.1512063156951522e-07,6.721786840940615e-07,0.001575385770176739,0.9946541483990899,2.1561620367195048e-07,2.276353100937365e-08,4.030666857726363e-09,0.9998700202617695,1.8397868986196703e-08,0.18747012762805434,0.1856090982401405,0.00018302867654739247,0.01099302844619867,0.00022185738780039705,0.0001398241540352654
4.74,-93.05515529307388,138.49679653905378,5.689293915364987,5.608650590331196e-06,9.886892122870692e-06,2.1512059411681555e-07,6.721786558721254e-07,0.0015753857021519751,0.9946541487757394,2.1561618718338777e-07,2.2763529217780813e-08,4.030666516894542e-09,0.9998700202692922,1.839786782752018e-08,0.18747012618520698,0.1856090968117698,0.0001830286736176552,0.010993028270054425,0.0002218573860319431,0.0001398241529113586
4.75,-93.05515560796619,138.49679818084869,5.689293922273455,5.60865054512243e-06,9.886891569402881e-06,2.1512055666411588e-07,6.721786276501893e-07,0.0015753856341272114,0.994654149152389,2.1561617069482504e-07,2.276352742618798e-08,4.030666176062721e-09,0.9998700202768149,1.839786666884366e-08,0.18747012474235963,0.18560909538339906,0.00018302867068791795,0.010993028093910182,0.0002218573842634891,0.00013982415178745184
4.76,-93.05515592285849,138.49679982264362,5.689293929181924,5.608650499913663e-06,9.88689101593507e-06,2.151205192114162e-07,6.721785994282533e-07,0.0015753855661024476,0.9946541495290385,2.156161542062623e-07,2.2763525634595144e-08,4.0306658352309e-09,0.9998700202843377,1.8397865510167137e-08,0.18747012329951226,0.18560909395502834,0.00018302866775818068,0.010993027917765939,0.00022185738249503513,0.00013982415066354507
4.7700000000000005,-93.0551562377508,138.49680146443856,5.689293936090392,5.608650454704898e-06,9.88689046246726e-06,2.1512048175871654e-07,6.721785712063172e-07,0.0015753854980776838,0.994654149905688,2.156161377176996e-07,2.2763523843002306e-08,4.030665494399079e-09,0.9998700202918605,1.839786435149062e-08,0.18747012185666492,0.1856090925266576,0.00018302866482844342,0.010993027741621694,0.00022185738072658118,0.0001398241495396383
4.78,-93.0551565526431,138.49680310623347,5.6892939429988605,5.608650409496132e-06,9.886889908999448e-06,2.1512044430601686e-07,6.721785429843811e-07,0.00157538543005292,0.9946541502823375,2.1561612122913687e-07,2.276352205140947e-08,4.030665153567258e-09,0.9998700202993831,1.8397863192814097e-08,0.18747012041381755,0.18560909109828688,0.00018302866189870616,0.01099302756547745,0.0002218573789581272,0.0001398241484157315
4.79,-93.05515686753539,138.4968047480284,5.689293949907329,5.608650364287365e-06,9.886889355531636e-06,2.151204068533172e-07,6.72178514762445e-07,0.0015753853620281565,0.994654150658987,2.1561610474057416e-07,2.2763520259816637e-08,4.030664812735437e-09,0.9998700203069059,1.8397862034137575e-08,0.1874701189709702,0.18560908966991616,0.00018302865896896887,0.010993027389333207,0.0002218573771896732,0.00013982414729182474
4.8,-93.05515718242769,138.49680638982335,5.689293956815797,5.6086503190786e-06,9.886888802063825e-06,2.1512036940061752e-07,6.72178486540509e-07,0.0015753852940033927,0.9946541510356365,2.1561608825201143e-07,2.27635184682238e-08,4.030664471903616e-09,0.9998700203144286,1.8397860875461053e-08,0.18747011752812284,0.18560908824154546,0.0001830286560392316,0.010993027213188962,0.00022185737542121926,0.00013982414616791797
4.8100000000000005,-93.05515749732,138.49680803161826,5.689293963724266,5.608650273869834e-06,9.886888248596014e-06,2.1512033194791782e-07,6.721784583185729e-07,0.001575385225978629,0.994654151412286,2.1561607176344872e-07,2.2763516676630964e-08,4.030664131071795e-09,0.9998700203219514,1.8397859716784534e-08,0.1874701160852755,0.18560908681317473,0.00018302865310949434,0.010993027037044719,0.00022185737365276528,0.00013982414504401118
4.82,-93.0551578122123,138.4968096734132,5.6892939706327335,5.608650228661067e-06,9.886887695128203e-06,2.1512029449521815e-07,6.721784300966368e-07,0.0015753851579538652,0.9946541517889355,2.15616055274886e-07,2.276351488503813e-08,4.030663790239974e-09,0.999870020329474,1.8397858558108012e-08,0.18747011464242813,0.185609085384804,0.00018302865017975708,0.010993026860900475,0.0002218573718843113,0.0001398241439201044
4.83,-93.0551581271046,138.4968113152081,5.689293977541202,5.608650183452302e-06,9.886887141660392e-06,2.1512025704251848e-07,6.721784018747007e-07,0.0015753850899291014,0.9946541521655851,2.1561603878632326e-07,2.276351309344529e-08,4.030663449408153e-09,0.9998700203369968,1.839785739943149e-08,0.1874701131995808,0.18560908395643327,0.0001830286472500198,0.01099302668475623,0.00022185737011585731,0.00013982414279619764
