t,Ca,Gd,Gt,R,Rl,Rg,Rlg,Rlgp,IP3,Pc,Pcg,P,Pg
3.7600000000000002,0.1,10000.003998517464,0.0,13.903998517473992,0.0,5.056001482525997,0.0,0.0,0.015010756881521514,9.09,0.0,90.9,0.0
3.77,0.1,10000.003998517484,0.0,13.903998517493676,0.0,5.056001482506312,0.0,0.0,0.015010758045583614,9.09,0.0,90.9,0.0
3.7800000000000002,0.1,10000.003998517504,0.0,13.903998517513552,0.0,5.056001482486436,0.0,0.0,0.015010759188669438,9.09,0.0,90.9,0.0
3.79,0.1,10000.003998517524,0.0,13.903998517533578,0.0,5.05600148246641,0.0,0.0,0.015010760311174386,9.09,0.0,90.9,0.0
3.8000000000000003,0.1,10000.003998517544,0.0,13.903998517553715,0.0,5.056001482446273,0.0,0.0,0.015010761413493862,9.09,0.0,90.9,0.0
3.81,0.1,10000.003998517564,0.0,13.903998517573921,0.0,5.056001482426067,0.0,0.0,0.015010762496023265,9.09,0.0,90.9,0.0
3.8200000000000003,0.1,10000.003998517584,0.0,13.903998517594157,0.0,5.056001482405832,0.0,0.0,0.015010763559158,9.09,0.0,90.9,0.0
3.83,0.1,10000.003998517606,0.0,13.903998517614381,0.0,5.056001482385607,0.0,0.0,0.015010764603293465,9.09,0.0,90.9,0.0
3.84,0.1,10000.003998517626,0.0,13.903998517634555,0.0,5.056001482365434,0.0,0.0,0.015010765628825064,9.09,0.0,90.9,0.0
3.85,0.1,10000.003998517646,0.0,13.903998517654635,0.0,5.056001482345352,0.0,0.0,0.015010766636148197,9.09,0.0,90.9,0.0
3.86,0.1,10000.003998517666,0.0,13.903998517674586,0.0,5.056001482325404,0.0,0.0,0.015010767625658266,9.09,0.0,90.9,0.0
3.87,0.1,10000.003998517686,0.0,13.903998517694362,0.0,5.056001482305627,0.0,0.0,0.015010768597750674,9.09,0.0,90.9,0.0
3.88,0.1,10000.003998517705,0.0,13.903998517713925,0.0,5.056001482286064,0.0,0.0,0.015010769552820822,9.09,0.0,90.9,0.0
3.89,0.1,10000.003998517725,0.0,13.903998517733235,0.0,5.056001482266753,0.0,0.0,0.01501077049126411,9.09,0.0,90.9,0.0
3.9,0.1,10000.003998517743,0.0,13.903998517752251,0.0,5.056001482247736,0.0,0.0,0.015010771413475942,9.09,0.0,90.9,0.0
3.91,0.1,10000.003998517763,0.0,13.903998517770935,0.0,5.056001482229054,0.0,0.0,0.015010772319851718,9.09,0.0,90.9,0.0
3.92,0.1,10000.003998517781,0.0,13.903998517789242,0.0,5.056001482210745,0.0,0.0,0.015010773210786841,9.09,0.0,90.9,0.0
3.93,0.1,10000.0039985178,0.0,13.903998517807135,0.0,5.056001482192852,0.0,0.0,0.015010774086676712,9.09,0.0,90.9,0.0
3.94,0.1,10000.003998517815,0.0,13.903998517824574,0.0,5.0560014821754145,0.0,0.0,0.015010774947916732,9.09,0.0,90.9,0.0
3.95,0.1,10000.003998517832,0.0,13.903998517841517,0.0,5.056001482158472,0.0,0.0,0.015010775794902302,9.09,0.0,90.9,0.0
3.96,0.1,10000.003998517848,0.0,13.903998517857923,0.0,5.056001482142065,0.0,0.0,0.015010776628028827,9.09,0.0,90.9,0.0
3.97,0.1,10000.003998517865,0.0,13.903998517873752,0.0,5.056001482126235,0.0,0.0,0.015010777447691706,9.09,0.0,90.9,0.0
3.98,0.1,10000.003998517881,0.0,13.903998517888967,0.0,5.0560014821110215,0.0,0.0,0.01501077825428634,9.09,0.0,90.9,0.0
3.99,0.1,10000.003998517896,0.0,13.903998517903522,0.0,5.056001482096465,0.0,0.0,0.015010779048208132,9.09,0.0,90.9,0.0
4.0,0.1,10000.003998517908,0.0,13.903998517917382,0.0,5.056001482082607,0.0,0.0,0.015010779829852484,9.09,0.0,90.9,0.0
4.01,0.1,10000.003998517921,0.0,13.903998517930503,0.0,5.056001482069486,0.0,0.0,0.015010780599614795,9.09,0.0,90.9,0.0
4.0200000000000005,0.1,10000.003998517934,0.0,13.903998517942846,0.0,5.056001482057143,0.0,0.0,0.01501078135789047,9.09,0.0,90.9,0.0
4.03,0.1,10000.003998517945,0.0,13.903998517954369,0.0,5.056001482045619,0.0,0.0,0.01501078210507491,9.09,0.0,90.9,0.0
4.04,0.1,10000.003998517956,0.0,13.903998517965034,0.0,5.0560014820349535,0.0,0.0,0.015010782841563514,9.09,0.0,90.9,0.0
4.05,0.1,10000.003998517966,0.0,13.9039985179748,0.0,5.056001482025188,0.0,0.0,0.015010783567751686,9.09,0.0,90.9,0.0
4.0600000000000005,0.1,10000.003998517976,0.0,13.903998517983627,0.0,5.056001482016362,0.0,0.0,0.015010784284034826,9.09,0.0,90.9,0.0
4.07,0.1,10000.003998517983,0.0,13.903998517991472,0.0,5.056001482008516,0.0,0.0,0.015010784990808337,9.09,0.0,90.9,0.0
4.08,0.1,10000.00399851799,0.0,13.903998517998298,0.0,5.056001482001691,0.0,0.0,0.015010785688467622,9.09,0.0,90.9,0.0
4.09,0.1,10000.003998517996,0.0,13.903998518004062,0.0,5.056001481995927,0.0,0.0,0.01501078637740808,9.09,0.0,90.9,0.0
4.1,0.1,10000.003998518,0.0,13.903998518008725,0.0,5.056001481991263,0.0,0.0,0.015010787058025114,9.09,0.0,90.9,0.0
4.11,0.1,10000.003998518003,0.0,13.903998518012246,0.0,5.056001481987742,0.0,0.0,0.015010787730714124,9.09,0.0,90.9,0.0
4.12,0.1,10000.003998518006,0.0,13.903998518014586,0.0,5.056001481985403,0.0,0.0,0.015010788395870514,9.09,0.0,90.9,0.0
4.13,0.1,10000.003998518006,0.0,13.903998518015703,0.0,5.056001481984286,0.0,0.0,0.015010789053889683,9.09,0.0,90.9,0.0
4.14,0.1,10000.003998518006,0.0,13.903998518015557,0.0,5.056001481984431,0.0,0.0,0.015010789705167036,9.09,0.0,90.9,0.0
4.15,0.1,10000.003998518005,0.0,13.903998518014108,0.0,5.056001481985881,0.0,0.0,0.015010790350097971,9.09,0.0,90.9,0.0
4.16,0.1,10000.003998518003,0.0,13.903998518011315,0.0,5.056001481988673,0.0,0.0,0.015010790989077892,9.09,0.0,90.9,0.0
4.17,0.1,10000.003998517997,0.0,13.903998518007139,0.0,5.056001481992849,0.0,0.0,0.0150107916225022,9.09,0.0,90.9,0.0
4.18,0.1,10000.003998517992,0.0,13.903998518001538,0.0,5.05600148199845,0.0,0.0,0.015010792250766297,9.09,0.0,90.9,0.0
4.19,0.1,10000.003998517986,0.0,13.903998517994474,0.0,5.056001482005516,0.0,0.0,0.015010792874265584,9.09,0.0,90.9,0.0
4.2,0.1,10000.003998517977,0.0,13.903998517985903,0.0,5.056001482014087,0.0,0.0,0.015010793493395463,9.09,0.0,90.9,0.0
4.21,0.1,10000.003998517966,0.0,13.903998517975786,0.0,5.056001482024202,0.0,0.0,0.015010794108551336,9.09,0.0,90.9,0.0
4.22,0.1,10000.003998517956,0.0,13.903998517964084,0.0,5.056001482035904,0.0,0.0,0.015010794720128603,9.09,0.0,90.9,0.0
4.23,0.1,10000.003998517941,0.0,13.903998517950756,0.0,5.056001482049232,0.0,0.0,0.015010795328522666,9.09,0.0,90.9,0.0
4.24,0.1,10000.003998517926,0.0,13.903998517935761,0.0,5.056001482064227,0.0,0.0,0.015010795934128929,9.09,0.0,90.9,0.0
4.25,0.1,10000.00399851791,0.0,13.90399851791906,0.0,5.056001482080928,0.0,0.0,0.015010796537342792,9.09,0.0,90.9,0.0
4.26,0.1,10000.003998517892,0.0,13.903998517900611,0.0,5.0560014820993775,0.0,0.0,0.015010797138559656,9.09,0.0,90.9,0.0
4.2700000000000005,0.1,10000.003998517872,0.0,13.903998517880375,0.0,5.056001482119614,0.0,0.0,0.015010797738174923,9.09,0.0,90.9,0.0
4.28,0.1,10000.00399851785,0.0,13.903998517858309,0.0,5.056001482141679,0.0,0.0,0.015010798336583996,9.09,0.0,90.9,0.0
4.29,0.1,10000.003998517826,0.0,13.903998517834376,0.0,5.0560014821656125,0.0,0.0,0.015010798934182275,9.09,0.0,90.9,0.0
4.3,0.1,10000.0039985178,0.0,13.903998517808533,0.0,5.056001482191454,0.0,0.0,0.015010799531365162,9.09,0.0,90.9,0.0
4.3100000000000005,0.1,10000.003998517772,0.0,13.903998517780742,0.0,5.056001482219246,0.0,0.0,0.01501080012852806,9.09,0.0,90.9,0.0
4.32,0.1,10000.003998517746,0.0,13.903998517753987,0.0,5.056001482246001,0.0,0.0,0.015010800711587714,9.09,0.0,90.9,0.0
4.33,0.1,10000.003998517754,0.0,13.903998517761325,0.0,5.0560014822386625,0.0,0.0,0.015010801122545912,9.09,0.0,90.9,0.0
4.34,0.1,10000.003998517761,0.0,13.903998517768517,0.0,5.056001482231469,0.0,0.0,0.015010801525457204,9.09,0.0,90.9,0.0
4.3500000000000005,0.1,10000.003998517768,0.0,13.903998517775557,0.0,5.056001482224431,0.0,0.0,0.015010801920567014,9.09,0.0,90.9,0.0
4.36,0.1,10000.003998517774,0.0,13.903998517782432,0.0,5.056001482217555,0.0,0.0,0.015010802308120755,9.09,0.0,90.9,0.0
4.37,0.1,10000.003998517781,0.0,13.903998517789136,0.0,5.056001482210852,0.0,0.0,0.015010802688363849,9.09,0.0,90.9,0.0
4.38,0.1,10000.003998517788,0.0,13.903998517795657,0.0,5.056001482204331,0.0,0.0,0.015010803061541712,9.09,0.0,90.9,0.0
4.39,0.1,10000.003998517794,0.0,13.903998517801988,0.0,5.056001482197999,0.0,0.0,0.015010803427899764,9.09,0.0,90.9,0.0
4.4,0.1,10000.003998517801,0.0,13.90399851780812,0.0,5.056001482191867,0.0,0.0,0.015010803787683422,9.09,0.0,90.9,0.0
4.41,0.1,10000.003998517806,0.0,13.903998517814044,0.0,5.056001482185944,0.0,0.0,0.015010804141138107,9.09,0.0,90.9,0.0
4.42,0.1,10000.003998517812,0.0,13.90399851781975,0.0,5.056001482180238,0.0,0.0,0.015010804488509234,9.09,0.0,90.9,0.0
4.43,0.1,10000.003998517817,0.0,13.90399851782523,0.0,5.056001482174758,0.0,0.0,0.015010804830042225,9.09,0.0,90.9,0.0
4.44,0.1,10000.003998517823,0.0,13.903998517830473,0.0,5.056001482169514,0.0,0.0,0.015010805165982495,9.09,0.0,90.9,0.0
4.45,0.1,10000.003998517828,0.0,13.903998517835472,0.0,5.056001482164516,0.0,0.0,0.015010805496575467,9.09,0.0,90.9,0.0
4.46,0.1,10000.003998517832,0.0,13.903998517840218,0.0,5.05600148215977,0.0,0.0,0.015010805822066554,9.09,0.0,90.9,0.0
4.47,0.1,10000.003998517837,0.0,13.9039985178447,0.0,5.0560014821552866,0.0,0.0,0.015010806142701179,9.09,0.0,90.9,0.0
4.48,0.1,10000.003998517841,0.0,13.903998517848912,0.0,5.056001482151076,0.0,0.0,0.015010806458724758,9.09,0.0,90.9,0.0
4.49,0.1,10000.003998517845,0.0,13.903998517852843,0.0,5.0560014821471455,0.0,0.0,0.015010806770382709,9.09,0.0,90.9,0.0
4.5,0.1,10000.003998517848,0.0,13.903998517856483,0.0,5.056001482143505,0.0,0.0,0.015010807077920452,9.09,0.0,90.9,0.0
4.51,0.1,10000.003998517852,0.0,13.903998517859824,0.0,5.0560014821401635,0.0,0.0,0.015010807381583407,9.09,0.0,90.9,0.0
4.5200000000000005,0.1,10000.003998517856,0.0,13.903998517862858,0.0,5.0560014821371295,0.0,0.0,0.015010807681616988,9.09,0.0,90.9,0.0
4.53,0.1,10000.003998517857,0.0,13.903998517865576,0.0,5.056001482134413,0.0,0.0,0.015010807978266616,9.09,0.0,90.9,0.0
4.54,0.1,10000.00399851786,0.0,13.903998517867967,0.0,5.056001482132022,0.0,0.0,0.01501080827177771,9.09,0.0,90.9,0.0
4.55,0.1,10000.003998517863,0.0,13.903998517870022,0.0,5.0560014821299655,0.0,0.0,0.015010808562395688,9.09,0.0,90.9,0.0
4.5600000000000005,0.1,10000.003998517865,0.0,13.903998517871734,0.0,5.056001482128254,0.0,0.0,0.015010808850365969,9.09,0.0,90.9,0.0
4.57,0.1,10000.003998517865,0.0,13.903998517873092,0.0,5.056001482126895,0.0,0.0,0.01501080913593397,9.09,0.0,90.9,0.0
4.58,0.1,10000.003998517866,0.0,13.90399851787409,0.0,5.0560014821258985,0.0,0.0,0.01501080941934511,9.09,0.0,90.9,0.0
4.59,0.1,10000.003998517866,0.0,13.903998517874715,0.0,5.056001482125273,0.0,0.0,0.01501080970084481,9.09,0.0,90.9,0.0
4.6000000000000005,0.1,10000.003998517866,0.0,13.90399851787496,0.0,5.056001482125028,0.0,0.0,0.015010809980678483,9.09,0.0,90.9,0.0
4.61,0.1,10000.003998517866,0.0,13.903998517874816,0.0,5.056001482125172,0.0,0.0,0.015010810259091551,9.09,0.0,90.9,0.0
4.62,0.1,10000.003998517866,0.0,13.903998517874273,0.0,5.056001482125714,0.0,0.0,0.015010810536329433,9.09,0.0,90.9,0.0
4.63,0.1,10000.003998517865,0.0,13.903998517873324,0.0,5.056001482126663,0.0,0.0,0.015010810812637547,9.09,0.0,90.9,0.0
4.64,0.1,10000.003998517865,0.0,13.903998517871958,0.0,5.056001482128029,0.0,0.0,0.01501081108826131,9.09,0.0,90.9,0.0
4.65,0.1,10000.003998517863,0.0,13.903998517870166,0.0,5.056001482129821,0.0,0.0,0.015010811363446142,9.09,0.0,90.9,0.0
4.66,0.1,10000.00399851786,0.0,13.90399851786794,0.0,5.0560014821320465,0.0,0.0,0.015010811638437462,9.09,0.0,90.9,0.0
4.67,0.1,10000.003998517857,0.0,13.903998517865272,0.0,5.0560014821347155,0.0,0.0,0.015010811913480684,9.09,0.0,90.9,0.0
4.68,0.1,10000.003998517854,0.0,13.90399851786215,0.0,5.056001482137837,0.0,0.0,0.015010812188821233,9.09,0.0,90.9,0.0
4.69,0.1,10000.00399851785,0.0,13.903998517858566,0.0,5.056001482141421,0.0,0.0,0.015010812464704523,9.09,0.0,90.9,0.0
4.7,0.1,10000.003998517846,0.0,13.903998517854513,0.0,5.056001482145475,0.0,0.0,0.015010812741375975,9.09,0.0,90.9,0.0
4.71,0.1,10000.003998517843,0.0,13.90399851784998,0.0,5.056001482150008,0.0,0.0,0.015010813019081004,9.09,0.0,90.9,0.0
4.72,0.1,10000.003998517837,0.0,13.903998517844958,0.0,5.05600148215503,0.0,0.0,0.015010813298065032,9.09,0.0,90.9,0.0
4.73,0.1,10000.003998517832,0.0,13.903998517839437,0.0,5.05600148216055,0.0,0.0,0.015010813578573477,9.09,0.0,90.9,0.0
4.74,0.1,10000.003998517825,0.0,13.903998517833411,0.0,5.056001482166577,0.0,0.0,0.015010813860851756,9.09,0.0,90.9,0.0
4.75,0.1,10000.00399851782,0.0,13.903998517826869,0.0,5.056001482173119,0.0,0.0,0.015010814145145287,9.09,0.0,90.9,0.0
4.76,0.1,10000.003998517812,0.0,13.903998517819801,0.0,5.056001482180187,0.0,0.0,0.015010814431699491,9.09,0.0,90.9,0.0
4.7700000000000005,0.1,10000.003998517805,0.0,13.9039985178122,0.0,5.056001482187788,0.0,0.0,0.015010814720759784,9.09,0.0,90.9,0.0
4.78,0.1,10000.003998517795,0.0,13.903998517804055,0.0,5.056001482195931,0.0,0.0,0.015010815012571585,9.09,0.0,90.9,0.0
4.79,0.1,10000.003998517788,0.0,13.90399851779536,0.0,5.0560014822046275,0.0,0.0,0.015010815307380314,9.09,0.0,90.9,0.0
4.8,0.1,10000.003998517777,0.0,13.903998517786103,0.0,5.056001482213884,0.0,0.0,0.015010815605431388,9.09,0.0,90.9,0.0
4.8100000000000005,0.1,10000.003998517768,0.0,13.903998517776277,0.0,5.056001482223711,0.0,0.0,0.015010815906970227,9.09,0.0,90.9,0.0
4.82,0.1,10000.003998517757,0.0,13.90399851776587,0.0,5.056001482234117,0.0,0.0,0.015010816212242246,9.09,0.0,90.9,0.0
4.83,0.1,10000.003998517746,0.0,13.903998517754877,0.0,5.056001482245111,0.0,0.0,0.015010816521492868,9.09,0.0,90.9,0.0
4.84,0.1,10000.003998517735,0.0,13.903998517743286,0.0,5.056001482256702,0.0,0.0,0.015010816834967506,9.09,0.0,90.9,0.0
4.8500000000000005,0.1,10000.003998517723,0.0,13.903998517731088,0.0,5.0560014822689,0.0,0.0,0.015010817152911585,9.09,0.0,90.9,0.0
4.86,0.1,10000.00399851771,0.0,13.903998517718275,0.0,5.056001482281712,0.0,0.0,0.015010817475570518,9.09,0.0,90.9,0.0
4.87,0.1,10000.003998517697,0.0,13.903998517704839,0.0,5.056001482295149,0.0,0.0,0.015010817803189727,9.09,0.0,90.9,0.0
4.88,0.1,10000.003998517683,0.0,13.903998517690768,0.0,5.0560014823092185,0.0,0.0,0.015010818136014629,9.09,0.0,90.9,0.0
4.89,0.1,10000.003998517668,0.0,13.903998517676056,0.0,5.056001482323931,0.0,0.0,0.015010818474290642,9.09,0.0,90.9,0.0
4.9,0.1,10000.003998517654,0.0,13.903998517660693,0.0,5.056001482339295,0.0,0.0,0.015010818818263185,9.09,0.0,90.9,0.0
4.91,0.1,10000.003998517637,0.0,13.903998517644668,0.0,5.056001482355319,0.0,0.0,0.015010819168177677,9.09,0.0,90.9,0.0
4.92,0.1,10000.00399851762,0.0,13.903998517627976,0.0,5.056001482372013,0.0,0.0,0.015010819524279535,9.09,0.0,90.9,0.0
4.93,0.1,10000.003998517612,0.0,13.903998517620664,0.0,5.0560014823793225,0.0,0.0,0.01501081975528318,9.09,0.0,90.9,0.0
4.94,0.1,10000.003998517608,0.0,13.903998517616957,0.0,5.05600148238303,0.0,0.0,0.01501081993686784,9.09,0.0,90.9,0.0
4.95,0.1,10000.003998517604,0.0,13.903998517613244,0.0,5.056001482386742,0.0,0.0,0.015010820116340237,9.09,0.0,90.9,0.0
4.96,0.1,10000.0039985176,0.0,13.903998517609528,0.0,5.0560014823904575,0.0,0.0,0.015010820293800232,9.09,0.0,90.9,0.0
4.97,0.1,10000.003998517597,0.0,13.903998517605812,0.0,5.056001482394175,0.0,0.0,0.015010820469347689,9.09,0.0,90.9,0.0
4.98,0.1,10000.003998517594,0.0,13.903998517602096,0.0,5.056001482397891,0.0,0.0,0.015010820643082476,9.09,0.0,90.9,0.0
4.99,0.1,10000.00399851759,0.0,13.903998517598383,0.0,5.056001482401603,0.0,0.0,0.015010820815104456,9.09,0.0,90.9,0.0
5.0,0.1,10000.003998517586,0.0,13.903998517594676,0.0,5.056001482405311,0.0,0.0,0.015010820985513493,9.09,0.0,90.9,0.0
5.01,0.1,10000.003998517583,0.0,13.903998517590976,0.0,5.056001482409012,0.0,0.0,0.015010821154409451,9.09,0.0,90.9,0.0
5.0200000000000005,0.1,10000.003998517579,0.0,13.903998517587285,0.0,5.056001482412703,0.0,0.0,0.015010821321892198,9.09,0.0,90.9,0.0
5.03,0.1,10000.003998517575,0.0,13.903998517583604,0.0,5.056001482416383,0.0,0.0,0.015010821488061595,9.09,0.0,90.9,0.0
5.04,0.1,10000.003998517572,0.0,13.903998517579938,0.0,5.056001482420049,0.0,0.0,0.01501082165301751,9.09,0.0,90.9,0.0
5.05,0.1,10000.003998517568,0.0,13.903998517576287,0.0,5.056001482423699,0.0,0.0,0.015010821816859804,9.09,0.0,90.9,0.0
5.0600000000000005,0.1,10000.003998517564,0.0,13.903998517572655,0.0,5.056001482427333,0.0,0.0,0.015010821979688345,9.09,0.0,90.9,0.0
5.07,0.1,10000.00399851756,0.0,13.903998517569041,0.0,5.056001482430946,0.0,0.0,0.015010822141602995,9.09,0.0,90.9,0.0
5.08,0.1,10000.003998517557,0.0,13.90399851756545,0.0,5.056001482434537,0.0,0.0,0.015010822302703621,9.09,0.0,90.9,0.0
5.09,0.1,10000.003998517554,0.0,13.903998517561883,0.0,5.056001482438105,0.0,0.0,0.015010822463090085,9.09,0.0,90.9,0.0
5.1000000000000005,0.1,10000.00399851755,0.0,13.90399851755834,0.0,5.056001482441646,0.0,0.0,0.015010822622862255,9.09,0.0,90.9,0.0
5.11,0.1,10000.003998517546,0.0,13.903998517554827,0.0,5.056001482445159,0.0,0.0,0.015010822782119992,9.09,0.0,90.9,0.0
5.12,0.1,10000.003998517543,0.0,13.903998517551345,0.0,5.056001482448642,0.0,0.0,0.015010822940963163,9.09,0.0,90.9,0.0
5.13,0.1,10000.003998517539,0.0,13.903998517547894,0.0,5.056001482452093,0.0,0.0,0.015010823099491633,9.09,0.0,90.9,0.0
5.14,0.1,10000.003998517535,0.0,13.903998517544478,0.0,5.056001482455509,0.0,0.0,0.015010823257805265,9.09,0.0,90.9,0.0
5.15,0.1,10000.003998517532,0.0,13.9039985175411,0.0,5.056001482458888,0.0,0.0,0.015010823416003924,9.09,0.0,90.9,0.0
5.16,0.1,10000.003998517528,0.0,13.903998517537758,0.0,5.056001482462229,0.0,0.0,0.015010823574187475,9.09,0.0,90.9,0.0
5.17,0.1,10000.003998517526,0.0,13.903998517534458,0.0,5.056001482465529,0.0,0.0,0.015010823732455783,9.09,0.0,90.9,0.0
5.18,0.1,10000.003998517523,0.0,13.9039985175312,0.0,5.056001482468786,0.0,0.0,0.015010823890908711,9.09,0.0,90.9,0.0
5.19,0.1,10000.003998517519,0.0,13.903998517527988,0.0,5.0560014824719985,0.0,0.0,0.015010824049646126,9.09,0.0,90.9,0.0
5.2,0.1,10000.003998517515,0.0,13.903998517524823,0.0,5.056001482475164,0.0,0.0,0.015010824208767893,9.09,0.0,90.9,0.0
5.21,0.1,10000.003998517514,0.0,13.903998517521707,0.0,5.056001482478281,0.0,0.0,0.015010824368373874,9.09,0.0,90.9,0.0
5.22,0.1,10000.00399851751,0.0,13.903998517518641,0.0,5.056001482481345,0.0,0.0,0.015010824528563933,9.09,0.0,90.9,0.0
5.23,0.1,10000.003998517506,0.0,13.90399851751563,0.0,5.056001482484357,0.0,0.0,0.01501082468943794,9.09,0.0,90.9,0.0
5.24,0.1,10000.003998517504,0.0,13.903998517512674,0.0,5.056001482487313,0.0,0.0,0.015010824851095754,9.09,0.0,90.9,0.0
5.25,0.1,10000.0039985175,0.0,13.903998517509775,0.0,5.0560014824902115,0.0,0.0,0.015010825013637243,9.09,0.0,90.9,0.0
5.26,0.1,10000.003998517497,0.0,13.903998517506936,0.0,5.056001482493051,0.0,0.0,0.01501082517716227,9.09,0.0,90.9,0.0
5.2700000000000005,0.1,10000.003998517495,0.0,13.903998517504158,0.0,5.056001482495828,0.0,0.0,0.015010825341770699,9.09,0.0,90.9,0.0
5.28,0.1,10000.003998517492,0.0,13.903998517501444,0.0,5.056001482498542,0.0,0.0,0.015010825507562397,9.09,0.0,90.9,0.0
5.29,0.1,10000.00399851749,0.0,13.903998517498797,0.0,5.05600148250119,0.0,0.0,0.015010825674637227,9.09,0.0,90.9,0.0
5.3,0.1,10000.003998517488,0.0,13.903998517496216,0.0,5.05600148250377,0.0,0.0,0.015010825843095054,9.09,0.0,90.9,0.0
5.3100000000000005,0.1,10000.003998517484,0.0,13.903998517493708,0.0,5.05600148250628,0.0,0.0,0.015010826013035744,9.09,0.0,90.9,0.0
5.32,0.1,10000.003998517483,0.0,13.903998517491269,0.0,5.056001482508717,0.0,0.0,0.01501082618455916,9.09,0.0,90.9,0.0
5.33,0.1,10000.00399851748,0.0,13.903998517488906,0.0,5.05600148251108,0.0,0.0,0.015010826357765166,9.09,0.0,90.9,0.0
5.34,0.1,10000.003998517477,0.0,13.90399851748662,0.0,5.056001482513367,0.0,0.0,0.015010826532753629,9.09,0.0,90.9,0.0
5.3500000000000005,0.1,10000.003998517475,0.0,13.90399851748441,0.0,5.056001482515575,0.0,0.0,0.015010826709624411,9.09,0.0,90.9,0.0
5.36,0.1,10000.003998517474,0.0,13.903998517482282,0.0,5.056001482517703,0.0,0.0,0.015010826888477378,9.09,0.0,90.9,0.0
5.37,0.1,10000.003998517472,0.0,13.903998517480238,0.0,5.056001482519749,0.0,0.0,0.015010827069412395,9.09,0.0,90.9,0.0
5.38,0.1,10000.00399851747,0.0,13.903998517478277,0.0,5.056001482521709,0.0,0.0,0.015010827252529328,9.09,0.0,90.9,0.0
5.39,0.1,10000.003998517468,0.0,13.903998517476404,0.0,5.056001482523583,0.0,0.0,0.015010827437928038,9.09,0.0,90.9,0.0
5.4,0.1,10000.003998517466,0.0,13.90399851747462,0.0,5.056001482525367,0.0,0.0,0.015010827625708392,9.09,0.0,90.9,0.0
5.41,0.1,10000.003998517464,0.0,13.903998517472925,0.0,5.056001482527061,0.0,0.0,0.015010827815970254,9.09,0.0,90.9,0.0
5.42,0.1,10000.003998517463,0.0,13.903998517471324,0.0,5.056001482528662,0.0,0.0,0.01501082800881349,9.09,0.0,90.9,0.0
5.43,0.1,10000.00399851746,0.0,13.90399851746982,0.0,5.056001482530167,0.0,0.0,0.015010828204337964,9.09,0.0,90.9,0.0
5.44,0.1,10000.003998517459,0.0,13.90399851746841,0.0,5.056001482531575,0.0,0.0,0.015010828402643539,9.09,0.0,90.9,0.0
5.45,0.1,10000.003998517459,0.0,13.903998517467103,0.0,5.056001482532884,0.0,0.0,0.01501082860383008,9.09,0.0,90.9,0.0
5.46,0.1,10000.003998517457,0.0,13.903998517465896,0.0,5.056001482534091,0.0,0.0,0.015010828807997454,9.09,0.0,90.9,0.0
5.47,0.1,10000.003998517455,0.0,13.903998517464792,0.0,5.056001482535194,0.0,0.0,0.015010829015245523,9.09,0.0,90.9,0.0
5.48,0.1,10000.003998517455,0.0,13.903998517463794,0.0,5.0560014825361925,0.0,0.0,0.015010829225674153,9.09,0.0,90.9,0.0
5.49,0.1,10000.003998517454,0.0,13.903998517462904,0.0,5.0560014825370825,0.0,0.0,0.015010829439383208,9.09,0.0,90.9,0.0
5.5,0.1,10000.003998517454,0.0,13.903998517462124,0.0,5.056001482537862,0.0,0.0,0.015010829656472555,9.09,0.0,90.9,0.0
5.51,0.1,10000.003998517452,0.0,13.903998517461456,0.0,5.05600148253853,0.0,0.0,0.015010829877042055,9.09,0.0,90.9,0.0
5.5200000000000005,0.1,10000.003998517452,0.0,13.903998517460902,0.0,5.056001482539084,0.0,0.0,0.015010830101191575,9.09,0.0,90.9,0.0
5.53,0.1,10000.00399851748,0.0,13.903998517488324,0.0,5.056001482511664,0.0,0.0,0.015010831172304357,9.09,0.0,90.9,0.0
5.54,0.1,10000.003998517477,0.0,13.903998517484952,0.0,5.056001482515036,0.0,0.0,0.015010831265082089,9.09,0.0,90.9,0.0
5.55,0.1,10000.003998517474,0.0,13.903998517481666,0.0,5.0560014825183215,0.0,0.0,0.015010831358525618,9.09,0.0,90.9,0.0
5.5600000000000005,0.1,10000.003998517472,0.0,13.903998517478467,0.0,5.056001482521521,0.0,0.0,0.015010831452634944,9.09,0.0,90.9,0.0
5.57,0.1,10000.003998517468,0.0,13.903998517475355,0.0,5.056001482524633,0.0,0.0,0.015010831547410066,9.09,0.0,90.9,0.0
5.58,0.1,10000.003998517464,0.0,13.903998517472328,0.0,5.056001482527659,0.0,0.0,0.015010831642850985,9.09,0.0,90.9,0.0
5.59,0.1,10000.003998517463,0.0,13.90399851746939,0.0,5.056001482530599,0.0,0.0,0.015010831738957701,9.09,0.0,90.9,0.0
5.6000000000000005,0.1,10000.003998517459,0.0,13.903998517466537,0.0,5.056001482533451,0.0,0.0,0.015010831835730213,9.09,0.0,90.9,0.0
5.61,0.1,10000.003998517455,0.0,13.903998517463771,0.0,5.0560014825362165,0.0,0.0,0.015010831933168522,9.09,0.0,90.9,0.0
5.62,0.1,10000.003998517454,0.0,13.90399851746109,0.0,5.056001482538896,0.0,0.0,0.015010832031272627,9.09,0.0,90.9,0.0
5.63,0.1,10000.003998517452,0.0,13.903998517458499,0.0,5.056001482541489,0.0,0.0,0.015010832130042529,9.09,0.0,90.9,0.0
5.64,0.1,10000.003998517448,0.0,13.903998517455992,0.0,5.056001482543995,0.0,0.0,0.015010832229478228,9.09,0.0,90.9,0.0
