t,V1,V2,V3,V4,h,m,m_1,m_2
3.66,-19.862736858355657,-52.63759368697392,-51.823625144718314,-49.20036146761661,0.9185603240028674,0.9183179395568447,0.9183179395582484,0.9166389544731123
3.67,-19.853599757054422,-52.638372826245586,-51.824157134945985,-49.19997739022982,0.9185523429889239,0.9183133479786307,0.9183133479800379,0.916629788129422
3.68,-19.84460630998333,-52.63914401601252,-51.82468352593498,-49.19959536206361,0.91854435600396,0.9183087564233745,0.9183087564247855,0.9166206218773947
3.69,-19.83575421055771,-52.6399073308936,-51.82520436866388,-49.19921536345471,0.9185363631386468,0.918304164891076,0.9183041648924907,0.9166114557170294
3.7,-19.827041191658207,-52.64066284479196,-51.825719713646706,-49.19883737492874,0.9185283644823334,0.9182995733817351,0.9182995733831535,0.9166022896483254
3.71,-19.818465017974994,-52.64141063090827,-51.82622961094359,-49.19846137719535,0.9185203601230492,0.9182949818953517,0.9182949818967738,0.9165931236712814
3.72,-19.810023494096523,-52.64215076173965,-51.82673411015681,-49.19808735115031,0.918512350147542,0.9182903904319257,0.9182903904333515,0.916583957785897
3.73,-19.801714463893745,-52.642883309086436,-51.82723326043487,-49.197715277873804,0.9185043346412967,0.9182857989914569,0.9182857989928864,0.9165747919921708
3.74,-19.793535807780216,-52.643608344060844,-51.82772711047855,-49.19734513862769,0.918496313688548,0.9182812075739454,0.9182812075753785,0.9165656262901021
3.75,-19.785485442098093,-52.6443259370936,-51.828215708544874,-49.196976914853856,0.9184882873722975,0.9182766161793907,0.9182766161808276,0.91655646067969
3.7600000000000002,-19.7775613185245,-52.64503615794051,-51.82869910245117,-49.19661058817246,0.9184802557743317,0.9182720248077931,0.9182720248092336,0.9165472951609336
3.77,-19.769761423498203,-52.64573907568901,-51.82917733957893,-49.19624614038029,0.9184722189752382,0.9182674334591522,0.9182674334605965,0.9165381297338319
3.7800000000000002,-19.762083777666565,-52.64643475876455,-51.82965046687778,-49.19588355344905,0.9184641770544234,0.918262842133468,0.9182628421349159,0.9165289643983839
3.79,-19.754526435352854,-52.64712327493699,-51.830118530869285,-49.19552280952379,0.9184561300901284,0.9182582508307404,0.918258250832192,0.9165197991545889
3.8000000000000003,-19.74708748367681,-52.64780469132732,-51.8305815776511,-49.195163890921044,0.9184480781594462,0.9182536595509692,0.9182536595524246,0.9165106340024459
3.81,-19.739765035924137,-52.648479074421715,-51.8310396529067,-49.19480678012446,0.9184400213383502,0.9182490682941544,0.9182490682956134,0.916501468941954
3.8200000000000003,-19.732557238781116,-52.64914649006784,-51.83149280190163,-49.194451459786734,0.9184319597016947,0.9182444770602958,0.9182444770617585,0.9164923039731122
3.83,-19.72546227164987,-52.64980700348121,-51.831941069487414,-49.19409791272796,0.9184238933232305,0.9182398858493933,0.9182398858508597,0.9164831390959196
3.84,-19.718478344359625,-52.65046067925351,-51.83238450010699,-49.193746121933216,0.9184158222756242,0.9182352946614468,0.9182352946629169,0.9164739743103754
3.85,-19.711603696665122,-52.65110758135869,-51.83282313779838,-49.193396070551024,0.9184077466304736,0.9182307034964562,0.91823070349793,0.9164648096164785
3.86,-19.704836597761375,-52.65174777315884,-51.833257026198325,-49.19304774189178,0.9183996664583228,0.9182261123544214,0.9182261123558988,0.916455645014228
3.87,-19.698175345814725,-52.65238131741015,-51.83368620854588,-49.19270111942626,0.9183915818286764,0.9182215212353422,0.9182215212368233,0.9164464805036233
3.88,-19.69161826751026,-52.6530082762687,-51.83411072768595,-49.192356186784075,0.9183834928100147,0.9182169301392186,0.9182169301407034,0.9164373160846632
3.89,-19.685163717615545,-52.65362871129619,-51.834530626072855,-49.19201292775222,0.9183753994698083,0.9182123390660504,0.9182123390675389,0.9164281517573467
3.9,-19.678810078747464,-52.654242683465355,-51.83494594577353,-49.191671326273664,0.9183673018745303,0.9182077480158374,0.9182077480173295,0.9164189875216731
3.91,-19.672555753675727,-52.654850253177365,-51.835356728478956,-49.19133136644214,0.9183592000897041,0.9182031569885797,0.9182031569900755,0.9164098233776413
3.92,-19.666399175322827,-52.65545148025054,-51.83576301549621,-49.19099303250609,0.9183510941798698,0.9181985659842771,0.9181985659857765,0.9164006593252506
3.93,-19.66033880286792,-52.656046423931556,-51.83616484775568,-49.19065630886541,0.9183429842086136,0.9181939750029293,0.9181939750044326,0.9163914953644999
3.94,-19.6543731209389,-52.656635142901564,-51.83656226581488,-49.19032118006982,0.9183348702385826,0.9181893840445365,0.9181893840460434,0.9163823314953885
3.95,-19.648500639192118,-52.65721769528166,-51.83695530986177,-49.18998763081747,0.9183267523314989,0.9181847931090984,0.918184793110609,0.9163731677179152
3.96,-19.642719891907326,-52.65779413863829,-51.837344019718124,-49.18965564595347,0.9183186305481718,0.918180202196615,0.9181802021981292,0.9163640040320792
3.97,-19.637029437597608,-52.65836452998856,-51.837728434842795,-49.18932521046858,0.9183105049485111,0.918175611307086,0.9181756113086039,0.9163548404378796
3.98,-19.63142785863388,-52.65892892580555,-51.838108594334976,-49.18899630949779,0.9183023755915402,0.9181710204405114,0.918171020442033,0.9163456769353157
3.99,-19.62591376088369,-52.65948738202346,-51.838484536937386,-49.188668928318954,0.9182942425354073,0.9181664295968911,0.9181664295984163,0.916336513524386
4.0,-19.620485773087974,-52.66003995404334,-51.83885630103979,-49.18834305235134,0.9182861058374009,0.9181618387762249,0.9181618387777538,0.9163273502050903
4.01,-19.615142542610002,-52.6605866967461,-51.839223924687,-49.18801866715201,0.9182779655539896,0.9181572479785128,0.9181572479800454,0.9163181869774272
4.0200000000000005,-19.60988274023909,-52.66112766448712,-51.83958744557558,-49.18769575841745,0.9182698217407964,0.9181526572037546,0.9181526572052909,0.9163090238413959
4.03,-19.604705059468206,-52.661662911102006,-51.8399469010575,-49.187374311982126,0.9182616744526138,0.9181480664519502,0.9181480664534902,0.9162998607969954
4.04,-19.599608215068606,-52.662192489913814,-51.8403023281445,-49.18705431381651,0.9182535237434226,0.9181434757230996,0.9181434757246433,0.9162906978442251
4.05,-19.5945909427312,-52.66271645373798,-51.84065376351119,-49.18673575002578,0.9182453696664044,0.9181388850172025,0.9181388850187499,0.9162815349830837
4.0600000000000005,-19.58965199871447,-52.66323485488726,-51.841001243498106,-49.18641860684856,0.9182372122739519,0.918134294334259,0.91813429433581,0.9162723722135706
4.07,-19.58479015949844,-52.66374774517657,-51.84134480411472,-49.1861028706556,0.9182290516176819,0.9181297036742687,0.9181297036758234,0.9162632095356846
4.08,-19.58000422144422,-52.66425517592786,-51.84168448104247,-49.18578852794857,0.9182208877484445,0.9181251130372317,0.9181251130387901,0.916254046949425
4.09,-19.575293000458608,-52.66475719797483,-51.84202030963772,-49.18547556535875,0.9182127207163354,0.9181205224231478,0.9181205224247099,0.9162448844547908
4.1,-19.57065533166325,-52.665253861667665,-51.84235232493467,-49.18516396964586,0.9182045505707064,0.918115931832017,0.9181159318335828,0.916235722051781
4.11,-19.566090069054315,-52.66574521687781,-51.84268056164837,-49.18485372769677,0.9181963773601759,0.918111341263839,0.9181113412654084,0.9162265597403949
4.12,-19.561596084358893,-52.666231313006016,-51.84300505417926,-49.184544826523506,0.9181882011326576,0.9181067507186138,0.9181067507201869,0.9162173975206315
4.13,-19.55717226748893,-52.666712198983696,-51.84332583661443,-49.1842372532628,0.9181800219353539,0.9181021601963413,0.918102160197918,0.9162082353924897
4.14,-19.552817526529676,-52.66718792327614,-51.84364294272989,-49.18393099517518,0.9181718398147591,0.9180975696970214,0.9180975696986018,0.9161990733559688
4.15,-19.548530787041805,-52.66765853388864,-51.84395640599412,-49.183626039643435,0.9181636548166787,0.9180929792206538,0.918092979222238,0.9161899114110678
4.16,-19.54431099173045,-52.66812407837104,-51.844266259570944,-49.18332237417142,0.9181554669862384,0.9180883887672386,0.9180883887688264,0.9161807495577857
4.17,-19.54015710011404,-52.66858460382217,-51.84457253632232,-49.18301998638285,0.9181472763678951,0.9180837983367757,0.9180837983383671,0.9161715877961218
4.18,-19.53606808819252,-52.66904015689437,-51.84487526881115,-49.182718864020174,0.9181390830054464,0.9180792079292648,0.9180792079308598,0.916162426126075
4.19,-19.53204294811426,-52.66949078379787,-51.84517448930405,-49.18241899494336,0.918130886942041,0.9180746175447059,0.9180746175463046,0.9161532645476446
4.2,-19.528080687841257,-52.66993653030519,-51.84547022977411,-49.182120367128775,0.918122688220188,0.9180700271830987,0.9180700271847013,0.9161441030608293
4.21,-19.524180330812005,-52.67037744175552,-51.845762521903616,-49.181822968668016,0.9181144868817668,0.9180654368444434,0.9180654368460497,0.9161349416656285
4.22,-19.520340915601516,-52.670813563058985,-51.8460513970868,-49.18152678776678,0.9181062829680366,0.9180608465287398,0.9180608465303497,0.9161257803620412
4.23,-19.516561499216948,-52.67124493869561,-51.846336886429015,-49.1812318127454,0.9180980765196275,0.9180562562359876,0.9180562562376011,0.9161166191500665
4.24,-19.512841155463647,-52.671671612721426,-51.84661902075063,-49.18093803203717,0.9180898675765559,0.9180516659661869,0.9180516659678041,0.9161074580297035
4.25,-19.509178969944116,-52.672093628779685,-51.84689783059428,-49.18064543418498,0.9180816561782582,0.9180470757193374,0.9180470757209583,0.9160982970009511
4.26,-19.505574042767787,-52.67251103010045,-51.847173346224515,-49.18035400784169,0.9180734423635841,0.9180424854954392,0.9180424854970637,0.9160891360638087
4.2700000000000005,-19.50202548828716,-52.672923859504714,-51.84744559763038,-49.18006374176904,0.9180652261708054,0.918037895294492,0.9180378952961202,0.9160799752182751
4.28,-19.498532434833834,-52.673332159408304,-51.84771461452794,-49.17977462483657,0.9180570076376243,0.9180333051164957,0.9180333051181276,0.9160708144643496
4.29,-19.495094024455184,-52.67373597182595,-51.84798042636277,-49.17948664602061,0.9180487868011818,0.9180287149614502,0.9180287149630859,0.9160616538020311
4.3,-19.491709412651442,-52.67413533837516,-51.8482430623125,-49.17919979440321,0.9180405636980661,0.9180241248293556,0.9180241248309948,0.9160524932313188
4.3100000000000005,-19.48837776811279,-52.674530300280146,-51.848502551289265,-49.178914059171134,0.9180323383643209,0.9180195347202115,0.9180195347218544,0.9160433327522117
4.32,-19.48509827245623,-52.674920898375724,-51.84875892194217,-49.1786294296148,0.9180241108354531,0.9180149446340178,0.9180149446356645,0.916034172364709
4.33,-19.48187011996189,-52.67530717311109,-51.84901220265973,-49.17834589512728,0.9180158811464414,0.9180103545707745,0.9180103545724249,0.9160250120688096
4.34,-19.478692518883243,-52.675689164551606,-51.84926242157072,-49.17806344520405,0.9180076493317421,0.9180057645304815,0.9180057645321356,0.9160158518645128
4.3500000000000005,-19.475564692265195,-52.676066912381174,-51.849509606545446,-49.177782069442536,0.9179994154252953,0.9180011745131387,0.9180011745147963,0.9160066917518176
4.36,-19.47248587317511,-52.67644045591185,-51.84975378520276,-49.177501757538884,0.9179911794605384,0.9179965845187459,0.9179965845204072,0.9159975317307231
4.37,-19.46945530669158,-52.676809834084615,-51.849994984910076,-49.17722249928809,0.9179829414704106,0.917991994547303,0.9179919945489681,0.9159883718012283
4.38,-19.46647224977027,-52.67717508547292,-51.850233232785676,-49.1769442845831,0.9179747014873604,0.9179874045988099,0.9179874046004786,0.9159792119633323
4.39,-19.463535971037203,-52.677536248286195,-51.85046855570092,-49.176667103413834,0.9179664595433531,0.9179828146732665,0.9179828146749388,0.9159700522170343
4.4,-19.460645750584032,-52.67789336037348,-51.850700980282554,-49.17639094586627,0.9179582156698777,0.9179782247706726,0.9179782247723487,0.9159608925623333
4.41,-19.457800879765095,-52.678246459226855,-51.85093053291491,-49.1761158021215,0.9179499698979546,0.9179736348910282,0.917973634892708,0.9159517329992284
4.42,-19.455000660996145,-52.67859558198498,-51.851157239742165,-49.17584166245482,0.9179417222581422,0.9179690450343332,0.9179690450360166,0.9159425735277186
4.43,-19.45224440755455,-52.6789407654365,-51.851381126670525,-49.17556851723482,0.9179334727805442,0.9179644552005873,0.9179644552022744,0.915933414147803
4.44,-19.449531443380792,-52.679282046023495,-51.85160221937041,-49.17529635692247,0.9179252214948163,0.9179598653897906,0.9179598653914814,0.9159242548594809
4.45,-19.446861103290225,-52.67961945984421,-51.85182054327827,-49.17502517207041,0.9179169684301698,0.9179552756019429,0.9179552756036373,0.9159150956627512
4.46,-19.44423273379459,-52.67995304265481,-51.852036123597706,-49.174754953322534,0.9179087136153702,0.9179506858370441,0.9179506858387422,0.915905936557613
4.47,-19.44164569070991,-52.68028282987616,-51.85224898530376,-49.1744856914121,0.9179004570787613,0.917946096095094,0.9179460960967958,0.9158967775440653
4.48,-19.43909933982312,-52.680608856595775,-51.85245915314413,-49.17421737716124,0.9178921988482656,0.9179415063760925,0.917941506377798,0.9158876186221074
4.49,-19.436593056836475,-52.680931157570875,-51.85266665164122,-49.17395000148018,0.9178839389513889,0.9179369166800396,0.9179369166817488,0.9158784597917382
4.5,-19.434126227201837,-52.681249767231584,-51.85287150509414,-49.17368355536635,0.9178756774152269,0.9179323270069352,0.917932327008648,0.9158693010529568
4.51,-19.431698245957023,-52.681564719684076,-51.85307373758077,-49.173418029903615,0.9178674142664718,0.917927737356779,0.9179277373584955,0.9158601424057624
4.5200000000000005,-19.429308517564337,-52.68187604871374,-51.85327337295976,-49.17315341626135,0.9178591495314175,0.9179231477295711,0.9179231477312912,0.9158509838501541
4.53,-19.42695645575102,-52.68218378778829,-51.85347043487256,-49.17288970569369,0.917850883235966,0.9179185581253112,0.917918558127035,0.9158418253861308
4.54,-19.42464148335163,-52.68248797006082,-51.85366494674538,-49.172626889538705,0.9178426154056336,0.9179139685439993,0.9179139685457268,0.9158326670136916
4.55,-19.42236303215216,-52.68278862837287,-51.85385693179118,-49.17236495921753,0.9178343460655565,0.9179093789856352,0.9179093789873665,0.9158235087328358
4.5600000000000005,-19.420120542837378,-52.68308579525721,-51.854046413011496,-49.1721039062337,0.9178260752404945,0.9179047894502189,0.9179047894519538,0.9158143505435623
4.57,-19.41791346546473,-52.683379502939424,-51.85423341319794,-49.1718437221725,0.9178178029548258,0.9179001999377502,0.9179001999394887,0.9158051924458702
4.58,-19.415741258302912,-52.68366978334315,-51.85441795493488,-49.17158439869984,0.9178095292325704,0.917895610448229,0.9178956104499711,0.9157960344397588
4.59,-19.41360338794621,-52.68395666809244,-51.85460006060113,-49.171325927561604,0.9178012540973914,0.9178910209816552,0.917891020983401,0.9157868765252268
4.6000000000000005,-19.411499329290965,-52.68424018851438,-51.85477975237175,-49.17106830058283,0.9177929775725983,0.9178864315380286,0.9178864315397781,0.9157777187022735
4.61,-19.40942856540151,-52.68452037564196,-51.85495705221987,-49.170811509667054,0.9177846996811512,0.9178818421173492,0.9178818421191024,0.9157685609708981
4.62,-19.40739058737814,-52.68479726021687,-51.8551319819186,-49.170555546795484,0.9177764204456674,0.9178772527196168,0.9178772527213738,0.9157594033310995
4.63,-19.405384894227033,-52.68507087269233,-51.855304563042786,-49.170300404026285,0.9177681398884254,0.9178726633448315,0.917872663346592,0.9157502457828768
4.64,-19.403410992732084,-52.68534124323586,-51.85547481697085,-49.17004607349382,0.9177598580313698,0.9178680739929929,0.9178680739947571,0.9157410883262291
4.65,-19.40146839732856,-52.68560840173202,-51.85564276488658,-49.16979254740795,0.9177515748961171,0.917863484664101,0.9178634846658689,0.9157319309611557
4.66,-19.399556629978505,-52.685872377785124,-51.85580842778092,-49.16953981805326,0.9177432905039594,0.9178588953581557,0.9178588953599273,0.9157227736876553
4.67,-19.397675220054264,-52.686133200721954,-51.85597182645368,-49.16928787778838,0.9177350048758705,0.917854306075157,0.9178543060769322,0.9157136165057272
4.68,-19.395823704323448,-52.68639089959454,-51.85613298151498,-49.16903671904541,0.9177267180325174,0.9178497168151044,0.9178497168168833,0.9157044594153706
4.69,-19.394001626695157,-52.68664550318265,-51.856291913387395,-49.16878633432905,0.917718429994256,0.9178451275779982,0.9178451275797808,0.9156953024165844
4.7,-19.392208538107145,-52.68689703999642,-51.85644864230763,-49.16853671621585,0.9177101407811358,0.917840538363838,0.9178405383656244,0.9156861455093677
4.71,-19.39044399644163,-52.68714553827896,-51.85660318832817,-49.16828785735362,0.917701850412906,0.917835949172624,0.9178359491744139,0.9156769886937195
4.72,-19.388707566411863,-52.68739102600897,-51.856755571318914,-49.16803975046071,0.9176935589090209,0.9178313600043558,0.9178313600061494,0.9156678319696391
4.73,-19.38699881945017,-52.687633530903234,-51.85690581096885,-49.16779238832533,0.9176852662886441,0.9178267708590334,0.9178267708608306,0.9156586753371255
4.74,-19.38531733359729,-52.68787308041917,-51.85705392678773,-49.16754576380491,0.9176769725706528,0.9178221817366566,0.9178221817384576,0.9156495187961777
4.75,-19.38366269339306,-52.68810970175734,-51.85719993810769,-49.16729986982539,0.9176686777736421,0.9178175926372254,0.9178175926390301,0.9156403623467949
4.76,-19.382034489768316,-52.688343421863884,-51.85734386408486,-49.16705469938061,0.9176603819159297,0.9178130035607397,0.917813003562548,0.9156312059889762
4.7700000000000005,-19.38043231993797,-52.688574267433005,-51.85748572370101,-49.166810245531586,0.9176520850155594,0.9178084145071993,0.9178084145090113,0.9156220497227205
4.78,-19.378855787118656,-52.688802264910564,-51.85762553576574,-49.16656650140564,0.9176437870903108,0.917803825476604,0.9178038254784198,0.9156128935480271
4.79,-19.377304501609007,-52.68902744049007,-51.85776331891482,-49.16632346019723,0.9176354881576736,0.9177992364689539,0.9177992364707733,0.915603737464895
4.8,-19.375778078967183,-52.68924982012512,-51.85789909161703,-49.16608111516489,0.9176271882348945,0.9177946474842488,0.9177946474860719,0.9155945814733232
4.8100000000000005,-19.374276140818683,-52.6894694295252,-51.85803287217201,-49.16583945963229,0.917618887338958,0.9177900585224885,0.9177900585243152,0.9155854255733109
4.82,-19.372798314611302,-52.689686294159635,-51.858164678712846,-49.16559848698712,0.9176105854865947,0.9177854695836729,0.9177854695855033,0.9155762697648572
4.83,-19.371344233523466,-52.6899004392599,-51.858294529207534,-49.16535819068056,0.9176022826942846,0.9177808806678021,0.9177808806696361,0.915567114047961
4.84,-19.36991353637351,-52.69011188982186,-51.85842244146049,-49.16511856422657,0.9175939789782611,0.9177762917748757,0.9177762917767135,0.9155579584226216
4.8500000000000005,-19.368505867529848,-52.69032067060802,-51.85854843311404,-49.16487960120138,0.917585674354515,0.9177717029048937,0.9177717029067352,0.9155488028888379
4.86,-19.367120876822117,-52.69052680614978,-51.85867252164992,-49.16464129524283,0.9175773688387971,0.917767114057856,0.9177671140597012,0.9155396474466092
4.87,-19.365758219453223,-52.69073032074964,-51.858794724390705,-49.16440364004981,0.9175690624466232,0.9177625252337626,0.9177625252356114,0.9155304920959344
4.88,-19.364417555912286,-52.690931238483365,-51.858915058501296,-49.164166629381654,0.9175607551932764,0.9177579364326132,0.9177579364344657,0.9155213368368127
4.89,-19.36309855188858,-52.69112958320221,-51.85903354099032,-49.16393025705757,0.9175524470938111,0.9177533476544077,0.9177533476562638,0.9155121816692431
4.9,-19.361800878400953,-52.69132537853433,-51.85915018871125,-49.16369451695623,0.9175441381630538,0.9177487588991461,0.9177487589010059,0.9155030265932248
4.91,-19.360524211631628,-52.691518647887214,-51.85926501836393,-49.1634594030151,0.9175358284156068,0.9177441701668282,0.9177441701686917,0.9154938716087567
4.92,-19.359268232528432,-52.691709414450806,-51.85937804649649,-49.163224909229704,0.9175275178658566,0.9177395814574538,0.917739581459321,0.915484716715838
4.93,-19.358032626928356,-52.69189770119891,-51.85948928950644,-49.16299102965313,0.9175192065279747,0.917734992771023,0.9177349927728938,0.9154755619144678
4.94,-19.356817085478404,-52.692083530891274,-51.85959876364199,-49.16275775839554,0.9175108944159199,0.9177304041075356,0.9177304041094101,0.9154664072046451
4.95,-19.35562130355708,-52.69226692607565,-51.859706485003464,-49.16252508962359,0.9175025815434424,0.9177258154669914,0.9177258154688696,0.9154572525863691
4.96,-19.354444981196863,-52.692447909089815,-51.85981246954462,-49.16229301755991,0.9174942679240863,0.9177212268493903,0.9177212268512722,0.9154480980596389
4.97,-19.35328782300767,-52.69262650206358,-51.859916733074,-49.16206153648253,0.9174859535711931,0.9177166382547323,0.9177166382566179,0.9154389436244534
4.98,-19.352149538101322,-52.69280272692078,-51.86001929125628,-49.16183064072437,0.9174776384979048,0.9177120496830172,0.9177120496849064,0.9154297892808119
4.99,-19.351029840017002,-52.69297660538123,-51.86012015961352,-49.1616003246727,0.9174693227171665,0.9177074611342448,0.9177074611361378,0.9154206350287132
5.0,-19.349928446647695,-52.69314815896273,-51.86021935352657,-49.161370582768626,0.91746100624173,0.9177028726084152,0.9177028726103118,0.9154114808681567
5.01,-19.348845080167635,-52.6933174089829,-51.860316888236255,-49.16114140950656,0.9174526890841564,0.9176982841055282,0.9176982841074285,0.9154023267991414
5.0200000000000005,-19.347779466960738,-52.6934843765612,-51.860412778844726,-49.160912799433724,0.9174443712568191,0.9176936956255837,0.9176936956274876,0.9153931728216662
5.03,-19.34673133776074,-52.693649082620226,-51.86050704031643,-49.16068474714974,0.9174360527719038,0.9176891071685814,0.917689107170489,0.9153840189357303
5.04,-19.345700428064784,-52.693811547886426,-51.86059968747874,-49.16045724730647,0.9174277336414052,0.9176845187345214,0.9176845187364326,0.9153748651413328
5.05,-19.34468647688814,-52.69397179289483,-51.860690735024725,-49.16023029460675,0.9174194138771452,0.9176799303234034,0.9176799303253185,0.9153657114384729
5.0600000000000005,-19.343689227173087,-52.69412983798972,-51.86078019751373,-49.16000388380421,0.9174110934907689,0.9176753419352276,0.9176753419371462,0.9153565578271495
5.07,-19.342708425787837,-52.6942857033263,-51.86086808937259,-49.15977800970282,0.9174027724937468,0.9176707535699935,0.9176707535719159,0.9153474043073618
5.08,-19.34174382346548,-52.69443940887243,-51.860954424896704,-49.15955266715641,0.9173944508973775,0.9176661652277013,0.9176661652296273,0.9153382508791089
5.09,-19.340795174744155,-52.69459097441043,-51.86103921825135,-49.15932785106821,0.9173861287127897,0.9176615769083507,0.9176615769102804,0.9153290975423898
5.1000000000000005,-19.33986223790828,-52.69474041953882,-51.861122483472776,-49.15910355639035,0.9173778059509453,0.9176569886119416,0.9176569886138749,0.9153199442972035
5.11,-19.338944774931004,-52.69488776367398,-51.8612042344694,-49.15887977812343,0.9173694826226414,0.917652400338474,0.917652400340411,0.9153107911435493
5.12,-19.338042551417765,-52.695033026051966,-51.86128448502293,-49.15865651131604,0.917361158738513,0.9176478120879477,0.9176478120898883,0.9153016380814261
5.13,-19.337155336550996,-52.69517622573007,-51.86136324878955,-49.15843375106431,0.9173528343090349,0.9176432238603626,0.9176432238623069,0.9152924851108332
5.14,-19.336282903036007,-52.69531738158856,-51.861440539300986,-49.15821149251147,0.9173445093445246,0.9176386356557185,0.9176386356576665,0.9152833322317694
5.15,-19.33542502704798,-52.69545651233229,-51.86151636996566,-49.15798973084741,0.917336183855144,0.9176340474740153,0.9176340474759671,0.915274179444234
5.16,-19.334581488176248,-52.695593636492625,-51.86159075406995,-49.15776846130814,0.9173278578509029,0.9176294593152531,0.9176294593172085,0.915265026748226
5.17,-19.3337520693192,-52.695728772433036,-51.86166370478163,-49.157547679174364,0.9173195313416711,0.9176248711794316,0.9176248711813907,0.9152558741437445
5.18,-19.332936556712756,-52.69586193834495,-51.861735235147556,-49.15732737977251,0.917311204337166,0.9176202830665507,0.9176202830685135,0.9152467216307886
5.19,-19.332134739874203,-52.69599315224985,-51.8618053580951,-49.157107558474166,0.9173028768469554,0.9176156949766103,0.9176156949785768,0.9152375692093574
5.2,-19.331346411538554,-52.69612243200205,-51.86187408643384,-49.15688821069535,0.9172945488804637,0.9176111069096103,0.9176111069115804,0.9152284168794499
5.21,-19.330571367612084,-52.696249795290214,-51.861941432856696,-49.156669331896104,0.9172862204469728,0.9176065188655507,0.9176065188675244,0.9152192646410653
5.22,-19.32980940712701,-52.69637525963892,-51.862007409940894,-49.15645091758006,0.9172778915556251,0.9176019308444311,0.9176019308464086,0.9152101124942026
5.23,-19.32906033219732,-52.69649884241014,-51.86207203014905,-49.15623296329406,0.9172695622154248,0.9175973428462516,0.9175973428482328,0.9152009604388609
5.24,-19.328323947975715,-52.69662056080474,-51.86213530583017,-49.15601546462773,0.91726123243524,0.9175927548710121,0.9175927548729969,0.9151918084750393
5.25,-19.327600062611722,-52.696740431863944,-51.86219724922064,-49.15579841721309,0.917252902223805,0.9175881669187124,0.9175881669207008,0.9151826566027369
5.26,-19.32688848721088,-52.69685847247078,-51.86225787244524,-49.155581816724165,0.9172445715897211,0.9175835789893523,0.9175835789913445,0.9151735048219528
5.2700000000000005,-19.326189035795135,-52.69697469935152,-51.86231718751812,-49.1553656588766,0.9172362405414591,0.9175789910829318,0.9175789910849277,0.9151643531326861
5.28,-19.325501525264325,-52.6970891290771,-51.862375206343756,-49.155149939427254,0.9172279090873614,0.9175744031994509,0.9175744032014505,0.9151552015349357
5.29,-19.324825775358807,-52.697201778064475,-51.86243194071792,-49.15493465417387,0.9172195772356426,0.9175698153389092,0.9175698153409124,0.9151460500287009
5.3,-19.324161607929238,-52.69731266258563,-51.86248740233286,-49.154719798952776,0.9172112449944171,0.917565227501307,0.9175652275033138,0.9151368986139806
5.3100000000000005,-19.323508847295827,-52.69742179876459,-51.862541602775835,-49.15450536963959,0.9172029123716857,0.9175606396866437,0.9175606396886542,0.9151277472907741
5.32,-19.32286732101456,-52.69752920257,-51.86259455352513,-49.154291362151056,0.917194579375309,0.9175560518949195,0.9175560518969337,0.9151185960590803
5.33,-19.322236859270735,-52.69763488982274,-51.86264626595447,-49.15407777244312,0.9171862460130292,0.9175514641261342,0.917551464128152,0.9151094449188985
5.34,-19.321617294841467,-52.697738876197256,-51.86269675133398,-49.153864596510545,0.9171779122924721,0.9175468763802876,0.9175468763823091,0.9151002938702275
5.3500000000000005,-19.321008463059094,-52.697841177222934,-51.862746020831075,-49.153651830386586,0.9171695782211483,0.9175422886573797,0.917542288659405,0.9150911429130666
5.36,-19.320410201775562,-52.69794180828538,-51.86279408551138,-49.153439470142594,0.9171612438064549,0.9175377009574105,0.9175377009594394,0.9150819920474147
5.37,-19.319822351327698,-52.69804078462777,-51.862840956339646,-49.15322751188766,0.9171529090556775,0.9175331132803796,0.9175331132824122,0.9150728412732712
5.38,-19.31924475450346,-52.69813812135213,-51.86288664418062,-49.1530159517683,0.9171445739759909,0.9175285256262871,0.9175285256283233,0.9150636905906349
5.39,-19.318677256509098,-52.698233833420616,-51.86293115979994,-49.15280478596809,0.9171362385744615,0.9175239379951328,0.9175239379971727,0.9150545399995049
5.4,-19.318119704937253,-52.698327935656735,-51.862974513865,-49.15259401070731,0.9171279028580481,0.9175193503869166,0.9175193503889602,0.9150453894998803
5.41,-19.31757194973601,-52.69842044274663,-51.863016716945786,-49.15238362224265,0.9171195668336036,0.9175147628016384,0.9175147628036856,0.9150362390917605
5.42,-19.31703384317887,-52.6985113692403,-51.86305777951576,-49.15217361686682,0.9171112305078764,0.9175101752392979,0.9175101752413489,0.915027088775144
5.43,-19.316505239557742,-52.69860072955602,-51.863097711954566,-49.15196399090744,0.9171028938875209,0.9175055876998953,0.9175055877019499,0.9150179385500304
5.44,-19.31598599466028,-52.69868853798741,-51.86313652455221,-49.15175474072521,0.9170945569791168,0.9175010001834303,0.9175010001854886,0.9150087884164186
5.45,-19.31547596708658,-52.69877480868877,-51.86317422750076,-49.15154586271761,0.917086219789123,0.9174964126899029,0.9174964126919648,0.9149996383743076
5.46,-19.314975017644098,-52.698859555683036,-51.86321083089905,-49.1513373533169,0.9170778823238991,0.9174918252193128,0.9174918252213785,0.9149904884236967
5.47,-19.31448300926054,-52.69894279286369,-51.86324634475394,-49.151129208989566,0.9170695445897091,0.9174872377716601,0.9174872377737294,0.9149813385645847
5.48,-19.313999806954133,-52.6990245339959,-51.86328077898111,-49.150921426236046,0.9170612065927224,0.9174826503469445,0.9174826503490175,0.914972188796971
