t,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,ATP,ADP,AMP,degUb4,degUb5,degUb6,degUb7,degUb8,MisP_total,NatP_refolded,AggP,SeqAggP,AggP_Proteasome
5.13,500.00000052479004,0.05107651205658715,471.0824539035412,77.48694754029842,93.59550790680206,99.9997785723963,200.0,100.00000000000112,10.0,22.51305245970162,6.404492093197923,0.00022142760369700111,1.5300961403399856e-06,6.699262625256347e-09,2.1454836477872076e-11,5.417112582518905e-14,1.1308868470377318e-16,2.0118283514215288e-19,3.1027674872274967e-22,4.188131149960777e-25,1.980178921290339e-17,3.452751523725462e-20,5.2420161391187015e-23,6.976582358050811e-26,8.16746756694339e-29,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05130000001796103,5.248080893256158e-07,-6.314801299542306e-10,-1.0910757876853351e-12,-1.0910757876853412e-12
5.14,500.000000526835,0.05117564134957454,471.03379475804405,77.45937013491995,93.57442618098361,99.99977771793068,200.0,100.00000000000112,10.0,22.540629865080078,6.425573819016358,0.0002222820693022964,1.5441989879056826e-06,6.79730335184466e-09,2.1885916822086146e-11,5.555633286124747e-14,1.1660043181403292e-16,2.085344259400718e-19,3.233240708460903e-22,4.387585606273247e-25,2.0350218728041032e-17,3.567424335939301e-20,5.445167240132294e-23,7.285912170949233e-26,8.575944505375304e-29,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05140000001806619,5.268531323993628e-07,-6.338931555484439e-10,-1.0974026504445048e-12,-1.097402650444511e-12
5.15,500.00000052888385,0.05127476895542722,470.985157943103,77.43183609087113,93.55332342449438,99.99977686188346,200.0,100.00000000000112,10.0,22.568163909128895,6.446676575505596,0.00022313811653001204,1.5584021587944078e-06,6.896569452810441e-09,2.232472929569125e-11,5.697400371506823e-14,1.202142381170258e-16,2.1614294741038096e-19,3.3691034943133154e-22,4.596695871255377e-25,2.0912698907907e-17,3.6856926520137516e-20,5.655929854467451e-23,7.608915778973622e-26,9.005592928166464e-29,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05150000001817177,5.289021406110867e-07,-6.363105825887157e-10,-1.1037536654677985e-12,-1.103753665467805e-12
5.16,500.00000053093675,0.05137389487417915,470.93654342563946,77.40434531818703,93.5321996942213,99.99977600425515,200.0,100.00000000000114,10.0,22.595654681813,6.467800305778673,0.00022399574483841133,1.5727061480767296e-06,6.997073574018286e-09,2.2771395680896345e-11,5.842482747960941e-14,1.2393283200405307e-16,2.2401669162007025e-19,3.510560033038819e-22,4.815882495588039e-25,2.14895583644087e-17,3.807660416152651e-20,5.87456694982242e-23,7.946144257039166e-26,9.457388111401186e-29,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05160000001827775,5.309551138933023e-07,-6.387324099329722e-10,-1.1101288767639653e-12,-1.1101288767639717e-12
5.17,500.00000053299357,0.051473019105864305,470.8879511726457,77.37689772708046,93.51105504694432,99.9997751450463,200.0,100.00000000000114,10.0,22.623102272919574,6.488944953055654,0.0002248549536843804,1.587111452088512e-06,7.0988284633507235e-09,2.322603940404974e-11,5.990950617100584e-14,1.2775900628052646e-16,2.3216418268425653e-19,3.6578210275936885e-22,5.045580901809787e-25,2.2081132511041026e-17,3.933434208108244e-20,6.101349283518902e-23,8.298167108996121e-26,9.932341176100633e-29,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05170000001838414,5.330120521785267e-07,-6.411586364392342e-10,-1.1165283283303355e-12,-1.116528328330342e-12
5.18,500.00000053505437,0.05157214165051666,470.83938115118457,77.34949322794168,93.48988953933649,99.99977428425747,200.0,100.00000000000115,10.0,22.650506772058357,6.510110460663479,0.00022571574252342846,1.6016185684300239e-06,7.201846971288312e-09,2.3688785553868432e-11,6.142875493030328e-14,1.3169561940004347e-16,2.4059418185301975e-19,3.811103852699195e-22,5.286241768551189e-25,2.268776367895767e-17,4.06312329661701e-20,6.336555580533157e-23,8.665572726469731e-26,1.043150003756278e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05180000001849094,5.350729553992777e-07,-6.435892609656168e-10,-1.1229520641528197e-12,-1.1229520641528262e-12
5.19,500.00000053711915,0.051671262508170224,470.79083332838917,77.32213173133809,93.46870322796414,99.99977342188917,200.0,100.00000000000115,10.0,22.677868268661946,6.531296772035824,0.00022657811080968783,1.6162279959650463e-06,7.306142051491579e-09,2.4159760899818697e-11,6.298330222749254e-14,1.357455967149864e-16,2.493156926732711e-19,3.970632714376195e-22,5.538331421095665e-25,2.3309801234461673e-17,4.1968396935802824e-20,6.580472714228712e-23,9.048968855075747e-26,1.0955950370583097e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05190000001859816,5.371378234880748e-07,-6.460242823703297e-10,-1.1294001282059104e-12,-1.129400128205917e-12
5.2,500.00000053918785,0.051770381678858966,470.7423076714631,77.29481314801394,93.44749616928704,99.999772557942,200.0,100.00000000000117,10.0,22.705186851986088,6.552503830712938,0.00022744205799591423,1.6309402348199651e-06,7.411726761384716e-09,2.463909391064787e-11,6.45738900678561e-14,1.3991193174375385e-16,2.58337966226192e-19,4.1366388119700236e-22,5.802332228316227e-25,2.394760169792351e-17,4.334698208994716e-20,6.833395889810369e-23,9.448983068067812e-26,1.1506816590680927e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05200000001870579,5.392066563774385e-07,-6.484636995116766e-10,-1.1358725644526814e-12,-1.135872564452688e-12
5.21,500.00000054126053,0.051869499162616906,470.69380414767977,77.26753738889003,93.42626841965846,99.99977169241646,200.0,100.00000000000117,10.0,22.732462611109995,6.573731580341517,0.00022830758353348748,1.645755786382863e-06,7.518614262741157e-09,2.5126914773068923e-11,6.620127420064327e-14,1.4419768745474276e-16,2.6767050644079794e-19,4.309360502684761e-22,6.078743006037864e-25,2.460152886413662e-17,4.4768165066380303e-20,7.095628830519939e-23,9.86626324747416e-26,1.2085262851457937e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05210000001881383,5.41279453999891e-07,-6.50907511248056e-10,-1.1423694168447914e-12,-1.142369416844798e-12
5.22,500.0000005433372,0.051968614959478056,470.6453227243828,77.2403043650634,93.40502003532544,99.99977082531312,200.0,100.00000000000118,10.0,22.75969563493664,6.594979964674541,0.00022917468687241128,1.6606751533025958e-06,7.626817822270863e-09,2.5623355410597534e-11,6.786622433008509e-14,1.486059975671865e-16,2.7732307548416273e-19,4.4890434686453365e-22,6.368079426874704e-25,2.5271953924118453e-17,4.6233151605149563e-20,7.367483966593245e-23,1.0301478072779694e-25,1.26924940582132e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05220000001892229,5.433562162879558e-07,-6.533557164379607e-10,-1.1488907293224828e-12,-1.1488907293224896e-12
5.23,500.00000054541783,0.05206772906947645,470.59686336898557,77.21311398780698,93.38375107242884,99.99976995663253,200.0,100.00000000000118,10.0,22.786886012193055,6.616248927571134,0.00023004336746131393,1.6756988394878622e-06,7.736350812209472e-09,2.612854950254315e-11,6.956952432876519e-14,1.5314006786896673e-16,2.873056992288551e-19,4.675940886506428e-22,6.670874436591702e-25,2.5959255588366796e-17,4.774317712068828e-20,7.649282626998769e-23,1.075531751721077e-25,1.3329756897941125e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05230000001903117,5.454369431741578e-07,-6.558083139399787e-10,-1.1554365458145846e-12,-1.1554365458145915e-12
5.24,500.0000005475024,0.0521668414926461,470.5484260489709,77.18596616856942,93.36246158700355,99.99976908637524,200.0,100.0000000000012,10.0,22.814033831430617,6.637538412996413,0.00023091362474744813,1.690827350106261e-06,7.84722671090918e-09,2.6642632503154178e-11,7.131197245335888e-14,1.5780317755150785e-16,2.976286727981304e-19,4.870313599626835e-22,6.987678677040237e-25,2.666382021157989e-17,4.9299507281638366e-20,7.941355233977718e-23,1.1228493351679133e-25,1.3998340885837332e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05240000001914046,5.475216345910228e-07,-6.582653026127913e-10,-1.16200691023851e-12,-1.1620069102385171e-12
5.25,500.00000054959094,0.052265952229021057,470.50001073189134,77.15886081897466,93.34115163497863,99.99976821454182,200.0,100.0000000000012,10.0,22.841139181025376,6.658848365021347,0.0002317854581766919,1.7060611915833503e-06,7.959459103431533e-09,2.71657416609187e-11,7.309438156275674e-14,1.6259868056187206e-16,3.083025661894294e-19,5.072430292828262e-22,7.319060915717325e-25,2.738604191885019e-17,5.0903438598434005e-20,8.244041500405854e-23,1.172173965644232e-25,1.469957942843872e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05250000001925017,5.496102904710787e-07,-6.607266813151757e-10,-1.1686018665002613e-12,-1.1686018665002684e-12
5.26,500.00000055168346,0.05236506127863536,470.45161738536865,77.1317978508217,93.31982127217736,99.9997673411328,200.0,100.0000000000012,10.0,22.86820214917834,6.680178727822604,0.0002326588671935485,1.7214008716016857e-06,8.073061682141915e-09,2.7698016038020598e-11,7.491757933858376e-14,1.6753000697216004e-16,3.1933822997671864e-19,5.282567669757005e-22,7.6656084819975785e-25,2.812632273333973e-17,5.255629901869557e-20,8.557690629996694e-23,1.2235813340536623e-25,1.5434850903522283e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05260000001936029,5.517029107468543e-07,-6.631924489060029e-10,-1.1752214584944285e-12,-1.1752214584944356e-12
5.2700000000000005,500.0000005537799,0.05246416864152308,470.4032459770938,77.10477717608427,93.29847055431756,99.99976646614874,200.0,100.00000000000121,10.0,22.895222823915766,6.701529445682409,0.00023353385124114692,1.7368468990998567e-06,8.188048247305893e-09,2.8239596529952433e-11,7.678240850813031e-14,1.7260066436633588e-16,3.3074680109222936e-19,5.501010632867578e-22,8.027927710087795e-25,2.888507270544709e-17,5.425944853048833e-20,8.882661520366429e-23,1.2771494669040003e-25,1.6205579756889052e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.052700000019470845,5.537994953508799e-07,-6.656626042442395e-10,-1.1818657301041913e-12,-1.1818657301041986e-12
5.28,500.0000005558804,0.052563274317718275,470.3548964748268,77.07779870691057,93.27709953701158,99.99976558959023,200.0,100.00000000000121,10.0,22.92220129308946,6.72290046298839,0.00023441040976124192,1.7523997842715086e-06,8.304432707687322e-09,2.879062588528531e-11,7.868972706970719e-14,1.778142392445841e-16,3.4253970868812833e-19,5.728052466046824e-22,8.406644388753254e-25,2.966271004347412e-17,5.601427977349598e-20,9.219322968980293e-23,1.3329587798221268e-25,1.701323761615795e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.052800000019581815,5.559000442156869e-07,-6.681371461889455e-10,-1.1885347252013178e-12,-1.1885347252013253e-12
5.29,500.0000005579848,0.05266237830725501,470.30656884639654,77.05086235562293,93.25570827576652,99.9997647114578,200.0,100.00000000000122,10.0,22.9491376443771,6.744291724233442,0.0002352885421942149,1.7680600385643668e-06,8.422229081148332e-09,2.9351248725597086e-11,8.064040852044115e-14,1.8317439844531783e-16,3.547286800786853e-19,5.963995019897567e-22,8.802404217865845e-25,3.0459661245802784e-17,5.782221865816366e-20,9.568053882000846e-23,1.3910921318632977e-25,1.785934442169624e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.052900000019693194,5.580045572738084e-07,-6.706160735992767e-10,-1.1952284876461693e-12,-1.1952284876461768e-12
5.3,500.00000056009316,0.05276148061016738,470.2582630597007,77.02396803471754,93.2342968259844,99.999763831752,200.0,100.00000000000122,10.0,22.976031965282495,6.76570317401557,0.00023616824797907383,1.7838281746792396e-06,8.541451495251034e-09,2.9921611565558867e-11,8.263534208652164e-14,1.886848905849419e-16,3.6732574676345894e-19,6.209148899700252e-22,9.215873271822785e-25,3.127636123458952e-17,5.968472499285955e-20,9.929243486057635e-23,1.4516348806204085e-25,1.8745469574810696e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.053000000019805,5.601130344577788e-07,-6.730993853344836e-10,-1.201947061287698e-12,-1.2019470612877055e-12
5.3100000000000005,500.00000056220546,0.05286058122648948,470.2099790827055,76.99711565686412,93.21286524296222,99.99976295047344,200.0,100.00000000000124,10.0,23.002884343135914,6.7871347570377525,0.00023704952655345375,1.7997047065690221e-06,8.662114187861088e-09,3.050186283318099e-11,8.467543295591546e-14,1.943495475154909e-16,3.803432505320671e-19,6.463833656071576e-22,9.64773846988599e-25,3.211325349098749e-17,6.160329311910937e-20,1.0303291542958695e-22,1.5146749381389737e-25,1.9673233103326161e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.053100000019917236,5.62225475700134e-07,-6.755870802539114e-10,-1.20869048996345e-12,-1.2086904899634574e-12
5.32,500.00000056432174,0.052959680156255386,470.1617168834456,76.97030513490567,93.19141358189219,99.99976206762264,200.0,100.00000000000124,10.0,23.029694865094353,6.808586418107781,0.000237932377353617,1.815690149437681e-06,8.784231507753002e-09,3.10921528902189e-11,8.676160251356112e-14,2.0017228580024867e-16,3.937938496510701e-19,6.728377978338694e-22,1.0098708053491187e-24,3.297079019190485e-17,6.357945255495402e-20,1.0690608567363522e-22,1.5803028276434426e-25,2.0644306844676072e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05320000002002989,5.643418809334105e-07,-6.780791572169998e-10,-1.2154588174995633e-12,-1.215458817499571e-12
5.33,500.000000566442,0.05305877739949923,470.11347643002387,76.94353638185817,93.16994189786185,99.99976118320018,200.0,100.00000000000125,10.0,23.05646361814187,6.8300581021381275,0.00023881679981445386,1.8317850197392452e-06,8.907817915217356e-09,3.1692634052740207e-11,8.889478857905984e-14,2.0615710820746928e-16,4.0769052513353433e-19,7.00311989064809e-22,1.0569512070576809e-24,3.384943234830913e-17,6.561476864648525e-20,1.1091616047438126e-22,1.6486117410806276e-25,2.166041564663194e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.053300000020142964,5.664622500901472e-07,-6.805756150832838e-10,-1.222252087710773e-12,-1.222252087710781e-12
5.34,500.00000056856624,0.05315787295625511,470.0652576906114,76.91680931091018,93.14845024585418,99.99976029720662,200.0,100.00000000000125,10.0,23.083190689089847,6.8515497541457915,0.0002397027933694826,1.847989835176776e-06,9.032887982669722e-09,3.230346061185276e-11,9.107594564687331e-14,2.1230810522230294e-16,4.2204658709179645e-19,7.2884069508274575e-22,1.10609028669815e-24,3.4749649945085506e-17,6.771084322760769e-20,1.1506746668511426e-22,1.7196975974858026e-25,2.272333858579545e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05340000002025646,5.685865831028839e-07,-6.830764527123935e-10,-1.2290703444004095e-12,-1.2290703444004173e-12
5.3500000000000005,500.0000005706944,0.05325696682655718,470.01706063344733,76.89012383542273,93.12693868074781,99.99975940964254,200.0,100.00000000000126,10.0,23.1098761645773,6.873061319252156,0.0002405903574508503,1.864305114701334e-06,9.159456395261442e-09,3.292478885459519e-11,9.330604512904548e-14,2.1862945657704678e-16,4.36875681173994e-19,7.584596452019708e-22,1.1573655584960257e-24,3.5671922082459024e-17,6.986931528808248e-20,1.1936444539753648e-22,1.793659102177252e-25,2.3834910203980366e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05350000002037039,5.707148799041616e-07,-6.855816689640537e-10,-1.2359136313603997e-12,-1.2359136313604076e-12
5.36,500.00000057282654,0.05335605901043954,469.96888522683844,76.86347986892886,93.10540725731714,99.9997585205085,200.0,100.00000000000126,10.0,23.136520131071173,6.894592742682833,0.00024147949148933253,1.8807313785109313e-06,9.287537951492169e-09,3.3556777084990015e-11,9.55860756004598e-14,2.2512543279982656e-16,4.521917950848925e-19,7.892055627107584e-22,1.2108568668868282e-24,3.661673711898903e-17,7.20918616499022e-20,1.2381165423896218e-22,1.870597806784866e-25,2.4997021762608334e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05360000002048475,5.728471404265229e-07,-6.880912626980842e-10,-1.2427819923712673e-12,-1.2427819923712753e-12
5.37,500.00000057496266,0.05345514950793636,469.92073143915934,76.8368773251334,93.08385603023244,99.99975762980507,200.0,100.00000000000128,10.0,23.16312267486663,6.916143969767531,0.00024237019491433448,1.8972691480494885e-06,9.417147563824303e-09,3.419958564526087e-11,9.791704304664888e-14,2.3180039678183086e-16,4.68009265191575e-19,8.211161855948084e-22,1.266646437806267e-24,3.758459281614598e-17,7.438019765205194e-20,1.2841376970013833e-22,1.950618170118575e-25,2.6211622515245973e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05370000002059952,5.749833646025115e-07,-6.906052327743998e-10,-1.2496754712021363e-12,-1.2496754712021444e-12
5.38,500.00000057710275,0.05355423831908177,469.8725992388522,76.81031611791266,93.06228505406007,99.99975673753283,200.0,100.00000000000128,10.0,23.189683882087365,6.9377149459398995,0.000243262467153891,1.913918946005769e-06,9.548300259299137e-09,3.485337693721354e-11,1.0029997111416705e-13,2.3865880536319963e-16,4.843427832145157e-19,8.542302875434926e-22,1.3248189307070651e-24,3.8575996484478195e-17,7.673607784370537e-20,1.331755894938797e-22,2.0338276198821697e-25,2.748072099840673e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05380000002071473,5.771235523646728e-07,-6.931235780530107e-10,-1.2565941116107295e-12,-1.2565941116107376e-12
5.39,500.0000005792468,0.05365332544390995,469.82448859442644,76.78379616131417,93.04069438326259,99.99975584369236,200.0,100.0000000000013,10.0,23.216203838685868,6.959305616737384,0.000244156307634667,1.9306812963123137e-06,9.681011180154866e-09,3.551831544378224e-11,1.0273590136354242e-13,2.457052109376864e-16,5.012074030045992e-19,8.885876992408215e-22,1.385461491307442e-24,3.9591465131378807e-17,7.916129668591015e-20,1.381020349447237e-22,2.12033661523828e-25,2.880638634074445e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05390000002083036,5.792677036455536e-07,-6.95646297394022e-10,-1.2635379573433705e-12,-1.2635379573433788e-12
5.4,500.0000005813948,0.053752410882455075,469.7763994744588,76.75731736955629,93.01908407219888,99.9997549482842,200.0,100.0000000000013,10.0,23.24268263044374,6.980915927801087,0.00024505171578195816,1.9475567241443623e-06,9.815295584446401e-09,3.61945677507416e-11,1.0522589352482128e-13,2.5294426307620624e-16,5.186185474066297e-19,9.242293299429969e-22,1.4486638050761973e-24,4.063152561046145e-17,8.165768926181415e-20,1.4319815340980393e-22,2.2102587102301706e-25,3.01907495907638e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05400000002094643,5.814158183777019e-07,-6.981733896576342e-10,-1.2705070521349854e-12,-1.2705070521349937e-12
5.41,500.00000058354675,0.0538514946347513,469.7283318475932,76.73087965702805,92.99745417512436,99.99975405130897,200.0,100.00000000000131,10.0,23.269120342971974,7.002545824875607,0.00024594869101969054,1.964545755918767e-06,9.95116884666693e-09,3.6882302568584835e-11,1.0777102575571824e-13,2.603807101693761e-16,5.365920152098622e-19,9.61197189344411e-22,1.514518151459304e-24,4.1696714772553323e-17,8.422713199548336e-20,1.4846912073113996e-22,2.3037106180659817e-25,3.163600506317249e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.054100000021062924,5.835678964936667e-07,-7.007048537041424e-10,-1.2775014397091e-12,-1.2775014397091084e-12
5.42,500.00000058570265,0.05395057670083282,469.6802856825404,76.70448293828876,92.97580474619106,99.99975315276721,200.0,100.00000000000131,10.0,23.29551706171127,7.0241952538089105,0.00024684723277042215,1.9816489192929043e-06,1.0088646458371414e-08,3.758169075456956e-11,1.1037239490238875e-13,2.6801940108917214e-16,5.5514398818612995e-19,9.995344097340149e-22,1.5831194588530545e-24,4.278757961831616e-17,8.687154337936675e-20,1.5392024371955037e-22,2.4008122762712203e-25,3.3144411704002543e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05420000002117985,5.857239379259989e-07,-7.032406883939375e-10,-1.2845211637778463e-12,-1.2845211637778548e-12
5.43,500.00000058786253,0.05404965708073384,469.63226094807794,76.67812712806773,92.9541358394478,99.99975225265953,200.0,100.00000000000132,10.0,23.3218728719323,7.045864160552174,0.00024774734045534256,1.9988667431635695e-06,1.0227744028801772e-08,3.829290533493094e-11,1.1303111676283407e-13,2.7586528686980165e-16,5.742910382160785e-19,1.0392852684438731e-21,1.654565360328592e-24,4.390467745250207e-17,8.959288471045601e-20,1.5955696267038026e-22,2.5016869127150237e-25,3.4718294474623837e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0543000000212972,5.878839426072507e-07,-7.057808925875055e-10,-1.2915662680419596e-12,-1.2915662680419683e-12
5.44,500.0000005900264,0.05414873577448857,469.58425761305006,76.65181214126402,92.93244750884033,99.9997513509865,200.0,100.00000000000132,10.0,23.34818785873601,7.067552491159648,0.00024864901349427377,2.0161997576658684e-06,1.0368477285513947e-08,3.901612152726365e-11,1.1574832635295588e-13,2.839234224079137e-16,5.9405013450408e-19,1.080495210591829e-21,1.7289562501128682e-24,4.504857603985505e-17,9.23931608351954e-20,1.6538485391125056e-22,2.606461112515997e-25,3.636004575477736e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05440000002141499,5.900479104699757e-07,-7.083254651454278e-10,-1.2986367961907818e-12,-1.2986367961907904e-12
5.45,500.0000005921942,0.0542478127821312,469.5362756463676,76.62553789294611,92.91073980821147,99.99975044774868,200.0,100.00000000000134,10.0,23.374462107053922,7.089260191788498,0.00024955225130567007,2.0336484941720936e-06,1.0510862075006706e-08,3.97515167630728e-11,1.1852517817527182e-13,2.9219896818225235e-16,6.144386508823518e-19,1.1232108721201205e-21,1.8063953408309066e-24,4.621985376266581e-17,9.527442090319135e-20,1.7140963238202388e-22,2.7152648858332085e-25,3.8072126764752166e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05450000002153321,5.922158414467283e-07,-7.108744049283807e-10,-1.3057327919022582e-12,-1.305732791902267e-12
5.46,500.000000594366,0.05434688810369597,469.4883150170076,76.59930429835163,92.8890127913013,99.99974954294669,200.0,100.00000000000134,10.0,23.400695701648413,7.110987208698674,0.00025045705330661925,2.0512134852906077e-06,1.0654914363352383e-08,4.0499270710495395e-11,1.2136284649030982e-13,3.0069719199287623e-16,6.35474373204854e-19,1.1674801031318787e-21,1.8869887215144224e-24,4.7419099779990765e-17,9.823875912977762e-20,1.776371542471946e-22,2.828231736548166e-25,3.985706900683377e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05460000002165187,5.94387735470065e-07,-7.134277107971363e-10,-1.3128542988429442e-12,-1.3128542988429531e-12
5.47,500.0000005965417,0.05444596173921711,469.44037569401337,76.57311127288703,92.86726651174722,99.99974863658107,200.0,100.00000000000135,10.0,23.426888727113006,7.132733488252757,0.0002513634189128427,2.068895264864701e-06,1.0800650236829298e-08,4.125956529719184e-11,1.2426252559069035e-13,3.0942347072004327e-16,6.5717550683147475e-19,1.2133519915273145e-21,1.970845416381619e-24,4.864691418854205e-17,1.0128831556748306e-19,1.8407341954089402e-22,2.945498731843267e-25,4.171747572614678e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05470000002177096,5.965635924725433e-07,-7.159853816125621e-10,-1.3200013606680024e-12,-1.3200013606680114e-12
5.48,500.00000059872144,0.05454503368872887,469.39245764649434,76.54695873212737,92.84550102308415,99.99974772865245,200.0,100.00000000000135,10.0,23.45304126787267,7.154498976915819,0.0002522713475386957,2.086694367971453e-06,1.094808590255608e-08,4.2032584733409235e-11,1.2722543007791432e-13,3.1838329210288353e-16,6.795606842030806e-19,1.2608768869415295e-21,2.0580774443932185e-24,4.990390818525939e-17,1.0442527688645835e-19,1.9072457484471812e-22,3.067206572682558e-25,4.365602339101955e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05480000002189049,5.987434123867223e-07,-7.185474162356209e-10,-1.3271740210212051e-12,-1.3271740210212142e-12
5.49,500.0000006009051,0.05464410395226549,469.3445608436258,76.52084659181592,92.8237163787447,99.99974681916139,200.0,100.00000000000136,10.0,23.479153408184104,7.1762836212552665,0.0002531808385971682,2.104611330920573e-06,1.1097237689127708e-08,4.2818515535216297e-11,1.3025279514186774e-13,3.2758225653796483e-16,7.026489725079512e-19,1.31010642498578e-21,2.1487998795895856e-24,5.1190704231571445e-17,1.0765187716391024e-19,1.9759691599857217e-22,3.193499665200357e-25,4.5675463192994415e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05490000002201045,6.00927195145162e-07,-7.211138135273708e-10,-1.3343723235349333e-12,-1.3343723235349424e-12
5.5,500.0000006030927,0.05474317252986122,469.29668525464893,76.49477476786402,92.80191263205926,99.9997459081085,200.0,100.00000000000136,10.0,23.50522523213602,7.198087367940713,0.00025409189149988494,2.122646691253254e-06,1.1248122047253503e-08,4.36175465479118e-11,1.333458768430612e-13,3.3702607889787503e-16,7.264598814401777e-19,1.3610935517941396e-21,2.2431309122140246e-24,5.250793621935756e-17,1.1097039868260003e-19,2.046968908447414e-22,3.3245261930035895e-25,4.7778622566612025e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.055000000022130846,6.031149406804242e-07,-7.236845723489657e-10,-1.3415963118301804e-12,-1.3415963118301896e-12
5.51,500.0000006052843,0.054842239421550344,469.24883084887034,76.46874317635059,92.78008983625615,99.99974499549432,200.0,100.00000000000138,10.0,23.53125682364945,7.21991016374382,0.00025500450565710655,2.1408009877409935e-06,1.1400755550396813e-08,4.4429868969605814e-11,1.3650595239761274e-13,3.467205903699189e-16,7.510133710505314e-19,1.4138925488773514e-21,2.3411919106270363e-24,5.3856249638616674e-17,1.1438317273845273e-19,2.120311020053764e-22,3.46043819039331e-25,4.996840672909159e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.05510000002225168,6.05306648925072e-07,-7.262596915616549e-10,-1.3488460295165515e-12,-1.3488460295165608e-12
5.5200000000000005,500.0000006074798,0.05494130462736714,469.20099759566244,76.44275173352024,92.75824804446367,99.99974408131952,200.0,100.00000000000138,10.0,23.557248266479796,7.2417519555363015,0.0002559186804777357,2.1590747603808444e-06,1.1555154892281445e-08,4.5255676588299116e-11,1.3973433600768588e-13,3.566719761626147e-16,7.76331626250967e-19,1.468567645733088e-21,2.4431385735105804e-24,5.52363165224684e-17,1.1789271697024362e-19,2.196070578531168e-22,3.6014210194703907e-25,5.224869915035723e-28,10000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.055200000022372964,6.075023198116699e-07,-7.288391700267834e-10,-1.3561215201922649e-12,-1.3561215201922744e-12
