t,I,E4,VI,VNI,E1,E2,E3
4.55,26.857559157763884,39.4982796566009,0.23599910160217594,8275.379583001446,0.9275256140093278,3.509933046013381,12.360715700980965
4.5600000000000005,26.724352165290206,38.42463767064618,0.22902427432161315,8235.084644665214,0.9002053547474849,3.407884107916426,12.010792404103137
4.57,26.591789272164526,37.37963745642404,0.22225558435891188,8194.967361062721,0.8736889046313213,3.308788484478433,11.6706709271036
4.58,26.459867806945276,36.362533091587174,0.2156869392220402,8155.0273827598,0.8479526493046482,3.2125612143600106,11.340080385591255
4.59,26.328585097408418,35.37259747807069,0.20931242682315868,8115.264350275254,0.8229736679326852,3.119119764605393,11.018757257508227
4.6000000000000005,26.197938470916984,34.40912188228117,0.2031263098409254,8075.6778943744175,0.7987297118451605,3.028383959124517,10.706445182349642
4.61,26.067925254777084,33.471415487287686,0.19712302034277457,8036.267636356421,0.7751991841317595,2.9402759100574984,10.402894767204943
4.62,25.938542776573488,32.558804960586734,0.19129715488639273,7997.033188334419,0.7523611209636505,2.854719954094486,10.10786340344609
4.63,25.809788364500164,31.67063402918098,0.18564346961936576,7957.9741535106605,0.7301951729411016,2.7716425891762237,9.821115085535778
4.64,25.681659347667384,30.806263072433037,0.18015687592732124,7919.090126443894,0.7086815884067775,2.6909724168863445,9.542420242033158
4.65,25.55415305641796,29.965068713389282,0.1748324356736022,7880.380693313932,0.6878011953522148,2.612640081222583,9.271555560920278
4.66,25.427266822636906,29.146443417786625,0.16966535649590914,7841.8454321811505,0.6675353835566494,2.5365782082656803,9.008303817888377
4.67,25.3009979800393,28.349795109704054,0.16465098761283514,7803.483913238737,0.6478660885532823,2.462721351143043,8.752453715989803
4.68,25.17534386445476,27.574546792952937,0.15978481560196775,7765.295699060473,0.628775775525585,2.3910059350456616,8.503799726584832
4.69,25.05030181409117,26.820136188938687,0.15506246063756302,7727.280344841269,0.6102474248685823,2.321370207121391,8.262141941018687
4.7,24.92586916980481,26.086015373606692,0.1504796724407081,7689.437398635092,0.5922645167472611,2.253754183790602,8.027285918258999
4.71,24.802043275368035,25.37165041906632,0.14603232618813275,7651.766401588842,0.5748110155305127,2.1880995979325153,7.7990425333185875
4.72,24.6788214777148,24.676521052497932,0.14171641892877967,7614.266888168924,0.5578713560606638,2.1243498514108974,7.577227837265405
4.73,24.556201127183723,24.000120319624234,0.13752806596293798,7576.938386383881,0.5414304298115327,2.0624499674977073,7.361662918031898
4.74,24.43417957775281,23.34195425655655,0.13346349734932345,7539.7804180021085,0.5254735715254045,2.002346544843762,7.152173765292119
4.75,24.31275418725665,22.701541576109456,0.12951905477298892,7502.792498762626,0.5099865471637277,1.943987715369931,6.948591144318953
4.76,24.191922317616793,22.078413347829816,0.1256911879964684,7465.974138585838,0.4949555403820946,1.8873230981307354,6.750750462298308
4.7700000000000005,24.071681335054105,21.47211269275101,0.1219764516886039,7429.324841777363,0.48036714037842293,1.8323037572597776,6.558491643923903
4.78,23.952028610292803,20.882194486361563,0.11837150238966739,7392.8441072271,0.46620833024806396,1.7788821615257624,6.371659011122788
4.79,23.832961518759063,20.308225067588047,0.11487309553373616,7356.531428604283,0.4524664755618251,1.727012144686012,6.190101165204707
4.8,23.71447744077731,19.749781952498292,0.11147808242836477,7320.386294548705,0.4391293128173583,1.676648865720247,6.013670869818441
4.8100000000000005,23.596573761766933,19.206453551088586,0.10818340709800414,7284.408188858441,0.42618493743402386,1.6277487680545215,5.842224933047258
4.82,23.47924787240614,18.677838904873422,0.10498610407939356,7248.59659067069,0.4136217951217657,1.5802695480535076,5.675624107644038
4.83,23.362497168811394,18.163547419355698,0.10188329559202015,7212.950974640806,0.40142867107200364,1.5341701178731553,5.513732981797673
4.84,23.246319052706006,17.66319860549105,0.0988721889514812,7177.470811116843,0.3895946800252184,1.4894105708694667,5.356419875578377
4.8500000000000005,23.130710931582076,17.176421827772728,0.09595007408671302,7142.155566310101,0.3781092567252407,1.4459521482439586,5.203556740600962
4.86,23.015670218865687,16.70285605315392,0.09311432086978129,7107.00470246303,0.3669621457370376,1.4037572040799418,5.055019057476634
4.87,22.901194334068258,16.242149610715348,0.09036237676455314,7072.017678012259,0.3561433924047274,1.362789173712331,4.910685740450162
4.88,22.78728070292335,15.793959962607111,0.08769176482556182,7037.193947746732,0.3456433350592454,1.323012545731955,4.7704390497781946
4.89,22.673926757532428,15.35795347222976,0.08510008134101556,7002.532962964105,0.3354525959968874,1.2843928307197745,4.63416449867918
4.9,22.56112993650063,14.933805180830275,0.08258499369024035,6968.034171622943,0.32556207323004105,1.2468965322790704,4.501750765443834
4.91,22.44888768506809,14.521198589228238,0.08014423825208031,6933.697018491508,0.3159629324352833,1.2104911187663043,4.373089607647771
4.92,22.33719745524603,14.119825439358856,0.07777561807683461,6899.52094529412,0.30664659808155975,1.1751449929511724,4.2480757732450085
4.93,22.22605670593012,13.729385511166416,0.07547700118077864,6865.505390852278,0.2976047467772543,1.140827467863942,4.126606924043599
4.94,22.115462903017125,13.349586420083675,0.07324631865587614,6831.649791223314,0.28882929997926937,1.1075087410593634,4.008583556944813
4.95,22.00541351951996,12.98014341785282,0.07108156275080296,6797.95357983615,0.28031241661605766,1.0751598687942217,3.8939089257429345
4.96,21.895906035676262,12.62077919927355,0.06898078507001072,6764.4161876236385,0.2720464861433222,1.0437527415253385,3.782488966113229
4.97,21.786937939053367,12.27122371355627,0.06694209480394082,6731.0370431518195,0.26402412172871237,1.0132600599196149,3.674232222315651
4.98,21.678506724650326,11.931213980014073,0.06496365695012747,6697.81557274606,0.25623815342934103,0.9836553110357895,3.5690497750597414
4.99,21.57060989499215,11.600493909048009,0.06304369077360136,6664.7512006143925,0.24868162219814238,0.9549127467353702,3.4668551737405418
5.0,21.463244960222976,11.278814126921661,0.061180468171693474,6631.843348967776,0.24134777359067924,0.9270073615357088,3.3675643686516477
5.01,21.356409438195026,10.96593180495273,0.059372312112907284,6599.091438137526,0.23423005174327818,0.8999148713090899,3.271095645360497
5.0200000000000005,21.25010085455363,10.661610492942453,0.05761759512788068,6566.494886689914,0.2273220935479756,0.8736116926401577,3.177369560933202
5.03,21.144316742819914,10.365619955349262,0.05591473784630398,6534.053111538427,0.22061772298839075,0.8480749226326096,3.0863088813439234
5.04,21.03905464446926,10.07773601218753,0.05426220757749268,6501.7655280530835,0.21411094565039762,0.8232823193705994,2.9978385208522886
5.05,20.934312109004274,9.797740386273029,0.05265851693258672,6469.6315501664185,0.20779594341853727,0.799212283202547,2.911885483989928
5.0600000000000005,20.83008669402699,9.52542055130738,0.051102222490418736,6437.650590477732,0.20166706930666853,0.7758438382579624,2.8283788079600733
5.07,20.726375965307078,9.26056958460518,0.04959192350392629,6405.822060354544,0.19571884245339638,0.753156614597718,2.7472495069610536
5.08,20.623177496846875,9.002986023462247,0.0481262606431729,6374.145370031519,0.18994594325871944,0.7311308308610129,2.6684305179933028
5.09,20.520488870944693,8.752473725210006,0.04670391469046681,6342.619928706732,0.18434320837722828,0.7097472767778641,2.5918566472480884
5.1000000000000005,20.418307678252933,8.508841730521146,0.045323605417617596,6311.245144635945,0.1789056263409749,0.6889872972440187,2.5174645194337795
5.11,20.316631517834068,8.271904130185737,0.043984090452352964,6280.020425224419,0.17362833316266316,0.6688327765251958,2.4451925280178854
5.12,20.215457997214273,8.041479935273532,0.042684164139192717,6248.945177116287,0.16850660793656874,0.6492661226249228,2.3749807864160957
5.13,20.114784732434085,7.817392950517688,0.04142265645459122,6218.018806281739,0.16353586863792874,0.6302702522538706,2.3067710807249
5.14,20.01460934809666,7.599471650552355,0.040198431953813236,6187.240718102126,0.1587116680426494,0.6118285761951604,2.240506823612414
5.15,19.914929477414514,7.387549057987742,0.0390103887467275,6156.610317453344,0.1540296897517478,0.5939249849419445,2.176133008942542
5.16,19.815742762250824,7.181462627816311,0.03785745751124898,6126.127008785903,0.14948574437721346,0.5765438351410922,2.1135961690025318
5.17,19.717046853160305,6.981054132405098,0.036738600531817885,6095.79019620378,0.14507576581207526,0.5596699361557663,2.052844331940673
5.18,19.61883940942747,6.78616954967585,0.035652810767776065,6065.599283541137,0.1407958076168678,0.5432885370555446,1.9938269804969766
5.19,19.521118099102434,6.596658954228582,0.0345991109505958,6035.5536744369965,0.13664203951756457,0.5273853140035322,1.9364950119249054
5.2,19.42388059903513,6.412376410855331,0.033576552687749124,6005.652772407981,0.1326107439311104,0.5119463577975014,1.8808006986258936
5.21,19.327124594907335,6.233179870701113,0.03258421559171289,5975.89598091911,0.12869831258764622,0.4969581617522574,1.826697649826295
5.22,19.23084778126077,6.05893107098782,0.03162120649203003,5946.282703452804,0.12490124346596856,0.4824076105141836,1.7741407753594056
5.23,19.135047861524974,5.889495436318547,0.030686658614353466,5916.812343575993,0.12121613760802365,0.4682819686173463,1.723086249382706
5.24,19.039722548042683,5.72474198272979,0.02977973079935927,5887.484305005477,0.11763969608494872,0.4545688695254422,1.6734914753717052
5.25,18.944869562093043,5.564543224236602,0.028899606747534185,5858.297991671607,0.11416871706854742,0.4412563050516857,1.6253150521693611
5.26,18.850486633912805,5.408775081829495,0.028045494289632652,5829.252807780419,0.11080009300904335,0.428332615162651,1.578516741089037
5.2700000000000005,18.756571502716387,5.2573167944543835,0.027216624666138643,5800.348157873524,0.10753080781836642,0.41578647776658534,1.5330574334368434
5.28,18.66312191671357,5.110050832540823,0.02641225183899771,5771.583446886833,0.10435793420293905,0.40360689906033476,1.4888991193396617
5.29,18.57013563312545,4.9668628136829485,0.02563165182170409,5742.958080207557,0.10127863106193276,0.39178320410175016,1.4460048573490103
5.3,18.477610418199184,4.827641420159776,0.024874122025879592,5714.4714637296465,0.0982901409431409,0.38030502756457185,1.4043387446832887
5.3100000000000005,18.385544047222243,4.692278317574001,0.024138980616346208,5686.123003907706,0.09538978751349707,0.3691623044790464,1.3638658876652558
5.32,18.29393430453191,4.560668078171594,0.02342556591524882,5657.912107809376,0.09257497326782874,0.35834526199114847,1.3245523746315835
5.33,18.20277898352548,4.432708104220295,0.022733235802767152,5629.838183166236,0.0898431771883882,0.3478444108168891,1.2863652483852215
5.34,18.112075886668713,4.308298553630837,0.022061367139325206,5601.900638423308,0.08719195249268548,0.3376505370274577,1.2492724795902246
5.3500000000000005,18.021822825502596,4.187342267630694,0.021409355204061512,5574.098882787133,0.08461892444919636,0.3277546941034195,1.2132429409782792
5.36,17.932017620648338,4.069744700819431,0.02077661313689366,5546.432326272615,0.08212178823203564,0.31814819528676924,1.1782463824812162
5.37,17.842658101811832,3.955413851872503,0.020162571425368623,5518.900379748229,0.0796983068939086,0.3088226060062413,1.1442534065845944
5.38,17.75374210778631,3.8442601967273826,0.019566677389679755,5491.502454980101,0.0773463093657935,0.29976973661270945,1.111235444647903
5.39,17.66526748645367,3.7361966234766406,0.01898839468356046,5464.237964674761,0.075063688517046,0.29098163532412613,1.0791647338761603
5.4,17.57723209478465,3.6311383688125165,0.018427202811643756,5437.106322520658,0.07284839927549801,0.2824505813581884,1.0480142948738878
5.41,17.489633798838806,3.5290029551069537,0.01788259666253127,5410.106943228646,0.0706984567957058,0.2741690781165016,1.0177579093398847
5.42,17.402470473761465,3.4297101309257374,0.01735408605351337,5383.239242570875,0.06861193469579961,0.2661298468351516,0.9883700992493492
5.43,17.31574000378045,3.3331818122415444,0.01684119529009128,5356.502637418689,0.06658696334077228,0.2583258202974919,0.9598261062132136
5.44,17.229440282201853,3.2393420249500813,0.016343462739135447,5329.896545779419,0.06462172817586355,0.2507501366993325,0.9321018713077828
5.45,17.14356921140461,3.1481168490348455,0.015860440414398633,5303.420386832021,0.06271446810991908,0.2433961337144135,0.9051740155403605
5.46,17.0581247028341,3.059434364278069,0.015391693560520057,5277.073580961532,0.0608634738937352,0.23625734262850528,0.8790198208120196
5.47,16.973104676994634,2.9732245972183113,0.014936800270348246,5250.855549792563,0.059067086625969205,0.22932748279737072,0.8536172114728285
5.48,16.888507063440994,2.889419469519271,0.014495351109128167,5224.765716221697,0.057323696285845195,0.2226004562309945,0.8289447363754778
5.49,16.804329800769093,2.8079527477385398,0.014066948742568825,5198.803504448851,0.055631740281254054,0.2160703422800275,0.8049815514065083
5.5,16.72057083660565,2.7287599943810603,0.013651207579251244,5172.968340007601,0.053989702052118685,0.2097313925000404,0.7817074025150529
5.51,16.637228127597332,2.651778519822846,0.013247753423471809,5147.259649794859,0.05239610972456342,0.20357802569201625,0.7591026090503529
5.5200000000000005,16.55429963939868,2.5769473359465653,0.012856223138671668,5121.676862099228,0.050849534794302806,0.19760482305675098,0.7371480477497506
5.53,16.47178334665912,2.5042071111251616,0.01247626432101428,5096.219406628338,0.049348590846101804,0.19180652348210225,0.7158251372300659
5.54,16.389677233009433,2.433500125978394,0.012107534982580543,5070.886714535541,0.04789193232120192,0.18617801899646452,0.6951158227496629
5.55,16.307979291047374,2.3647702304271845,0.011749703244215315,5045.678218445631,0.04647825331882319,0.18071435034821717,0.6750025614546612
5.5600000000000005,16.22668752232281,2.2979628017349096,0.011402447033327358,5020.593352479605,0.04510628640655616,0.17541070259847072,0.6554683079229235
5.57,16.14579993732196,2.2330247037210884,0.011065453793177388,4995.63155227862,0.04377480148152943,0.17026240090796319,0.6364965001754265
5.58,16.065314555450566,2.169904247240254,0.010738420207217905,4970.792255027219,0.042482604705426565,0.16526490661796148,0.6180710462457278
5.59,15.985229405016863,2.108551151452681,0.010421051923948096,4946.074899475605,0.04122853742197324,0.16041381323248577,0.6001763109173264
5.6000000000000005,15.90554252321377,2.0489165061873003,0.010113063292442092,4921.478925961158,0.040011475121591235,0.15570484258071224,0.5827971028950591
5.61,15.82625195610051,1.9909527351917056,0.009814177103224419,4897.00377642931,0.03883032643389309,0.1511338411155147,0.5659186623136887
5.62,15.747355758583566,1.9346135603292278,0.009524124336220562,4872.648894453666,0.03768403214977076,0.1466967763300262,0.5495266485959746
5.63,15.668851994396999,1.8798539670062033,0.009242643924063366,4848.413725255013,0.036571564279733335,0.14238973319027412,0.533607128703238
5.64,15.590738736082258,1.8266301702487275,0.008969482515186486,4824.297715719964,0.035491925133944974,0.1382089107583839,0.5181465656735137
5.65,15.51301406496745,1.7748995817292452,0.008704394245737684,4800.300314418812,0.03444414643063914,0.13415061889017257,0.5031318074880075
5.66,15.435676071146219,1.724620777586357,0.00844714051816261,4776.420971622696,0.033427288428082354,0.13021127499411933,0.48855007617131985
5.67,15.358722853456266,1.6757534669549763,0.008197489785936403,4752.659139320089,0.03244043907685525,0.12638740082703914,0.4743889570647332
5.68,15.28215251945668,1.6282584618368927,0.00795521734646959,4729.014271232612,0.03148271321798169,0.1226756195979356,0.46063638888597014
5.69,15.205963185405382,1.5820976473628239,0.0077201051388925525,4705.485822830226,0.03055325178886166,0.11907265298607746,0.44728065367962927
5.7,15.130152976236001,1.5372339529352224,0.007491941548270449,4682.0732513458015,0.029651221056870725,0.1155753182854512,0.43431036713715426
5.71,15.054720025534392,1.4936313240001933,0.0072705212130023435,4658.776015789087,0.028775811862797374,0.11218052559444294,0.4217144691610431
5.72,14.979662475514836,1.4512546945298894,0.007055644837268057,4635.593576960132,0.027926238883317724,0.10888527507709797,0.4094822146860024
5.73,14.904978476995309,1.4100699607023062,0.006847119017831407,4612.525397461974,0.0271017399588073,0.10568665444327024,0.39760316488276193
5.74,14.830666189372876,1.370043954832322,0.00664475606768988,4589.570941712905,0.026301575399958418,0.10258183637186827,0.3860671784942424
5.75,14.756723780598511,1.331144420109595,0.00644837384716475,4566.729675958135,0.02552502732586915,0.09956807604478783,0.37486440344781397
5.76,14.683149427151797,1.2933399859373618,0.006257795599433208,4544.001068280929,0.024771399020746106,0.0966427087258865,0.36398526856362057
5.7700000000000005,14.609941314015146,1.2566001439547259,0.006072849791186294,4521.38458861322,0.024040014309919207,0.09380314742635464,0.35342047557718426
5.78,14.537097634647534,1.2208952247743858,0.005893369958687226,4498.879708745753,0.023330216955309263,0.09104688067602631,0.3431609915799556
5.79,14.464616590958158,1.1861963752033498,0.005719194557209528,4476.485902337696,0.022641370066344275,0.08837147030853691,0.3331980414146646
5.8,14.392496393279776,1.1524755360868397,0.0055501668150727546,4454.202644925806,0.021972855528214708,0.0857745493239035,0.3235231003531849
5.8100000000000005,14.32073526034124,1.119705421277156,0.005386134597026131,4432.029413932703,0.02132407346102208,0.08325381985224234,0.3141278872373297
5.82,14.249331419240406,1.087859496489476,0.005226950265364759,4409.965688675208,0.02069444167687012,0.08080705112525649,0.305004357491851
5.83,14.178283105416927,1.0569119585259925,0.005072470543311206,4388.01095037234,0.02008339514751257,0.07843207749055092,0.2961446962419446
5.84,14.107588562624349,1.026837715569873,0.004922556387261676,4366.164682152505,0.019490385501003068,0.07612679652026876,0.2875413118728848
5.8500000000000005,14.03724604290211,0.9976123678113613,0.004777072861020203,4344.42636906039,0.018914880528179273,0.07388916716084229,0.279186829678746
5.86,13.967253806546635,0.9692121893639324,0.0046358890221067555,4322.795498062915,0.01835636373850998,0.07171720807058857,0.2710740860105947
5.87,13.897610122083329,0.9416141094178694,0.004498877798053538,4301.271558055623,0.017814333873398647,0.06960899579195001,0.2631961220742782
5.88,13.82831326623819,0.9147956941619667,0.004365915869224324,4279.8540398685145,0.01728830444582446,0.06756266302336664,0.2555461780127649
5.89,13.75936152390881,0.8887351295677006,0.004236883559211194,4258.542436271204,0.01677780331075277,0.06557639700797617,0.24811768731281514
5.9,13.690753188135327,0.8634112044952473,0.004111664726918006,4237.336241977803,0.0162823722415658,0.06364843794197392,0.24090427130761358
5.91,13.622486560070476,0.8388032951368398,0.003990146670209688,4216.234953650904,0.015801566550770675,0.06177707752617078,0.23389973414195103
5.92,13.554559948950907,0.8148913481827254,0.0038722200163945042,4195.238069906246,0.015334954661070231,0.059960657373143225,0.2270980572868839
5.93,13.486971672067712,0.7916558652051309,0.003757778623173424,4174.345091316579,0.014882117716519752,0.05819756754420827,0.22049339447447233
5.94,13.41972005473665,0.7690778876149238,0.003646719483964312,4153.555520415067,0.014442649210628754,0.056486245145148495,0.2140800668269464
5.95,13.3528034302683,0.7471389819538007,0.003538942635524717,4132.86886169841,0.01401615462342219,0.05482517295957044,0.207852558114515
5.96,13.286220139937459,0.7258212261637278,0.0034343510747053808,4112.284621629172,0.013602251092941112,0.05321287821496922,0.201805510449747
5.97,13.21996853295382,0.7051071948838254,0.0033328506630407786,4091.8023086388653,0.013200567042054788,0.0516479311722954,0.19593371941340387
5.98,13.154046966431691,0.6849799459392519,0.003234350042893314,4071.421433130093,0.012810741848673953,0.050128943883517976,0.19023212973182227
5.99,13.088453805359705,0.665423007134592,0.003138760555478974,4051.141507478438,0.012432425523412104,0.04865456897676139,0.18469583104944878
6.0,13.02318742257029,0.6464203634937566,0.003045996161962414,4030.962046034007,0.012065278399695987,0.047223498485019916,0.17932005383327013
6.01,12.9582461987087,0.6279564453435922,0.0029559733712638692,4010.88256512238,0.01170897085095339,0.0458344627690108,0.17410016554534308
6.0200000000000005,12.89362852220316,0.610016115268087,0.0028686111573098597,3990.902583046243,0.011363182964245473,0.04448622929725276,0.1690316664771285
6.03,12.829332789234085,0.5925846564464139,0.002783830887741871,3971.02162008607,0.01102760426043524,0.04317760158531991,0.16411018601629232
6.04,12.76535740370333,0.5756477611130789,0.00270155625304383,3951.2391985006657,0.010701933415744895,0.041907418142803285,0.15933147895801647
6.05,12.701700777203214,0.5591915195626859,0.0026217132000149125,3931.554842527295,0.010385877999613899,0.04067455147978085,0.15469142203121108
6.0600000000000005,12.638361328985258,0.5432024096584174,0.0025442298691839152,3911.968078381411,0.010079154227516048,0.039477907167723925,0.15018601061612133
6.07,12.575337485930227,0.5276672852328091,0.0024690365208792356,3892.478434257195,0.00978148667256734,0.038316422756096334,0.1458113549337647
6.08,12.512627682516879,0.5125733660354523,0.00239606547518086,3873.0854403269145,0.009492608028570382,0.03718906687236523,0.1415636768949622
6.09,12.450230360791057,0.4979082276127073,0.0023252510504351777,3853.788628740336,0.009212258868205054,0.03609483830624816,0.13743930688783537
6.1000000000000005,12.388143970334754,0.4836597914141511,0.002256529503148368,3834.5875336239387,0.008940187406690173,0.035032765114686316,0.13343468063643535
6.11,12.326366968234424,0.46981631599209805,0.0021898389774669055,3815.481691079303,0.00867614930224217,0.03400190386118502,0.12954633649137234
6.12,12.264897819049198,0.4563663884624268,0.002125119456397195,3796.4706391812765,0.008419907463341281,0.03300133888065331,0.12577091280770164
6.13,12.203734994781684,0.4432989134514468,0.0020623126885400155,3777.5539179780426,0.008171231762607891,0.032030181206018304,0.122105144258494
6.140000000000001,12.142876974846123,0.43060310511009064,0.0020013621431282072,3758.7310694888524,0.007929898858964423,0.031087567888695124,0.1185458594016492
6.15,12.082322246037334,0.41826847853669297,0.001942212958789982,3740.0016377022075,0.007695691995971158,0.030172661233338748,0.11508997798161949
6.16,12.022069302499615,0.4062848413898898,0.0018848118934438457,3721.365168573872,0.007468400804625152,0.029284648049562236,0.11173450829104056
6.17,11.962116645695039,0.39464228652366273,0.0018291072823045048,3702.8212100241512,0.007247821138185567,0.028422739017502748,0.10847654488274536
6.18,11.902462784372092,0.38333118439102093,0.0017750489935358968,3684.3693119353165,0.007033754897669686,0.02758616802191674,0.10531326619653432
6.19,11.843106234535766,0.3723421739944083,0.0017225883713513095,3666.0090261500627,0.00682600980770673,0.026774191313149436,0.10224193167605318
6.2,11.784045519415963,0.3616661560356717,0.0016716781970781466,3647.7399064683814,0.00662439926337553,0.025986086918695125,0.0992598796449724
6.21,11.725279169436439,0.3512942856244687,0.0016222726461330625,3629.5615086447215,0.0064287421608584736,0.02522115399909471,0.0963645250246835
6.22,11.666805722183804,0.3412179651616034,0.0015743272460631398,3611.473390385035,0.006238862732293176,0.024478712219732576,0.09355335710766073
6.23,11.60862372237575,0.3314288382982265,0.0015277988436969492,3593.4751113429606,0.006054590415539571,0.023758101250558463,0.09082393775451657
6.24,11.550731721830115,0.32191878318349726,0.0014826455654750777,3575.5662331165845,0.005875759698022251,0.023058680171801984,0.088173899285388
6.25,11.493128279434803,0.31267990494764974,0.0014388267704977713,3557.746319245806,0.005702209932877848,0.02237982677921628,0.08560094204440606
6.26,11.4358119611164,0.30370452988204505,0.001396303018254313,3540.014935208369,0.005533785211282086,0.021720937094793398,0.0831028326426913
6.2700000000000005,11.378781339809281,0.2949851992561936,0.0013550360326724932,3522.371648416184,0.005370334220831893,0.02108142482715215,0.08067740203921174
6.28,11.322034995424794,0.2865146632912461,0.001314988667129481,3504.8160282115373,0.005211710107706619,0.02046072084623506,0.07832254367177457
6.29,11.265571514819676,0.2782858761799119,0.0012761248778932488,3487.3476458624896,0.005057770371892767,0.0198582727774965,0.07603621195762
6.3,11.209389491765588,0.2702919900759382,0.001238409688588038,3469.9660745590827,0.004908376727227826,0.01927354447040895,0.07381642041834956
6.3100000000000005,11.153487526918923,0.26252634893924764,0.0012018091531206456,3452.6708894096505,0.0047633949554206825,0.018706015446013524,0.07166123974727164
6.32,11.09786422778981,0.25498248355428627,0.001166290328121781,3435.4616674362496,0.0046226947973889675,0.018155180479190503,0.06956879629208482
6.33,11.042518208711474,0.2476541062938877,0.0011318212429391192,3418.3379875702694,0.004486149835009559,0.017620549147139238,0.06753727044060891
6.34,10.987448090809686,0.24053510602696068,0.001098370870515072,3401.299430647957,0.004353637376349448,0.017101645390998073,0.0655648950524543
6.3500000000000005,10.932652501971573,0.2336195439760428,0.0010659091051809682,3384.34557940519,0.004225038367978816,0.016598007175689666,0.06364995421896766
6.36,10.878130076815593,0.22690164841369798,0.0010344067315778427,3367.47601847319,0.004100237272581799,0.016109186025202938,0.06179078161211943
6.37,10.823879456661412,0.22037580963595363,0.0010038353954644114,3350.690334374009,0.0039791219539706685,0.01563474658511575,0.059985758926075466
6.38,10.769899289499358,0.2140365756919888,0.0009741675799989778,3333.9881155154485,0.0038615835835383162,0.015174266262948537,0.05823331457932061
6.390000000000001,10.716188229960155,0.20787864795087385,0.0009453765806210681,3317.3689521861065,0.0037475165412508083,0.014727334849348172,0.05653192235542341
6.4,10.662744939284744,0.20189687680561788,0.0009174364808168847,3300.8324365503395,0.0036368183200989647,0.014293554152349546,0.054880100089127595
6.41,10.609568085293475,0.19608625821558995,0.000890322134908394,3284.3781626425007,0.0035293894575701605,0.013872537732222608,0.05327640868040957
6.42,10.556656342356593,0.19044192905587592,0.0008640091401071373,3268.0057263622502,0.003425133425981891,0.013463910483760229,0.0517194506186404
6.43,10.504008391364385,0.1849591630010629,0.0008384738129497783,3251.714725469413,0.003323956539691396,0.013067308281475482,0.050207868712878606
6.44,10.451622919697092,0.17963336687050352,0.0008136931694855957,3235.5047595784604,0.0032257678767618173,0.012682377678722146,0.04874034499920308
6.45,10.399498621195114,0.17446007687455287,0.0007896449043218997,3219.3754301531058,0.0031304791962999084,0.012308775590969833,0.04731559959963375
6.46,10.347634196129192,0.1694349549993215,0.0007663073705320264,3203.3263405007924,0.0030380048592015137,0.011946168991784918,0.045932389624558895
6.47,10.296028351170206,0.16455378616276473,0.0007436595648622709,3187.3570957666,0.0029482617699439417,0.011594234684553919,0.044589508318749485
6.48,10.244679799360094,0.15981247411120603,0.0007216811040037307,3171.4673029281544,0.0028611692828365604,0.011252658947652901,0.043285783808515554
6.49,10.193587260082394,0.1552070380422364,0.0007003522058496563,3155.6565707899827,0.0027766491280751897,0.01092113725088418,0.04202007807807236
6.5,10.142749459032666,0.15073360949643252,0.0006796536725320926,3139.924509977664,0.002694625344854836,0.010599373997604836,0.040791286030314886
6.51,10.092165128189178,0.14638842918435496,0.0006595668729008193,3124.270732932062,0.00261502421225111,0.010287082259324726,0.03959833452642501
6.5200000000000005,10.0418330057836,0.1421678439595068,0.00064007372597195,3108.6948539034406,0.002537774183884271,0.00998398352457068,0.038440181475301455
6.53,9.991751836271325,0.1380683044557499,0.0006211566893639367,3093.1964889450255,0.0024628058418806873,0.009689807519882071,0.0373158151707729
6.54,9.941920370302983,0.13408636143657748,0.000602798737607218,3077.7752559077217,0.002390051811762855,0.009404291885236041,0.03622425313184329
6.55,9.892337364695416,0.13021866304054008,0.0005849833472420572,3062.430774434072,0.0023194467035887196,0.009127181947530798,0.03516454127942404
6.5600000000000005,9.84300158240269,0.12646195212829195,0.0005676944825567122,3047.162665952145,0.002250927055596694,0.00885823050356858,0.03413575314659956
6.57,9.79391179248732,0.12281306358730634,0.0005509165808549255,3031.97055366949,0.002184431276064525,0.008597197596529715,0.03313698906766574
6.58,9.745066770091558,0.11926892170027276,0.0005346345380770005,3016.854062567054,0.0021198995865639343,0.008343850297804604,0.032167375386541595
6.59,9.696465296408379,0.11582653812219236,0.0005188336989461243,3001.8128193925904,0.002057273982839255,0.008097962554331319,0.031226063880925796
6.6000000000000005,9.6481061586527,0.11248300970963857,0.0005034998458568835,2986.8464526542275,0.0019964981908117724,0.007859315018044915,0.030312231129824806
6.61,9.599988150033898,0.10923551502705903,0.0004886191775213681,2971.9545926152286,0.0019375175827566233,0.007627694727879917,0.02942507740132595
6.62,9.552110069727027,0.10608131252273448,0.00047417830026470244,2957.136871287295,0.001880279142706907,0.007402894974408437,0.028563826138476564
6.63,9.504470722844616,0.10301773826752245,0.000460164215859028,2942.392922424294,0.0018247314184083889,0.007184715114797066,0.027727723284578492
6.640000000000001,9.457068920408524,0.10004220374210447,0.00044656430961409585,2927.72238151596,0.0017708244742887474,0.0069729603916908805,0.026916036622914592
6.65,9.409903479321908,0.09715219373411697,0.00043336633913453645,2913.1248857815385,0.001718509847062767,0.006767441761936275,0.026128055150713904
6.66,9.362973222340724,0.09434526494317419,0.00042055842766371685,2898.6000741628345,0.0016677405195036762,0.006567975791703444,0.025363088677750372
6.67,9.316276978046487,0.0916190432113014,0.0004081290483649195,2884.147587318472,0.00161847085830645,0.00637438442103826,0.02462046698644721
