t,Pfr,Pr,Xi,Xa,prepreS,preS,Ya,S,V
4.67,6.268800922253961,0.0,6.0,0.0,200.0,0.0,0.5641920830028561,0.00023774986292941387,49.99999999939004
4.68,6.262535254361068,0.0,6.0,0.0,200.0,0.0,0.5636281728924958,0.0002377722134602896,49.99999999938942
4.69,6.256275848955482,0.0,6.0,0.0,200.0,0.0,0.5630648264059931,0.0002377943433362642,49.999999999388805
4.7,6.250022699778099,0.0,6.0,0.0,200.0,0.0,0.5625020429800285,0.00023781625476107624,49.9999999993882
4.71,6.24377580057626,0.0,6.0,0.0,200.0,0.0,0.561939822051863,0.00023783794990771048,49.99999999938759
4.72,6.237535145103762,0.0,6.0,0.0,200.0,0.0,0.5613781630593382,0.0002378594309183979,49.99999999938699
4.73,6.231300727120852,0.0,6.0,0.0,200.0,0.0,0.5608170654408763,0.0002378806999046158,49.9999999993864
4.74,6.225072540394228,0.0,6.0,0.0,200.0,0.0,0.5602565286354801,0.00023790175894708774,49.9999999993858
4.75,6.21885057869704,0.0,6.0,0.0,200.0,0.0,0.5596965520827333,0.00023792261009578347,49.99999999938521
4.76,6.212634835808888,0.0,6.0,0.0,200.0,0.0,0.5591371352227996,0.0002379432553699191,49.99999999938463
4.7700000000000005,6.2064253055158245,0.0,6.0,0.0,200.0,0.0,0.5585782774964239,0.0002379636967579569,49.999999999384045
4.78,6.200221981610353,0.0,6.0,0.0,200.0,0.0,0.5580199783449313,0.00023798393621760546,49.99999999938347
4.79,6.194024857891427,0.0,6.0,0.0,200.0,0.0,0.557462237210228,0.0002380039756758196,49.999999999382894
4.8,6.187833928164452,0.0,6.0,0.0,200.0,0.0,0.5569050535348002,0.0002380238170288004,49.999999999382325
4.8100000000000005,6.181649186241286,0.0,6.0,0.0,200.0,0.0,0.5563484267617153,0.0002380434621419952,49.999999999381764
4.82,6.175470625940236,0.0,6.0,0.0,200.0,0.0,0.5557923563346209,0.0002380629128500976,49.9999999993812
4.83,6.169298241086063,0.0,6.0,0.0,200.0,0.0,0.5552368416977452,0.00023808217095704748,49.99999999938064
4.84,6.163132025509976,0.0,6.0,0.0,200.0,0.0,0.5546818822958975,0.00023810123823603095,49.999999999380094
4.8500000000000005,6.156971973049639,0.0,6.0,0.0,200.0,0.0,0.5541274775744671,0.00023812011642948037,49.99999999937954
4.86,6.150818077549163,0.0,6.0,0.0,200.0,0.0,0.5535736269794242,0.00023813880724907438,49.999999999379
4.87,6.144670332859114,0.0,6.0,0.0,200.0,0.0,0.5530203299573199,0.00023815731237573784,49.99999999937845
4.88,6.138528732836507,0.0,6.0,0.0,200.0,0.0,0.5524675859552852,0.00023817563345964195,49.99999999937792
4.89,6.132393271344808,0.0,6.0,0.0,200.0,0.0,0.5519153944210323,0.00023819377212020405,49.99999999937739
4.9,6.126263942253937,0.0,6.0,0.0,200.0,0.0,0.5513637548028539,0.00023821172994608787,49.999999999376854
4.91,6.120140739440263,0.0,6.0,0.0,200.0,0.0,0.5508126665496232,0.00023822950849520329,49.99999999937633
4.92,6.114023656786605,0.0,6.0,0.0,200.0,0.0,0.5502621291107941,0.00023824710929470648,49.9999999993758
4.93,6.107912688182237,0.0,6.0,0.0,200.0,0.0,0.5497121419364009,0.00023826453384099988,49.999999999375284
4.94,6.101807827522881,0.0,6.0,0.0,200.0,0.0,0.549162704477059,0.0002382817835997322,49.99999999937477
4.95,6.095709068710713,0.0,6.0,0.0,200.0,0.0,0.5486138161839638,0.00023829886000579842,49.99999999937426
4.96,6.089616405654357,0.0,6.0,0.0,200.0,0.0,0.5480654765088917,0.00023831576446333967,49.999999999373756
4.97,6.08352983226889,0.0,6.0,0.0,200.0,0.0,0.5475176849041997,0.00023833249834574348,49.99999999937325
4.98,6.07744934247584,0.0,6.0,0.0,200.0,0.0,0.5469704408228252,0.00023834906299564356,49.99999999937275
4.99,6.071374930203188,0.0,6.0,0.0,200.0,0.0,0.5464237437182865,0.00023836545972491987,49.99999999937225
5.0,6.065306589385363,0.0,6.0,0.0,200.0,0.0,0.5458775930446823,0.00023838168981469866,49.99999999937176
5.01,6.059244313963248,0.0,6.0,0.0,200.0,0.0,0.5453319882566919,0.00023839775451535243,49.99999999937127
5.0200000000000005,6.053188097884175,0.0,6.0,0.0,200.0,0.0,0.5447869288095754,0.00023841365504649993,49.99999999937078
5.03,6.047137935101929,0.0,6.0,0.0,200.0,0.0,0.5442424141591733,0.0002384293925970062,49.999999999370296
5.04,6.041093819576747,0.0,6.0,0.0,200.0,0.0,0.5436984437619068,0.00023844496832498246,49.99999999936982
5.05,6.035055745267946,0.0,6.0,0.0,200.0,0.0,0.5431550170741147,0.00023846038365029251,49.999999999369344
5.0600000000000005,6.029023706017274,0.0,6.0,0.0,200.0,0.0,0.5426121335415542,0.00023847564488526442,49.99999999936887
5.07,6.0229976957463265,0.0,6.0,0.0,200.0,0.0,0.542069792617169,0.00023849075539802216,49.9999999993684
5.08,6.016977708428363,0.0,6.0,0.0,200.0,0.0,0.5415279937585522,0.00023850571673102565,49.99999999936794
5.09,6.010963738042814,0.0,6.0,0.0,200.0,0.0,0.5409867364238529,0.00023852053040703013,49.999999999367475
5.1000000000000005,6.004955778575287,0.0,6.0,0.0,200.0,0.0,0.5404460200717753,0.00023853519792908616,49.99999999936701
5.11,5.998953824017558,0.0,6.0,0.0,200.0,0.0,0.5399058441615799,0.00023854972078053954,49.99999999936656
5.12,5.992957868367583,0.0,6.0,0.0,200.0,0.0,0.539366208153082,0.0002385641004250313,49.9999999993661
5.13,5.986967905629482,0.0,6.0,0.0,200.0,0.0,0.538827111506653,0.0002385783383064979,49.999999999365656
5.14,5.9809839298135525,0.0,6.0,0.0,200.0,0.0,0.5382885536832194,0.00023859243584917094,49.99999999936521
5.15,5.9750059349362665,0.0,6.0,0.0,200.0,0.0,0.5377505341442635,0.00023860639445757743,49.99999999936477
5.16,5.969033915020265,0.0,6.0,0.0,200.0,0.0,0.5372130523518235,0.00023862021551653955,49.99999999936433
5.17,5.963067864094366,0.0,6.0,0.0,200.0,0.0,0.5366761077684926,0.00023863390039117484,49.999999999363894
5.18,5.957107776193558,0.0,6.0,0.0,200.0,0.0,0.5361396998574198,0.00023864745042689612,49.99999999936346
5.19,5.9511536453590015,0.0,6.0,0.0,200.0,0.0,0.5356038280823097,0.00023866086694941145,49.999999999363034
5.2,5.945205465638031,0.0,6.0,0.0,200.0,0.0,0.5350684919074224,0.00023867415126472427,49.99999999936261
5.21,5.939263231084156,0.0,6.0,0.0,200.0,0.0,0.5345336907975736,0.00023868730465913317,49.99999999936218
5.22,5.933326935757055,0.0,6.0,0.0,200.0,0.0,0.5339994242181346,0.00023870032839923215,49.99999999936176
5.23,5.927396573722582,0.0,6.0,0.0,200.0,0.0,0.533465691635032,0.0002387132237319104,49.99999999936134
5.24,5.9214721390527645,0.0,6.0,0.0,200.0,0.0,0.5329324925147484,0.0002387259918843525,49.99999999936093
5.25,5.9155536258258,0.0,6.0,0.0,200.0,0.0,0.5323998263243216,0.0002387386340640382,49.99999999936052
5.26,5.909641028126062,0.0,6.0,0.0,200.0,0.0,0.5318676925313451,0.00023875115145874262,49.99999999936011
5.2700000000000005,5.903734340044094,0.0,6.0,0.0,200.0,0.0,0.531336090603968,0.00023876354523653611,49.9999999993597
5.28,5.897833555676615,0.0,6.0,0.0,200.0,0.0,0.530805020010895,0.00023877581654578437,49.999999999359304
5.29,5.8919386691265165,0.0,6.0,0.0,200.0,0.0,0.5302744802213861,0.00023878796651514834,49.999999999358906
5.3,5.886049674502861,0.0,6.0,0.0,200.0,0.0,0.5297444707052571,0.00023879999625358426,49.99999999935851
5.3100000000000005,5.880166565920886,0.0,6.0,0.0,200.0,0.0,0.5292149909328794,0.0002388119068503436,49.99999999935812
5.32,5.874289337502001,0.0,6.0,0.0,200.0,0.0,0.5286860403751797,0.00023882369937497323,49.999999999357726
5.33,5.868417983373789,0.0,6.0,0.0,200.0,0.0,0.5281576185036406,0.00023883537487731518,49.999999999357335
5.34,5.862552497670004,0.0,6.0,0.0,200.0,0.0,0.5276297247902999,0.00023884693438750687,49.99999999935695
5.3500000000000005,5.856692874530575,0.0,6.0,0.0,200.0,0.0,0.5271023587077514,0.00023885837891598097,49.99999999935657
5.36,5.850839108101604,0.0,6.0,0.0,200.0,0.0,0.526575519729144,0.00023886970945346538,49.99999999935619
5.37,5.844991192535365,0.0,6.0,0.0,200.0,0.0,0.5260492073281824,0.0002388809269709834,49.999999999355815
5.38,5.839149121990304,0.0,6.0,0.0,200.0,0.0,0.525523420979127,0.00023889203241985347,49.99999999935544
5.39,5.833312890631042,0.0,6.0,0.0,200.0,0.0,0.5249981601567935,0.00023890302673168945,49.99999999935507
5.4,5.827482492628372,0.0,6.0,0.0,200.0,0.0,0.5244734243365531,0.0002389139108184004,49.999999999354706
5.41,5.821657922159259,0.0,6.0,0.0,200.0,0.0,0.523949212994333,0.00023892468557219074,49.99999999935434
5.42,5.815839173406843,0.0,6.0,0.0,200.0,0.0,0.5234255256066155,0.0002389353518655601,49.999999999353975
5.43,5.810026240560435,0.0,6.0,0.0,200.0,0.0,0.5229023616504388,0.0002389459105513034,49.99999999935362
5.44,5.80421911781552,0.0,6.0,0.0,200.0,0.0,0.5223797206033963,0.00023895636246251093,49.99999999935326
5.45,5.7984177993737545,0.0,6.0,0.0,200.0,0.0,0.5218576019436375,0.00023896670841256815,49.9999999993529
5.46,5.792622279442969,0.0,6.0,0.0,200.0,0.0,0.5213360051498669,0.00023897694919515592,49.99999999935255
5.47,5.786832552237168,0.0,6.0,0.0,200.0,0.0,0.5208149297013447,0.0002389870855842503,49.999999999352205
5.48,5.7810486119765265,0.0,6.0,0.0,200.0,0.0,0.520294375077887,0.00023899711833412265,49.99999999935186
5.49,5.775270452885442,0.0,6.0,0.0,200.0,0.0,0.5197743407596894,0.00023900704822899378,49.999999999351516
5.5,5.769498069084911,0.0,6.0,0.0,200.0,0.0,0.5192548262176416,0.00023901687882014574,49.999999999351175
5.51,5.763731454740402,0.0,6.0,0.0,200.0,0.0,0.5187358309266358,0.0002390266126650828,49.999999999350834
5.5200000000000005,5.7579706040845835,0.0,6.0,0.0,200.0,0.0,0.5182173543676122,0.0002390362507494864,49.9999999993505
5.53,5.7522155113560345,0.0,6.0,0.0,200.0,0.0,0.5176993960220427,0.00023904579404610912,49.999999999350166
5.54,5.746466170799236,0.0,6.0,0.0,200.0,0.0,0.5171819553719309,0.00023905524351477465,49.99999999934983
5.55,5.740722576664578,0.0,6.0,0.0,200.0,0.0,0.5166650318998117,0.00023906460010237782,49.999999999349505
5.5600000000000005,5.734984723208356,0.0,6.0,0.0,200.0,0.0,0.5161486250887517,0.00023907386474288455,49.99999999934918
5.57,5.729252604692774,0.0,6.0,0.0,200.0,0.0,0.5156327344223492,0.00023908303835733184,49.99999999934886
5.58,5.723526215385939,0.0,6.0,0.0,200.0,0.0,0.5151173593847341,0.00023909212185382783,49.99999999934854
5.59,5.717805549561867,0.0,6.0,0.0,200.0,0.0,0.5146024994605677,0.00023910111612755186,49.99999999934822
5.6000000000000005,5.71209060150048,0.0,6.0,0.0,200.0,0.0,0.5140881541350428,0.00023911002206075424,49.9999999993479
5.61,5.706381365487607,0.0,6.0,0.0,200.0,0.0,0.5135743228938843,0.00023911884052275648,49.99999999934759
5.62,5.700677835814981,0.0,6.0,0.0,200.0,0.0,0.513061005223348,0.00023912757236995122,49.999999999347274
5.63,5.694980006780245,0.0,6.0,0.0,200.0,0.0,0.5125482006102218,0.00023913621844580215,49.99999999934697
5.64,5.689287872686947,0.0,6.0,0.0,200.0,0.0,0.5120359085418249,0.00023914477958084413,49.999999999346656
5.65,5.68360142784454,0.0,6.0,0.0,200.0,0.0,0.5115241285060081,0.0002391532565926831,49.99999999934636
5.66,5.677920666568385,0.0,6.0,0.0,200.0,0.0,0.5110128599911543,0.00023916165028599614,49.99999999934605
5.67,5.67224558317975,0.0,6.0,0.0,200.0,0.0,0.5105021024861771,0.00023916996145253145,49.999999999345754
5.68,5.666576172005809,0.0,6.0,0.0,200.0,0.0,0.5099918554805225,0.0002391781908711083,49.999999999345455
5.69,5.660912427379642,0.0,6.0,0.0,200.0,0.0,0.5094821184641674,0.00023918633930761714,49.999999999345164
5.7,5.655254343640235,0.0,6.0,0.0,200.0,0.0,0.5089728909276208,0.00023919440751501948,49.999999999344865
5.71,5.649601915132482,0.0,6.0,0.0,200.0,0.0,0.5084641723619231,0.00023920239623334794,49.999999999344574
5.72,5.643955136207183,0.0,6.0,0.0,200.0,0.0,0.5079559622586461,0.00023921030618970633,49.99999999934429
5.73,5.638314001221045,0.0,6.0,0.0,200.0,0.0,0.5074482601098936,0.0002392181380982695,49.999999999344
5.74,5.6326785045366785,0.0,6.0,0.0,200.0,0.0,0.5069410654083008,0.00023922589266028345,49.999999999343714
5.75,5.627048640522605,0.0,6.0,0.0,200.0,0.0,0.506434377647034,0.00023923357056406528,49.99999999934344
5.76,5.621424403553249,0.0,6.0,0.0,200.0,0.0,0.505928196319792,0.0002392411724850032,49.99999999934315
5.7700000000000005,5.6158057880089425,0.0,6.0,0.0,200.0,0.0,0.5054225209208044,0.00023924869908555657,49.999999999342876
5.78,5.610192788275925,0.0,6.0,0.0,200.0,0.0,0.5049173509448329,0.00023925615101525583,49.999999999342606
5.79,5.604585398746342,0.0,6.0,0.0,200.0,0.0,0.5044126858871705,0.00023926352891070254,49.99999999934233
5.8,5.598983613818245,0.0,6.0,0.0,200.0,0.0,0.5039085252436417,0.00023927083339556938,49.99999999934206
5.8100000000000005,5.593387427895591,0.0,6.0,0.0,200.0,0.0,0.5034048685106028,0.00023927806508060014,49.99999999934179
5.82,5.587796835388246,0.0,6.0,0.0,200.0,0.0,0.5029017151849418,0.00023928522456360976,49.99999999934152
5.83,5.582211830711981,0.0,6.0,0.0,200.0,0.0,0.5023990647640779,0.00023929231242948425,49.999999999341256
5.84,5.576632408288474,0.0,6.0,0.0,200.0,0.0,0.5018969167459623,0.00023929932925018072,49.99999999934099
5.8500000000000005,5.571058562545308,0.0,6.0,0.0,200.0,0.0,0.5013952706290774,0.00023930627558472749,49.99999999934073
5.86,5.565490287915975,0.0,6.0,0.0,200.0,0.0,0.5008941259124374,0.00023931315197922386,49.999999999340474
5.87,5.559927578839871,0.0,6.0,0.0,200.0,0.0,0.5003934820955881,0.0002393199589668404,49.99999999934022
5.88,5.554370429762302,0.0,6.0,0.0,200.0,0.0,0.4998933386786068,0.0002393266970678186,49.99999999933996
5.89,5.548818835134475,0.0,6.0,0.0,200.0,0.0,0.4993936951621024,0.0002393333667894713,49.99999999933971
5.9,5.543272789413508,0.0,6.0,0.0,200.0,0.0,0.49889455104721536,0.00023933996862618223,49.99999999933946
5.91,5.537732287062425,0.0,6.0,0.0,200.0,0.0,0.4983959058356179,0.00023934650305940637,49.99999999933921
5.92,5.532197322550155,0.0,6.0,0.0,200.0,0.0,0.49789775902951355,0.00023935297055766982,49.99999999933896
5.93,5.526667890351513,0.0,6.0,0.0,200.0,0.0,0.4974001101316358,0.0002393593715769345,49.99999999933872
5.94,5.52114398485817,0.0,6.0,0.0,200.0,0.0,0.49690295863723494,0.0002393657081946483,49.99999999933848
5.95,5.515625600465185,0.0,6.0,0.0,200.0,0.0,0.49640630404186636,0.00023937198252149767,49.999999999338236
5.96,5.510112731653463,0.0,6.0,0.0,200.0,0.0,0.4959101458488113,0.0002393781951881452,49.999999999337994
5.97,5.504605372909562,0.0,6.0,0.0,200.0,0.0,0.49541448356186024,0.00023938434681692214,49.99999999933776
5.98,5.499103518725698,0.0,6.0,0.0,200.0,0.0,0.49491931668531247,0.00023939043802182817,49.99999999933752
5.99,5.4936071635997425,0.0,6.0,0.0,200.0,0.0,0.4944246447239765,0.00023939646940853167,49.999999999337284
6.0,5.488116302035224,0.0,6.0,0.0,200.0,0.0,0.49393046718316985,0.00023940244157436949,49.99999999933706
6.01,5.482630928541325,0.0,6.0,0.0,200.0,0.0,0.4934367835687189,0.00023940835510834711,49.99999999933682
6.0200000000000005,5.4771510376328845,0.0,6.0,0.0,200.0,0.0,0.49294359338695926,0.0002394142105911386,49.999999999336595
6.03,5.471676623830398,0.0,6.0,0.0,200.0,0.0,0.4924508961447356,0.0002394200085950865,49.99999999933637
6.04,5.46620768166002,0.0,6.0,0.0,200.0,0.0,0.49195869134940146,0.000239425749684202,49.99999999933614
6.05,5.460744205653555,0.0,6.0,0.0,200.0,0.0,0.4914669785088196,0.00023943143441416487,49.99999999933592
6.0600000000000005,5.455286190348466,0.0,6.0,0.0,200.0,0.0,0.4909757571313616,0.00023943706333232339,49.9999999993357
6.07,5.449833630287874,0.0,6.0,0.0,200.0,0.0,0.4904850267259084,0.00023944263697769444,49.99999999933548
6.08,5.444386520020554,0.0,6.0,0.0,200.0,0.0,0.4899947868018496,0.00023944815588096345,49.99999999933526
6.09,5.438944854100939,0.0,6.0,0.0,200.0,0.0,0.4895050368690842,0.0002394536205644845,49.999999999335046
6.1000000000000005,5.433508627089114,0.0,6.0,0.0,200.0,0.0,0.4890157764380199,0.0002394590315422801,49.999999999334825
6.11,5.428077833550824,0.0,6.0,0.0,200.0,0.0,0.4885270050195738,0.00023946438932004142,49.99999999933461
6.12,5.422652468057468,0.0,6.0,0.0,200.0,0.0,0.4880387221251718,0.00023946969439512822,49.999999999334406
6.13,5.417232525186101,0.0,6.0,0.0,200.0,0.0,0.48755092726674876,0.00023947494725656875,49.99999999933419
6.140000000000001,5.411817999519434,0.0,6.0,0.0,200.0,0.0,0.4870636199567488,0.0002394801483850599,49.99999999933399
6.15,5.406408885645837,0.0,6.0,0.0,200.0,0.0,0.48657679970812506,0.0002394852982529671,49.99999999933378
6.16,5.401005178159331,0.0,6.0,0.0,200.0,0.0,0.48609046603433953,0.00023949039732432435,49.999999999333575
6.17,5.395606871659597,0.0,6.0,0.0,200.0,0.0,0.4856046184493634,0.0002394954460548342,49.99999999933337
6.18,5.390213960751969,0.0,6.0,0.0,200.0,0.0,0.4851192564676769,0.0002395004448918678,49.99999999933317
6.19,5.384826440047439,0.0,6.0,0.0,200.0,0.0,0.48463437960426914,0.00023950539427446487,49.99999999933297
6.2,5.379444304162654,0.0,6.0,0.0,200.0,0.0,0.48414998737463855,0.00023951029463333364,49.99999999933277
6.21,5.3740675477199185,0.0,6.0,0.0,200.0,0.0,0.48366607929479233,0.00023951514639085103,49.99999999933257
6.22,5.36869616534719,0.0,6.0,0.0,200.0,0.0,0.48318265488124684,0.0002395199499610624,49.999999999332374
6.23,5.363330151678086,0.0,6.0,0.0,200.0,0.0,0.48269971365102743,0.00023952470574968172,49.99999999933218
6.24,5.357969501351876,0.0,6.0,0.0,200.0,0.0,0.4822172551216686,0.0002395294141540916,49.99999999933199
6.25,5.352614209013489,0.0,6.0,0.0,200.0,0.0,0.48173527881121375,0.0002395340755633431,49.9999999993318
6.26,5.347264269313508,0.0,6.0,0.0,200.0,0.0,0.4812537842382154,0.000239538690358156,49.999999999331614
6.2700000000000005,5.341919676908171,0.0,6.0,0.0,200.0,0.0,0.48077277092173515,0.00023954325891091847,49.99999999933142
6.28,5.336580426459376,0.0,6.0,0.0,200.0,0.0,0.4802922383813435,0.00023954778158568737,49.99999999933124
6.29,5.331246512634672,0.0,6.0,0.0,200.0,0.0,0.4798121861371201,0.0002395522587381881,49.99999999933105
6.3,5.325917930107266,0.0,6.0,0.0,200.0,0.0,0.47933261370965363,0.00023955669071581463,49.99999999933087
6.3100000000000005,5.320594673556023,0.0,6.0,0.0,200.0,0.0,0.4788535206200418,0.0002395610778576295,49.99999999933068
6.32,5.315276737665462,0.0,6.0,0.0,200.0,0.0,0.4783749063898913,0.00023956542049436382,49.999999999330505
6.33,5.309964117125758,0.0,6.0,0.0,200.0,0.0,0.4778967705413179,0.00023956971894841726,49.99999999933033
6.34,5.3046568066327415,0.0,6.0,0.0,200.0,0.0,0.47741911259694647,0.00023957397353385805,49.99999999933015
6.3500000000000005,5.299354800887901,0.0,6.0,0.0,200.0,0.0,0.4769419320799108,0.00023957818455642302,49.99999999932997
6.36,5.29405809459838,0.0,6.0,0.0,200.0,0.0,0.4764652285138539,0.00023958235231351756,49.999999999329795
6.37,5.288766682476977,0.0,6.0,0.0,200.0,0.0,0.4759890014229276,0.0002395864770942156,49.999999999329624
6.38,5.283480559242128,0.0,6.0,0.0,200.0,0.0,0.4755132503317912,0.0002395905591795157,49.999999999329454
6.390000000000001,5.278199719528594,0.0,6.0,0.0,200.0,0.0,0.4750379747575731,0.00023959459998923571,49.99999999932928
6.4,5.272924157974271,0.0,6.0,0.0,200.0,0.0,0.474563174217684,0.00023959860096726566,49.99999999932911
6.41,5.267653869302893,0.0,6.0,0.0,200.0,0.0,0.47408884823726,0.00023960256251945067,49.99999999932894
6.42,5.2623888482436,0.0,6.0,0.0,200.0,0.0,0.4736149963419237,0.00023960648504653124,49.99999999932878
6.43,5.257129089530938,0.0,6.0,0.0,200.0,0.0,0.4731416180577841,0.00023961036894414332,49.99999999932861
6.44,5.251874587904855,0.0,6.0,0.0,200.0,0.0,0.4726687129114366,0.0002396142146028182,49.999999999328445
6.45,5.2466253381107055,0.0,6.0,0.0,200.0,0.0,0.47219628042996314,0.00023961802240798257,49.99999999932828
6.46,5.241381334899248,0.0,6.0,0.0,200.0,0.0,0.47172432014093196,0.00023962179273995853,49.999999999328125
6.47,5.236142573026646,0.0,6.0,0.0,200.0,0.0,0.4712528315723978,0.00023962552597396359,49.99999999932796
6.48,5.2309090472544675,0.0,6.0,0.0,200.0,0.0,0.4707818142529017,0.00023962922248011063,49.999999999327805
6.49,5.225680752349686,0.0,6.0,0.0,200.0,0.0,0.47031126771147136,0.00023963288262340794,49.99999999932764
6.5,5.220457683084678,0.0,6.0,0.0,200.0,0.0,0.4698411914776207,0.00023963650676375915,49.999999999327486
6.51,5.215239834237227,0.0,6.0,0.0,200.0,0.0,0.46937158508135013,0.0002396400952559634,49.999999999327336
6.5200000000000005,5.21002720059052,0.0,6.0,0.0,200.0,0.0,0.46890244805314646,0.00023964364844971514,49.99999999932718
6.53,5.204819776933149,0.0,6.0,0.0,200.0,0.0,0.468433779923983,0.00023964716668960424,49.999999999327024
6.54,5.199617558059108,0.0,6.0,0.0,200.0,0.0,0.46796558022531937,0.00023965065031511594,49.999999999326874
6.55,5.194420538767801,0.0,6.0,0.0,200.0,0.0,0.46749784848910175,0.0002396540996606309,49.999999999326725
6.5600000000000005,5.189228713864033,0.0,6.0,0.0,200.0,0.0,0.4670305842477626,0.0002396575150554252,49.999999999326576
6.57,5.184042078158014,0.0,6.0,0.0,200.0,0.0,0.46656378703422097,0.00023966089682367025,49.99999999932643
6.58,5.178860626465361,0.0,6.0,0.0,200.0,0.0,0.46609745638188216,0.0002396642452844329,49.99999999932628
6.59,5.173684353607093,0.0,6.0,0.0,200.0,0.0,0.465631591824638,0.00023966756075167542,49.999999999326135
6.6000000000000005,5.168513254409634,0.0,6.0,0.0,200.0,0.0,0.4651661928968667,0.00023967084353425543,49.99999999932599
6.61,5.163347323704815,0.0,6.0,0.0,200.0,0.0,0.464701259133433,0.00023967409393592593,49.999999999325844
6.62,5.15818655632987,0.0,6.0,0.0,200.0,0.0,0.46423679006968793,0.00023967731225533537,49.9999999993257
6.63,5.153030947127437,0.0,6.0,0.0,200.0,0.0,0.463772785241469,0.00023968049878602757,49.99999999932557
6.640000000000001,5.1478804909455596,0.0,6.0,0.0,200.0,0.0,0.46330924418510006,0.00023968365381644174,49.999999999325425
6.65,5.142735182637688,0.0,6.0,0.0,200.0,0.0,0.46284616643739157,0.00023968677762991253,49.99999999932528
6.66,5.137595017062674,0.0,6.0,0.0,200.0,0.0,0.4623835515356403,0.00023968987050466985,49.99999999932515
6.67,5.132459989084775,0.0,6.0,0.0,200.0,0.0,0.4619213990176294,0.0002396929327138392,49.99999999932501
6.68,5.127330093573655,0.0,6.0,0.0,200.0,0.0,0.4614597084216286,0.00023969596452544132,49.99999999932488
6.69,5.122205325404379,0.0,6.0,0.0,200.0,0.0,0.4609984792863938,0.00023969896620239245,49.99999999932474
6.7,5.117085679457422,0.0,6.0,0.0,200.0,0.0,0.46053771115116765,0.0002397019380025041,49.99999999932461
6.71,5.1119711506186585,0.0,6.0,0.0,200.0,0.0,0.46007740355567894,0.00023970488017848336,49.99999999932448
6.72,5.106861733779371,0.0,6.0,0.0,200.0,0.0,0.45961755604014304,0.00023970779297793253,49.999999999324345
6.73,5.101757423836244,0.0,6.0,0.0,200.0,0.0,0.4591581681452616,0.0002397106766433494,49.99999999932422
6.74,5.09665821569137,0.0,6.0,0.0,200.0,0.0,0.458699239412223,0.00023971353141212715,49.99999999932409
6.75,5.091564104252245,0.0,6.0,0.0,200.0,0.0,0.45824076938270175,0.00023971635751655437,49.99999999932396
6.76,5.086475084431768,0.0,6.0,0.0,200.0,0.0,0.4577827575988588,0.00023971915518381496,49.99999999932383
6.7700000000000005,5.081391151148244,0.0,6.0,0.0,200.0,0.0,0.45732520360334167,0.00023972192463598833,49.999999999323705
6.78,5.076312299325384,0.0,6.0,0.0,200.0,0.0,0.4568681069392842,0.00023972466609004922,49.99999999932358
6.79,5.071238523892301,0.0,6.0,0.0,200.0,0.0,0.4564114671503068,0.00023972737975786777,49.99999999932346
6.8,5.066169819783515,0.0,6.0,0.0,200.0,0.0,0.4559552837805161,0.00023973006584620952,49.999999999323336
6.8100000000000005,5.06110618193895,0.0,6.0,0.0,200.0,0.0,0.4554995563745052,0.00023973272455673543,49.999999999323215
6.82,5.0560476053039345,0.0,6.0,0.0,200.0,0.0,0.4550442844773538,0.00023973535608600178,49.999999999323094
6.83,5.050994084829184,0.0,6.0,0.0,200.0,0.0,0.4545894676346261,0.0002397379606256006,49.999999999322974
6.84,5.04594561538642,0.0,6.0,0.0,200.0,0.0,0.4541351053847774,0.0002397405389902204,49.99999999932285
6.8500000000000005,5.040902191850389,0.0,6.0,0.0,200.0,0.0,0.4536811972665346,0.00023974309200719011,49.99999999932274
6.86,5.0358638091769965,0.0,6.0,0.0,200.0,0.0,0.4532277428259293,0.0002397456199348435,49.99999999932262
6.87,5.030830462327315,0.0,6.0,0.0,200.0,0.0,0.45277474160945796,0.00023974812302817683,49.999999999322505
6.88,5.0258021462675835,0.0,6.0,0.0,200.0,0.0,0.45232219316408206,0.00023975060153884887,49.99999999932239
6.890000000000001,5.020778855969208,0.0,6.0,0.0,200.0,0.0,0.4518700970372283,0.00023975305571518075,49.99999999932228
6.9,5.015760586408764,0.0,6.0,0.0,200.0,0.0,0.45141845277678844,0.00023975548580215618,49.99999999932216
6.91,5.010747332567994,0.0,6.0,0.0,200.0,0.0,0.4509672599311191,0.00023975789204142123,49.99999999932205
6.92,5.005739089433805,0.0,6.0,0.0,200.0,0.0,0.45051651804904214,0.00023976027467128455,49.999999999321936
6.93,5.000735851998275,0.0,6.0,0.0,200.0,0.0,0.45006622667984436,0.00023976263392671716,49.99999999932183
6.94,4.995737615258646,0.0,6.0,0.0,200.0,0.0,0.44961638537327775,0.00023976497003935259,49.999999999321716
6.95,4.99074437421733,0.0,6.0,0.0,200.0,0.0,0.4491669936795593,0.00023976728323748685,49.99999999932161
6.96,4.985756123881905,0.0,6.0,0.0,200.0,0.0,0.448718051149371,0.00023976957374607837,49.9999999993215
6.97,4.980772859265116,0.0,6.0,0.0,200.0,0.0,0.44826955733386004,0.0002397718417867481,49.999999999321396
6.98,4.975794575384875,0.0,6.0,0.0,200.0,0.0,0.4478215117846384,0.0002397740875777794,49.99999999932129
6.99,4.970821267264265,0.0,6.0,0.0,200.0,0.0,0.44737391405378346,0.00023977631133411813,49.99999999932118
7.0,4.965852929931532,0.0,6.0,0.0,200.0,0.0,0.4469267636938375,0.00023977851326737265,49.999999999321076
