t,T2,LT2,T2R,T3,Bp,T2p,Yp,LT3,T3R,T4,T3p,LT4,T4p,LT2p,T2pR,LT3p,T3pR,LT4p,LT2R,LT3R,LT2pR,LT3pR
5.68,0.045210747746809735,0.002537216479415213,4.143981661040429e-07,0.027477449753499923,3.0565722306543744e-06,0.0241805872481187,4.980033564639209e-05,0.8288246458626803,0.15808605520274288,0.9999333464185203,1.3683384883395946,0.5811138647004174,2.3194090726666705e-08,0.007398129978001718,0.048226316462531706,2.407132085315189e-05,2.8403540429689785e-05,0.271950535295232,0.009995759873004094,0.04522310354554005,0.002540917431782478,4.139222433888829e-07
5.69,0.027472785293449046,3.0484308144056594e-06,0.02420462246163966,4.967607557771493e-05,0.8288660881310216,0.15716873702180895,0.9999332902508606,1.3669438486371763,0.5817804886149793,2.3166434727222502e-08,0.007387761305227041,0.04822332092896249,2.4072293319355254e-05,2.800977096586515e-05,0.27156478095911263,0.010062729273000497,0.045235465104769355,0.0025446179660241455,4.134471741980761e-07,0.027468121600127716,3.040320437036275e-06,0.024228630650249373
5.7,4.955238215964991e-05,0.8289075324715279,0.15625349596830007,0.9999332349863236,1.365548604275406,0.5824467205746373,2.313886875859084e-08,0.007377421417225429,0.048220340747689085,2.4073268999982647e-05,2.7626520100033217e-05,0.27117904596357745,0.010131630339037212,0.04524783242955408,0.002548318082399947,4.1297295182102807e-07,0.027463458673549372,3.03224093609e-06,0.02425261185630867,4.942916516749017e-05,0.8289489788843033,0.15534034216093479
5.71,0.9999331798685452,1.364152775184799,0.5831125607778957,2.3111393925269768e-08,0.00736711027174419,0.048217375909131575,2.407424781713875e-05,2.725348217601628e-05,0.270793330361585,0.010202441814255843,0.045260205524040795,0.0025520177811312783,4.1249960798819355e-07,0.027458796513534955,3.0241923417573244e-06,0.024276566122126433,4.9306243923882e-05,0.8289904273694509,0.15442928575240888,0.9999331233199993,1.3627563795544881,0.5837780093288983
5.72,2.308401224304178e-08,0.007356827919609774,0.04821442640372502,2.4075229692644634e-05,2.6890361430945213e-05,0.2704076342063394,0.010275144184505662,0.045272584391723,0.002555717062412694,4.1202720137382177e-07,0.02745413511976651,3.0161748232586287e-06,0.0243004934899597,4.918361991910537e-05,0.8290318779270748,0.15352033693097486,0.9999330652682016,1.3613594338647694,0.5844430665125907,2.3056722472622352e-08,0.0073465742322835655,0.04821149222191785
5.73,2.4076214553282622e-05,2.6536868336991986e-05,0.2700219575511838,0.010349719645797378,0.04528496903729588,0.0025594159264934334,4.1155573602977295e-07,0.02744947449217591,3.0081882999558194e-06,0.02432439400201373,4.9061186750959217e-05,0.8290733305572783,0.1526135059181248,0.9999330046522101,1.3599619530380647,0.5851077325019722,2.302952438000393e-08,0.0073363491917180935,0.048208573354173515,2.40772023256966e-05,2.6192722792445957e-05,0.2696363004497168
5.74,0.010426151953338613,0.04529735946467296,0.0025631143735907296,4.1108524812051376e-07,0.02744481463052862,3.0002328577652254e-06,0.024348267700442048,4.8939172697967153e-05,0.8291147852601651,0.15170880296506326,0.9999329436590526,1.358563950254096,0.5857720078051454,2.3002411329482047e-08,0.007326152447735495,0.04820566979096819,2.4078192943758513e-05,2.585765260734243e-05,0.26925066295558814,0.010504426606358959,0.045309755680520106,0.0025668124040196614
5.75,4.1061567600979746e-07,0.02744015553518296,2.992307989651285e-06,0.024372114627346526,4.881778839998799e-05,0.8291562420358388,0.1508062383560172,0.9999328842587416,1.357165437289051,0.5864358929093881,2.297537614689771e-08,0.0073159836704279795,0.048202781522792594,2.407918634329101e-05,2.5531393390590573e-05,0.2688650451226686,0.010584530508942628,0.04532215769134611,0.002570510018090243,4.101469632200226e-07,0.02743549720646197,2.9844132239655083e-06
5.76,0.02439593482477743,4.8697042581857905e-05,0.8291977008844033,0.14990582240979627,0.9999328263894363,1.3557664247351673,0.5870993880949965,2.2948414143784585e-08,0.0073058427344714705,0.048199908540152894,2.408018245941438e-05,2.5213688345125668e-05,0.26847944700514004,0.010666451750442268,0.045334565501980686,0.0025742072160535967,4.0967911228211105e-07,0.02743083964432471,2.976548453212354e-06,0.024419728334733527,4.8577114829761875e-05,0.8292391618059618
5.7700000000000005,0.14900756547555094,0.9999327716127394,1.3543669218239143,0.5877624938119007,2.2921516730083045e-08,0.007295729346241274,0.04819705083356881,2.4081181232592995e-05,2.4904287758166268e-05,0.2680938686573171,0.010750179782297416,0.04534697911865155,0.002577903998210849,4.092120757903594e-07,0.027426182849030402,2.9687132697480154e-06,0.02444349519916211,4.84576591856236e-05,0.8292806248006185,0.14811147793346915,0.9999327163067213,1.3529669360508194
5.78,0.5884252099764122,2.289470164241126e-08,0.007285643740108795,0.04819420839357524,2.4082182577946205e-05,2.4602953069206444e-05,0.26770831013400187,0.010835705793205617,0.04535939854305578,0.002581600364710692,4.087459588843689e-07,0.027421526819866697,2.960908237620008e-06,0.02446723545995906,4.8338640890197856e-05,0.8293220898684766,0.1472175701945537,0.9999326598246244,1.3515664740384592,0.5890875368161517,2.2867972221507064e-08,0.007275585841869002
5.79,0.04819138121072073,2.408318642716013e-05,2.430945040396969e-05,0.26732277149005623,0.010923021846130556,0.04537182377952224,0.0025852963157924043,4.0828077619001057e-07,0.027416871556683993,2.9531333581651323e-06,0.024490949158968954,4.822010693445043e-05,0.8293635570096398,0.14632585270013987,0.9999326022513856,1.3501655413993439,0.5897494746383751,2.2841328720176057e-08,0.007265555498124712,0.04818856927556789,2.408419271700593e-05,2.4023552012807596e-05
5.8,0.2669372527805204,0.011012121015415887,0.045384254833044216,0.0025889918517192283,4.0781651845127684e-07,0.02741221705947395,2.94538849150378e-06,0.0245146363379851,4.810196980080762e-05,0.8294050262242121,0.14543633592141741,0.9999325422888432,1.3487641426111747,0.5904110236116166,2.2814778967569727e-08,0.007255552692483922,0.048185772578693734,2.408520137851864e-05,2.3745037611312848e-05,0.2665517540607255,0.011102997511526661,0.04539669170742518
5.8100000000000005,0.0025926869727155794,4.0735321533094437e-07,0.02740756332797223,2.937673753837828e-06,0.02453829703874961,4.7984326554950256e-05,0.8294464975122968,0.14454903035379538,0.9999324830015326,1.3473622805187417,0.5910721840880291,2.278830794047628e-08,0.007245577226409375,0.04818299111068781,2.408621236695099e-05,2.3473693522579504e-05,0.26616627538608795,0.011195647179150503,0.04540913440877438,0.0025963816790552934,4.0689084711733107e-07,0.0274029103624388
5.82,2.9299887369849e-06,0.024561931302953446,4.7867061893797136e-05,0.8294879708739978,0.14366394652566203,0.9999324233078394,1.3459599575770118,0.5917329562023625,2.2761923527034154e-08,0.00723562911627154,0.04818022486215513,2.4087225617381824e-05,2.3209312248482967e-05,0.2657808168123902,0.011290066254108218,0.045421582940760506,0.0026000759709541503,4.064294522727414e-07,0.027398258162585832,2.922333580742615e-06,0.024585539172236513,4.775007695226583e-05
5.83,0.8295294463094187,0.14278109499247257,0.9999323629722054,1.3445571752260899,0.5923933401031442,2.2735629781725758e-08,0.007225708364457762,0.04817747382371443,2.408824107082244e-05,2.2951692366724064e-05,0.26539537839561916,0.01138625198839067,0.04543403730737121,0.002603769848631688,4.059690655774485e-07,0.02739360672820181,2.9147083486058907e-06,0.02460912068818772,4.763328310138711e-05,0.8295709238186633,0.14190048633654925,0.9999323021551565
5.84,1.3431539340011336,0.5930533359464261,2.270942869767354e-08,0.007215814965561368,0.048174737985998244,2.408925867259707e-05,2.2700638285138085e-05,0.2650099601919766,0.011484202540243344,0.045446497512761495,0.002607463312309971,4.055097193649173e-07,0.02738895605911499,2.9071130643368214e-06,0.024632675892345045,4.751713087171092e-05,0.8296124034018352,0.1410221311604307,0.9999322412676522,1.3417502330535596,0.5937129444300908,2.2683298861519177e-08
5.8500000000000005,0.00720594837734172,0.04817201733965368,2.4090278393218063e-05,2.2455959657963265e-05,0.2646245622576742,0.011583917452959244,0.04545896356473291,0.002611156362373263,4.0505128386402426e-07,0.027384306155892314,2.8995470131754804e-06,0.02465620482619556,4.740152071478196e-05,0.829653885059038,0.14014604009926557,0.9999321807549121,1.340346071376182,0.5943721656935776,2.2657241073309844e-08,0.00719610861015582,0.048169311875341056,2.4091300184096168e-05
5.86,2.2217471870917554e-05,0.2642391846493664,0.011685396429737835,0.0454714354674445,0.002614848999039921,4.0459379527588795e-07,0.027379657018368392,2.89201021261068e-06,0.02467970753117556,4.728659262646088e-05,0.8296953687903756,0.13927222381091642,0.9999321212888548,1.3389414470205783,0.5950310001155346,2.2631245082417313e-08,0.007186295437166976,0.0481666215837348,2.4092324010012792e-05,2.1984995303194824e-05,0.2638538274238378,0.011788640116318506
5.87,0.04548391322670782,0.0026185412226001877,4.0413721800357166e-07,0.027375008646714803,2.8845023432584274e-06,0.024703184048670588,4.7172403034887414e-05,0.8297368545959516,0.13840069297752552,0.9999320631737743,1.3375363572870826,0.5956894479874866,2.2605307001597777e-08,0.007176508717465774,0.04816394645552384,2.40933498319111e-05,2.175835591608887e-05,0.26346849063813094,0.011893649910986829,0.045496396847839224,0.0026222330333188866,4.036815419656876e-07
5.88,0.027370361041001965,2.87702318700251e-06,0.02472663442001551,4.705819449894143e-05,0.8297783424758698,0.13753145830417937,0.9999320032418947,1.3361307983877304,0.596347508776368,2.2579481419531377e-08,0.007166749126294662,0.04816128648141503,2.409437755429394e-05,2.1537388783866013e-05,0.26308317434982836,0.012000428301627206,0.045508886330829355,0.0026259244312157094,4.032270023950732e-07,0.027365714200197358,2.869573629091526e-06,0.02475005868649457
5.89,4.6944143978464496e-05,0.8298198324302338,0.13666453052003266,0.9999319422678219,1.3347247664259265,0.5970051828900107,2.2553756905832892e-08,0.007157016406900834,0.04815864165212492,2.4095407151188285e-05,2.1321928977850528e-05,0.2626978786163795,0.012108977886054232,0.045521381681930095,0.0026296154165910694,4.027735537808692e-07,0.027361068124568927,2.8621532539730067e-06,0.024773456889341475,4.683002727228993e-05,0.8298613244591474,0.13579992037637212
5.9,0.9999318792954134,1.3333182567378512,0.5976624703284622,2.2528151250665785e-08,0.007147310705972401,0.04815601195838603,2.4096438569937702e-05,2.111181818560797e-05,0.2623126034956164,0.012219302030605101,0.04553388290481497,0.0026333059896243237,4.0232127180333295e-07,0.02735642281385177,2.8547621791905095e-06,0.024796829069739446,4.671591976982252e-05,0.8299028185627142,0.1349376386439215,0.999931814577271,1.3319112639957698,0.5983193713916809
5.91,2.2502658036374582e-08,0.0071376318728833665,0.048153397390944264,2.4097471784901635e-05,2.090690204967033e-05,0.26192734904550674,0.012331404766828452,0.04554639000486202,0.0026369961505866616,4.0187014038077775e-07,0.027351778268119527,2.8474001837484285e-06,0.024820175268821285,4.660278867882827e-05,0.8299443147410381,0.13407769610831372,0.999931752035449,1.3305037820552073,0.5989758872776586,2.2477198724750163e-08,0.007127978867427572,0.04815079794055714
5.92,2.409850684532332e-05,2.070702874859805e-05,0.2615421153239633,0.012445290944309805,0.04555890299249102,0.0026406859000226712,4.014198700604066e-07,0.027347134488449026,2.840066043290962e-06,0.02484349552766943,4.649044364937705e-05,0.8299858129942229,0.1332201035827482,0.9999316907205463,1.3290958046778834,0.5996320180127317,2.2451788426253e-08,0.007118351809242543,0.04814821359799982,2.409954371006849e-05,2.0512053149844642e-05,0.2611569023895099
5.93,0.012560965507733257,0.045571421871608016,0.0026443752381221,4.009705264055801e-07,0.027342491474617613,2.832759833382293e-06,0.024866789887316037,4.6379246265433756e-05,0.8300273133223722,0.1323648718961943,0.9999316319255367,1.3276873250084835,0.6002877641780529,2.242639761070026e-08,0.00710875026824323,0.04814564435406012,2.410058238563608e-05,2.0321833034230156e-05,0.26077171030072777,0.01267843402011037,0.045583946649241376,0.002648064165243931
5.94,4.005220057994383e-07,0.02733784922702281,2.825481009330014e-06,0.024890058388743044,4.626900448478454e-05,0.8300688157255898,0.1315120118962559,0.9999315745982214,1.326278335603707,0.6009431257930966,2.240104260879748e-08,0.007099174370160277,0.048143090199540196,2.410162283550037e-05,2.0136232954408552e-05,0.2603865391166876,0.012797702633730897,0.045596477328241104,0.0026517526815830446,4.0007436882271497e-07,0.027333207745188853,2.8182298998128968e-06
5.95,0.024913301072882213,4.615893612904232e-05,0.8301103202039793,0.13066153444846101,0.9999315151850885,1.3248688284594599,0.6015981022788078,2.237578863908849e-08,0.007089624833029329,0.048140551125256566,2.410266497713593e-05,1.9955124268647606e-05,0.26000138889696744,0.012918778062967427,0.04560901390699182,0.002655440787159457,3.9962785101650896e-07,0.02732856702770634,2.811007767220251e-06,0.024936517980615212,4.6049365709310083e-05,0.8301518267576448
5.96,0.1298134504337426,0.9999314546355019,1.32345879545073,0.6022526941712436,2.2350609828688636e-08,0.007080101270388907,0.04813802712203907,2.4103708822895747e-05,1.977837712250667e-05,0.25961625970092406,0.013041667144400793,0.04562155639166097,0.002659128482324498,3.991823566809474e-07,0.027323927074769428,2.8038142704276445e-06,0.02495970915277368,4.5940073436519e-05,0.8301933353866897,0.1289677707494134,0.9999313915762201,1.3220482279743977
5.97,0.6029069014542613,2.2325525440419107e-08,0.007070603842208198,0.04813551818073185,2.410475434304716e-05,1.960586798258067e-05,0.25923115158840737,0.013166377194006275,0.04563410478423619,0.002662815767268553,3.98737951153489e-07,0.027319287885696073,2.79664994458322e-06,0.024982874630139287,4.583111741202058e-05,0.830234846091218,0.12812450630235292,0.9999313275068002,1.3206371168920175,0.6035607243899159,2.2300528888047316e-08,0.007061132432699572
5.98,0.04813302429218921,2.4105801536787603e-05,1.943747502417738e-05,0.25884606461926235,0.01329291606437192,0.04564665909093024,0.002666502642252064,3.98294629711743e-07,0.027314649460788393,2.7895143404095833e-06,0.025006014453443786,4.5722535626717066e-05,0.8302763588713334,0.12728366801255223,0.9999312641833902,1.3192254527156626,0.6042141632174926,2.2275614758335323e-08,0.007051686948290655,0.048130545447278586,2.41068504054836e-05,1.9273079882336108e-05
5.99,0.2584609988535721,0.01342129195885239,0.04565921931810483,0.0026701891075277388,3.9785239543063604e-07,0.027310011800395672,2.7824069614223115e-06,0.02502912866336908,4.56140017701325e-05,0.8303178737271397,0.1264452668173515,0.999931200588429,1.317813225818518,0.6048672178058834,2.2250810035711684e-08,0.007042267661785053,0.04812808163688388,2.410790092173903e-05,1.9112569698730833e-05,0.25807595435193914,0.013551513220973952,0.04567178546755329
6.0,0.0026738751632507714,3.974113490527511e-07,0.027305374903829782,2.775328348850119e-06,0.02505221730054731,4.550530408175975e-05,0.8303593906587408,0.1256093136633372,0.9999311372788533,1.3164004262044855,0.6055198881372642,2.2226130442069958e-08,0.00703287473350595,0.04812563285190047,2.4108953072779145e-05,1.895583389632577e-05,0.2576909311750888,0.013683588564829197,0.04568435754320815,0.0026775608096029,3.96971564800738e-07,0.027300738770911638
6.01,2.768278534718011e-06,0.025075280405560903,4.5397074662322134e-05,0.8304009096662403,0.12477581950142645,0.9999310735318537,1.3149870434105135,0.6061721750436275,2.220151907047546e-08,0.007023507481926101,0.048123199083241135,2.4110006921787804e-05,1.880276362258881e-05,0.25730592938376623,0.013817527172745342,0.04569693555288782,0.00268124604703095,3.965328519884833e-07,0.02729610340214655,2.761256867131459e-06,0.025098318018942606,4.5289646418196734e-05
6.0200000000000005,0.830442430749742,0.12394479529410032,0.9999310093755274,1.3135730667999044,0.6068240790524316,2.2176943720118165e-08,0.007014165526748148,0.04812078032183009,2.4111062510874135e-05,1.8653253385804915e-05,0.25692094903902896,0.013953338401975941,0.04570951950340575,0.002684930875885566,3.9609511613226136e-07,0.02729146879789546,2.7542628383684027e-06,0.025121330181175586,4.518317640850688e-05,0.8304839539093498,0.12311625201361885,0.9999309454057723
6.03,1.3121584855603767,0.6074756005111904,2.215238630491624e-08,0.007004848665532884,0.048118376558603515,2.4112119871693394e-05,1.8507200714983497e-05,0.2565359902022141,0.01409103178663659,0.04572210940114266,0.0026886152964599426,3.9565832024266327e-07,0.027286834958475937,2.747295983946702e-06,0.025144316932693495,4.507814893825067e-05,0.8305254791451675,0.1222902006375325,0.999930881939363,1.310743288613597,0.6081267400955677,2.212779989910862e-08
6.04,0.00699555637056667,0.048115987784512,2.4113179068349186e-05,1.8364505227116903e-05,0.2561510529348085,0.014230617128173008,0.04573470525425684,0.0026922993091484768,3.9522232622593395e-07,0.02728220188454197,2.7403555031124336e-06,0.025167278313880517,4.497304562452566e-05,0.830567006457299,0.12146665215100419,0.9999308183216667,1.309327464422713,0.6087774964564253,2.2103333564372653e-08,0.006986290118753558,0.04811361399052686,2.4114239972382663e-05
6.05,1.8225077713535317e-05,0.2557661372993628,0.014372104687825836,0.045747307057114626,0.0026959829137448003,3.947875970145784e-07,0.027277569573887682,2.7334434556244176e-06,0.025190214365071423,4.48681851310286e-05,0.8306085358458479,0.1206456175422992,0.9999307547702844,1.30791100147856,0.609427870097545,2.2078958238137488e-08,0.0069770495519113785,0.048111255167627154,2.4115302637430313e-05,1.808882405526311e-05,0.25538124335794116,0.014515504700423204
6.0600000000000005,0.04575991481676971,0.0026996661105936153,3.943540444057099e-07,0.027272938026934763,2.7265592732444218e-06,0.025213125126551664,4.476364385502289e-05,0.8306500673109182,0.1198271078036713,0.9999306913697353,1.306493888068642,0.6100778612757767,2.2054669515371673e-08,0.006967834556036299,0.04810891130680676,2.4116367096223896e-05,1.795565377231682e-05,0.254996371172963,0.014660827605397242,0.04577252853861963,0.002703348899966987,3.939216529458767e-07
6.07,0.02726830724375918,2.7197027336166608e-06,0.02523601063855741,4.465922750965943e-05,0.8306916008526136,0.11901113393037938,0.9999306280532804,1.3050761122946282,0.6107274699723618,2.2030490542105057e-08,0.006958645289699412,0.04810658239907452,2.4117433357743502e-05,1.7825480037569644e-05,0.25461152080721605,0.014808084029289107,0.04578514822620696,0.002707031282055847,3.9349048843217223e-07,0.027263677224049456,2.7128740020074876e-06,0.025258870941275623
6.08,4.4555147592434344e-05,0.8307331364710381,0.11819770691269225,0.9999305645516837,1.3036576619704698,0.6113766965760895,2.200639516770163e-08,0.006949481507574306,0.04810426843544941,2.4118501483650093e-05,1.7698217667797397e-05,0.25422669232359923,0.014957284887627296,0.04579777388576305,0.0027107132571729856,3.93060494797451e-07,0.027259047968065733,2.706072671742577e-06,0.0252817060748441,4.4451597315951304e-05,0.8307746741662954,0.11738683774084745
6.09,0.9999305005109228,1.3022385247714339,0.6120255414550747,2.1982359076067843e-08,0.006940342984473184,0.04810196940696426,2.4119571537634254e-05,1.7573783985940456e-05,0.2538418857852822,0.01510844123589615,0.045810405523384785,0.0027143948256258335,3.9263162142594825e-07,0.02725441947603845,2.6992983659391415e-06,0.02530451607935157,4.434832984430539e-05,0.8308162139384893,0.11657853740997651,0.999930435609197,1.300818688382414,0.6126740045308658
6.1000000000000005,2.1958410638492303e-08,0.006931229937077436,0.048099685304669466,2.4120643535040946e-05,1.7452099678196366e-05,0.2534571012558648,0.015261564121220223,0.04582304314222668,0.002718075987589928,3.922039497765466e-07,0.027249791747570244,2.692551335973242e-06,0.025327300994837737,4.424530859998577e-05,0.8308577557877238,0.11577281690966242,0.9999303693485742,1.2993981403133947,0.6133220859351712,2.193455233034251e-08,0.006922142373629399,0.04809741611962725
6.11,2.4121717520819664e-05,1.733308724747314e-05,0.2530723387991359,0.015416664766901891,0.04583568674681796,0.002721756743304079,3.9177749807503977e-07,0.027245164782555013,2.6858315418290866e-06,0.025350060861293346,4.414251056110053e-05,0.8308992997141027,0.11496968722306115,0.9999303018403969,1.297976867905554,0.6139697858112502,2.191078719104232e-08,0.006913080290611245,0.048095161842914465,2.4122793543201283e-05,1.7216671447365494e-05,0.2526875984791301
6.12,0.015573754566315002,0.04584833634203235,0.0027254370930100266,3.9135228172630337e-07,0.02724053858096005,2.679138870256347e-06,0.02537279571866024,4.403994830991693e-05,0.8309408457177299,0.11416915932109374,0.9999302350372031,1.2965548582190949,0.6146171043362109,2.1887120808501526e-08,0.006904043650680761,0.04809292246562421,2.4123871651548956e-05,1.710277928240795e-05,0.25230288036008985,0.015732845195074896,0.04586099193370797,0.0027291170369568053
6.13,3.9092830899319417e-07,0.02723591314296071,2.6724730002684397e-06,0.025395505606831417,4.393759498851289e-05,0.8309823937987091,0.11337124417814957,0.99993016824285,1.295132098515903,0.6152640416452044,2.186355332478297e-08,0.006895032457677624,0.04809069797885993,2.4124951905128094e-05,1.6991339589903243e-05,0.2519181845066082,0.015893948128376134,0.045873653526420914,0.0027327965753864716,3.905055951189015e-07,0.027231288468455846,2.665833887105187e-06
6.140000000000001,0.025418190565651134,4.3835450590078165e-05,0.8310239439571443,0.11257595275647624,0.9999301019517103,1.2937085758763274,0.6159105978984275,2.1840085967600464e-08,0.00688604669032663,0.04808848837374046,2.41260343659817e-05,1.68822832308409e-05,0.2515335109835084,0.016057075024212487,0.045886321125402176,0.0027364757085469567,3.900841496016346e-07,0.02722666455748464,2.6592213459125977e-06,0.025440850634914913,4.373352927937553e-05,0.8310654961931394
6.15,0.1117832960087025,0.9999300368009825,1.292284277318319,0.6165567732683289,2.1816718596914314e-08,0.006877086314892446,0.048086293641398645,2.412711910158367e-05,1.677554293862904e-05,0.25114885985587754,0.016222237604237837,0.045898994736037216,0.002740154436690271,3.8966397795624253e-07,0.0272220414101169,2.6526351613144447e-06,0.025463485854369645,4.363218524871826e-05,0.8311070505067982,0.11099328486511062,0.9999299706265967,1.2908591895815396
6.16,0.6172025682686715,2.1793400614149057e-08,0.006868150959273778,0.048084113772977576,2.4128206233501583e-05,1.6671054452430537e-05,0.25076423118909574,0.01638944786965376,0.04591167436370646,0.002743832760183153,3.8924497097329325e-07,0.027217419026356274,2.6460751837301295e-06,0.025486096263713634,4.3531447230456025e-05,0.8311486068982248,0.11020593025597882,0.9999299045789246,1.2894332996134272,0.6178479830825625,2.177013151104106e-08,0.006859240578530984
6.17,0.04808194875963841,2.412929583783321e-05,1.6568753916734642e-05,0.250379625048777,0.01655871761514485,0.045924360014165784,0.002747510679280822,3.888271311582658e-07,0.02721279740635007,2.639541120515734e-06,0.02550868190259666,4.343151348379759e-05,0.8311901653675228,0.10942124309287021,0.9999298386330125,1.2880065942335481,0.6184930180622993,2.1746886249181303e-08,0.006850354959834055,0.04807979859255463,2.4130388019157807e-05,1.6468579651702182e-05
6.18,0.24999504150081342,0.01673005876452474,0.04593705169329484,0.0027511881942951046,3.884104044651023e-07,0.02720817655024017,2.6330326843474046e-06,0.025531242810620053,4.333263236946627e-05,0.8312317259147961,0.10863923427165707,0.9999297727138763,1.2865790602330027,0.6191376736087977,2.1723633382800095e-08,0.006841493841878508,0.04807766326291349,2.4131482892620157e-05,1.6370471609408275e-05,0.24961048061136512,0.016903483271328217,0.04594974940718011
6.19,0.00275486530555376,3.8799472100633045e-07,0.027203556458203975,2.6265495524630775e-06,0.02555377902733675,4.3234315259117965e-05,0.8312732885401488,0.10785991466696142,0.9999297065026066,1.2851506842627671,0.6197819493767248,2.1700431492970506e-08,0.006832657701967571,0.048075542761913316,2.413258048713571e-05,1.627437506061436e-05,0.24922594244722018,0.017079003230470177,0.04596245315624421,0.0027585420131659303,3.875802295348173e-07,0.027198937129249055
6.2,2.620092571695374e-06,0.02557629059225132,4.313648024697381e-05,0.8313148532436847,0.10708329513682584,0.9999296396944279,1.283721453022516,0.6204258454295621,2.167728897233243e-08,0.006823846612262139,0.048073437080767355,2.413368088619775e-05,1.618023510414351e-05,0.24884142707527798,0.01725663068941936,0.045975162943729705,0.0027622183173632185,3.8716695646414696e-07,0.02719431856295353,2.6136620185398003e-06,0.02559877754482008,4.303923544018509e-05
6.21,0.8313564200255078,0.10630938652017609,0.9999295719383158,1.2822913532377307,0.6210693620207705,2.1654190550346718e-08,0.006815060456473143,0.04807134621070301,2.413478420127287e-05,1.6087997642545012e-05,0.2484569345626504,0.01743637767109059,0.0459878787740689,0.0027658942184351845,3.867548703525348e-07,0.0271897007591309,2.6072579342115576e-06,0.025621239924451155,4.294245915347554e-05,0.8313979888857219,0.10553819963320778,0.9999295027290754
6.22,1.2808603716051983,0.621712499169845,2.1631148711050805e-08,0.006806299349652796,0.048069270142960384,2.4135890520203756e-05,1.5997611323103842e-05,0.24807246497685537,0.01761825622834418,0.04600060064974374,0.0027695697166042936,3.863440069179259e-07,0.02718508371718509,2.600880769475009e-06,0.0256436777705045,4.284605880858686e-05,0.831439559824431,0.10476974526330637,0.9999294326251326,1.2794284947752106,0.6223552569238511,2.1608179080066922e-08
6.23,0.006797563379277075,0.04806720886879004,2.413699993180429e-05,1.590902524483499e-05,0.24768801838556725,0.017802278461784553,0.04601332857547409,0.0027732448120897112,3.8593440518907544e-07,0.027180467437079497,2.5945304154022934e-06,0.025666091122291974,4.274995828882942e-05,0.831481132841739,0.10400403416800623,0.9999293631560403,1.277995709365149,0.6229976353446703,2.158530144885493e-08,0.006788852617870276,0.04806516237945312,2.4138112524868555e-05
6.24,1.58221890332055e-05,0.2473035948566347,0.01798845650617624,0.0460260625579484,0.002776919505104558,3.855261102510282e-07,0.027175851919273582,2.5882062668076897e-06,0.025688480019077375,4.2653876350578476e-05,0.8315227079377498,0.10324107708770494,0.9999292938203547,1.276562002109527,0.6236396342851132,2.156254886654082e-08,0.00678016734455975,0.048063130666228436,2.4139228379433993e-05,1.5737056379348925e-05,0.246919194458523,0.01817680238039815
6.25,0.04603880259840478,0.002780593795823971,3.851192053656674e-07,0.027171237162922093,2.581909023581102e-06,0.025710844500076598,4.2557541899740046e-05,0.8315642851125674,0.10248088472961733,0.9999292251670616,1.2751273597247166,0.6242812536064771,2.1539959863794227e-08,0.006771507829792602,0.04806111372040502,2.414034757423987e-05,1.56535813356058e-05,0.24653481725986856,0.018367328122716537,0.046051548700160636,0.002784267684414212,3.847137826739073e-07
6.26,0.027166623167706818,2.575638858365248e-06,0.025733184604457605,4.246083467952856e-05,0.8316058643662958,0.10172346776833734,0.9999291575167445,1.2736917689430969,0.6249224933206009,2.1517551035301852e-08,0.006762874194621624,0.04805911153328577,2.4141470214203127e-05,1.557171876859827e-05,0.24615046332953913,0.018560045756635554,0.04606430086759745,0.002787941171087008,3.8430988894775464e-07,0.027162009933523207,2.5693957302304e-06,0.0257555003713405
6.2700000000000005,4.23650171692878e-05,0.8316474456990387,0.10096883683204226,0.9999290885569149,1.27225521642766,0.6255633548339076,2.1495136824237175e-08,0.006754265178774451,0.04805712409619664,2.4142596610295445e-05,1.5491421070918917e-05,0.245766132736217,0.01875496737629021,0.04607705911303834,0.002791614256481567,3.8390714380355545e-07,0.02715739746174757,2.5631781185728017e-06,0.02577779183979759,4.226966204834202e-05,0.8316890291109003,0.1002170025312406
6.28,0.9999290193802204,1.2708176890127378,0.6262038378446527,2.1472779173784184e-08,0.006745681213198184,0.04805515140046325,2.4143726830803943e-05,1.541264611226968e-05,0.24538182554943744,0.018952104905717162,0.046089823439711505,0.002795286940711067,3.8350569263212016e-07,0.027152785752106893,2.556986150608419e-06,0.02580005904885349,4.2175064765010787e-05,0.8317306146019845,0.09946797543330697,0.9999289497639661,1.269379173529157,0.6268439427792577
6.29,2.1450434544388588e-08,0.006737122007447255,0.048053193437429136,2.4144861053632364e-05,1.5335350868264345e-05,0.2449975418387729,0.019151470273700223,0.04610259385518719,0.0027989592241109964,3.8310545871039275e-07,0.027148174805152168,2.550819130145227e-06,0.025822302037485135,4.2081629665548826e-05,0.8317722021723951,0.09872176606692884,0.9999288793858061,1.2679396568586863,0.6274836701724201,2.1428043789341784e-08,0.006728587163539826,0.04805125019845096
6.3,2.4145999476623338e-05,1.5259492951667103e-05,0.24461328167403995,0.01935307535932018,0.04611537036800067,0.0028026311070484897,3.827063337500283e-07,0.02714356462163993,2.5446761554840535e-06,0.02584452084462186,4.1988231571158454e-05,0.8318137918222364,0.09797838491801282,0.9999288091159849,1.2664991258385234,0.628123019012488,2.1405777297123086e-08,0.006720077814369931,0.04804932167490892,2.4147142072128572e-05,1.5185039214448262e-05,0.24422904512616822
