t,mos,mosstar,mose1,mosstare2,mekstarmosstar,mekmosstar,mekstar,mekstarstar,mekstarmekpase,mekstarstarmekpase,mapkmekstarstar,mapkstarmekstarstar,mek,mapkstar,mapkstarstar,mapkstarmapkpase,mapkstarstarmapkpase,mapk
5.41,0.0014536740663222017,0.0003297289766613065,1.4472148946095216e-06,3.292079802379754e-07,0.00035326667261988294,0.0008615538623815066,0.3217550955529791,0.022172426325420345,0.00014989896749924262,1.0309449376325724e-05,0.05096393187472292,0.01983523099421397,0.7838982862984626,0.26963059142232054,0.1032516940448049,0.0481100938030893,0.018344861050244278,0.6898635968106054
5.42,0.001452000317196334,0.000330207551750031,1.445556196679794e-06,3.2968549281922003e-07,0.0003543864616386741,0.0008616304285852099,0.3223061344187179,0.0223420016940743,0.00014998812192476723,1.0376609794408882e-05,0.05102994061707437,0.020114805104337833,0.7828307365415282,0.27135265132344405,0.10525411671321483,0.048151919291747586,0.018597868167213684,0.685498698782969
5.43,0.0014503297668988487,0.00033068616569990905,1.4439006499469095e-06,3.3016304184606935e-07,0.000355506291471382,0.0008617037130978255,0.32285557511780905,0.02251332152061405,0.00015007630399058077,1.0444423961028353e-05,0.05109252695712172,0.02039763498873947,0.7817632106808706,0.2730710724073955,0.10729383010778318,0.048190283509695106,0.01885373342057468,0.6811009186086917
5.44,0.0014486624107674685,0.0003311648209397133,1.4422482498951302e-06,3.3064062974311906e-07,0.00035662615451984123,0.0008617737257531016,0.3234034151474254,0.02268642132407416,0.00015016350801517724,1.0512905400370149e-05,0.05115163718781983,0.020683737886083443,0.7806957121585845,0.27478533522292786,0.10937141671914809,0.048225141536382445,0.019112472332958513,0.6766702591146811
5.45,0.0014469982441497027,0.0003316435198911426,1.4405989920179905e-06,3.3111825892927804e-07,0.0003577460432381584,0.0008618404763298136,0.3239496520564178,0.022861337456903462,0.00015024972826110884,1.0582068171678556e-05,0.05120721751412148,0.020973130259108477,0.7796282443951238,0.2764949054377132,0.1114874627849067,0.048256449285588754,0.01937409909855774,0.6722067356200049
5.46,0.0014453372624032871,0.000332122264967855,1.438952871818754e-06,3.31595931815214e-07,0.00035886595013121653,0.0008619039745537718,0.32449428344874565,0.023038107057482392,0.00015033495885491286,1.0651926458821186e-05,0.05125921445898973,0.021265827434516864,0.7785608107879425,0.2781992323413595,0.11364255618814911,0.048284163514357874,0.01963862833719768,0.6677103777254305
5.47,0.001443679460895732,0.0003326010585768645,1.4373098848099732e-06,3.320736508043028e-07,0.00035998586775498945,0.0008619642300965632,0.32503730698160305,0.023216768270763775,0.00015041919374790015,1.0722494716957409e-05,0.05130757447865988,0.021561843767997718,0.777493414712335,0.27989775054701677,0.1158372863494476,0.048308241025338476,0.019906074201838687,0.6631812296297023
5.48,0.0014420248350061062,0.0003330799031150269,1.4356700265153829e-06,3.3255141829115826e-07,0.0003611057887285103,0.0008620212525653124,0.32557872037590846,0.023397359785606264,0.00015050242669626432,1.079378780993896e-05,0.051352244334381,0.021861192728852112,0.7764260595171281,0.2815898790418362,0.11807224332192069,0.048328638070873904,0.0201764502522692,0.6586193522498683
5.49,0.0014403733801244298,0.0003335588009742455,1.4340332924689236e-06,3.3302923666244297e-07,0.00036222570572953745,0.0008620750515024178,0.32611852141388664,0.02357992235140248,0.00015058465120301092,1.0865820919810784e-05,0.051393170002843346,0.022163886474403312,0.7753587485257853,0.283275019229683,0.12034801760891178,0.04834531304536603,0.020449769396985583,0.6540248242418083
5.5,0.0014387250916515376,0.0003340377545347577,1.4323996782149915e-06,3.33507108296897e-07,0.00036334561149736625,0.0008621256363895884,0.3266567079389261,0.023764496818162322,0.0001506658605708286,1.0938609727678336e-05,0.05143029802332738,0.022469936462589456,0.7742914850364851,0.28495255690957233,0.12266520018541208,0.04835822323370209,0.02072604353039952,0.6493977416549985
5.51,0.0014370799649970803,0.00033451676616985855,1.4307691793064244e-06,3.33985035566131e-07,0.0003644654988228176,0.000862173016655133,0.32719327784607827,0.023951124929518276,0.00015074604789041654,1.101217025553807e-05,0.05146357505384336,0.02277935310841222,0.7732242723262,0.2866218646804431,0.12502438080656558,0.04836732620556434,0.021005283956368536,0.6447382161888042
5.5200000000000005,0.0014354379955807525,0.0003349958382527924,1.4291417913053957e-06,3.3446302083225565e-07,0.00036558536055178166,0.0008622172016622984,0.3277282290895124,0.024139851651046054,0.00015082520600499786,1.1086518560052827e-05,0.051492946770111965,0.023092144552564708,0.7721571136476618,0.28828229900990116,0.1274261462930398,0.04837258351406539,0.021287502422153992,0.6400463774381643
5.53,0.0014337991788326311,0.0003354749731318635,1.4275175097842968e-06,3.349410664520759e-07,0.0003667051895981732,0.0008622582007208586,0.32826155968502896,0.024330718991543102,0.00015090332765962242,1.11616717559447e-05,0.051518360578835846,0.023408320124251387,0.7710900122282822,0.2899332021333844,0.12987108462240102,0.04837395111121631,0.0215727068922238,0.6353223745376886
5.54,0.0014321635101926604,0.0003359541731590077,1.4258963303247128e-06,3.354191747717986e-07,0.0003678249789297909,0.0008622960230732075,0.3287932677075122,0.024523772902147543,0.00015098040528070306,1.1237646857087152e-05,0.05153976287670235,0.0237278861858235,0.7700229712713497,0.2915738995329729,0.13235977953694492,0.04837138985589968,0.02186090684357662,0.6305663751680813
5.55,0.0014305309851113017,0.0003364334406800259,1.4242782485182308e-06,3.3589734812787376e-07,0.0003689447215773957,0.0008623306778943933,0.3293233512961814,0.024719061131670522,0.00015105643102079723,1.1314461173063771e-05,0.051557100055959836,0.02405084726825827,0.7689559939539403,0.2932036993810697,0.13489281121392502,0.048364862188654184,0.022152111649130765,0.6257785682430036
5.5600000000000005,0.0014289015990490378,0.0003369127780235315,1.4226632599660576e-06,3.3637558884990543e-07,0.0003700644106383378,0.0008623621743000401,0.32985180865327207,0.024916630763075567,0.0001511313968987136,1.139213274396857e-05,0.05157031951828302,0.024377207520970872,0.7678890834274935,0.2948218961982443,0.137470756243134,0.04835432858426862,0.022446328070580102,0.6209591638645205
5.57,0.0014272753474765427,0.00033739218751214524,1.4210513602790865e-06,3.368538992580812e-07,0.00037118403927107916,0.0008623905213404602,0.33037863804335216,0.02511653062675597,0.00015120529467227778,1.1470679895773228e-05,0.05157936860717583,0.02470696936716435,0.7668222428180484,0.296427768225515,0.14009418754045289,0.048339751084138766,0.022743562636116002,0.6161083925394387
5.58,0.0014256522258744473,0.0003378716714593627,1.4194425450777383e-06,3.3733228166269156e-07,0.0003723036007008621,0.0008624157279983531,0.33090383779693705,0.02531881079848903,0.00015127811583891512,1.1550121350497018e-05,0.05158419500697738,0.0250401336042936,0.7657554752250909,0.29802057896038353,0.14276367033645326,0.04832109264527277,0.023043820898881642,0.6112265085477394
5.59,0.001424032229733478,0.0003383512321691034,1.4178368099920386e-06,3.378107383651891e-07,0.00037342308821733215,0.0008624378031914954,0.3314274063083814,0.02552352252526228,0.00015134985167759542,1.1630476261764903e-05,0.05158474662481511,0.025376699597665094,0.7646887837222045,0.2995995762410552,0.14547976516196104,0.04829831691796046,0.023347107303640667,0.606313788152904
5.6000000000000005,0.0014224153545542536,0.0003388308719363036,1.4162341506614407e-06,3.3828927165721614e-07,0.0003745424951771667,0.0008624567557697243,0.33194934203813564,0.02573071850958861,0.0001514204932209707,1.1711764182129987e-05,0.05158097156371966,0.025716665021491697,0.763622171356391,0.3011639927626,0.14824302477897877,0.04827138871603924,0.023653425185408247,0.601370531971764
5.61,0.0014208015958473254,0.0003393105930448725,1.414634562734861e-06,3.3876788382064046e-07,0.00037566181500645816,0.0008624725945145556,0.3324696435144542,0.02594045244796114,0.0001514900312454395,1.1794005137859851e-05,0.05157281886516264,0.026060025576731257,0.762555641147463,0.3027130468320556,0.15105399213156565,0.048240273686237234,0.023962777085103276,0.5963970658231461
5.62,0.001419190949133243,0.0003397903977698413,1.413038041870746e-06,3.3924657712793585e-07,0.00037678104119654175,0.0008624853281411438,0.33298830933025747,0.026152779390715548,0.00015155845629072505,1.1877219552934486e-05,0.05156023769965308,0.026406775442773454,0.7614891960890956,0.30424594135034305,0.15391320419407917,0.048204938432674906,0.0242751644545422,0.5913937384259358
5.63,0.001417583409942437,0.00034027028837620653,1.4114445837369748e-06,3.3972535384114947e-07,0.00037790016730966593,0.0008624949652938825,0.3335053381479539,0.026367755643136023,0.0001516257586543364,1.1961428250621627e-05,0.051543177782579164,0.02675690695729129,0.7604228391472074,0.3057618656431381,0.15682118655472382,0.04816535051845737,0.02459058719960467,0.5863609253442073
5.64,0.0014159789738151574,0.00034075026711900656,1.4098541840107904e-06,3.402042162118386e-07,0.0003790191869792609,0.0008625015145461232,0.3340207286995615,0.026585438872491603,0.0001516919283878708,1.204665245923969e-05,0.05152158933936436,0.0271104105439386,0.7593565732599478,0.3072599952210061,0.15977845316558037,0.04812147863468616,0.024909043743893824,0.5812990293515323
5.65,0.001414377636301466,0.00034123033624180034,1.4082668383787706e-06,3.4068316648139085e-07,0.00038013809391074477,0.0008625049844008996,0.33453447978640244,0.026805888050472574,0.00015175695528230943,1.213291391083775e-05,0.051495423443137615,0.02746727443234627,0.7582904013378127,0.30873949130127737,0.162785505757009,0.04807329289044142,0.02523053198613986,0.5762084801896502
5.66,0.0014127793929613304,0.0003417104979742177,1.4066825425369255e-06,3.411622068810352e-07,0.0003812568818846889,0.0008625053832901166,0.3350465902806411,0.027029163223384917,0.00015182082886161492,1.2220234944716871e-05,0.05146463251438142,0.027827484387213667,0.757224326263074,0.31019950168545635,0.16584283102191164,0.048020764949222014,0.025555050148345658,0.571089735293471
5.67,0.0014111842393643246,0.00034219075453685837,1.405101292190425e-06,3.4164133963045093e-07,0.00038237554475601147,0.0008625027195707586,0.3355570591272399,0.02725532610242585,0.0001518835383970606,1.2308638242507838e-05,0.0514291693434295,0.028191024094389967,0.7561583508892245,0.31163916142077047,0.16895090069636132,0.047963867802292254,0.02588259406433218,0.565943282578426
5.68,0.0014095921710899583,0.0003426711081467078,1.403523083053988e-06,3.421205669370596e-07,0.00038349407644786205,0.0008624970015252565,0.3360658853417945,0.02748443997161037,0.0001519450728896273,1.2398146570616218e-05,0.05138898641504309,0.02855787593021044,0.7550924780415837,0.3130575968954675,0.1721101752166051,0.04790257403704504,0.026213154143519223,0.5607696373621113
5.69,0.0014080031837273332,0.00034315156100591906,1.4019479108514424e-06,3.425998909972419e-07,0.0003846124709639492,0.000862488237360727,0.3365730680148173,0.027716569511612398,0.00015200542106943735,1.2488783327344192e-05,0.05134403767760708,0.028928019364940973,0.7540267105159758,0.3144539210352887,0.17532109516898162,0.04783685853984378,0.02654672118754176,0.5555693470257977
5.7,0.0014064172728752995,0.00034363211529834186,1.4003757713158809e-06,3.430793139978393e-07,0.00038573072238648546,0.0008624764352143378,0.3370786063093382,0.027951779948940454,0.00015206457148087707,1.2580572567945376e-05,0.05129427914674015,0.029301431211575423,0.7529610510794306,0.31582723337581114,0.17858408316473903,0.047766698572071005,0.026883286692575496,0.5503429878364895
5.71,0.0014048344341423726,0.00034411277319821546,1.3988066601896334e-06,3.435588381134991e-07,0.0003868488248747683,0.0008624616031461193,0.33758249946339963,0.028190138043248613,0.00015212251239871144,1.2673538696036206e-05,0.051239667532100845,0.029678086010402317,0.7518955024694074,0.31717662339281855,0.1818995434823103,0.04769207250867899,0.02722283929295092,0.5450911677807398
5.72,0.0014032546631466806,0.00034459353686870067,1.3972405732241896e-06,3.4403846550681713e-07,0.0003879667726682192,0.0008624437491374468,0.3380847467906607,0.028431712265134804,0.0001521792318404926,1.2767706558968537e-05,0.05118016031934864,0.03005795576872069,0.7508300673936048,0.31850117113291615,0.18526785694230252,0.04761296062744813,0.027565367775469935,0.5398145274337958
5.73,0.001401677955515932,0.00034507440846077704,1.395677506180159e-06,3.44518198328386e-07,0.0003890845600880923,0.0008624228810904674,0.33858534768106907,0.028676572782539714,0.00015223471757483552,1.2863101491591803e-05,0.05111571592976673,0.03044100981431827,0.7497647485297363,0.31979994750651675,0.18868937875794226,0.04752934543464653,0.02791086198494607,0.5345137405718652
5.74,0.0014001043068874188,0.0003455553901124653,1.3941174548272976e-06,3.449980387165967e-07,0.00039020218153591556,0.0008623990068304325,0.33908430160153186,0.028924790831144943,0.0001522889571088338,1.2959749248446237e-05,0.05104629452264967,0.030827214622334825,0.7486995485252906,0.32107201516626677,0.1921644429940863,0.04744121076317266,0.028259308301518852,0.5291895136299727
5.75,0.0013985337129079247,0.00034603648395839607,1.3925604149444657e-06,3.45477988794442e-07,0.00039131963148961104,0.0008623721341001042,0.33958160809764565,0.029176439281376088,0.00015234193756094423,1.3057675606657721e-05,0.05097185768354522,0.031216533559321618,0.7476344699970302,0.3223164371278264,0.19569336258523132,0.04734853950683206,0.0286106830686592,0.523842586468586
5.76,0.0013969661692337398,0.000346517692117516,1.391006382319561e-06,3.4595805067321435e-07,0.0003924369045135823,0.0008623422705619435,0.3400772667933949,0.0294315925673082,0.00015239364584272068,1.3156906941810588e-05,0.050892368227722584,0.03160892715037806,0.7465695155310126,0.3235322668279948,0.19927642045501642,0.047251317713443035,0.028964965523164472,0.5184737341022824
5.7700000000000005,0.0013954016715306172,0.00034699901668138947,1.389455352749484e-06,3.464382264554804e-07,0.00039355399526339854,0.0008623094238051637,0.34057127739160775,0.029690325347389378,0.00015244406892227151,1.3257470376361275e-05,0.05080779061022257,0.03200435400779935,0.7455046876822903,0.3247185458681155,0.2029138687384001,0.04714953710006509,0.029322137075472595,0.5130837665999266
5.78,0.0013938402154737243,0.0003474804597371428,1.3879073220401457e-06,3.4691851822804817e-07,0.00039467089847543187,0.0008622736013332067,0.34106363967596104,0.029952714176594588,0.00015249319336519345,1.3359393153975377e-05,0.05071809085647055,0.03240276922783539,0.7444399889744872,0.32587431641702064,0.20660593271564323,0.04704318903152136,0.029682172017285024,0.5076735297342256
5.79,0.0013922817967476349,0.0003479620233617636,1.3863622860064082e-06,3.473989280635871e-07,0.00039578760897232746,0.0008622348105639797,0.3415543535104657,0.03021883737015088,0.00015254100542759098,1.346270292173835e-05,0.0506232369878249,0.03280412410142465,0.7433754218999246,0.32699861765166616,0.21035280333985598,0.04693226644847158,0.030045046115154305,0.5022439053556043
5.8,0.0013907264110462852,0.00034844370961812325,1.3848202404720597e-06,3.4787945802141226e-07,0.0003969041216648991,0.0008621930588319798,0.3420434188406892,0.030488774578691882,0.00015258749114611424,1.3567427739555141e-05,0.05052319891495652,0.03320836664478854,0.7423109889191676,0.32809048566486004,0.2141546378274695,0.04681676470153967,0.030410734046250172,0.4967958122001374
5.8100000000000005,0.0013891740540729381,0.00034892552055299154,1.3832811812697935e-06,3.4836011014782144e-07,0.0003980204315529663,0.0008621483533894751,0.34253083569423126,0.030762606507234124,0.0001526326363915113,1.3673596033365392e-05,0.05041794841067143,0.03361544190732601,0.7412466924608462,0.3291489564157055,0.21801155898568725,0.046696681642517626,0.0307792069767409,0.49133020566135316
5.82,0.0013876247215401536,0.0003494074581996701,1.3817451042411856e-06,3.488408864751516e-07,0.00039913653372470676,0.0008621007014045466,0.343016604181013,0.03104041507689645,0.00015267642682094203,1.3781236491334015e-05,0.050307459226882296,0.03402529169284984,0.7401825349215931,0.330173070046088,0.22192365347428264,0.04657201670181574,0.03115043135476573,0.48584807750331765
5.83,0.0013860784091697573,0.0003498895245785493,1.3802120052366377e-06,3.4932178902128317e-07,0.00040025242335897394,0.0008620501099582537,0.343500724494417,0.031322283673703114,0.00015271884785511314,1.389037817200582e-05,0.050191707432308594,0.03443785397223666,0.7391185186656664,0.33116186692061644,0.22589096794716365,0.04644277185916998,0.03152437405583981,0.4803504578126667
5.84,0.0013845351126927888,0.0003503717216933159,1.3786818801153421e-06,3.498028197904533e-07,0.0004013680957247976,0.0008619965860489826,0.3439831969106594,0.03160829632308594,0.00015275988486124057,1.4001050342829732e-05,0.05007067158445219,0.034853063537412035,0.7380546460250886,0.3321143935858367,0.2299135049559625,0.04630895339613339,0.031901000286660965,0.4748384126535441
5.8500000000000005,0.0013829948278494912,0.00035085405153419754,1.3771547247452795e-06,3.502839807721748e-07,0.00040248354618322146,0.0008619401365873604,0.34446402179068425,0.03189853842566236,0.0001527995229684273,1.4113282560963116e-05,0.049944332522167734,0.03527085147176503,0.7369909192990965,0.3330297022305134,0.2339912262729422,0.0461705691404016,0.032280271604544386,0.46931304675766755
5.86,0.0013814575503892533,0.0003513365160782498,1.3756305350031363e-06,3.507652739413898e-07,0.00040359877018790485,0.000861880768395432,0.3449431995787394,0.032193096849729076,0.00015283774712249645,1.4227104675936258e-05,0.04981267353907244,0.035691144885131774,0.7359273407546213,0.333906849659097,0.23812405409399956,0.04602762942147552,0.032662145134824044,0.4637755032664016
5.87,0.0013799232760705893,0.00035181911728652236,1.3741093067743118e-06,3.5124670125840966e-07,0.00040471376328574804,0.0008618184882088907,0.34542073080448776,0.03249205928134303,0.00015287454216489273,1.4342546728176989e-05,0.04967568063908734,0.03611386730684592,0.7348639126255241,0.33474490244385563,0.2423118622958735,0.04588014807546079,0.03304657591416055,0.45822696332471824
5.88,0.001378392000661098,0.0003523018571054774,1.3725910359528729e-06,3.517282646688103e-07,0.00040582852111712835,0.0008617533026754585,0.34589661608186345,0.03279551443123404,0.00015290989277838262,1.4459638970499521e-05,0.04953334255390736,0.036538938462090234,0.7338006371130393,0.3355429387319358,0.2465544733668797,0.045728141055254475,0.033433519499972114,0.45266864632996223
5.89,0.0013768637199374281,0.0003527847374666174,1.3710757184415207e-06,3.522099661032385e-07,0.0004069430394168953,0.0008616852183542987,0.3463708561098368,0.03310355199043418,0.0001529437835092719,1.4578411844571562e-05,0.04938565085981852,0.036966274198952556,0.7327375163855088,0.3363000492752687,0.25085165757704214,0.045571626833931386,0.033822930980089774,0.44710181027489887
5.9,0.0013753384296852447,0.00035326776028633155,1.3695633501515541e-06,3.5269180747717697e-07,0.00040805731401460113,0.0008616142417159781,0.346843451672655,0.033416262439810336,0.0001529761988343424,1.4698895883430526e-05,0.04923260034751902,0.037395786308967095,0.7316745525782761,0.3370153379395996,0.25520313789279403,0.04541062727150329,0.03421475931734213,0.4415277509222768
5.91,0.001373816125699193,0.0003537509274655055,1.368053927002846e-06,3.53173790690962e-07,0.00040917134083296873,0.0008615403791444243,0.34731440363861876,0.033733736455294275,0.00015300712324749043,1.4821121532932514e-05,0.04907418963349157,0.03782738251142778,0.7306117477940857,0.3376879259774612,0.2596085902590036,0.04524516776685202,0.034608944697501955,0.43594779915426385
5.92,0.0013722968037828635,0.00035423424088975566,1.3665474449238e-06,3.5365591762956223e-07,0.00041028511589163123,0.0008614636369329825,0.3477837129621492,0.03405606568209413,0.00015303654112536034,1.4945119389999301e-05,0.04891042038472837,0.0382609664529225,0.7295491041024416,0.33831695241500853,0.26406763015295515,0.045075276255936485,0.03500542900743415,0.43036332533101684
5.93,0.0013707804597487543,0.00035471770242986395,1.3650438998513149e-06,3.5413819016288726e-07,0.0004113986353042443,0.0008613840212869094,0.34825138068061073,0.034383342432772634,0.00015306443689242123,1.507091997008616e-05,0.0487412974776741,0.038696437852511166,0.7284866235406534,0.33890158571381207,0.26857980048427177,0.044900984270578044,0.035404160134274956,0.42477573406687996
5.94,0.0013692670894182386,0.000355201313940998,1.3635432877307556e-06,3.5462061014532425e-07,0.0004125118952804506,0.000861301538322222,0.34871740791646827,0.03471565943486408,0.00015309079497822332,1.519855372186218e-05,0.04856682947151722,0.039133692279411054,0.7274243081131122,0.3394410155167103,0.2731445888639283,0.044722326838365745,0.03580508017620119,0.41918646685386834
5.95,0.001367756688621525,0.0003556850772634152,1.3620456045159096e-06,3.5510317941614463e-07,0.0004136248921253491,0.0008612161940655628,0.34918179587510917,0.03505311037132092,0.00015311559979420055,1.5328051083565332e-05,0.048387027336312935,0.03957262188578795,0.7263621597920757,0.3399344452049754,0.27776144189044755,0.04453934355729581,0.03620811695205099,0.41359700317313147
5.96,0.0013662492531976243,0.0003561689942214381,1.3605508461689652e-06,3.555858997991563e-07,0.0004147376222385739,0.0008611279944561793,0.34964454584520455,0.03539578842875703,0.00015313883580840324,1.5459442296456508e-05,0.04820190721098433,0.040013114100406554,0.7253001805175233,0.34038111050568864,0.2824297360038323,0.04435207631941864,0.03661319963036057,0.40800885622931105
5.97,0.0013647447789943133,0.00035665306662312413,1.3590590086604818e-06,3.560687731027201e-07,0.0004158500821133307,0.0008610369453472523,0.35010565919780273,0.0357437856688511,0.00015316048755431076,1.5592757337372494e-05,0.04801149139056426,0.040455051270623994,0.724238372197481,0.34078028008835654,0.28714878058234106,0.04416056860172294,0.03702025610386632,0.4024235719625269
5.98,0.0013632432618680993,0.00035713729626295714,1.3575700879693362e-06,3.565518011198195e-07,0.00041696226833768594,0.0008609430525019527,0.3505651373850576,0.03609719588163722,0.00015318053985057244,1.5728025748830144e-05,0.04781580388305823,0.04089831225310633,0.723176736708377,0.3411312538740128,0.2919178143515954,0.04396487039447573,0.03742921539190254,0.39684272985185093
5.99,0.0013617446976841863,0.00035762168491957713,1.3560840800827044e-06,3.570349856281911e-07,0.00041807417759306357,0.0008608463215972486,0.3510229819397337,0.03645611195931784,0.00015319897765814897,1.5865276732716066e-05,0.04761487380976056,0.04134277163998451,0.722115275895298,0.3414333686081688,0.29673600813984774,0.043765034336133136,0.03784000259367441,0.3912679408724327
6.0,0.001360249082316437,0.00035810623435624124,1.3546009809960168e-06,3.5751832839075674e-07,0.0004191858066541879,0.0008607467582235378,0.3514791944734782,0.03682062631803685,0.00015321578610230066,1.60045391967095e-05,0.04740873352670278,0.04178830121668153,0.7210539915725992,0.34168599790558124,0.3016024709462683,0.04356111700216525,0.038252532184004026,0.3857008472185986
6.01,0.0013587564116473404,0.0003585909463213936,1.3531207867129392e-06,3.580018311551813e-07,0.0004202971523863444,0.0008606443678868466,0.35193377667551146,0.03719083030518627,0.00015323095057774905,1.6145841364973933e-05,0.04719742163710031,0.04223476754333625,0.7199928855243246,0.34188855574604654,0.30651623372762854,0.043353178560136235,0.03866672348684173,0.38014311929891215
6.0200000000000005,0.0013572666815679752,0.0003590758225485126,1.3516434932453287e-06,3.584854956543334e-07,0.0004214082117456791,0.0008605391560087241,0.35238673031136525,0.0375668144268711,0.00015324445676252553,1.62892109089311e-05,0.04698098122098252,0.04268203349837095,0.7189319595046593,0.34204049741792686,0.31147625977136584,0.043141283252988674,0.039082488983528084,0.3745964558548389
6.03,0.0013557798879779768,0.00035956086475688294,1.3501690966132029e-06,3.5896932360634925e-07,0.00042251898177660954,0.0008604311279280989,0.35283805722048056,0.037948668741778394,0.0001532562907750936,1.6434674726060673e-05,0.046759460423064496,0.043129957298434,0.7178712152387116,0.3421413196061274,0.31648144544433027,0.042925500048885554,0.03949973493096174,0.3690625822481983
6.04,0.0013542960267855038,0.0003600460746511645,1.3486975928447037e-06,3.594533167151499e-07,0.0004236294596112218,0.0008603202889023355,0.35328775931461837,0.03833648173423174,0.00015326643902685525,1.6582259089979588e-05,0.04653291193224234,0.04357839414679657,0.7168106544231557,0.34219056886083854,0.32153060528773475,0.04270590040608812,0.039918371022207064,0.3635432483440945
6.05,0.0013528150939072009,0.0003605314539219957,1.3472289779760655e-06,3.5993747667034884e-07,0.0004247396424675984,0.0008602066441083466,0.3537358385762664,0.03873034078114359,0.00015327488840067132,1.673198940723982e-05,0.046301393645141374,0.04402719510402101,0.7157502787267195,0.34218783936845576,0.3266224812711837,0.04248255993829201,0.04033830311656509,0.35804022755634285
6.0600000000000005,0.001351337085268171,0.00036101700424642097,1.3457632480516016e-06,3.604218051476745e-07,0.00042584952764620706,0.0008600901986457922,0.35418229705496196,0.03913033040451003,0.0001532816263304077,1.688388984187487e-05,0.04606497018497641,0.04447620731931266,0.7146900897914507,0.34213277825566524,0.33175575218768183,0.04225555997420681,0.04075942125591365,0.3525553108222452
6.07,0.0013498619968019374,0.00036150272728787726,1.3443003991236527e-06,3.609063038091876e-07,0.00042695911253042967,0.0008599709575366125,0.35462713686679215,0.03953653383019085,0.00015328664081928857,1.7037983589114954e-05,0.04582371103772706,0.04492527433559049,0.7136300892328995,0.34202508539725734,0.33692901358732374,0.042024986163213325,0.04118162015545527,0.3470903093234346
6.08,0.001348389824450413,0.0003619886246967616,1.342840427252547e-06,3.613909743046281e-07,0.0004280683945817742,0.0008598489257292829,0.3550703601886582,0.0399490325756776,0.00015328992035633542,1.7194293177076856e-05,0.045577689393895456,0.045374237663393824,0.7125702786422056,0.3418645259690173,0.34214075759484047,0.041790920357959886,0.04160481779321772,0.3416470512276771
6.09,0.0013469205641639661,0.00036247469811114983,1.3413833285066903e-06,3.6187581827010216e-07,0.0004291773713372481,0.0008597241081006475,0.35551196925760986,0.04036790402300632,0.00015329145427279804,1.7352838920720668e-05,0.045326986312824995,0.04582293504548549,0.7115106595861168,0.34165091658083485,0.347389447679107,0.041553463410024236,0.04202887824670788,0.3362273727250173
6.1000000000000005,0.001345454211901356,0.00036296094915697096,1.3399290989624913e-06,3.623608373300224e-07,0.0004302860404077416,0.0008595965094574272,0.3559519663668791,0.04079322396780271,0.00015329123251334818,1.7513640574058383e-05,0.04507168826352473,0.04627120036797656,0.710451233608539,0.3413841351252813,0.35267344152821617,0.04131270561491957,0.04245370025596012,0.3308331288441233
6.11,0.0013439907636295819,0.00036344737944870675,1.3384777347042106e-06,3.6284603309700095e-07,0.0004313943994731811,0.0008594661345405175,0.35639035386158247,0.0412250644844436,0.0001532892458556544,1.767671588231977e-05,0.044811887496955215,0.04671886542694765,0.7093920022319942,0.34106412427743565,0.3579910317911311,0.04106875014719942,0.04287916374697109,0.3254661771133617
6.12,0.0013425302153239232,0.0003639339905900998,1.3370292318240128e-06,3.6333140717268723e-07,0.0004325024462791111,0.0008593329880276576,0.35682713413508943,0.04166349446312511,0.00015328548600664554,1.7842081130618672e-05,0.04454768200943449,0.047165759429740876,0.7083329669588408,0.34069088989549995,0.3633404350070837,0.04082170240760901,0.04330514915834257,0.32012838209229116
6.13,0.0013410725629674377,0.00036442078417515706,1.3355835864214662e-06,3.63816961148913e-07,0.00043361017863028815,0.0008591970745393349,0.357262309622615,0.042108579101473476,0.00015327994545908573,1.8009751017788015e-05,0.04427917599335615,0.04761170905680794,0.7072741292737756,0.3402645022472987,0.36871979743980277,0.040571670002226876,0.04373153503608428,0.31482161022442506
6.140000000000001,0.0013396178025515953,0.0003649077617880732,1.3341407946041543e-06,3.643026966074025e-07,0.0004347175943915858,0.0008590583986373217,0.3576958828008107,0.04256037934206991,0.00015327261773771643,1.8179738301212633e-05,0.044006479942240925,0.04805653891983185,0.7062154906436535,0.33978510240205656,0.3741271907894679,0.040318765232488764,0.04415819630988936,0.3095477264040266
6.15,0.0013381659300762143,0.0003653949250041991,1.3327008524876243e-06,3.647886151207445e-07,0.0004358246914820586,0.0008589169648297065,0.35812785618203646,0.04301895151793695,0.00015326349748582413,1.8352053680354988e-05,0.043729710446394905,0.048500072124334395,0.705157052519494,0.33925290331564373,0.3795606142229153,0.0400631047152703,0.04458500470535035,0.3043085904700932
6.16,0.00133671694154794,0.00036588227539217395,1.3312637561939164e-06,3.6527471825463155e-07,0.00043693146786232147,0.0008587727775829022,0.3585582323040546,0.04348434800986348,0.00015325258028843833,1.8526706100549197e-05,0.043448989602058105,0.04894213020916549,0.7040988163406988,0.3386681788562214,0.3850180083421465,0.03980480820250727,0.04501182983386001,0.2991060549540434
6.17,0.0013352708329839405,0.00036636981451091034,1.3298295018551087e-06,3.657610075646384e-07,0.00043803792155301387,0.0008586258413025008,0.3589870137412634,0.043956614836093706,0.00015323986321612426,1.8703701752134206e-05,0.043164447344607546,0.04938253321824831,0.703040783529638,0.33803129559073297,0.3904972253492788,0.039544000415001924,0.04543853769602641,0.2939419603861063
