t,V,Na_i,m,h,j,K_i,X_kr,X_ks,X_to1,Y_to1,Ca_i,MgATP_i,O,O_Ca,C0,C1,C2,C3,C4,C_Ca0,C_Ca1,C_Ca2,C_Ca3,C_Ca4,Ca_ss,y,P_O1,P_O2,P_C1,P_C2,Ca_JSR,Ca_NSR,HTRPNCa,LTRPNCa,CaADP_i,CaADP_ss,CaATP_ss,CaATP_i,Mg_ss,Mg_i,MgADP_i,MgADP_ss,MgATP_ss
4.45,-96.33062866292137,10.0,0.0328302,0.9988180908475347,0.9989634794566127,159.48,0.0005771631377982412,0.00013646452592537734,3.579074609153545e-05,0.9999998209212383,6.992071071583123e-05,6.439539971524469,-4.7398177354754814e-23,8.016668311141078e-30,0.9992478955012851,1.8062068857968476e-06,1.2243145555800296e-12,3.6883788586114866e-19,-2.7510204136886385e-25,0.000751143376831703,5.4309679840204245e-09,1.472525666126191e-14,1.7744589659174064e-20,8.014704292230947e-27,7.227526321905648e-05,0.999846044745994,3.082245534649322e-05,2.4441962151318705e-11,0.9743538874833092,0.025615290036899503,0.29291796175248463,0.2929284391980427,0.9550357267220267,0.06535314669448701,9.109222219960528e-08,9.208684035307279e-08,0.0001965327429647893,0.0001958706215227247,0.999956913373071,0.9999568412167607,0.00298318727236998,0.0029831870991675635,6.439539827378808
4.46,-96.33063145433286,10.0,0.0328302,0.9988180915929138,0.9989634800048599,159.48,0.0005684336421026802,0.0001364644966471352,3.579073628692076e-05,0.9999998209213378,6.991982426896219e-05,6.439539973032474,-3.944943401983243e-23,8.015022088326632e-30,0.9992480800272272,1.8062063273041237e-06,1.2243135723473173e-12,3.688374707983559e-19,-2.268744873569638e-25,0.0007509588527851075,5.4296311217310765e-09,1.4721624634050998e-14,1.774020408288981e-20,8.013361260270746e-27,7.225866027153638e-05,0.9998485080472375,3.0616550510585556e-05,2.426043742248569e-11,0.9745276015502824,0.02544178187494381,0.292919749300094,0.2929301534468901,0.9550341971594779,0.06535235953327694,9.109106680289309e-08,9.207904591578864e-08,0.0001965258385782316,0.00019586813677606728,0.9999569113842423,0.9999568397098114,0.0029831872712467494,0.0029831870992002123,6.4395398298502
4.47,-96.3306342289449,10.0,0.0328302,0.9988180923339931,0.9989634805494918,159.48,0.0005598362055739177,0.00013646446754305902,3.5790726541355305e-05,0.9999998209214369,6.991894389328367e-05,6.439539974528657,-2.401092672828932e-23,8.013823557019318e-30,0.9992482633010459,1.8062057719086682e-06,1.2243125948320368e-12,3.688371286724057e-19,-1.250855574028548e-25,0.0007507755808496235,5.4283033116718855e-09,1.4718017145881254e-14,1.7735848070452927e-20,8.012854381200056e-27,7.224217080381605e-05,0.9998509319332063,3.0412029223661e-05,2.4078092947716576e-11,0.9747001360870182,0.025269451859677335,0.29292151961578927,0.2929318510173217,0.9550326819451508,0.0653515778391032,9.108991932397806e-08,9.207130473222628e-08,0.00019651898140226983,0.00019586566906704237,0.9999569094100533,0.9999568382146319,0.00298318727013413,0.002983187099235133,6.439539832305401
4.48,-96.33063698675967,10.0,0.0328302,0.9988180930706725,0.9989634810907061,159.48,0.0005513688447978244,0.00013646443861267546,3.57907168548054e-05,0.9999998209215356,6.991806958004998e-05,6.4395399760139975,-5.1760722741977995e-24,8.012788485223458e-30,0.9992484453309196,1.8062052196302426e-06,1.2243116230615422e-12,3.688368179315255e-19,-1.4872549149379217e-27,0.0007505935528471177,5.426984506925104e-09,1.4714434104060183e-14,1.773152155236354e-20,8.012669113965462e-27,7.222579293076066e-05,0.999853317029158,3.0208890177319064e-05,2.389591219201884e-11,0.9748714990914451,0.025098291994479015,0.29292327287778586,0.29293353207171074,0.955031180924928,0.06535080156173458,9.10887797483812e-08,9.206361601657786e-08,0.0001965121708899319,0.00019586321835790782,0.9999569074497403,0.9999568367302423,0.002983187269030179,0.002983187099270808,6.439539834744069
4.49,-96.33063972702249,10.0,0.0328302,0.9988180938019428,0.9989634816300544,159.48,0.0005430297181688877,0.00013646440985910926,3.579070722971096e-05,0.9999998209216306,6.991720160126968e-05,6.439539977495887,-1.4909309521183297e-23,8.009633409506487e-30,0.9992486261220568,1.8062046707663947e-06,1.2243106575188864e-12,3.6883620834506757e-19,-1.0856401244343565e-25,0.0007504127635689922,5.425674770250249e-09,1.4710875962173562e-14,1.772722542142985e-20,8.008678037757494e-27,7.220951587219448e-05,0.9998556639079934,3.00071903298524e-05,2.3721788756637152e-11,0.9750416984257377,0.024928294360208283,0.29292500929739546,0.29293519672123625,0.955029693950112,0.06535003058323596,9.108764840551785e-08,9.205597560034364e-08,0.00019650540473562417,0.00019586078530345409,0.9999569054977798,0.9999568352492412,0.0029831872679195065,0.0029831870992949937,6.439539837162572
4.5,-96.33064245054727,10.0,0.0328302,0.9988180945286621,0.998963482166297,159.48,0.0005348167822657595,0.00013646438127824044,3.579069766338317e-05,0.9999998209217246,6.991633965104438e-05,6.439539978968509,-2.8040127083449233e-23,8.00619302039633e-30,0.999248805685723,1.8062041250391113e-06,1.224309697743922e-12,3.6883556298850427e-19,-2.4513899948142204e-25,0.0007502332017497565,5.424373938779458e-09,1.4707342049006655e-14,1.772295858842287e-20,8.004187473859408e-27,7.219334741533805e-05,0.9998579732203933,2.9806867200048752e-05,2.3549544886505932e-11,0.9752107420659111,0.024759451043337384,0.29292672901221506,0.29293684517673607,0.9550282208664211,0.06534926492598024,9.108652491698747e-08,9.204838638745844e-08,0.00019649868432694258,0.00019585836913320548,0.9999569035584682,0.999956833777464,0.002983187266814438,0.0029831870993175364,6.439539839564038
4.51,-96.33064515744789,10.0,0.0328302,0.9988180952508474,0.9989634826994471,159.48,0.0005267281260081155,0.00013646435286929275,3.5790688155420866e-05,0.9999998209218177,6.991548368335868e-05,6.43953998043198,-4.521809181969774e-23,8.0024515328031e-30,0.9992489840304398,1.8062035824273163e-06,1.2243087436980445e-12,3.688348776243527e-19,-4.144309063720011e-25,0.0007500548588681318,5.4230819511218485e-09,1.4703832198851274e-14,1.7718720854650807e-20,7.999158891563169e-27,7.217728713292132e-05,0.9998602455682443,2.960791228161039e-05,2.3379414317984786e-11,0.9753786378590685,0.024591754205268917,0.29292843219042264,0.29293847760157143,0.9550267615246704,0.06534850454966583,9.108540922272144e-08,9.204084815884916e-08,0.00019649200942909156,0.000195855969717748,0.9999569016316978,0.999956832314803,0.0029831872657148538,0.0029831870993383552,6.439539841948546
4.5200000000000005,-96.33064784784312,10.0,0.0328302,0.998818095968515,0.998963483229515,159.48,0.0005187618661211464,0.00013646432463155085,3.5790678705406114e-05,0.99999982092191,6.991463365184602e-05,6.439539981886403,-6.715551207743471e-23,7.998396701388663e-30,0.9992491611647218,1.8062030429082105e-06,1.2243077953401752e-12,3.688341479795114e-19,-6.196852715058143e-25,0.0007498777264093264,5.421798745725191e-09,1.470034624499857e-14,1.7714512019545822e-20,7.993556634092189e-27,7.216133471080851e-05,0.9998624815442197,2.941031719557443e-05,2.3211687429248403e-11,0.97554539359932,0.02442519606027159,0.29293011899843524,0.2929400941573635,0.9550253157774165,0.06534774941434929,9.108430126224207e-08,9.203336074302466e-08,0.0001964853798384723,0.00019585358692689113,0.9999568997173751,0.9999568308611645,0.002983187264620663,0.0029831870993573856,6.439539844316181
4.53,-96.33065052185697,10.0,0.0328302,0.9988180966816813,0.9989634837565075,159.48,0.0005109161465494391,0.00013646429656436417,3.579066931290312e-05,0.9999998209220016,6.991378950973456e-05,6.439539983331868,-9.462980100277577e-23,7.994020238260248e-30,0.9992493370970813,1.8062025064571642e-06,1.2243068526265956e-12,3.688333697643768e-19,-8.641599410285203e-25,0.0007497017958614698,5.420524260829373e-09,1.469688401955597e-14,1.7710331880375143e-20,7.987348373350563e-27,7.214548995632594e-05,0.9998646817319901,2.921407369310179e-05,2.3046715658387107e-11,0.9757110170281903,0.024259768875069167,0.29293178960094307,0.2929416950040289,0.9550238834789292,0.06534699948044498,9.108320097459691e-08,9.202592401954688e-08,0.00019647879538490682,0.00019585122062953692,0.9999568978154227,0.9999568294164708,0.002983187263531807,0.002983187099374581,6.4395398466670235
4.54,-96.33065317961888,10.0,0.0328302,0.998818097390362,0.9989634842804278,159.48,0.0005031891378708506,0.00013646426866715099,3.5790659977457174e-05,0.9999998209220927,6.99129512097928e-05,6.439539984768448,-1.284858398502717e-22,7.98931823066403e-30,0.9992495118360305,1.806201973047609e-06,1.2243059155107812e-12,3.6883253869195934e-19,-1.151110528548452e-24,0.0007495270587120455,5.419258434419855e-09,1.4693445353264112e-14,1.7706180231952215e-20,7.980505564672307e-27,7.212975280658951e-05,0.9998668467064329,2.9019173658265964e-05,2.288491592150721e-11,0.9758755158350271,0.024095464968429337,0.29293344416094397,0.2929432802998147,0.9550224644851623,0.06534625470872472,9.108210829829291e-08,9.201853792250191e-08,0.00019647225593386216,0.0001958488706935493,0.9999568959257805,0.9999568279806619,0.0029831872624482628,0.002983187099389917,6.4395398490011555
4.55,-96.33065582126419,10.0,0.0328302,0.9988180980945728,0.9989634848012757,159.48,0.000495579036710391,0.00013646424093940234,3.5790650698593573e-05,0.9999998209221835,6.991211870427539e-05,6.4395399861962,-1.6963834129271545e-22,7.984291558678735e-30,0.9992496853900863,1.8062014426509307e-06,1.2243049839432373e-12,3.6883165049699984e-19,-1.4837758748441044e-24,0.0007493535064443248,5.41800120418113e-09,1.4690030075313765e-14,1.7702056866347813e-20,7.973003901570587e-27,7.211412333683247e-05,0.9998689770338426,2.882560911084197e-05,2.272677503083157e-11,0.9760388976574097,0.023932276710752674,0.29293508283977804,0.2929448502013339,0.9550210586537243,0.06534551506031738,9.108102317123069e-08,9.2011202443971e-08,0.0001964657613886743,0.0001958465369856234,0.9999568940484066,0.9999568265536962,0.002983187261370045,0.0029831870994033905,6.43953985131866
4.5600000000000005,-96.33065844693434,10.0,0.0328302,0.9988180987943288,0.9989634853190468,159.48,0.0004880840651540997,0.00013646421338068602,3.579064147581656e-05,0.9999998209222742,6.9911291944869e-05,6.439539987615164,-2.190742127309625e-22,7.97894631290924e-30,0.9992498577677734,1.8062009152363622e-06,1.224304057871332e-12,3.6883070095508576e-19,-1.865363507571738e-24,0.0007491811305338003,5.416752507450185e-09,1.468663801316277e-14,1.769796157260118e-20,7.964823770486955e-27,7.209860176873296e-05,0.9998710732721415,2.8633372209095195e-05,2.2572854112800028e-11,0.9762011700815568,0.02377019652366154,0.29293670579716186,0.29294640486360013,0.95501966584385,0.0653447804967085,9.107994553063868e-08,9.200391763750166e-08,0.00019645931169277235,0.00019584421937115468,0.9999568921832789,0.9999568251355525,0.0029831872602972104,0.0029831870994150244,6.439539853619621
4.57,-96.33066105677723,10.0,0.0328302,0.9988180994896451,0.9989634858337326,159.48,0.0004807024701629277,0.00013646418599065044,3.5790632308608265e-05,0.9999998209223652,6.99104708826379e-05,6.439539989025358,-2.7785491960372655e-22,7.973294212180163e-30,0.9992500289776277,1.8062003907708753e-06,1.2243031372391317e-12,3.6882968590176763e-19,-2.2990351009727915e-24,0.0007490099224446192,5.41551228116996e-09,1.468326899235297e-14,1.7693894136431174e-20,7.955950705540592e-27,7.20831884787417e-05,0.9998731359710891,2.8442455252570342e-05,2.2423793026169918e-11,0.9763623406427351,0.023609216879589057,0.292938313191223,0.29294794444006356,0.955018285916371,0.06534405097973994,9.107887531300749e-08,9.199668362157868e-08,0.0001964529068319026,0.00019584191771410828,0.9999568903303963,0.9999568237262311,0.00298318725922986,0.0029831870994248663,6.439539855904122
4.58,-96.33066365094757,10.0,0.0328302,0.9988181001805361,0.9989634863453203,159.48,0.00047343252298661184,0.00013646415876902883,3.579062319642763e-05,0.9999998209224565,6.990965546796986e-05,6.439539990426783,-3.4711884869742016e-22,7.967353021229467e-30,0.9992501990281999,1.806199869219073e-06,1.224302221987235e-12,3.6882860125167506e-19,-2.7878919355816405e-24,0.0007488398736260171,5.414280461842801e-09,1.4679922836327138e-14,1.7689854339947368e-20,7.946375843277536e-27,7.206788400640962e-05,0.9998751656724925,2.82528506848802e-05,2.2280314780116485e-11,0.9765224168256675,0.02344933030136794,0.2929399051785346,0.29294946908264535,0.9550169187336871,0.06534332647160952,9.107781245402399e-08,9.198950058309518e-08,0.00019644654683635256,0.00019583963187688817,0.99995688848978,0.9999568223257552,0.0029831872581681396,0.002983187099432994,6.439539858172249
4.59,-96.3306662295015,10.0,0.0328302,0.9988181008671542,0.9989634868537324,159.48,0.00046627254648387025,0.0001364641317143144,3.5790614139099325e-05,0.999999820922548,6.990884563895927e-05,6.439539991818735,-4.2117387722345833e-22,7.961376051931108e-30,0.9992503679268749,1.8061993505730279e-06,1.2243013120868757e-12,3.6882749312994815e-19,-3.2966634467828545e-24,0.0007486709766932574,5.4130569863294244e-09,1.467659934584629e-14,1.768584190840124e-20,7.936621239574416e-27,7.205268679176196e-05,0.9998771628999048,2.8064540200585044e-05,2.2140352976326845e-11,0.9766814060651272,0.02329052937253261,0.2929414819049831,0.2929509789450541,0.9550155641609239,0.0653426069417156,9.10767568754864e-08,9.198236778651307e-08,0.00019644023110059074,0.00019583736169674092,0.9999568866618326,0.9999568209348098,0.0029831872571135527,0.0029831870994407794,6.439539860424611
4.6000000000000005,-96.3306687917282,10.0,0.0328302,0.9988181015506634,0.9989634873584474,159.48,0.00045922109124799695,0.00013646410481535197,3.579060513928226e-05,0.9999998209226366,6.990804124813508e-05,6.439539993195499,-4.437447053178373e-22,7.957303211287391e-30,0.9992505356723747,1.8061988350417897e-06,1.2243004077567565e-12,3.6882677521858637e-19,-3.509184373716646e-24,0.0007485032329247364,5.4118417971563184e-09,1.4673298169629664e-14,1.7681856174537788e-20,7.931063919703103e-27,7.203757880322105e-05,0.9998791280922721,2.7877425751591345e-05,2.1980838293313893e-11,0.9768393157475216,0.023132806804746994,0.2929430434477584,0.29295247420359455,0.9550142220734201,0.06534189241000138,9.107570840279665e-08,9.19752772810403e-08,0.00019643395406314826,0.0001958351068370335,0.9999568848495998,0.9999568195587766,0.0029831872560772176,0.0029831870994589138,6.439539862665654
4.61,-96.33067133838608,10.0,0.0328302,0.9988181022303171,0.9989634878597682,159.48,0.00045227634422082035,0.00013646407807946763,3.579059619421203e-05,0.9999998209227249,6.990724230719574e-05,6.43953999456075,-4.542613242726114e-22,7.953911529814819e-30,0.9992507022798379,1.8061983224173323e-06,1.2242995087373913e-12,3.688261678560778e-19,-3.639157757967708e-24,0.0007483366271814361,5.410634824569357e-09,1.4670019236048683e-14,1.7677897199513402e-20,7.926824563666847e-27,7.202257362391239e-05,0.9998810618266847,2.7691560225430556e-05,2.181861088524513e-11,0.9769961532073695,0.0229761552105878,0.2929445900094485,0.2929539549877497,0.9550128923315707,0.06534118280204046,9.107466704052224e-08,9.19682349544879e-08,0.00019642771965972173,0.00019583286728390794,0.999956883051211,0.9999568181942488,0.0029831872550522593,0.002983187099480598,6.439539864892591
4.62,-96.33067386958648,10.0,0.0328302,0.9988181029062244,0.9989634883576206,159.48,0.0004454366873842686,0.0001364640515058475,3.579058730351581e-05,0.999999820922813,6.990644875522656e-05,6.439539995913918,-4.493803954776238e-22,7.951406701858482e-30,0.999250867757086,1.806197812674568e-06,1.2242986149777225e-12,3.6882570237045864e-19,-3.662622040802307e-24,0.0007481711516423519,5.4094360034320566e-09,1.4666762344109736e-14,1.767396471122244e-20,7.924286859974272e-27,7.200767094722263e-05,0.9998829646079194,2.7506929080288896e-05,2.1652766575212698e-11,0.9771519257314308,0.022820567317837808,0.2929461217343677,0.2929554214459634,0.9550115748045845,0.0653404780862186,9.107363271140901e-08,9.196124060950201e-08,0.00019642152764554768,0.00019583064287587124,0.9999568812670391,0.9999568168417997,0.0029831872540399505,0.0029831870995069222,6.439539867105877
4.63,-96.33067638544199,10.0,0.0328302,0.9988181035785035,0.9989634888519209,159.48,0.0004387005259565646,0.00013646402509369287,3.5790578466818494e-05,0.9999998209229012,6.990566052958691e-05,6.439539997254358,-4.253822849079087e-22,7.950017973604213e-30,0.999251032111893,1.806197305787519e-06,1.2242977264247037e-12,3.6882541363701493e-19,-3.552905163142023e-24,0.0007480067985334531,5.408245267991545e-09,1.4663527288431888e-14,1.7670058428941406e-20,7.923877696846005e-27,7.199287051844034e-05,0.9998848369331439,2.7323517199063876e-05,2.1482312805011875e-11,0.9773066405579756,0.022666035903345056,0.29294763876483104,0.29295687372554796,0.955010269363174,0.06533977823173633,9.107260533619403e-08,9.195429406757475e-08,0.0001964153777855859,0.00019582843344763629,0.9999568794975092,0.9999568155020757,0.002983187253041715,0.0029831870995391013,6.439539869306005
4.64,-96.33067888606645,10.0,0.0328302,0.9988181042472817,0.9989634893425758,159.48,0.00043206628788372,0.00013646399884222044,3.5790569683742726e-05,0.9999998209229894,6.99048775658239e-05,6.439539998581351,-3.7815420809903986e-22,7.949999197926312e-30,0.9992511953519861,1.8061968017292919e-06,1.2242968430232295e-12,3.6882534023677687e-19,-3.28050350938638e-24,0.0007478435601274098,5.4070625518343674e-09,1.4660313859007087e-14,1.7666178062892794e-20,7.92606907677241e-27,7.197817213676732e-05,0.999886679292098,2.714130886184816e-05,2.1306165051456604e-11,0.9774603048771926,0.02251255379264156,0.29294914124116317,0.29295831197272787,0.9550089758795287,0.06533908320862761,9.107158483350363e-08,9.194739516974973e-08,0.00019640926985484508,0.00019582623882992585,0.9999568777431023,0.9999568141757992,0.0029831872520591327,0.0029831870995784783,6.43953987149351
4.65,-96.330681371575,10.0,0.0328302,0.998818104912696,0.9989634898294817,159.48,0.0004255324233310303,0.00013646397275066246,3.579056095390889e-05,0.9999998209230778,6.990409979758594e-05,6.439539999894096,-3.0317337512247506e-22,7.951629889235261e-30,0.9992513574850467,1.8061963004720543e-06,1.2242959647160644e-12,3.6882552461501353e-19,-2.8129608512354198e-24,0.0007476814287433224,5.4058877878423e-09,1.4657121840960358e-14,1.7662323313808917e-20,7.931380031071357e-27,7.196357565732998e-05,0.9998884921672735,2.6960287718413435e-05,2.1123143242695072e-11,0.9776129258315989,0.022360113859562002,0.29295062930170745,0.29295973633268463,0.9550076942272899,0.06533839298777849,9.107057111975143e-08,9.194054377732761e-08,0.00019640320363870832,0.00019582405884927646,0.9999568760043561,0.999956812863772,0.002983187251093945,0.0029831870996265292,6.439539873668966
4.66,-96.33068384208406,10.0,0.0328302,0.9988181055748934,0.9989634903125246,159.48,0.000419097404174572,0.00013646394681826723,3.5790552276935163e-05,0.9999998209231665,6.990332715653641e-05,6.439540001191712,-1.9549013556093499e-22,7.955216278325447e-30,0.9992515185187092,1.8061958019870107e-06,1.2242950914437735e-12,3.6882601323972734e-19,-2.114747291512474e-24,0.0007475203967464484,5.4047209081481614e-09,1.465395101430998e-14,1.765849387249574e-20,7.940378534445946e-27,7.194908099319082e-05,0.9998902760340963,2.6780436760694375e-05,2.0931968174525346e-11,0.9777645105164475,0.022208709025862524,0.2929521030828347,0.29296114694960096,0.9550064242815253,0.06533770754094576,9.10695641090363e-08,9.19337397725717e-08,0.0001963971789332589,0.00019582189332784263,0.9999568742818687,0.9999568115668785,0.002983187250148064,0.00298318709968487,6.439539875832989
4.67,-96.33068629771137,10.0,0.0328302,0.9988181062340313,0.9989634907915792,159.48,0.0004127597234926945,0.00013646392104429918,3.579054365243752e-05,0.9999998209232558,6.990255957226717e-05,6.439540002473229,-4.971112348371146e-23,7.961092367222882e-30,0.9992516784605627,1.806195306244378e-06,1.2242942231446523e-12,3.688268567601487e-19,-1.1471382079865587e-24,0.0007473604565479308,5.403561844091622e-09,1.4650801153727698e-14,1.765468941939671e-20,7.953683419542268e-27,7.193468811735976e-05,0.9998920313611063,2.6601738295272433e-05,2.0731257926710836e-11,0.977915065980137,0.02205833226083934,0.29295356271895234,0.29296254396670496,0.9550051659187027,0.06533702684077565,9.106856371304043e-08,9.192698305941342e-08,0.00019639119554560564,0.00019581974208320052,0.9999568725763002,0.9999568102860888,0.002983187249223577,0.0029831870997552613,6.439539877986241
4.68,-96.33068873857603,10.0,0.0328302,0.998818106890278,0.9989634912665094,159.48,0.00040651789505751715,0.00013646389542803925,3.579053508002976e-05,0.9999998209233456,6.990179697221223e-05,6.43954000373759,1.4001759757795715e-22,7.96962098403292e-30,0.9992518373181506,1.8061948132133605e-06,1.2242933597546554e-12,3.6882811016523057e-19,1.3190680280488573e-25,0.0007472016006045263,5.402410526175013e-09,1.464767202829891e-14,1.765090962415659e-20,7.971966291507148e-27,7.192039706480552e-05,0.9998937586101387,2.6424173915859798e-05,2.0519524279295954e-11,0.9780645992246201,0.021908976580947533,0.29295500834251315,0.29296392752631456,0.9550039190166648,0.06533635086082246,9.10675698409273e-08,9.1920273564158e-08,0.00019638525329420867,0.00019581760492815223,0.9999568708883748,0.9999568090224621,0.002983187248322754,0.002983187099839614,6.439539880129427
4.69,-96.33069116479848,10.0,0.0328302,0.9988181075438126,0.9989634917371668,159.48,0.0004003704528264239,0.00013646386996878516,3.5790526559323475e-05,0.9999998209234363,6.990103928156136e-05,6.439540004983646,3.800273896555657e-22,7.981194837787981e-30,0.999251995098971,1.8061943228621272e-06,1.2242925012073275e-12,3.6882983294214298e-19,1.7678649817335723e-24,0.0007470438214183325,5.401266884019143e-09,1.4644563401282865e-14,1.76471541451853e-20,7.99595344254589e-27,7.190620793446706e-05,0.9998954582365053,2.624772447578324e-05,2.029516912892163e-11,0.9782131172058125,0.021760635049419733,0.29295644008402427,0.2929652977698819,0.9550026834546035,0.06533567957556725,9.106658239923976e-08,9.191361123618995e-08,0.00019637935200920496,0.00019581548167052956,0.9999568692188835,0.9999568077771493,0.0029831872474480525,0.0029831870999399938,6.439539882263303
4.7,-96.33069357646153,10.0,0.0328302,0.998818108194376,0.9989634922038162,159.48,0.00039431597143737884,0.00013646384466566667,3.5790518089969595e-05,0.9999998209235275,6.990028651494193e-05,6.4395400062135195,6.585505970565864e-22,7.995157419485201e-30,0.9992521518105758,1.8061938351886996e-06,1.2242916475144818e-12,3.6883192029468426e-19,3.68060231651353e-24,0.0007468871114372225,5.400130889484631e-09,1.464147527186242e-14,1.7643423074266363e-20,8.024376322657977e-27,7.18921197421127e-05,0.9998971306812882,2.6072401832114655e-05,2.0061774205946313e-11,0.9783606267997084,0.021613300778400943,0.2929578580910936,0.2929666548167289,0.9550014591134621,0.06533501293577998,9.106560140028712e-08,9.190699572167339e-08,0.00019637349147010968,0.00019581337232208866,0.999956867566299,0.9999568065480342,0.002983187246595218,0.0029831871000528566,6.439539884386822
4.71,-96.33069597316451,10.0,0.0328302,0.9988181088361346,0.9989634926719815,159.48,0.00038835330544381323,0.00013646381951553508,3.579050967213153e-05,0.9999998209236158,6.989953982380144e-05,6.4395400074710505,7.335083531800198e-22,7.997474882669715e-30,0.9992523074617043,1.806193350573779e-06,1.2242907996878273e-12,3.6883217497295007e-19,4.190122240032624e-24,0.000746731461921199,5.399003049330997e-09,1.4638410637040213e-14,1.7639722015983115e-20,8.030557707159657e-27,7.187811730560934e-05,0.9998987762815041,2.5898611468514065e-05,1.988851668981855e-11,0.9785071344113602,0.021466966957286074,0.29295926274573686,0.2929679985208662,0.9550002458807999,0.06533435058710124,9.106462820036858e-08,9.190042263172882e-08,0.0001963676706913325,0.00019581127948493135,0.9999568658995276,0.999956805291354,0.002983187245674406,0.0029831871001031684,6.43953988647602
4.72,-96.33069835537066,10.0,0.0328302,0.9988181094732044,0.9989634931377959,159.48,0.0003824808642318028,0.0001364637945193431,3.5790501305055153e-05,0.999999820923704,6.989879833056537e-05,6.439540008725594,7.739453913423069e-22,7.99799945148115e-30,0.9992524620588601,1.8061928687143032e-06,1.2242899569532618e-12,3.688321354028048e-19,4.472669087806119e-24,0.0007465768663675062,5.3978829160797605e-09,1.463536714342002e-14,1.7636046734459876e-20,8.033182814249424e-27,7.186421088954628e-05,0.9999003955423432,2.5726056432773755e-05,1.972756122002313e-11,0.9786526471583011,0.021321626765541852,0.2929606540076483,0.29296932920613467,0.9549990436359886,0.06533369272064507,9.106366175709158e-08,9.189389482392698e-08,0.00019636189008286525,0.00019580920113825673,0.9999568642402694,0.9999568040377051,0.0029831872447485873,0.00298318710014353,6.4395398885478405
4.73,-96.33070072316511,10.0,0.0328302,0.9988181101053404,0.9989634936015066,159.48,0.00037669727945324933,0.00013646376967626415,3.579049298838707e-05,0.9999998209237917,6.989806204687147e-05,6.439540009979131,7.687620860932435e-22,7.99612054287129e-30,0.9992526156094664,1.80619238960649e-06,1.2242891193187133e-12,3.6883170338683563e-19,4.453145744547071e-24,0.0007464233173527012,5.396770460675677e-09,1.463234478246887e-14,1.7632397305773873e-20,8.031063328050129e-27,7.185039966309559e-05,0.9999019888865558,2.555474767829688e-05,1.958238838173575e-11,0.9787971717804043,0.021177273452338344,0.2929620320196173,0.29297064698860786,0.9549978522638092,0.06533303928891498,9.106270207932995e-08,9.188741200391104e-08,0.00019635614945909903,0.0001958071372874464,0.9999568625871004,0.999956802785111,0.002983187243813791,0.002983187100170629,6.4395398906013055
4.74,-96.33070307663053,10.0,0.0328302,0.9988181107322656,0.9989634940633901,159.48,0.00037100120253663686,0.00013646374498547096,3.579048472177603e-05,0.9999998209238788,6.989733099100427e-05,6.4395400112338805,7.05531564560965e-22,7.991152992940801e-30,0.999252768120913,1.8061919132485402e-06,1.2242882867975518e-12,3.6883076885519752e-19,4.0473745380285945e-24,0.0007462708074872352,5.395665657346341e-09,1.4629343563213035e-14,1.7628773837800044e-20,8.022866780293156e-27,7.183668275271071e-05,0.9999035567304717,2.5384698508296126e-05,1.945688872037394e-11,0.9789407149700655,0.02103390031197242,0.2929633969244662,0.29297195198155024,0.9549966716503068,0.06533239024292975,9.106174918384865e-08,9.188097387070988e-08,0.00019635044864136755,0.0001958050879531737,0.9999568609384315,0.9999568015313611,0.0029831872428655675,0.0029831871001807474,6.439539892635303
4.75,-96.33070541584688,10.0,0.0328302,0.9988181113536683,0.998963494523754,159.48,0.0003653913042668524,0.0001364637204461351,3.5790476504873104e-05,0.9999998209239654,6.989660518819458e-05,6.439540012492303,5.704383696643128e-22,7.982333569333943e-30,0.9992529196005562,1.8061914396407441e-06,1.2242874594088585e-12,3.68829209313651e-19,3.161675090418931e-24,0.0007461193294147634,5.394568483739527e-09,1.462636351301589e-14,1.7625176471646452e-20,8.007109837783352e-27,7.182305923930534e-05,0.999905099484148,2.521592468188926e-05,1.9355381418233243e-11,0.9790832833724687,0.020891500683496995,0.29296474886513985,0.29297324429537197,0.9549955016827671,0.06533174553213818,9.106080309565801e-08,9.187458011606843e-08,0.00019634478745800932,0.00019580305317208716,0.9999568592925021,0.9999568002740006,0.002983187241898962,0.0029831871001697453,6.439539894648584
4.76,-96.33070774089141,10.0,0.0328302,0.9988181119692012,0.9989634949829385,159.48,0.0003598662743650122,0.00013646369605742648,3.5790468337331876e-05,0.999999820924051,6.989588467091908e-05,6.439540013757116,3.4821712332519024e-22,7.968817483633277e-30,0.9992530700557198,1.8061909687855867e-06,1.2242866371776957e-12,3.6882688929160056e-19,1.6924421696166498e-24,0.0007459688758114552,5.3934789210605275e-09,1.4623404678355778e-14,1.7621605383089704e-20,7.982151589863957e-27,7.180952815543207e-05,0.9999066175515164,2.5048444520194794e-05,1.928263297112352e-11,0.9792248835858497,0.020750067950350348,0.29296608798479395,0.2929745240375838,0.9549943422496923,0.06533110510433425,9.105986384836799e-08,9.18682304237781e-08,0.00019633916574443005,0.00019580103299749369,0.9999568576473713,0.9999567990103189,0.0029831872409084963,0.0029831871001330407,6.439539896639753
