t,NatP,MisP,MCom,Hsp90,HCom,HSF1,DiH,TriH,HSE_TriH,HSE,AggP,ROS,ATP,ADP
4.98,5946426.984868511,0.0009710811184918106,53622.814131759376,246159.1027536082,5999.999951193391,4.874895855138791e-05,2.7749521300230835e-08,5.575093973768246e-10,1.5720907804247533e-10,0.9999999998427905,3.895850760509081e-13,100.4930077240068,10790.212447368956,209.78755263103557
4.99,5946330.73486494,0.0009714561264115081,53719.164134892155,246062.53977568436,5999.999951174538,4.876808923448433e-05,2.7612711041132655e-08,5.559246924680539e-10,1.5736149297150643e-10,0.9999999998426381,3.905284389462354e-13,100.49399767465653,10789.871913243016,210.12808675697633
5.0,5946234.526461886,0.0009718312705079527,53815.47253750759,245966.01848853906,5999.999951155677,4.8787226669142304e-05,2.747658285706572e-08,5.543426596272119e-10,1.5751299688774727e-10,0.9999999998424867,3.9147253057901424e-13,100.49498762520726,10789.53154779836,210.4684522016317
5.01,5946138.359638357,0.0009722065508306945,53911.73936059956,245869.53887113387,5999.999951136808,4.880637085775612e-05,2.7341133476263173e-08,5.527633084810778e-10,1.5766359205971588e-10,0.999999999842336,3.924173514950313e-13,100.495977575659,10789.19135093073,210.80864906926038
5.0200000000000005,5946042.234373369,0.0009725819674293026,54007.96462514848,245773.10090244372,5999.999951117931,4.882552180272088e-05,2.7206359649893957e-08,5.511866483442422e-10,1.5781328076779342e-10,0.9999999998421863,3.933629022404602e-13,100.49696752601174,10788.851322535957,211.14867746403414
5.03,5945946.150645958,0.0009729575203533633,54104.148352121265,245676.70456145713,5999.999951099046,4.8844679506432576e-05,2.7072258152062857e-08,5.496126882191065e-10,1.579620653042242e-10,0.9999999998420376,3.943091833618607e-13,100.4979574762655,10788.511462509954,211.4885374900377
5.04,5945850.108435169,0.0009733332096524814,54200.29056247139,245580.34982717608,5999.999951080152,4.886384397128803e-05,2.6938825779810428e-08,5.480414367958829e-10,1.5810994797311576e-10,0.9999999998418897,3.952561954061797e-13,100.49894742642024,10788.171770748722,211.82822925126885
5.05,5945754.107720063,0.0009737090353762799,54296.391277138864,245484.03667861602,5999.999951061251,4.888301519968494e-05,2.6806059353113038e-08,5.464729024525945e-10,1.582569310904388e-10,0.9999999998417427,3.9620393892075053e-13,100.49993737647601,10787.832247148353,212.16775285163848
5.0600000000000005,5945658.148479712,0.0009740849975744,54392.45051705021,245387.76509480597,5999.99995104234,4.8902193194021856e-05,2.6673955714882847e-08,5.449070932550754e-10,1.584030169840272e-10,0.9999999998415966,3.9715241445329327e-13,100.50092732643277,10787.492891605021,212.50710839497054
5.07,5945562.230693205,0.0009744610962965003,54488.468303118476,245291.5350547884,5999.999951023423,4.892137795669817e-05,2.6542511730967865e-08,5.43344016956971e-10,1.5854820799357794e-10,0.9999999998414514,3.981016225519144e-13,100.50191727629054,10787.15370401499,212.84629598500192
5.08,5945466.354339641,0.0009748373315922583,54584.44465624326,245195.34653761928,5999.999951004497,4.8940569490114147e-05,2.6411724290151857e-08,5.417836809997369e-10,1.5869250647065122e-10,0.9999999998413072,3.990515637651074e-13,100.50290722604932,10786.814684274608,213.1853157253826
5.09,5945370.519398134,0.0009752137035113692,54680.37959731067,245099.19952236812,5999.999950985563,4.89597677966709e-05,2.628159030415442e-08,5.402260925126404e-10,1.5883591477867047e-10,0.9999999998411637,4.000022386417522e-13,100.5038971757091,10786.475832280315,213.5241677196756
5.1000000000000005,5945274.725847811,0.0009755902121035465,54776.27314719338,245003.09398811782,5999.999950966621,4.89789728787704e-05,2.615210670763093e-08,5.386712583127591e-10,1.5897843529292222e-10,0.9999999998410212,4.009536477311155e-13,100.50488712526987,10786.137147928635,213.86285207135708
5.11,5945178.973667814,0.0009759668574185214,54872.125326750545,244907.0299139649,5999.999950947671,4.899818473881547e-05,2.6023270458172612e-08,5.37119184904982e-10,1.5912007040055615e-10,0.9999999998408795,4.0190579158285035e-13,100.50587707473167,10785.798631116175,214.20136888381606
5.12,5945083.262837297,0.0009763436395060437,54967.93615682789,244811.00727901934,5999.999950928713,4.90174033792098e-05,2.589507853630646e-08,5.355698784820088e-10,1.5926082250058515e-10,0.9999999998407388,4.0285867074699686e-13,100.50686702409446,10785.460281739637,214.53971826035476
5.13,5944987.593335427,0.000976720558415881,55063.70565825766,244715.0260624046,5999.999950909747,4.903662880235792e-05,2.5767527945495284e-08,5.340233449243503e-10,1.5940069400388528e-10,0.999999999840599,4.038122857739815e-13,100.50785697335826,10785.122099695804,214.87790030418836
5.14,5944891.965141387,0.000977097614197819,55159.43385185862,244619.08624325763,5999.999950890772,4.905586101066523e-05,2.5640615712137694e-08,5.32479589800328e-10,1.595396873331958e-10,0.99999999984046,4.047666372146176e-13,100.50884692252306,10784.784084881547,215.21591511844514
5.15,5944796.378234369,0.000977474806901662,55255.12075843609,244523.18780072892,5999.99995087179,4.9075100006537984e-05,2.5514338885568097e-08,5.309386183660746e-10,1.5967780492311907e-10,0.9999999998403218,4.057217256201051e-13,100.50983687158887,10784.446237193824,215.55376280616642
5.16,5944700.832593582,0.0009778521365772313,55350.766398781874,244427.3307139824,5999.999950852799,4.909434579238328e-05,2.5388694538056747e-08,5.294004355655335e-10,1.5981504922012067e-10,0.9999999998401846,4.066775515420303e-13,100.51082682055569,10784.108556529685,215.89144347030646
5.17,5944605.3281982485,0.0009782296032743673,55446.37079367436,244331.5149621956,5999.9999508338005,4.9113598370609086e-05,2.5263679764809653e-08,5.278650460304593e-10,1.5995142268252932e-10,0.9999999998400482,4.0763411553236653e-13,100.5118167694235,10783.771042786258,216.22895721373266
5.18,5944509.865027604,0.0009786072070429282,55541.93396387843,244235.7405245594,5999.999950814794,4.913285774362422e-05,2.5139291683968654e-08,5.263324540804173e-10,1.6008692778053696e-10,0.9999999998399127,4.085914181434736e-13,100.51280671819234,10783.433695860766,216.56630413922548
5.19,5944414.443060895,0.0009789849479327902,55637.45593014552,244140.0073802783,5999.999950795779,4.9152123913838364e-05,2.5015527436611377e-08,5.248026637227837e-10,1.602215669961987e-10,0.999999999839778,4.0954945992809807e-13,100.51379666686216,10783.096515650514,216.9034843494784
5.2,5944319.062277386,0.0009793628259938479,55732.93671321358,244044.31550857023,5999.999950776757,4.917139688366203e-05,2.4892384186751285e-08,5.232756786527461e-10,1.603553428234327e-10,0.9999999998396443,4.105082414393729e-13,100.514786615433,10782.759502052893,217.24049794709785
5.21,5944223.72266414,0.0009797408412635605,55828.37632601884,243948.66489647178,5999.999950757726,4.919067665486572e-05,2.476993902163696e-08,5.217498473366657e-10,1.6048836490239125e-10,0.9999999998395112,4.114677630169677e-13,100.51577656390484,10782.422655025697,217.57734497429345
5.22,5944128.42417747,0.0009801189938285942,55923.77481224725,243853.05550020334,5999.9999507386865,4.9209963231752304e-05,2.464795344979444e-08,5.202300547557266e-10,1.6062031971039113e-10,0.9999999998393793,4.124280258456352e-13,100.51676651227768,10782.085974288582,217.91402571140893
5.23,5944033.16681136,0.0009804972837154232,56019.132177915046,243757.48731373632,5999.99995071964,4.922925661552673e-05,2.4526575320681243e-08,5.187131840559839e-10,1.6075141173136e-10,0.9999999998392481,4.133890300765485e-13,100.51775646055152,10781.749459852888,218.25054014710213
5.24,5943937.950545095,0.0009808757109740658,56114.44844373866,243661.9603163103,5999.999950700586,4.924855680860564e-05,2.4405801557855416e-08,5.171992445644568e-10,1.6088164306124e-10,0.9999999998391179,4.143507762652763e-13,100.51874640872639,10781.41311161611,218.58688838388238
5.25,5943842.77535797,0.000981254275654559,56209.723630421126,243566.4744871782,5999.999950681523,4.926786381340648e-05,2.4285629107589074e-08,5.156882453005674e-10,1.610110158075392e-10,0.9999999998389886,4.1531326496777475e-13,100.51973635680224,10781.07692947582,218.9230705241724
5.26,5943747.641229297,0.0009816329778069574,56304.95775865201,243471.02980560652,5999.999950662452,4.928717763234761e-05,2.4166054938758738e-08,5.141801949784129e-10,1.6113953208918448e-10,0.99999999983886,4.162764967403875e-13,100.5207263047791,10780.740913329682,219.2590866703081
5.2700000000000005,5943652.5481384,0.0009820118174813342,56400.15084910748,243375.6262508751,5999.999950643373,4.9306498267848224e-05,2.4047076042735672e-08,5.126751020090364e-10,1.612671940363745e-10,0.9999999998387323,4.1724047213984614e-13,100.52171625265697,10780.405063075452,219.59493692453887
5.28,5943557.4960646145,0.0009823907947277804,56495.30292245023,243280.2638022773,5999.999950624287,4.932582572232837e-05,2.3928689433276254e-08,5.111729745026997e-10,1.613940037904326e-10,0.9999999998386055,4.182051917232701e-13,100.52270620043585,10780.069378610964,219.9306213890274
5.29,5943462.484987292,0.0009827699095964052,56590.41399932962,243184.94243911988,5999.999950605192,4.934515999820897e-05,2.381089214641224e-08,5.096738202711525e-10,1.6151996350365992e-10,0.9999999998384796,4.1917065604816747e-13,100.52369614811573,10779.733859834141,220.26614016585003
5.3,5943367.514885797,0.0009831491621373368,56685.484100381575,243089.66214072309,5999.999950586089,4.9364501097911805e-05,2.3693681240341156e-08,5.081776468299059e-10,1.6164507533918808e-10,0.9999999998383545,4.20136865672435e-13,100.52468609569662,10779.398506642994,220.60149335699674
5.3100000000000005,5943272.585739507,0.0009835285524007204,56780.51324622865,242994.4228864205,5999.999950566978,4.9383849023859516e-05,2.3577053795316583e-08,5.066844614005021e-10,1.6176934147083247e-10,0.9999999998382302,4.211038211543585e-13,100.5256760431785,10779.06331893562,220.93668106437116
5.32,5943177.697527813,0.0009839080804367204,56875.50145748,242899.2246555591,5999.99995054786,4.940320377847561e-05,2.346100691353857e-08,5.051942709127878e-10,1.6189276408294488e-10,0.9999999998381068,4.2207152305261283e-13,100.52666599056141,10778.728296610201,221.27170338979073
5.33,5943082.850230118,0.000984287746295519,56970.448754731464,242804.06742749937,5999.999950528732,4.942256536418446e-05,2.3345537719043868e-08,5.037070820071839e-10,1.620153453702667e-10,0.9999999998379843,4.2303997192626275e-13,100.52765593784531,10778.393439565005,221.60656043498673
5.34,5942988.043825841,0.000984667550027317,57065.355158565486,242708.951181615,5999.999950509598,4.94419337834113e-05,2.3230643357596336e-08,5.022229010369574e-10,1.6213708753778173e-10,0.9999999998378625,4.2400916833476276e-13,100.52864588503022,10778.058747698387,221.9412523016045
5.3500000000000005,5942893.2782944115,0.0009850474916823333,57160.22068955121,242613.8758972932,5999.999950490455,4.946130903858224e-05,2.3116320996577242e-08,5.007417340704933e-10,1.6225799280056922e-10,0.9999999998377416,4.2497911283795757e-13,100.52963583211613,10777.724220908787,222.27577909120333
5.36,5942798.553615274,0.000985427571310805,57255.045368244406,242518.84155393447,5999.999950471304,4.948069113212425e-05,2.3002567824875633e-08,4.992635868935658e-10,1.6237806338365675e-10,0.9999999998376216,4.259498059960823e-13,100.53062577910305,10777.389859094734,222.61014090525663
5.37,5942703.8697678875,0.000985807788962988,57349.82921518756,242423.84813095265,5999.999950452146,4.9500080066465174e-05,2.2889381052778616e-08,4.977884650116094e-10,1.6249730152187323e-10,0.9999999998375023,4.269212483697629e-13,100.53161572599097,10777.055662154839,222.94433784515203
5.38,5942609.22673172,0.0009861881446891563,57444.57225090982,242328.895607775,5999.999950432979,4.951947584403371e-05,2.277675791186173e-08,4.963163736519906e-10,1.6261570945970188e-10,0.9999999998373839,4.278934405200164e-13,100.5326056727799,10776.7216299878,223.2783700121915
5.39,5942514.624486259,0.0009865686385396018,57539.274495927064,242233.98396384195,5999.999950413804,4.953887846725945e-05,2.266469565487927e-08,4.948473177662795e-10,1.6273328945113313e-10,0.9999999998372663,4.2886638300825115e-13,100.53359561946984,10776.3877624924,223.6122375075913
5.4,5942420.063011,0.0009869492705646356,57633.935970741884,242139.1131786074,5999.999950394622,4.955828793857284e-05,2.255319155565462e-08,4.933813020325207e-10,1.628500437595176e-10,0.9999999998371495,4.2984007639626725e-13,100.53458556606077,10776.054059567508,223.9459404324822
5.41,5942325.5422854535,0.0009873300408145868,57728.556695843545,242044.28323153846,5999.999950375432,4.95777042604052e-05,2.24422429089706e-08,4.919183308575056e-10,1.62965974657419e-10,0.9999999998370336,4.3081452124625645e-13,100.53557551255271,10775.720521112082,224.27947888790942
5.42,5942231.062289145,0.0009877109493398029,57823.13669170811,241949.49410211563,5999.999950356233,4.959712743518873e-05,2.2331847030459777e-08,4.904584083790426e-10,1.6308108442646723e-10,0.9999999998369185,4.31789718120803e-13,100.53656545894566,10775.387147025158,224.61285297483292
5.43,5942136.623001609,0.0009880919961906497,57917.67597879835,241854.74576983255,5999.999950337026,4.961655746535649e-05,2.222200125649481e-08,4.890015384682299e-10,1.6319537535721114e-10,0.9999999998368042,4.327656675828836e-13,100.53755540523962,10775.053937205865,224.9460627941273
5.44,5942042.224402399,0.000988473181417512,58012.1745775638,241760.03821419628,5999.999950317811,4.963599435334244e-05,2.2112702944078778e-08,4.875477247317257e-10,1.6330884974897167e-10,0.9999999998366907,4.3374237019586797e-13,100.53854535143458,10774.72089155341,225.27910844658194
5.45,5941947.866471076,0.0009888545050707926,58106.63250844076,241665.37141472704,5999.999950298589,4.9655438101581385e-05,2.2003949470735556e-08,4.860969705140206e-10,1.6342150990969465e-10,0.9999999998365781,4.3471982652351845e-13,100.53953529753053,10774.38800996709,225.61199003290108
5.46,5941853.54918722,0.0009892359672009129,58201.049791852296,241570.74535095837,5999.999950279359,4.967488871250902e-05,2.1895738234400075e-08,4.846492788997084e-10,1.6353335815580385e-10,0.9999999998364663,4.3569803712999125e-13,100.54052524352751,10774.055292346287,225.9447076537039
5.47,5941759.272530418,0.0009896175678583128,58295.426448208294,241476.16000243698,5999.99995026012,4.969434618856193e-05,2.178806665330871e-08,4.832046527157576e-10,1.6364439681205393e-10,0.9999999998363551,4.3667700257983613e-13,100.54151518942548,10773.722738590466,226.27726140952464
5.48,5941665.036480275,0.000989999307093451,58389.76249790542,241381.6153487229,5999.999950240875,4.971381053217755e-05,2.16809321658896e-08,4.81763094533783e-10,1.6375462821138333e-10,0.999999999836245,4.376567234379969e-13,100.54250513522447,10773.390348599178,226.60965140081274
5.49,5941570.841016408,0.000990381184956804,58484.057961327126,241287.1113693893,5999.99995022162,4.973328174579422e-05,2.157433223065299e-08,4.803246066723175e-10,1.638640546947673e-10,0.9999999998361355,4.3863720026981137e-13,100.54349508092446,10773.05812227206,226.9418777279326
5.5,5941476.686118445,0.000990763201498868,58578.3128588437,241192.64804402262,5999.9999502023575,4.9752759831851146e-05,2.1468264326081545e-08,4.788891911990828e-10,1.6397267861107077e-10,0.9999999998360269,4.396184336410124e-13,100.54448502652545,10772.726059508826,227.27394049116413
5.51,5941382.57176603,0.0009911453567701567,58672.52721081229,241098.2253522224,5999.999950183088,4.977224479278842e-05,2.13627259505207e-08,4.774568499332611e-10,1.6408050231690143e-10,0.999999999835919,4.4060042411772737e-13,100.54547497202745,10772.39416020929,227.6058397907025
5.5200000000000005,5941288.497938819,0.000991527650821203,58766.701037576844,241003.8432736015,5999.999950163809,4.979173663104701e-05,2.1257714622068976e-08,4.760275844477664e-10,1.6418752817646257e-10,0.999999999835812,4.4158317226647906e-13,100.54646491743044,10772.062424273332,227.9375757266584
5.53,5941194.464616481,0.0009919100837025583,58860.834359468165,240909.50178778585,5999.999950144524,4.9811235349068773e-05,2.115322787846837e-08,4.746013960715167e-10,1.6429375856140603e-10,0.9999999998357059,4.4256667865418547e-13,100.54745486273445,10771.730851600933,228.2691483990579
5.54,5941100.471778699,0.0009922926554647923,58954.92719680394,240815.20087441462,5999.99995012523,4.983074094929644e-05,2.1049263276994607e-08,4.731782858917046e-10,1.6439919585068526e-10,0.9999999998356004,4.435509438481605e-13,100.54844480793948,10771.399442092148,228.60055790784284
5.55,5941006.519405168,0.0009926753661584939,59048.97956988872,240720.94051314009,5999.999950105927,4.985025343417364e-05,2.0945818394347524e-08,4.717582547560685e-10,1.645038424304082e-10,0.9999999998354957,4.4453596841611417e-13,100.54943475304549,10771.06819564712,228.93180435287067
5.5600000000000005,5940912.607475596,0.0009930582158342706,59142.99149901394,240626.7206836277,5999.999950086618,4.9869772806144876e-05,2.08428908265414e-08,4.703413032751649e-10,1.6460770069369024e-10,0.9999999998353919,4.4552175292615283e-13,100.55042469805251,10770.737112166076,229.26288783391468
5.57,5940818.735969704,0.0009934412045427478,59236.96300445791,240532.541365556,5999.9999500673,4.9889299067655545e-05,2.074047818879529e-08,4.689274318246396e-10,1.6471077304050716e-10,0.9999999998352888,4.465082979467792e-13,100.55141464296055,10770.406191549328,229.5938084506639
5.58,5940724.904867229,0.0009938243323345706,59330.89410648587,240438.4025386167,5999.999950047974,4.990883222115192e-05,2.0638578115423348e-08,4.675166405474987e-10,1.6481306187754816e-10,0.9999999998351865,4.4749560404689324e-13,100.55240458776959,10770.075433697268,229.9245663027234
5.59,5940631.114147917,0.0009942075992604021,59424.78482534998,240344.3041825146,5999.999950028641,4.9928372269081176e-05,2.0537188259725164e-08,4.661089293563802e-10,1.649145696180687e-10,0.999999999835085,4.4848367179579203e-13,100.55339453247963,10769.744838510376,230.2551614896143
5.6000000000000005,5940537.363790769,0.0009945910053705306,59518.635182049606,240250.2462762057,5999.9999500093,4.994791921385941e-05,2.043629996427012e-08,4.6470441631698205e-10,1.6501529179734554e-10,0.9999999998349843,4.4947250178593927e-13,100.55438447709068,10769.41440588226,230.58559411773115
5.61,5940443.653770002,0.0009949745507127755,59612.44520236937,240156.22879385034,5999.999949989951,4.9967473057702024e-05,2.0335864643766124e-08,4.633039663817127e-10,1.651151805089649e-10,0.9999999998348844,4.5046209475389376e-13,100.55537442160272,10769.084135662697,230.91586433729364
5.62,5940349.9840711495,0.0009953582353408365,59706.21490077346,240062.2517209538,5999.999949970594,4.99870338033004e-05,2.023592786708809e-08,4.6190668368474786e-10,1.652142902391574e-10,0.9999999998347853,4.514524510979851e-13,100.55636436601579,10768.754027805026,231.24597219496508
5.63,5940256.35467399,0.0009957420593054399,59799.94429748483,239968.31503725014,5999.999949951229,5.000660145310428e-05,2.013648717075049e-08,4.605125708239834e-10,1.6531262321754668e-10,0.9999999998346869,4.524435713897914e-13,100.55735431032984,10768.424082209849,231.5759177901421
5.64,5940162.765558313,0.0009961260226573306,59893.63341271386,239874.418722486,5999.999949931856,5.0026176009564316e-05,2.003754010551816e-08,4.5912163025660826e-10,1.654101816750338e-10,0.9999999998345894,4.5343545620130473e-13,100.55834425454492,10768.094298777849,231.9057012221424
5.65,5940069.21670392,0.0009965101254472725,59987.282266658476,239780.56275642058,5999.999949912474,5.004575747513201e-05,1.9939084236256823e-08,4.577338643021199e-10,1.6550696784360678e-10,0.9999999998344926,4.544281061049313e-13,100.55933419866099,10767.764677409787,232.23532259020485
5.66,5939975.708090626,0.0009968943677260474,60080.89087950405,239686.74711882556,5999.999949893086,5.0065345852259716e-05,1.9841117141783627e-08,4.563492751453411e-10,1.6560298395615037e-10,0.9999999998343966,4.554215216734919e-13,100.56032414267807,10767.435218006502,232.56478199348953
5.67,5939882.239698257,0.0009972787495444561,60174.459271423504,239592.97178948513,5999.999949873689,5.0084941143400704e-05,1.9743636414717632e-08,4.549678648394354e-10,1.6569823224625562e-10,0.9999999998343013,4.564157034802224e-13,100.56131408659616,10767.105920468914,232.89407953107806
5.68,5939788.811506655,0.0009976632709533184,60267.987462577286,239499.23674819604,5999.999949854285,5.010454335100908e-05,1.9646639661330355e-08,4.535896353089231e-10,1.6579271494802964e-10,0.9999999998342068,4.574106520987741e-13,100.56230403041525,10766.776784698017,233.22321530197354
5.69,5939695.42349567,0.0009980479320034715,60361.475473113416,239405.5419747674,5999.999949834872,5.0124152477539854e-05,1.9550124501396272e-08,4.5221458835269784e-10,1.6588643429590508e-10,0.9999999998341131,4.584063681032146e-13,100.56329397413535,10766.447810594891,233.5521894051008
5.7,5939602.075645166,0.0009984327327457725,60454.92332316743,239311.8874490209,5999.999949815451,5.0143768525448884e-05,1.9454088568043384e-08,4.508427256470425e-10,1.6597939252444995e-10,0.9999999998340202,4.594028520680272e-13,100.56428391775644,10766.118998060685,233.88100193930634
5.71,5939508.767935022,0.0009988176732310965,60548.33103286249,239218.27315079063,5999.999949796023,5.016339149719292e-05,1.9358529507603665e-08,4.494740487486448e-10,1.6607159186817715e-10,0.999999999833928,4.604001045681128e-13,100.56527386127856,10765.790346996633,234.20965300335874
5.72,5939415.500345125,0.0009992027535103373,60641.69862230932,239124.69905992306,5999.9999497765875,5.018302139522959e-05,1.926344497946364e-08,4.4810855909761385e-10,1.661630345613542e-10,0.9999999998338366,4.613981261787888e-13,100.56626380470166,10765.461857304042,234.53814269594855
5.73,5939322.272855379,0.0009995879736344072,60735.02611160629,239031.16515627713,5999.999949757143,5.0202658222017396e-05,1.916883265591488e-08,4.4674625802049576e-10,1.6625372283781292e-10,0.9999999998337459,4.623969174757908e-13,100.56725374802579,10765.133528884302,234.8664711156886
5.74,5939229.085445696,0.0009999733336542378,60828.31352083937,238937.6714197242,5999.999949737691,5.0222301980015715e-05,1.9074690222004547e-08,4.453871467332906e-10,1.663436589307589e-10,0.999999999833656,4.633964790352724e-13,100.56824369125091,10764.805361638877,235.19463836111382
5.75,5939135.938096003,0.001000358833620779,60921.560870082176,238844.21783014797,5999.999949718232,5.0241952671684794e-05,1.8981015375385882e-08,4.440312263444671e-10,1.6643284507258135e-10,0.9999999998335667,4.643968114338056e-13,100.56923363437704,10764.47735546931,235.52264453068176
5.76,5939042.830786238,0.0010007444735849992,61014.76817939599,238750.80436744454,5999.999949698764,5.026161029948578e-05,1.888780582616874e-08,4.426784978579798e-10,1.6652128349466267e-10,0.9999999998334783,4.653979152483815e-13,100.57022357740418,10764.149510277219,235.8504897227725
5.7700000000000005,5938949.763496354,0.001001130253597886,61107.935468829775,238657.4310115223,5999.999949679288,5.028127486588068e-05,1.879505929677011e-08,4.4132896217628457e-10,1.666089764271881e-10,0.9999999998333906,4.663997910564108e-13,100.57121352033232,10763.821825964302,236.17817403568876
5.78,5938856.736206314,0.0010015161737104452,61201.06275842016,238564.09774230208,5999.999949659805,5.03009463733324e-05,1.870277352176466e-08,4.3998262010335503e-10,1.666959260989554e-10,0.9999999998333037,4.674024394357237e-13,100.57220346316147,10763.494302432335,236.50569756765603
5.79,5938763.748896091,0.001001902233973702,61294.15006819148,238470.80453971695,5999.999949640313,5.032062482430471e-05,1.861094624773521e-08,4.386394723476981e-10,1.6678213473718442e-10,0.9999999998332174,4.68405860964571e-13,100.57319340589163,10763.166939583169,236.8330604168229
5.8,5938670.801545676,0.0010022884344387,61387.1974181558,238377.5513837123,5999.999949620815,5.034031022126227e-05,1.8519575233123283e-08,4.3729951952537045e-10,1.668676045673269e-10,0.9999999998331319,4.694100562216241e-13,100.57418334852278,10762.83973731873,237.16026268126083
5.8100000000000005,5938577.894135068,0.0010026747751565013,61480.20482831295,238284.33825424584,5999.999949601307,5.036000256667062e-05,1.8428658248079618e-08,4.3596276216299433e-10,1.6695233781287595e-10,0.9999999998330472,4.704150257859758e-13,100.57517329105495,10762.512695541027,237.48730445896467
5.82,5938485.026644279,0.0010030612561781874,61573.17231865044,238191.16513128756,5999.999949581792,5.037970186299619e-05,1.833819307431471e-08,4.3462920070077406e-10,1.6703633669517583e-10,0.9999999998329633,4.714207702371399e-13,100.57616323348812,10762.185814152139,237.8141858478524
5.83,5938392.199053334,0.0010034478775548584,61666.099909143595,238098.03199481967,5999.99994956227,5.039940811270629e-05,1.82481775049493e-08,4.332988354955114e-10,1.6711960343323153e-10,0.99999999983288,4.724272901550532e-13,100.5771531758223,10761.859093054225,238.14090694576555
5.84,5938299.411342271,0.001003834639337633,61758.98761975552,238004.93882483666,5999.999949542739,5.0419121318269103e-05,1.8158609344364903e-08,4.3197166682362206e-10,1.6720214024351848e-10,0.9999999998327974,4.734345861200741e-13,100.57814311805748,10761.532532149522,238.46746785046923
5.8500000000000005,5938206.663491137,0.0010042215415776493,61851.835470437116,237911.8856013452,5999.9999495232005,5.043884148215372e-05,1.8069486408054338e-08,4.3064769488415157e-10,1.6728394933979214e-10,0.9999999998327156,4.744426587129846e-13,100.57913306019367,10761.20613134034,238.79386865965225
5.86,5938113.955479996,0.0010046085843260634,61944.64348112707,237818.87230436422,5999.9999495036545,5.04585686068301e-05,1.798080652247226e-08,4.2932691980179164e-10,1.673650329328977e-10,0.9999999998326345,4.754515085149895e-13,100.58012300223086,10760.879890529064,239.12010947092716
5.87,5938021.287288919,0.001004995767634051,62037.41167175192,237725.8989139249,5999.9999494841,5.047830269476909e-05,1.7892567524885652e-08,4.280093416298958e-10,1.6744539323057967e-10,0.9999999998325542,4.764611361077177e-13,100.58111294416906,10760.55380961816,239.44619038183055
5.88,5937928.658897992,0.0010053830915528065,62130.14006222605,237632.96541007046,5999.999949464538,5.049804374844244e-05,1.7804767263224357e-08,4.2669496035349566e-10,1.675250324372916e-10,0.9999999998324746,4.774715420732224e-13,100.58210288600827,10760.227888510168,239.77211148982303
5.89,5937836.070287314,0.0010057705561335429,62222.828672451695,237540.0717728564,5999.9999494449685,5.0517791770322765e-05,1.7717403595931613e-08,4.253837758923168e-10,1.6760395275400574e-10,0.9999999998323956,4.784827269939813e-13,100.58309282774849,10759.902127107702,240.09787289228947
5.9,5937743.521436995,0.0010061581614274927,62315.477522318964,237447.21798235032,5999.999949425391,5.0537546762883586e-05,1.763047439181454e-08,4.240757881037951e-10,1.6768215637802259e-10,0.9999999998323175,4.794946914528973e-13,100.5840827693897,10759.576525313452,240.4234746865391
5.91,5937651.012327155,0.001006545907485907,62408.08663170585,237354.404018632,5999.999949405805,5.05573087285993e-05,1.7543977529894717e-08,4.2277099678609275e-10,1.677596455027806e-10,0.99999999983224,4.805074360332989e-13,100.58507271093193,10759.251083030185,240.74891696980546
5.92,5937558.54293793,0.0010069337943600556,62500.656020478265,237261.6298617933,5999.9999493862115,5.057707766994521e-05,1.7457910899258637e-08,4.2146940168111406e-10,1.6783642231766597e-10,0.9999999998321631,4.815209613189403e-13,100.58606265237515,10758.925800160745,241.0741998392468
5.93,5937466.113249465,0.0010073218221012278,62593.18570849003,237168.8954919382,5999.99994936661,5.05968535893975e-05,1.7372272398908273e-08,4.2017100247752155e-10,1.67912489007822e-10,0.9999999998320871,4.825352678940023e-13,100.58705259371939,10758.600676608045,241.3993233919461
5.94,5937373.723241919,0.0010077099907607313,62685.675715582925,237076.20088918277,5999.999949347001,5.061663648943325e-05,1.7287059937611567e-08,4.1887579881375224e-10,1.67987847753959e-10,0.9999999998320117,4.83550356343093e-13,100.58804253496463,10758.275712275079,241.72428772491108
5.95,5937281.3728954615,0.0010080983003898935,62778.12606158664,236983.54603365518,5999.9999493273845,5.0636426372530416e-05,1.7202271433753004e-08,4.1758379028103363e-10,1.6806250073216386e-10,0.9999999998319371,4.845662272512468e-13,100.58903247611087,10757.950907064916,242.04909293507444
5.96,5937189.062190277,0.00100848675104006,62870.536766318866,236890.9309054956,5999.999949307759,5.065622324116787e-05,1.7117904815184062e-08,4.162949764263995e-10,1.681364501137096e-10,0.9999999998318632,4.855828812039267e-13,100.59002241715812,10757.626260880697,242.37373911929404
5.97,5937096.791106556,0.001008875342762596,62962.90784958526,236798.35548485626,5999.999949288127,5.067602709782537e-05,1.7033958019073778e-08,4.1500935675570633e-10,1.6820969806486528e-10,0.9999999998317899,4.866003187870234e-13,100.59101235810638,10757.301773625639,242.69822637435294
5.98,5937004.559624508,0.0010092640756088856,63055.2393311795,236705.8197519015,5999.9999492684865,5.069583794498355e-05,1.6950428991759254e-08,4.137269307366489e-10,1.682822467467053e-10,0.9999999998317173,4.876185405868567e-13,100.59200229895565,10756.97744520303,243.0225547969595
5.99,5936912.36772435,0.0010096529496303318,63147.53123088324,236613.32368680753,5999.999949248839,5.071565578512396e-05,1.6867315688596195e-08,4.1244769780177703e-10,1.6835409831491934e-10,0.9999999998316454,4.886375471901745e-13,100.59299223970592,10756.653275516244,243.34672448374758
