t,O2,O2_radical,NADH,NAD,NAD_radical,NAD2,H2O2,Per3,Per2,coI,coII,coIII,Ar_radical,ArH
4.74,5.399326782024949e-06,1.2184729145883885e-08,1.0980880624305689e-06,0.0005582314096600448,1.403155362172239e-10,1.20030980985016e-07,-4.032566043541181e-09,6.158048288472528e-08,5.762006838318439e-11,6.359308520948785e-11,2.910536423256409e-09,1.3313777757164014e-06,2.9293647002999262e-08,0.0002999707063529971
4.75,5.399593255528703e-06,1.2151042517322733e-08,1.0986478976698527e-06,0.000558231650450904,1.396487623902282e-10,1.2003100132267662e-07,-4.01848929307833e-09,6.15529372358596e-08,5.748665683816924e-11,6.303243615381435e-11,2.8875703198722965e-09,1.3314289815293584e-06,2.914417130475151e-08,0.00029997085582869534
4.76,5.39986025363421e-06,1.2117349122614581e-08,1.0992087796511032e-06,0.0005582318901939825,1.3898323506063087e-10,1.2003102155648193e-07,-4.0043377780549504e-09,6.152530611178703e-08,5.735321782632213e-11,6.247425803800204e-11,2.864713592894229e-09,1.3314801609976417e-06,2.8995108251359218e-08,0.00029997100489174874
4.7700000000000005,5.4001277763414705e-06,1.2083648961759429e-08,1.0997707083743205e-06,0.0005582321288892802,1.3831895422843195e-10,1.2003104168643184e-07,-3.9901114984710415e-09,6.149758951250759e-08,5.7219751347643056e-11,6.191855086205087e-11,2.8419662423222046e-09,1.3315313141212512e-06,2.8846457842822375e-08,0.0002999711535421573
4.78,5.400395823650483e-06,1.204994203475728e-08,1.1003336838395045e-06,0.0005582323665367971,1.376559198936315e-10,1.2003106171252637e-07,-3.9758104543266065e-09,6.146978743802128e-08,5.708625740213204e-11,6.136531462596093e-11,2.819328268156227e-09,1.3315824409001867e-06,2.8698220079141002e-08,0.00029997130177992094
4.79,5.400664395561248e-06,1.2016228341608136e-08,1.1008977060466553e-06,0.0005582326031365333,1.3699413205622945e-10,1.2003108163476556e-07,-3.961434645621644e-09,6.14418998883281e-08,5.695273598978908e-11,6.081454932973217e-11,2.796799670396295e-09,1.3316335413344485e-06,2.8550394960315088e-08,0.0002999714496050398
4.8,5.400933492073766e-06,1.1982507882311992e-08,1.1014627749957726e-06,0.0005582328386884888,1.3633359071622586e-10,1.2003110145314939e-07,-3.946984072356154e-09,6.141392686342804e-08,5.6819187110614165e-11,6.02662549733646e-11,2.774380449042408e-09,1.3316846154240366e-06,2.8402982486344633e-08,0.0002999715970175138
4.8100000000000005,5.401203113188037e-06,1.1948780656868845e-08,1.1020288906868569e-06,0.0005582330731926634,1.3567429587362064e-10,1.2003112116767784e-07,-3.932458734530134e-09,6.138586836332111e-08,5.668561076460728e-11,5.972043155685817e-11,2.752070604094564e-09,1.3317356631689507e-06,2.8255982657229625e-08,0.00029997174401734286
4.82,5.4014732589040595e-06,1.1915046665278706e-08,1.1025960531199077e-06,0.0005582333066490574,1.350162475284139e-10,1.200311407783509e-07,-3.917858632143588e-09,6.135772438800731e-08,5.655200695176846e-11,5.917707908021295e-11,2.7298701355527677e-09,1.331786684569191e-06,2.8109395472970093e-08,0.00029997189060452714
4.83,5.401743929221835e-06,1.1881305907541567e-08,1.1031642622949253e-06,0.0005582335390576706,1.3435944568060558e-10,1.2003116028516865e-07,-3.903183765196514e-09,6.132949493748663e-08,5.641837567209768e-11,5.863619754342894e-11,2.7077790434170155e-09,1.3318376796247574e-06,2.7963220933566013e-08,0.0002999720367790665
4.84,5.402015124141364e-06,1.1847558383657432e-08,1.1037335182119096e-06,0.000558233770418503,1.3370389033019569e-10,1.2003117968813098e-07,-3.888434133688912e-09,6.130118001175907e-08,5.628471692559495e-11,5.809778694650611e-11,2.685797327687309e-09,1.3318886483356502e-06,2.78174590390174e-08,0.0002999721825409611
4.8500000000000005,5.402286843662645e-06,1.1813804093626293e-08,1.1043038208708607e-06,0.0005582340007315546,1.3304958147718416e-10,1.2003119898723797e-07,-3.8736097376207815e-09,6.127277961082464e-08,5.6151030712260256e-11,5.756184728944441e-11,2.663924988363646e-09,1.331939590701869e-06,2.7672109789324225e-08,0.00029997232789021077
4.86,5.402559087785679e-06,1.1780043037448161e-08,1.1048751702717783e-06,0.0005582342299968255,1.3239651912157114e-10,1.200312181824896e-07,-3.858710576992124e-09,6.124429373468335e-08,5.6017317032093625e-11,5.702837857224395e-11,2.642162025446029e-09,1.331990506723414e-06,2.7527173184486527e-08,0.0002999724728268156
4.87,5.402831856510465e-06,1.174627521512303e-08,1.1054475664146629e-06,0.0005582344582143157,1.3174470326335653e-10,1.2003123727388586e-07,-3.8437366518029386e-09,6.121572238333518e-08,5.588357588509504e-11,5.649738079490467e-11,2.620508438934458e-09,1.3320413964002853e-06,2.7382649224504288e-08,0.0002999726173507756
4.88,5.403105149837004e-06,1.1712500626650902e-08,1.106021009299514e-06,0.000558234685384025,1.3109413390254037e-10,1.2003125626142674e-07,-3.828687962053226e-09,6.118706555678013e-08,5.57498072712645e-11,5.596885395742658e-11,2.598964228828932e-09,1.3320922597324824e-06,2.7238537909377508e-08,0.0002999727614620907
4.89,5.403378967765295e-06,1.1678719272031774e-08,1.1065954989263319e-06,0.0005582349115059537,1.3044481103912258e-10,1.2003127514511227e-07,-3.813564507742984e-09,6.115832325501821e-08,5.5616011190601996e-11,5.544279805980966e-11,2.577529395129451e-09,1.332143096720006e-06,2.7094839239106188e-08,0.000299972905160761
4.9,5.40365331029534e-06,1.1644931151265646e-08,1.1071710352951167e-06,0.0005582351365801016,1.297967346731032e-10,1.2003129392494243e-07,-3.798366288872214e-09,6.112949547804942e-08,5.548218764310754e-11,5.4919213102053893e-11,2.5562039378360133e-09,1.3321939073628557e-06,2.695155321369031e-08,0.0002999730484467864
4.91,5.403928177427137e-06,1.1611136264352522e-08,1.107747618405868e-06,0.0005582353606064688,1.2914990480448232e-10,1.2003131260091722e-07,-3.783093305440918e-09,6.110058222587375e-08,5.534833662878114e-11,5.4398099084159354e-11,2.5349878569486223e-09,1.3322446916610317e-06,2.680867983312991e-08,0.000299973191320167
4.92,5.404203569160687e-06,1.1577334611292401e-08,1.1083252482585862e-06,0.0005582355835850552,1.2850432143325984e-10,1.2003133117303664e-07,-3.767745557449094e-09,6.107158349849121e-08,5.521445814762279e-11,5.3879456006126004e-11,2.513881152467277e-09,1.3322954496145337e-06,2.666621909742497e-08,0.0002999733337809027
4.93,5.404479485495988e-06,1.1543526192085281e-08,1.1089039248532708e-06,0.0005582358055158609,1.278599845594358e-10,1.200313496413007e-07,-3.752323044896741e-09,6.104249929590181e-08,5.508055219963249e-11,5.336328386795383e-11,2.4928838243919765e-09,1.3323461812233618e-06,2.6524171006575482e-08,0.00029997347582899354
4.94,5.404755926433044e-06,1.1509711006731161e-08,1.1094836481899225e-06,0.0005582360263988857,1.272168941830101e-10,1.200313680057094e-07,-3.736825767783861e-09,6.101332961810552e-08,5.494661878481022e-11,5.2849582669642793e-11,2.4719958727227193e-09,1.3323968864875162e-06,2.6382535560581445e-08,0.00029997361746443953
4.95,5.405032891971851e-06,1.1475889055230045e-08,1.1100644182685406e-06,0.0005582362462341298,1.265750503039829e-10,1.2003138626626274e-07,-3.721253726110453e-09,6.098407446510235e-08,5.4812657903156006e-11,5.2338352411193e-11,2.451217297459509e-09,1.3324475654069968e-06,2.6241312759442878e-08,0.00029997375868724067
4.96,5.405310382112411e-06,1.144206033758193e-08,1.1106462350891258e-06,0.0005582364650215932,1.2593445292235414e-10,1.200314044229607e-07,-3.705606919876517e-09,6.095473383689232e-08,5.467866955466984e-11,5.1829593092604377e-11,2.430548098602344e-09,1.3324982179818035e-06,2.6100502603159774e-08,0.00029997389949739696
4.97,5.405588396854723e-06,1.1408224853786818e-08,1.1112290986516774e-06,0.0005582366827612758,1.252951020381238e-10,1.2003142247580328e-07,-3.689885349082054e-09,6.092530773347542e-08,5.454465373935173e-11,5.1323304713876945e-11,2.409988276151224e-09,1.3325488442119364e-06,2.5960105091732126e-08,0.0002999740398949084
4.98,5.405866936198789e-06,1.1374382603844705e-08,1.1118130089561959e-06,0.0005582368994531777,1.2465699765129183e-10,1.2003144042479052e-07,-3.6740890137270616e-09,6.089579615485163e-08,5.4410610457201646e-11,5.081948727501065e-11,2.3895378301061468e-09,1.3325994440973955e-06,2.5820120225159927e-08,0.0002999741798797749
4.99,5.406146000144607e-06,1.1340533587755597e-08,1.112397966002681e-06,0.0005582371150972988,1.2402013976185835e-10,1.200314582699224e-07,-3.658217913811543e-09,6.086619910102098e-08,5.427653970821963e-11,5.0318140776005584e-11,2.3691967604671173e-09,1.3326500176381807e-06,2.56805480034432e-08,0.00029997431945199665
5.0,5.406425588692177e-06,1.130667780551949e-08,1.1129839697911327e-06,0.0005582373296936392,1.2338452836982327e-10,1.200314760111989e-07,-3.642272049335496e-09,6.083651657198345e-08,5.414244149240565e-11,4.9819265216861706e-11,2.3489650672341324e-09,1.3327005648342922e-06,2.5541388426581927e-08,0.0002999744586115735
5.01,5.406705701841501e-06,1.1272815257136384e-08,1.1135710203215514e-06,0.0005582375432421988,1.2275016347518666e-10,1.2003149364862002e-07,-3.6262514202989217e-09,6.080674856773906e-08,5.400831580975973e-11,4.932286059757902e-11,2.328842750407193e-09,1.3327510856857296e-06,2.540264149457612e-08,0.00029997459735850554
5.0200000000000005,5.406986339592577e-06,1.123894594260628e-08,1.1141591175939366e-06,0.0005582377557429777,1.221170450779484e-10,1.200315111821858e-07,-3.610156026701818e-09,6.077689508828778e-08,5.3874162660281837e-11,4.8828926918157466e-11,2.308829809986297e-09,1.3328015801924935e-06,2.5264307207425755e-08,0.00029997473569279265
5.03,5.407267501945405e-06,1.1205069861929179e-08,1.1147482616082888e-06,0.0005582379671959757,1.2148517317810862e-10,1.2003152861189619e-07,-3.5939858685441877e-09,6.074695613362963e-08,5.3739982043972006e-11,4.833746417859714e-11,2.2889262459714475e-09,1.3328520483545833e-06,2.5126385565130863e-08,0.00029997487361443497
5.04,5.4075491888999865e-06,1.1171187015105079e-08,1.1153384523646075e-06,0.000558238177601193,1.2085454777566726e-10,1.2003154593775122e-07,-3.5777409458260297e-09,6.07169317037646e-08,5.360577396083022e-11,4.7848472378897994e-11,2.269132058362643e-09,1.3329024901719995e-06,2.498887656769143e-08,0.00029997501112343243
5.05,5.40783140045632e-06,1.1137297402133982e-08,1.115929689862893e-06,0.0005582383869586297,1.2022516887062433e-10,1.200315631597509e-07,-3.561421258547344e-09,6.068682179869272e-08,5.347153841085648e-11,4.736195151906005e-11,2.2494472471598843e-09,1.3329529056447417e-06,2.4851780215107457e-08,0.000299975148219785
5.0600000000000005,5.408114136614407e-06,1.1103401023015883e-08,1.1165219741031452e-06,0.0005582385952682856,1.195970364629798e-10,1.2003158027789522e-07,-3.5450268067081295e-09,6.065662641841395e-08,5.333727539405078e-11,4.6877901599083226e-11,2.2298718123631684e-09,1.3330032947728103e-06,2.4715096507378933e-08,0.00029997528490349274
5.07,5.408397397374246e-06,1.1069497877750788e-08,1.117115305085364e-06,0.0005582388025301607,1.189701505527337e-10,1.2003159729218414e-07,-3.5285575903083877e-09,6.06263455629283e-08,5.320298491041313e-11,4.6396322618967645e-11,2.2104057539724996e-09,1.3330536575562047e-06,2.4578825444505876e-08,0.0002999754211745556
5.08,5.408681182735838e-06,1.1035587966338697e-08,1.1177096828095497e-06,0.000558239008744255,1.1834451113988607e-10,1.2003161420261772e-07,-3.5120136093481183e-09,6.059597923223579e-08,5.3068666959943537e-11,4.591721457871324e-11,2.191049071987876e-09,1.3331039939949257e-06,2.444296702648828e-08,0.00029997555703297363
5.09,5.408965492699182e-06,1.1001671288779607e-08,1.118305107275702e-06,0.0005582392139105685,1.1772011822443686e-10,1.2003163100919593e-07,-3.4953948638273217e-09,6.05655274263364e-08,5.293432154264199e-11,4.5440577478320023e-11,2.171801766409297e-09,1.3331543040889726e-06,2.4307521253326145e-08,0.0002999756924787468
5.1000000000000005,5.409250327264279e-06,1.0967747845073517e-08,1.1189015784838212e-06,0.0005582394180291013,1.17096971806386e-10,1.2003164771191877e-07,-3.4787013537459958e-09,6.053499014523013e-08,5.279994865850848e-11,4.4966411317787944e-11,2.1526638372367623e-09,1.3332045878383458e-06,2.4172488125019455e-08,0.00029997582751187506
5.11,5.4095356864311284e-06,1.093381763522043e-08,1.119499096433907e-06,0.0005582396210998535,1.1647507188573363e-10,1.2003166431078623e-07,-3.461933079104143e-09,6.050436738891701e-08,5.266554830754302e-11,4.449471609711709e-11,2.1336352844702736e-09,1.333254845243045e-06,2.403786764156824e-08,0.00029997596213235855
5.12,5.409821570199731e-06,1.0899880659220345e-08,1.1200976611259595e-06,0.0005582398231228248,1.158544184624797e-10,1.2003168080579835e-07,-3.4450900399017627e-09,6.0473659157397e-08,5.253112048974561e-11,4.402549181630744e-11,2.114716108109831e-09,1.3333050763030705e-06,2.3903659802972478e-08,0.00029997609634019713
5.13,5.410107978570085e-06,1.0865936917073262e-08,1.1206972725599787e-06,0.0005582400240980154,1.152350115366242e-10,1.2003169719695508e-07,-3.4281722361388543e-09,6.044286545067011e-08,5.2396665205116256e-11,4.355873847535897e-11,2.0959063081554323e-09,1.3333552810184222e-06,2.376986460923218e-08,0.00029997623013539086
5.14,5.410394911542193e-06,1.0831986408779182e-08,1.1212979307359646e-06,0.0005582402240254252,1.1461685110816711e-10,1.2003171348425646e-07,-3.4111796678154183e-09,6.041198626873636e-08,5.2262182453654937e-11,4.309445607427167e-11,2.0772058846070796e-09,1.3334054593891e-06,2.3636482060347338e-08,0.00029997636351793974
5.15,5.410682369116053e-06,1.07980291343381e-08,1.1218996356539173e-06,0.0005582404229050542,1.1399993717710839e-10,1.200317296677025e-07,-3.3941123349314533e-09,6.038102161159572e-08,5.212767223536166e-11,4.2632644613045524e-11,2.05861483746477e-09,1.333455611415104e-06,2.3503512156317945e-08,0.00029997649648784376
5.16,5.4109703512916666e-06,1.0764065093750022e-08,1.1225023873138369e-06,0.0005582406207369025,1.1338426974344817e-10,1.2003174574729312e-07,-3.3769702374869616e-09,6.034997147924822e-08,5.199313455023644e-11,4.217330409168059e-11,2.0401331667285072e-09,1.3335057370964343e-06,2.3370954897144022e-08,0.000299976629045103
5.17,5.411258858069032e-06,1.0730094287014948e-08,1.123106185715723e-06,0.0005582408175209701,1.1276984880718636e-10,1.2003176172302841e-07,-3.3597533754819423e-09,6.031883587169384e-08,5.185856939827927e-11,4.171643451017685e-11,2.0217608723982892e-09,1.3335558364330906e-06,2.3238810282825558e-08,0.0002999767611897173
5.18,5.41154788944815e-06,1.0696116714132875e-08,1.1237110308595757e-06,0.0005582410132572568,1.1215667436832299e-10,1.200317775949083e-07,-3.3424617489163953e-09,6.02876147889326e-08,5.1723976779490146e-11,4.12620358685343e-11,2.0034979544741167e-09,1.333605909425073e-06,2.310707831336256e-08,0.00029997689292168676
5.19,5.41183744542902e-06,1.06621323751038e-08,1.1243169227453953e-06,0.0005582412079457629,1.1154474642685798e-10,1.2003179336293285e-07,-3.325095357790318e-09,6.025630823096447e-08,5.158935669386906e-11,4.081010816675289e-11,1.985344412955988e-09,1.3336559560723817e-06,2.2975758988755002e-08,0.00029997702424101137
5.2,5.412127526011644e-06,1.0628141269927731e-08,1.1249238613731816e-06,0.0005582414015864881,1.1093406498279146e-10,1.2003180902710206e-07,-3.307654202103716e-09,6.022491619778947e-08,5.145470914141603e-11,4.036065140483271e-11,1.9673002478439054e-09,1.3337059763750165e-06,2.2844852309002916e-08,0.0002999771551476911
5.21,5.41241813119602e-06,1.0594143398604662e-08,1.1255318467429347e-06,0.0005582415941794328,1.1032463003612336e-10,1.2003182458741586e-07,-3.290138281856585e-09,6.019343868940761e-08,5.1320034122131043e-11,3.99136655827737e-11,1.949365459137868e-09,1.3337559703329775e-06,2.271435827410629e-08,0.000299977285641726
5.22,5.412709260982148e-06,1.0560138761134596e-08,1.1261408788546543e-06,0.0005582417857245965,1.097164415868537e-10,1.2003184004387432e-07,-3.2725475970489268e-09,6.016187570581886e-08,5.118533163601411e-11,3.946915070057589e-11,1.9315400468378764e-09,1.3338059379462649e-06,2.2584276884065126e-08,0.000299977415723116
5.23,5.41300091537003e-06,1.052612735751753e-08,1.1267509577083409e-06,0.0005582419762219796,1.091094996349824e-10,1.200318553964774e-07,-3.2548821476807387e-09,6.013022724702324e-08,5.105060168306521e-11,3.902710675823922e-11,1.913824010943928e-09,1.3338558792148783e-06,2.245460813887941e-08,0.0002999775453918612
5.24,5.413293094359664e-06,1.0492109187753468e-08,1.127362083303994e-06,0.0005582421656715818,1.0850380418050959e-10,1.2003187064522513e-07,-3.2371419337520246e-09,6.009849331302075e-08,5.0915844263284366e-11,3.8587533755763774e-11,1.896217351456026e-09,1.3339057941388178e-06,2.232535203854916e-08,0.00029997767464796156
5.25,5.4135857979510505e-06,1.0458084251842407e-08,1.1279742556416138e-06,0.0005582423540734033,1.0789935522343519e-10,1.2003188579011747e-07,-3.219326955262783e-09,6.006667390381139e-08,5.078105937667157e-11,3.81504316931495e-11,1.878720068374169e-09,1.3339556827180834e-06,2.219650858307437e-08,0.000299977803491417
5.26,5.4138790261441895e-06,1.0424052549784348e-08,1.1285874747212005e-06,0.0005582425414274441,1.0729615276375924e-10,1.2003190083115445e-07,-3.201437212213013e-09,6.003476901939515e-08,5.064624702322683e-11,3.771580057039643e-11,1.8613321616983576e-09,1.3340055449526754e-06,2.2068077772455042e-08,0.00029997793192222764
5.2700000000000005,5.414172778939082e-06,1.0390014081579289e-08,1.1292017405427538e-06,0.0005582427277337042,1.0669419680148165e-10,1.2003191576833608e-07,-3.183472704602714e-09,6.000277865977203e-08,5.0511407202950114e-11,3.72836403875045e-11,1.8440536314285896e-09,1.3340553808425934e-06,2.194005960669116e-08,0.0002999780599403934
5.28,5.414467056335726e-06,1.0355968847227234e-08,1.129817053106274e-06,0.0005582429129921834,1.0609348733660253e-10,1.2003193060166234e-07,-3.1654334324318887e-09,5.997070282494204e-08,5.037653991584146e-11,3.685395114447379e-11,1.8268844775648683e-09,1.3341051903878378e-06,2.181245408578275e-08,0.0002999781875459143
5.29,5.414761858334123e-06,1.032191684672818e-08,1.1304334124117608e-06,0.0005582430972028819,1.0549402436912186e-10,1.2003194533113322e-07,-3.147319395700536e-09,5.99385415149052e-08,5.0241645161900855e-11,3.642673284130427e-11,1.809824700107192e-09,1.334154973588408e-06,2.1685261209729797e-08,0.0002999783147387904
5.3,5.415057184934273e-06,1.028785808008213e-08,1.1310508184592142e-06,0.0005582432803657996,1.0489580789903961e-10,1.2003195995674874e-07,-3.129130594408655e-09,5.990629472966146e-08,5.01067229411283e-11,3.600198547799593e-11,1.7928742990555611e-09,1.3342047304443046e-06,2.1558480978532305e-08,0.00029997844151902155
5.3100000000000005,5.415353036136175e-06,1.0253792547289077e-08,1.1316692712486346e-06,0.0005582434624809366,1.0429883792635573e-10,1.200319744785089e-07,-3.1108670285562446e-09,5.987396246921085e-08,4.9971773253523774e-11,3.557970905454874e-11,1.7760332744099732e-09,1.3342544609555275e-06,2.143211339219026e-08,0.0002999785678866079
5.32,5.41564941193983e-06,1.021972024834903e-08,1.1322887707800215e-06,0.0005582436435482929,1.0370311445107033e-10,1.200319888964137e-07,-3.092528698143308e-09,5.984154473355338e-08,4.983679609908731e-11,3.515990357096276e-11,1.7593016261704325e-09,1.3343041651220763e-06,2.1306158450703687e-08,0.0002999786938415494
5.33,5.4159463123452375e-06,1.0185641183261985e-08,1.1329093170533752e-06,0.0005582438235678683,1.0310863747318336e-10,1.2003200321046313e-07,-3.074115603169844e-09,5.980904152268902e-08,4.97017914778189e-11,3.474256902723798e-11,1.7426793543369367e-09,1.3343538429439515e-06,2.1180616154072573e-08,0.00029997881938384605
5.34,5.416243737352398e-06,1.0151555352027941e-08,1.1335309100686956e-06,0.0005582440025396631,1.0251540699269481e-10,1.200320174206572e-07,-3.0556277436358517e-09,5.97764528366178e-08,4.9566759389718526e-11,3.432770542337438e-11,1.726166458909486e-09,1.3344034944211529e-06,2.1055486502296915e-08,0.0002999789445134978
5.3500000000000005,5.416541686961311e-06,1.0117462754646896e-08,1.1341535498259827e-06,0.0005582441804636772,1.0192342300960464e-10,1.2003203152699587e-07,-3.03706511954133e-09,5.97437786753397e-08,4.943169983478619e-11,3.391531275937193e-11,1.7097629398880791e-09,1.3344531195536802e-06,2.0930769495376707e-08,0.0002999790692305047
5.36,5.416840161171976e-06,1.0083363391118856e-08,1.1347772363252364e-06,0.0005582443573399103,1.0133268552391294e-10,1.2003204552947921e-07,-3.0184277308862826e-09,5.971101903885473e-08,4.929661281302192e-11,3.35053910352307e-11,1.6934687972727187e-09,1.3345027183415339e-06,2.080646513331197e-08,0.0002999791935348668
5.37,5.417139159984395e-06,1.0049257261443818e-08,1.1354019695664571e-06,0.0005582445331683628,1.0074319453561968e-10,1.2003205942810718e-07,-2.9997155776707068e-09,5.967817392716288e-08,4.916149832442569e-11,3.309794025095064e-11,1.6772840310634033e-09,1.3345522907847136e-06,2.0682573416102692e-08,0.000299979317426584
5.38,5.417438683398565e-06,1.0015144365621782e-08,1.1360277495496443e-06,0.0005582447079490345,1.0015495004472484e-10,1.2003207322287978e-07,-2.9809286598946037e-09,5.964524334026416e-08,4.902635636899751e-11,3.269296040653179e-11,1.6612086412601334e-09,1.3346018368832197e-06,2.0559094343748875e-08,0.00029997944090565635
5.39,5.417738731414489e-06,9.981024703652747e-09,1.1366545762747983e-06,0.0005582448816819256,9.956795205122843e-11,1.20032086913797e-07,-2.9620669775579722e-09,5.961222727815856e-08,4.889118694673738e-11,3.229045150197411e-11,1.6452426278629083e-09,1.3346513566370518e-06,2.0436027916250515e-08,0.00029997956397208385
5.4,5.418039304032165e-06,9.946898275536711e-09,1.137282449741919e-06,0.0005582450543670358,9.89822005551304e-11,1.2003210050085886e-07,-2.9431305306608123e-09,5.9579125740846095e-08,4.875599005764528e-11,3.189041353727758e-11,1.629385990871727e-09,1.3347008500462101e-06,2.0313374133607607e-08,0.0002999796866258665
5.41,5.418340401251594e-06,9.91276508127368e-09,1.1379113699510064e-06,0.0005582452260043653,9.839769555643084e-11,1.2003211398406537e-07,-2.924119319203125e-09,5.9545938728326755e-08,4.862076570172124e-11,3.149284651244228e-11,1.6136387302865922e-09,1.3347503171106945e-06,2.0191132995820165e-08,0.00029997980886700427
5.42,5.418642023072775e-06,9.878625120863652e-09,1.1385413369020607e-06,0.0005582453965939139,9.781443705512969e-11,1.200321273634165e-07,-2.9050333431849103e-09,5.951266624060054e-08,4.8485513878965247e-11,3.1097750427468156e-11,1.5980008461075024e-09,1.3347997578305052e-06,2.0069304502888183e-08,0.0002999799306954972
5.43,5.4189441694957094e-06,9.844478394306626e-09,1.1391723505950814e-06,0.0005582455661356819,9.723242505122699e-11,1.2003214063891227e-07,-2.8858726026061683e-09,5.947930827766745e-08,4.835023458937731e-11,3.0705125282355213e-11,1.5824723383344579e-09,1.334849172205642e-06,1.994788865481166e-08,0.0002999800521113453
5.44,5.419246840520396e-06,9.810324901602597e-09,1.1398044110300691e-06,0.0005582457346296691,9.665165954472267e-11,1.2003215381055267e-07,-2.8666370974668965e-09,5.944586483952749e-08,4.82149278329574e-11,3.031497107710343e-11,1.567053206967457e-09,1.3348985602361051e-06,1.9826885451590586e-08,0.0002999801731145485
5.45,5.419550036146835e-06,9.776164642751573e-09,1.1404375182070234e-06,0.0005582459020758756,9.607214053561682e-11,1.200321668783377e-07,-2.847326827767099e-09,5.941233592618065e-08,4.8079593609705544e-11,2.9927287811712857e-11,1.5517434520065027e-09,1.3349479219218944e-06,1.970629489322498e-08,0.0002999802937051069
5.46,5.419853756375027e-06,9.741997617753552e-09,1.1410716721259446e-06,0.0005582460684743013,9.549386802390939e-11,1.2003217984226737e-07,-2.8279417935067726e-09,5.9378721537626945e-08,4.794423191962174e-11,2.954207548618347e-11,1.5365430734515935e-09,1.3349972572630097e-06,1.9586116979714836e-08,0.0002999804138830204
5.47,5.420158001204972e-06,9.707823826608533e-09,1.1417068727868324e-06,0.0005582462338249461,9.491684200960039e-11,1.2003219270234167e-07,-2.808481994685919e-09,5.934502167386637e-08,4.7808842762705985e-11,2.9159334100515275e-11,1.5214520713027295e-09,1.3350465662594511e-06,1.946635171106015e-08,0.00029998053364828906
5.48,5.420462770636669e-06,9.673643269316511e-09,1.1423431201896869e-06,0.0005582463981278104,9.434106249268978e-11,1.200322054585606e-07,-2.788947431304536e-09,5.931123633489891e-08,4.767342613895827e-11,2.8779063654708222e-11,1.506470445559909e-09,1.3350958489112189e-06,1.9346999087260915e-08,0.0002999806530009128
5.49,5.420768064670118e-06,9.639455945877496e-09,1.142980414334508e-06,0.0005582465613828938,9.376652947317763e-11,1.2003221811092417e-07,-2.7693381033626266e-09,5.9277365520724584e-08,4.7537982048378605e-11,2.8401264148762394e-11,1.4915981962231352e-09,1.3351451052183128e-06,1.9228059108317148e-08,0.0002999807719408918
5.5,5.421073883305321e-06,9.605261856291482e-09,1.143618755221296e-06,0.0005582467235901965,9.319324295106391e-11,1.200322306594324e-07,-2.74965401086019e-09,5.924340923134338e-08,4.740251049096699e-11,2.8025935582677748e-11,1.4768353232924066e-09,1.3351943351807327e-06,1.910953177422884e-08,0.0002999808904682259
5.51,5.421380226542276e-06,9.571061000558469e-09,1.1442581428500505e-06,0.0005582468847497185,9.262120292634863e-11,1.2003224310408524e-07,-2.7298951537972247e-09,5.920936746675531e-08,4.726701146672343e-11,2.7653077956454284e-11,1.4621818267677228e-09,1.335243538798479e-06,1.899141708499599e-08,0.0002999810085829151
5.5200000000000005,5.421687094380984e-06,9.536853378678456e-09,1.144898577220772e-06,0.0005582470448614596,9.205040939903171e-11,1.200322554448827e-07,-2.7100615321737306e-09,5.9175240226960357e-08,4.7131484975647894e-11,2.7282691270091974e-11,1.447637706649083e-09,1.3352927160715514e-06,1.887371504061859e-08,0.0002999811262849595
5.53,5.4219944868214445e-06,9.502638990651448e-09,1.14554005833346e-06,0.0005582472039254201,9.148086236911328e-11,1.2003226768182482e-07,-2.69015314598971e-09,5.914102751195853e-08,4.699593101774042e-11,2.6914775523590882e-11,1.4332029629364894e-09,1.33534186699995e-06,1.875642564109666e-08,0.000299981243574359
5.54,5.422302403863658e-06,9.46841783647744e-09,1.1461825861881149e-06,0.0005582473619415997,9.091256183659328e-11,1.2003227981491156e-07,-2.670169995245162e-09,5.9106729321749837e-08,4.6860349593000994e-11,2.6549330716950976e-11,1.4188775956299414e-09,1.3353909915836745e-06,1.8639548886430192e-08,0.00029998136045111367
5.55,5.422610845507623e-06,9.434189916156437e-09,1.1468261607847364e-06,0.0005582475189099986,9.034550780147169e-11,1.2003229184414292e-07,-2.650112079940086e-09,5.907234565633427e-08,4.672474070142962e-11,2.6186356850172255e-11,1.4046616047294383e-09,1.3354400898227254e-06,1.852308477661918e-08,0.00029998147691522346
5.5600000000000005,5.422919811753341e-06,9.39995522968843e-09,1.1474707821233247e-06,0.0005582476748306167,8.977970026374848e-11,1.2003230376951894e-07,-2.6299794000744804e-09,5.9037876515711824e-08,4.658910434302628e-11,2.582585392325468e-11,1.3905549902349789e-09,1.3354891617171025e-06,1.8407033311663617e-08,0.00029998159296668845
5.57,5.423229302600812e-06,9.36571377707343e-09,1.1481164502038798e-06,0.0005582478297034542,8.921513922342375e-11,1.2003231559103958e-07,-2.6097719556483486e-09,5.9003321899882505e-08,4.645344051779099e-11,2.546782193619833e-11,1.3765577521465661e-09,1.3355382072668058e-06,1.8291394491563522e-08,0.0002999817086055085
5.58,5.4235393180500354e-06,9.33146555831143e-09,1.1487631650264014e-06,0.0005582479835285108,8.865182468049745e-11,1.2003232730870486e-07,-2.589489746661689e-09,5.896868180884632e-08,4.6317749225723754e-11,2.5112260889003158e-11,1.3626698904641982e-09,1.3355872264718353e-06,1.817616831631889e-08,0.0002999818238316838
