t,volumeCa_i,volumeCa_er,volume_iIP3,PIP2,ATP_e,O,I1,I2
3.65,75.83263645319275,1199.731336405234,-1.7740659544138904e-74,1.0,0.0,1.753467127684698e-81,3.432658324708394e-82,9.414698218101098e-41
3.66,75.83263385706766,1199.7313196672178,-1.8245419990516233e-74,1.0,0.0,1.8033570895493414e-81,3.410839736217134e-82,9.412815468432408e-41
3.67,75.83263126101716,1199.7313029296824,-1.875881170880367e-74,1.0,0.0,1.8541001567354651e-81,3.3890636279211836e-82,9.410933095261708e-41
3.68,75.83262866504126,1199.731286192628,-1.9280894702959128e-74,1.0,0.0,1.9057022599675571e-81,3.367329040502996e-82,9.409051098512433e-41
3.69,75.83262606913996,1199.7312694560544,-1.9811728976940423e-74,1.0,0.0,1.958169329970097e-81,3.3456350146450285e-82,9.407169478108022e-41
3.7,75.83262347331325,1199.7312527199617,-2.0351374534705453e-74,1.0,0.0,2.0115072974675727e-81,3.3239805910297334e-82,9.405288233971912e-41
3.71,75.83262087756113,1199.73123598435,-2.0899891380212044e-74,1.0,0.0,2.0657220931844634e-81,3.302364810339567e-82,9.403407366027543e-41
3.72,75.8326182818836,1199.731219249219,-2.1457339517418107e-74,1.0,0.0,2.120819647845258e-81,3.280786713256982e-82,9.401526874198353e-41
3.73,75.83261568628066,1199.731202514569,-2.2023778950281456e-74,1.0,0.0,2.1768058921744356e-81,3.2592453404644363e-82,9.399646758407775e-41
3.74,75.8326130907523,1199.7311857804,-2.259926968276e-74,1.0,0.0,2.2336867568964857e-81,3.2377397326443816e-82,9.397767018579254e-41
3.75,75.83261049529854,1199.7311690467116,-2.318387171881155e-74,1.0,0.0,2.2914681727358855e-81,3.2162689304792745e-82,9.39588765463622e-41
3.7600000000000002,75.83260789991935,1199.731152313504,-2.3777645062394026e-74,1.0,0.0,2.350156070417124e-81,3.1948319746515676e-82,9.394008666502117e-41
3.77,75.83260530461475,1199.7311355807772,-2.4380649717465237e-74,1.0,0.0,2.409756380664682e-81,3.1734279058437184e-82,9.392130054100382e-41
3.7800000000000002,75.83260270938472,1199.7311188485312,-2.4992945687983093e-74,1.0,0.0,2.4702750342030465e-81,3.152055764738179e-82,9.39025181735445e-41
3.79,75.83260011422927,1199.7311021167661,-2.561459297790541e-74,1.0,0.0,2.5317179617566964e-81,3.130714592017406e-82,9.38837395618776e-41
3.8000000000000003,75.8325975191484,1199.7310853854817,-2.6245651591190102e-74,1.0,0.0,2.5940910940501216e-81,3.1094034283638525e-82,9.386496470523751e-41
3.81,75.8325949241421,1199.731068654678,-2.688618153179498e-74,1.0,0.0,2.6574003618078006e-81,3.088121314459975e-82,9.384619360285859e-41
3.8200000000000003,75.83259232921039,1199.731051924355,-2.7536242803677956e-74,1.0,0.0,2.7216516957542214e-81,3.0668672909882256e-82,9.382742625397525e-41
3.83,75.83258973435322,1199.7310351945127,-2.819589541079684e-74,1.0,0.0,2.7868510266138646e-81,3.045640398631062e-82,9.38086626578218e-41
3.84,75.83258713957063,1199.731018465151,-2.886519935710953e-74,1.0,0.0,2.8530042851112144e-81,3.024439678070937e-82,9.378990281363271e-41
3.85,75.83258454486263,1199.7310017362702,-2.9544214646573904e-74,1.0,0.0,2.9201174019707584e-81,3.003264169990305e-82,9.377114672064228e-41
3.86,75.83258195022917,1199.73098500787,-3.0233001283147778e-74,1.0,0.0,2.9881963079169747e-81,2.9821129150716227e-82,9.375239437808495e-41
3.87,75.83257935567028,1199.7309682799505,-3.0931619270789073e-74,1.0,0.0,3.0572469336743547e-81,2.960984953997342e-82,9.373364578519505e-41
3.88,75.83257676118595,1199.7309515525117,-3.164012861345558e-74,1.0,0.0,3.1272752099673736e-81,2.93987932744992e-82,9.371490094120698e-41
3.89,75.83257416677618,1199.7309348255533,-3.2358589315105236e-74,1.0,0.0,3.1982870675205223e-81,2.91879507611181e-82,9.36961598453551e-41
3.9,75.83257157244098,1199.7309180990756,-3.308706137969584e-74,1.0,0.0,3.2702884370582785e-81,2.897731240665468e-82,9.367742249687382e-41
3.91,75.83256897818032,1199.7309013730785,-3.382560481118531e-74,1.0,0.0,3.343285249305133e-81,2.8766868617933465e-82,9.36586888949975e-41
3.92,75.83256638399423,1199.730884647562,-3.4574279613531456e-74,1.0,0.0,3.4172834349855626e-81,2.8556609801779025e-82,9.363995903896051e-41
3.93,75.83256378988268,1199.7308679225262,-3.5333145790692197e-74,1.0,0.0,3.492288924824058e-81,2.834652636501589e-82,9.362123292799724e-41
3.94,75.83256119584568,1199.7308511979709,-3.610226334662533e-74,1.0,0.0,3.568307649545096e-81,2.8136608714468625e-82,9.360251056134208e-41
3.95,75.83255860188325,1199.730834473896,-3.688169228528879e-74,1.0,0.0,3.645345539873167e-81,2.7926847256961755e-82,9.358379193822937e-41
3.96,75.83255600799535,1199.7308177503016,-3.767149261064037e-74,1.0,0.0,3.7234085265327486e-81,2.7717232399319846e-82,9.356507705789352e-41
3.97,75.832553414182,1199.730801027188,-3.847172432663799e-74,1.0,0.0,3.8025025402483316e-81,2.750775454836743e-82,9.35463659195689e-41
3.98,75.8325508204432,1199.7307843045546,-3.928244743723948e-74,1.0,0.0,3.8826335117443925e-81,2.7298404110929066e-82,9.35276585224899e-41
3.99,75.83254822677894,1199.7307675824018,-4.0103721946402725e-74,1.0,0.0,3.9638073717454225e-81,2.7089171493829284e-82,9.350895486589086e-41
4.0,75.83254563318921,1199.7307508607296,-4.093560785808554e-74,1.0,0.0,4.046030050975898e-81,2.688004710389266e-82,9.34902549490062e-41
4.01,75.83254303967402,1199.7307341395376,-4.177816517624583e-74,1.0,0.0,4.1293074801603064e-81,2.6671021347943715e-82,9.347155877107028e-41
4.0200000000000005,75.83254044623338,1199.730717418826,-4.263145390484152e-74,1.0,0.0,4.2136455900231395e-81,2.6462084632806994e-82,9.345286633131748e-41
4.03,75.83253785286728,1199.7307006985952,-4.349553404783033e-74,1.0,0.0,4.299050311288866e-81,2.6253227365307066e-82,9.343417762898219e-41
4.04,75.83253525957569,1199.7306839788446,-4.43704656091702e-74,1.0,0.0,4.385527574681976e-81,2.604443995226847e-82,9.341549266329876e-41
4.05,75.83253266635865,1199.7306672595744,-4.525630859281898e-74,1.0,0.0,4.473083310926955e-81,2.5835712800515746e-82,9.339681143350158e-41
4.0600000000000005,75.83253007266214,1199.7306505365846,-1.611019198132278e-70,1.0,0.0,1.592305073117931e-77,-1.007189739373495e-79,9.337791143778468e-41
4.07,75.83252747960772,1199.730633818378,-1.5719487507645232e-70,1.0,0.0,1.5536884809292182e-77,-9.827093268276317e-80,9.3359243134542e-41
4.08,75.83252488662761,1199.7306171006503,-1.5338686239033622e-70,1.0,0.0,1.5160507053596479e-77,-9.588496946317803e-80,9.334057847612812e-41
4.09,75.8325222937218,1199.7306003834012,-1.496778817548799e-70,1.0,0.0,1.47939174640922e-77,-9.356108427859413e-80,9.332191746254307e-41
4.1,75.83251970089027,1199.7305836666308,-1.4606793317008295e-70,1.0,0.0,1.4437116040779354e-77,-9.12992771290114e-80,9.330326009378682e-41
4.11,75.83251710813305,1199.7305669503392,-1.4255701663594514e-70,1.0,0.0,1.4090102783657891e-77,-8.909954801442967e-80,9.328460636985938e-41
4.12,75.83251451545013,1199.730550234526,-1.3914513215246726e-70,1.0,0.0,1.3752877692727899e-77,-8.696189693484943e-80,9.326595629076075e-41
4.13,75.83251192284149,1199.7305335191916,-1.3583227971964893e-70,1.0,0.0,1.3425440767989324e-77,-8.488632389027032e-80,9.324730985649094e-41
4.14,75.83250933030716,1199.7305168043358,-1.3261845933749008e-70,1.0,0.0,1.3107792009442182e-77,-8.287282888069243e-80,9.322866706704993e-41
4.15,75.83250673784713,1199.7305000899587,-1.295036710059904e-70,1.0,0.0,1.2799931417086437e-77,-8.09214119061156e-80,9.321002792243775e-41
4.16,75.83250414546139,1199.7304833760602,-1.2648791472515064e-70,1.0,0.0,1.2501858990922149e-77,-7.903207296654015e-80,9.319139242265437e-41
4.17,75.83250155314994,1199.7304666626405,-1.235711904949704e-70,1.0,0.0,1.221357473094928e-77,-7.720481206196595e-80,9.31727605676998e-41
4.18,75.83249896091279,1199.7304499496995,-1.207534983154497e-70,1.0,0.0,1.1935078637167846e-77,-7.543962919239293e-80,9.315413235757404e-41
4.19,75.83249636874994,1199.730433237237,-1.1803483818658814e-70,1.0,0.0,1.1666370709577809e-77,-7.373652435782095e-80,9.31355077922771e-41
4.2,75.8324937766614,1199.7304165252533,-1.1541521010838658e-70,1.0,0.0,1.1407450948179231e-77,-7.209549755825035e-80,9.311688687180898e-41
4.21,75.83249118464714,1199.7303998137481,-1.1289461408084437e-70,1.0,0.0,1.1158319352972067e-77,-7.051654879368093e-80,9.309826959616967e-41
4.22,75.83248859270718,1199.7303831027218,-1.104730501039617e-70,1.0,0.0,1.0918975923956343e-77,-6.899967806411279e-80,9.307965596535916e-41
4.23,75.83248600084151,1199.7303663921741,-1.0815051817773846e-70,1.0,0.0,1.0689420661132017e-77,-6.754488536954569e-80,9.306104597937748e-41
4.24,75.83248340905014,1199.730349682105,-1.0592701830217496e-70,1.0,0.0,1.0469653564499143e-77,-6.6152170709979924e-80,9.30424396382246e-41
4.25,75.83248081733308,1199.7303329725146,-1.0380255047727087e-70,1.0,0.0,1.025967463405769e-77,-6.482153408541535e-80,9.302383694190052e-41
4.26,75.83247822569031,1199.7303162634028,-1.0177711470302627e-70,1.0,0.0,1.005948386980767e-77,-6.3552975495851996e-80,9.300523789040527e-41
4.2700000000000005,75.83247563412183,1199.7302995547698,-9.985071097944115e-71,1.0,0.0,9.869081271749054e-78,-6.234649494128977e-80,9.298664248373883e-41
4.28,75.83247304262765,1199.7302828466154,-9.80233393065157e-71,1.0,0.0,9.688466839881887e-78,-6.1202092421728854e-80,9.296805072190118e-41
4.29,75.83247045120777,1199.7302661389397,-9.62949996842498e-71,1.0,0.0,9.517640574206146e-78,-6.0119767937169156e-80,9.294946260489237e-41
4.3,75.83246785986219,1199.7302494317425,-9.466569211264339e-71,1.0,0.0,9.356602474721828e-78,-5.909952148761062e-80,9.293087813271236e-41
4.3100000000000005,75.8324652685909,1199.7302327250243,-9.313541659169633e-71,1.0,0.0,9.205352541428929e-78,-5.814135307305327e-80,9.291229730536118e-41
4.32,75.8324626773939,1199.7302160187844,-9.170417312140895e-71,1.0,0.0,9.063890774327461e-78,-5.7245262693497166e-80,9.28937201228388e-41
4.33,75.83246008627121,1199.7301993130234,-9.037196170178111e-71,1.0,0.0,8.93221717341743e-78,-5.641125034894231e-80,9.287514658514523e-41
4.34,75.83245749522281,1199.730182607741,-8.913878233281282e-71,1.0,0.0,8.810331738698817e-78,-5.563931603938865e-80,9.285657669228047e-41
4.3500000000000005,75.8324549042487,1199.7301659029372,-8.800463501450395e-71,1.0,0.0,8.698234470171628e-78,-5.4929459764836115e-80,9.283801044424451e-41
4.36,75.83245231334891,1199.7301491986123,-8.69695197468547e-71,1.0,0.0,8.595925367835868e-78,-5.428168152528489e-80,9.281944784103739e-41
4.37,75.83244972252339,1199.730132494766,-8.603343652986498e-71,1.0,0.0,8.503404431691545e-78,-5.369598132073488e-80,9.280088888265906e-41
4.38,75.83244713177218,1199.7301157913982,-8.519638536353482e-71,1.0,0.0,8.420671661738638e-78,-5.3172359151186064e-80,9.278233356910954e-41
4.39,75.83244454109527,1199.7300990885092,-8.445836624786413e-71,1.0,0.0,8.347727057977164e-78,-5.2710815016638465e-80,9.276378190038886e-41
4.4,75.83244195049265,1199.7300823860987,-8.381937918285294e-71,1.0,0.0,8.284570620407108e-78,-5.2311348917091995e-80,9.274523387649696e-41
4.41,75.83243935996434,1199.730065684167,-8.327942416850135e-71,1.0,0.0,8.231202349028488e-78,-5.19739608525468e-80,9.272668949743389e-41
4.42,75.83243676951031,1199.730048982714,-8.283850120480925e-71,1.0,0.0,8.187622243841289e-78,-5.169865082300283e-80,9.270814876319963e-41
4.43,75.83243417913059,1199.7300322817396,-8.249661029177669e-71,1.0,0.0,8.153830304845522e-78,-5.148541882846008e-80,9.26896116737942e-41
4.44,75.83243158882516,1199.7300155812438,-8.225375142940362e-71,1.0,0.0,8.129826532041177e-78,-5.133426486891851e-80,9.267107822921755e-41
4.45,75.83242899859403,1199.7299988812267,-8.210992461769009e-71,1.0,0.0,8.115610925428264e-78,-5.124518894437814e-80,9.265254842946972e-41
4.46,75.83242640843719,1199.7299821816885,-8.206512985663611e-71,1.0,0.0,8.11118348500678e-78,-5.121819105483901e-80,9.26340222745507e-41
4.47,75.83242381835464,1199.7299654826288,-8.211936714624168e-71,1.0,0.0,8.116544210776713e-78,-5.12532712003011e-80,9.26154997644605e-41
4.48,75.8324212283464,1199.7299487840478,-8.227263648650673e-71,1.0,0.0,8.131693102738083e-78,-5.135042938076441e-80,9.259698089919912e-41
4.49,75.83241863841245,1199.7299320859454,-8.252493787743139e-71,1.0,0.0,8.156630160890873e-78,-5.150966559622891e-80,9.257846567876655e-41
4.5,75.8324160485528,1199.7299153883216,-8.287627131901554e-71,1.0,0.0,8.191355385235093e-78,-5.173097984669457e-80,9.255995410316277e-41
4.51,75.83241345876745,1199.7298986911767,-8.332663681125917e-71,1.0,0.0,8.235868775770737e-78,-5.201437213216151e-80,9.254144617238783e-41
4.5200000000000005,75.83241086905639,1199.7298819945102,-8.387603435416234e-71,1.0,0.0,8.2901703324978175e-78,-5.2359842452629665e-80,9.252294188644169e-41
4.53,75.83240827941964,1199.7298652983225,-8.452446394772513e-71,1.0,0.0,8.354260055416312e-78,-5.276739080809901e-80,9.250444124532436e-41
4.54,75.83240568985717,1199.7298486026136,-8.527192559194733e-71,1.0,0.0,8.428137944526242e-78,-5.3237017198569544e-80,9.248594424903584e-41
4.55,75.832403100369,1199.7298319073832,-8.611841928682909e-71,1.0,0.0,8.51180399982759e-78,-5.376872162404133e-80,9.246745089757614e-41
4.5600000000000005,75.83240051095514,1199.7298152126314,-8.706394503237045e-71,1.0,0.0,8.605258221320382e-78,-5.436250408451433e-80,9.244896119094526e-41
4.57,75.83239792161557,1199.7297985183584,-8.81085028285713e-71,1.0,0.0,8.708500609004587e-78,-5.501836457998852e-80,9.243047512914317e-41
4.58,75.83239533235029,1199.729781824564,-8.925209267543163e-71,1.0,0.0,8.82153116288022e-78,-5.573630311046393e-80,9.241199271216991e-41
4.59,75.8323927431593,1199.7297651312483,-9.049471457295151e-71,1.0,0.0,8.944349882947276e-78,-5.65163196759405e-80,9.239351394002545e-41
4.6000000000000005,75.83239015404263,1199.7297484384114,-9.1836368521131e-71,1.0,0.0,9.076956769205779e-78,-5.7358414276418374e-80,9.23750388127098e-41
4.61,75.83238756500025,1199.729731746053,-9.327705451996997e-71,1.0,0.0,9.219351821655687e-78,-5.826258691189741e-80,9.235656733022297e-41
4.62,75.83238497603216,1199.7297150541733,-9.481677256946843e-71,1.0,0.0,9.371535040297028e-78,-5.9228837582377666e-80,9.233809949256496e-41
4.63,75.83238238713837,1199.7296983627723,-9.645552266962643e-71,1.0,0.0,9.533506425129795e-78,-6.025716628785905e-80,9.231963529973576e-41
4.64,75.83237979831887,1199.72968167185,-9.819330482044385e-71,1.0,0.0,9.70526597615399e-78,-6.134757302834177e-80,9.230117475173535e-41
4.65,75.83237720957366,1199.7296649814064,-1.0003011902192108e-70,1.0,0.0,9.88681369336962e-78,-6.2500057803825714e-80,9.228271784856378e-41
4.66,75.83237462090277,1199.7296482914412,-1.0196596527405766e-70,1.0,0.0,1.007814957677667e-77,-6.3714620614310755e-80,9.2264264590221e-41
4.67,75.83237203230617,1199.729631601955,-1.0400084357685372e-70,1.0,0.0,1.0279273626375146e-77,-6.4991261459797074e-80,9.224581497670705e-41
4.68,75.83236944378385,1199.7296149129472,-1.0613475393030927e-70,1.0,0.0,1.049018584216504e-77,-6.632998034028455e-80,9.22273690080219e-41
4.69,75.83236685533585,1199.7295982244184,-1.0836769633442462e-70,1.0,0.0,1.071088622414639e-77,-6.77307772557734e-80,9.220892668416557e-41
4.7,75.83236426696213,1199.729581536368,-1.1069967078919932e-70,1.0,0.0,1.0941374772319143e-77,-6.919365220626329e-80,9.219048800513805e-41
4.71,75.8323616786627,1199.7295648487964,-1.1313067729463351e-70,1.0,0.0,1.1181651486683324e-77,-7.071860519175442e-80,9.217205297093935e-41
4.72,75.83235909043759,1199.7295481617032,-1.1566071585072725e-70,1.0,0.0,1.143171636723893e-77,-7.230563621224677e-80,9.215362158156945e-41
4.73,75.83235650228677,1199.729531475089,-1.1828978645748072e-70,1.0,0.0,1.1691569413985983e-77,-7.395474526774047e-80,9.213519383702836e-41
4.74,75.83235391421023,1199.7295147889533,-1.2101788911489352e-70,1.0,0.0,1.196121062692445e-77,-7.566593235823517e-80,9.211676973731608e-41
4.75,75.83235132620801,1199.7294981032962,-1.2384502382296583e-70,1.0,0.0,1.2240640006054334e-77,-7.743919748373118e-80,9.209834928243264e-41
4.76,75.83234873828007,1199.729481418118,-1.2677119058169763e-70,1.0,0.0,1.2529857551375647e-77,-7.927454064422835e-80,9.207993247237797e-41
4.7700000000000005,75.83234615042643,1199.7294647334184,-1.2979638939108923e-70,1.0,0.0,1.2828863262888415e-77,-8.117196183972689e-80,9.206151930715214e-41
4.78,75.8323435626471,1199.7294480491973,-1.3292062025114012e-70,1.0,0.0,1.3137657140592582e-77,-8.31314610702265e-80,9.204310978675513e-41
4.79,75.83234097494206,1199.729431365455,-1.361438831618505e-70,1.0,0.0,1.3456239184488173e-77,-8.515303833572732e-80,9.20247039111869e-41
4.8,75.83233838731131,1199.7294146821914,-1.3946617812322045e-70,1.0,0.0,1.3784609394575197e-77,-8.72366936362293e-80,9.200630168044752e-41
4.8100000000000005,75.83233579975486,1199.7293979994063,-1.4288750513525027e-70,1.0,0.0,1.4122767770853677e-77,-8.938242697173275e-80,9.198790309453693e-41
4.82,75.8323332122727,1199.7293813171,-1.4640786419793925e-70,1.0,0.0,1.447071431332355e-77,-9.15902383422372e-80,9.196950815345515e-41
4.83,75.83233062486484,1199.7293646352723,-1.5002725531128778e-70,1.0,0.0,1.482844902198485e-77,-9.386012774774284e-80,9.19511168572022e-41
4.84,75.83232803753128,1199.7293479539235,-1.537456784752958e-70,1.0,0.0,1.5195971896837573e-77,-9.619209518824967e-80,9.193272920577803e-41
4.8500000000000005,75.83232545027202,1199.729331273053,-1.575631336899637e-70,1.0,0.0,1.5573282937881767e-77,-9.858614066375796e-80,9.19143451991827e-41
4.86,75.83232286308706,1199.7293145926615,-1.6147962095529082e-70,1.0,0.0,1.5960382145117348e-77,-1.0104226417426726e-79,9.189596483741616e-41
4.87,75.83232027597639,1199.7292979127485,-1.6549514027127747e-70,1.0,0.0,1.6357269518544358e-77,-1.0356046571977775e-79,9.187758812047846e-41
4.88,75.83231768894001,1199.7292812333142,-1.696096916379236e-70,1.0,0.0,1.676394505816279e-77,-1.0614074530028945e-79,9.185921504836955e-41
4.89,75.83231510197794,1199.7292645543585,-1.7382327505522926e-70,1.0,0.0,1.7180408763972653e-77,-1.0878310291580235e-79,9.184084562108946e-41
4.9,75.83231251509015,1199.7292478758816,-1.7813589052319485e-70,1.0,0.0,1.7606660635973976e-77,-1.1148753856631673e-79,9.182247983863818e-41
4.91,75.83230992827667,1199.7292311978833,-1.825475380418196e-70,1.0,0.0,1.8042700674166693e-77,-1.1425405225183206e-79,9.180411770101571e-41
4.92,75.83230734153749,1199.7292145203637,-1.8705821761110386e-70,1.0,0.0,1.8488528878550835e-77,-1.1708264397234862e-79,9.178575920822207e-41
4.93,75.8323047548726,1199.7291978433227,-1.9166792923104764e-70,1.0,0.0,1.89441452491264e-77,-1.1997331372786636e-79,9.176740436025723e-41
4.94,75.83230216828201,1199.7291811667603,-1.9637667290165138e-70,1.0,0.0,1.940954978589344e-77,-1.2292606151838555e-79,9.174905315712119e-41
4.95,75.83229958176571,1199.7291644906768,-2.011844486229142e-70,1.0,0.0,1.9884742488851856e-77,-1.2594088734390575e-79,9.173070559881398e-41
4.96,75.83229699532372,1199.7291478150717,-2.0609125639483658e-70,1.0,0.0,2.036972335800171e-77,-1.2901779120442713e-79,9.171236168533557e-41
4.97,75.83229440895602,1199.7291311399454,-2.1109709621741848e-70,1.0,0.0,2.0864492393342984e-77,-1.3215677309994972e-79,9.169402141668598e-41
4.98,75.83229182266261,1199.729114465298,-2.1620196809066035e-70,1.0,0.0,2.136904959487573e-77,-1.3535783303047382e-79,9.167568479286519e-41
4.99,75.8322892364435,1199.7290977911289,-2.214058720145613e-70,1.0,0.0,2.1883394962599857e-77,-1.386209709959988e-79,9.165735181387323e-41
5.0,75.83228665029868,1199.7290811174385,-2.2670880798912176e-70,1.0,0.0,2.2407528496515413e-77,-1.4194618699652506e-79,9.163902247971008e-41
5.01,75.83228406422818,1199.7290644442269,-2.3211077601434176e-70,1.0,0.0,2.2941450196622395e-77,-1.453334810320525e-79,9.162069679037572e-41
5.0200000000000005,75.83228147823195,1199.729047771494,-2.3761177609022178e-70,1.0,0.0,2.348516006292085e-77,-1.4878285310258144e-79,9.16023747458702e-41
5.03,75.83227889231003,1199.7290310992396,-2.4321180821676084e-70,1.0,0.0,2.403865809541069e-77,-1.5229430320811128e-79,9.158405634619348e-41
5.04,75.8322763064624,1199.729014427464,-2.4891087239395944e-70,1.0,0.0,2.460194429409195e-77,-1.5586783134864236e-79,9.156574159134557e-41
5.05,75.83227372068907,1199.728997756167,-2.5470896862181753e-70,1.0,0.0,2.517501865896464e-77,-1.5950343752417464e-79,9.154743048132647e-41
5.0600000000000005,75.83227113499005,1199.7289810853488,-2.6060609690033568e-70,1.0,0.0,2.575788119002881e-77,-1.6320112173470844e-79,9.152912301613619e-41
5.07,75.83226854936531,1199.7289644150092,-2.6660225722951286e-70,1.0,0.0,2.635053188728435e-77,-1.6696088398024315e-79,9.151081919577472e-41
5.08,75.83226596381488,1199.7289477451484,-2.7269744960934953e-70,1.0,0.0,2.6952970750731324e-77,-1.7078272426077905e-79,9.149251902024205e-41
5.09,75.83226337833874,1199.728931075766,-2.7889167403984577e-70,1.0,0.0,2.756519778036972e-77,-1.7466664257631618e-79,9.147422248953821e-41
5.1000000000000005,75.83226079293689,1199.7289144068625,-2.8518493052100208e-70,1.0,0.0,2.8187212976199594e-77,-1.7861263892685485e-79,9.145592960366317e-41
5.11,75.83225820760934,1199.7288977384374,-2.915772190528173e-70,1.0,0.0,2.8819016338220844e-77,-1.826207133123944e-79,9.143764036261695e-41
5.12,75.8322556223561,1199.728881070491,-2.980685396352921e-70,1.0,0.0,2.946060786643352e-77,-1.8669086573293516e-79,9.141935476639954e-41
5.13,75.83225303717714,1199.7288644030236,-3.0465889226842645e-70,1.0,0.0,3.0111987560837622e-77,-1.9082309618847712e-79,9.140107281501094e-41
5.14,75.83225045207249,1199.7288477360346,-3.1134827695222034e-70,1.0,0.0,3.0773155421433154e-77,-1.9501740467902028e-79,9.138279450845116e-41
5.15,75.83224786704213,1199.7288310695244,-3.181366936866743e-70,1.0,0.0,3.144411144822017e-77,-1.9927379120456505e-79,9.136451984672019e-41
5.16,75.83224528208606,1199.7288144034928,-3.250241424717872e-70,1.0,0.0,3.212485564119855e-77,-2.0359225576511064e-79,9.134624882981802e-41
5.17,75.8322426972043,1199.7287977379399,-3.3201062330755966e-70,1.0,0.0,3.281538800036836e-77,-2.0797279836065745e-79,9.132798145774467e-41
5.18,75.83224011239682,1199.7287810728656,-3.390961361939916e-70,1.0,0.0,3.35157085257296e-77,-2.1241541899120546e-79,9.130971773050013e-41
5.19,75.83223752766365,1199.72876440827,-3.462806811310837e-70,1.0,0.0,3.4225817217282326e-77,-2.1692011765675507e-79,9.129145764808441e-41
5.2,75.83223494300478,1199.728747744153,-3.535642581188347e-70,1.0,0.0,3.494571407502641e-77,-2.214868943573055e-79,9.127320121049749e-41
5.21,75.8322323584202,1199.7287310805148,-3.6094686715724524e-70,1.0,0.0,3.567539909896194e-77,-2.2611574909285714e-79,9.125494841773939e-41
5.22,75.83222977390992,1199.7287144173551,-3.684285082463153e-70,1.0,0.0,3.641487228908888e-77,-2.3080668186341e-79,9.12366992698101e-41
5.23,75.83222718947393,1199.7286977546742,-3.7600918138604563e-70,1.0,0.0,3.716413364540731e-77,-2.355596926689645e-79,9.121845376670962e-41
5.24,75.83222460511223,1199.728681092472,-3.8368888657643473e-70,1.0,0.0,3.792318316791711e-77,-2.4037478150951976e-79,9.120021190843796e-41
5.25,75.83222202082484,1199.7286644307485,-3.914676238174834e-70,1.0,0.0,3.8692020856618335e-77,-2.4525194838507626e-79,9.118197369499511e-41
5.26,75.83221943661175,1199.7286477695036,-3.993453931091916e-70,1.0,0.0,3.947064671151099e-77,-2.5019119329563395e-79,9.116373912638106e-41
5.2700000000000005,75.83221685247295,1199.7286311087373,-4.0732219445155996e-70,1.0,0.0,4.025906073259513e-77,-2.551925162411933e-79,9.114550820259584e-41
5.28,75.83221426840842,1199.7286144484494,-5.5552616969776113e-70,1.0,0.0,5.490722800672338e-77,-3.481003307162825e-79,9.112728091450711e-41
5.29,75.83221168441808,1199.7285977886395,-1.3176667005419575e-69,1.0,0.0,1.302355681225524e-76,-8.258765620812756e-79,9.110905723124268e-41
5.3,75.83220910050191,1199.7285811293075,-2.7325100359128956e-69,1.0,0.0,2.7007565400404467e-76,-1.7128232410025362e-78,9.109083715027611e-41
5.3100000000000005,75.83220651665992,1199.7285644704534,-4.800056175811103e-69,1.0,0.0,4.744274856513259e-76,-3.008940367481046e-78,9.10726206716074e-41
5.32,75.8322039328921,1199.7285478120768,-7.520305120236578e-69,1.0,0.0,7.432910630642703e-76,-4.714227941515333e-78,9.105440779523655e-41
5.33,75.83220134919846,1199.7285311541784,-1.0893256869187215e-68,1.0,0.0,1.0766663862429409e-75,-6.828685963106377e-78,9.103619852116356e-41
5.34,75.832198765579,1199.7285144967577,-1.4918911422666174e-68,1.0,0.0,1.4745534551873375e-75,-9.352314432253199e-78,9.101799284938843e-41
5.3500000000000005,75.8321961820337,1199.728497839815,-1.9597268780671875e-68,1.0,0.0,1.9369522698974603e-75,-1.228511334895727e-77,9.099979077991117e-41
5.36,75.83219359856258,1199.72848118335,-2.4928328943203264e-68,1.0,0.0,2.4638628303732463e-75,-1.5627082713216626e-77,9.098159231273176e-41
5.37,75.83219101516563,1199.7284645273626,-3.0912091910262976e-68,1.0,0.0,3.0552851366147584e-75,-1.9378222525033232e-77,9.096339744785021e-41
5.38,75.83218843184288,1199.7284478718534,-3.754855768184943e-68,1.0,0.0,3.7112191886220594e-75,-2.3538532784406105e-77,9.094520618526652e-41
5.39,75.83218584859429,1199.7284312168217,-4.4837726257962624e-68,1.0,0.0,4.431664986394961e-75,-2.8108013491334755e-77,9.092701852498069e-41
5.4,75.83218326541987,1199.7284145622682,-5.277959763860309e-68,1.0,0.0,5.216622529933714e-75,-3.3086664645820654e-77,9.090883446699273e-41
5.41,75.83218068231963,1199.7283979081924,-6.137417182376924e-68,1.0,0.0,6.066091819238068e-75,-3.847448624786233e-77,9.089065401130262e-41
5.42,75.83217809929357,1199.7283812545943,-7.062144881346319e-68,1.0,0.0,6.980072854308147e-75,-4.4271478297460764e-77,9.087247715791038e-41
5.43,75.83217551634168,1199.7283646014741,-8.052142860768388e-68,1.0,0.0,7.958565635144016e-75,-5.0477640794614975e-77,9.085430390681599e-41
5.44,75.83217293346398,1199.728347948832,-9.107411120643184e-68,1.0,0.0,9.00157016174561e-75,-5.709297373932693e-77,9.083613425801946e-41
5.45,75.83217035066043,1199.7283312966674,-1.0227949660970654e-67,1.0,0.0,1.0109086434112806e-74,-6.411747713159416e-77,9.08179682115208e-41
5.46,75.83216776793108,1199.7283146449806,-1.1413758481750692e-67,1.0,0.0,1.1281114452245727e-74,-7.155115097141816e-77,9.079980576731999e-41
