t,V,Na_i,Ca_i,K_i,Cl_i,m,h,j,m_L,h_L,Ca_r,d,f,f2,f_Ca,f_Ca2,b,g,a,i,i2,xr,xs1,xs2,a_1,Ca_MK_trap,Ca_NSR,Ca_JSR,ri,ro
3.92,13.960815521273194,9.927184734089025,0.00024021009114227695,141.96705353141977,18.90468488552987,0.9988938998128287,3.509353962430434e-11,4.356634350206553e-06,0.9988938998128287,0.8828637904479381,0.004711129594957722,0.8800824166607625,0.6228913605184809,0.7637895676332102,0.44503740264855574,0.8470370144878622,0.9996605671164427,1.0876663906263016e-05,0.6525116088489679,0.6627327168779698,0.8880609836634652,0.09402341292343169,0.015800729588875212,0.00852985969456204,0.022800009014878803,8.912535790060919e-06,1.212965094021454,0.7783787944729393,0.3285429075217684,0.0013799830699609934
3.93,13.89479211023813,9.927184807741027,0.00024030871838928684,141.96705346355958,18.904684891614217,0.9988859915020338,3.4235451650213644e-11,4.229165408791701e-06,0.9988859915020338,0.8828343435456828,0.004720287514738531,0.879110813594772,0.6216387713100312,0.7636063411083254,0.4443134430136669,0.8469697547236388,0.9996567732674538,1.0983159184071064e-05,0.650971289223872,0.6621202913781127,0.8878616899496758,0.09406703441873758,0.01583233471203563,0.008545862939749896,0.0228760336739183,8.913643229176819e-06,1.21296297471897,0.7774948817918956,0.3274851940663961,0.0013775689112011048
3.94,13.828972315262092,9.927184881393211,0.00024040753040010897,141.96705339570116,18.904684897698303,0.9988780507646592,3.351775049343691e-11,4.10543673867003e-06,0.9988780507646592,0.8828048974203009,0.004729401611344056,0.8781323181303546,0.6203873909767619,0.7634234252123792,0.44359425361062244,0.8469025016403116,0.9996529480460348,1.1090375845755288e-05,0.6494313290455734,0.6615100749353248,0.8876626217512418,0.09411040220763041,0.015863877766620845,0.008561835605466733,0.022951870778228155,8.914755040568052e-06,1.2129608506099254,0.7766143688275771,0.3264309493067505,0.0013751519075402541
3.95,13.763355379523825,9.92718495504558,0.0002405065261167384,141.96705332784447,18.90468490378214,0.9988700776832034,3.280709815575299e-11,3.985336118507904e-06,0.9988700776832034,0.8827754520701596,0.004738471911858743,0.8771469756094218,0.6191372403091018,0.7632408215472912,0.4428798106307058,0.8468352552468614,0.9996490913167643,1.1198315924486392e-05,0.6478917691042252,0.6609020616276013,0.8874637776244205,0.09415351691637257,0.015895359014465035,0.008577777822707735,0.02302751939925113,8.915871210832245e-06,1.2129587217211804,0.775737251086574,0.325380161346218,0.0013727321316195436
3.96,13.69794054858698,9.927185028698133,0.00024060570448244484,141.9670532599895,18.904684909865722,0.9988620723412799,3.195090674298115e-11,3.868753896832634e-06,0.9988620723412799,0.8827460074936202,0.004747498444318305,0.8761548314635935,0.6178883399606231,0.7630585316736137,0.44217009032854887,0.8467680155522803,0.9996452029445229,1.1306981440963594e-05,0.6463526499559485,0.6602962455586529,0.8872651561390072,0.09419637918885844,0.015926778716158975,0.00859368972184921,0.0231029786203129,8.916991726467694e-06,1.2129565880795434,0.7748635239894377,0.3243328183319712,0.00137030965521003
3.97,13.632727070390397,9.927185102350869,0.00024070506444179724,141.9670531921363,18.90468491594906,0.998854034823396,3.0776088633361067e-11,3.7555828213476206e-06,0.998854034823396,0.8827165636890381,0.00475648123770677,0.8751559312206929,0.6166407104467301,0.7628765571109178,0.44146506902404903,0.8467007825655719,0.9996412827945117,1.1416374403345985e-05,0.6448140119209865,0.6596926208577825,0.8870667558781974,0.09423898968645994,0.01595813713105119,0.008609571432649087,0.023178247536549363,8.91811657387451e-06,1.2129544497117717,0.7739931828719593,0.3232889084547867,0.00136788454922718
3.98,13.567714195294235,9.927185176003785,0.00024080460494067338,141.96705312428477,18.904684922032146,0.9988459650549342,2.911649742761653e-11,3.645718653969278e-06,0.9988459650549342,0.8826871206547627,0.004765420321948736,0.8741503204874074,0.6153943721455031,0.7626948993385257,0.4407647231003779,0.8466335562957508,0.9996373307321519,1.1526496807594146e-05,0.6432758950815223,0.6590911816794718,0.8868685754385094,0.09428134908735727,0.015989434517255898,0.008625423084250877,0.02325332525486954,8.919245739355778e-06,1.2129523066445702,0.7731262229856343,0.3222484199489205,0.0013654568837290996
3.99,13.50290117668583,9.927185249656883,0.00024090432492612052,141.967053056435,18.904684928114985,0.9988378610397848,2.7128061542890824e-11,3.539068664573901e-06,0.9988378610397848,0.8826576783891383,0.0047743157278536995,0.8731380446929669,0.6141493453201472,0.7625135597996882,0.44006902896279315,0.8465663367518338,0.9996333466217671,1.1637350641926085e-05,0.6417383392761237,0.6584919222000466,0.8866706134303084,0.09432345808070952,0.016020671131729336,0.008641244805222555,0.023328210894276225,8.920379209118834e-06,1.212950158904601,0.7722626394899514,0.32121134109255817,0.0013630267277520039
4.0,13.438287270808551,9.92718532331016,0.00024100422334642183,141.96705298858694,18.904684934197583,0.9988297193256455,2.5206634833868734e-11,3.4355492359879593e-06,0.9988297193256455,0.8826282368905032,0.004783167487126502,0.8721191491628515,0.6129056501116213,0.7623325399010036,0.4393779630515685,0.8464991239428434,0.9996293303269466,1.1748937885584927e-05,0.6402013840988781,0.6578948366183732,0.8864728684775004,0.09436531736794865,0.01605184723025173,0.008657036723547264,0.023402903585692986,8.921516969276376e-06,1.2129480065184812,0.7714024274559688,0.3201776602074715,0.0013605941493703322
4.01,13.373871735350923,9.927185396963619,0.00024110429915134287,141.96705292074057,18.904684940279935,0.9988215394847051,2.3561065301943718e-11,3.335072789646825e-06,0.9988215394847051,0.8825987961571895,0.004791975632425234,0.871093679480392,0.6116633065074673,0.7621518410078345,0.4386915019005618,0.8464319178778197,0.9996252817126055,1.1861260501736004e-05,0.6386650689069798,0.6572999191598017,0.886275339216565,0.09440692766990047,0.016082963067335976,0.008672798966576563,0.02347740247140936,8.922659005847732e-06,1.2129458495127672,0.7705455818793725,0.3191473656580401,0.0013581592159364049
4.0200000000000005,13.309653828883336,9.927185470617257,0.0002412045512922293,141.9670528528959,18.904684946362046,0.9988133259285312,2.2071759297101474e-11,3.2375431650078547e-06,0.9988133259285312,0.882569356187524,0.004800740197376699,0.8700616816104488,0.6104223343310047,0.7619714644430784,0.4380096221575719,0.8463647185658254,0.9996212006457142,1.1974320434929409e-05,0.6371294328227056,0.6567071640773409,0.8860780242961546,0.09444828972896821,0.016114018896199758,0.008688531661016075,0.023551706704856942,8.923805304760092e-06,1.212943687913951,0.7696920976855851,0.3181204458508156,0.00135572199416653
4.03,13.2456328123031,9.927185544271074,0.00024130497872183163,141.96705278505294,18.90468495244392,0.9988050831974975,2.0625979536239086e-11,3.1428671784688037e-06,0.9988050831974975,0.8825399169798273,0.004809461216521,0.8690232015861946,0.6091827532665054,0.7617914114919206,0.43733230053564504,0.8462975260159352,0.9996170869934723,1.2088119617477624e-05,0.6355945147223139,0.6561165656479834,0.8858809223776993,0.09448940430255487,0.016145014968847307,0.008704234932967193,0.023625815450961592,8.924955851849468e-06,1.2129415217484707,0.7688419697204961,0.31709688923504653,0.0013532825499569428
4.04,13.181807950688052,9.927185617925069,0.00024140558039417107,141.96705271721166,18.904684958525554,0.9987968096876667,1.9278637763687555e-11,3.0509645796364644e-06,0.9987968096876667,0.8825104785324147,0.004818138725277449,0.8679782852626491,0.6079445828768333,0.7616116834053556,0.43665951377661255,0.8462303402372261,0.9996129406217252,1.2202659975198321e-05,0.6340603532229773,0.6555281181701481,0.8856840321358141,0.09453027215830434,0.01617595153612411,0.008719908907954986,0.02369972788636229,8.92611063286137e-06,1.2129393510427195,0.7679951927437056,0.3160766843030013,0.0013508409482588788
4.05,13.118178511509798,9.927185691579242,0.00024150635526474793,141.96705264937208,18.90468496460695,0.9987885035776116,1.7993298079201844e-11,2.961756396834115e-06,0.9987885035776116,0.8824810408435961,0.004826772759982315,0.8669269786168283,0.6067078425793362,0.7614322813967451,0.4359912386983149,0.846163161238789,0.9996087613968075,1.2317943420875139e-05,0.6325269866923918,0.6549418159665829,0.8854873522575181,0.0945708940795264,0.01620682884765091,0.008735553710894356,0.023773443198981586,8.927269633452345e-06,1.212937175823033,0.767151761439244,0.3150598195891781,0.0013483972532628528
4.0600000000000005,13.054743764233775,9.927185765233592,0.00024160730229057876,141.96705258153415,18.904684970688116,0.998780164270181,1.676849145806776e-11,2.8751630980030953e-06,0.998780164270181,0.8824516039116752,0.004835363357879697,0.8658693277764573,0.6054725516448263,0.7612532066421567,0.43532745219844365,0.8460959890297303,0.9996045491858143,1.243397185330409e-05,0.6309944532512867,0.654357653384195,0.8852908814421032,0.09461127086504138,0.016237647151827656,0.008751169466091927,0.023846960587966797,8.928432839191425e-06,1.2129349961156886,0.7663116704171744,0.3140462836701302,0.001345951528409325
4.07,12.991502980877849,9.927185838888118,0.0002417084204301782,141.96705251369792,18.904684976769044,0.9987717904557633,1.5634509084841816e-11,2.7911072922465637e-06,0.9987717904557633,0.8824221677349506,0.004843910557112068,0.8648053789578232,0.6042387292010128,0.7610744602815285,0.43466813124637327,0.8460288236191692,0.9996003038561742,1.2550747158851599e-05,0.6294627907678719,0.6537756247933392,0.8850946184011355,0.09465140332787744,0.016268406695847355,0.008766756297253066,0.023920279263688275,8.929600235561076e-06,1.2129328119469078,0.7654749142127706,0.31303606516441096,0.0013435038363690246
4.08,12.92845543550085,9.92718591254282,0.0002418097086435709,141.96705244586335,18.904684982849744,0.9987633818000609,1.460044011898619e-11,2.709514389663163e-06,0.9987633818000609,0.8823927323117151,0.0048524143967141825,0.8637351784526707,0.603006394232636,0.7608960434191981,0.434013252882133,0.8459616650162377,0.9995960252755633,1.2668271211466222e-05,0.6279320368566323,0.6531957245874817,0.8848985618583526,0.0946912922948502,0.016299107725703546,0.008782314327485571,0.023993398447687633,8.930771807958265e-06,1.2129306233428558,0.7646414872873036,0.31202915273242743,0.0013410542390484264
4.09,12.865600403792222,9.927185986197697,0.00024191116589231798,141.96705237803044,18.904684988930214,0.9987549403170158,1.3639568334320427e-11,2.630312143231825e-06,0.9987549403170158,0.882363297640256,0.004860874916608575,0.8626587726385686,0.6017755655802293,0.7607179571242211,0.4333627942186653,0.8458945132300811,0.9995917133119826,1.2786545872252767e-05,0.6264022288781091,0.6526179471830623,0.8847027105495249,0.09473093860645744,0.016329750486193024,0.008797843679300952,0.02406631737260703,8.931947541695637e-06,1.21292843032964,0.7638113840294389,0.3110255350762597,0.0013386027976044093
4.1,12.802937163725309,9.927186059852751,0.00024201279113954193,141.9670523101992,18.904684995010456,0.9987464681625186,1.2736446378499584e-11,2.5534303051107577e-06,0.9987464681625186,0.8823338637188552,0.004869292157601627,0.861576207983631,0.6005462619392757,0.7605402024308593,0.43271673244336084,0.8458273682698585,0.9995873678337889,1.2905572989704772e-05,0.6248734039361566,0.6520422870193757,0.8845070632223364,0.09477034311657863,0.01636033522091603,0.008813344474614463,0.024139035282121402,8.933127422002795e-06,1.2129262329333097,0.7629845987563383,0.31002520093948094,0.001336149572455229
4.11,12.740464996517924,9.927186133507977,0.00024211458334993537,141.9670522423696,18.904685001090474,0.9987379643764085,1.1890894676210187e-11,2.478800801867525e-06,0.9987379643764085,0.8823044305457892,0.004877666161383204,0.8604875310417069,0.5993185018599773,0.7603627803388608,0.43207504481814185,0.845760230144742,0.9995829887096511,1.3025354400300901e-05,0.6233455988747072,0.6514687385585672,0.8843116186363369,0.09480950669227124,0.01639086217227416,0.008828816834744038,0.024211551430902135,8.934311434026935e-06,1.2129240311798573,0.7621611257139992,0.30902813910706467,0.0013336946232857085
4.12,12.678183185787178,9.927186207163377,0.0002422165414898002,141.9670521745416,18.904685007170265,0.9987294277103199,1.1101750064380617e-11,2.4063575358118986e-06,0.9987294277103199,0.882274998119329,0.004885996970516233,0.859392788456312,0.598092303746083,0.7601856918142423,0.4314377086812779,0.8456930988639183,0.9995785758085924,1.3145891927980665e-05,0.621818850276978,0.6508972962852015,0.8841163755627164,0.09484843021329856,0.016421331581479476,0.00884426088041472,0.02428386508450532,8.935499562834962e-06,1.2129218250952152,0.7613409590793705,0.30803433840508415,0.001331238009065671
4.13,12.616091017098354,9.92718628081895,0.00024231866452705312,141.9670521067153,18.904685013249832,0.998720858165695,1.036430892950927e-11,2.336036312635583e-06,0.998720858165695,0.8822455664377401,0.00489428462843293,0.858292026960071,0.5968676858550397,0.760008937789424,0.43080470144737626,0.8456259744365882,0.9995741290000129,1.326718738387618e-05,0.6202931944664529,0.6503279547061328,0.8839213327842692,0.09488711457201708,0.01645174368855841,0.008859676731760618,0.02435597551935439,8.936691793413885e-06,1.2129196147052563,0.7605240929607283,0.3070437877006614,0.0013287797880516456
4.14,12.554187778574605,9.927186354474696,0.00024242095143124293,141.9670520388906,18.904685019329182,0.9987122549095052,9.676999443244914e-12,2.2677748511431546e-06,0.9987122549095052,0.8822161354992828,0.0049025291794331325,0.8571852933748582,0.5956446662972558,0.75983251916361,0.4301760006082793,0.8455588568719661,0.9995696481536712,1.3389242566652853e-05,0.618768667503928,0.6497607083504301,0.883726489095302,0.09492556067315001,0.016482098732351087,0.008875064508324496,0.02442788202268657,8.93788811067176e-06,1.212917400035795,0.7597105213984578,0.30605647590182855,0.0013263200177960563
4.15,12.492472760395879,9.927186428130614,0.00024252340117358694,141.96705197106755,18.90468502540831,0.9987036179289956,9.037139648304225e-12,2.201512676806859e-06,0.9987036179289956,0.8821867053022121,0.004910730668673133,0.8560726346116408,0.5944232630354022,0.7596564368035844,0.4295515837343117,0.8454917461792817,0.9995651331397098,1.3512059262222845e-05,0.6172453051864686,0.6491955517689588,0.8835318433014251,0.0949637694332542,0.016512396950520317,0.008890424329062186,0.024499583892442715,8.939088499439817e-06,1.2129151811125842,0.7589002383670089,0.30507239195723007,0.0013238587551636161
4.16,12.430945254703152,9.927186501786704,0.0002426260127269723,141.9670519032461,18.90468503148722,0.9986949483556626,8.439996021534621e-12,2.1371911083548712e-06,0.9986949483556626,0.8821572758447777,0.004918889142164859,0.854954097670494,0.5932034938844107,0.7594806915437468,0.4289314284743171,0.8454246423677789,0.999560583828658,1.363563924368908e-05,0.6157231430475663,0.6486324795343507,0.8833373942195418,0.09500174178069372,0.016542638579552387,0.008905756312342979,0.024571080437262322,8.940292944472583e-06,1.2129129579613176,0.7580932377749984,0.3040915248561089,0.0013213960563319752
4.17,12.369604556105685,9.927186575442963,0.00024272878506596387,141.96705183542628,18.904685037565915,0.9986862467656902,7.882405609976154e-12,2.0747532450618484e-06,0.9986862467656902,0.882127847125224,0.00492700464677553,0.853829729639842,0.591985376511188,0.7593052841862931,0.42831551255599865,0.845357545446716,0.9995560000914236,1.3759984271612424e-05,0.6142022163552838,0.648071486240995,0.8831431406778112,0.09503947865552528,0.016572823854755926,0.008921060575949021,0.024642370976459067,8.941501430448302e-06,1.2129107306076274,0.7572895134655112,0.3031138636282426,0.0013189319767957042
4.18,12.308449961757658,9.927186649099395,0.0002428317171668847,141.96705176760807,18.904685043644392,0.998677512885849,7.361857002048164e-12,2.0141437399019883e-06,0.998677512885849,0.8820984191417899,0.004935077230206637,0.8526995776946251,0.5907689284328079,0.7591302155030097,0.4277038137888276,0.8452904554253672,0.999551381799322,1.3885096094005911e-05,0.6126825601067752,0.6475125665042604,0.8829490815151966,0.09507698100830618,0.01660295301027594,0.008936337237082129,0.02471345483977337,8.942713941973683e-06,1.2129084990770835,0.756489059220228,0.3021393973432794,0.0013164665714037104
4.19,12.247480771070629,9.927186722755996,0.00024293480800774151,141.96705169979145,18.90468504972266,0.9986687465897884,6.875960195875939e-12,1.9553090080055534e-06,0.9986687465897884,0.8820689918927095,0.004943106941012583,0.851563689098125,0.5895541670182505,0.7589554862336123,0.4270963100613095,0.8452233723130206,0.9995467288240533,1.4010976446226107e-05,0.6111642090339546,0.6469557149611849,0.88275521558188,0.09511424980119494,0.016633026279081975,0.008951586412358064,0.024784331367601345,8.943930463579522e-06,1.2129062633951957,0.7556918687556498,0.3011681151113515,0.0013139998943244322
4.2,12.186696285743317,9.927186796412766,0.0002430380565683423,141.96705163197643,18.904685055800716,0.9986599477420905,6.4223812408364975e-12,1.8981969146026293e-06,0.9986599477420905,0.8820395653762118,0.004951093828569003,0.8504221111983639,0.5883411094859249,0.7587810970883782,0.4264929793450881,0.8451562961189804,0.9995420410377435,1.4137627050937652e-05,0.6096471975958984,0.6464009262693157,0.8825615417386014,0.0951512860061906,0.016663043892989636,0.00896680821781698,0.024854999910631077,8.945150979727689e-06,1.2129040235874096,0.7548979357291583,0.30020000608209857,0.0013115319991002727
4.21,12.126095807834888,9.927186870069702,0.00024314146182867507,141.96705156416303,18.90468506187856,0.9986511160146837,5.998880823319324e-12,1.8427556437923708e-06,0.9986511160146837,0.8820101395905244,0.004959037942372119,0.8492748913564275,0.5871297730358229,0.7586070487726181,0.4258937996207993,0.8450892268525523,0.9995373183125544,1.4265049629223213e-05,0.608131560219561,0.6458481950893752,0.8823680588477554,0.09518809059735267,0.01669300608365554,0.008982002769419845,0.02492545982103926,8.94637547486804e-06,1.2129017796791643,0.7541072537878091,0.29923505941068784,0.00130906293916905
4.22,12.065678649303566,9.92718694372681,0.0002432450227766296,141.9670514963512,18.904685067956194,0.998642251705164,5.603781509356057e-12,1.7889399410300443e-06,0.998642251705164,0.8819807145338534,0.004966939335554191,0.8481220773061411,0.5859201742047921,0.7584333418605981,0.42529874923389505,0.8450221645231103,0.9995325605225103,1.4393245846065347e-05,0.6066173301317529,0.6452975161730566,0.8821747658186232,0.09522466459287383,0.016722913077635706,0.008997170180583465,0.024995710496586686,8.94760393314335e-06,1.212899531695621,0.7533198163151551,0.29827326442709323,0.001306592765180767
4.23,12.005444113173318,9.927187017384083,0.00024334873839307875,141.96705142854094,18.904685074033626,0.9986333548034542,5.234839796008533e-12,1.7366985667793842e-06,0.9986333548034542,0.8819512902044244,0.004974798057982667,0.8469637164458077,0.5847123301217355,0.7582599770448316,0.42470780620518567,0.8449551091399677,0.9995277675399876,1.4522217416544909e-05,0.6051045416296467,0.6447488841902211,0.8819816615182945,0.09526100897075329,0.016752765106056288,0.009012310567004102,0.02506575129412813,8.948836338973852e-06,1.212897279662188,0.7525356169328411,0.297314610304593,0.0013041215302998658
4.24,11.945391512340906,9.927187091041525,0.00024345260766669928,141.96705136073228,18.90468508011085,0.9986244255070752,4.8904133213019775e-12,1.685986693702075e-06,0.9986244255070752,0.8819218666004413,0.004982614163098681,0.8457998565386089,0.5835062572623385,0.7580869548892516,0.42412094891509683,0.8448880607125053,0.9995229392391999,1.4651966000600409e-05,0.6035932278281413,0.6442022939001049,0.8817887448599178,0.09529712475212568,0.016782562395024753,0.009027424041874661,0.0251355816153354,8.9500726764787e-06,1.212895023603999,0.7517546490041154,0.29635908638841596,0.0013016492849546877
4.25,11.885520160857338,9.927187164699133,0.00024355662958712952,141.9670512929252,18.90468508618787,0.9986154637954953,4.568908427880567e-12,1.6367599658893726e-06,0.9986154637954953,0.881892443720105,0.004990387704708559,0.8446305453816677,0.5823019720286987,0.75791427594578,0.42353815578642895,0.8448210192501119,0.9995180754945915,1.478249325214632e-05,0.6020834217072438,0.6436577400708161,0.8815960147611862,0.09533301296139114,0.016812305170114027,0.009042510718121172,0.025205200866515436,8.951312929749773e-06,1.2128927635461557,0.7509769058687609,0.29540668204193876,0.0012991760793153561
4.26,11.825829372049474,9.927187238356906,0.00024366080314340457,141.96705122511966,18.90468509226469,0.9986064697849824,4.268700902595024e-12,1.5889737316719828e-06,0.9986064697849824,0.8818630215616187,0.004998118736389517,0.843455830750813,0.5810994908690804,0.757741940773874,0.42295940521539777,0.8447539847621715,0.9995131761804619,1.4913800828876426e-05,0.6005751563315884,0.6431152174648973,0.8814034701369416,0.09536867462090116,0.016841993657232386,0.009057570708837096,0.025274608451067236,8.952557082896062e-06,1.2128904995137801,0.7502023808812814,0.2944573866171524,0.0012967019637139922
4.2700000000000005,11.766318463995693,9.927187312014846,0.00024376512732848118,141.96705115731567,18.90468509834131,0.9985974434854289,3.988378092144599e-12,1.5425859502183455e-06,0.9985974434854289,0.8818336001231748,0.005005807313366924,0.8422757605816726,0.5798988299168757,0.7575699498761178,0.4223846757758594,0.8446869572581011,0.999508241172051,1.5045890362104444e-05,0.5990684641890959,0.6425747208855316,0.8812111099229061,0.09540411077048795,0.016871628079932244,0.009072604125940298,0.025343803793171443,8.953805119894948e-06,1.212888231531859,0.7494310672829988,0.29351118954648936,0.0012942269872654106
4.28,11.706986758521786,9.92718738567295,0.00024386960113840893,141.96705108951326,18.90468510441773,0.9985883848208343,3.72669416681406e-12,1.4975566381018073e-06,0.9985883848208343,0.8818041794029582,0.0050134534921656305,0.8410903829358538,0.5787000050571761,0.75739830371026,0.4218139461817625,0.8446199367473448,0.9995032703453403,1.5178763462342766e-05,0.5975633773129041,0.6420362451679448,0.8810189330712642,0.09543932246376004,0.01690120865990839,0.009087611080421667,0.02541278633339428,8.95505702462007e-06,1.2128859596252723,0.7486629582260125,0.29256808032581005,0.0012917511981247606
4.29,11.647833574485794,9.927187459331217,0.00024397422356678977,141.9670510217124,18.904685110493954,0.9985792937854636,3.482270763792146e-12,1.453844180919526e-06,0.9985792937854636,0.8817747593991596,0.005021057328281303,0.8398997457751065,0.5775030323716499,0.7572270027695712,0.4212471950361665,0.8445529232393253,0.9994982635757245,1.5312421756571963e-05,0.5960599280961604,0.6414997851219819,0.8808269385211609,0.09547431074340167,0.016930735620326588,0.009102591684006123,0.025481555499325664,8.956312781027267e-06,1.212883683818985,0.7478980469331167,0.29162804840074813,0.0012892746452074506
4.3,11.588858237884377,9.927187532989647,0.00024407899361328204,141.96705095391306,18.904685116569983,0.9985701704222144,3.254007744786297e-12,1.411410729620482e-06,0.9985701704222144,0.8817453401099546,0.005028618879678721,0.8387038972928094,0.5763079274629652,0.7570560474633009,0.42068440121434,0.8444859167435171,0.9994932207400588,1.544686683164297e-05,0.5945581480511647,0.640965335618103,0.8806351252428771,0.09550907667699642,0.01696020918079875,0.00911754604664495,0.025550110749783916,8.957572372879001e-06,1.2128814041377536,0.7471363264605605,0.29069108333820864,0.0012867973756251548
4.3100000000000005,11.530060076830376,9.927187606648243,0.0002441839102793394,141.96705088611526,18.90468512264582,0.9985610147883996,3.040887449673205e-12,1.3702195513694702e-06,0.9985610147883996,0.8817159215335146,0.005036138205054614,0.8375028857510055,0.5751147057917932,0.7568854381757909,0.4201255436722458,0.84441891726941,0.9994881417156313,1.558210026251062e-05,0.593058068429095,0.6404328915447361,0.8804434922159239,0.09554362133950915,0.016989629559883274,0.009132474277763649,0.02561845155284484,8.958835783880404e-06,1.2128791206062743,0.7463777898152208,0.2897571747410467,0.0012843194359548414
4.32,11.471438416926636,9.927187680307,0.0002442889725642932,141.967050818319,18.90468512872146,0.9985518269226691,2.8417918781609055e-12,1.330232574590064e-06,0.9985518269226691,0.8816865036680159,0.005043615362235113,0.8362967593294774,0.5739233829871855,0.7567151753210901,0.4195706012702829,0.8443519248264755,0.9994830263792186,1.5718123638245445e-05,0.5915597207906066,0.63990244776892,0.8802520384088244,0.09557794579703506,0.017018996977389834,0.009147376487412182,0.025686577365580117,8.960102997805062e-06,1.212876833249316,0.745622430062909,0.2888263121694126,0.0012818408734108391
4.33,11.412992591983087,9.927187753965919,0.0002443941794746146,141.96705075052427,18.90468513479691,0.9985426068802966,2.6558598220297974e-12,1.291415685152795e-06,0.9985426068802966,0.8816570865116178,0.0050510504118240354,0.8350855664537806,0.5727339741264424,0.7565452592207743,0.4190195531855007,0.8442849394242455,0.9994778746093248,1.5854938501926595e-05,0.5900631356776632,0.6393739992254414,0.8800607628248893,0.09561205114141591,0.017048311649085168,0.009162252783622373,0.025754487680365635,8.961373998215738e-06,1.212874542091405,0.7448702400873559,0.2878984853212594,0.001279361733212744
4.34,11.354721935895707,9.927187827625001,0.00024449953001684976,141.96705068273104,18.904685140872175,0.9985333547167304,2.4822327654624856e-12,1.2537348104210582e-06,0.9985333547167304,0.8816276700624796,0.00505844341445432,0.8338693555520472,0.5715464942810798,0.7563756901954494,0.4184723785982688,0.8442179610722526,0.9994726862844724,1.5992546396151006e-05,0.5885683436215482,0.638847540849797,0.8798696644677947,0.0956459384647634,0.017077573790693627,0.00917710327440488,0.025822181989947436,8.962648768672983e-06,1.2128722471570659,0.7441212127703842,0.2869736838959846,0.0012768820605592382
4.3500000000000005,11.29662578121155,9.927187901284244,0.0002446050231963877,141.96705061493932,18.904685146947248,0.9985240704811413,2.3200055993004643e-12,1.2171551966617401e-06,0.9985240704811413,0.8815982543187628,0.00506579443029673,0.8326481750098581,0.5703609586132196,0.756206468581298,0.4179290566372514,0.8441509897800192,0.9994674612829043,1.6130948871077695e-05,0.5870753753202936,0.6383230675661717,0.8796787423354068,0.09567960885469039,0.017106783618607964,0.009191928068103985,0.025889659781215456,8.963927292773067e-06,1.2128699484708623,0.7433753410245975,0.2860518975701941,0.0012744019009839648
4.36,11.23870346934242,9.927187974943648,0.00024471065802651666,141.96705054714914,18.90468515302214,0.9985147542001612,2.1685004750142424e-12,1.1816460146306136e-06,0.9985147542001612,0.8815688392786116,0.005073103522457955,0.8314220734536363,0.5691773816881062,0.7560375946189315,0.41738956677701744,0.8440840255571342,0.9994621994847832,1.627014742722183e-05,0.5855842603638027,0.6378005743699042,0.8794879954621252,0.09571306342356879,0.017135941344898608,0.009206727270905917,0.025956920578581896,8.965209553896658e-06,1.2128676460570933,0.7426326175756921,0.2851331161677114,0.0012719212979471618
4.37,11.180954340047156,9.927188048603211,0.0002448164335190521,141.96705047936044,18.904685159096843,0.9985054059046249,2.026997168099054e-12,1.147175703306698e-06,0.9985054059046249,0.8815394249401731,0.005080370753497239,0.8301910994648961,0.5679957781822805,0.7558690685667819,0.41685388842763715,0.844017068413174,0.9994569007699137,1.641014357435541e-05,0.5840950285486044,0.6372800562430656,0.8792974228755372,0.09574630327915384,0.017165047182441946,0.009221500989399315,0.026023963899462394,8.966495535464638e-06,1.212865339940107,0.7418930351842159,0.284217329484909,0.0012694402952956822
4.38,11.123377732838438,9.927188122262933,0.00024492234868561815,141.96705041157327,18.90468516517136,0.9984960256293262,1.894763480198842e-12,1.1137125485784683e-06,0.9984960256293262,0.8815100113015949,0.0050875961858839434,0.8289553016146933,0.5668161627886302,0.7557008906865048,0.41632200099016403,0.843950118357713,0.9994515650180551,1.6550938823617848e-05,0.5826077097006582,0.636761508165489,0.8791070236020827,0.09577932952809583,0.01719410134423953,0.009236249330235242,0.02609078926015657,8.967785220905506e-06,1.2128630301442591,0.7411565866172045,0.2833045273138889,0.0012669589369444607
4.39,11.065972996330963,9.927188195922817,0.00024502840254615277,141.96705034378755,18.904685171245703,0.9984866134099791,1.771259678213437e-12,1.0812285474380738e-06,0.9984866134099791,0.8814805983610063,0.005094779885041602,0.8277147286941525,0.5656385495855469,0.7555330611457396,0.4157938842250635,0.843883175400395,0.9994461921109946,1.669253463509595e-05,0.5811223324984572,0.6362449251881781,0.8789167967047499,0.09581214329945385,0.017223104038891972,0.00925097239786705,0.02615739621495575,8.969078593438232e-06,1.212860716693629,0.7404232644591489,0.28239469959659197,0.001264477264755368
4.4,11.008739476441532,9.927188269582857,0.0002451345941181296,141.96705027600333,18.904685177319863,0.9984771692820248,1.6558889811566259e-12,1.0496945968837e-06,0.9984771692820248,0.881451186116542,0.005101921915518116,0.8264694294291681,0.5644629528335626,0.7553655801399927,0.415269517786269,0.8438162395508427,0.9994407819299186,1.6834932484008834e-05,0.5796389259606107,0.6357303023410407,0.8787267412356939,0.09584474571564489,0.017252055476304363,0.00926567029739951,0.02622378430689028,8.970375636343893e-06,1.2128583996123772,0.739693061348647,0.2814878362305461,0.0012619953211988149
