t,MPF_n,MPF_c,FZY,Wee1_n,StgP_n,preMPF_n,preMPF_c,N,StgP_c,Wee1_c,IE,Stg_m,Xp,Xm,Stg_n,Stg_c,Wee1P_n
5.13,0.6434717285437508,0.9889094196134222,0.1674579318835251,0.025054944624326704,0.3456687961386225,0.027861512632782956,0.011038071424244303,1.0,1.0018524063143766,0.019661639802916964,0.43244076419709127,0.9902286252839423,6.57922500000075e-06,0.0025650000000000004,0.03476280541282273,0.022320271791877514,0.13497550298556338
5.14,0.6433179412086946,0.9889097897648368,0.16985481141373154,0.025068456637541404,0.34636638615314086,0.027804283783807154,0.011037601526881803,1.0,1.0018967577221858,0.019661629439322453,0.4348532609841223,0.9902095735647127,6.60490000000075e-06,0.0025700000000000007,0.03475130015516763,0.02232028294720598,0.13526599064349623
5.15,0.6431411883433942,0.9889101593309243,0.17227387900390004,0.025082973975584004,0.3470619506689876,0.02774625775385518,0.011037132224830997,1.0,1.0019410986698405,0.01966161909518395,0.4372631776125684,0.9901905218124454,6.630625000000752e-06,0.002575000000000001,0.03474161578819532,0.022320294105861872,0.13555544256964233
5.16,0.6429413208938243,0.9889105283215558,0.1747151300755109,0.025098507213043783,0.3477554820319196,0.027687439447536804,0.011036663508219802,1.0,1.0019854291593107,0.019661608770159177,0.4396702902885251,0.9901714700270439,6.656400000000751e-06,0.0025800000000000007,0.0347337600293855,0.02232030526743473,0.13584384819245374
5.17,0.642718192728899,0.9889108967464098,0.177178557247783,0.025115067048797717,0.3484469723227369,0.02762783389663682,0.011036195367368716,1.0,1.0020297491925574,0.019661598463912962,0.4420743737988875,0.9901524182084117,6.68222500000075e-06,0.0025850000000000005,0.034727740861154315,0.022320316431522616,0.13613119681609456
5.18,0.6424716609792634,0.9889112646149557,0.17966415036108624,0.025132664290709872,0.3491364133648837,0.027567446270292027,0.01103572779280716,1.0,1.0020740587715329,0.01966158817611743,0.44447520152005005,0.9901333663564528,6.708100000000749e-06,0.0025900000000000003,0.03472356652325274,0.022320327597732368,0.13641747763574152
5.19,0.6422015862617858,0.9889116319364475,0.1821718964869847,0.025151309848718172,0.349823796727325,0.027506281880584953,0.011035260775280418,1.0,1.0021183578981805,0.019661577906452034,0.44687254543945215,0.9901143144710705,6.734025000000751e-06,0.0025950000000000005,0.03472124550989001,0.022320338765679605,0.1367026797444972
5.2,0.6419078326409077,0.9889119987199376,0.18470177990723788,0.0251710147471236,0.35050911371651416,0.027444346177666067,0.011034794305734855,1.0,1.0021626465744344,0.01966156765460325,0.449266176205513,0.9900952625521684,6.760000000000751e-06,0.0026000000000000007,0.0347207865777661,0.022320349934988336,0.1369867921211008
5.21,0.6415902677191726,0.9889123649742817,0.18725378210833615,0.025191790127575064,0.351192355373752,0.027381644749925275,0.01103432837531399,1.0,1.002206924802221,0.01966155742026446,0.4516558631649766,0.9900762105996505,6.7860250000007504e-06,0.0026050000000000005,0.03472219874871278,0.022320361105290776,0.13726980362694324
5.22,0.6412487627280007,0.9889127307081417,0.18982788177626117,0.025213647252118377,0.35187351247258,0.027318183324112028,0.011033862975354698,1.0,1.0022511925834576,0.019661547203135787,0.4540413744011294,0.99005715861342,6.812100000000749e-06,0.0026100000000000003,0.034725491312300294,0.022320372276227178,0.1375517030030183
5.23,0.6408831926187085,0.9889130959299902,0.19242405479147384,0.02523659750630943,0.3525525755162081,0.027253967765403935,0.011033398097383554,1.0,1.002295449920054,0.019661537002924025,0.45642247677289655,0.990038106593381,6.838225000000751e-06,0.0026150000000000006,0.03473067382840962,0.022320383447445653,0.1378324788668094
5.24,0.6404934361537755,0.9889134606481134,0.19504227422412784,0.025260652402391472,0.3532295347349766,0.027189004077423983,0.011032933733113317,1.0,1.0023396968139122,0.019661526819342495,0.45879893595481214,0.990019054539437,6.86440000000075e-06,0.002620000000000001,0.034737756129770356,0.022320394618602014,0.13811211970911222
5.25,0.6400793759543699,0.9889138248706186,0.19768251032928622,0.025285823575068707,0.3539043800801058,0.0271232984020594,0.011032469874435399,1.0,1.0023839332669255,0.019661516652110734,0.4611705164788389,0.9900000024514914,6.890625000000749e-06,0.002625,0.03474674832821148,0.022320405789359843,0.13839061389826118
5.26,0.6396408982310707,0.9889141886054725,0.20034473054073637,0.025312122723515868,0.3545771011904689,0.02705685701817093,0.01103200651338256,1.0,1.0024281592809778,0.01966150650095275,0.46353698178406105,0.9899809503294482,6.9169000000007486e-06,0.0026300000000000004,0.034757660847888186,0.022320416959392173,0.13866794973811994
5.2700000000000005,0.639177893387161,0.9889145518604546,0.20302889946950714,0.025339561701553787,0.3552476874337159,0.026989686343162175,0.011031543642174058,1.0,1.0024723748579465,0.019661496365599256,0.46589809424799744,0.9899618981732111,6.94322500000075e-06,0.0026350000000000006,0.03477050438415822,0.022320428128378738,0.13894411537790574
5.28,0.638690256011135,0.9889149146431706,0.2057349788994776,0.025368152504149106,0.3559161278953753,0.026921792932458055,0.01103108125320329,1.0,1.002516579999701,0.019661486245787122,0.4682536152322789,0.9899428459826836,6.96960000000075e-06,0.0026400000000000004,0.03478528991447958,0.022320439296006335,0.1392190988256896
5.29,0.6381778848915984,0.9889152769610621,0.20846292778332773,0.025397907257738373,0.3565824113698786,0.026853183479005713,0.01103061933902764,1.0,1.0025607747081033,0.019661476141258925,0.4706033051287141,0.9899237937577694,6.996025000000749e-06,0.002645,0.03480202870738692,0.02232045046196908,0.13949288795807252
5.3,0.6376406831018968,0.9889156388214101,0.21121270223907032,0.025428838222412847,0.3572465263575369,0.02678386481295591,0.011030157892365035,1.0,1.0026049589850083,0.019661466051762836,0.4729469234046961,0.9899047414983724,7.022500000000749e-06,0.0026500000000000004,0.034820732325514234,0.022320461625968315,0.1397654705180003
5.3100000000000005,0.6370785580845918,0.9889160002313385,0.2139842555468085,0.0254609577940998,0.3579084610615193,0.0267138439012916,0.01102969690609061,1.0,1.002649132832263,0.0196614559770525,0.4752842286494945,0.989885689204396,7.04902500000075e-06,0.0026550000000000007,0.034841412628616994,0.02232047278771254,0.14003683411258258
5.32,0.636491421735785,0.9889163611978172,0.2167775381457167,0.02549427850674031,0.3585682033848306,0.02664312784740381,0.011029236373233463,1.0,1.0026932962517077,0.01966144591688692,0.4776149786214321,0.9898666368757442,7.07560000000075e-06,0.0026600000000000005,0.0348640817765939,0.022320483946917314,0.14030696621091474
5.33,0.635879190489288,0.9889167217276653,0.21959249763124852,0.02552881303446357,0.3592257409272904,0.026571723890614588,0.011028776286973513,1.0,1.0027374492451746,0.019661435871030353,0.47993893029594786,0.9898475845123206,7.102225000000749e-06,0.0026650000000000003,0.034888752232508154,0.022320495103305204,0.14057585414190382
5.34,0.6352417852579991,0.9889170818275563,0.2224290787670223,0.025564574208195797,0.35988106097387523,0.026499639401718313,0.011028316640636231,1.0,1.0027815918144913,0.01966142583925198,0.48225583990012033,0.9898285321140289,7.1289000000007476e-06,0.00267,0.03491543677424548,0.022320506256603673,0.14084348507765956
5.3500000000000005,0.6345791312593304,0.9889174415040253,0.22528722350866845,0.02560157504398662,0.36053415047604886,0.026426881875280583,0.01102785742768563,1.0,1.0028257239614842,0.01966141582132542,0.4845654629363698,0.9898094796807727,7.155625000000749e-06,0.0026750000000000003,0.03494414851318345,0.022320517406541292,0.14110984600516796
5.36,0.6338911586986089,0.9889178007634619,0.22816687094093438,0.025639828684472555,0.36118499608505467,0.026353458945521026,0.011027398641730874,1.0,1.0028698456879694,0.01966140581702953,0.4868675542938077,0.989790427212456,7.182400000000749e-06,0.0026800000000000005,0.03497490086089921,0.02232052855285634,0.1413749237848278
5.37,0.6331778026022599,0.9889181596121178,0.23106795730116506,0.02567934842638035,0.3618335841337355,0.026279378378728634,0.011026940276519596,1.0,1.0029139569957568,0.01966139582614793,0.48916186827452407,0.9897713747089825,7.209225000000748e-06,0.0026850000000000003,0.035007707547349776,0.022320539695293143,0.14163870512294732
5.38,0.6324390028711221,0.9889185180561088,0.23399041598068085,0.025720147725729642,0.3624799006316925,0.026204648071692056,0.011026482325934813,1.0,1.0029580578866504,0.01966138584846886,0.4914481586430312,0.9897523221702557,7.236100000000748e-06,0.00269,0.03504258262571318,0.022320550833601634,0.14190117656654164
5.39,0.6316747043545201,0.9889188761014182,0.23693417752426277,0.025762240200915762,0.3631239312617104,0.026129276050652957,0.011026024783992238,1.0,1.0030021483624485,0.0196613758837851,0.4937261786787062,0.9897332695961796,7.263025000000748e-06,0.002695,0.0350795404759631,0.022320561967537168,0.14216232450024982
5.4,0.6308848569237376,0.988919233753899,0.23989916962990693,0.025805639635834036,0.36376566137615635,0.026053270470194352,0.01102556764483772,1.0,1.003046228424944,0.01966136593189382,0.49599568122907417,0.9897142169866578,7.290000000000749e-06,0.0027000000000000006,0.03511859580847007,0.022320573096860388,0.14242213514321064
5.41,0.6300694155448949,0.9889195910192771,0.24288531714884776,0.025850359983045627,0.3644050759933523,0.025976639612063937,0.01102511090274475,1.0,1.0030902980759242,0.019661355992596538,0.49825641876393034,0.9896951643415942,7.317025000000748e-06,0.0027050000000000004,0.035159763667629074,0.022320584221337064,0.1426805945458967
5.42,0.6292283403512268,0.9889199479031523,0.24589254208585345,0.025896415366984914,0.36504215979392096,0.0258993918839323,0.011024654552112082,1.0,1.0031343573171716,0.019661346065698988,0.5005081434303037,0.9896761116608924,7.3441000000007485e-06,0.00271,0.03520305943551369,0.022320595340737943,0.14293768858690714
5.43,0.6283615963553935,0.9889203044110161,0.24892076363789267,0.025943820095281546,0.3656768971231365,0.025821535813477653,0.011024198587447612,1.0,1.0031784061504627,0.019661336151011684,0.5027506070459271,0.9896570589444563,7.371225000000748e-06,0.002715,0.035248498829525354,0.02232060645483885,0.1431934029616455
5.44,0.6274691536442691,0.9889206605482476,0.2519698981818517,0.025992588659271895,0.36630927198514124,0.02574308004860038,0.011023743003370954,1.0,1.0032224445775697,0.01966132624834961,0.5049835611773369,0.9896380061921898,7.39840000000075e-06,0.00272,0.03529609790817662,0.02232061756342046,0.14344772318180837
5.45,0.6265509878980845,0.9889210163200994,0.25503985922806555,0.02604273572725202,0.36693926803168214,0.025664033361739693,0.01102328779462858,1.0,1.0032664726002596,0.019661316357531326,0.5072067572751717,0.9896189534039964,7.4256250000007485e-06,0.0027250000000000004,0.03534587308235463,0.022320628666267807,0.14370063458213217
5.46,0.6256070801698551,0.9889213717317106,0.2581305574524892,0.026094276154376306,0.3675668685632258,0.025584404644646914,0.011022832956080647,1.0,1.0033104902202947,0.01966130647837939,0.5094199466821174,0.98959990057978,7.452900000000748e-06,0.0027300000000000002,0.035397841114206366,0.022320639763170353,0.1439521223104948
5.47,0.6246374169462089,0.9889217267881082,0.2612419006992368,0.02614722498626257,0.36819205652531367,0.025504202906709992,0.011022378482698762,1.0,1.0033544974394333,0.019661296610720323,0.5116228806906,0.9895808477194445,7.480225000000748e-06,0.002735,0.03545201912078323,0.022320650853921844,0.1442021713243105
5.48,0.6236419902072803,0.9889220814942106,0.264373793983427,0.02620159746264627,0.36881481450489684,0.025423437273208706,0.011021924369563832,1.0,1.0033984942594285,0.019661286754384503,0.5138153106012628,0.9895617948228936,7.5076000000007495e-06,0.0027400000000000002,0.03550842457770639,0.02232066193832017,0.14445076638687548
5.49,0.6226207974856158,0.9889224358548285,0.26752613949433796,0.026257409021085025,0.36943512472665047,0.025342116983499804,0.011021470611863975,1.0,1.0034424806820301,0.019661276909206146,0.5159969877822129,0.9895427418900312,7.535025000000749e-06,0.0027450000000000005,0.03556707532285214,0.022320673016167226,0.1446978920636634
5.5,0.6215738419240915,0.9889227898746676,0.2706988365988766,0.026314675300713453,0.37005296904926877,0.02526025138913206,0.011021017204892535,1.0,1.0034864567089832,0.01966126707502322,0.5181676637290433,0.989523688920761,7.562500000000749e-06,0.0027500000000000003,0.03562798956005712,0.022320684087268772,0.1449435327185708
5.51,0.620501132332841,0.9889231435583303,0.2738917818453558,0.026373412146048276,0.3706683289617398,0.02517784995189132,0.011020564144046167,1.0,1.0035304223420287,0.019661257251677413,0.5203270901256242,0.9895046359149869,7.590025000000748e-06,0.002755,0.03569118586284355,0.022320695151434297,0.1451876725101117
5.5200000000000005,0.6194026831291919,0.9889234969103211,0.2771048689800158,0.02643363559813849,0.3712811855780575,0.025094922242752088,0.011020111424819371,1.0,1.003574377582903,0.01966124743901385,0.5224750188778934,0.9894855828726128,7.61760000000075e-06,0.0027600000000000003,0.035756683179707156,0.022320706208478383,0.14543029540026758
5.53,0.6182785136762179,0.9889238499350709,0.2803379890281949,0.026495361820008393,0.37189151962392863,0.025011477945813546,0.011019659042780346,1.0,1.0036183224333268,0.019661237636879773,0.5246112020046698,0.9894665297935423,7.64522500000075e-06,0.002765,0.03582450084741005,0.022320717258229886,0.14567138522904427
5.54,0.6171286494702237,0.9889242026369027,0.2835910301775723,0.02655860722476104,0.3724993114480636,0.024927526846591743,0.011019206993604742,1.0,1.0036622568950222,0.019661227845126535,0.5267353919721546,0.9894474766776795,7.67290000000075e-06,0.00277,0.03589465857969031,0.02232072830051707,0.14591092558636856
5.55,0.6159531219062514,0.9889245550200434,0.2868638778139961,0.026623388448099916,0.37310454101454776,0.024843078832204542,0.011018755273065088,1.0,1.0037061809697074,0.01966121806360904,0.528847341688985,0.989428423524928,7.70062500000075e-06,0.002775,0.03596717647489018,0.022320739335171223,0.14614889983956655
5.5600000000000005,0.6147519681929667,0.9889249070886282,0.2901564145415094,0.026689722337369826,0.3737071878971938,0.024758143890220578,0.011018303877024982,1.0,1.003750094659096,0.019661208292185473,0.5309468045380621,0.9894093703351918,7.728400000000751e-06,0.0027800000000000004,0.03604207502160423,0.022320750362028293,0.14638529114432272
5.57,0.6135252313906426,0.9889252588467033,0.2934685201893899,0.026757625954238373,0.3743072312755234,0.02467273210639359,0.011017852801437253,1.0,1.0037939979648967,0.01966119853071723,0.5330335344388599,0.9893903171083748,7.75622500000075e-06,0.002785,0.03611937510269727,0.022320761380928925,0.14662008244199834
5.58,0.6122729604475621,0.9889256102982275,0.2968000718195656,0.026827116577362985,0.37490464993072176,0.024586853662331605,0.01101740204234218,1.0,1.0038378908888128,0.01966118877906886,0.5351072859103655,0.9893712638443807,7.78410000000075e-06,0.00279,0.03619909799935004,0.022320772391718525,0.14685325645696465
5.59,0.6109952102348418,0.9889259614470736,0.30015094373440304,0.02689821170504341,0.37549942224156413,0.024500518833101132,0.01101695159586577,1.0,1.003881773432543,0.019661179037108043,0.5371678141346483,0.9893522105431135,7.81202500000075e-06,0.002795,0.03628126539513266,0.02232078339424731,0.14708479569395028
5.6000000000000005,0.6096920415796758,0.9889263122970307,0.3035210074848715,0.02697092905785976,0.37609152618031455,0.024413737984766225,0.011016501458218102,1.0,1.0039256455977803,0.0196611693047055,0.5392148750210616,0.989333157204477,7.84000000000075e-06,0.0028000000000000004,0.03636589938010595,0.02232079438837037,0.14731468243540313
5.61,0.6083635212969989,0.9889266628518052,0.3069101318790797,0.027045286581296013,0.3766809393085966,0.024326521571862547,0.01101605162569173,1.0,1.0039695073862132,0.019661159581734974,0.5412482252710723,0.9893141038283751,7.86802500000075e-06,0.002805,0.03645302245495041,0.02232080537394774,0.14754289873886695
5.62,0.6070097218001329,0.9889270131150301,0.3103181830321921,0.027121302481135458,0.37726763877747216,0.024238880131953258,0.01101560209465254,1.0,1.0040133587995341,0.019661149868071114,0.5432676222717479,0.9892950504147119,7.89610000000075e-06,0.00281,0.036542657530887875,0.022320816350835066,0.14776942640158588
5.63,0.6056307212148164,0.9889273630902653,0.31374502436735446,0.02719899521936986,0.377851601322393,0.024150824283554667,0.011015152861539835,1.0,1.004057199839437,0.01966114016358987,0.5452728241969149,0.9892759969633909,7.924225000000748e-06,0.002815,0.03663482793472969,0.022320827318885603,0.14799424696459532
5.64,0.6042266040207883,0.9889277127809873,0.3171905165652702,0.02727838346873322,0.37843280325278156,0.02406236472759596,0.011014703922876054,1.0,1.0041010305076046,0.019661130468171445,0.5472635903259022,0.9892569434743163,7.952400000000747e-06,0.00282,0.03672955741929591,0.02232083827796415,0.14821734175818804
5.65,0.6027974607010498,0.9889280621905977,0.3206545176110007,0.027359486144664675,0.3790112204515884,0.023973512242074807,0.011014255275258617,1.0,1.0041448508057165,0.019661120781698432,0.5492396809566944,0.9892378899473917,7.98062500000075e-06,0.0028250000000000003,0.036826870163857994,0.022320849227938713,0.14843869186995154
5.66,0.6013433877545183,0.9889284113224246,0.3241368828054608,0.02744232240872807,0.3795868283711363,0.023884277679130508,0.01101380691535842,1.0,1.0041886607354482,0.01966111110405571,0.5512008574693599,0.9892188363825213,8.00890000000075e-06,0.00283,0.036926790778294666,0.022320860168680356,0.14865827814134805
5.67,0.5998644877072937,0.9889287601797241,0.32763746477727307,0.02752691167200199,0.38015960202893434,0.023794671962053277,0.011013358839918419,1.0,1.0042324602984725,0.01966110143513037,0.5531468823901895,0.989199782779609,8.037225000000749e-06,0.002835,0.037029344307277584,0.0223208711000631,0.148876081164325
5.68,0.5983608691218596,0.9889291087656814,0.3311561134950413,0.027613273598493204,0.38072951600347005,0.02370470608222524,0.01101291104575225,1.0,1.0042762494964588,0.01966109177481162,0.5550775194562653,0.9891807291385585,8.065600000000748e-06,0.00284,0.03713455623447986,0.022320882021963796,0.14909208127790122
5.69,0.596832646604219,0.9889294570834126,0.3346926762800475,0.0277014281085736,0.3812965444299773,0.023614391095993014,0.01101246352974291,1.0,1.004320028331074,0.019661082122990704,0.5569925336804615,0.9891616754592739,8.09402500000075e-06,0.0028450000000000003,0.037242452486807485,0.02232089293426201,0.14930625856473012
5.7,0.5952799408089654,0.9889298051359656,0.33824699781936907,0.027791395382440555,0.38186066099618216,0.023523738121471963,0.011012016288841494,1.0,1.0043637968039818,0.019661072479560816,0.5588916914168763,0.9891426217416591,8.12250000000075e-06,0.00285,0.03735305943865364,0.02232090383683989,0.14951859284763935
5.71,0.5937028783666688,0.9889301529263236,0.3418189201844127,0.027883195861059903,0.38242183894289833,0.023432758336350674,0.011011569320064005,1.0,1.0044075549168439,0.019661062844417578,0.5607747603838665,0.9891235679856181,8.15102500000075e-06,0.002855,0.03746640391130357,0.022320914729581295,0.14972906368868777
5.72,0.5921015913428834,0.9889305004574196,0.3454082828806477,0.027976850231463114,0.3829800510946459,0.023341462982217297,0.011011122620476115,1.0,1.0044513026713258,0.019661053217463004,0.5626415094233909,0.9891045141910547,8.17960000000075e-06,0.0028599999999999997,0.03758251314231555,0.022320925612366323,0.1499376504038683
5.73,0.5904762180607179,0.9889308477321173,0.3490149228076201,0.02807237945795609,0.3835352698022541,0.023249863349517782,0.01101067618721345,1.0,1.0044950400690884,0.019661043598599267,0.5644917090342796,0.9890854603578729,8.208225000000751e-06,0.0028650000000000004,0.037701414842918377,0.0223209364850793,0.1501443320318992
5.74,0.5888269029116304,0.9889311947532157,0.35263867428603624,0.028169804779422932,0.3840874669505008,0.023157970776715466,0.011010230017475715,1.0,1.0045387671117898,0.01966103398772998,0.5663251313340331,0.9890664064859768,8.23690000000075e-06,0.00287,0.03782313719037148,0.022320947347606836,0.15034908733692012
5.75,0.5871537962388632,0.9889315415234541,0.3562793690803405,0.02826914770916349,0.38463661396091603,0.02306579664832644,0.01100978410852278,1.0,1.0045824838010873,0.01966102438476096,0.5681415500633675,0.9890473525752701,8.26562500000075e-06,0.002875,0.03794770882516178,0.022320958199836597,0.15055189480865472
5.76,0.5854570543204929,0.9889318880455126,0.35993683641499996,0.02837043003817099,0.3851826817880106,0.022973352391449656,0.01100933845767349,1.0,1.0046261901386366,0.019661014789600206,0.569940740648782,0.989028298625657,8.294400000000749e-06,0.0028799999999999997,0.03807515885477494,0.022320969041657045,0.150752732659133
5.7700000000000005,0.5837368393499754,0.9889322343220136,0.3636109029912416,0.028473673838418437,0.3857256409155102,0.022880649472234765,0.011008893062304494,1.0,1.004669886126093,0.019661005202157897,0.5717224802653089,0.9890092446370413,8.32322500000075e-06,0.002885,0.03820551685746141,0.022320979872957232,0.15095157881940482
5.78,0.5819933194141897,0.9889325803555229,0.36730139300423936,0.028578901466153717,0.38626546135259443,0.022787699392287863,0.01100844791984913,1.0,1.004713571765111,0.01966099562234637,0.5734865478994484,0.9889901906093271,8.35210000000075e-06,0.00289,0.03833881288599696,0.022320990693626537,0.15114841093624487
5.79,0.5802266684689753,0.9889329261485503,0.3710081281607543,0.028686135565203528,0.38680211263014197,0.02269451368501495,0.011008003027796346,1.0,1.004757247057345,0.01966098605008013,0.5752327244122856,0.9889711365424184,8.38102500000075e-06,0.002895,0.038475077471438184,0.022321001503554427,0.15134320636884876
5.8,0.5784370663121677,0.9889332717035514,0.37473092769722316,0.028795399070285943,0.38733556379698025,0.02260110391190331,0.011007558383689657,1.0,1.0048009120044488,0.01966097648527583,0.5769607926027913,0.9889520824362191,8.41000000000075e-06,0.0029,0.038614341626872314,0.022321012302630203,0.15153594218552038
5.8100000000000005,0.5766246983031224,0.9889336170229347,0.3784696083930447,0.02890671514213098,0.387865783442885,0.022507481674867165,0.011007113985119747,1.0,1.0048445666080545,0.019660966927852394,0.5786705370384293,0.9889330282906333,8.43902500000075e-06,0.002905,0.03875663682441783,0.02232102309076487,0.15172659522855148
5.82,0.5747897553439887,0.9889339621090617,0.38222398458984747,0.029020107174409882,0.3883927396934297,0.022413658611553654,0.011006669829723849,1.0,1.0048882108697745,0.01966095737773098,0.5803617441311123,0.9889139741055649,8.46810000000075e-06,0.00291,0.03890199500037509,0.022321033867889715,0.15191514210729212
5.83,0.5729324342710831,0.9889343069642378,0.3859938682198484,0.029135598912780405,0.3889164001608786,0.02231964636407801,0.011006225915195698,1.0,1.004931844791237,0.019660947834834873,0.5820342025961417,0.9888949198809179,8.49722500000075e-06,0.002915,0.03905044860433325,0.022321044633918458,0.15210155907910564
5.84,0.571052937569972,0.9889346515907189,0.38977906882055474,0.029253214390867657,0.3894367319668752,0.02222545659098552,0.01100578223927834,1.0,1.004975468374067,0.019660938299089548,0.5836877032862117,0.9888758656165965,8.526400000000749e-06,0.00292,0.03920203057648178,0.022321055388768843,0.1522858221133877
5.8500000000000005,0.5691514733281173,0.9889349959907128,0.3935793935549441,0.02937297793148192,0.3899537017395577,0.022131100963727623,0.011005338799763089,1.0,1.0050190816198845,0.019660928770422716,0.5853220392483243,0.9888568113125044,8.55562500000075e-06,0.002925,0.039356774350495206,0.02232106613236305,0.15246790689034853
5.86,0.5672282551859347,0.9889353401663799,0.3973946472321122,0.029494914148093493,0.39046727561058175,0.02203659116301713,0.01100489559448856,1.0,1.0050626845303046,0.019660919248764338,0.5869370057817349,0.9888377569685459,8.58490000000075e-06,0.00293,0.039514713856509814,0.022321076864628024,0.15264778879953797
5.87,0.5652835022850347,0.988935684119834,0.4012246323283693,0.02961904794623216,0.3909774192121829,0.021941938875141113,0.011004452621339741,1.0,1.0051062771069366,0.01966090973404664,0.5885324004957952,0.9888187025846249,8.61422500000075e-06,0.002935,0.0396758835240621,0.022321087585495794,0.15282544293844613
5.88,0.5633174392136542,0.9889360278531438,0.4050691490087768,0.02974540452481119,0.39148409767427567,0.02184715578823159,0.011004009878247088,1.0,1.0051498593513848,0.019660900226204158,0.5901080233676894,0.9887996481606455,8.643600000000748e-06,0.00294,0.03984031828498881,0.02232109829490385,0.1530008441111793
5.89,0.5613302959492726,0.9889363713683333,0.4089279951491302,0.029874009377375912,0.3919872756215925,0.02175225358849388,0.011003567363185652,1.0,1.0051934312652469,0.019660890725173744,0.5916636768000688,0.9887805936965117,8.673025000000749e-06,0.0029449999999999997,0.04000805357628863,0.022321108992795533,0.15317396682721143
5.9,0.5593223077808775,0.9889367146673834,0.41280096635212354,0.030004888299600914,0.39248691717827633,0.021657243957083922,0.011003125074173566,1.0,1.0052369928501184,0.019660881230893188,0.5931991656319231,0.9887615391921276,8.70250000000075e-06,0.00295,0.0401791253355294,0.02232111967911629,0.15334478529388693
5.91,0.5572937150996282,0.9889370577522384,0.41668785591795615,0.030138067443155406,0.3929829860269761,0.021562138572019707,0.01100268300926547,1.0,1.0052805441076262,0.019660871743289315,0.5947142968066941,0.9887424846473972,8.73202500000075e-06,0.0029549999999999997,0.0403535699417522,0.022321130353779636,0.15351327336255516
5.92,0.5552447635467693,0.9889374006247984,0.4205884549439908,0.03027357323964854,0.39347544531571227,0.021466949095858123,0.011002241166560166,1.0,1.005324085039379,0.019660862262295454,0.5962088799982594,0.9887234300622246,8.76160000000075e-06,0.00296,0.04053142430860679,0.02232114101671794,0.15367940460462537
5.93,0.5531757039032508,0.9889377432869221,0.42450255233360323,0.030411432416629698,0.39396425767282095,0.021371687173399594,0.011001799544198238,1.0,1.0053676156469749,0.01966085278784809,0.597682727557088,0.9887043754365138,8.791225000000749e-06,0.0029649999999999998,0.04071272586940661,0.022321151667873088,0.15384315229556628
5.94,0.551086791985993,0.9889380857404279,0.4284299348088574,0.03055167201010203,0.3944493852179368,0.021276364428977537,0.011001358140360079,1.0,1.005411135932009,0.019660843319884262,0.5991356544814596,0.988685320770169,8.820900000000751e-06,0.00297,0.04089751256614618,0.022321162307189352,0.15400448940239247
5.95,0.5489782885710689,0.9889384279870953,0.4323703869342402,0.030694319366239706,0.394930789560442,0.021180992462533802,0.011000916953265123,1.0,1.0054546458960751,0.01966083385834143,0.6005674784676762,0.9886662660630942,8.85062500000075e-06,0.0029749999999999998,0.04108582285105238,0.022321172934613297,0.15416338858194722
5.96,0.5468504593139549,0.9889387700286658,0.4363236911408039,0.030839402143071903,0.395408431798002,0.021085582845656307,0.0110004759811711,1.0,1.0054981455407637,0.019660824403157282,0.6019780199598604,0.9886472113151935,8.88040000000075e-06,0.00298,0.041277695688048156,0.02232118355009367,0.1543198221792185
5.97,0.5447035746668532,0.988939111866843,0.4402896277507069,0.030986948312133205,0.3958822725151902,0.020990147117579117,0.01100003522237334,1.0,1.005541634867663,0.019660814954269593,0.6033671021993392,0.9886281565263709,8.910225000000749e-06,0.002985,0.04147317055412864,0.022321194153581324,0.1544737622256886
5.98,0.5425379097930831,0.9889394535032937,0.44426797500216,0.03113698616008065,0.39635227178219856,0.02089469678114472,0.01099959467520407,1.0,1.0055851138783591,0.019660805511616024,0.6047345512736138,0.9886091016965306,8.94010000000075e-06,0.00299,0.041672287440649734,0.02232120474502907,0.15462518043771706
5.99,0.540353744478545,0.9889397949396483,0.44825850907477294,0.03128954429027723,0.39681838915363715,0.020799243298728724,0.010999154338031777,1.0,1.0056285825744364,0.019660796075133952,0.6060801961649158,0.9885900468255767,8.97002500000075e-06,0.002995,0.041875086854528974,0.022321215324391592,0.15477404821495705
6.0,0.5381513630952585,0.988940136177507,0.45226100404670544,0.0314446515661016,0.39728058372365876,0.020703798104919735,0.010998714209255354,1.0,1.0056720409574957,0.01966078664476817,0.6074038685710155,0.9885709919134134,9.00000000000075e-06,0.0029999999999999996,0.04208160976312102,0.022321225891606115,0.1549203366970459
6.01,0.5359310545130405,0.9889404772184407,0.4562752319132453,0.031602337106034176,0.3977388141311423,0.020608372604222814,0.010998274287302925,1.0,1.005715489029158,0.01966077722047154,0.6087054029278488,0.9885519369599446,9.03002500000075e-06,0.003005,0.042291897589033914,0.022321236446590165,0.1550640167685189
6.0200000000000005,0.5336931118952843,0.9889408180639815,0.4603009627466744,0.03176263039831423,0.39819303844947235,0.02051297813423865,0.010997834570641431,1.0,1.0057589267910259,0.01966076780218951,0.6099846368985926,0.9885328819650745,9.060100000000752e-06,0.00301,0.042505992320350086,0.022321246989278714,0.15520505894415207
6.03,0.5314378326582044,0.9889411587156287,0.4643379646490227,0.031925561239393184,0.3986432142465183,0.020417625979601773,0.010997395057770445,1.0,1.0058023542447059,0.019660758389868402,0.6112414111746654,0.9885138269287073,9.09022500000075e-06,0.003015,0.042723936450646406,0.022321257519603274,0.15534343343050902
