t,bLR,aG,cAMP,aCaMK,Ca,CaCaM,V
3.92,3.324572332508149e-12,3.5663945408978574e-06,1.5230695881252527e-05,0.42973073565317665,0.07142629377922144,0.0026112891231973687,-69.7681020043781
3.93,3.0080571020274043e-12,3.3924591030035585e-06,1.4505103794955177e-05,0.4262152114038538,0.07006136186257894,0.0025613882870559805,-69.7725681264964
3.94,2.7214325465645144e-12,3.2270041188908886e-06,1.3813908798026198e-05,0.4227247889973259,0.06872251305839831,0.0025124410288580043,-69.77694760982665
3.95,2.4621316669453816e-12,3.0696186992092404e-06,1.3155496810825584e-05,0.41925936565629995,0.06740924923219328,0.0024644291372100447,-69.78124215724014
3.96,2.2276885218666747e-12,2.9199108769159944e-06,1.2528326307370223e-05,0.41581883724889146,0.06612108156831327,0.0024173347414075527,-69.78545343759919
3.97,2.0156711533363077e-12,2.7775060838065764e-06,1.1930921135438792e-05,0.4124030983771484,0.06485753028073735,0.0023711403008613743,-69.78958308636494
3.98,1.8240692248910374e-12,2.642049222460321e-06,1.136188163148889e-05,0.40901204221722465,0.06361812520752443,0.002325828626830702,-69.7936327063162
3.99,1.6508524199614466e-12,2.5132003161522214e-06,1.0819866005019803e-05,0.4056455607849661,0.06240240490082398,0.0022813828491547376,-69.79760386845928
4.0,1.494025970713429e-12,2.3906340087833506e-06,1.030358954644526e-05,0.40230354494646214,0.06120991661880075,0.002237786415957719,-69.80149811282334
4.01,1.352864856019451e-12,2.2740555415858456e-06,9.811871576170265e-06,0.3989858840932941,0.06004021705535977,0.00219502312031972,-69.80531694388299
4.0200000000000005,1.225624653202161e-12,2.163169321256391e-06,9.343541059226072e-06,0.3956924668877095,0.0588928705127967,0.002153077033483634,-69.8090618407608
4.03,1.1105685813242174e-12,2.0576921092805075e-06,8.897475244607271e-06,0.392423181000779,0.05776744948118068,0.0021119325260308117,-69.81273425351895
4.04,1.00610431793921e-12,1.9573542327664552e-06,8.472602594331052e-06,0.38917791312088246,0.056663534571652595,0.002071574265441605,-69.81633560318507
4.05,9.112166523281488e-13,1.861905639356787e-06,8.067922782745996e-06,0.3859565488076914,0.05558071487342256,0.002031987229145279,-69.81986728041424
4.0600000000000005,8.261715818901813e-13,1.7711257327580113e-06,7.682538356979795e-06,0.3827589722541193,0.05451858853879805,0.0019931567259050863,-69.82333064299402
4.07,7.491238645829676e-13,1.6847726221861248e-06,7.315489138222978e-06,0.37958506770157285,0.05347675907237805,0.0019550682601689284,-69.82672703131246
4.08,6.790867667880268e-13,1.6026264658855775e-06,6.965892979142564e-06,0.3764347182875202,0.052454838291952854,0.0019177076403045286,-69.83005775592841
4.09,6.150831786467131e-13,1.524476338751879e-06,6.632902644284031e-06,0.37330780643420153,0.051452445285001557,0.0018810609404534937,-69.83332410188623
4.1,5.572392398091531e-13,1.4501423202654145e-06,6.315784223138282e-06,0.37020421317122243,0.050469208156202094,0.001845114564416098,-69.83652732150176
4.11,5.048280300109892e-13,1.3794346703795128e-06,6.013771893567314e-06,0.36712381946293654,0.04950476050853801,0.0018098551170083795,-69.83966864878062
4.12,4.571949125370874e-13,1.3121724462386048e-06,5.726133994847496e-06,0.3640665056416565,0.04855874290023154,0.0017752694573240921,-69.84274929339772
4.13,4.138947543591239e-13,1.2481858620095481e-06,5.452181308172964e-06,0.36103215135891237,0.04763080294080244,0.001741344702246205,-69.8457704402668
4.14,3.7454600565758643e-13,1.1873158791873708e-06,5.191267270116747e-06,0.35802063558827457,0.04672059524772621,0.0017080682248630846,-69.84873324956048
4.15,3.388354939635334e-13,1.1294172733541136e-06,4.942800757634884e-06,0.35503183651300035,0.045827781705172925,0.0016754276639281652,-69.85163885547482
4.16,3.064579942174843e-13,1.0743411912477047e-06,4.706174863094326e-06,0.3520656322962438,0.04495202942900799,0.0016434108494604266,-69.8544883751773
4.17,2.771574421281729e-13,1.0219496695308048e-06,4.480826587986524e-06,0.3491219004759043,0.04409301230628726,0.0016120058590285776,-69.8572829018854
4.18,2.5070706818952326e-13,9.721109471820828e-07,4.266217865177651e-06,0.34620051818595615,0.043250410386772506,0.0015812009955049936,-69.8600235074813
4.19,2.2679773149599364e-13,9.247048293689132e-07,4.061853743229639e-06,0.343301361873567,0.04242391057661993,0.0015509848124258176,-69.8627112389193
4.2,2.0521498550158295e-13,8.796119196983693e-07,3.867245510638079e-06,0.3404243079073183,0.04161320503879205,0.0015213460555124484,-69.86534712598547
4.21,1.8574230618095268e-13,8.367181519341403e-07,3.6819260398581168e-06,0.33756923234029007,0.04081799176844638,0.001492273683706787,-69.86793217829067
4.22,1.6814057499596894e-13,7.959150613131281e-07,3.505450589829213e-06,0.3347360109084904,0.04003797456266476,0.001463756868064521,-69.87046738526169
4.23,1.522649807957533e-13,7.571018385999103e-07,3.3374027455033118e-06,0.33192451895977815,0.03927286317661703,0.0014357849974635255,-69.87295371553135
4.24,1.381515075874115e-13,7.201876738017217e-07,3.177401487256717e-06,0.32913463136246934,0.03852237353088637,0.0014083476861827438,-69.87539211602741
4.25,1.2546319311819984e-13,6.850751167653802e-07,3.0250489530256734e-06,0.32636622329487835,0.03778622560791559,0.0013814346970026173,-69.87778352063819
4.26,1.1399672449435712e-13,6.516748773016406e-07,2.879976424175995e-06,0.323619169575868,0.03706414517569273,0.0013550360042173203,-69.8801288430173
4.2700000000000005,1.0353005461833748e-13,6.199010862447631e-07,2.7418292672012306e-06,0.32089334490213506,0.036355863132880605,0.0013291417696944853,-69.88242897924577
4.28,9.396731858150774e-14,5.896749238657124e-07,2.610279861399625e-06,0.31818862369499307,0.03566111588662018,0.0013037423566869366,-69.8846848063451
4.29,8.55585279077961e-14,5.609302427201189e-07,2.4850476753378803e-06,0.31550487985350145,0.03497964598013137,0.0012788283527765897,-69.88689717982054
4.3,7.794072759243686e-14,5.335877571831317e-07,2.365806674773998e-06,0.31284198798359486,0.034311198783367226,0.0012543904488903981,-69.88906694649363
4.3100000000000005,7.099363587653472e-14,5.075776278959981e-07,2.2522661957212027e-06,0.3101998223547561,0.03365552524501474,0.0012304195399086362,-69.89119493379506
4.32,6.459572822311701e-14,4.828327194492913e-07,2.1441466996190795e-06,0.3075782572337722,0.033012380971389,0.001206906690990763,-69.89328195332233
4.33,5.868050858309836e-14,4.592911906872048e-07,2.0411893811541024e-06,0.3049771667567784,0.032381526541375535,0.0011838431490893639,-69.89532879927027
4.34,5.337182419091883e-14,4.36902998601268e-07,1.943180349863211e-06,0.3023964245855683,0.031762728402968725,0.0011612203757266342,-69.89733624415803
4.3500000000000005,4.85045962913729e-14,4.1560597304525586e-07,1.8498614967719765e-06,0.29983590524130777,0.031155755247753932,0.0011390299144492062,-69.89930505557706
4.36,4.403939966718736e-14,3.953461475354091e-07,1.7610061659000983e-06,0.2972954829986381,0.030560380962251332,0.0011172634987261767,-69.90123598236627
4.37,3.9946914239311813e-14,3.76071842449531e-07,1.6763970825437722e-06,0.29477503222667345,0.02997638367862426,0.0010959130172439708,-69.90312975891936
4.38,3.6199181126473085e-14,3.577347749954076e-07,1.5958307248710805e-06,0.2922744273145118,0.0294035459496867,0.0010749705203045717,-69.9049871048501
4.39,3.273872037564247e-14,3.4029454937811717e-07,1.5191349945755715e-06,0.28979354233796756,0.02884165563234637,0.0010544282521238362,-69.90680872286836
4.4,2.9571791135018346e-14,3.2370419223295246e-07,1.446112312002197e-06,0.2873322521774177,0.02829050279843738,0.0010342785378929706,-69.90859530668921
4.41,2.6689174699170703e-14,3.0792202279190317e-07,1.3765863226776912e-06,0.2848904316195466,0.027749882164893852,0.0010145138726246148,-69.91034753500254
4.42,2.40873668142827e-14,2.9290819202540093e-07,1.3103882854404958e-06,0.2824679556327823,0.027219592310784427,0.0009951268925280123,-69.91206607355781
4.43,2.1756637842328455e-14,2.786250960577267e-07,1.2473586560404002e-06,0.28006469932845646,0.026699435758010717,0.0009761103779592755,-69.91375157416766
4.44,1.961846564055507e-14,2.6504030336373515e-07,1.1873583518886418e-06,0.2776805376516698,0.026189219806425364,0.0009574572839525813,-69.91540466784456
4.45,1.7695703149958116e-14,2.5211792605914265e-07,1.1302355123524162e-06,0.27531534631469906,0.025688753900865793,0.0009391606439611917,-69.917025984909
4.46,1.5971341085254967e-14,2.39825453284485e-07,1.075851807131128e-06,0.2729690010678522,0.025197851638572022,0.000921213643246918,-69.9186161390089
4.47,1.4425637850842247e-14,2.2813172817490956e-07,1.0240746365431507e-06,0.2706413779226051,0.024716330118674606,0.0009036095950979595,-69.9201757318101
4.48,1.3039554115758521e-14,2.170072277935209e-07,9.747781581770063e-07,0.2683323531292031,0.024244009978547587,0.0008863419421578914,-69.92170535385702
4.49,1.1830994822216336e-14,2.0642742511188816e-07,9.27855862527986e-07,0.26604180283851003,0.023780716323075143,0.0008694042903984895,-69.92320558979799
4.5,1.0759428703008641e-14,1.963637859049398e-07,8.831868144334484e-07,0.26376960403065264,0.023326276071574385,0.0008527903121264316,-69.92467700609988
4.51,9.801151694952599e-15,1.8679079654122769e-07,8.406619651583871e-07,0.2615156338013089,0.022880519949099905,0.0008364938187829327,-69.92612016146474
4.5200000000000005,8.928198511125238e-15,1.7768394013805516e-07,8.001765463749867e-07,0.25927976957533083,0.02244328185535898,0.0008205087378720239,-69.92753560442793
4.53,8.114138913160998e-15,1.6901988045210646e-07,7.616307331994995e-07,0.2570618890967719,0.022014398866633936,0.0008048291130308056,-69.92892387192018
4.54,7.428928297527174e-15,1.6078064523775812e-07,7.249452427904593e-07,0.2548618700446677,0.02159371230567299,0.0007894491431434282,-69.9302854637859
4.55,6.810471579761084e-15,1.5294329066003003e-07,6.900227135816532e-07,0.2526795910074084,0.021181064934619985,0.0007743630797177435,-69.93162090458458
4.5600000000000005,6.244205708651728e-15,1.4548789000036603e-07,6.5677751452162e-07,0.25051493074244024,0.020776303041038842,0.0007595653031479824,-69.93293069523276
4.57,5.7152165465050966e-15,1.3839530678258998e-07,6.251274053815351e-07,0.24836776839187666,0.0203792757960948,0.0007450502992505608,-69.93421532605865
4.58,5.209439566565253e-15,1.3164722564110797e-07,5.949936376572531e-07,0.24623798348544057,0.019989835220123604,0.000730812658005317,-69.93547527828414
4.59,4.757761083935273e-15,1.2522989294234488e-07,5.663152201948527e-07,0.24412545554943268,0.019607837289443295,0.000716847114019748,-69.93671107003539
4.6000000000000005,4.335916438984213e-15,1.1912538768430289e-07,5.390155724410865e-07,0.24203006503998298,0.01923313920706881,0.0007031484467483267,-69.93792315267787
4.61,3.9422158311011216e-15,1.1331826975034437e-07,5.13027892103379e-07,0.2399516926432285,0.018865601404007174,0.0006897115536583996,-69.9391119917277
4.62,3.5772590987193634e-15,1.0779375281794951e-07,4.882881619191495e-07,0.23789021947557104,0.018505086933257253,0.0006765314280752616,-69.94027804603229
4.63,3.2441046224405624e-15,1.0253764600420588e-07,4.647349098842427e-07,0.23584552709609666,0.01815146140793143,0.0006636031569199338,-69.94142176818146
4.64,2.9202895585703624e-15,9.753878610690301e-08,4.423189080108109e-07,0.23381749714907274,0.01780459403650409,0.000650921958557253,-69.94254348465519
4.65,2.6190594986209375e-15,9.278357659142624e-08,4.2098137366377346e-07,0.23180601217880897,0.01746435518101959,0.0006384830935253983,-69.94364365711256
4.66,2.342891430345872e-15,8.826005647139348e-08,4.006701992024238e-07,0.22981095502906992,0.017130618113293476,0.0006262819287415902,-69.94472268351127
4.67,2.0955499623647738e-15,8.395679016337517e-08,3.8133551511900276e-07,0.22783220901171214,0.016803258489711766,0.0006143139183010721,-69.94578094930641
4.68,1.882161975769677e-15,7.986281747176212e-08,3.629294835447731e-07,0.22586965791786534,0.016482154293026203,0.0006025746013491916,-69.94681882745887
4.69,1.6791510639942859e-15,7.596905320573218e-08,3.454122422064462e-07,0.22392318573167705,0.016167186679123598,0.0005910596330386487,-69.94783690882583
4.7,1.4975310948738977e-15,7.226520335186964e-08,3.2873882242583214e-07,0.22199267726481187,0.015858238022146285,0.0005797647130605815,-69.94883551694281
4.71,1.3374466827882477e-15,6.874190396540834e-08,3.128682302626214e-07,0.22007801771837288,0.015555193223224729,0.0005686856334908424,-69.94981505641063
4.72,1.1975169490173352e-15,6.53902282084025e-08,2.977613591182226e-07,0.21817909278532135,0.015257939374597893,0.0005578182665104963,-69.95077594120899
4.73,1.0756350354251339e-15,6.220160371367382e-08,2.833806435991941e-07,0.21629578866862825,0.014966365680140967,0.000547158561500375,-69.95171858850259
4.74,9.714053884340115e-16,5.916861384347622e-08,2.696934561673816e-07,0.21442799191619216,0.014680363944370882,0.0005367025629186483,-69.95264308056494
4.75,8.813733713492319e-16,5.628346102567791e-08,2.56665605194279e-07,0.21257558974066007,0.014399827555498608,0.0005264463731221749,-69.95354977239779
4.76,8.016869806657238e-16,5.353884081060893e-08,2.4426503983344003e-07,0.2107384698392467,0.014124652021327047,0.0005163861719584119,-69.95443892420795
4.7700000000000005,7.276898584133183e-16,5.09278205451636e-08,2.324613405138806e-07,0.20891652042000317,0.013854734863981349,0.000506518212916848,-69.95531073651887
4.78,6.623857041772152e-16,4.844410012266108e-08,2.2122661809224498e-07,0.20710963016556874,0.013589975710173074,0.0004968388264289538,-69.95616572332436
4.79,6.01870559679166e-16,4.608143311757683e-08,2.105334135636978e-07,0.20531768832661396,0.013330275975030264,0.00048734440830932625,-69.95700411591812
4.8,5.443899323348269e-16,4.383395273195952e-08,2.0035586260921884e-07,0.20354058467292194,0.0130755389917823,0.000478031424496821,-69.95782623475574
4.8100000000000005,4.898814893117434e-16,4.1696062765832906e-08,1.906692162214502e-07,0.2017782095101922,0.012825669940869153,0.0004688964084628825,-69.95863261586955
4.82,4.390657723480174e-16,3.966244083647454e-08,1.8144990291919734e-07,0.20003045368416913,0.012580575809098814,0.0004599359597183428,-69.95942385368663
4.83,3.931475197523145e-16,3.772803569068403e-08,1.72675538771944e-07,0.19829720858457134,0.01234016535160581,0.00045114674242263913,-69.96020052879904
4.84,3.543516088251647e-16,3.588801689111187e-08,1.6432466807175414e-07,0.19657836615168447,0.012104349052787917,0.0004425254839557333,-69.9609634450225
4.8500000000000005,3.208033896252552e-16,3.413773974941166e-08,1.5637672742689215e-07,0.19487381887258048,0.011873039117961844,0.0004340689746131214,-69.96171090006573
4.86,2.9024251968448344e-16,3.2472821399063554e-08,1.4881240214091573e-07,0.19318345978365023,0.011646149436504749,0.0004257740662581139,-69.962443605107
4.87,2.6254621216693784e-16,3.088910648704459e-08,1.4161326233753724e-07,0.1915071824874893,0.011423595567670763,0.00041763767180342566,-69.96316225093034
4.88,2.375384588033242e-16,2.9382637488899346e-08,1.3476172981940958e-07,0.18984488114443526,0.0112052946843231,0.0004096567631540671,-69.96386707700577
4.89,2.1494149491326566e-16,2.7949659861060398e-08,1.2824112301858879e-07,0.18819645050862557,0.010991165630097026,0.0004018283732971561,-69.96455843923336
4.9,1.9451294488365846e-16,2.658662688074695e-08,1.2203566977044276e-07,0.18656178597593343,0.010781129012561038,0.0003941495997078219,-69.96523655262241
4.91,1.760301605318457e-16,2.5290109122933884e-08,1.1613011049763232e-07,0.1849407833371765,0.010575106486010556,0.00038661757812870714,-69.96590167172424
4.92,1.5929876252929637e-16,2.40568088749441e-08,1.1050976142938792e-07,0.18333333881941682,0.010373020868415218,0.00037922948684546913,-69.96655404986113
4.93,1.441612585080912e-16,2.2883697529624874e-08,1.0516111688848942e-07,0.18173934959324226,0.010174797434700858,0.0003719825939681522,-69.96719393200972
4.94,1.3045877288842925e-16,2.1767787504864934e-08,1.0007085297091734e-07,0.18015871302710043,0.009980361914519394,0.0003648741842312285,-69.96782155847363
4.95,1.180568573591115e-16,2.0706294175286475e-08,9.522653657847579e-08,0.1785913272688993,0.009789641988997962,0.0003579016137135695,-69.96843716418975
4.96,1.0684318743543574e-16,1.9696723671614467e-08,9.06170166401751e-08,0.17703709177595048,0.009602568413091242,0.000351062350870765,-69.9690409741725
4.97,9.668487631844005e-17,1.8736298577161274e-08,8.622989131207239e-08,0.17549590471054502,0.00941906891813473,0.00034435375361726466,-69.96963322314133
4.98,8.748429194267082e-17,1.7822582914892157e-08,8.205425939488227e-08,0.17396766560709484,0.009239074607063889,0.00033777330313056186,-69.97021413442488
4.99,7.912512323845888e-17,1.6953224223535143e-08,7.807959814894242e-08,0.17245227510223143,0.009062518488106299,0.0003313185502441321,-69.97078392680866
5.0,7.154857760967019e-17,1.6126157923019693e-08,7.429663802144098e-08,0.17094963425297333,0.008889335371862962,0.00032498711168480523,-69.97134281110753
5.01,6.47055879361729e-17,1.5339479131271664e-08,7.069681399523426e-08,0.16945964496438867,0.008719461935861506,0.000318776672432781,-69.97189099231551
5.0200000000000005,5.850024689345379e-17,1.4591047405200054e-08,6.72705464586043e-08,0.16798220907790704,0.008552833746670215,0.00031268487685245895,-69.97242868046409
5.03,5.287017201202864e-17,1.3878999509891392e-08,6.400946932937443e-08,0.16651722938254784,0.00838938887881998,0.00030670946099737976,-69.97295607686097
5.04,4.779355320161882e-17,1.3201794752557766e-08,6.090662706079194e-08,0.1650646097057355,0.008229068236766836,0.00030084826438092177,-69.97347337287074
5.05,4.321576689975917e-17,1.2557715776229752e-08,5.795430398577195e-08,0.1636242539262831,0.008071811995814401,0.0002950990998592247,-69.97398076266069
5.0600000000000005,3.9062039897516204e-17,1.1944947059016677e-08,5.514436530874683e-08,0.16219606613306997,0.007917560158121782,0.0002894597739584007,-69.97447844101518
5.07,3.5315948260876646e-17,1.1362153831678255e-08,5.247077635923868e-08,0.16077995174926613,0.007766256701530416,0.00028392823855238224,-69.97496658962045
5.08,3.1942848370843743e-17,1.0807910592348625e-08,4.992711442717686e-08,0.15937581645739984,0.007617845512758533,0.0002785024421837086,-69.97544539049045
5.09,2.8887522795775195e-17,1.0280651878886835e-08,4.75063486652838e-08,0.1579835662670986,0.007472270169357362,0.00027318032209201694,-69.97591502660195
5.1000000000000005,2.6128628714605283e-17,9.779153012613957e-09,4.520294672529866e-08,0.1566031080427346,0.007329477050095614,0.0002679599179272529,-69.97637567182504
5.11,2.363841318926288e-17,9.30217441068551e-09,4.301131612209151e-08,0.15523434911303616,0.007189413033680907,0.00026283928761673523,-69.97682749837325
5.12,2.1383755767832318e-17,8.848420108285742e-09,4.092560994276706e-08,0.15387719753025528,0.007052025453394817,0.0002578165057066492,-69.9772706770755
5.13,1.9343964199085412e-17,8.41679538686844e-09,3.8940880636787815e-08,0.15253156174873245,0.00691726332174077,0.0002528897081342106,-69.97770537316343
5.14,1.7499047872019148e-17,8.006237008951095e-09,3.705231972115108e-08,0.15119735083670816,0.00678507652345723,0.00024805706272486245,-69.97813174904736
5.15,1.583034490695026e-17,7.615720617880904e-09,3.525529252165768e-08,0.14987447447110155,0.006655415838274375,0.00024331677002424102,-69.97854996422633
5.16,1.4315889901208168e-17,7.244188196661402e-09,3.3545018524566207e-08,0.14856284304111472,0.006528232555544408,0.00023866704920936344,-69.97896017657558
5.17,1.2944910686865148e-17,6.890774067233638e-09,3.191756812861126e-08,0.1472623673277122,0.00640347966786925,0.00023410618172671686,-69.97936253835286
5.18,1.1706300545505822e-17,6.554625176417053e-09,3.036907003030927e-08,0.1459729587584978,0.006281110921930794,0.00022963247659135952,-69.97975719937416
5.19,1.0585212155058136e-17,6.234868754601499e-09,2.889557166649261e-08,0.14469452935053304,0.006161080544825488,0.00022524426038192787,-69.9801443079574
5.2,9.566322126603772e-18,5.9306526428583554e-09,2.7493215505444755e-08,0.1434269917055965,0.006043343509406943,0.00022093988694135404,-69.98052401002036
5.21,8.645250952339575e-18,5.641286364564473e-09,2.615885574559297e-08,0.14217025899359984,0.005927856462502928,0.00021671777131174904,-69.98089644592518
5.22,7.815714874956542e-18,5.366082411311879e-09,2.4889364492262603e-08,0.14092424497124562,0.005814576680615221,0.0002125763515556106,-69.98126175402852
5.23,7.063054364666233e-18,5.104267234604877e-09,2.368123929031888e-08,0.13968886390180815,0.005703461339453662,0.0002085140620505624,-69.9816200729127
5.24,6.380918012028977e-18,4.855202061920149e-09,2.2531573891549054e-08,0.1384640306764129,0.00559446920197867,0.00020452939520286122,-69.98197153605643
5.25,5.765615711920831e-18,4.6183081594926984e-09,2.143772968956797e-08,0.13724966077298809,0.005487560047067792,0.0002006208805598954,-69.98231627363856
5.26,5.213174122745191e-18,4.393028797215781e-09,2.0397168630374765e-08,0.13604567023682326,0.0053826943837802085,0.0001967870743639195,-69.98265441342434
5.2700000000000005,4.7097334064550145e-18,4.178665010610535e-09,1.9406726293641195e-08,0.13485197553294082,0.005279831996567199,0.000193026506366093,-69.98298608598438
5.28,4.255529375056009e-18,3.9747713799103215e-09,1.8464362151200012e-08,0.1336684938846521,0.005178935391332706,0.00018933780581174497,-69.98331141249402
5.29,3.846312342037917e-18,3.780849384032742e-09,1.7567803482717504e-08,0.13249514301124699,0.0050799671254569915,0.00018571960382813822,-69.98363051418629
5.3,3.477256106872628e-18,3.596397674494965e-09,1.671476591021123e-08,0.13133184116172802,0.004982890185198517,0.00018217054722198528,-69.9839435107554
5.3100000000000005,3.142001125288459e-18,3.420888444117514e-09,1.5902847905922242e-08,0.13017850708948972,0.004887667746706169,0.00017868928974224327,-69.98425052105948
5.32,2.8393784018239298e-18,3.253942743696509e-09,1.513031419942269e-08,0.1290350602441956,0.004794264975234636,0.00017527455785801356,-69.98455165792726
5.33,2.566539544947431e-18,3.095153687736026e-09,1.4395305953553255e-08,0.12790142057924433,0.004702647217016473,0.00017192508465480594,-69.98484703339994
5.34,2.32079556016777e-18,2.944135236066193e-09,1.3696058813091875e-08,0.12677750860550485,0.004612780502137836,0.00016863962821928011,-69.98513675728807
5.3500000000000005,2.0994725464333357e-18,2.8005196087996636e-09,1.3030891447252523e-08,0.1256632453889721,0.004524631521167573,0.0001654169707848237,-69.98542093725038
5.36,1.9024773217282483e-18,2.663938802182266e-09,1.239812136740239e-08,0.1245585524763635,0.004438167138500166,0.00016225590093975302,-69.9856996808267
5.37,1.7267285706812359e-18,2.534053829279676e-09,1.1796199044997858e-08,0.1234633520370195,0.004353355296359077,0.0001591552466769641,-69.98597309160597
5.38,1.569302579481029e-18,2.4105328323371342e-09,1.1223608161247847e-08,0.12237756677307435,0.004270164428964902,0.00015611385397638168,-69.98624127167734
5.39,1.4271833928725276e-18,2.293049116933699e-09,1.0678856981911752e-08,0.12130111991991827,0.004188563457207365,0.00015313058661017094,-69.98650432163305
5.4,1.296825429950549e-18,2.181280286437379e-09,1.0160474765030834e-08,0.12023393525164698,0.004108521815379133,0.000150204327120105,-69.98676234043619
5.41,1.1788858344919787e-18,2.074975897310985e-09,9.667308088971502e-09,0.11917593709798091,0.004030009906212111,0.00014733399345333404,-69.98701542358879
5.42,1.0787173344215376e-18,1.973963825382752e-09,9.198548606030362e-09,0.11812705034409689,0.003952999137013425,0.0001445185402834883,-69.9872636629736
5.43,9.888586546214329e-19,1.877896376199545e-09,8.752620329615629e-09,0.11708720035790593,0.0038774601769960963,0.0001417568953000581,-69.98750715380272
5.44,9.069635381040174e-19,1.7865087206051063e-09,8.328311979765508e-09,0.11605631306015819,0.0038033647162663384,0.00013904802351558614,-69.98774598757602
5.45,8.30321970187299e-19,1.6995389308884696e-09,7.924426429867095e-09,0.11503431490020838,0.0037306849119077665,0.00013639090701494174,-69.98798025428032
5.46,7.557903867661918e-19,1.616726212976738e-09,7.539772815951135e-09,0.11402113285357993,0.0036593933685223293,0.00013378454424391254,-69.98821004245333
5.47,6.925139947770981e-19,1.5380398874952776e-09,7.174180705143561e-09,0.11301669449658551,0.0035894648986709706,0.00013122801436953141,-69.98843543345316
5.48,6.353306849186992e-19,1.4631991307965639e-09,6.826372817415741e-09,0.11202092784410607,0.0035208728125351134,0.00012872034163301683,-69.98865651353756
5.49,5.82307506036489e-19,1.391988795515482e-09,6.495363833415328e-09,0.11103376145321026,0.003453591348200645,0.00012626058419904493,-69.98887336595287
5.5,5.325408804092911e-19,1.3242192211581348e-09,6.180282322418022e-09,0.1100551244078882,0.003387595355830768,0.00012384782260935732,-69.98908607196267
5.51,4.851357609693107e-19,1.259707310882865e-09,5.880286864919297e-09,0.1090849463108879,0.003322860145877374,0.00012148115423348819,-69.98929471134254
5.5200000000000005,4.404372947449604e-19,1.198310350640319e-09,5.594717454361788e-09,0.1081231572820829,0.003259361762879122,0.00011915970327860644,-69.98949936145948
5.53,3.9974769730299266e-19,1.1399177614707835e-09,5.323058542768377e-09,0.1071696879562814,0.0031970769119438864,0.00011688261810177186,-69.98970009751837
5.54,3.618325533925272e-19,1.0843536917250326e-09,5.064502868304963e-09,0.10622446947984915,0.00313598214910056,0.00011464904160983452,-69.98989699528099
5.55,3.267731945204779e-19,1.0314836154292897e-09,4.818428729111891e-09,0.10528743351004524,0.003076054755982854,0.00011245814323718589,-69.99009012812712
5.5600000000000005,2.947852716883706e-19,9.811811380609011e-10,4.584251329815291e-09,0.10435851221249907,0.0030172724603462426,0.00011030910872807823,-69.99027956799279
5.57,2.662201913709239e-19,9.33327651335992e-10,4.361421210899817e-09,0.10343763825912437,0.0029596134277955917,0.00010820113983419326,-69.99046538539724
5.58,2.3902540354292694e-19,8.877901222165647e-10,4.149334373632141e-09,0.10252474476803627,0.0029030560950534376,0.00010613344821906227,-69.9906476499544
5.59,2.141834376203034e-19,8.444675365390762e-10,3.947519665085989e-09,0.10161976542556694,0.002847579500762037,0.0001041052675519274,-69.99082642936386
5.6000000000000005,1.9183619593065228e-19,8.032571922077465e-10,3.755502477487434e-09,0.10072263439569171,0.0027931630354425703,0.0001021158443664478,-69.99100179017675
5.61,1.7200809627604314e-19,7.640605640408314e-10,3.5728282567657967e-09,0.09983328633441459,0.0027397864782264855,0.0001001644394035685,-69.99117379768535
5.62,1.5471727475042764e-19,7.26783903067434e-10,3.399064746304752e-09,0.09895165639018677,0.002687429995427855,9.825032755932686e-05,-69.99134251592926
5.63,1.396068691948734e-19,6.913323094667994e-10,3.233770458264926e-09,0.09807768016166285,0.002636074069803992,9.637279529867615e-05,-69.99150800790841
5.64,1.2626709265651982e-19,6.576143561403148e-10,3.076520006561962e-09,0.09721129373216833,0.002585699548589537,9.453114241157419e-05,-69.99167033544268
5.65,1.14859433627584e-19,6.255513267519681e-10,2.9269543090939536e-09,0.09635243373771755,0.0025362877434777836,9.272468566822211e-05,-69.99182955887737
5.66,1.0515636932555091e-19,5.950622534476652e-10,2.7847003645847805e-09,0.09550103725907699,0.0024878202581675476,9.095275251431335e-05,-69.99198573759841
5.67,9.686124286989487e-20,5.660685068827666e-10,2.6493964047774135e-09,0.09465704185598825,0.0024402790360195962,8.921468281331512e-05,-69.99213892989327
5.68,8.95980686814624e-20,5.384933449692727e-10,2.5206898771147723e-09,0.0938203855647378,0.0023936463509610334,8.750982851394004e-05,-69.99228919298066
5.69,8.29013378818494e-20,5.122614616229917e-10,2.3982354274205004e-09,0.0929910068957263,0.002347904798389665,8.583755331761682e-05,-69.99243658304006
5.7,7.62058236927822e-20,4.872985355107225e-10,2.2816928825798103e-09,0.09216884483103825,0.002303037286078384,8.419723234596175e-05,-69.99258115524137
5.71,7.136035742037214e-20,4.6358245988496127e-10,2.1709443365455344e-09,0.09135383876229244,0.0022590274364321624,8.258826684697781e-05,-69.99272296241918
5.72,6.916227457088513e-20,4.4107213903044064e-10,2.0657921767858375e-09,0.09054592856996753,0.002215859014243571,8.101006327424678e-05,-69.99286205695793
5.73,6.769140949549376e-20,4.1967313245587426e-10,1.965813327713575e-09,0.08974505466014863,0.002173515647735772,7.94620230884804e-05,-69.99299849171072
5.74,6.662807234877152e-20,3.993258277378758e-10,1.8707329575482538e-09,0.08895115785969009,0.002131981524865319,7.7943568213803e-05,-69.99313231770466
5.75,6.559700582535583e-20,3.7997128869754337e-10,1.7802795865444588e-09,0.08816417945272617,0.0020912411159887457,7.645413089866011e-05,-69.99326358505435
