t,GLY,G1P,G6P,F6P,FBP,DHAP,GAP,Thirteen_BPG,three_PG,two_PG,PEP,PYR,LAC,Pi,ADP,ATP,AMP,PCr,Cr,NADH,NAD
5.34,2.182613709e-314,2.1826137564e-314,2.2551847825e-314,2.125379358e-314,2.255186901e-314,2.255186253e-314,2.18261378e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182613804e-314,2.1826138276e-314,2.1253808244e-314,2.125402354e-314,2.1826138276e-314,2.1826138276e-314,2.1826138513e-314,2.2551810197e-314,2.125379358e-314,2.2551816363e-314,2.255181004e-314
5.3500000000000005,2.1826138987e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826139224e-314,2.1826139936e-314,2.1253808244e-314,2.125402354e-314,2.1826139936e-314,2.1826139936e-314,2.1826140173e-314,2.255181067e-314,2.125379358e-314,2.2551810987e-314,2.2551842133e-314,2.1826140647e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182614112e-314,2.182614136e-314
5.36,2.1253808244e-314,2.125402354e-314,2.182614136e-314,2.182614136e-314,2.182614207e-314,2.2551810513e-314,2.125379358e-314,2.255181257e-314,2.255185747e-314,2.1826142307e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182614278e-314,2.1826143493e-314,2.1253808244e-314,2.125402354e-314,2.1826143493e-314,2.1826143493e-314,2.182614373e-314,2.2551849564e-314
5.37,2.125379358e-314,2.2551841817e-314,2.2551813517e-314,2.1826144204e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826144916e-314,2.1826145153e-314,2.1253808244e-314,2.125402354e-314,2.1826145153e-314,2.1826145153e-314,2.182614539e-314,2.2551814307e-314,2.125379358e-314,2.2551817153e-314,2.2551833754e-314,2.18261461e-314,2.125402354e-314,2.1253804687e-314
5.38,2.125402354e-314,2.182614634e-314,2.1826146813e-314,2.1253808244e-314,2.125402354e-314,2.1826146813e-314,2.1826146813e-314,2.182614705e-314,2.2551792015e-314,2.125379358e-314,2.255181731e-314,2.2551841185e-314,2.1826147525e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826148e-314,2.1826148473e-314,2.1253808244e-314,2.125402354e-314,2.1826148473e-314
5.39,2.1826148473e-314,2.182614871e-314,2.2551841343e-314,2.125379358e-314,2.2551857943e-314,2.255185478e-314,2.182614966e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826149896e-314,2.1826150133e-314,2.1253808244e-314,2.125402354e-314,2.1826150133e-314,2.1826150133e-314,2.182615037e-314,2.25518464e-314,2.125379358e-314,2.255179091e-314,2.2551848615e-314
5.4,2.182615061e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826151793e-314,2.1734317954e-314,2.1253808244e-314,2.125402354e-314,2.1734317954e-314,2.1734317954e-314,2.1826152505e-314,2.2551809406e-314,2.125379358e-314,2.255184672e-314,2.255180909e-314,2.1826153216e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826153453e-314,2.182615369e-314
5.41,2.1253808244e-314,2.125402354e-314,2.182615369e-314,2.182615369e-314,2.18261544e-314,2.2551867746e-314,2.125379358e-314,2.255183344e-314,2.2551807983e-314,2.182615535e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826156774e-314,2.1826158196e-314,2.1253808244e-314,2.125402354e-314,2.1826158196e-314,2.1826158196e-314,2.182615962e-314,2.255186822e-314
5.42,2.125379358e-314,2.255180814e-314,2.255186158e-314,2.1826160094e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826161517e-314,2.1826162465e-314,2.1253808244e-314,2.125402354e-314,2.1826162465e-314,2.1826162465e-314,2.182616389e-314,2.2551831857e-314,2.125379358e-314,2.2551833596e-314,2.2551860157e-314,2.182616436e-314,2.125402354e-314,2.1253804687e-314
5.43,2.125402354e-314,2.182616531e-314,2.1826165785e-314,2.1253808244e-314,2.125402354e-314,2.1826165785e-314,2.1826165785e-314,2.182616626e-314,2.255183154e-314,2.125379358e-314,2.255185826e-314,2.255186553e-314,2.182616721e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826167682e-314,2.182616863e-314,2.1253808244e-314,2.125402354e-314,2.182616863e-314
5.44,2.182616863e-314,2.1826170054e-314,2.2551831066e-314,2.125379358e-314,2.2551853675e-314,2.255186585e-314,2.182617053e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826171003e-314,2.1826171477e-314,2.1253808244e-314,2.125402354e-314,2.1826171477e-314,2.1826171477e-314,2.182617195e-314,2.255183091e-314,2.125379358e-314,2.255185921e-314,2.255183059e-314
5.45,2.18261729e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826173374e-314,2.1826174323e-314,2.1253808244e-314,2.125402354e-314,2.1826174323e-314,2.1826174323e-314,2.1826174797e-314,2.2551866165e-314,2.125379358e-314,2.2551830434e-314,2.255183012e-314,2.182626365e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826263887e-314,2.1826264124e-314
5.46,2.1253808244e-314,2.125402354e-314,2.1826264124e-314,2.1826264124e-314,2.182626436e-314,2.255186142e-314,2.125379358e-314,2.2551829643e-314,2.255186727e-314,2.18262646e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826265073e-314,2.182626531e-314,2.1253808244e-314,2.125402354e-314,2.182626531e-314,2.182626531e-314,2.1826265547e-314,2.255182917e-314
5.47,2.125379358e-314,2.255186743e-314,2.255182901e-314,2.182626602e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182626626e-314,2.1826266496e-314,2.1253808244e-314,2.125402354e-314,2.1826266496e-314,2.1826266496e-314,2.1826266733e-314,2.2551812885e-314,2.125379358e-314,2.2551869643e-314,2.2551828537e-314,2.1826267207e-314,2.125402354e-314,2.1253804687e-314
5.48,2.125402354e-314,2.182626768e-314,2.182626792e-314,2.1253808244e-314,2.125402354e-314,2.182626792e-314,2.182626792e-314,2.1826268156e-314,2.255181336e-314,2.125379358e-314,2.255182822e-314,2.2551828695e-314,2.182626863e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826268867e-314,2.1826269104e-314,2.1253808244e-314,2.125402354e-314,2.1826269104e-314
5.49,2.1826269104e-314,2.182626934e-314,2.2551861263e-314,2.125379358e-314,2.255182806e-314,2.2551858734e-314,2.182626958e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826269816e-314,2.182627029e-314,2.1253808244e-314,2.125402354e-314,2.182627029e-314,2.182627029e-314,2.1826270527e-314,2.2551866955e-314,2.125379358e-314,2.2551827746e-314,2.2551857627e-314
5.5,2.1826270764e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826271e-314,2.1826271476e-314,2.1253808244e-314,2.125402354e-314,2.1826271476e-314,2.1826271476e-314,2.182627195e-314,2.2551832173e-314,2.125379358e-314,2.255181146e-314,2.2551835967e-314,2.1826272187e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.18262729e-314,2.1826273136e-314
5.51,2.1253808244e-314,2.125402354e-314,2.1826273136e-314,2.1826273136e-314,2.1826273373e-314,2.255179739e-314,2.125379358e-314,2.2551838023e-314,2.2551807035e-314,2.1826273847e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826274084e-314,2.182627456e-314,2.1253808244e-314,2.125402354e-314,2.182627456e-314,2.182627456e-314,2.1826275033e-314,2.2551797074e-314
5.5200000000000005,2.125379358e-314,2.2551832647e-314,2.255180656e-314,2.182627527e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826275507e-314,2.182627622e-314,2.1253808244e-314,2.125402354e-314,2.182627622e-314,2.182627622e-314,2.1826276456e-314,2.2551847034e-314,2.125379358e-314,2.2551839446e-314,2.2551839287e-314,2.1826276693e-314,2.125402354e-314,2.1253804687e-314
5.53,2.125402354e-314,2.1826277405e-314,2.182627764e-314,2.1253808244e-314,2.125402354e-314,2.182627764e-314,2.182627764e-314,2.1826278116e-314,2.2551821896e-314,2.125379358e-314,2.2551851145e-314,2.2551865374e-314,2.1826278353e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182627859e-314,2.1826279065e-314,2.1253808244e-314,2.125402354e-314,2.1826279065e-314
5.54,2.1826279065e-314,2.18262793e-314,2.2551809564e-314,2.125379358e-314,2.2551815414e-314,2.255185589e-314,2.182627954e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826279776e-314,2.182628025e-314,2.1253808244e-314,2.125402354e-314,2.182628025e-314,2.182628025e-314,2.182628049e-314,2.2551820473e-314,2.125379358e-314,2.2551817786e-314,2.2551846876e-314
5.55,2.182628096e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826281436e-314,2.182628191e-314,2.1253808244e-314,2.125402354e-314,2.182628191e-314,2.182628191e-314,2.182628215e-314,2.2551791383e-314,2.125379358e-314,2.255183644e-314,2.2551801343e-314,2.1826282385e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182628262e-314,2.182628286e-314
5.5600000000000005,2.1253808244e-314,2.125402354e-314,2.182628286e-314,2.182628286e-314,2.1826283096e-314,2.2551798023e-314,2.125379358e-314,2.2551867904e-314,2.255185415e-314,2.182628357e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182628381e-314,2.1826284045e-314,2.1253808244e-314,2.125402354e-314,2.1826284045e-314,2.1826284045e-314,2.182628452e-314,2.255183755e-314
5.57,2.125379358e-314,2.2551823003e-314,2.255182332e-314,2.1826284756e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826284993e-314,2.182628523e-314,2.1253808244e-314,2.125402354e-314,2.182628523e-314,2.182628523e-314,2.1826285705e-314,2.2551850354e-314,2.125379358e-314,2.2551869327e-314,2.255184925e-314,2.182628618e-314,2.125402354e-314,2.1253804687e-314
5.58,2.125402354e-314,2.1826286416e-314,2.1826286654e-314,2.1253808244e-314,2.125402354e-314,2.1826286654e-314,2.1826286654e-314,2.182628689e-314,2.255181921e-314,2.125379358e-314,2.255183818e-314,2.255183312e-314,2.182628713e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826287365e-314,2.18262876e-314,2.1253808244e-314,2.125402354e-314,2.18262876e-314
5.59,2.18262876e-314,2.182628784e-314,2.2551825216e-314,2.125379358e-314,2.2551795177e-314,2.255179344e-314,2.1826288076e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826288314e-314,2.1752649133e-314,2.1253808244e-314,2.125402354e-314,2.1752649133e-314,2.1752649133e-314,2.182628855e-314,2.2551799446e-314,2.125379358e-314,2.2551817944e-314,2.2551807193e-314
5.6000000000000005,2.182628879e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826289025e-314,2.1826289736e-314,2.1253808244e-314,2.125402354e-314,2.1826289736e-314,2.1826289736e-314,2.1826289974e-314,2.255181826e-314,2.125379358e-314,2.255182e-314,2.2551838813e-314,2.182629021e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182629045e-314,2.182629092e-314
5.61,2.1253808244e-314,2.125402354e-314,2.182629092e-314,2.182629092e-314,2.1826291634e-314,2.2551842924e-314,2.125379358e-314,2.255184593e-314,2.2551794387e-314,2.182629258e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826293057e-314,2.1740942623e-314,2.1253808244e-314,2.125402354e-314,2.1740942623e-314,2.1740942623e-314,2.182629353e-314,2.255185968e-314
5.62,2.125379358e-314,2.255183233e-314,2.2551852094e-314,2.182629424e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182629448e-314,2.1752649766e-314,2.1253808244e-314,2.125402354e-314,2.1752649766e-314,2.1752649766e-314,2.1826294954e-314,2.2551816837e-314,2.125379358e-314,2.2551866323e-314,2.2551795335e-314,2.182629543e-314,2.125402354e-314,2.1253804687e-314
5.63,2.125402354e-314,2.1826295665e-314,2.175265008e-314,2.1253808244e-314,2.125402354e-314,2.175265008e-314,2.175265008e-314,2.1826296614e-314,2.2551818734e-314,2.125379358e-314,2.2551846244e-314,2.2551866797e-314,2.1826297562e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826298037e-314,2.175267443e-314,2.1253808244e-314,2.125402354e-314,2.175267443e-314
5.64,2.175267443e-314,2.182629851e-314,2.2551811145e-314,2.125379358e-314,2.2551804347e-314,2.255179755e-314,2.1826298985e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182629946e-314,2.1752674113e-314,2.1253808244e-314,2.125402354e-314,2.1752674113e-314,2.1752674113e-314,2.1826300883e-314,2.255183328e-314,2.125379358e-314,2.2551836916e-314,2.255183676e-314
5.65,2.1826301357e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826301594e-314,2.1826302543e-314,2.1253808244e-314,2.125402354e-314,2.1826302543e-314,2.1826302543e-314,2.182630278e-314,2.255181162e-314,2.125379358e-314,2.2551852726e-314,2.255185557e-314,2.182630515e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826305863e-314,2.1740945944e-314
5.66,2.1253808244e-314,2.125402354e-314,2.1740945944e-314,2.1740945944e-314,2.1826306574e-314,2.255185162e-314,2.125379358e-314,2.2551837074e-314,2.255186569e-314,2.182630705e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826307523e-314,2.174094784e-314,2.1253808244e-314,2.125402354e-314,2.174094784e-314,2.174094784e-314,2.1826308946e-314,2.255186079e-314
5.67,2.125379358e-314,2.255183423e-314,2.255179265e-314,2.1826309894e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826310606e-314,2.17409495e-314,2.1253808244e-314,2.125402354e-314,2.17409495e-314,2.17409495e-314,2.182631179e-314,2.255183502e-314,2.125379358e-314,2.2551822845e-314,2.255182237e-314,2.182631203e-314,2.125402354e-314,2.1253804687e-314
5.68,2.125402354e-314,2.1826312503e-314,2.17409514e-314,2.1253808244e-314,2.125402354e-314,2.17409514e-314,2.17409514e-314,2.182631345e-314,2.2551822054e-314,2.125379358e-314,2.2551871224e-314,2.2551801976e-314,2.1826314163e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826314637e-314,2.1740952347e-314,2.1253808244e-314,2.125402354e-314,2.1740952347e-314
5.69,2.1740952347e-314,2.182631606e-314,2.255182142e-314,2.125379358e-314,2.25518483e-314,2.255186838e-314,2.1826317246e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.1826317483e-314,2.1826317958e-314,2.1253808244e-314,2.125402354e-314,2.1826317958e-314,2.1826317958e-314,2.1826319143e-314,2.255185399e-314,2.125379358e-314,2.2551821106e-314,2.255186506e-314
5.7,2.182631962e-314,2.125402354e-314,2.1253804687e-314,2.125402354e-314,2.182632033e-314,2.182632104e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1738051984e-314,2.1253760695e-314,2.1253815833e-314,2.1253760695e-314,2.1253808244e-314,2.1290454437e-314,2.1738094434e-314,2.1824500507e-314,2.125379358e-314,2.1824496397e-314,2.1824552365e-314,2.173809396e-314
5.71,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1738092537e-314,2.1253760853e-314,2.1253815833e-314,2.1253760853e-314,2.1253808244e-314,2.1290454437e-314,2.173809301e-314,2.1824515843e-314,2.125379358e-314,2.182448786e-314,2.1824543827e-314,2.173809159e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.173809206e-314,2.125376101e-314,2.1253815833e-314
5.72,2.125376101e-314,2.1253808244e-314,2.1290454437e-314,2.173809064e-314,2.182453355e-314,2.125379358e-314,2.1824543985e-314,2.182454588e-314,2.1738091114e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.173808969e-314,2.125376117e-314,2.1253815833e-314,2.125376117e-314,2.1253808244e-314,2.1290454437e-314,2.1738090165e-314,2.1824514736e-314,2.125379358e-314
5.73,2.182454446e-314,2.182447964e-314,2.1738089216e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1738089454e-314,2.125376133e-314,2.1253815833e-314,2.125376133e-314,2.1253808244e-314,2.1290454437e-314,2.173808827e-314,2.1824519163e-314,2.125379358e-314,2.1824540507e-314,2.182448217e-314,2.173808898e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314
5.74,2.1738088505e-314,2.1253761486e-314,2.1253815833e-314,2.1253761486e-314,2.1253808244e-314,2.1290454437e-314,2.1738087794e-314,2.182451695e-314,2.125379358e-314,2.182451031e-314,2.182449371e-314,2.173808044e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.173808732e-314,2.1253761644e-314,2.1253815833e-314,2.1253761644e-314,2.1253808244e-314,2.1290454437e-314
5.75,2.17380508e-314,2.1824550467e-314,2.125379358e-314,2.1824511574e-314,2.182453782e-314,2.1738079493e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.173809538e-314,2.12537618e-314,2.1253815833e-314,2.12537618e-314,2.1253808244e-314,2.1290454437e-314,2.1738050324e-314,2.1824480587e-314,2.125379358e-314,2.1824503986e-314,2.182453766e-314,2.1738051035e-314
5.76,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.173805151e-314,2.125376196e-314,2.1253815833e-314,2.125376196e-314,2.1253808244e-314,2.1290454437e-314,2.173804131e-314,2.182452296e-314,2.125379358e-314,2.1824549835e-314,2.1824495606e-314,2.1738048426e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1738095145e-314,2.125376212e-314,2.1253815833e-314
5.7700000000000005,2.125376212e-314,2.1253808244e-314,2.1290454437e-314,2.173804795e-314,2.182454209e-314,2.125379358e-314,2.182449023e-314,2.1824516634e-314,2.173805649e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1738051746e-314,2.1253762276e-314,2.1253815833e-314,2.1253762276e-314,2.1253808244e-314,2.1290454437e-314,2.173805388e-314,2.182447932e-314,2.125379358e-314
5.78,2.182454098e-314,2.182454525e-314,2.1800962825e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.180096259e-314,2.1253762434e-314,2.1253815833e-314,2.1253762434e-314,2.1253808244e-314,2.1290454437e-314,2.1800999346e-314,2.182454462e-314,2.125379358e-314,2.1824512207e-314,2.182448185e-314,2.180099982e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314
5.79,2.180099816e-314,2.1253762593e-314,2.1253815833e-314,2.1253762593e-314,2.1253808244e-314,2.1290454437e-314,2.1800998397e-314,2.182448628e-314,2.125379358e-314,2.182455094e-314,2.182448549e-314,2.1800997686e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1800997923e-314,2.125376275e-314,2.1253815833e-314,2.125376275e-314,2.1253808244e-314,2.1290454437e-314
5.8,2.180099721e-314,2.1824485646e-314,2.125379358e-314,2.1824547305e-314,2.18245462e-314,2.180099745e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.18009965e-314,2.125376291e-314,2.1253815833e-314,2.125376291e-314,2.1253808244e-314,2.1290454437e-314,2.1800996737e-314,2.182451537e-314,2.125379358e-314,2.1824494183e-314,2.182452375e-314,2.1800996026e-314
5.8100000000000005,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1800996263e-314,2.1253763067e-314,2.1253815833e-314,2.1253763067e-314,2.1253808244e-314,2.1290454437e-314,2.180099555e-314,2.1824503827e-314,2.125379358e-314,2.1824552523e-314,2.182449513e-314,2.180099579e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1800995077e-314,2.1253763225e-314,2.1253815833e-314
5.82,2.1253763225e-314,2.1253808244e-314,2.1290454437e-314,2.1800995315e-314,2.1824536554e-314,2.125379358e-314,2.182450098e-314,2.1824475844e-314,2.1800994603e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.180099484e-314,2.1253763383e-314,2.1253815833e-314,2.1253763383e-314,2.1253808244e-314,2.1290454437e-314,2.180099413e-314,2.1824509993e-314,2.125379358e-314
5.83,2.18245296e-314,2.182452596e-314,2.1800994366e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1800993417e-314,2.125376354e-314,2.1253815833e-314,2.125376354e-314,2.1253808244e-314,2.1290454437e-314,2.1800993654e-314,2.1824513314e-314,2.125379358e-314,2.182454857e-314,2.182450683e-314,2.1800920375e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314
5.84,2.18009199e-314,2.12537637e-314,2.1253815833e-314,2.12537637e-314,2.1253808244e-314,2.1290454437e-314,2.1800927015e-314,2.182455284e-314,2.125379358e-314,2.18245511e-314,2.1824549044e-314,2.180092654e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.180092749e-314,2.1253763857e-314,2.1253815833e-314,2.1253763857e-314,2.1253808244e-314,2.1290454437e-314
5.8500000000000005,2.180092725e-314,2.182455205e-314,2.125379358e-314,2.174151218e-314,2.1741511234e-314,2.1741535265e-314,2.1741518506e-314,2.1741534316e-314,2.1741515977e-314,2.1741517874e-314,2.174151756e-314,2.1741535897e-314,2.1741518823e-314,2.1741520404e-314,2.174152072e-314,2.1741521036e-314,2.174152135e-314,2.174152736e-314,2.174154222e-314,2.174154317e-314,2.1741547597e-314
5.86,2.174154823e-314,2.1741548546e-314,2.174154886e-314,2.174154918e-314,2.1741549494e-314,2.174154981e-314,2.1741550127e-314,2.1741550443e-314,2.174155076e-314,2.1741551075e-314,2.174155139e-314,2.1741584593e-314,2.1741580166e-314,2.1741567834e-314,2.174151914e-314,2.174151977e-314,2.1741519455e-314,2.174154728e-314,2.1741546964e-314,2.1741538743e-314,2.174150554e-314
5.87,2.174150586e-314,2.1741543486e-314,2.1741506807e-314,2.1741541273e-314,2.1741569415e-314,2.174151471e-314,2.174150649e-314,2.174158238e-314,2.174153052e-314,2.1741578585e-314,2.1741558664e-314,2.174152673e-314,2.174156056e-314,2.1741509336e-314,2.174150902e-314,2.174157068e-314,2.174156973e-314,2.17415691e-314,2.174156214e-314,2.174157226e-314,2.174156878e-314
5.88,2.1741561826e-314,2.174156151e-314,2.1741570047e-314,2.1741561194e-314,2.17415125e-314,2.1741544435e-314,2.1741563723e-314,2.1741556134e-314,2.174155993e-314,2.1741529573e-314,2.1741504277e-314,2.1741525147e-314,2.174152641e-314,2.1741522933e-314,2.1741522617e-314,2.1741524514e-314,2.17415242e-314,2.174155835e-314,2.174155898e-314,2.1741526095e-314,2.174152388e-314
5.89,2.1741523566e-314,2.174157131e-314,2.174152578e-314,2.174153969e-314,2.1741541905e-314,2.1741516925e-314,2.174151661e-314,2.174154254e-314,2.1741542854e-314,2.174150491e-314,2.174157321e-314,2.1741547913e-314,2.1741543802e-314,2.1741534633e-314,2.174153495e-314,2.174157384e-314,2.174155803e-314,2.174158301e-314,2.174150744e-314,2.1741537795e-314,2.174157827e-314
5.9,2.1741540957e-314,2.174153716e-314,2.174151503e-314,2.1741572893e-314,2.1741538427e-314,2.174154159e-314,2.1741565304e-314,2.1741570996e-314,2.174156246e-314,2.1741572577e-314,2.1741577636e-314,2.165628341e-314,2.1816271824e-314,2.181627151e-314,2.181627119e-314,2.1816270876e-314,2.181627056e-314,2.1816270243e-314,2.1816269927e-314,2.181621902e-314,2.1816219335e-314
5.91,2.181621965e-314,2.1816219967e-314,2.1816220283e-314,2.18162206e-314,2.1816220916e-314,2.181622376e-314,2.181622408e-314,2.1816224394e-314,2.181622471e-314,2.1816225026e-314,2.1816225343e-314,2.181622566e-314,2.1816225975e-314,2.181623894e-314,2.1816238623e-314,2.1816238307e-314,2.181623799e-314,2.1816237674e-314,2.181623736e-314,2.181623704e-314,2.1816236726e-314
5.92,2.181623641e-314,2.1816236093e-314,2.1816235777e-314,2.181623546e-314,2.1816235145e-314,2.181623483e-314,2.181626961e-314,2.1816260757e-314,2.181626044e-314,2.1816260125e-314,2.181625981e-314,2.181625949e-314,2.1816259176e-314,2.181625886e-314,2.1816258544e-314,2.181625823e-314,2.181625791e-314,2.1816257595e-314,2.181625728e-314,2.1816269295e-314,2.181626898e-314
5.93,2.181629459e-314,2.1816294907e-314,2.1816295223e-314,2.181629554e-314,2.1816295856e-314,2.181629617e-314,2.181629712e-314,2.181629649e-314,2.1816296804e-314,2.181626139e-314,2.1816261706e-314,2.181626234e-314,2.181626202e-314,2.1816262654e-314,2.181626297e-314,2.1816263603e-314,2.1816263287e-314,2.1816264235e-314,2.181626455e-314,2.181626487e-314,2.181626392e-314
5.94,2.1816265184e-314,2.18162655e-314,2.1816266133e-314,2.181626803e-314,2.1816268346e-314,2.181626866e-314,2.1816239255e-314,2.181623957e-314,2.181623989e-314,2.1816261073e-314,2.1816256963e-314,2.1816256647e-314,2.181625633e-314,2.1816256014e-314,2.18162557e-314,2.181625538e-314,2.1816255066e-314,2.181625475e-314,2.1816254433e-314,2.1816254117e-314,2.18162538e-314
5.95,2.1816253485e-314,2.181625317e-314,2.181625285e-314,2.1816252536e-314,2.181625222e-314,2.1816251904e-314,2.1816251587e-314,2.181625127e-314,2.1816250955e-314,2.181625064e-314,2.1816250323e-314,2.1816250006e-314,2.181624969e-314,2.1816249374e-314,2.181624906e-314,2.181624874e-314,2.1816248425e-314,2.181624811e-314,2.1816247793e-314,2.1816247477e-314,2.181624716e-314
5.96,2.1816246844e-314,2.181624653e-314,2.181624621e-314,2.1816245896e-314,2.181624558e-314,2.1816245263e-314,2.1816244947e-314,2.181624463e-314,2.1816244315e-314,2.1816244e-314,2.181624368e-314,2.1816243366e-314,2.181624305e-314,2.1816242734e-314,2.1816242417e-314,2.18162421e-314,2.1816241785e-314,2.181624147e-314,2.1816241153e-314,2.1816240836e-314,2.181624052e-314
5.97,2.1816240204e-314,2.181623451e-314,2.1816234196e-314,2.181623388e-314,2.1816233564e-314,2.181623325e-314,2.181623293e-314,2.181622787e-314,2.1816227556e-314,2.181622724e-314,2.1816226924e-314,2.1816226607e-314,2.181622629e-314,2.181627214e-314,2.1816272457e-314,2.1816272773e-314,2.181627309e-314,2.1816273405e-314,2.181627372e-314,2.181627404e-314,2.1816274354e-314
5.98,2.181627467e-314,2.1816274986e-314,2.1816275303e-314,2.181627562e-314,2.1816275935e-314,2.181627625e-314,2.1816276567e-314,2.1816276884e-314,2.18162772e-314,2.1816277516e-314,2.181627783e-314,2.181627815e-314,2.1816278465e-314,2.181627878e-314,2.1816279097e-314,2.1816279413e-314,2.181627973e-314,2.1816280046e-314,2.181628036e-314,2.181628068e-314,2.1816280994e-314
5.99,2.181628131e-314,2.1816281627e-314,2.1816281943e-314,2.181628226e-314,2.1816282575e-314,2.181628289e-314,2.181628321e-314,2.1816283524e-314,2.181628384e-314,2.1816284156e-314,2.181628447e-314,2.181628479e-314,2.1816285105e-314,2.181628542e-314,2.1816285737e-314,2.1816286053e-314,2.181628637e-314,2.1816286686e-314,2.1816287e-314,2.181628732e-314,2.1816287634e-314
6.0,2.181628795e-314,2.1816288267e-314,2.1816288583e-314,2.18162889e-314,2.1816289215e-314,2.181628953e-314,2.181628985e-314,2.1816290164e-314,2.181629048e-314,2.1816290796e-314,2.1816291113e-314,2.181629143e-314,2.1816291745e-314,2.181629206e-314,2.1816292377e-314,2.1816292694e-314,2.181629301e-314,2.1816293326e-314,2.181629364e-314,2.181629396e-314,2.1816294275e-314
6.01,2.1816297437e-314,2.1816297753e-314,2.181629807e-314,2.1816298385e-314,2.18162987e-314,2.181629902e-314,2.1816299334e-314,2.182656926e-314,2.18265759e-314,2.1826513924e-314,2.1826513607e-314,2.182651329e-314,2.1826512975e-314,2.182651266e-314,2.1826512343e-314,2.1826512026e-314,2.182651171e-314,2.1826511394e-314,2.182651108e-314,2.182651076e-314,2.1826510445e-314
