t,Py,Py1,Dw,Qw2,Qw1,Rw,Mw,Px,Px1,Dz,Qz4,Qz2,Qz1,Rz,Qz3,Qz5,Mz
4.39,0.044047055670252855,21.581635811662807,0.1409765099624964,3.374317132666938,0.484706357370566,49.515293642629395,0.0,23.716491046742405,0.2686110488134974,2.9662604909190726,0.9743600664597949,0.01544152846969648,0.01884160463682512,49.95606208584859,0.0038174150397111456,0.021278894474895088,0.0
4.4,0.044046928037022155,21.581579851939637,0.14097834623346903,3.3743732200233376,0.48464843374319383,49.51535156625677,0.0,23.715799359804777,0.2691973373652921,2.9661375539142574,0.9743717628567877,0.015484662780674157,0.018859143255810118,49.95599397955175,0.003834518714265131,0.021312358478200687,0.0
4.41,0.04404680099268551,21.5815240785222,0.14098017611531713,3.374429120485113,0.4845907033995704,49.51540929660039,0.0,23.71510841780766,0.26978356679725735,2.9660153584282587,0.9743828344401242,0.015527806977286847,0.018876626176656128,49.9559259998457,0.0038516507341457835,0.021345723243523806,0.0
4.42,0.0440466745276336,21.581468490758333,0.14098199959388386,3.3744848347140315,0.4845331656920852,49.51546683430788,0.0,23.714418212454905,0.2703697372496635,2.9658938961182275,0.9743932892496583,0.015570961007212596,0.018894053586339065,49.95585814637513,0.0038688110322844063,0.02137898900627347,0.0
4.43,0.044046548632257106,21.58141308799588,0.14098381665501236,3.3745403633718603,0.4844758199731279,49.51552418002684,0.0,23.71372873545037,0.2709558488627812,2.9657731586413156,0.9744031353252445,0.015614124818129448,0.01891142567183484,49.95579041878472,0.003885999541612299,0.0214121560018587,0.0
4.44,0.04404642329694672,21.581357869582682,0.1409856272845458,3.3745957071203665,0.48441866559508795,49.51558133440487,0.0,23.713039978497914,0.271541901776881,2.9656531376546744,0.974412380706737,0.015657298357715448,0.018928742620119367,49.95572281671916,0.0039032161950607637,0.021445224465688525,0.0
4.45,0.04404629851316763,21.581302834920542,0.14098743151826068,3.3746508665662835,0.4843617019154564,49.51563829808451,0.0,23.71235193362918,0.2721278961303178,2.9655338251438743,0.9744210331067131,0.01570048157447005,0.01894600461561908,49.955655339825086,0.00392046092591577,0.021478194633403013,0.0
4.46,0.044046174276541096,21.581247983619978,0.14098922958506974,3.3747058421034755,0.4843049283114556,49.51569507168851,0.0,23.711664594143638,0.2727138320540376,2.9654152143647727,0.9744290989718822,0.015743674420069895,0.018963211832899354,49.95558798775676,0.003937733668835123,0.021511066741535922,0.0
4.47,0.044046050579776536,21.58119331514527,0.14099102157857088,3.374760634274946,0.48424834414648366,49.51575165585348,0.0,23.710977952452502,0.27329970968417727,2.9652972976832404,0.9744365856358445,0.015786876843965632,0.018980364453434415,49.95552076016308,0.003955034357515498,0.021543841025994877,0.0
4.48,0.04404592741515454,21.581138828939174,0.14099280757243235,3.3748152436456658,0.4841919487819026,49.51580805121806,0.0,23.71029200083615,0.27388552915763825,2.965180067334068,0.974443500562824,0.015830088795280063,0.01899746265971604,49.95545365669221,0.00397236292551201,0.021576517722595293,0.0
4.49,0.04404580477495568,21.581084524444435,0.14099458764032238,3.374869670780604,0.4841357415790745,49.51586425842089,0.0,23.709606731574965,0.2744712906113219,2.9650635155520453,0.9744498512170456,0.015873310223135983,0.019014506634236,49.95538667699226,0.0039897193063797715,0.02160909706715257,0.0
4.5,0.04404568265146051,21.581030401103803,0.1409963618559093,3.3749239162447298,0.4840797218993615,49.5159202781006,0.0,23.708922136949326,0.2750569941821297,2.9649476345719634,0.9744556450627334,0.01591654107665619,0.019031496559486084,49.95531982071139,0.004007103433673899,0.02164157929548212,0.0
4.51,0.04404556088573646,21.580976445565106,0.14099813249915713,3.374977993549153,0.4840238739516905,49.51597612604828,0.0,23.708238035857207,0.2756426432366753,2.9648322421701674,0.9744610567987178,0.015959780109913814,0.01904843692371394,49.95525307907883,0.004024513649714769,0.021673970347767513,0.0
4.5200000000000005,0.0440454398499006,21.580922688987968,0.1409998942735043,3.3750318711621285,0.4839682345643677,49.5160317654356,0.0,23.707554851112945,0.2762282299224269,2.964717763777138,0.9744656785403354,0.016003030229236707,0.019065317258230848,49.95518647254674,0.004041953819911109,0.02170625637514306,0.0
4.53,0.044045319287428324,21.580869109765445,0.1410016508816273,3.3750855709471246,0.4839127781712486,49.51608722182872,0.0,23.706872289749963,0.27681375968956007,2.964603904610493,0.9744697928850413,0.01604628941773697,0.01908214482902621,49.9551199869133,0.004059421260072436,0.021738446997624988,0.0
4.54,0.04404519919831962,21.580815707897536,0.14100340232352618,3.375139092904141,0.4838575047723332,49.51614249522763,0.0,23.70619035176826,0.2773992325380749,2.9644906646702327,0.9744733998328358,0.016089557675414597,0.019098919636100033,49.95505362217852,0.004076915970198753,0.021770542215213295,0.0
4.55,0.0440450795825745,21.580762483384245,0.1410051485992009,3.3751924370331783,0.4838024143676215,49.51619758563235,0.0,23.70550903716784,0.27798464846797133,2.9643780439563567,0.9744764993837185,0.0161328350022696,0.019115641679452313,49.95498737834238,0.00409443795029006,0.021802542027907986,0.0
4.5600000000000005,0.04404496044019296,21.58070943622557,0.14100688970865147,3.375245603334236,0.48374750695711344,49.516252493042856,0.0,23.7048283459487,0.2785700074792494,2.964266042468865,0.9744790915376896,0.016176121398301976,0.019132310959083052,49.95492125540489,0.0041119872003463585,0.02183444643570906,0.0
4.57,0.04404484177035304,21.58065656606481,0.14100862548658957,3.3752985921648317,0.4836927823485791,49.516307217651395,0.0,23.704148276161646,0.27915530961420354,2.964154658244539,0.9744811781590942,0.01621941684802729,0.019148927531309486,49.954855253251694,0.004129563698683635,0.021866255518341756,0.0
4.58,0.044044723571012384,21.580603872015686,0.14101035552232088,3.375351404413298,0.48363824006438155,49.51636175993559,0.0,23.70346882296348,0.2797405549779234,2.9640438864053382,0.9744827638802981,0.016262721312971136,0.01916549153606391,49.95478937159864,0.0041471673914233115,0.021897969473900603,0.0
4.59,0.04404460584153181,21.58055135395879,0.14101207978696054,3.375404040199674,0.4835838800133659,49.5164161199866,0.0,23.702789985385543,0.28032574359008844,2.963933725976047,0.9744838496312773,0.016306034785908804,0.019182002999581952,49.954723610393266,0.004164798268626878,0.02192958833855299,0.0
4.6000000000000005,0.044044488573635715,21.58049901071022,0.14101379813486034,3.3754565007161372,0.48352970114900273,49.51647029885097,0.0,23.7021117521402,0.28091087567522016,2.9638241655941173,0.9744844462613773,0.016349357184338234,0.019198462221303638,49.95465796903987,0.004182456217485069,0.02196111252137363,0.0
4.61,0.044044371764524116,21.580446841869417,0.14101551051674135,3.375508786366052,0.4834757031172074,49.516524296882764,0.0,23.701434119408383,0.2814959513092833,2.9637152014151216,0.9744845574413864,0.016392688480345523,0.019214869302542077,49.95459244733689,0.004200141199829778,0.021992542160769638,0.0
4.62,0.044044255413032175,21.580394847293576,0.1410172169495593,3.3755608972933846,0.48342188575705664,49.51657811424291,0.0,23.70075708550905,0.28208097052639713,2.9636068317466457,0.9744841847852647,0.016436028661415285,0.019231224288797224,49.954527045193366,0.004217853198423592,0.02202387731944841,0.0
4.63,0.04404413950422731,21.58034302515206,0.14101891765067526,3.3756128353437065,0.4833682470056187,49.51663175299435,0.0,23.700080628892437,0.2826659337639472,2.963499034893033,0.9744833489829323,0.016479377567108548,0.019247527763348968,49.95446176144311,0.004235591992294078,0.02205511880127804,0.0
4.64,0.04404402404589626,21.58029137638582,0.14102061250499653,3.3756645995682804,0.4833147879267238,49.51668521207325,0.0,23.699404760709992,0.2832508407963375,2.963391822080957,0.9744820393258917,0.016522735280214598,0.01926377942537018,49.9543965966871,0.004253357695300943,0.02208626619225995,0.0
4.65,0.04404390903222681,21.580239900155682,0.14102230158091802,3.3757161908120863,0.48326150760699627,49.516738492392975,0.0,23.69872947177729,0.2838356918168395,2.963285184061355,0.974480264613551,0.016566101730187327,0.019279979532774175,49.95433155040513,0.004271150208742502,0.022117319853384724,0.0
4.66,0.04404379445809153,21.58018859576654,0.14102398494456095,3.375767609775363,0.4832084052800768,49.51679159471989,0.0,23.698054754276274,0.2844204869877362,2.9631791129619405,0.9744780323422837,0.01660947685768219,0.01929612830206655,49.95426662216194,0.004288969450075347,0.022148280085946506,0.0
4.67,0.04404368031861568,21.580137462576445,0.14102566266120764,3.375818857104933,0.4831554802338598,49.51684451976611,0.0,23.6973806008931,0.28500522645987497,2.9630736014185017,0.974475349527604,0.016652860607488378,0.01931222593447219,49.95420181155363,0.004306815342718967,0.02217914716920967,0.0
4.68,0.04404356660892451,21.580086499943448,0.14102733479614035,3.3758699334476208,0.4831027317562395,49.51689726824373,0.0,23.696707004313943,0.2855899103841031,2.962968642066826,0.9744722231850262,0.016696252924395073,0.019328272631215972,49.954137118176284,0.004324687810092853,0.022209921382438578,0.0
4.69,0.0440434533241433,21.5800357072256,0.14102900141464136,3.3759208394502487,0.48305015913511035,49.51694984086486,0.0,23.69603395722496,0.2861745389112679,2.9628642275427017,0.9744686603300647,0.016739653753191468,0.019344268593522788,49.95407254162599,0.004342586775616494,0.022240603004897597,0.0
4.7,0.044043340459397305,21.579985083780954,0.14103066258199295,3.375971575759641,0.48299776165836655,49.517002238341604,0.0,23.69536145231232,0.2867591121922165,2.962760350481916,0.9744646679782337,0.016783063038666737,0.019360214022617516,49.954008081498856,0.004360512162709378,0.022271192315851087,0.0
4.71,0.044043228012306326,21.579934629117187,0.1410323183100473,3.3760221428705037,0.48294553881944957,49.51705446118052,0.0,23.694689484925483,0.28734363033384436,2.9626570061982833,0.9744602505613362,0.016826480742118573,0.019376109061041268,49.95394373750178,0.004378463915558524,0.022301689521656867,0.0
4.72,0.04404311598198213,21.57988434283145,0.14103396857870054,3.376072541186563,0.48289349023473704,49.517106509765235,0.0,23.6940180520068,0.287928093416759,2.9625541916073206,0.9744554109658791,0.016869906834718257,0.019391953816236873,49.95387950940796,0.0043964419907718405,0.022332094785067938,0.0
4.73,0.04404300436510405,21.579834224375016,0.1410356134199484,3.3761227712598747,0.4828416153201773,49.517158384679796,0.0,23.693347147901648,0.2885125015644261,2.962451901013203,0.9744501545977471,0.01691334127153963,0.019407748452869737,49.95381539688253,0.004414446324706806,0.02236240833992852,0.0
4.74,0.04404289315834569,21.579784273198804,0.14103725286590946,3.3761728336428445,0.4827899134912467,49.517210086508726,0.0,23.692676766949283,0.289096854900412,2.9623501287139544,0.9744444868687582,0.01695678400761861,0.01942349313574003,49.953751399590374,0.004432476853673208,0.02239263042025025,0.0
4.75,0.04404278235838067,21.579734488753736,0.14103888694870217,3.3762227288878766,0.4827383841634217,49.51726161583655,0.0,23.692006903488966,0.28968115354828317,2.9622488690075994,0.9744384131907305,0.017000234997991127,0.019439188029647912,49.953687517196364,0.004450533513980833,0.02242276126004478,0.0
4.76,0.044042671961882586,21.579684870490734,0.14104051570044504,3.376272457547377,0.48268702675217856,49.51731297324779,0.0,23.691337551859952,0.290265397631606,2.9621481161921626,0.9744319389754822,0.017043694197693107,0.01945483329939356,49.95362374936538,0.004468616241939471,0.022452801093323746,0.0
4.7700000000000005,0.04404256196575895,21.57963541785057,0.14104213913791963,3.376322020183666,0.48263584067841536,49.51736415932155,0.0,23.690668706565482,0.29084958727278565,2.962047864730043,0.9744250694716488,0.01708716156227939,0.019470429108222838,49.95356009576401,0.004486724974127835,0.022482750153673202,0.0
4.78,0.0440424523684425,21.579586130207833,0.1410437571778948,3.376371417423722,0.4825848253983842,49.51741517460158,0.0,23.69000036317812,0.2914337225866526,2.961948110155526,0.9744178088637518,0.0171306370506886,0.019485975609246014,49.95349655607001,0.0045048596488782965,0.02251260867190389,0.0
4.79,0.04404234316746456,21.57953700697622,0.1410453697962478,3.3764206498563105,0.48253398034744266,49.517466019652524,0.0,23.689332516638455,0.2920178036925142,2.961848847369405,0.974410161965213,0.01717412061985953,0.019501472961563574,49.95343312995452,0.004523020203486803,0.02254237688046679,0.0
4.8,0.04404223436010338,21.579488047580423,0.14104697698544894,3.3764697180594694,0.48248330495508257,49.51751669504488,0.0,23.688665161709658,0.2926018307109342,2.9617500710946336,0.974402133766002,0.017217612226169545,0.01951692132595762,49.953369817086845,0.004541206574958347,0.022572055012273322,0.0
4.8100000000000005,0.04404212594363721,21.579439251445123,0.14104857873796856,3.3765186226112363,0.4824327986507959,49.51756720134917,0.0,23.6879982931549,0.2931858037624765,2.961651776054167,0.9743937292560886,0.017261111825996028,0.01953232086321025,49.95330661713629,0.004559418700297927,0.022601643300234918,0.0
4.82,0.04404201791534433,21.579390617995003,0.14105017504627704,3.376567364089649,0.4823824608640745,49.51761753913589,0.0,23.68733190573736,0.2937697229677047,2.9615539569709592,0.9743849534254422,0.017304619375716337,0.019547671734103548,49.95324352977216,0.004577656516510533,0.022631141977262997,0.0
4.83,0.04404191027250299,21.579342146654746,0.1410517659028448,3.376615943072746,0.4823322910244104,49.51766770897556,0.0,23.68666599422021,0.29435358844718273,2.961456608567968,0.9743758112640288,0.017348134831707867,0.019562974099419577,49.95318055466374,0.004595919960601168,0.022660551276268977,0.0
4.84,0.04404180301303814,21.579293836874843,0.14105335130494492,3.3766643601121147,0.4822822885829412,49.51771771141703,0.0,23.68600055405803,0.2949374003161256,2.961359726261187,0.9743663070746029,0.017391658152855396,0.01957822811296488,49.95311769148868,0.004614208970835066,0.02268987142754933,0.0
4.8500000000000005,0.04404169613510924,21.579245688115133,0.1410549312515924,3.376712615749754,0.4822324529986548,49.51776754700131,0.0,23.68533558095616,0.2955211586878084,2.9612633057179503,0.9743564449106885,0.017435189298953057,0.019593433926016195,49.953054939927625,0.004632523485934513,0.02271910266045219,0.0
4.86,0.04404158963635491,21.579197699814678,0.141056505737934,3.376760710548962,0.48218278371310525,49.517817216286865,0.0,23.684671070063068,0.29610486367981426,2.9611673420474096,0.9743462293793026,0.01747872822777548,0.019608591695468462,49.952992299654525,0.00465086344360677,0.022748245206431785,0.0
4.87,0.04404148351441378,21.579149871412543,0.14105807475911641,3.376808645073038,0.4821332801678465,49.51786671983212,0.0,23.68400701652721,0.29668851540972635,2.961071830358717,0.9743356650874623,0.017522274897097297,0.01962370157821663,49.95292977034331,0.004669228781559107,0.02277729929694236,0.0
4.88,0.04404137776692447,21.57910220234779,0.1410596383102864,3.3768564198852817,0.4820839418044327,49.51791605819554,0.0,23.683343415497056,0.2972721139951279,2.9609767657610244,0.9743247566421847,0.01756582926469314,0.019638763731155653,49.95286735166794,0.00468761943749879,0.022806265163438155,0.0
4.89,0.044041272391525596,21.57905469205948,0.14106119638659065,3.3769040355489923,0.48203476806441786,49.517965231935555,0.0,23.682680262121064,0.29785565955360194,2.9608821433634835,0.9743135086504866,0.01760939128833764,0.019653778311180474,49.95280504330234,0.004706035349133087,0.022835143037373405,0.0
4.9,0.04404116738598108,21.579007340020077,0.14106274901295862,3.376951492593939,0.4819857583931037,49.51801424160687,0.0,23.682017551700323,0.2984391522015389,2.9607879584282584,0.9743019255677848,0.017652960926352153,0.019668745473599425,49.95274284492243,0.0047244764544656995,0.022863933149534138,0.0
4.91,0.04404106274872446,21.578960145880604,0.14106429637350792,3.37699879137067,0.4819369122558237,49.51806308774415,0.0,23.681355280351653,0.29902259204895354,2.960694207035363,0.974290011039192,0.017696538139980237,0.019683665365240337,49.95268075621457,0.004742942693084757,0.02289263572713476,0.0
4.92,0.04404095847779334,21.578913109186495,0.14106583855822613,3.377045932335709,0.48188822910606616,49.51811177089391,0.0,23.680693443709522,0.29960597920963056,2.960600884781204,0.9742777691889641,0.017740122888737518,0.01969853813794568,49.95261877685894,0.0047614340036415004,0.02292125099950162,0.0
4.93,0.04404085457113641,21.578866229459493,0.14106737563597324,3.3770929159693672,0.481839708394661,49.51816029160531,0.0,23.680032037300133,0.30018931379820096,2.9605079871536466,0.9742652042489011,0.017783715131751778,0.01971336394468345,49.95255690653433,0.00477995032457688,0.022949779196435097,0.0
4.94,0.044040751026702386,21.57881950622134,0.14106890767560934,3.377139742751954,0.48179134957243797,49.51820865042754,0.0,23.679371056649682,0.3007725959292956,2.9604155096405522,0.9742523204508029,0.017827314828150805,0.019728142938421647,49.95249514491954,0.004798491594331848,0.02297822054773557,0.0
4.95,0.044040647842441424,21.578772938993815,0.14107043474596037,3.377186413163741,0.48174315209030016,49.518256847909676,0.0,23.678710497286406,0.3013558257175284,2.9603234477318283,0.9742391220244462,0.017870921937070322,0.01974287527210589,49.95243349169339,0.004817057751351708,0.023006575283192197,0.0
4.96,0.04404054501663924,21.578726527307378,0.14107195690804714,3.3772329276759807,0.48169511541597376,49.518304884584,0.0,23.67805035520672,0.3019390032736129,2.9602317973867875,0.9742256127350899,0.017914536419470117,0.01975756109354513,49.95237194654139,0.004835648735081788,0.023034843630019976,0.0
4.97,0.04404044254763482,21.57868027069387,0.14107347422164998,3.3772792867584935,0.48164723901985795,49.518352760980115,0.0,23.677390626481422,0.30252212870764317,2.960140554639332,0.9742117962741794,0.01795815823659983,0.019772200549732076,49.95231050915015,0.0048542644851263216,0.023063025815024847,0.0
4.98,0.04404034043356859,21.578634168679994,0.14107498675116892,3.377325490886437,0.4815995223623955,49.51840047763758,0.0,23.676731306904227,0.3031052021320214,2.9600497152455496,0.974197676608082,0.018001787348629537,0.01978679379069955,49.952249179202305,0.004872904940497688,0.023091122066536265,0.0
4.99,0.044040238672580986,21.578588220792447,0.1410764945610039,3.3773715405349685,0.48155196490402924,49.51844803509594,0.0,23.67607239226886,0.30368822365914977,2.9599592749615273,0.9741832577031653,0.01804542371572931,0.019801340966480376,49.95218795638046,0.0048915700402082625,0.023119132612883685,0.0
5.0,0.04404013726281244,21.57854242655794,0.14107799771555485,3.377417436179245,0.48150456610520176,49.51849543389477,0.0,23.67541387836903,0.3042711934014305,2.9598692295433544,0.9741685435257966,0.018089067298069236,0.019815842227107375,49.952126840367264,0.004910259723270425,0.023147057682396558,0.0
5.01,0.04404003620252331,21.57849678545782,0.14107949622625032,3.377463178339655,0.48145732543409586,49.51854267456588,0.0,23.674755761148102,0.3048541114699847,2.9597795748971683,0.9741535378939755,0.018132718056417283,0.019830297720918915,49.95206583084761,0.004928973929035186,0.02317489750247918,0.0
5.0200000000000005,0.04403993549040389,21.578451296810876,0.14108098991464385,3.3775087676987194,0.4814102423866382,49.51858975761334,0.0,23.674098037085802,0.30543697797134095,2.9596903074669636,0.9741382440938793,0.018176375953684563,0.019844707590179648,49.95200492751457,0.004947712598067397,0.023202652297219642,0.0
5.03,0.044039835124846015,21.57840596004875,0.14108247873410554,3.377554204826401,0.481363316439495,49.51863668356048,0.0,23.673440702289497,0.3060197930152159,2.9596014233233405,0.974122665780891,0.01822004095129435,0.01985907198137076,49.95194413005557,0.004966475670089223,0.02323032229300823,0.0
5.04,0.04403973510420198,21.578360774618037,0.14108396265546047,3.3775994902777593,0.4813165470667817,49.518683452933196,0.0,23.67278375281724,0.3066025567117487,2.9595129184874542,0.9741068066592838,0.018263713010472915,0.01987339104153181,49.95188343815725,0.0049852630847112495,0.02325790771654009,0.0
5.05,0.04403963542682409,21.57831573996532,0.14108544164953368,3.377644624607854,0.4812699337426139,49.51873006625736,0.0,23.672127184727085,0.3071852691710781,2.9594247889804604,0.9740906704333305,0.01830739209244653,0.019887664917702337,49.951822851506286,0.005004074781544059,0.023285408794510368,0.0
5.0600000000000005,0.044039536054176695,21.578270841590825,0.14108691438406798,3.377689622355,0.48122346326093335,49.51877653673905,0.0,23.671470903171933,0.3077679331591039,2.9593369390278546,0.9740743459215596,0.018351077229829996,0.019901897303183022,49.95176236217928,0.005022909229053243,0.023312831288514003,0.0
5.07,0.044039437075926696,21.578226113318667,0.14108838399461499,3.3777344496054065,0.4811771663999799,49.5188228336,0.0,23.670815128992622,0.3083505422295743,2.959249591631928,0.9740576263364878,0.01839477067690447,0.01991607959026896,49.95170198864536,0.0050417699974224595,0.023340161766982236,0.0
5.08,0.04403933843015195,21.57818153168345,0.14108984827109447,3.377779129886399,0.48113102184250806,49.51886897815747,0.0,23.67015970949825,0.3089331008472179,2.959162592604692,0.9740406546317062,0.018438470872740954,0.019930217740775847,49.95164171810918,0.00506065461295321,0.023367409537126124,0.0
5.09,0.04403924011685246,21.57813709668517,0.14109130721350643,3.377823663197977,0.48108502958851773,49.518914970411466,0.0,23.669504644688814,0.30951560901203473,2.9590759419461454,0.9740234308072144,0.018482177817339452,0.019944311754703688,49.95158155057074,0.005079563075645495,0.023394574598945672,0.0
5.1000000000000005,0.04403914213602821,21.57809280832383,0.14109276082185088,3.3778680495401416,0.48103918963800896,49.518960810361975,0.0,23.668849934564317,0.31009806672402485,2.958989639656289,0.9740059548630127,0.01852589151069996,0.019958361632052484,49.95152148603004,0.005098495385499315,0.02342165695244088,0.0
5.11,0.044039044487679216,21.57804866659943,0.1410942090961278,3.377912288912892,0.48099350199098173,49.519006498009,0.0,23.668195579124756,0.3106804739831881,2.9589036857351223,0.973988226799101,0.018569611952822477,0.01997236737282223,49.95146152448709,0.005117451542514669,0.02344865659761174,0.0
5.12,0.04403894717137566,21.578004671475473,0.14109565215814715,3.3779563813531515,0.480947966488703,49.51905203351128,0.0,23.6675415774158,0.3112628308214049,2.9588180792176333,0.9739702474983879,0.018613339132760226,0.019986329019570426,49.95140166584882,0.005136431528545153,0.02347557360309726,0.0
5.13,0.044038850185933405,21.577960822851423,0.14109709034350287,3.3780003269626446,0.4809025826938539,49.51909741730613,0.0,23.666887926808197,0.31184513732650704,2.9587328174451564,0.9739520193933398,0.01865707302035416,0.020000246689545552,49.95134190985889,0.005155435293596327,0.023502408158002027,0.0
5.14,0.04403875353115494,21.57791712068523,0.1410985236813259,3.378044125783618,0.4808573505350581,49.519142649464925,0.0,23.66623462684493,0.31242739351307247,2.958647899955787,0.9739335429085828,0.018700813610573564,0.02001412040221681,49.95128225647498,0.005174462829438859,0.023529160293395746,0.0
5.15,0.0440386572046116,21.577873564295096,0.14109995235489203,3.3780877785002925,0.4808122691448171,49.519187730855165,0.0,23.665581671785784,0.31300959955989244,2.95856332094925,0.9739148233889081,0.018744560841553827,0.02002795039642704,49.95122270517975,0.00519351403559074,0.023555830388264535,0.0
5.16,0.044038561205382756,21.577830153422582,0.14110137643367554,3.3781312853720373,0.4807673381942889,49.519232661805695,0.0,23.664929059454817,0.31359175553474117,2.9584790782268438,0.97389586286036,0.01878831468984398,0.020041736762714157,49.95116325577709,0.005212588873962354,0.023582418586270252,0.0
5.17,0.04403846553327911,21.57778688799464,0.14110279591580777,3.3781746464720843,0.48072255761210986,49.519277442387875,0.0,23.66427678938482,0.3141738614524663,2.9583951713163747,0.9738766617571684,0.01883207515032269,0.020055479520913647,49.95110390822391,0.005231687336173401,0.023608924919041648,0.0
5.18,0.0440383701835004,21.57774376615904,0.14110421075390264,3.378217863657465,0.4806779255886341,49.51932207441135,0.0,23.663624849728407,0.3147559176895724,2.958311588243966,0.9738572310905536,0.01887584209312258,0.020069179174014698,49.95104466142768,0.005250809209715862,0.023635350188621614,0.0
5.19,0.044038275158557225,21.577700788883536,0.14110562097407053,3.3782609359579063,0.4806334430680248,49.51936655693197,0.0,23.66297324668476,0.31533792404958494,2.958228335274802,0.9738375650974106,0.018919615586048478,0.02008283545954951,49.950985515958294,0.005269954605415006,0.023661693976768424,0.0
5.2,0.04403818045652663,21.577657955415408,0.14110702657195107,3.3783038641280685,0.4805891092999825,49.51941089070001,0.0,23.66232197553955,0.315919880688194,2.9581454076421125,0.9738176681434392,0.018963395575784078,0.020096448585637357,49.95092647136137,0.005289123434628214,0.02368795661839255,0.0
5.21,0.044038086075756835,21.577615265111405,0.1411084275392308,3.3783466488128417,0.4805449236479293,49.51945507635206,0.0,23.661671032233297,0.3165017877376167,2.9580628012419354,0.9737975439929064,0.01900718201693472,0.020110018728981726,49.950867527251816,0.005308315622309588,0.023714138396925964,0.0
5.22,0.044037992014718634,21.577572717377794,0.14110982386580892,3.3783892906074873,0.48050088552670567,49.519499114473284,0.0,23.66102041300261,0.31708364531945715,2.9579805122699927,0.9737771961381465,0.019050974867687444,0.020123546052081682,49.95080868327586,0.0053275310995608725,0.02374023957252502,0.0
5.23,0.04403789827188281,21.577530311620855,0.14111121554158465,3.378431790107265,0.4804569943511522,49.51954300564884,0.0,23.660370114084117,0.3176654535553193,2.9578985369220048,0.9737566280714938,0.019094774086229314,0.020137030717436298,49.95074993907976,0.0053467697974838154,0.02376626040534607,0.0
5.24,0.044037804845720174,21.577488047246845,0.14111260255645713,3.3784741479074354,0.4804132495361093,49.51958675046388,0.0,23.659720131714426,0.318247212566807,2.957816871393694,0.9737358432852824,0.019138579630747363,0.020150472887544645,49.950691294309756,0.0053660316471801596,0.023792201155545468,0.0
5.25,0.04403771173470152,21.57744592366204,0.14111398490032565,3.3785163646032585,0.4803696504964175,49.51963034950357,0.0,23.65907046213016,0.31882892247552436,2.9577355118807818,0.9737148452718466,0.019182391459428644,0.020163872724905794,49.950632748612094,0.0053853165797516514,0.023818062083279568,0.0
5.26,0.04403761893748832,21.577403940340908,0.14111536257148788,3.378558440721604,0.48032619670691,49.51967380329308,0.0,23.658421102065535,0.3194105833904399,2.9576544550808372,0.9736936370525584,0.019226209535001898,0.020177230375138546,49.95057430166844,0.005404624533040712,0.02384384342341735,0.0
5.2700000000000005,0.044037526453536945,21.577362097042272,0.14111673560325816,3.378600376504194,0.4802828878925497,49.51971711210744,0.0,23.65777205032944,0.3199921953678409,2.9575736997838025,0.973672219685188,0.01927003383913168,0.02019054591348216,49.95051595330816,0.005423955472993901,0.023869545305396225,0.0
5.28,0.04403743428173032,21.577320393319805,0.1411181040036885,3.378642172398467,0.4802397235978462,49.519760276402145,0.0,23.657123304234027,0.320573758502021,2.9574932432701013,0.9736505956441229,0.019313864339821525,0.020203819465950366,49.95045770325409,0.00544330934528238,0.023895167934715942,0.0
5.29,0.04403734242085804,21.577278828693817,0.14111946777672155,3.378683828885325,0.4801967033379554,49.51980329666204,0.0,23.656474860847965,0.32115527289345625,2.957413082574607,0.9736287676341899,0.01935770100285274,0.02021705116681635,49.95039955121169,0.005462686092279135,0.02392071152924926,0.0
5.3,0.04403725086970973,21.577237402684624,0.14112082692629996,3.3787253464456692,0.48015382662803274,49.51984617337196,0.0,23.655826717239922,0.32173673864262264,2.9573332147321922,0.9736067383602162,0.01940154379400664,0.02023024115035328,49.95034149688646,0.005482085656357149,0.023946176306868926,0.0
5.3100000000000005,0.04403715962707498,21.577196114812526,0.14112218145636637,3.3787667255604013,0.48011109298323396,49.519888907016764,0.0,23.655178870478565,0.3223181558499963,2.9572536367777302,0.9735845105270283,0.019445392679064533,0.02024338955083434,49.950283539983865,0.005501507979889406,0.02397156248544769,0.0
5.32,0.04403706869174341,21.577154964597835,0.1411235313708635,3.378807966710424,0.4800685019187147,49.51993149808128,0.0,23.65453131763257,0.32289952461605304,2.9571743457460933,0.9735620868394536,0.019489247623807722,0.020256496502532702,49.95022568020939,0.005520953005248888,0.023996870282858303,0.0
5.33,0.04403697806257066,21.577113951600722,0.14112487670335727,3.378849070336709,0.48002605295993556,49.51997394704006,0.0,23.653884056012092,0.32348084503871416,2.957095338914487,0.9735394697641868,0.019533108595214357,0.020269562136321043,49.95016791727392,0.005540420675601566,0.02402209991418379,0.0
5.34,0.04403688773853149,21.57707307545326,0.1411262175408458,3.3788900368082118,0.47998374565094437,49.52001625434905,0.0,23.65323708336286,0.3240621172112923,2.9570166139972143,0.9735166613384011,0.019576975562421318,0.020282586576938526,49.95011025089808,0.005559910935543738,0.024047251589475314,0.0
5.3500000000000005,0.0440367977184827,21.57703233571632,0.14112755391741963,3.3789308665651983,0.4799415795173841,49.52005842048261,0.0,23.652590396999305,0.3246433412316635,2.9569381682757716,0.973493664024575,0.019620848492427942,0.020295569955197625,49.950052680792815,0.005579423728255419,0.024072325523766508,0.0
