t,Py,Zn,Py1,Dw,Qw2,Qw1,Rw,Mw,Px,Px1,Dz,Qz4,Qz2,Tp,Tp1,Qz1,Rz,Qz3,Qz5,Mz
6.140000000000001,2.1744209385e-314,2.17442097e-314,2.174421002e-314,2.1744210334e-314,2.174421065e-314,2.1744220136e-314,2.1744220453e-314,2.174422077e-314,2.174423215e-314,2.174425239e-314,2.174425302e-314,2.174422962e-314,2.1744229306e-314,2.174422899e-314,2.174422804e-314,2.1744227725e-314,2.174422741e-314,2.1744227093e-314,2.1744226777e-314,2.174422646e-314
6.15,2.1744226144e-314,2.174422583e-314,2.174422551e-314,2.1744225196e-314,2.174420812e-314,2.1744207804e-314,2.174420749e-314,2.174420717e-314,2.1744206856e-314,2.174420654e-314,2.1744206223e-314,2.1744205907e-314,2.1744191994e-314,2.174420559e-314,2.174420464e-314,2.174418915e-314,2.1744205275e-314,2.174420401e-314,2.1744176817e-314,2.174420496e-314
6.16,2.14200609e-314,2.181412323e-314,2.181412355e-314,2.1814123864e-314,2.1814124496e-314,2.181412418e-314,2.181413272e-314,2.1814133034e-314,2.181413335e-314,2.1814133666e-314,2.1814133982e-314,2.18141343e-314,2.1814134615e-314,2.181413493e-314,2.1814135247e-314,2.1814135563e-314,2.181413588e-314,2.1814136196e-314,2.181413651e-314,2.181413683e-314
6.17,2.1814137144e-314,2.181413746e-314,2.1814137777e-314,2.1814138093e-314,2.181413841e-314,2.1814138726e-314,2.181413904e-314,2.181413936e-314,2.1814139674e-314,2.181413999e-314,2.1814140307e-314,2.1814140623e-314,2.181414094e-314,2.1814141255e-314,2.181414157e-314,2.1814141888e-314,2.1814142204e-314,2.181414315e-314,2.181414347e-314,2.1814144417e-314
6.18,2.1814148844e-314,2.181414916e-314,2.1814149476e-314,2.1814149793e-314,2.181415011e-314,2.1814150425e-314,2.1814122915e-314,2.18141226e-314,2.1814122283e-314,2.1814121967e-314,2.181412165e-314,2.1814121334e-314,2.181412102e-314,2.18141207e-314,2.1814120386e-314,2.181412007e-314,2.1814119753e-314,2.1814119437e-314,2.181411912e-314,2.1814118805e-314
6.19,2.181411849e-314,2.181411817e-314,2.1814117856e-314,2.181411754e-314,2.1814117224e-314,2.181411691e-314,2.181411659e-314,2.1814116275e-314,2.181411596e-314,2.1814115643e-314,2.1814115327e-314,2.181411501e-314,2.1814114694e-314,2.181411438e-314,2.181415074e-314,2.1814151057e-314,2.1814151374e-314,2.181415169e-314,2.1814152006e-314,2.181415232e-314
6.2,2.181415264e-314,2.1814152955e-314,2.181415327e-314,2.1814153587e-314,2.1814153903e-314,2.181415422e-314,2.1814154536e-314,2.181415485e-314,2.181415517e-314,2.1814155484e-314,2.18141558e-314,2.1814156117e-314,2.1814156433e-314,2.181415675e-314,2.1814157065e-314,2.181415738e-314,2.18141577e-314,2.1814158014e-314,2.181415833e-314,2.1814158646e-314
6.21,2.181415896e-314,2.181415928e-314,2.1814159595e-314,2.181415991e-314,2.1814160227e-314,2.1814160543e-314,2.181416086e-314,2.1814161176e-314,2.181416149e-314,2.181416181e-314,2.1814162124e-314,2.181416244e-314,2.1814162757e-314,2.1814163073e-314,2.181416339e-314,2.1814163705e-314,2.181416402e-314,2.181416434e-314,2.1814164654e-314,2.181416497e-314
6.22,2.1814165286e-314,2.1814165603e-314,2.181416592e-314,2.1814166235e-314,2.181416655e-314,2.1814166867e-314,2.1814167184e-314,2.18141675e-314,2.1814167816e-314,2.181416813e-314,2.181416845e-314,2.1814168765e-314,2.181416908e-314,2.1814169397e-314,2.1814169713e-314,2.181417003e-314,2.1814170346e-314,2.181417066e-314,2.181417098e-314,2.1814171294e-314
6.23,2.181417161e-314,2.1814171927e-314,2.1814172243e-314,2.181417256e-314,2.1814172875e-314,2.181417319e-314,2.181417351e-314,2.1814173824e-314,2.181417414e-314,2.1814174456e-314,2.1814174773e-314,2.181417509e-314,2.1814175405e-314,2.181417572e-314,2.1814176037e-314,2.1814176354e-314,2.181417667e-314,2.1814176986e-314,2.18141773e-314,2.181417762e-314
6.24,2.1814177935e-314,2.181417825e-314,2.1814178567e-314,2.1814178883e-314,2.18141792e-314,2.1814179516e-314,2.181417983e-314,2.181418015e-314,2.1814180464e-314,2.181418078e-314,2.1814181097e-314,2.1814181413e-314,2.181418173e-314,2.1814182045e-314,2.181418236e-314,2.181418268e-314,2.1814182994e-314,2.181418331e-314,2.1814183626e-314,2.181418394e-314
6.25,2.181418426e-314,2.1814184575e-314,2.181418489e-314,2.1814185207e-314,2.1814185523e-314,2.181418584e-314,2.1814186156e-314,2.181418647e-314,2.181418679e-314,2.1814187104e-314,2.181418742e-314,2.1814187737e-314,2.1814188053e-314,2.181418837e-314,2.1814188685e-314,2.1814189e-314,2.181418932e-314,2.1814189634e-314,2.181418995e-314,2.1814190266e-314
6.26,2.1814190583e-314,2.18141909e-314,2.1814191215e-314,2.181419153e-314,2.1814191847e-314,2.1814192164e-314,2.181419248e-314,2.1814192796e-314,2.181419311e-314,2.181419343e-314,2.1814193745e-314,2.181419406e-314,2.1814194377e-314,2.1814194693e-314,2.1813790587e-314,2.1813790903e-314,2.181379122e-314,2.1813791536e-314,2.181379185e-314,2.181379217e-314
6.2700000000000005,2.1813792484e-314,2.18137928e-314,2.1813793117e-314,2.1813793433e-314,2.181379375e-314,2.1813794065e-314,2.181379438e-314,2.18137947e-314,2.1813795014e-314,2.181379533e-314,2.1813795646e-314,2.1813795963e-314,2.181379628e-314,2.1813796595e-314,2.181379691e-314,2.1813797227e-314,2.1813797544e-314,2.181379786e-314,2.1813798176e-314,2.181379849e-314
6.28,2.181379881e-314,2.1813799125e-314,2.181379944e-314,2.1813799757e-314,2.1813800073e-314,2.181380039e-314,2.1813800706e-314,2.181380102e-314,2.181380134e-314,2.1813801654e-314,2.181380197e-314,2.1813802287e-314,2.1813802603e-314,2.181380292e-314,2.1813803235e-314,2.181380355e-314,2.181380387e-314,2.1813804184e-314,2.18138045e-314,2.1813804816e-314
6.29,2.181380513e-314,2.181380545e-314,2.1813805765e-314,2.181380608e-314,2.1813806397e-314,2.1813806713e-314,2.181380703e-314,2.1813807346e-314,2.181380766e-314,2.181380798e-314,2.1813808294e-314,2.181380861e-314,2.1813808927e-314,2.1813809243e-314,2.181380956e-314,2.1813809875e-314,2.181381019e-314,2.181381051e-314,2.1813810824e-314,2.181381114e-314
6.3,2.1813811456e-314,2.1813811773e-314,2.181381209e-314,2.1813812405e-314,2.181381272e-314,2.1813813037e-314,2.1813813354e-314,2.181381367e-314,2.1813813986e-314,2.18138143e-314,2.181381462e-314,2.1813814935e-314,2.181381525e-314,2.1813815567e-314,2.1813815883e-314,2.18138162e-314,2.1813816516e-314,2.181381683e-314,2.181381715e-314,2.1813817464e-314
6.3100000000000005,2.181381778e-314,2.1813818097e-314,2.1813818413e-314,2.181381873e-314,2.1813819045e-314,2.181381936e-314,2.181381968e-314,2.1813819994e-314,2.181382031e-314,2.1813820626e-314,2.1813820942e-314,2.181382126e-314,2.1813821575e-314,2.181382189e-314,2.1813822207e-314,2.1813822523e-314,2.181382284e-314,2.1813823156e-314,2.181382347e-314,2.181382379e-314
6.32,2.1813824104e-314,2.181382442e-314,2.1813824737e-314,2.1813825053e-314,2.181382537e-314,2.1813825686e-314,2.1813826e-314,2.181382632e-314,2.1813826634e-314,2.181382695e-314,2.1813827267e-314,2.1813827583e-314,2.18138279e-314,2.1813828215e-314,2.181382853e-314,2.1813828848e-314,2.1813829164e-314,2.181382948e-314,2.1813829796e-314,2.181383011e-314
6.33,2.181383043e-314,2.1813830745e-314,2.181383106e-314,2.1813831377e-314,2.1813831693e-314,2.181383201e-314,2.1813832326e-314,2.181383264e-314,2.181383296e-314,2.1813833274e-314,2.181383359e-314,2.1813833907e-314,2.1813834223e-314,2.181383454e-314,2.1813834855e-314,2.181383517e-314,2.181383549e-314,2.1813835804e-314,2.181383612e-314,2.1813836436e-314
6.34,2.1813836753e-314,2.181383707e-314,2.1813837385e-314,2.18138377e-314,2.1813838017e-314,2.1813838334e-314,2.181383865e-314,2.1813838966e-314,2.181383928e-314,2.18138396e-314,2.1813839915e-314,2.181384023e-314,2.1813840547e-314,2.1813840863e-314,2.181384118e-314,2.1813841496e-314,2.181384181e-314,2.181384213e-314,2.1813842444e-314,2.181384276e-314
6.3500000000000005,2.1813843077e-314,2.1813843393e-314,2.181384371e-314,2.1813844025e-314,2.181384434e-314,2.181384466e-314,2.1813844974e-314,2.181384529e-314,2.1813845606e-314,2.181384592e-314,2.181384624e-314,2.1813846555e-314,2.181384687e-314,2.1813847187e-314,2.1813847503e-314,2.181384782e-314,2.1813848136e-314,2.181384845e-314,2.181384877e-314,2.1813849084e-314
6.36,2.18138494e-314,2.1813849717e-314,2.1813850033e-314,2.181385035e-314,2.1813850665e-314,2.181385098e-314,2.18138513e-314,2.1813851614e-314,2.181385193e-314,2.1813852246e-314,2.1813852563e-314,2.181385288e-314,2.1813853195e-314,2.181385351e-314,2.1813853827e-314,2.1813854144e-314,2.181385446e-314,2.1813854776e-314,2.181385509e-314,2.181385541e-314
6.37,2.1813855725e-314,2.181385604e-314,2.1813856357e-314,2.1813856673e-314,2.181385699e-314,2.1813857306e-314,2.181385762e-314,2.181385794e-314,2.1813858254e-314,2.181385857e-314,2.1813858887e-314,2.1813859203e-314,2.181385952e-314,2.1813859835e-314,2.181386015e-314,2.181386047e-314,2.1813860784e-314,2.18138611e-314,2.1813861416e-314,2.1813861733e-314
6.38,2.181386205e-314,2.1813862365e-314,2.181386268e-314,2.1813862997e-314,2.1813863314e-314,2.181386363e-314,2.1813863946e-314,2.181386426e-314,2.181386458e-314,2.1813864895e-314,2.181386521e-314,2.1813865527e-314,2.1813865843e-314,2.181386616e-314,2.1813866476e-314,2.181386679e-314,2.181386711e-314,2.1813867424e-314,2.181386774e-314,2.1813868057e-314
6.390000000000001,2.1813868373e-314,2.181386869e-314,2.1813869005e-314,2.181386932e-314,2.181386964e-314,2.1813869954e-314,2.181387027e-314,2.1813870586e-314,2.18138709e-314,2.1813789955e-314,2.181378964e-314,2.181378932e-314,2.1813789006e-314,2.181378869e-314,2.1813788374e-314,2.1813788057e-314,2.181378774e-314,2.1813787425e-314,2.181378711e-314,2.1813786793e-314
6.4,2.1813786476e-314,2.181378616e-314,2.1813785844e-314,2.181378553e-314,2.181378521e-314,2.1813784895e-314,2.181378458e-314,2.1813784263e-314,2.1813783947e-314,2.181378363e-314,2.1813783314e-314,2.1813783e-314,2.181378268e-314,2.1813782366e-314,2.181378205e-314,2.1813781733e-314,2.1813781417e-314,2.18137811e-314,2.1813780785e-314,2.181378047e-314
6.41,2.181378015e-314,2.1813779836e-314,2.181377952e-314,2.1813779204e-314,2.181377889e-314,2.181377857e-314,2.1813778255e-314,2.181377794e-314,2.1813777623e-314,2.1813777307e-314,2.181377699e-314,2.1813776674e-314,2.181377636e-314,2.181377604e-314,2.1813775726e-314,2.181377541e-314,2.1813775093e-314,2.1813774777e-314,2.181377446e-314,2.1813774145e-314
6.42,2.181377383e-314,2.181377351e-314,2.1813773196e-314,2.181377288e-314,2.1813772564e-314,2.1813772247e-314,2.181377193e-314,2.1813771615e-314,2.18137713e-314,2.1813770983e-314,2.1813770666e-314,2.181377035e-314,2.1813770034e-314,2.181376972e-314,2.18137694e-314,2.1813769085e-314,2.181376877e-314,2.1813768453e-314,2.1813768137e-314,2.181376782e-314
6.43,2.1813767504e-314,2.181376719e-314,2.181376687e-314,2.1813766556e-314,2.181376624e-314,2.1813765923e-314,2.1813765607e-314,2.181376529e-314,2.1813764975e-314,2.181376466e-314,2.181376434e-314,2.1813764026e-314,2.181376371e-314,2.1813763394e-314,2.1813763078e-314,2.181376276e-314,2.1813762445e-314,2.181376213e-314,2.1813761813e-314,2.1813761497e-314
6.44,2.181376118e-314,2.1813760864e-314,2.181376055e-314,2.181376023e-314,2.1813759915e-314,2.18137596e-314,2.1813759283e-314,2.1813758967e-314,2.181375865e-314,2.1813758334e-314,2.181375802e-314,2.18137577e-314,2.1813757386e-314,2.181375707e-314,2.1813756753e-314,2.1813756437e-314,2.181375612e-314,2.1813755805e-314,2.181375549e-314,2.181375517e-314
6.45,2.1813754856e-314,2.181375454e-314,2.1813754224e-314,2.181375391e-314,2.181375359e-314,2.1813753275e-314,2.181375296e-314,2.1813752643e-314,2.1813752327e-314,2.181375201e-314,2.1813751694e-314,2.181375138e-314,2.181375106e-314,2.1813750746e-314,2.181375043e-314,2.1813750113e-314,2.1813749797e-314,2.181374948e-314,2.1813749165e-314,2.181374885e-314
6.46,2.181374853e-314,2.1813748216e-314,2.18137479e-314,2.1813747584e-314,2.1813747267e-314,2.181374695e-314,2.1813746635e-314,2.181374632e-314,2.1813746003e-314,2.1813745686e-314,2.181374537e-314,2.1813745054e-314,2.181374474e-314,2.181374442e-314,2.1813744105e-314,2.181374379e-314,2.1813743473e-314,2.1813743157e-314,2.181374284e-314,2.1813742524e-314
6.47,2.181374221e-314,2.181374189e-314,2.1813741576e-314,2.181374126e-314,2.1813740943e-314,2.1813740627e-314,2.181374031e-314,2.1813739995e-314,2.181373968e-314,2.181373936e-314,2.1813739046e-314,2.181373873e-314,2.1813738414e-314,2.18137381e-314,2.181373778e-314,2.1813737465e-314,2.181373715e-314,2.1813736833e-314,2.1813736517e-314,2.18137362e-314
6.48,2.1813735884e-314,2.181373557e-314,2.181373525e-314,2.1813734936e-314,2.181373462e-314,2.1813734303e-314,2.1813733987e-314,2.181373367e-314,2.1813733355e-314,2.181373304e-314,2.181373272e-314,2.1813732406e-314,2.181373209e-314,2.1813731774e-314,2.1813731457e-314,2.181373114e-314,2.1813730825e-314,2.181373051e-314,2.1813730193e-314,2.1813729876e-314
6.49,2.181372956e-314,2.1813729244e-314,2.181372893e-314,2.181372861e-314,2.1813728295e-314,2.181372798e-314,2.1813727663e-314,2.1813727347e-314,2.181372703e-314,2.1813726714e-314,2.18137264e-314,2.181372608e-314,2.1813725766e-314,2.181372545e-314,2.1813725133e-314,2.1813724817e-314,2.18137245e-314,2.1813724185e-314,2.181372387e-314,2.181372355e-314
6.5,2.1813723236e-314,2.181372292e-314,2.1813722604e-314,2.1813722287e-314,2.181372197e-314,2.1813721655e-314,2.181372134e-314,2.1813721023e-314,2.1813720706e-314,2.181372039e-314,2.1813720074e-314,2.181371976e-314,2.181371944e-314,2.1813719125e-314,2.181371881e-314,2.1813718493e-314,2.1813718177e-314,2.181371786e-314,2.1813717544e-314,2.181371723e-314
6.51,2.181371691e-314,2.1813716596e-314,2.181371628e-314,2.1813715963e-314,2.1813715647e-314,2.181371533e-314,2.1813715015e-314,2.18137147e-314,2.181371438e-314,2.1813714066e-314,2.181371375e-314,2.1813713434e-314,2.181371312e-314,2.18137128e-314,2.1813712485e-314,2.181371217e-314,2.1813711853e-314,2.1813711537e-314,2.181371122e-314,2.1813710904e-314
6.5200000000000005,2.181371059e-314,2.181371027e-314,2.1813709956e-314,2.181370964e-314,2.1813709007e-314,2.181370869e-314,2.1813708375e-314,2.181370806e-314,2.181370774e-314,2.1813707426e-314,2.181370711e-314,2.1813706794e-314,2.1813706477e-314,2.181370616e-314,2.1813705845e-314,2.181370553e-314,2.1813705213e-314,2.1813704896e-314,2.181370458e-314,2.1813704264e-314
6.53,2.181370395e-314,2.181370363e-314,2.1813703315e-314,2.1813703e-314,2.1813702683e-314,2.1813702367e-314,2.181370205e-314,2.1813701734e-314,2.181370142e-314,2.18137011e-314,2.1813700786e-314,2.181370047e-314,2.1813700153e-314,2.1813699837e-314,2.181369952e-314,2.1813699205e-314,2.181369889e-314,2.181369857e-314,2.1813698256e-314,2.181369794e-314
6.54,2.1813697624e-314,2.1813697307e-314,2.181369699e-314,2.1813696675e-314,2.181369636e-314,2.1813696043e-314,2.1813695726e-314,2.181369541e-314,2.1813695094e-314,2.181369478e-314,2.181369446e-314,2.1813694145e-314,2.181369383e-314,2.1813693513e-314,2.1813693197e-314,2.181369288e-314,2.1813692564e-314,2.181369225e-314,2.181369193e-314,2.1813691616e-314
6.55,2.18136913e-314,2.1813690983e-314,2.1813690667e-314,2.181369035e-314,2.1813690035e-314,2.181368972e-314,2.18136894e-314,2.1813689086e-314,2.181368877e-314,2.1813688454e-314,2.181368814e-314,2.181368782e-314,2.1813687505e-314,2.181368719e-314,2.1813686873e-314,2.1813686557e-314,2.181368624e-314,2.1813685924e-314,2.181368561e-314,2.181368529e-314
6.5600000000000005,2.1813684976e-314,2.181368466e-314,2.1813684343e-314,2.1813684027e-314,2.181368371e-314,2.1813683395e-314,2.181368308e-314,2.181368276e-314,2.1813682446e-314,2.181368213e-314,2.1813681814e-314,2.1813681497e-314,2.181368118e-314,2.1813680865e-314,2.181368055e-314,2.1813680233e-314,2.1813679916e-314,2.18136796e-314,2.1813679284e-314,2.181367897e-314
6.57,2.181367865e-314,2.1813678335e-314,2.181367802e-314,2.1813677703e-314,2.1813677387e-314,2.181367707e-314,2.1813676754e-314,2.181367644e-314,2.181367612e-314,2.1813675806e-314,2.181367549e-314,2.1813675173e-314,2.1813674857e-314,2.181367454e-314,2.1813674225e-314,2.181367391e-314,2.181367359e-314,2.1813673276e-314,2.181367296e-314,2.1813672644e-314
6.58,2.181367233e-314,2.181367201e-314,2.1813671695e-314,2.181367138e-314,2.1813671063e-314,2.1813670747e-314,2.181367043e-314,2.1813670114e-314,2.18136698e-314,2.181366948e-314,2.1813669166e-314,2.181366885e-314,2.1813668533e-314,2.1813668217e-314,2.18136679e-314,2.1813667585e-314,2.181366727e-314,2.181366695e-314,2.1813666636e-314,2.181366632e-314
6.59,2.1813666003e-314,2.1813665687e-314,2.181366537e-314,2.1813665055e-314,2.181366474e-314,2.1813664422e-314,2.1813664106e-314,2.181366379e-314,2.1813663474e-314,2.181366316e-314,2.181366284e-314,2.1813662525e-314,2.181366221e-314,2.1813661893e-314,2.1813661577e-314,2.181366126e-314,2.1813660944e-314,2.181366063e-314,2.181366031e-314,2.1813659996e-314
6.6000000000000005,2.181365968e-314,2.1813659363e-314,2.1813659047e-314,2.181365873e-314,2.1813658415e-314,2.18136581e-314,2.181365778e-314,2.1813657466e-314,2.181365715e-314,2.1813656834e-314,2.1813656517e-314,2.18136562e-314,2.1813655885e-314,2.181365557e-314,2.1813655253e-314,2.1813654936e-314,2.181365462e-314,2.1813654304e-314,2.181365399e-314,2.181365367e-314
6.61,2.1813653355e-314,2.181365304e-314,2.1813652723e-314,2.1813652407e-314,2.181365209e-314,2.1813651774e-314,2.181365146e-314,2.181365114e-314,2.1813650826e-314,2.181365051e-314,2.1813650193e-314,2.1813649877e-314,2.181364956e-314,2.1813649245e-314,2.181364893e-314,2.181364861e-314,2.1813648296e-314,2.181364798e-314,2.1813647664e-314,2.181364735e-314
6.62,2.181364703e-314,2.1813646715e-314,2.18136464e-314,2.1813646083e-314,2.1813645767e-314,2.181364545e-314,2.1813645134e-314,2.181364482e-314,2.18136445e-314,2.1813644186e-314,2.181364387e-314,2.1813643553e-314,2.1813643237e-314,2.181364292e-314,2.1813642605e-314,2.181364229e-314,2.181364197e-314,2.1813641656e-314,2.181364134e-314,2.1813641024e-314
6.63,2.1813640707e-314,2.181364039e-314,2.1813640075e-314,2.181363976e-314,2.1813639443e-314,2.1813639126e-314,2.181363881e-314,2.1813638494e-314,2.181363818e-314,2.181363786e-314,2.1813637545e-314,2.181363723e-314,2.1813636913e-314,2.1813636597e-314,2.181363628e-314,2.1813635964e-314,2.181363565e-314,2.181363533e-314,2.1813635016e-314,2.18136347e-314
6.640000000000001,2.1813634383e-314,2.1813634067e-314,2.181363375e-314,2.1813633435e-314,2.181363312e-314,2.18136328e-314,2.1813632486e-314,2.181363217e-314,2.1813631854e-314,2.1813631537e-314,2.181363122e-314,2.1813630905e-314,2.181363059e-314,2.1813630273e-314,2.1813629956e-314,2.181362964e-314,2.1813629324e-314,2.181362901e-314,2.181362869e-314,2.181362806e-314
6.65,2.1813627743e-314,2.1813627427e-314,2.181362711e-314,2.1813626794e-314,2.181362648e-314,2.181362616e-314,2.1813625846e-314,2.181362553e-314,2.1813625213e-314,2.1813624897e-314,2.181362458e-314,2.1813624265e-314,2.181362395e-314,2.181362363e-314,2.1813623316e-314,2.1813623e-314,2.1813622684e-314,2.181362237e-314,2.181362205e-314,2.1813621735e-314
6.66,2.181362142e-314,2.1813621103e-314,2.1813620787e-314,2.181362047e-314,2.1813620154e-314,2.181361984e-314,2.181361952e-314,2.1813619206e-314,2.181361889e-314,2.1813618573e-314,2.1813618257e-314,2.181361794e-314,2.1813617625e-314,2.181361731e-314,2.181361699e-314,2.1813616676e-314,2.181361636e-314,2.1813616044e-314,2.1813615727e-314,2.181361541e-314
6.67,2.1813615095e-314,2.181361478e-314,2.1813614463e-314,2.1813614146e-314,2.181361383e-314,2.1813613514e-314,2.18136132e-314,2.181361288e-314,2.1813612565e-314,2.181361225e-314,2.1813611933e-314,2.1813611617e-314,2.18136113e-314,2.1813610984e-314,2.181361067e-314,2.181361035e-314,2.1813610036e-314,2.181360972e-314,2.1813609403e-314,2.1813609087e-314
6.68,2.181360877e-314,2.1813608455e-314,2.181360814e-314,2.181360782e-314,2.1813607506e-314,2.181360719e-314,2.1813606874e-314,2.1813606558e-314,2.181360624e-314,2.1813605925e-314,2.181360561e-314,2.1813605293e-314,2.1813604977e-314,2.181360466e-314,2.1813604344e-314,2.181360403e-314,2.181360371e-314,2.1813603395e-314,2.181360308e-314,2.1813602763e-314
6.69,2.1813602447e-314,2.181360213e-314,2.1813601814e-314,2.18136015e-314,2.181360118e-314,2.1813600866e-314,2.181360055e-314,2.1813600233e-314,2.1813599917e-314,2.18135996e-314,2.1813599285e-314,2.181359897e-314,2.181359865e-314,2.1813598336e-314,2.181359802e-314,2.1813597704e-314,2.181359739e-314,2.181359707e-314,2.1813596755e-314,2.181359644e-314
6.7,2.1813596123e-314,2.1813595807e-314,2.181359549e-314,2.1813595174e-314,2.181359486e-314,2.181359454e-314,2.1813594226e-314,2.181359391e-314,2.1813593593e-314,2.1813593277e-314,2.181359296e-314,2.1813592645e-314,2.181359233e-314,2.181359201e-314,2.1813591696e-314,2.181359138e-314,2.1813591064e-314,2.1813590747e-314,2.181359043e-314,2.1813590115e-314
6.71,2.18135898e-314,2.1813589483e-314,2.1813589166e-314,2.181358885e-314,2.1813588534e-314,2.181358822e-314,2.18135879e-314,2.1813587585e-314,2.181358727e-314,2.1813586953e-314,2.1813586637e-314,2.181358632e-314,2.1813586004e-314,2.181358569e-314,2.181358537e-314,2.1813585056e-314,2.181358474e-314,2.1813584423e-314,2.1813584107e-314,2.181358379e-314
6.72,2.1813583475e-314,2.181358316e-314,2.181358284e-314,2.1813582526e-314,2.181358221e-314,2.1813581894e-314,2.181358158e-314,2.181358126e-314,2.1813580945e-314,2.181358063e-314,2.1813580313e-314,2.1813579997e-314,2.181357968e-314,2.1813579364e-314,2.181357905e-314,2.181357873e-314,2.1813578416e-314,2.18135781e-314,2.1813577783e-314,2.1813577467e-314
6.73,2.181357715e-314,2.1813576835e-314,2.181357652e-314,2.18135762e-314,2.1813575886e-314,2.181357557e-314,2.1813575254e-314,2.1813574937e-314,2.181357462e-314,2.1813574305e-314,2.181357399e-314,2.1813573673e-314,2.1813573356e-314,2.181357304e-314,2.1813572724e-314,2.181357241e-314,2.181357209e-314,2.1813571775e-314,2.181357146e-314,2.1813571143e-314
6.74,2.1813570827e-314,2.181357051e-314,2.1813570194e-314,2.181356988e-314,2.181356956e-314,2.1813569246e-314,2.181356893e-314,2.1813568613e-314,2.1813568297e-314,2.181356798e-314,2.1813567665e-314,2.181356735e-314,2.181356703e-314,2.1813566716e-314,2.18135664e-314,2.1813566084e-314,2.1813565767e-314,2.181356545e-314,2.1813565135e-314,2.181356482e-314
6.75,2.1813564503e-314,2.1813564186e-314,2.181356387e-314,2.1813563554e-314,2.181356324e-314,2.181356292e-314,2.1813562605e-314,2.181356229e-314,2.1813561973e-314,2.1813561657e-314,2.181356134e-314,2.1813561024e-314,2.181356071e-314,2.181356039e-314,2.1813560076e-314,2.181355976e-314,2.1813559443e-314,2.1813559127e-314,2.181355881e-314,2.1813558495e-314
6.76,2.181355818e-314,2.181355786e-314,2.1813557546e-314,2.181355723e-314,2.1813556914e-314,2.18135566e-314,2.181355628e-314,2.1813555965e-314,2.181355565e-314,2.1813555333e-314,2.1813555017e-314,2.18135547e-314,2.1813554384e-314,2.181355407e-314,2.181355375e-314,2.1813553436e-314,2.181355312e-314,2.1813552803e-314,2.1813552487e-314,2.181355217e-314
6.7700000000000005,2.1813551855e-314,2.181355154e-314,2.181355122e-314,2.1813550906e-314,2.181355059e-314,2.1813550274e-314,2.1813549957e-314,2.181354964e-314,2.1813549325e-314,2.181354901e-314,2.1813548693e-314,2.1813548376e-314,2.181354806e-314,2.1813547744e-314,2.181055268e-314,2.1810552995e-314,2.181055331e-314,2.1810553627e-314,2.1810553943e-314,2.181055426e-314
6.78,2.1810554576e-314,2.181055489e-314,2.181055521e-314,2.1810555524e-314,2.181055584e-314,2.1810556157e-314,2.1810556473e-314,2.181055679e-314,2.1810557105e-314,2.181055742e-314,2.181055774e-314,2.1810558054e-314,2.181055837e-314,2.1810558686e-314,2.1810559003e-314,2.181055932e-314,2.1810559635e-314,2.181055995e-314,2.1810560267e-314,2.1810560584e-314
6.79,2.18105609e-314,2.1810561216e-314,2.181056153e-314,2.181056185e-314,2.1810562165e-314,2.181056248e-314,2.1810562797e-314,2.1810563113e-314,2.181056343e-314,2.1810563746e-314,2.181056406e-314,2.181056438e-314,2.1810564694e-314,2.181056501e-314,2.1810565327e-314,2.1810565643e-314,2.181056596e-314,2.1810566275e-314,2.181056659e-314,2.181056691e-314
6.8,2.1810567224e-314,2.181056754e-314,2.1810567856e-314,2.181056817e-314,2.181056849e-314,2.1810568805e-314,2.181056912e-314,2.1810569437e-314,2.1810569753e-314,2.181057007e-314,2.1810570386e-314,2.18105707e-314,2.181057102e-314,2.1810571334e-314,2.181057165e-314,2.1810571967e-314,2.1810572283e-314,2.18105726e-314,2.1810572915e-314,2.181057323e-314
6.8100000000000005,2.181057355e-314,2.1810573864e-314,2.181057418e-314,2.1810574496e-314,2.1810574813e-314,2.181057513e-314,2.1810575445e-314,2.181057576e-314,2.1810576077e-314,2.1810576394e-314,2.181057671e-314,2.1810577026e-314,2.181057734e-314,2.181057766e-314,2.1810577975e-314,2.181057829e-314,2.1810578607e-314,2.1810578923e-314,2.181057924e-314,2.1810579556e-314
6.82,2.181057987e-314,2.181058019e-314,2.1810580504e-314,2.181058082e-314,2.1810581137e-314,2.1810581453e-314,2.181058177e-314,2.1810582085e-314,2.18105824e-314,2.181058272e-314,2.1810583034e-314,2.181058335e-314,2.1810583666e-314,2.181058398e-314,2.18105843e-314,2.1810584615e-314,2.181058493e-314,2.1810585247e-314,2.1810585563e-314,2.181058588e-314
6.83,2.1810586196e-314,2.181058651e-314,2.181058683e-314,2.1810587144e-314,2.181058746e-314,2.1810587777e-314,2.1810588093e-314,2.181058841e-314,2.1810588725e-314,2.181058904e-314,2.181058936e-314,2.1810589674e-314,2.181058999e-314,2.1810590307e-314,2.1810590623e-314,2.181059094e-314,2.1810591255e-314,2.181059157e-314,2.1810591888e-314,2.1810592204e-314
6.84,2.181059252e-314,2.1810592836e-314,2.181059315e-314,2.181059347e-314,2.1810593785e-314,2.18105941e-314,2.1810594417e-314,2.1810594733e-314,2.181059505e-314,2.1810595366e-314,2.181059568e-314,2.1810596e-314,2.1810596314e-314,2.181059663e-314,2.1810596947e-314,2.1810597263e-314,2.181059758e-314,2.1810597895e-314,2.181059821e-314,2.181059853e-314
