t,ATbl,ADbl,CT_A,CD_A,ATl,ADl,ATif,ATst,ATp,ADp,CT_R,CD_R,CDT,CDD,CTT,CDD5a,CDDcd,CDDsec,CDDcp,CDT5a,CDTcd,CDTsec,CDTcp,CTT5a,CTTcd,CTTsec,CTTcp,ATb,ADb,ALH,AR,VPC1,VPL1
4.3,0.46912246135510566,-0.36246611873988344,6.970265741965174,0.550324663806722,0.12292141233098139,-0.0042521923078291815,21.300612776241685,0.0,-1.4204418002284178,-1.8424500283327867,2.6019527642780056,5.082314076121235,0.5260170190445403,1.0123139370154286,0.27338769221971104,0.012117903998823495,0.01186823120347823,0.010993436045716688,0.007628402084055412,0.00418431945570425,0.0035282611669502973,0.002279280955520593,0.0008202676457661639,0.0018252664259401526,0.0014615471923931514,0.0008678440603882012,0.0002919177858333866,0.04795858469399022,0.1640595745331036,0.002014863882265189,0.0006864211175396862,0.0,0.0
4.3100000000000005,0.4701757204388803,-0.36338751848217005,6.970265741965174,0.550324663806722,0.1229214123313272,-0.004252192307828569,21.350149080590015,0.0,-1.4231193802171491,-1.846069033985447,2.605853976857883,5.092641769210894,0.5280668431136586,1.0167938435737165,0.2743086876533568,0.012190107526150209,0.011938847183983668,0.011057774686981879,0.007668943164962419,0.004202763650392053,0.003542844086582333,0.0022876236186362407,0.0008231263468121369,0.001831692771175453,0.0014662540230989997,0.0008703045949859309,0.0002927560198074032,0.04806929774130967,0.1644410285840253,0.002015395751957494,0.0006879576479059095,0.0,0.0
4.32,0.4712288150701183,-0.3643093239667611,6.970265741965174,0.550324663806722,0.12292141233153482,-0.004252192307828111,21.39968538493834,0.0,-1.425794212310904,-1.8496850504533633,2.609746682869381,5.102962170134524,0.53011793601346,1.021280635859374,0.2752292956723887,0.012262478539178744,0.012009628771196601,0.011122258981907477,0.007709552807426278,0.004221195750151388,0.0035574105331291146,0.0022959518043445958,0.0008259823860643712,0.0018381010898939816,0.0014709447483016358,0.0008727556669245073,0.00029359228309333715,0.04818001078862912,0.16482248263494692,0.0020159233826857886,0.0006894941148816266,0.0,0.0
4.33,0.472281745419881,-0.3652315353492067,6.970265741965174,0.550324663806722,0.1229214123308872,-0.004252192307828641,21.449221689286667,0.0,-1.4284662988444223,-1.853298079744663,2.613630894246221,5.113275278122479,0.5321702833418835,1.0257742927554632,0.2761495088190901,0.012335016098628058,0.012080575078114431,0.011186888131544288,0.007750230508200254,0.004239615244568471,0.0035719601042368296,0.0023042653165436904,0.0008288357264318131,0.0018444911784353648,0.0014756192300052263,0.0008751972233245997,0.00029442656576720406,0.04829072383594856,0.16520393668586855,0.0020164468034819466,0.0006910305149413851,0.0,0.0
4.34,0.4733345116572986,-0.3661541527808023,6.970265741965174,0.550324663806722,0.12292141233026754,-0.004252192307829137,21.49875799363499,0.0,-1.4311356421501389,-1.856908123871356,2.617506622808383,5.123581092460409,0.534223870973124,1.0302747932941694,0.2770693198040707,0.012407719155668448,0.012151685125904626,0.011251661277938491,0.007790975796494843,0.004258021669419744,0.0035864924498642233,0.0023125639921711795,0.0008316863364261683,0.0018508628823767264,0.0014802773693684411,0.0008776292265132458,0.0002952588599852278,0.048401436883268006,0.16558539073679018,0.002016966053599339,0.0006925668446189542,0.0,0.0
4.3500000000000005,0.4743871139531572,-0.36707717641338916,6.970265741965174,0.550324663806722,0.12292141232968291,-0.004252192307829594,21.54829429798332,0.0,-1.4338022445739949,-1.8605151848567565,2.62137388044657,5.133879612427779,0.5362786846949996,1.0347821164513111,0.27798872130822727,0.012480586715312691,0.012222957980111148,0.011316577590691011,0.007831788183419851,0.004276414537053623,0.0036010071934342754,0.002320847651698818,0.0008345341818479104,0.0018572160222604,0.0014849190477454633,0.0008800516313394037,0.0002960891569272098,0.04851214993058745,0.16596684478771184,0.0020174811662870547,0.0006941031004345883,0.0,0.0
4.36,0.4754395524786246,-0.36800060639765714,6.970265741965174,0.550324663806722,0.12292141232914058,-0.004252192307830006,21.597830602331644,0.0,-1.4364661084697816,-1.8641192647327978,2.6252326790567766,5.144170837319595,0.5383347103372758,1.039296241219178,0.27890770605270476,0.01255361777865802,0.012294392702510166,0.011381636236373708,0.007872667179903557,0.004294793361063929,0.0036155039597641696,0.0023291161166614314,0.0008373792287290169,0.0018635504198910322,0.0014895441475579188,0.0008824643932028604,0.0002969174478780314,0.0486228629779069,0.1663482988386335,0.0020179921745356807,0.0006956392789207244,0.0,0.0
4.37,0.4764918274052485,-0.3689244428831467,6.970265741965174,0.550324663806722,0.12292141232864805,-0.004252192307830367,21.64736690667997,0.0,-1.4391272361990994,-1.8677203655399919,2.629083030540181,5.154454766446388,0.5403919337716586,1.0438171466066186,0.27982626679880535,0.01262681134293379,0.012365988351152787,0.011446836378565382,0.007913612296712854,0.004313157656316668,0.0036299823750847683,0.002337369209663911,0.0008402214433333379,0.001869865898345111,0.0014941525523000103,0.0008848674680550554,0.0002977437242275005,0.048733576025226336,0.16672975288955513,0.0020184991110799963,0.0006971753766219519,0.0,0.0
4.38,0.4775439389049526,-0.36984868601824966,6.970265741965174,0.550324663806722,0.122921412328213,-0.004252192307830672,21.696903211028296,0.0,-1.4417856301313112,-1.8713184893273862,2.632924946803033,5.164731399134186,0.5424503409117885,1.0483448116391272,0.28074439634789716,0.012700166401549067,0.012437743980407723,0.011512177177887722,0.007954623044473356,0.004331506938976799,0.0036444420670600735,0.0023456067543882113,0.0008430607921569638,0.0018761622819804893,0.0014987441465436433,0.0008872608123999028,0.00029856797747019757,0.04884428907254578,0.16711120694047676,0.002019002008401664,0.0006987113900949805,0.0,0.0
4.39,0.47859588715003415,-0.370773335950211,6.970265741965174,0.550324663806722,0.12292141232784337,-0.004252192307830913,21.74643951537662,0.0,-1.4444412926434993,-1.8749136381525213,2.6367584397565422,5.175000734724499,0.5445099177132341,1.05287921535893,0.28166208754132366,0.012773681944140258,0.012509658641003996,0.01157765779204126,0.007995698933689522,0.004349840726535001,0.0036588826648066924,0.00235382857560034,0.0008458972419285938,0.0018824393964459107,0.0015033188159435573,0.0008896443832946133,0.00029939019920532196,0.04895500211986522,0.1674926609913984,0.002019500898731919,0.0007002473159086084,0.0,0.0
4.4,0.479647672313161,-0.37169839282513,6.970265741965174,0.550324663806722,0.1229214123275473,-0.004252192307831086,21.795975819724948,0.0,-1.4470942261204227,-1.8785058140813888,2.640583521316769,5.185262772574295,0.5465706501734859,1.0574203368250725,0.2825793332603125,0.012847356956618733,0.012581731380073635,0.011643277375841362,0.008036839474764773,0.004368158537834449,0.003673303798913306,0.0023620344991573576,0.0008487307596099043,0.001888697068690535,0.0015078764472424547,0.0008920181383505169,0.0003002103811365382,0.04906571516718467,0.16787411504232005,0.002019995814054262,0.0007017831506436918,0.0,0.0
4.41,0.48069929456736804,-0.37262385678796145,6.970265741965174,0.550324663806722,0.12292141232733313,-0.004252192307831185,21.845512124073274,0.0,-1.4497444329544709,-1.8820950191883883,2.644400203404512,5.195517512055978,0.5486325243319496,1.0619681551135054,0.28349612642588445,0.012921190421218424,0.01265396124119434,0.011709035081254163,0.008078044178021604,0.004386459893097578,0.003687705101460128,0.002370224352014368,0.0008515613123959167,0.0018949351269734625,0.0015124169282761289,0.0008943820357338852,0.0003010285150718223,0.04917642821450412,0.16825556909324169,0.0020204867861071505,0.0007033188908931125,0.0,0.0
4.42,0.481750754086055,-0.3735497279825174,6.970265741965174,0.550324663806722,0.12292141232720938,-0.004252192307831203,21.8950484284216,0.0,-1.452391915545622,-1.8856812555562863,2.648208497945198,5.205764952557367,0.5506955262699403,1.0665226493171736,0.28441245999876263,0.012995181316543479,0.012726347264432227,0.011774930057432563,0.008119312553721727,0.004404744313952861,0.0037020862060383798,0.002378397962231516,0.0008543888677153666,0.0019011534008732613,0.0015169401479785964,0.0008967360341667544,0.00030184459292330795,0.049287141261823555,0.16863702314416332,0.00202097384638669,0.000704854533261747,0.0,0.0
4.43,0.4828020510429831,-0.37447600655146845,6.970265741965174,0.550324663806722,0.12292141232718481,-0.004252192307831135,21.944584732769922,0.0,-1.4550366763013978,-1.8892645252761726,2.652008416868772,5.216005093481675,0.552759642110676,1.071083798546101,0.28532832697928157,0.013069328617615854,0.012798888486384484,0.011840961450752183,0.008160644112086167,0.004423011323461576,0.0037164467477697506,0.0023865551589809806,0.0008572133932310711,0.0019073517212974918,0.0015214459963872242,0.0008990800929277469,0.000302658606707133,0.049397854309143,0.16901847719508495,0.0020214570261493257,0.0007063900743664351,0.0,0.0
4.44,0.48385318561227225,-0.37540269263634496,6.970265741965174,0.550324663806722,0.12292141232726839,-0.004252192307830975,21.99412103711825,0.0,-1.4576787176368202,-1.8928448304474197,2.6557999721095857,5.226237934247489,0.5548248580192714,1.0756515819274788,0.28624372040729607,0.013143631295922956,0.012871583940222087,0.011907128404847334,0.008202038363315399,0.004441260446144579,0.003730786363325865,0.0023946957725539727,0.0008600348568402983,0.0019135299204922325,0.0015259343646478601,0.0009014141718528946,0.0003034705485432858,0.04950856735646245,0.16939993124600664,0.0020219363564145327,0.0007079255108359483,0.0,0.0
4.45,0.4849041579683976,-0.3763297863775384,6.970265741965174,0.550324663806722,0.12292141232746921,-0.004252192307830717,22.043657341466577,0.0,-1.4603180419743669,-1.8964221731776376,2.6595831756062855,5.236463474288748,0.5568911602027311,1.0802259786057504,0.28715863336209,0.01321808831946522,0.012944432655732458,0.01197343006064696,0.00824349481760945,0.004459491208009067,0.0037451046909477447,0.0024028196343677238,0.0008628532266751339,0.0019196878320516036,0.0015304051450199605,0.0009037382313364601,0.0003042804106554508,0.04961928040378189,0.16978138529692827,0.0020224118679675086,0.0007094608393109578,0.0,0.0
4.46,0.4859549682861873,-0.3772572879143029,6.970265741965174,0.550324663806722,0.12292141232779663,-0.004252192307830355,22.093193645814903,0.0,-1.4629546517439282,-1.8999965555826348,2.6633580393017047,5.246681713054719,0.5589585349099442,1.0848069677427012,0.28807305896228613,0.013292698652803784,0.013017433659362213,0.012039865556410644,0.008285012985188037,0.004477703136575361,0.003759401370465281,0.0024109265769724874,0.0008656684711028512,0.001925825290927295,0.0015348582308817227,0.0009060522323317607,0.0003050881853708559,0.04972999345110134,0.1701628393478499,0.002022883591361865,0.0007109960564440045,0.0,0.0
4.47,0.487005616740819,-0.37818519738475675,6.970265741965174,0.550324663806722,0.12292141232826016,-0.004252192307829882,22.142729950163226,0.0,-1.4655885493827625,-1.9035679797863736,2.6671245751427497,5.256892650009978,0.5610269684316772,1.089394528517543,0.2889869903657543,0.013367461257108073,0.013090585974259814,0.012106434027764547,0.008326592376310678,0.004495895760903667,0.0037736760433166963,0.002419016434058529,0.0008684805587262783,0.0019319421334380905,0.0015392935167352116,0.0009083561363519895,0.00030589386512011786,0.049840706498420775,0.17054429339877153,0.002023351556922318,0.0007125311588994661,0.0,0.0
4.48,0.4880561035078173,-0.37911351492588347,6.970265741965174,0.550324663806722,0.1229214123288695,-0.004252192307829295,22.192266254511555,0.0,-1.4682197373354529,-1.9071364479209294,2.670882795080291,5.267096284634392,0.5630964471005684,1.0939886401270027,0.28990042076952105,0.013442375090203433,0.013163888620318287,0.012173134607737394,0.008368232501296815,0.004514068611620855,0.003787928352568011,0.0024270890404631254,0.0008712894583841673,0.0019380381972793933,0.0015437108982114913,0.0009106499054710389,0.00030669744243708917,0.04995141954574023,0.1709257474496932,0.0020238157947473803,0.0007140661433535265,0.0,0.0
4.49,0.48910642876305016,-0.380042240673533,6.970265741965174,0.550324663806722,0.12292141232963454,-0.0042521923078285865,22.24180255885988,0.0,-1.4708482180538618,-1.9107019621264465,2.674632711069052,5.277292616423088,0.5651669572911203,1.0985892817854066,0.290813343409678,0.013517439106618729,0.013237340614217887,0.0122399664267964,0.00840993287054592,0.0045322212209472175,0.0038021579429325064,0.0024351442321775526,0.0008740951391515611,0.0019441133215327502,0.0015481102720757518,0.0009129335023243217,0.0003074989099587037,0.05006213259305967,0.17130720150061482,0.0020242763347120512,0.0007156010064941438,0.0,0.0
4.5,0.4901565926827267,-0.38097137476242376,6.970265741965174,0.550324663806722,0.12292141233056533,-0.00425219230782775,22.291338863208207,0.0,-1.4734739939970896,-1.9142645245510974,2.6783743350674967,5.2874816448864435,0.5672384854196953,1.10319643272477,0.2917257515612918,0.013592652257633994,0.01331094096946883,0.012306928612883293,0.00845169299455764,0.004550353122723252,0.003816364460790195,0.002443181846354088,0.0008768975703401636,0.0019501673466753794,0.001552491536232441,0.0009152068901095948,0.0003082982604248238,0.05017284564037912,0.17168865555153645,0.00202473320647051,0.0007171357450210195,0.0,0.0
4.51,0.49120659544543466,-0.38190091732854275,6.970265741965174,0.5503246638067221,0.12292141233109387,-0.004252192307827202,22.340875167556533,0.0,-1.4760970676433858,-1.9178241373585567,2.6821076791387397,5.2976633695194995,0.5693110177451481,1.10781007205768,0.29263763844008306,0.013668013549223838,0.013384688745028083,0.012374020321049855,0.008493512354016504,0.004568463804323468,0.00383054750637182,0.0024512016939671082,0.0008796967170883566,0.0019562000735038492,0.0015568545587224597,0.0009174700207909561,0.0003090954851199707,0.05028355868769856,0.1720701096024581,0.002025186432108444,0.0007186703556140406,0.0,0.0
4.5200000000000005,0.49225643722681756,-0.38283086850289283,6.970265741965174,0.5503246638067221,0.1229214123315814,-0.00425219230782668,22.390411471904862,0.0,-1.4787174414589364,-1.921380802708365,2.6858327551871044,5.307837789881599,0.5713845408885021,1.1124301791350373,0.2935489974583955,0.013743521891184874,0.013458582918721216,0.012441240656334954,0.0085353904778463,0.004586552832101873,0.003844706758473673,0.0024592036311041365,0.0008824925518582721,0.00196221137024435,0.0015611992585583875,0.0009197228658511037,0.00030989057793479616,0.05039427173501801,0.17245156365337977,0.0020256360453063363,0.0007202048350154291,0.0,0.0
4.53,0.49330611820387593,-0.38376122841655463,6.970265741965174,0.5503246638067221,0.12292141233209879,-0.004252192307826136,22.439947776253188,0.0,-1.4813351179230407,-1.9249345227717394,2.6895495751710903,5.318004905531907,0.5734590414124335,1.1170567332567403,0.29445982201791016,0.013819176219302697,0.013532622489742274,0.012508588736234828,0.008577326880087579,0.004604619749934278,0.0038588418735779175,0.002467187501292263,0.0008852850451334278,0.001968201085900023,0.0015655255403247096,0.0009219653914091656,0.0003106835320794032,0.05050498478233745,0.1728330177043014,0.002026082075838068,0.0007217391799632118,0.0,0.0
4.54,0.49435563855421544,-0.3846919971998068,6.970265741965174,0.5503246638067221,0.1229214123326389,-0.0042521923078255785,22.48948408060151,0.0,-1.4839500995236758,-1.9284852997287731,2.6932581510661455,5.328164716040621,0.5755345058945123,1.1216897137221822,0.2953701055456444,0.013894975474128417,0.013606806460850197,0.012576063679864087,0.00861932107091617,0.004622664096921934,0.003872952503446966,0.0024751531455521115,0.0008880741670394732,0.001974169065355558,0.0015698333055753641,0.0009241975625557143,0.0003114743406556487,0.05061569782965689,0.17321447175522303,0.0020265245522741596,0.0007232733872027733,0.0,0.0
4.55,0.4954049984557713,-0.3856231749818072,6.970265741965174,0.5503246638067221,0.12292141233319373,-0.004252192307825014,22.539020384949836,0.0,-1.4865623887558563,-1.9320331357673877,2.6969584948510885,5.338317220993021,0.5776109209537774,1.1263290998486328,0.296279841506959,0.013970918593306233,0.013681133831934452,0.01264366460404474,0.00866137256065496,0.004640685413833862,0.0038870383015214955,0.0024831004060512324,0.0008908598879326492,0.001980115154865258,0.0015741224569735823,0.0009264193449266213,0.0003122629968647548,0.05072641087697634,0.17359592580614466,0.0020269635029645837,0.0007248074534910273,0.0,0.0
4.5600000000000005,0.4964541980868056,-0.3865547618905945,6.970265741965174,0.5503246638067221,0.12292141233375435,-0.004252192307824453,22.588556689298166,0.0,-1.4891719881215926,-1.9355780330832928,2.7006506185080013,5.34846241998945,0.579688273250723,1.1309748709713185,0.29718902340546305,0.014047004511623658,0.013755603600059924,0.012711390623343508,0.00870348085979269,0.004658683243131443,0.003901098922937762,0.002491029126109868,0.0008936421783999585,0.001986039202060709,0.0015783928982956183,0.0009286307047033471,0.0003130494940070846,0.050837123924295784,0.17397737985706635,0.0020273989560411266,0.0007263413755963841,0.0,0.0
4.57,0.4975032376259039,-0.3874867580530894,6.970265741965174,0.5503246638067221,0.12292141233431095,-0.004252192307823905,22.63809299364649,0.0,-1.4917789001298458,-1.939119993879943,2.7043345340221205,5.358600312645284,0.5817665494872817,1.1356270064435028,0.298097644782918,0.014123232161061743,0.013830214759511773,0.012779240850109095,0.0087456454790027,0.004676657128993027,0.003915134024544898,0.002498939150206708,0.000896421009259333,0.0019919410559584515,0.0015826445344344795,0.0009308316086132308,0.0003138338254819182,0.05094783697161523,0.17435883390798798,0.002027830939419748,0.0007278751502987171,0.0,0.0
4.58,0.49855211725197324,-0.3884191635950965,6.970265741965174,0.5503246638067221,0.12292141233485268,-0.004252192307823383,22.687629297994814,0.0,-1.494383127296486,-1.9426590203684972,2.7080102533817354,5.368730898590919,0.5838457364068104,1.140285485636568,0.2990056992191429,0.014199600470845335,0.013904966301840375,0.012847214394509534,0.00878786592916172,0.004694606617338531,0.00392914326492223,0.002506830323984656,0.0008991963515598054,0.001997820566967655,0.0015868772714036582,0.0009330220239297817,0.0003146159847872288,0.05105855001893467,0.1747402879589096,0.0020282594808029397,0.0007294087743893307,0.0,0.0
4.59,0.49960083714423853,-0.38935197864130555,6.970265741965174,0.5503246638067221,0.12292141233536778,-0.004252192307822898,22.73716560234314,0.0,-1.4969846721442481,-1.9461951147677756,2.7116777885780787,5.378854177471742,0.5859258207940745,1.1449502879400961,0.2999131803319185,0.014276108367493288,0.013979857215906161,0.012915310364569464,0.008830141721368626,0.004712531255854037,0.003943126304396582,0.002514702494256587,0.0009019681765816772,0.0020036775868977857,0.0015910910163408605,0.0009352019184729679,0.00031539596551945865,0.05116926306625411,0.17512174200983124,0.0020286846076820854,0.0007309422446709276,0.0,0.0
4.6000000000000005,0.5006493974822401,-0.390285203315293,6.970265741965174,0.5503246638067221,0.12292141233584342,-0.004252192307822464,22.78670190669147,0.0,-1.499583537202689,-1.949728279304218,2.7153371516052216,5.388970148948111,0.5880067894752329,1.1496213927619479,0.30082008177689235,0.014352754774868708,0.01405488648792453,0.01298352786620744,0.00887247236696322,0.004730430594016393,0.00395708280505958,0.00252255550901111,0.0009047364558366883,0.0020095119689662816,0.0015952856775117376,0.0009373712606095077,0.00031617376137329503,0.051279976113573565,0.1755031960607529,0.0020291063473398215,0.0007324755579575748,0.0,0.0
4.61,0.5016977984458304,-0.3912188377395234,6.970265741965174,0.5503246638067221,0.12292141233626573,-0.0042521923078220935,22.836238211039795,0.0,-1.5021797250081428,-1.9532585162118417,2.7189883544599667,5.399078812695329,0.590088629317822,1.1542987795283444,0.30172639724748257,0.01442953861422916,0.014130053101510701,0.013051866003273216,0.008914857377544976,0.004748304183117812,0.003971012430784964,0.0025303892174183247,0.0009075011610681856,0.0020153235678062207,0.0015994611643136147,0.0009395300192531584,0.000316949366141446,0.051390689160893004,0.17588465011167453,0.0020295247268523955,0.0007340087110746718,0.0,0.0
4.62,0.5027460402151717,-0.39215288203535087,6.970265741965174,0.5503246638067221,0.12292141233661978,-0.004252192307821804,22.88577451538812,0.0,-1.5047732381036787,-1.9567858277321994,2.722631409141742,5.409180168403626,0.5921713272307413,1.1589824276839484,0.3026321204747835,0.014506458804276933,0.014205356037724645,0.013120323877585075,0.008957296264991841,0.004766151576290472,0.0039849148472458915,0.00253820346983559,0.0009102622642512936,0.0020211122394739947,0.0016036173872792236,0.0009416781638650079,0.00031772277371441685,0.05150140220821244,0.17626610416259617,0.002029939773092027,0.0007355417008589173,0.0,0.0
4.63,0.5037941229707326,-0.3930873363230209,6.970265741965174,0.5503246638067221,0.12292141233688951,-0.0042521923078216095,22.935310819736443,0.0,-1.5073640790390581,-1.9603102161143384,2.726266327652496,5.419274215778133,0.5942548701642377,1.1636723166919445,0.30353724522746944,0.014583514261209256,0.014280794275115938,0.01318890058896712,0.008999788541478981,0.004783972328531119,0.0039987897219322475,0.0025459981178132776,0.000913019737593083,0.002026877841456981,0.0016077542580804304,0.0009438156644537639,0.00031849397808028575,0.05161211525553189,0.1766475582135178,0.002030351512729267,0.0007370745241582765,0.0,0.0
4.64,0.5048420468932858,-0.3940222007216715,6.970265741965174,0.5503246638067221,0.12292141233705772,-0.00425219230782153,22.98484712408477,0.0,-1.5099522503706897,-1.963831683614757,2.72989312199659,5.429360954538859,0.5963392451098902,1.168368426034119,0.3044417653116998,0.014660703898768527,0.014356366789768657,0.013257595235286567,0.009042333719497562,0.004801765996725662,0.004012636724167951,0.002553773014100538,0.0009157735535327397,0.002032620232681214,0.0016118716895319682,0.0009459424915760445,0.0003192629733244797,0.051722828302851326,0.17702901226443943,0.002030759972235357,0.000738607177831948,0.0,0.0
4.65,0.5058898121639046,-0.3949574753493347,6.970265741965174,0.550324663806722,0.12292141233710606,-0.004252192307821583,23.0343834284331,0.0,-1.5125377546615875,-1.9673502324973633,2.733511804180692,5.439440384420672,0.5984244391005946,1.1730707352109424,0.30534567457102346,0.014738026628292556,0.014432072555346275,0.013326406912491064,0.00908493131187351,0.0048195321396737765,0.004026455525128265,0.002561528012651059,0.0009185236847417347,0.0020383392735190543,0.0016159695955951662,0.0009480586163366681,0.0003200297536295508,0.05183354135017077,0.17741046631536111,0.0020311651778845883,0.0007401396587503315,0.0,0.0
4.66,0.5069374189639605,-0.39589316032293803,6.970265741965174,0.550324663806722,0.12292141233701499,-0.004252192307821787,23.083919732781425,0.0,-1.5151205944813257,-1.9708658650334328,2.7371223862136698,5.449512505173271,0.6005104392105479,1.1777792237416476,0.30624896688628306,0.014815481358764768,0.01450791054313651,0.013395334714645966,0.009127580831786285,0.004837270318113499,0.004040245797857095,0.0025692629686288244,0.0009212701041239928,0.0020440348257968637,0.0016200478913816786,0.0009501640103889434,0.00032079431327495183,0.05194425439749022,0.17779192036628275,0.002031567155756664,0.0007416719637949937,0.0,0.0
4.67,0.5079848674751201,-0.39682925575830624,6.970265741965174,0.550324663806722,0.12292141233676372,-0.0042521923078221655,23.133456037129747,0.0,-1.5177007724059977,-1.9743785835015675,2.7407248801064874,5.459577316561169,0.6025972325552339,1.1824938711643134,0.3071516361755203,0.01489306699686448,0.014583879722096264,0.01346437773397167,0.00917028179278765,0.004854980094745835,0.004054007217284309,0.0025769777384138806,0.0009240127848160626,0.0020497067528026745,0.0016241064931572186,0.0009522586459349601,0.00032155664663681264,0.052054967444809655,0.17817337441720438,0.0020319659317390563,0.0007432040898586372,0.0,0.0
4.68,0.5090321578793422,-0.39776576177016265,6.970265741965174,0.550324663806722,0.12292141233633022,-0.004252192307822739,23.182992341478073,0.0,-1.5202782910181707,-1.9778883901876525,2.7443192978720967,5.469634818363664,0.6046848062914069,1.1872146570359432,0.30805367639388015,0.014970782447017097,0.014659979058896473,0.013533535060880895,0.009213033708820446,0.004872661034259354,0.004067739460243034,0.002584672179608093,0.0009267517001872853,0.0020553549192938625,0.0016281453183452851,0.0009543424957258788,0.00032231674818771584,0.05216568049212909,0.178554828468126,0.002032361531529368,0.0007447360338450659,0.0,0.0
4.69,0.5100792903602981,-0.39870267847364715,6.970265741965174,0.550324663806722,0.12292141233624447,-0.00425219230782295,23.232528645826402,0.0,-1.5228531529165192,-1.9813952873915517,2.7479056515942375,5.4796850103556025,0.6067731474802259,1.1919415608300425,0.3089550814702574,0.015048626634825549,0.01473620753809616,0.013602805795461389,0.009255836072815264,0.004890312666593078,0.004081442171098953,0.0025923461320189935,0.0009294868209407519,0.0020609791637204687,0.0016321642650182274,0.0009564155252303625,0.0003230746115354602,0.05227639353944853,0.17893628251904767,0.002032753976028019,0.0007462677926517893,0.0,0.0
4.7,0.511126265101443,-0.39964000598226534,6.970265741965174,0.550324663806722,0.12292141233683974,-0.00425219230782245,23.282064950174725,0.0,-1.5254253607026886,-1.9848992774179488,2.7514839533340907,5.489727892333358,0.6088622432724188,1.196674562075402,0.30985584539279887,0.015126598475482273,0.014812564134949566,0.013672189032025892,0.009298688385696488,0.004907934536705141,0.0040951150082997115,0.0025999994434050223,0.0009322181190365375,0.0020665793358292267,0.001636163239657665,0.0009584777032325366,0.00032383023072322947,0.05238710658676798,0.1793177365699693,0.002033143287578176,0.0007477993631934845,0.0,0.0
4.71,0.5121730822839577,-0.4005777444056999,6.970265741965174,0.550324663806722,0.12292141233745335,-0.0042521923078219295,23.33160125452305,0.0,-1.5279949169672749,-1.9884003625665765,2.755054215030639,5.499763464142578,0.6109520811059487,1.2014136405042461,0.3107559623001836,0.015204696840045455,0.014889047786374569,0.013741683842616637,0.009341590187345192,0.004925526257699563,0.004108757694065595,0.0026076319969583744,0.0009349455718797734,0.0020721553368056324,0.0016401421867886946,0.0009605290131453698,0.0003245836016175487,0.052497819634087416,0.17969919062089093,0.002033529496626774,0.0007493307424270481,0.0,0.0
4.72,0.5132197420910084,-0.40151589385435404,6.970265741965174,0.550324663806722,0.1229214123380839,-0.004252192307821392,23.381137558871377,0.0,-1.5305618243187642,-1.9918985451523517,2.7586164487069587,5.50979172562059,0.6130426482960775,1.206158775745275,0.3116554262920465,0.01528292062552466,0.014965657451291935,0.013811289311325888,0.009384540992450709,0.00494308740073569,0.004122369911401798,0.0026152436543329777,0.0009376691536365848,0.0020777070360570396,0.0016441010275404686,0.0009625694295516051,0.00032533471902946497,0.052608532681406854,0.18008064467181256,0.002033912627919168,0.0007508619272995491,0.0,0.0
4.73,0.5142662447060424,-0.4024544544375411,6.970265741965174,0.550324663806722,0.12292141233872997,-0.004252192307820836,23.430673863219706,0.0,-1.5331260853719237,-1.9953938274972811,2.7621706663877497,5.519812676619346,0.6151339321989341,1.210909947446272,0.31255423150449735,0.015361268726982725,0.015042392086609126,0.013881004520652168,0.009427540316135975,0.004960617538995382,0.0041359513452209435,0.002622834278387822,0.0009403888386997921,0.002083234304431952,0.001648039684169444,0.0009645989275657478,0.00032608357786305625,0.052719245728726306,0.18046209872273422,0.0020342927060116012,0.0007523929147689528,0.0,0.0
4.74,0.5153125903127855,-0.4033934262634849,6.970265741965174,0.550324663806722,0.12292141233939002,-0.004252192307820262,23.48021016756803,0.0,-1.5356877027477582,-1.9988862119304194,2.76571688009923,5.529826317005403,0.6172259202114907,1.215667135274178,0.3134523721100216,0.0154397400375872,0.015119250647266224,0.013950828551538142,0.009470587673975163,0.004978116247705651,0.00414950168235857,0.0026304037331917104,0.0009431046016889252,0.002088737014226221,0.0016519580800620254,0.0009666174828339394,0.00032683017311515634,0.052829958776045745,0.18084355277365585,0.002034669755273317,0.0007539237018040865,0.0,0.0
4.75,0.5163587790952393,-0.4043328094393225,6.970265741965174,0.550324663806722,0.12292141234006247,-0.004252192307819669,23.529746471916354,0.0,-1.5382466790734681,-2.0023757007878284,2.769255101869035,5.539832646659903,0.6193185997715418,1.2204303189151682,0.3143498423173822,0.015518333448661863,0.015196232086281923,0.014020760483408563,0.009513682582011327,0.004995583104161333,0.0041630206115886225,0.0026379518840280165,0.0009458164174502413,0.00209421503918925,0.0016558561397372123,0.0009686250715338353,0.00032757449987508026,0.05294067182336518,0.18122500682457748,0.0020350437998886803,0.0007554542853846066,0.0,0.0
4.76,0.5174048112376783,-0.405272604071105,6.970265741965174,0.550324663806722,0.12292141234074565,-0.004252192307819058,23.57928277626468,0.0,-1.5408030169824056,-2.0058622964125354,2.7727853437261145,5.549831665478542,0.6214119583576807,1.225199478074727,0.3152466363715206,0.015597047849738158,0.015273335354799451,0.014090799394208159,0.00955682455677403,0.00501301768774773,0.004176507823638937,0.0026454785973994374,0.0009485242610567392,0.002099668254530191,0.0016597337888492403,0.0009706216703744788,0.0003283165533243491,0.05305138487068462,0.18160646087549911,0.0020354148638592868,0.0007569846625009642,0.0,0.0
