t,VP,PRP,VTS2,TSP
6.94,2.9737517706202077,215.96390157247552,-0.0007328068700063019,280.20346569792014
6.95,2.9737300878372426,215.96351425746977,-0.0007337546909184868,280.2038029446142
6.96,2.9737084421056483,215.96312697215666,-0.0007347023019494819,280.20414012737905
6.97,2.973686833345583,215.96273971650427,-0.0007356497033878098,280.2044772463199
6.98,2.9736652614773695,215.96235249048075,-0.0007365968955214061,280.20481430154194
6.99,2.9736437264214945,215.96196529405432,-0.0007375438786376206,280.2051512931499
7.0,2.973622228098608,215.96157812719326,-0.0007384906530232198,280.20548822124846
7.01,2.9736007664295236,215.961190989866,-0.0007394372189643885,280.2058250859421
7.0200000000000005,2.973579341335217,215.96080388204098,-0.0007403835767467313,280.206161887335
7.03,2.9735579527368254,215.9604168036867,-0.0007413297266552741,280.2064986255311
7.04,2.973536600555649,215.9600297547718,-0.0007422756689744669,280.2068353006342
7.05,2.973515284713148,215.95964273526494,-0.0007432214039881841,280.207171912748
7.0600000000000005,2.9734940051309438,215.95925574513487,-0.0007441669319797276,280.20750846197564
7.07,2.9734727617308176,215.9588687843504,-0.0007451122532318275,280.2078449484204
7.08,2.9734515544347104,215.95848185288045,-0.0007460573680266445,280.20818137218527
7.09,2.9734303831647226,215.958094950694,-0.0007470022766457715,280.2085177333728
7.1000000000000005,2.973409247843113,215.9577080777601,-0.000747946979370235,280.2088540320856
7.11,2.9733881483922993,215.9573212340478,-0.0007488914764804973,280.2091902684259
7.12,2.9733670847348566,215.95693441952636,-0.0007498357682564583,280.2095264424959
7.13,2.973346056793517,215.956547634165,-0.0007507798549774565,280.20986255439743
7.140000000000001,2.97332506449117,215.95616087793303,-0.0007517237369222716,280.2101986042321
7.15,2.9733041077508617,215.9557741507999,-0.000752667414369126,280.21053459210145
7.16,2.973283186495793,215.95538745273504,-0.0007536108875956861,280.2108705181068
7.17,2.9732623006493215,215.955000783708,-0.0007545541568790647,280.211206382349
7.18,2.973241450134959,215.9546141436884,-0.0007554972224958224,280.21154218492916
7.19,2.973220634876372,215.95422753264586,-0.0007564400847219694,280.2118779259477
7.2,2.9731998547973806,215.9538409505502,-0.0007573827438329669,280.2122136055052
7.21,2.9731791098219595,215.95345439737113,-0.0007583252001037297,280.2125492237019
7.22,2.9731583998742352,215.95306787307862,-0.0007592674538086273,280.21288478063775
7.23,2.9731377248784883,215.9526813776426,-0.0007602095052214855,280.21322027641264
7.24,2.9731170847591497,215.95229491103305,-0.0007611513546155887,280.2135557111262
7.25,2.973096479440803,215.95190847322007,-0.0007620930022636812,280.2138910848779
7.26,2.973075908848183,215.9515220641738,-0.0007630344484379695,280.2142263977669
7.2700000000000005,2.9730553729061753,215.95113568386444,-0.0007639756934101231,280.2145616498923
7.28,2.973034871539815,215.95074933226226,-0.0007649167374512772,280.21489684135287
7.29,2.973014404674288,215.95036300933762,-0.0007658575808320339,280.21523197224735
7.3,2.9729939722349283,215.9499767150609,-0.0007667982238224642,280.2155670426741
7.3100000000000005,2.972973574147219,215.94959044940262,-0.0007677386666921097,280.2159020527314
7.32,2.972953210336793,215.94920421233323,-0.0007686789097099841,280.2162370025173
7.33,2.972932880729428,215.9488180038234,-0.0007696189531445751,280.21657189212965
7.34,2.972912585251053,215.94843182384372,-0.0007705587972638467,280.21690672166613
7.3500000000000005,2.9728923238277405,215.94804567236497,-0.00077149844233524,280.2172414912242
7.36,2.9728720963857107,215.9476595493579,-0.0007724378886256752,280.2175762009011
7.37,2.9728519028513305,215.94727345479333,-0.000773377136401554,280.21791085079394
7.38,2.9728317431511115,215.9468873886422,-0.0007743161859287607,280.2182454409997
7.390000000000001,2.9728116172117103,215.9465013508755,-0.0007752550374726642,280.21857997161493
7.4,2.9727915249599275,215.9461153414642,-0.0007761936912981193,280.2189144427362
7.41,2.9727714663227096,215.9457293603794,-0.0007771321476694694,280.2192488544599
7.42,2.9727514412271447,215.94534340759228,-0.000778070406850547,280.2195832068821
7.43,2.972731449600465,215.94495748307398,-0.0007790084691046768,280.21991750009875
7.44,2.972711491370045,215.9445715867958,-0.0007799463346946764,280.2202517342056
7.45,2.972691566463402,215.94418571872907,-0.0007808840038828581,280.2205859092982
7.46,2.972671675446629,215.94379987956452,-0.000781821474513692,280.22092002452047
7.47,2.9726518169367537,215.94341406779665,-0.0007827587518115305,280.2212540819212
7.48,2.972631991552473,215.9430282841753,-0.0007836958334217371,280.22158808056577
7.49,2.97261219922242,215.94264252867262,-0.0007846327196025266,280.22192202054833
7.5,2.972592439875385,215.9422568012609,-0.000785569410611557,280.2222559019626
7.51,2.9725727134403144,215.9418711019124,-0.0007865059067059296,280.2225897249022
7.5200000000000005,2.9725530198463077,215.94148543059956,-0.000787442208142192,280.2229234894605
7.53,2.972533359022621,215.94109978729483,-0.0007883783151763395,280.2232571957307
7.54,2.9725137308986627,215.94071417197077,-0.0007893142280638165,280.22359084380577
7.55,2.972494135403996,215.94032858459997,-0.0007902499470595185,280.22392443377845
7.5600000000000005,2.972474572468338,215.93994302515517,-0.0007911854724177939,280.22425796574134
7.57,2.9724550420215565,215.9395574936091,-0.0007921208043924453,280.22459143978676
7.58,2.972435543993673,215.93917198993458,-0.0007930559432367319,280.2249248560069
7.59,2.9724160783148603,215.93878651410455,-0.0007939908892033705,280.22525821449375
7.6000000000000005,2.9723966449154426,215.93840106609196,-0.0007949256425445376,280.22559151533903
7.61,2.9723772437258953,215.93801564586985,-0.0007958602035118709,280.2259247586343
7.62,2.9723578746768435,215.93763025341136,-0.0007967945723564711,280.2262579444709
7.63,2.9723385376990628,215.93724488868963,-0.0007977287493289038,280.22659107294
7.640000000000001,2.9723192327234784,215.936859551678,-0.0007986627346792006,280.22692414413257
7.65,2.972299959681164,215.93647424234973,-0.0007995965286568614,280.22725715813937
7.66,2.972280718503342,215.9360889606782,-0.0008005301315108556,280.227590115051
7.67,2.9722615091213833,215.93570370663693,-0.0008014635434896242,280.22792301495775
7.68,2.9722423314668065,215.9353184801994,-0.0008023967648410809,280.2282558579499
7.69,2.972223185471277,215.93493328133923,-0.0008033297958126147,280.2285886441173
7.7,2.9722040710666073,215.93454811003008,-0.0008042626366510902,280.2289213735498
7.71,2.9721849881847557,215.93416296624568,-0.0008051952876028505,280.229254046337
7.72,2.9721659367578273,215.93377784995982,-0.0008061277489137184,280.2295866625683
7.73,2.972146916718071,215.93339276114637,-0.0008070600208289979,280.22991922233285
7.74,2.9721279279978834,215.93300769977927,-0.0008079921035934759,280.23025172571977
7.75,2.972108970529803,215.9326226658325,-0.000808923997451424,280.2305841728177
7.76,2.9720900442465137,215.9322376592801,-0.0008098557026465998,280.2309165637155
7.7700000000000005,2.9720711490808425,215.93185268009623,-0.0008107872194222493,280.2312488985014
7.78,2.97205228496576,215.9314677282551,-0.0008117185480211075,280.2315811772637
7.79,2.9720334518343794,215.93108280373087,-0.0008126496886854005,280.23191340009055
7.8,2.9720146496199566,215.93069790649793,-0.0008135806416568475,280.23224556706975
7.8100000000000005,2.971995878255888,215.93031303653066,-0.0008145114071766618,280.232577678289
7.82,2.971977137675714,215.92992819380348,-0.0008154419854855526,280.2329097338358
7.83,2.971958427813113,215.92954337829087,-0.0008163723768237268,280.23324173379746
7.84,2.971939748601906,215.92915858996744,-0.0008173025814308905,280.23357367826105
7.8500000000000005,2.971921099976054,215.92877382880783,-0.0008182325995462504,280.23390556731357
7.86,2.971902481869657,215.9283890947867,-0.0008191624314085157,280.2342374010418
7.87,2.9718838942169548,215.92800438787876,-0.0008200920772558994,280.23456917953223
7.88,2.9718653369523254,215.9276197080589,-0.0008210215373261201,280.2349009028713
7.890000000000001,2.971846810010286,215.92723505530196,-0.0008219508118564038,280.2352325711452
7.9,2.9718283133254912,215.92685042958288,-0.0008228799010834846,280.23556418443997
7.91,2.971809846832733,215.92646583087665,-0.0008238088052436073,280.2358957428414
7.92,2.971791410466942,215.92608125915828,-0.0008247375245725284,280.23622724643525
7.930000000000001,2.9717730041631834,215.92569671440296,-0.000825666059305518,280.2365586953069
7.94,2.9717546278566602,215.9253121965858,-0.0008265944096773607,280.2368900895417
7.95,2.9717362814827104,215.92492770568205,-0.0008275225759223581,280.23722142922475
7.96,2.9717179649768077,215.92454324166698,-0.0008284505582743295,280.23755271444094
7.97,2.9716996782745615,215.92415880451597,-0.0008293783569666142,280.23788394527514
7.98,2.971681421311714,215.92377439420437,-0.0008303059722320726,280.23821512181183
7.99,2.9716631940241442,215.9233900107077,-0.0008312334043030872,280.23854624413553
8.0,2.9716449963478624,215.9230056540014,-0.0008321606534115656,280.2388773123304
8.01,2.9716268282190135,215.9226213240611,-0.0008330877197889407,280.2392083264805
8.02,2.9716086895738747,215.92223702086244,-0.0008340146036661727,280.2395392866697
8.03,2.971590580348856,215.92185274438106,-0.000834941305273751,280.23987019298175
8.040000000000001,2.9715725004805003,215.9214684945927,-0.000835867824841695,280.2402010455002
8.05,2.9715544499054807,215.92108427147318,-0.0008367941625995559,280.24053184430835
8.06,2.971536428560602,215.92070007499834,-0.0008377203187764185,280.2408625894894
8.07,2.9715184363828007,215.92031590514407,-0.0008386462936009026,280.24119328112636
8.08,2.971500473309143,215.91993176188635,-0.000839572087301164,280.2415239193021
8.09,2.9714825392768245,215.91954764520116,-0.000840497700104897,280.2418545040993
8.1,2.9714646342231723,215.9191635550646,-0.0008414231322393346,280.2421850356004
8.11,2.9714467580856407,215.9187794914528,-0.0008423483839312512,280.24251551388784
8.120000000000001,2.971428910801814,215.9183954543419,-0.0008432734554069634,280.2428459390437
8.13,2.971411092309405,215.9180114437081,-0.0008441983468923315,280.24317631114997
8.14,2.9713933025462533,215.91762745952772,-0.0008451230586127615,280.24350663028855
8.15,2.9713755414503273,215.91724350177708,-0.0008460475907932058,280.243836896541
8.16,2.971357808959722,215.91685957043254,-0.0008469719436581655,280.24416710998884
8.17,2.97134010501266,215.91647566547056,-0.000847896117431691,280.24449727071345
8.18,2.9713224295474894,215.9160917868676,-0.0008488201123373845,280.24482737879595
8.19,2.971304782502684,215.91570793460022,-0.0008497439285984005,280.2451574343173
8.2,2.9712871638168443,215.91532410864497,-0.0008506675664374474,280.2454874373584
8.21,2.9712695734286956,215.91494030897852,-0.0008515910260767901,280.24581738799986
8.22,2.9712520112770875,215.9145565355775,-0.0008525143077382492,280.2461472863222
8.23,2.9712344773009947,215.91417278841868,-0.000853437411643205,280.24647713240574
8.24,2.9712169714395156,215.91378906747883,-0.000854360338012597,280.2468069263307
8.25,2.971199493631872,215.91340537273481,-0.0008552830870669263,280.247136668177
8.26,2.97118204381741,215.91302170416347,-0.000856205659026257,280.2474663580246
8.27,2.9711646219355967,215.91263806174175,-0.000857128054110217,280.24779599595314
8.28,2.971147227926023,215.91225444544662,-0.000858050272538,280.2481255820421
8.290000000000001,2.9711298617284023,215.9118708552551,-0.0008589723145283671,280.24845511637096
8.3,2.9711125232825686,215.91148729114425,-0.0008598941802996471,280.2487845990189
8.31,2.971095212528477,215.91110375309123,-0.0008608158700697394,280.2491140300649
8.32,2.971077929406205,215.91072024107316,-0.0008617373840561143,280.24944340958785
8.33,2.971060673856052,215.91033675506745,-0.0008626587224754206,280.2497727376664
8.34,2.971043445823585,215.9099532950582,-0.0008635798855240906,280.25010201437107
8.35,2.971026245252436,215.9095698610269,-0.0008645008734060384,280.25043123977537
8.36,2.9710090720835076,215.90918645295145,-0.0008654216863356969,280.250760413957
8.370000000000001,2.970991926257831,215.90880307080965,-0.0008663423245270505,280.25108953699356
8.38,2.9709748077165625,215.90841971457942,-0.0008672627881936346,280.25141860896247
8.39,2.9709577164009833,215.90803638423876,-0.0008681830775485385,280.2517476299409
8.4,2.9709406522525,215.90765307976565,-0.0008691031928044046,280.252076600006
8.41,2.9709236152126453,215.9072698011382,-0.0008700231341734312,280.25240551923457
8.42,2.970906605223075,215.9068865483345,-0.000870942901867372,280.25273438770347
8.43,2.9708896222255703,215.90650332133285,-0.0008718624960975383,280.2530632054892
8.44,2.9708726661620366,215.90612012011135,-0.0008727819170747996,280.2533919726681
8.45,2.970855736974503,215.9057369446484,-0.0008737011650095842,280.2537206893166
8.46,2.970838834605121,215.9053537949223,-0.0008746202401118814,280.25404935551063
8.47,2.970821958996167,215.90497067091144,-0.0008755391425912411,280.25437797132616
8.48,2.9708051100900397,215.9045875725943,-0.0008764578726567758,280.25470653683897
8.49,2.9707882878292597,215.9042044999494,-0.0008773764305171613,280.25503505212464
8.5,2.9707714921564716,215.90382145295524,-0.0008782948163806381,280.2553635172586
8.51,2.970754723014441,215.9034384315905,-0.0008792130304550115,280.25569193231615
8.52,2.970737980346055,215.9030554358338,-0.0008801310729476534,280.2560202973724
8.53,2.970721264094324,215.9026724656639,-0.0008810489440655031,280.2563486125023
8.540000000000001,2.9707045742023777,215.90228952105952,-0.0008819666440150682,280.25667687778054
8.55,2.9706879106134676,215.90190660199949,-0.0008828841730024254,280.2570050932819
8.56,2.970671273270966,215.9015237084627,-0.0008838015312332219,280.25733325908084
8.57,2.9706546621183665,215.90114084042807,-0.0008847187189126762,280.25766137525164
8.58,2.9706380770992817,215.90075799787454,-0.0008856357362455787,280.2579894418684
8.59,2.970621518157444,215.9003751807812,-0.0008865525834362933,280.25831745900524
8.6,2.9706049852367067,215.89999238912708,-0.0008874692606887579,280.2586454267359
8.61,2.9705884782810417,215.89960962289132,-0.0008883857682064855,280.2589733451341
8.620000000000001,2.97057199723454,215.8992268820531,-0.0008893021061925653,280.25930121427336
8.63,2.9705555420414114,215.89884416659166,-0.000890218274849663,280.2596290342271
8.64,2.9705391126459855,215.89846147648626,-0.0008911342743800226,280.25995680506844
8.65,2.9705227089927084,215.89807881171626,-0.0008920501049854667,280.2602845268705
8.66,2.970506331026146,215.897696172261,-0.0008929657668673978,280.2606121997062
8.67,2.970489978690981,215.89731355809994,-0.000893881260226799,280.26093982364824
8.68,2.9704736519320143,215.89693096921258,-0.0008947965852642349,280.26126739876923
8.69,2.9704573506941636,215.89654840557841,-0.0008957117421798524,280.2615949251416
8.700000000000001,2.970441074922464,215.89616586717705,-0.0008966267311733825,280.2619224028376
8.71,2.9704248245620675,215.8957833539881,-0.0008975415524441392,280.26224983192947
8.72,2.9704085995582425,215.89540086599126,-0.0008984562061910228,280.2625772124891
8.73,2.9703923998563746,215.89501840316623,-0.000899370692612519,280.2629045445883
8.74,2.970376225401964,215.89463596549285,-0.0009002850119067007,280.26323182829873
8.75,2.970360076140628,215.8942535529509,-0.0009011991642712283,280.26355906369196
8.76,2.9703439520180983,215.89387116552027,-0.0009021131499033511,280.26388625083933
8.77,2.970327852980224,215.89348880318087,-0.0009030269689999077,280.2642133898121
8.78,2.970311778972967,215.89310646591272,-0.000903940621757327,280.2645404806812
8.790000000000001,2.970295729942406,215.8927241536958,-0.0009048541083716297,280.26486752351764
8.8,2.9702797058347334,215.89234186651024,-0.0009057674290384273,280.26519451839215
8.81,2.9702637065962563,215.89195960433608,-0.0009066805839529254,280.26552146537534
8.82,2.9702477321733953,215.89157736715356,-0.0009075935733099227,280.26584836453765
8.83,2.970231782512686,215.8911951549429,-0.0009085063973038126,280.2661752159494
8.84,2.970215857560777,215.8908129676843,-0.0009094190561285837,280.26650201968073
8.85,2.9701999572644313,215.89043080535814,-0.000910331549977821,280.2668287758017
8.86,2.9701840815705243,215.89004866794477,-0.0009112438790447062,280.26715548438204
8.870000000000001,2.9701682304260446,215.88966655542458,-0.0009121560435220193,280.2674821454916
8.88,2.9701524037780938,215.88928446777805,-0.000913068043602138,280.26780875919985
8.89,2.970136601573886,215.88890240498569,-0.00091397987947704,280.2681353255763
8.9,2.970120823760748,215.88852036702804,-0.0009148915513383032,280.26846184469
8.91,2.9701050702861185,215.8881383538857,-0.0009158030593771062,280.2687883166103
8.92,2.9700893410975477,215.88775636553933,-0.0009167144037842293,280.26911474140604
8.93,2.9700736361426987,215.88737440196965,-0.0009176255847500554,280.2694411191461
8.94,2.9700579553693447,215.88699246315738,-0.0009185366024645706,280.26976744989906
8.950000000000001,2.970042298725371,215.88661054908331,-0.0009194474571173653,280.2700937337335
8.96,2.970026666158774,215.8862286597283,-0.0009203581488976339,280.27041997071785
8.97,2.970011057617661,215.8858467950732,-0.0009212686779941771,280.2707461609203
8.98,2.969995473050249,215.88546495509897,-0.0009221790445954013,280.27107230440885
8.99,2.9699799124048676,215.88508313978662,-0.0009230892488893205,280.2713984012516
9.0,2.969964375629954,215.8847013491171,-0.0009239992910635557,280.2717244515162
9.01,2.969948862674057,215.88431958307157,-0.0009249091713053369,280.2720504552704
9.02,2.9699333734858353,215.8839378416311,-0.000925818889801503,280.2723764125817
9.03,2.9699179080140565,215.8835561247769,-0.0009267284467385029,280.27270232351736
9.040000000000001,2.969902466207598,215.88317443249014,-0.0009276378423023962,280.27302818814474
9.05,2.9698870480154467,215.88279276475208,-0.0009285470766788531,280.2733540065308
9.06,2.969871653386698,215.8824111215441,-0.0009294561500531567,280.2736797787425
9.07,2.9698562822705563,215.88202950284744,-0.0009303650626102023,280.2740055048466
9.08,2.969840934616335,215.8816479086436,-0.0009312738145344988,280.2743311849099
9.09,2.969825610373455,215.881266338914,-0.0009321824060101689,280.27465681899866
9.1,2.969810309491447,215.88088479364012,-0.0009330908372209501,280.2749824071794
9.11,2.969795031919948,215.8805032728035,-0.0009339991083501957,280.27530794951826
9.120000000000001,2.969779777608704,215.88012177638572,-0.0009349072195808745,280.2756334460814
9.13,2.9697645465075686,215.87974030436845,-0.0009358151710955721,280.2759588969346
9.14,2.969749338566502,215.87935885673335,-0.0009367229630764918,280.2762843021438
9.15,2.9697341537355735,215.87897743346213,-0.0009376305957054545,280.2766096617745
9.16,2.9697189919649576,215.87859603453657,-0.0009385380691639005,280.27693497589235
9.17,2.9697038532049365,215.87821465993846,-0.0009394453836328884,280.2772602445626
9.18,2.9696887374058996,215.87783330964973,-0.0009403525392930975,280.27758546785054
9.19,2.969673644518342,215.87745198365224,-0.0009412595363248274,280.27791064582124
9.200000000000001,2.969658574492866,215.87707068192793,-0.0009421663749079991,280.2782357785396
9.21,2.96964352728018,215.87668940445886,-0.0009430730552221547,280.2785608660705
9.22,2.969628502831098,215.87630815122702,-0.0009439795774464594,280.2788859084785
9.23,2.9696135010965397,215.87592692221452,-0.0009448859417597014,280.2792109058282
9.24,2.969598522027532,215.8755457174035,-0.0009457921483402921,280.2795358581839
9.25,2.969583565575205,215.87516453677614,-0.0009466981973662674,280.27986076561
9.26,2.969568631690796,215.87478338031468,-0.0009476040890152878,280.28018562817044
9.27,2.969553720325647,215.8744022480014,-0.0009485098234646393,280.2805104459292
9.28,2.969538831431205,215.87402113981858,-0.0009494154008912338,280.28083521895024
9.290000000000001,2.9695239649590213,215.87364005574864,-0.0009503208214716101,280.2811599472971
9.3,2.9695091208607525,215.87325899577394,-0.000951226085381933,280.2814846310334
9.31,2.9694942990881605,215.87287795987697,-0.0009521311927979959,280.28180927022254
9.32,2.9694794995931098,215.87249694804024,-0.0009530361438952204,280.28213386492774
9.33,2.96946472232757,215.87211596024625,-0.0009539409388486562,280.2824584152122
9.34,2.9694499672436154,215.87173499647764,-0.0009548455778329812,280.28278292113896
9.35,2.9694352342938397,215.87135405671603,-0.0009557500610214354,280.28310738277054
9.36,2.969420523430904,215.8709731409431,-0.0009566543885869804,280.28343180016947
9.370000000000001,2.9694058346072247,215.8705922491416,-0.0009575585607031035,280.28375617339833
9.38,2.969391167775324,215.87021138129415,-0.0009584625775429206,280.28408050251954
9.39,2.9693765228878273,215.86983053738354,-0.0009593664392791788,280.2844047875954
9.4,2.969361899897464,215.86944971739248,-0.0009602701460842553,280.2847290286881
9.41,2.9693472987570666,215.8690689213039,-0.0009611736981301588,280.2850532258596
9.42,2.9693327194195716,215.86868814910056,-0.0009620770955885295,280.28537737917185
9.43,2.9693181618380198,215.86830740076542,-0.0009629803386306394,280.2857014886865
9.44,2.969303625965553,215.86792667628146,-0.0009638834274273934,280.28602555446525
9.450000000000001,2.969289111755419,215.86754597563166,-0.0009647863621493295,280.28634957656953
9.46,2.9692746191609665,215.86716529879905,-0.0009656891429666188,280.2866735550607
9.47,2.9692601481356475,215.86678464576673,-0.0009665917700490668,280.28699749
9.48,2.969245698633017,215.86640401651783,-0.0009674942435661129,280.28732138144835
9.49,2.969231270606733,215.86602341103554,-0.0009683965636868315,280.2876452294669
9.5,2.969216864010556,215.86564282930306,-0.0009692987305799325,280.2879690341162
9.51,2.969202478798347,215.86526227130366,-0.0009702007444137613,280.28829279545715
9.52,2.9691881149240715,215.86488173702065,-0.0009711026053562991,280.2886165135501
9.53,2.969173772341797,215.86450122643737,-0.0009720043135751642,280.28894018845557
9.540000000000001,2.9691594510056913,215.86412073953724,-0.0009729058692376114,280.2892638202337
9.55,2.9691451508700255,215.86374027630364,-0.0009738072725105327,280.2895874089447
9.56,2.9691308718891722,215.86335983672012,-0.0009747085235604584,280.2899109546486
9.57,2.9691166140176053,215.86297942077013,-0.0009756096225535563,280.2902344574051
9.58,2.969102377209901,215.8625990284373,-0.0009765105696556333,280.29055791727404
9.59,2.9690881614207356,215.86221865970523,-0.0009774113650321348,280.29088133431503
9.6,2.9690739666048884,215.86183831455756,-0.0009783120088481456,280.2912047085874
9.61,2.969059792717238,215.86145799297802,-0.0009792125012683898,280.2915280401506
9.620000000000001,2.9690456397127662,215.8610776949503,-0.0009801128424572324,280.2918513290637
9.63,2.969031507546554,215.86069742045822,-0.0009810130325786778,280.29217457538584
9.64,2.969017396173784,215.8603171694856,-0.0009819130717963714,280.2924977791759
9.65,2.9690033055497396,215.85993694201633,-0.0009828129602736002,280.2928209404927
9.66,2.968989235629805,215.8595567380343,-0.0009837126981732918,280.2931440593948
9.67,2.968975186369465,215.85917655752354,-0.0009846122856580163,280.2934671359409
9.68,2.9689611577243045,215.85879640046795,-0.0009855117228899852,280.2937901701892
9.69,2.9689471496500084,215.8584162668517,-0.000986411010031053,280.2941131621981
9.700000000000001,2.968933162102363,215.85803615665876,-0.0009873101472427166,280.2944361120256
9.71,2.968919195037254,215.85765606987334,-0.0009882091346861159,280.2947590197298
9.72,2.968905248410668,215.85727600647962,-0.0009891079725220344,280.29508188536846
9.73,2.96889132217869,215.85689596646182,-0.0009900066609108988,280.2954047089994
9.74,2.9688774162975067,215.8565159498042,-0.0009909052000127805,280.2957274906802
9.75,2.9688635307234033,215.85613595649107,-0.0009918035899873945,280.2960502304682
9.76,2.968849665412766,215.8557559865068,-0.0009927018309941007,280.29637292842085
9.77,2.968835820322079,215.8553760398358,-0.0009935999231919033,280.29669558459534
9.78,2.968821995407928,215.8549961164625,-0.0009944978667394523,280.2970181990487
9.790000000000001,2.968808190626996,215.8546162163714,-0.0009953956617950429,280.29734077183787
9.8,2.968794405936068,215.854236339547,-0.0009962933085166151,280.2976633030197
9.81,2.9687806412920255,215.85385648597392,-0.000997190807061756,280.2979857926508
9.82,2.9687668966518515,215.85347665563677,-0.0009980881575876977,280.2983082407877
9.83,2.9687531719726263,215.85309684852024,-0.0009989853602513194,280.2986306474869
9.84,2.9687394672115315,215.85271706460898,-0.0009998824152091471,280.2989530128046
9.85,2.968725782325846,215.85233730388782,-0.0010007793226173528,280.299275336797
9.86,2.968712117272948,215.8519575663415,-0.0010016760826317564,280.29959761952006
9.870000000000001,2.9686984720103142,215.85157785195491,-0.0010025726954078248,280.29991986102965
9.88,2.9686848464955213,215.85119816071293,-0.001003469161100672,280.3002420613816
9.89,2.968671240686244,215.8508184926005,-0.0010043654798650606,280.3005642206315
9.9,2.968657654540255,215.85043884760256,-0.0010052616518554003,280.3008863388348
9.91,2.9686440880154272,215.85005922570417,-0.0010061576772257496,280.30120841604696
9.92,2.968630541069731,215.8496796268904,-0.001007053556129815,280.3015304523231
9.93,2.9686170136612344,215.84930005114637,-0.001007949288720952,280.3018524477184
9.94,2.968603505748106,215.8489204984572,-0.001008844875152164,280.3021744022878
9.950000000000001,2.968590017288611,215.84854096880815,-0.001009740315576104,280.3024963160861
9.96,2.9685765482411135,215.84816146218444,-0.0010106356101450735,280.3028181891681
9.97,2.9685630985640756,215.84778197857136,-0.0010115307590110238,280.30314002158826
9.98,2.968549668216058,215.84740251795427,-0.0010124257623255555,280.3034618134011
9.99,2.9685362571557197,215.84702308031854,-0.0010133206202399183,280.30378356466093
