t,pM9,M3,M3_pM9,M3_T1,T1,pM9_T1,M3_pM9_T1,M9_T1_star,M9,M9_T1,M9_T1_M3,pM9_T1_M3,M3_pM9_T1_M3,Tr,Tr_pM9,Tr_pM9_T1,Tr_pM9_T1_M3
4.15,2.8641321112648826e-07,5.9399253827253685e-09,2.430445716790097e-10,4.206256833480087e-08,2.4578191541487036e-07,1.0374886723854333e-08,2.9078117766902153e-12,4.434965957455824e-12,1.8507297683247886e-12,2.3024741380532614e-14,6.6096487826138416e-15,1.7478756092690725e-09,3.3755984924545855e-13,9.878858206064259e-08,1.1863773217356336e-09,2.2044057220063125e-11,2.9965604017092283e-12
4.16,2.8638228453991196e-07,5.9119176940646454e-09,2.432017950960851e-10,4.208517167043305e-08,2.457312678148166e-07,1.0397558209463993e-08,2.9137067183536618e-12,4.4605603503596494e-12,1.8534737406735167e-12,2.318535792454062e-14,6.656493899543154e-15,1.7530977025861495e-09,3.3855747796653986e-13,9.878574173162559e-08,1.189099676500919e-09,2.214493222161408e-11,3.013659651874854e-12
4.17,2.863513648573853e-07,5.884019397845699e-09,2.4335837268315533e-10,4.210766792541293e-08,2.456807329289932e-07,1.0420225458517965e-08,2.9195867707872675e-12,4.486210857914773e-12,1.856217515227261e-12,2.3346808022894877e-14,6.7035383676822876e-15,1.7583181000237924e-09,3.3955307404079276e-13,9.878290176845014e-08,1.191821406822425e-09,2.224601715024039e-11,3.0308075771824663e-12
4.18,2.8632045207890836e-07,5.85623049406853e-09,2.435143044402204e-10,4.2130057099740494e-08,2.456303107574002e-07,1.0442888471016247e-08,2.9254519339910317e-12,4.511917480121197e-12,1.858961091986021e-12,2.3509091675595394e-14,6.750782187031243e-15,1.763536801582001e-09,3.4054663746821703e-13,9.878006217111627e-08,1.1945425127001507e-09,2.2347312005942054e-11,3.0480041776320652e-12
4.19,2.8628954620448106e-07,5.828550982733135e-09,2.436695903672802e-10,4.2152339193415756e-08,2.455800013000376e-07,1.0465547246958842e-08,2.9313022079649555e-12,4.537680216978923e-12,1.861704470949798e-12,2.367220888264218e-14,6.798225357590021e-15,1.768753807260776e-09,3.415381682488129e-13,9.877722293962395e-08,1.1972629941340969e-09,2.2448816788719085e-11,3.065249453223653e-12
4.2,2.8625864723410343e-07,5.800980863839521e-09,2.438242304643349e-10,4.2174514206438714e-08,2.4552980455690545e-07,1.0488201786345745e-08,2.9371375927090374e-12,4.563499068487946e-12,1.86444765211859e-12,2.383615964403521e-14,6.845867879358617e-15,1.7739691170601162e-09,3.425276663825802e-13,9.87743840739732e-08,1.1999828511242628e-09,2.2550531498571458e-11,3.0825434039572262e-12
4.21,2.8622775516777547e-07,5.773520137387684e-09,2.439782247313844e-10,4.2196582138809354e-08,2.4547972052800364e-07,1.0510852089176959e-08,2.9429580882232785e-12,4.589374034648269e-12,1.867190635492399e-12,2.4000943959774495e-14,6.893709752337034e-15,1.779182730980022e-09,3.4351513186951895e-13,9.8771545574164e-08,1.2027020836706489e-09,2.265245613549919e-11,3.099886029832786e-12
4.22,2.8619687000549723e-07,5.746168803377625e-09,2.441315731684287e-10,4.2218542990527696e-08,2.4542974921333227e-07,1.0533498155452483e-08,2.948763694507678e-12,4.615305115459891e-12,1.869933421071223e-12,2.416656182986004e-14,6.9417509765252715e-15,1.7843946490204938e-09,3.4450056470962915e-13,9.876870744019639e-08,1.2054206917732551e-09,2.2754590699502273e-11,3.1172773308503325e-12
4.23,2.861659917472686e-07,5.7189268618093404e-09,2.442842757754679e-10,4.224039676159373e-08,2.453798906128913e-07,1.0556139985172321e-08,2.954554411562237e-12,4.641292310922815e-12,1.872676008855064e-12,2.4333013254291852e-14,6.989991551923335e-15,1.7896048711815318e-09,3.4548396490291103e-13,9.876586967207032e-08,1.2081386754320816e-09,2.2856935190580727e-11,3.134717307009868e-12
4.24,2.861351203930897e-07,5.691794312682836e-09,2.4443633255250186e-10,4.2262143452007447e-08,2.453301447266807e-07,1.0578777578336468e-08,2.9603302393869544e-12,4.667335621037036e-12,1.8754183988439206e-12,2.4500298233069907e-14,7.0384314785312136e-15,1.794813397463135e-09,3.464653324493642e-13,9.876303226978582e-08,1.210856034647128e-09,2.2959489608734523e-11,3.1522059583113885e-12
4.25,2.8610425594296046e-07,5.664771155998108e-09,2.445877434995307e-10,4.228378306176886e-08,2.4528051155470053e-07,1.0601410934944924e-08,2.9660911779818304e-12,4.693435045802556e-12,1.8781605910377934e-12,2.4668416766194216e-14,7.087070756348913e-15,1.8000202278653042e-09,3.4744466734898894e-13,9.876019523334288e-08,1.2135727694183945e-09,2.3062253953963675e-11,3.1697432847548958e-12
4.26,2.860733983968809e-07,5.637857391755158e-09,2.447385086165543e-10,4.2305315590877967e-08,2.452309910969508e-07,1.062404005499769e-08,2.9718372273468653e-12,4.719590585219377e-12,1.8809025854366824e-12,2.4837368853664786e-14,7.135909385376434e-15,1.805225362388039e-09,3.484219696017851e-13,9.875735856274151e-08,1.2162888797458811e-09,2.316522822626818e-11,3.18732928634039e-12
4.2700000000000005,2.86042547754851e-07,5.611053019953983e-09,2.4488862790357274e-10,4.232674103933477e-08,2.4518158335343143e-07,1.0646664938494769e-08,2.9775683874820598e-12,4.745802239287499e-12,1.8836443820405873e-12,2.5007154495481626e-14,7.18494736561378e-15,1.8104288010313403e-09,3.4939723920775287e-13,9.875452225798168e-08,1.219004365629588e-09,2.3268412425648055e-11,3.2049639630678724e-12
4.28,2.8601170401687077e-07,5.584358040594587e-09,2.4503810136058604e-10,4.2348059407139256e-08,2.451322883241425e-07,1.0669285585436158e-08,2.983284658387412e-12,4.772070008006918e-12,1.8863859808495084e-12,2.5177773691644704e-14,7.234184697060941e-15,1.8156305437952066e-09,3.50370476166892e-13,9.875168631906344e-08,1.2217192270695147e-09,2.337180655210327e-11,3.222647314937341e-12
4.29,2.859808671829402e-07,5.55777245367697e-09,2.4518692898759414e-10,4.236927069429144e-08,2.450831060090839e-07,1.0691901995821857e-08,2.9889860400629237e-12,4.798393891377637e-12,1.8891273818634453e-12,2.5349226442154046e-14,7.283621379717925e-15,1.8208305906796388e-09,3.5134168047920263e-13,9.874885074598675e-08,1.2244334640656616e-09,2.3475410605633846e-11,3.240379341948796e-12
4.3,2.8595003725305937e-07,5.53129625920113e-09,2.4533511078459703e-10,4.239037490079132e-08,2.4503403640825574e-07,1.0714514169651866e-08,2.994672532508594e-12,4.824773889399655e-12,1.8918685850823983e-12,2.552151274700964e-14,7.333257413584728e-15,1.8260289416846368e-09,3.523108521446848e-13,9.874601553875162e-08,1.2271470766180285e-09,2.3579224586239775e-11,3.2581600441022373e-12
4.3100000000000005,2.8591921422722815e-07,5.504929457167064e-09,2.454826467515948e-10,4.241137202663889e-08,2.4498507952165796e-07,1.0737122106926188e-08,3.0003441357244234e-12,4.8512100020729755e-12,1.8946095905063676e-12,2.56946326062115e-14,7.383092798661358e-15,1.831225596810201e-09,3.5327799116333846e-13,9.874318069735806e-08,1.2298600647266157e-09,2.368324849392107e-11,3.2759894213976677e-12
4.32,2.8588839810544664e-07,5.478672047574778e-09,2.4562953688858735e-10,4.243226207183415e-08,2.4493623534929063e-07,1.0759725807644818e-08,3.0060008497104113e-12,4.877702229397594e-12,1.8973503981353528e-12,2.5868586019759612e-14,7.433127534947802e-15,1.8364205560563306e-09,3.542430975351635e-13,9.874034622180605e-08,1.2325724283914227e-09,2.378748232867771e-11,3.2938674738350835e-12
4.33,2.8585758888771475e-07,5.45252403042427e-09,2.457757811955748e-10,4.24530450363771e-08,2.448875038911537e-07,1.078232527180776e-08,3.011642674466558e-12,4.90425057137351e-12,1.900091007969354e-12,2.6043372987653974e-14,7.483361622444068e-15,1.8416138194230259e-09,3.552061712601601e-13,9.873751211209562e-08,1.23528416761245e-09,2.3891926090509703e-11,3.311794201414486e-12
4.34,2.858267865740326e-07,5.426485405715539e-09,2.45921379672557e-10,4.2473720920267744e-08,2.4483888514724714e-07,1.0804920499415012e-08,3.017269609992863e-12,4.930855028000727e-12,1.9028314200083712e-12,2.6218993509894593e-14,7.533795061150155e-15,1.846805386910287e-09,3.561672123383282e-13,9.873467836822674e-08,1.2379952823896972e-09,2.3996579779417056e-11,3.3297696041358756e-12
4.3500000000000005,2.857959911644001e-07,5.400556173448583e-09,2.46066332319534e-10,4.249428972350608e-08,2.44790379117571e-07,1.0827511490466576e-08,3.022881656289328e-12,4.957515599279245e-12,1.905571634252405e-12,2.6395447586481485e-14,7.584427851066067e-15,1.8519952585181144e-09,3.571262207696678e-13,9.873184499019943e-08,1.240705772723165e-09,2.410144339539977e-11,3.3477936819992537e-12
4.36,2.8576520265881726e-07,5.3747363336234076e-09,2.462106391365059e-10,4.2514751446092116e-08,2.447419858021252e-07,1.0850098244962449e-08,3.028478813355951e-12,4.984232285209061e-12,1.9083116507014545e-12,2.6572735217414616e-14,7.635259992191796e-15,1.857183434246507e-09,3.5808319655417883e-13,9.872901197801367e-08,1.2434156386128523e-09,2.420651693845783e-11,3.3658664350046167e-12
4.37,2.8573442105728415e-07,5.349025886240009e-09,2.463543001234726e-10,4.253510608802584e-08,2.4469370520090986e-07,1.0872680762902632e-08,3.0340610811927332e-12,5.011005085790176e-12,1.91105146935552e-12,2.6750856402694007e-14,7.686291484527346e-15,1.8623699140954654e-09,3.5903813969186135e-13,9.87261793316695e-08,1.2461248800587599e-09,2.4311800408591247e-11,3.383987863151967e-12
4.38,2.8570364635980066e-07,5.323424831298387e-09,2.464973152804341e-10,4.255535364930725e-08,2.4464553731392494e-07,1.0895259044287127e-08,3.0396284597996737e-12,5.03783400102259e-12,1.9137910902146015e-12,2.692981114231965e-14,7.737522328072715e-15,1.8675546980649897e-09,3.599910501827153e-13,9.872334705116687e-08,1.2488334970608875e-09,2.4417293805800016e-11,3.4021579664413037e-12
4.39,2.856728785663669e-07,5.297933168798544e-09,2.466396846073904e-10,4.257549412993636e-08,2.445974821411704e-07,1.0917833089115931e-08,3.0451809491767734e-12,5.064719030906305e-12,1.9165305132786993e-12,2.7109599436291556e-14,7.788952522827905e-15,1.87273778615508e-09,3.6094192802674083e-13,9.872051513650581e-08,1.2515414896192353e-09,2.4522997130084143e-11,3.420376744872628e-12
4.4,2.8564211767698273e-07,5.272550898740475e-09,2.467814081043416e-10,4.2595527529913153e-08,2.4454953968264627e-07,1.0940402897389049e-08,3.0507185493240324e-12,5.091660175441322e-12,1.919269738547813e-12,2.729022128460973e-14,7.840582068792922e-15,1.8779191783657357e-09,3.6189077322393784e-13,9.87176835876863e-08,1.2542488577338034e-09,2.462891038144364e-11,3.4386441984459397e-12
4.41,2.856113636916483e-07,5.247278021124186e-09,2.4692248577128757e-10,4.2615453849237645e-08,2.4450170993835253e-07,1.0962968469106475e-08,3.0562412602414494e-12,5.118657434627635e-12,1.9220087660219427e-12,2.7471676687274143e-14,7.892410965967755e-15,1.8830988746969573e-09,3.628375857743063e-13,9.871485240470836e-08,1.2569556014045914e-09,2.4735033559878476e-11,3.456960327161237e-12
4.42,2.8558061661036353e-07,5.2221145359496736e-09,2.4706291760822836e-10,4.263527308790983e-08,2.4445399290828923e-07,1.0985529804268211e-08,3.0617490819290256e-12,5.145710808465247e-12,1.9247475957010887e-12,2.7653965644284815e-14,7.944439214352407e-15,1.8882768751487447e-09,3.6378236567784625e-13,9.871202158757199e-08,1.2596617206315995e-09,2.4841366665388668e-11,3.4753251310185216e-12
4.43,2.8554987643312843e-07,5.19706044321694e-09,2.47202703615164e-10,4.265498524592971e-08,2.4440638859245627e-07,1.1008086902874259e-08,3.0672420143867603e-12,5.17282029695416e-12,1.9274862275852506e-12,2.7837088155641744e-14,7.996666813946879e-15,1.893453179721098e-09,3.6472511293455766e-13,9.870919113627718e-08,1.2623672154148275e-09,2.4947909697974216e-11,3.4937386100177934e-12
4.44,2.85519143159943e-07,5.172115742925981e-09,2.4734184379209446e-10,4.2674590323297274e-08,2.4435889699085376e-07,1.103063976492462e-08,3.0727200576146546e-12,5.199985900094373e-12,1.9302246616744286e-12,2.8021044221344943e-14,8.04909376475118e-15,1.8986277884140172e-09,3.6566582754444064e-13,9.870636105082392e-08,1.265072085754276e-09,2.505466265763513e-11,3.5122007641590532e-12
4.45,2.8548841679080724e-07,5.147280435076801e-09,2.4748033813901973e-10,4.2694088320012535e-08,2.4431151810348164e-07,1.1053188390419287e-08,3.078183211612707e-12,5.227207617885885e-12,1.932962897968623e-12,2.8205833841394384e-14,8.101720066765294e-15,1.903800701227502e-09,3.66604509507495e-13,9.870353133121224e-08,1.2677763316499444e-09,2.5161625544371388e-11,3.530711593442298e-12
4.46,2.8545769732572115e-07,5.122554519669399e-09,2.476181866559398e-10,4.271347923607549e-08,2.442642519303399e-07,1.1075732779358266e-08,3.083631476380918e-12,5.254485450328697e-12,1.935700936467833e-12,2.8391457015790082e-14,8.154545719989231e-15,1.9089719181615524e-09,3.675411588237209e-13,9.87007019774421e-08,1.2704799531018327e-09,2.5268798358183004e-11,3.54927109786753e-12
4.47,2.854269847646848e-07,5.097937996703774e-09,2.4775538934285476e-10,4.273276307148613e-08,2.442170984714286e-07,1.1098272931741556e-08,3.0890648519192886e-12,5.281819397422806e-12,1.938438777172059e-12,2.857791374453203e-14,8.207570724422988e-15,1.9141414392161686e-09,3.6847577549311823e-13,9.869787298951355e-08,1.2731829501099412e-09,2.5376181099069974e-11,3.567879277434749e-12
4.48,2.85396279107698e-07,5.073430866179924e-09,2.478919461997645e-10,4.275193982624447e-08,2.441700577267477e-07,1.1120808847569158e-08,3.094483338227818e-12,5.309209459168219e-12,1.9411764200813013e-12,2.876520402762026e-14,8.26079508006657e-15,1.919309264391351e-09,3.6940835951568715e-13,9.869504436742655e-08,1.27588532267427e-09,2.548377376703231e-11,3.586536132143957e-12
4.49,2.85365580354761e-07,5.049033128097855e-09,2.4802785722666906e-10,4.27710095003505e-08,2.4412312969629715e-07,1.1143340526841068e-08,3.0998869353065055e-12,5.336655635564929e-12,1.9439138651955596e-12,2.8953327865054727e-14,8.314218786919969e-15,1.9244753936870987e-09,3.703389108914275e-13,9.86922161111811e-08,1.2785870707948186e-09,2.5591576362069986e-11,3.6052416619951495e-12
4.5,2.853348885058736e-07,5.024744782457562e-09,2.4816312242356846e-10,4.278997209380422e-08,2.4407631438007705e-07,1.116586796955729e-08,3.105275643155352e-12,5.364157926612938e-12,1.946651112514834e-12,2.914228525683545e-14,8.367841844983187e-15,1.9296398271034123e-09,3.712674296203393e-13,9.868938822077724e-08,1.2812881944715875e-09,2.5699588884183025e-11,3.623995866988329e-12
4.51,2.853042035610359e-07,5.000565829259047e-09,2.4829774179046265e-10,4.2808827606605634e-08,2.4402961177808734e-07,1.1188391175717822e-08,3.1106494617743578e-12,5.3917163323122466e-12,1.9493881620391245e-12,2.933207620296243e-14,8.421664254256228e-15,1.9348025646402915e-09,3.721939157024226e-13,9.868656069621493e-08,1.2839886937045763e-09,2.5807811333371415e-11,3.6427987471234954e-12
4.5200000000000005,2.852735255202479e-07,4.976496268502308e-09,2.4843171532735174e-10,4.2827576038754744e-08,2.43983021890328e-07,1.1210910145322666e-08,3.1160083911635224e-12,5.419330852662857e-12,1.952125013768431e-12,2.9522700703435685e-14,8.475686014739092e-15,1.9399636062977374e-09,3.7311836913767745e-13,9.868373353749418e-08,1.2866885684937854e-09,2.591624370963517e-11,3.661650302400651e-12
4.53,2.8524285438350953e-07,4.952536100187347e-09,2.4856504303423557e-10,4.284621739025154e-08,2.439365447167991e-07,1.123342487837182e-08,3.1213524313228454e-12,5.447001487664765e-12,1.9548616677027538e-12,2.9714158758255175e-14,8.529907126431774e-15,1.9451229520757482e-09,3.740407899261037e-13,9.868090674461499e-08,1.2893878188392146e-09,2.602488601297427e-11,3.680550532819791e-12
4.54,2.8521219015082083e-07,4.928685324314164e-09,2.4869772491111425e-10,4.286475166109604e-08,2.438901802575006e-07,1.1255935374865284e-08,3.1266815822523273e-12,5.474728237317972e-12,1.9575981238420923e-12,2.9906450367420926e-14,8.584327589334277e-15,1.950280601974325e-09,3.7496117806770146e-13,9.867808031757737e-08,1.2920864447408638e-09,2.613373824338873e-11,3.699499438380918e-12
4.55,2.8518153282218186e-07,4.9049439408827585e-09,2.4882976095798777e-10,4.2883178851288214e-08,2.4384392851243254e-07,1.1278441634803057e-08,3.131995843951968e-12,5.502511101622478e-12,1.960334382186447e-12,3.009957553093293e-14,8.638947403446601e-15,1.955436555993467e-09,3.758795335624707e-13,9.867525425638129e-08,1.294784446198733e-09,2.6242800400878542e-11,3.718497019084032e-12
4.5600000000000005,2.851508823975925e-07,4.8813119498931284e-09,2.4896115117485614e-10,4.290149896082809e-08,2.437977894815948e-07,1.1300943658185145e-08,3.137295216421768e-12,5.530350080578287e-12,1.963070442735818e-12,3.029353424879121e-14,8.69376656876875e-15,1.960590814133176e-09,3.767958564104115e-13,9.86724285610268e-08,1.2974818232128224e-09,2.635207248544372e-11,3.737543274929135e-12
4.57,2.8512023887705287e-07,4.857789351345277e-09,2.490918955617193e-10,4.291971198971566e-08,2.4375176316498755e-07,1.1323441445011541e-08,3.1425796996617263e-12,5.558245174185394e-12,1.965806305490205e-12,3.048832652099573e-14,8.748785085300715e-15,1.96574337639345e-09,3.777101466115237e-13,9.866960323151386e-08,1.300178575783132e-09,2.6461554497084244e-11,3.7566382059162225e-12
4.58,2.8508960226056285e-07,4.834376145239204e-09,2.4922199411857727e-10,4.2937817937950924e-08,2.4370584956261065e-07,1.1345934995282247e-08,3.147849293671843e-12,5.586196382443799e-12,1.9685419704496075e-12,3.06839523475465e-14,8.804002953042499e-15,1.9708942427742896e-09,3.7862240416580736e-13,9.866677826784248e-08,1.3028747039096614e-09,2.6571246435800122e-11,3.775781812045297e-12
4.59,2.8505897254812255e-07,4.8110723315749075e-09,2.4935144684543007e-10,4.295581680553388e-08,2.4366004867446413e-07,1.1368424308997264e-08,3.153103998452119e-12,5.614203705353504e-12,1.9712774376140267e-12,3.0880411728443537e-14,8.859420171994106e-15,1.9760434132756954e-09,3.795326290732625e-13,9.866395367001267e-08,1.305570207592411e-09,2.6681148301591356e-11,3.794974093316359e-12
4.6000000000000005,2.850283497397319e-07,4.7878779103523874e-09,2.494802537422777e-10,4.297370859246452e-08,2.4361436050054807e-07,1.1390909386156593e-08,3.1583438140025544e-12,5.642267142914511e-12,1.9740127069834617e-12,3.107770466368684e-14,8.915036742155538e-15,1.981190887897667e-09,3.804408213338893e-13,9.866112943802443e-08,1.308265086831381e-09,2.6791260094457954e-11,3.814215049729409e-12
4.61,2.8499773383539096e-07,4.764792881571646e-09,2.4960841480912016e-10,4.2991493298742855e-08,2.435687850408624e-07,1.141339022676023e-08,3.163568740323148e-12,5.670386695126815e-12,1.976747778557913e-12,3.127583115327638e-14,8.970852663526785e-15,1.9863366666402044e-09,3.813469809476874e-13,9.865830557187774e-08,1.3109593416265708e-09,2.69015818143999e-11,3.833504681284444e-12
4.62,2.849671248350997e-07,4.741817245232682e-09,2.4973593004595745e-10,4.300917092436889e-08,2.4352332229540706e-07,1.143586683080818e-08,3.1687787774139003e-12,5.6985623619904184e-12,1.97948265233738e-12,3.1474791197212184e-14,9.026867936107854e-15,1.991480749503307e-09,3.82251107914657e-13,9.865548207157261e-08,1.3136529719779807e-09,2.7012113461417202e-11,3.852842987981466e-12
4.63,2.849365227388581e-07,4.7189510013354955e-09,2.4986279945278954e-10,4.302674146934261e-08,2.4347797226418223e-07,1.1458339198300438e-08,3.1739739252748117e-12,5.726794143505322e-12,1.9822173283218633e-12,3.167458479549424e-14,9.083082559898743e-15,1.996623136486976e-09,3.8315320223479813e-13,9.865265893710906e-08,1.3163459778856105e-09,2.7122855035509855e-11,3.872229969820475e-12
4.64,2.8490592754666614e-07,4.696194149880086e-09,2.4998902302961647e-10,4.3044204933664026e-08,2.4343273494718773e-07,1.1480807329237008e-08,3.1791541839058815e-12,5.755082039671524e-12,1.9849518065113624e-12,3.1875211948122553e-14,9.139496534899454e-15,2.00176382759121e-09,3.8405326390811074e-13,9.864983616848706e-08,1.3190383593494607e-09,2.7233806536677866e-11,3.891665626801472e-12
4.65,2.848753392585239e-07,4.673546690866453e-09,2.501146007764382e-10,4.306156131733313e-08,2.4338761034442363e-07,1.150327122361789e-08,3.184319553307111e-12,5.783426050489029e-12,1.987686086905878e-12,3.207667265509714e-14,9.196109861109988e-15,2.006902822816011e-09,3.849512929345949e-13,9.864701376570662e-08,1.321730116369531e-09,2.734496796492124e-11,3.911149958924456e-12
4.66,2.8484475787443134e-07,4.651008624294598e-09,2.5023953269325477e-10,4.307881062034993e-08,2.4334259845589e-07,1.1525730881443082e-08,3.1894700334784984e-12,5.8118261759578304e-12,1.9904201695054096e-12,3.2278966916417965e-14,9.25292253853034e-15,2.012040122161377e-09,3.8584728931425045e-13,9.864419172876774e-08,1.3244212489458212e-09,2.7456339320239964e-11,3.930682966189426e-12
4.67,2.8481418339438844e-07,4.628579950164522e-09,2.503638187800662e-10,4.309595284271442e-08,2.432976992815867e-07,1.1548186302712583e-08,3.194605624420045e-12,5.840282416077931e-12,1.993154054309957e-12,3.248209473208505e-14,9.309934567160513e-15,2.0171757256273087e-09,3.8674125304707745e-13,9.864137005767043e-08,1.3271117570783317e-09,2.756792060263404e-11,3.950264648596383e-12
4.68,2.847836158183952e-07,4.6062606684762225e-09,2.504874590368724e-10,4.3112987984426604e-08,2.4325291282151384e-07,1.1570637487426395e-08,3.1997263261317503e-12,5.8687947708493325e-12,1.9958877413195204e-12,3.2686056102098387e-14,9.367145947000506e-15,2.0223096332138064e-09,3.87633184133076e-13,9.863854875241468e-08,1.3298016407670621e-09,2.767971181210347e-11,3.969895006145326e-12
4.69,2.8475305514645165e-07,4.584050779229699e-09,2.5061045346367345e-10,4.312991604548648e-08,2.4320823907567137e-07,1.159308443558452e-08,3.204832138613615e-12,5.897363240272035e-12,1.9986212305341e-12,3.2890851026458e-14,9.424556678050325e-15,2.0274418449208703e-09,3.885230825722461e-13,9.86357278130005e-08,1.3324909000120128e-09,2.7791712948648268e-11,3.9895740388362584e-12
4.7,2.8472250137855776e-07,4.5619502824249535e-09,2.507328020604693e-10,4.314673702589405e-08,2.431636780440593e-07,1.1615527147186953e-08,3.209923061865638e-12,5.925987824346035e-12,2.0013545219536957e-12,3.309647950516386e-14,9.48216676030996e-15,2.0325723607484995e-09,3.894109483645876e-13,9.863290723942787e-08,1.3351795348131834e-09,2.7903924012268412e-11,4.0093017466691764e-12
4.71,2.8469195451471353e-07,4.539959178061986e-09,2.5085450482726e-10,4.316345092564931e-08,2.4311922972667764e-07,1.1637965622233697e-08,3.2149990958878196e-12,5.954668523071334e-12,2.0040876155783074e-12,3.330294153821596e-14,9.539976193779416e-15,2.037701180696694e-09,3.9029678151010056e-13,9.863008703169681e-08,1.3378675451705741e-09,2.8016345002963908e-11,4.02907812964408e-12
4.72,2.8466141455491903e-07,4.518077466140796e-09,2.5097556176404555e-10,4.318005774475226e-08,2.430748941235264e-07,1.1660399860724751e-08,3.22006024068016e-12,5.983405336447934e-12,2.0068205114079354e-12,3.3510237125614325e-14,9.597984978458692e-15,2.042828304765455e-09,3.91180582008785e-13,9.862726718980731e-08,1.340554931084185e-09,2.8128975920734763e-11,4.048903187760971e-12
4.73,2.8463088149917414e-07,4.496305146661382e-09,2.510959728708259e-10,4.319655748320291e-08,2.430306712346055e-07,1.1682829862660119e-08,3.2251064962426603e-12,6.012198264475835e-12,2.0095532094425796e-12,3.371836626735897e-14,9.656193114347793e-15,2.047953732954782e-09,3.9206234986064106e-13,9.862444771375937e-08,1.343241692554016e-09,2.8241816765580982e-11,4.068776921019851e-12
4.74,2.8460035534747897e-07,4.474642219623747e-09,2.51215738147601e-10,4.321295014100124e-08,2.429865610599151e-07,1.1705255628039795e-08,3.2301378625753185e-12,6.041047307155033e-12,2.012285709682239e-12,3.392732896344985e-14,9.714600601446711e-15,2.053077465264674e-09,3.929420850656685e-13,9.8621628603553e-08,1.345927829580067e-09,2.8354867537502546e-11,4.088699329420716e-12
4.75,2.845698360998335e-07,4.453088685027889e-09,2.51334857594371e-10,4.322923571814727e-08,2.42942563599455e-07,1.172767715686378e-08,3.2351543396781355e-12,6.06995246448553e-12,2.0150180121269154e-12,3.413712521388698e-14,9.77320743975545e-15,2.058199501695132e-09,3.9381978762386743e-13,9.861880985918819e-08,1.3486133421623382e-09,2.8468128236499466e-11,4.108670412963568e-12
4.76,2.8453932375623764e-07,4.431644542873809e-09,2.514533312111358e-10,4.3245414214640995e-08,2.4289867885322535e-07,1.1750094449132078e-08,3.2401559275511113e-12,6.098913736467327e-12,2.0177501167766074e-12,3.4347755018670375e-14,9.83201362927401e-15,2.063319842246156e-09,3.946954575352378e-13,9.861599148066495e-08,1.3512982303008293e-09,2.858159886257174e-11,4.128690171648407e-12
4.7700000000000005,2.845088183166915e-07,4.410309793161504e-09,2.515711589978955e-10,4.326148563048241e-08,2.428549068212261e-07,1.1772507504844687e-08,3.2451426261942464e-12,6.127931123100426e-12,2.0204820236313156e-12,3.4559218377800036e-14,9.891019170002395e-15,2.068438486917746e-09,3.9556909479977977e-13,9.861317346798326e-08,1.3539824939955409e-09,2.869527941571938e-11,4.1487586054752335e-12
4.78,2.84478319781195e-07,4.389084435890978e-09,2.516883409546499e-10,4.327744996567152e-08,2.428112475034573e-07,1.1794916324001606e-08,3.25011443560754e-12,6.157004624384822e-12,2.02321373269104e-12,3.4771515291275945e-14,9.950224061940597e-15,2.0735554357099013e-09,3.9644069941749317e-13,9.861035582114313e-08,1.356666133246472e-09,2.8809169895942367e-11,4.168875714444046e-12
4.79,2.8444782814974816e-07,4.36796847106223e-09,2.518048770813992e-10,4.3293307220208315e-08,2.4276770089991884e-07,1.1817320906602834e-08,3.2550713557909923e-12,6.186134240320518e-12,2.02594524395578e-12,3.49846457590981e-14,1.0009628305088617e-14,2.0786706886226225e-09,3.97310271388378e-13,9.860753854014457e-08,1.3593491480536235e-09,2.8923270303240706e-11,4.189041498554846e-12
4.8,2.84417343422351e-07,4.34696189867526e-09,2.519207673781433e-10,4.330905739409281e-08,2.427242670106108e-07,1.1839721252648374e-08,3.2600133867446035e-12,6.215319970907514e-12,2.0286765574255364e-12,3.519860978126652e-14,1.006923189944646e-14,2.0837842456559094e-09,3.9817781071243435e-13,9.860472162498757e-08,1.3620315384169952e-09,2.9037580637614403e-11,4.209255957807632e-12
4.8100000000000005,2.8438686559900357e-07,4.326064718730064e-09,2.520360118448822e-10,4.332470048732499e-08,2.4268094583553314e-07,1.1862117362138226e-08,3.264940528468374e-12,6.24456181614581e-12,2.031407673100309e-12,3.541340735778121e-14,1.012903484501413e-14,2.0888961068097624e-09,3.9904331738966224e-13,9.860190507567213e-08,1.364713304336587e-09,2.915210089906346e-11,4.2295190922024065e-12
4.82,2.843563946797058e-07,4.305276931226648e-09,2.5215061048161597e-10,4.334023649990487e-08,2.4263773737468593e-07,1.1884509235072386e-08,3.2698527809623023e-12,6.273859776035405e-12,2.0341385909800975e-12,3.562903848864214e-14,1.0189037141791612e-14,2.0940062720841812e-09,3.9990679142006155e-13,9.859908889219826e-08,1.3673944458123987e-09,2.926683108758787e-11,4.249830901739167e-12
4.83,2.8432593066445765e-07,4.28459853616501e-09,2.5226456328834456e-10,4.3355665431832435e-08,2.4259464162806906e-07,1.1906896871450858e-08,3.27475014422639e-12,6.3032138505762985e-12,2.036869311064902e-12,3.5845503173849326e-14,1.0249238789778917e-14,2.0991147414791654e-09,4.0076823280363235e-13,9.859627307456595e-08,1.3700749628444305e-09,2.938177120318763e-11,4.270191386417913e-12
