t,C1,C2,C3,O1,O2,C4
3.81,1.1863801720756675e+104,3.825771410465173e+103,-7.283126550706198e+102,6.852315948788159e+102,-1.1832868284768548e+103,-1.5216873891976414e+102
3.8200000000000003,3.23618949933898e+103,3.8301864967081666e+104,2.1008546975433967e+103,9.279559272191964e+103,1.1060995608020035e+103,1.1782221529909435e+102
3.83,-3.097679351140743e+104,1.1652319245617588e+105,9.709797997039118e+103,2.9085377470782597e+104,7.941420765534265e+103,9.383330151031842e+102
3.84,-1.1663057645165249e+105,2.6017659309028444e+105,2.5538837107663638e+104,6.59366222683947e+104,2.3052935694827495e+104,2.769389684621383e+103
3.85,-2.8645196054593847e+105,4.712693970337479e+105,5.2372291543821626e+104,1.2100845594354956e+105,5.018650789398496e+104,6.084471272719096e+103
3.86,-5.601089264013174e+105,6.799054450453875e+105,8.749513080169678e+104,1.7765501011251082e+105,8.886648752410937e+104,1.0864065320459825e+104
3.87,-8.886216614490579e+105,6.416482438342386e+105,1.1183944448033225e+105,1.7519751284292347e+105,1.242276585039958e+105,1.536709408010519e+104
3.88,-1.0361058270790273e+106,-2.2625756664402312e+105,7.026294933420808e+104,-3.352105805188037e+104,1.0747691722188819e+105,1.3750659530411489e+104
3.89,-3.748584082931162e+105,-3.0379510200887363e+106,-1.5702456980829384e+105,-7.335430205941393e+105,-7.448303740854238e+104,-7.666447886843817e+103
3.9,2.392132514672098e+106,-9.515186649835157e+106,-7.817239313260965e+105,-2.3722104110076107e+106,-6.330856442972396e+105,-7.467158523331993e+104
3.91,9.448584409028601e+106,-2.156326378935287e+107,-2.098946203654551e+106,-5.460225456637803e+106,-1.886208681945845e+106,-2.2643295999307825e+105
3.92,2.3621545499246152e+107,-3.956141886239948e+107,-4.361913939385652e+106,-1.014933563827783e+107,-4.1653260516344176e+106,-5.047314783243723e+105
3.93,4.678601036869818e+107,-5.805781423432815e+107,-7.38657046689534e+106,-1.5148316690101666e+107,-7.471555633427802e+106,-9.128879209176794e+105
3.94,7.530859784303131e+107,-5.7198996320748885e+107,-9.65222645260555e+106,-1.5535979392747184e+107,-1.0636181930410221e+107,-1.314387995325799e+106
3.95,9.0219613347727e+107,1.1143862507357883e+107,-6.646359567393891e+106,8.304249816934778e+105,-9.686816118555641e+106,-1.2339437910616194e+106
3.96,3.995871027122925e+107,2.401677332959452e+108,1.1574450360989483e+107,5.77746710497599e+107,4.730936049278977e+106,4.594220291573856e+105
3.97,-1.8344905066010846e+108,7.760831770841726e+108,6.281159995016636e+107,1.9323945833663402e+108,5.032900073647521e+107,5.9247808697234114e+106
3.98,-7.642554121126675e+108,1.785693106751533e+109,1.723381147688382e+108,4.517901234585756e+108,1.5416014373972078e+108,1.8492801867281632e+107
3.99,-1.9461604987643543e+109,3.3181996551058186e+109,3.6300156731003324e+108,8.505371146140671e+108,3.454316180178832e+108,4.183573223410847e+107
4.0,-3.9049129280212885e+109,4.950644579604551e+109,6.229846083081115e+108,1.2899402995266525e+109,6.276252816569972e+108,7.664140832449044e+107
4.01,-6.375243927472248e+109,5.072810455457077e+109,8.313428774414004e+108,1.3714818490210739e+109,9.092501342182088e+108,1.122556978706842e+108
4.0200000000000005,-7.834749619554206e+109,-2.8676329176435543e+108,6.192046265695685e+108,9.407381859911388e+107,8.673274512945917e+108,1.1006887812517207e+108
4.03,-4.052354763375034e+109,-1.8917608927691093e+110,-8.381408871274392e+108,-4.531866081893229e+109,-2.712057573626697e+108,-2.3333865747904856e+107
4.04,1.3953626337865385e+110,-6.322136494133337e+110,-5.03624347951384e+109,-1.572095090513302e+110,-3.988862678557981e+109,-4.685744487431734e+108
4.05,6.171452502230448e+110,-1.4775477566231744e+111,-1.4136097149908938e+110,-3.735088041020774e+110,-1.2585062646377618e+110,-1.5085307021540462e+109
4.0600000000000005,1.6019715874060034e+111,-2.7807811486190205e+111,-3.018530982984816e+110,-7.121764050651781e+110,-2.862355793479593e+110,-3.464820988402724e+109
4.07,3.2565696970999697e+111,-4.215804791163434e+111,-5.2492626412408766e+110,-1.097031324821122e+111,-5.2676040939018665e+110,-6.428902562508515e+109
4.08,5.391249035370741e+111,-4.4786167803253143e+111,-7.146791651567057e+110,-1.2058682407610534e+111,-7.761504413778714e+110,-9.573672957165744e+109
4.09,6.786907471426207e+111,-2.949462427705478e+110,-5.699255477532751e+110,-2.140948893386424e+110,-7.72166590056932e+110,-9.767154816779728e+109
4.1,3.9750056907405245e+111,1.4840561747696502e+112,5.927997670909913e+110,3.5385085989084697e+111,1.2352015239519211e+110,6.997629657796359e+108
4.11,-1.0509770829824298e+112,5.143520176929984e+112,4.028861656597626e+111,1.2772500616967857e+112,3.150779080072499e+111,3.692512338697165e+110
4.12,-4.974713080231634e+112,1.2215585521016352e+113,1.1583317190077588e+112,3.085303602078463e+112,1.026170987996692e+112,1.229059219544695e+111
4.13,-1.3174308932668235e+113,2.328464655714026e+113,2.5080592126442164e+112,5.958333046368841e+112,2.369901904455388e+112,2.8671938606739123e+111
4.14,-2.713715784001147e+113,3.585443015651958e+113,4.418915874528587e+112,9.318284417565092e+112,4.417283440152529e+112,5.388194100778419e+111
4.15,-4.5544569925387784e+113,3.9381551228470785e+113,6.132981371201858e+112,1.0564499552135062e+113,6.616137702069218e+112,8.15386045610109e+111
4.16,-5.8657562036041306e+113,6.895389089697747e+112,5.193968749500748e+112,2.911041487217291e+112,6.8403254633952645e+112,8.62737207769131e+111
4.17,-3.8071462460916196e+113,-1.1588944141612398e+114,-4.057606497119344e+112,-2.748487145884488e+113,-1.763699511635305e+111,4.5230259951709156e+110
4.18,7.821387604204461e+113,-4.1789945147146635e+114,-3.215027168704155e+113,-1.0362344093172825e+114,-2.479493605185498e+113,-2.8981508146541505e+112
4.19,4.002482221665584e+114,-1.0090672812009424e+115,-9.481507401440328e+113,-2.546374192927242e+114,-8.356862296200097e+113,-1.0000812859312092e+113
4.2,1.0824001809725953e+115,-1.9481180769936816e+115,-2.082253851388012e+114,-4.980907182975645e+114,-1.960552680276095e+114,-2.3706743591113673e+113
4.21,2.259560850554518e+115,-3.045594929083648e+115,-3.716538002511511e+114,-7.905721638435274e+114,-3.7011124320567913e+114,-4.512192545126002e+113
4.22,3.843716957796969e+115,-3.4504606374468214e+115,-5.254208483812401e+114,-9.225486377797623e+114,-5.63231975320164e+114,-6.935674215841116e+113
4.23,5.058868994269778e+115,-9.431340403762927e+114,-4.694548190615638e+114,-3.3609651074435824e+114,-6.033008957753347e+114,-7.589609269257619e+113
4.24,3.5813966452681794e+115,9.002742660606312e+115,2.6449598900871976e+114,2.1220684153850125e+115,-5.6237247709283073e+113,-1.2375760463067253e+113
4.25,-5.7337559975569355e+115,3.39053974401581e+116,2.558697244408836e+115,8.39445675686638e+115,1.9430803078817678e+115,2.264422640304383e+114
4.26,-3.2137624080328915e+116,8.3282424808695e+116,7.752596051264095e+115,2.0997489253541767e+116,6.796756115699518e+115,8.126728236109266e+114
4.2700000000000005,-8.884313960933847e+116,1.62857327208451e+117,1.7273544968768054e+116,4.160462343036373e+116,1.620554276548128e+116,1.9584858236538755e+115
4.28,-1.879921086606496e+117,2.5839827402654346e+117,3.1230210477004274e+116,6.699691717387072e+116,3.098481523366946e+116,3.7754988775184447e+115
4.29,-3.240749956237502e+117,3.0133479888093114e+117,4.4942648729296205e+116,8.032482169328752e+116,4.78872059272009e+116,5.892213820697786e+115
4.3,-4.354350655656432e+117,1.0917411729688592e+117,4.2135484770955734e+116,3.5761079053670686e+116,5.3001909742926876e+116,6.652367934976272e+115
4.3100000000000005,-3.322023836801419e+117,-6.951954861476781e+117,-1.5900952602241512e+116,-1.627018006987065e+117,1.0580871722128781e+116,1.746123361807902e+115
4.32,4.122399970620675e+117,-2.746750466533343e+118,-2.0303700440876333e+117,-6.789589274409963e+117,-1.5155404999508753e+117,-1.760215442895283e+116
4.33,2.5748710353085153e+118,-6.867641128143799e+118,-6.331767513712711e+117,-1.7299204269323596e+118,-5.520370108524634e+117,-6.594553381070925e+116
4.34,7.284904856140361e+118,-1.3603439955787823e+119,-1.431788257463301e+118,-3.472375051903543e+118,-1.338383049532903e+118,-1.6165794718919852e+117
4.3500000000000005,1.562826436132632e+119,-2.1898501440941202e+119,-2.6219956771790738e+118,-5.671438101282049e+118,-2.591846424199923e+118,-3.156509435587635e+117
4.36,2.729792381719914e+119,-2.6238489842479228e+119,-3.838504050698887e+118,-6.974942406657686e+118,-4.066529903657199e+118,-4.999817239187666e+117
4.37,3.741016363870856e+119,-1.1633295455680367e+119,-3.759139408925613e+118,-3.6223849515855587e+118,-4.640058969813643e+118,-5.811720376525431e+117
4.38,3.046809073490566e+119,5.3311105077837396e+119,8.134632709641191e+117,1.2372242554452742e+119,-1.3711564389387152e+118,-2.0483064847670603e+117
4.39,-2.8873783139856793e+119,2.2217070927922673e+120,1.605923971412532e+119,5.482393825396811e+119,1.1757298395818982e+119,1.3602480432797146e+118
4.4,-2.0581622232898624e+120,5.658165165872561e+120,5.165254410555967e+119,1.4239359193427354e+120,4.477266399437964e+119,5.343333631518383e+118
4.41,-5.967253518555093e+120,1.1353820545959677e+121,1.1858306213269096e+120,2.895778806399629e+120,1.1043919029485794e+120,1.3332004937005883e+119
4.42,-1.2981848238184819e+121,1.853804216791745e+121,2.1994606655648073e+120,4.795924723143981e+120,2.1662910437844956e+120,2.6368713238663833e+119
4.43,-2.297276602168985e+121,2.2785381915183144e+121,3.2737824814678634e+120,6.041666534257625e+120,3.449223841037181e+120,4.237746359952409e+119
4.44,-3.2084948029773462e+121,1.1794931743933075e+121,3.336217415871298e+120,3.550323341319866e+120,4.049267463246136e+120,5.062168222552312e+119
4.45,-2.7685285095009094e+121,-4.054769289856959e+121,-2.519454934308729e+119,-9.315684751001178e+120,1.5486699666256537e+120,2.1988118884122573e+119
4.46,1.9486230179820448e+121,-1.794036300623201e+122,-1.2656588493135626e+121,-4.419033599312948e+121,-9.064754139862037e+120,-1.0440064723723917e+120
4.47,1.6409676923895665e+122,-4.657462864575205e+122,-4.208490396069162e+121,-1.1709850705979266e+122,-3.62579030034618e+121,-4.3227567421116025e+120
4.48,4.882710745345845e+122,-9.468670067459544e+122,-9.813173222711957e+121,-2.4130100604926427e+122,-9.105112776338343e+121,-1.098521429635924e+121
4.49,1.0774955657885303e+123,-1.56766677278055e+123,-1.8434581803698493e+122,-4.051413237513617e+122,-1.8091492003376976e+122,-2.201011738876634e+121
4.5,1.931546607149872e+123,-1.973771847373916e+123,-2.7883758763749187e+122,-5.221321459837395e+122,-2.9223378775265034e+122,-3.5878852262049843e+121
4.51,2.747276545990691e+123,-1.156787904978866e+123,-2.9472700949740572e+122,-3.398335314407599e+122,-3.523505040314453e+122,-4.397282929732913e+121
4.5200000000000005,2.4961229069885855e+123,3.053825987782668e+123,-1.4437686831388435e+121,6.929987654751892e+122,-1.6271531339577583e+122,-2.2398922399566657e+121
4.53,-1.2421379394515944e+123,1.4461293269927389e+124,9.935044435565783e+122,3.555195488613294e+123,6.938497966690038e+122,7.948696911448875e+121
4.54,-1.3047198481522122e+124,3.8301871453377924e+124,3.4245658183711386e+123,9.620528553529274e+123,2.9315705712000646e+123,3.491331080290734e+122
4.55,-3.990866469389728e+124,7.890252589515128e+124,8.113999697573287e+123,2.0091325608087283e+124,7.499967459135156e+123,9.043328890928325e+122
4.5600000000000005,-8.93605066962645e+124,1.3243364757190417e+125,1.5437900803482625e+124,3.4190753552943073e+124,1.50967786120263e+124,1.8357319626469716e+123
4.57,-1.622606087387216e+125,1.7058597237333887e+125,2.371880475028739e+124,4.502808231517769e+124,2.473250296232668e+124,3.034455670939607e+123
4.58,-2.3487228668055786e+125,1.1078027292910436e+125,2.5930445741561745e+124,3.195334581007491e+124,3.057915088072856e+124,3.8101764363688725e+123
4.59,-2.2356185005030478e+125,-2.2724807573403685e+125,4.1484145946392745e+123,-5.077713465102272e+124,1.6347612676118835e+124,2.2039701396857482e+123
4.6000000000000005,7.169030445771428e+124,-1.1634921401701154e+126,-7.763677385619086e+124,-2.854439401759685e+125,-5.26574781048256e+124,-5.99391937062696e+123
4.61,1.0342262504706813e+126,-3.146860626939341e+126,-2.7829374450529176e+125,-7.896273846285528e+125,-2.3662707936505918e+125,-2.8148696369775796e+124
4.62,3.258181042021019e+126,-6.569745315650109e+126,-6.703387886919321e+125,-1.671529110915164e+126,-6.17215920902047e+125,-7.437826064698592e+124
4.63,7.404987648958621e+126,-1.1176622728249073e+127,-1.2917706679244456e+126,-2.8826404022210777e+126,-1.258775360126808e+126,-1.5298576878163965e+125
4.64,1.3618961194162125e+127,-1.4711854834871864e+127,-2.0151066024291843e+126,-3.8755092064824494e+126,-2.090979118230971e+126,-2.5637529794120124e+125
4.65,2.0050466453501551e+127,-1.0420161419133578e+127,-2.2730605192908594e+126,-2.9628222054055356e+126,-2.647402805521265e+126,-3.293840248020443e+125
4.66,1.99084893642435e+127,1.6657569109652013e+127,-5.9032364100642895e+125,3.648296718438287e+126,-1.593040926205947e+126,-2.115725150904692e+125
4.67,-3.3235593876742676e+126,9.342054417226451e+127,6.03594927353121e+126,2.286827697054516e+127,3.9553195192577606e+126,4.4671404345498734e+125
4.68,-8.170697597277563e+127,2.5829202375181678e+128,2.258351178642938e+127,6.4745418873103655e+127,1.9065505004404407e+127,2.2652293540994668e+126
4.69,-2.65683952604145e+128,5.465904874447564e+128,5.533271680534606e+127,1.3895520975083632e+128,5.074688670472266e+127,6.111556552533927e+126
4.7,-6.131241996867137e+128,9.423283373131862e+128,1.0800118472839074e+128,2.428077479820325e+128,1.0487389222549498e+128,1.273938479646919e+127
4.71,-1.1420997626754917e+129,1.2662879076635226e+129,1.7099699539896363e+128,3.329445364057097e+128,1.765994194598836e+128,2.1639030487301477e+127
4.72,-1.7092746279009022e+129,9.664788319809997e+128,1.9860008016276135e+128,2.7165447692317447e+128,2.286854711015181e+128,2.8413837720935394e+127
4.73,-1.764018234885876e+129,-1.1974701953614014e+129,6.949474634221856e+127,-2.552970558761953e+128,1.518339809036237e+128,1.9937619199669994e+127
4.74,5.634653016641072e+127,-7.484766707643789e+129,-4.6652864588391644e+128,-1.8277890492868868e+129,-2.9336158158237682e+128,-3.2808131273103347e+127
4.75,6.431132307470555e+129,-2.11791411629515e+130,-1.8299437522227392e+129,-5.303298547702856e+129,-1.5332019135467278e+129,-1.819264090726896e+128
4.76,2.1637930460917992e+130,-4.543924876299531e+130,-4.5634322044145534e+129,-1.1542246107427227e+130,-4.1683681613926994e+129,-5.0168941347459614e+128
4.7700000000000005,5.072407824249546e+130,-7.93750344816065e+130,-9.022369814225659e+129,-2.043310876791181e+130,-8.730564665149014e+129,-1.0599900110285259e+129
4.78,9.569708799083566e+130,-1.087912645938252e+131,-1.4493843796621177e+130,-2.8553667551699076e+130,-1.4900451498564035e+130,-1.824641352108869e+129
4.79,1.4551978676691246e+131,-8.863564687061572e+130,-1.730006208660811e+130,-2.4678086270793853e+130,-1.9712912441615244e+130,-2.4461960328111758e+129
4.8,1.556137799498796e+131,8.38568758378469e+130,-7.474654675783789e+129,1.7206240255145692e+130,-1.4229333031343885e+130,-1.8519408562427558e+129
4.8100000000000005,1.3652224342821914e+130,5.982684015684926e+131,3.58143740059988e+130,1.4571768334844629e+131,2.1413410328326721e+130,2.3644889987870434e+129
4.82,-5.040907638920865e+131,1.7348271801021813e+132,1.4804941990710525e+131,4.33928876468719e+131,1.2304330619965495e+131,1.457955568444254e+130
4.83,-1.759957888971223e+132,3.774460167057036e+132,3.7602445372202175e+131,9.57985549087347e+131,3.4205496100121865e+131,4.1141806665734464e+130
4.84,-4.1929243271452946e+132,6.679827213938558e+132,7.531201114412123e+131,1.717967044543308e+132,7.26228253346531e+131,8.812734756251564e+130
4.8500000000000005,-8.011849948833221e+132,9.330424072988728e+132,1.2271592762605712e+132,2.4447949509224063e+132,1.2560057623201786e+132,1.5371139880488168e+131
4.86,-1.2373156569140725e+133,8.053602716846521e+132,1.5028956066424885e+132,2.224518945251785e+132,1.6959690361717855e+132,2.102050153187869e+131
4.87,-1.3673638301409113e+133,-5.65778065003774e+132,7.623693113511814e+131,-1.094424405309252e+132,1.3159224262554046e+132,1.7004369235291839e+131
4.88,-2.6623812529412014e+132,-4.769903853066466e+133,-2.727479656473381e+132,-1.1584894358145943e+133,-1.530813691794197e+132,-1.6615923928004532e+131
4.89,3.932706651117007e+133,-1.4195147625666363e+134,-1.195800316769053e+133,-3.5465837996367164e+133,-9.852727363836739e+132,-1.1656923976097708e+132
4.9,1.4295464790741937e+134,-3.132793301550607e+134,-3.0956194066629903e+133,-7.944721934402092e+133,-2.804054874215364e+133,-3.370419259217932e+132
4.91,3.462995609727101e+134,-5.616358513678732e+134,-6.28147048660383e+133,-1.4431499297590193e+134,-6.036140387926084e+133,-7.321067401082815e+132
4.92,6.702092663762137e+134,-7.989108304647273e+134,-1.0379024471938778e+134,-2.090029665524423e+134,-1.0577335160945086e+134,-1.2936989056343248e+133
4.93,1.0507761091316567e+135,-7.260868860693002e+134,-1.302327404250807e+134,-1.9919967034087075e+134,-1.4564446426727087e+134,-1.803164293636748e+133
4.94,1.1972552996816843e+135,3.6049568253230064e+134,-7.507816056519987e+133,6.290660069167675e+133,-1.2039468908581614e+134,-1.5465787363606387e+133
4.95,3.4846610390869415e+134,3.792445610983059e+135,2.0573628399809776e+134,9.182252172276474e+134,1.0637704998115251e+134,1.1267865173751878e+133
4.96,-3.0517777970385816e+135,1.1602276134045422e+136,9.64159783478099e+134,2.8953638871888218e+135,7.870770421649945e+134,9.296725149876378e+133
4.97,-1.1595087572748073e+136,2.59812349627559e+136,2.5461102273932e+135,6.583349832992135e+135,2.296276801523289e+135,2.7581766693472002e+134
4.98,-2.857676619388102e+136,4.718027477325927e+136,5.234958104917205e+135,1.2112428780930495e+136,5.013024797554545e+135,6.0770313971726004e+134
4.99,-5.601896395684792e+136,6.830048929157885e+136,8.769298522884822e+135,1.7841310053234264e+136,8.899440145283824e+135,1.0878466295872182e+135
5.0,-8.913162717275952e+136,6.50285973485956e+136,1.1259160218641088e+136,1.7736191928171469e+136,1.2486100287636485e+136,1.5442310121155943e+135
5.01,-1.0449700132745977e+137,-2.0789127998971462e+136,7.211707614416157e+135,-2.8853271370313266e+135,1.091750053972245e+136,1.3955119431525012e+135
5.0200000000000005,-3.954256647718343e+136,-3.006141331407202e+137,-1.533893701089962e+136,-7.253494004527462e+136,-7.095739944034318e+135,-7.238252933172239e+134
5.03,2.3536503865366123e+137,-9.472141781496877e+137,-7.759389764288392e+136,-2.3608997872115236e+137,-6.271207608224363e+136,-7.394085775102471e+135
5.04,9.390668280886736e+137,-2.1529621981998616e+138,-2.0921617604320485e+137,-5.450802649130215e+137,-1.8784257365620108e+137,-2.2546637723555878e+136
5.05,2.3561009863236717e+138,-3.959944756960269e+138,-4.3593399431708235e+137,-1.0157348707427184e+138,-4.159998045159566e+137,-5.04034174989082e+136
5.0600000000000005,4.678532334250619e+138,-5.830594278448576e+138,-7.401828723914963e+137,-1.5208856480823538e+138,-7.48099447515477e+137,-9.139392535768532e+136
5.07,7.5520395653472e+138,-5.790701191837403e+138,-9.713141557865967e+137,-1.5713201007914576e+138,-1.0687078578552598e+138,-1.3204243967537633e+137
5.08,9.094121427740056e+138,9.617456048064018e+137,-6.799227442762814e+137,4.4280526487097535e+136,-9.826250644419426e+137,-1.2507218636599115e+137
5.09,4.1659758990881176e+138,2.374891845107081e+139,1.1270852696953224e+138,5.708536915952185e+138,4.437513962328799e+137,4.2380358061050656e+136
5.1000000000000005,-1.8022555286866166e+139,7.723873306055387e+139,6.23214531859933e+138,1.9227001200638418e+139,4.9825888574334794e+138,5.86318518094571e+137
5.11,-7.593269200438321e+139,1.7826184163797986e+140,1.717477022334897e+139,4.509365643758949e+139,1.5348971260411582e+139,1.8409642475646925e+138
5.12,-1.9408279270176857e+140,3.320832587441826e+140,3.627305718558149e+139,8.510680028750172e+139,3.4493477735797364e+139,4.1771240724572216e+138
5.13,-3.904239287699138e+140,4.970460823847533e+140,6.241528743391274e+139,1.2947622207203983e+140,6.283097258104348e+139,7.671658084316418e+138
5.14,-6.39181929595696e+140,5.130784166651569e+140,8.36268370833912e+139,1.3859770420233237e+140,9.133316604613632e+139,1.1273907406208276e+139
5.15,-7.893414958239896e+140,-1.6000589587809961e+139,6.317969234690462e+139,1.262365747689123e+139,8.787654202024368e+139,1.1144430135043423e+139
5.16,-4.192924485839938e+140,-1.8692266141507748e+141,-8.128058748820875e+139,-4.47392914991899e+140,-2.468049870181522e+139,-2.0373375257729867e+138
5.17,1.3683829435111333e+141,-6.290457570627424e+141,-4.994759386980863e+140,-1.563799108946693e+141,-3.946467704235259e+140,-4.633871839780878e+139
5.18,6.129564783668908e+141,-1.4747619990363565e+142,-1.4084852484994271e+141,-3.727412466556566e+141,-1.2527420336746489e+141,-1.501389118457898e+140
5.19,1.5972918435618576e+142,-2.782527658033659e+142,-3.0158046395293597e+141,-7.125046374712225e+141,-2.857779300342059e+141,-3.4589201327195693e+140
5.2,3.2554961398431055e+142,-4.2315890667562427e+142,-5.258131732580189e+141,-1.1008608958958907e+142,-5.2724539218677684e+141,-6.434127496050192e+140
5.21,5.404157327855216e+142,-4.5260353368905925e+142,-7.186551065906853e+141,-1.2177107290437966e+142,-7.794160694253612e+141,-9.612287588882348e+140
5.22,6.834535597545553e+142,-4.0012518179870353e+141,-5.8028881784573624e+141,-2.4076044703635024e+141,-7.815396723583531e+141,-9.879790647789625e+140
5.23,4.091069481993866e+142,1.4651153273762318e+143,5.716747029935421e+141,3.489854349218724e+142,1.0324475186774403e+141,4.5389227469823175e+139
5.24,-1.0284143597440432e+143,5.116410117756776e+143,3.9937880408505134e+142,1.270161571626283e+143,3.1150879888498326e+142,3.648867957768936e+141
5.25,-4.9391550120416705e+143,1.2190530758323526e+144,1.1538947883091162e+143,3.0784445765159883e+143,1.0212238402403242e+143,1.2229366423922912e+142
5.26,-1.3133380179940543e+144,2.3295467516629187e+144,2.5053998813241586e+143,5.96011680005487e+143,2.3657285220037956e+143,2.8618425425592836e+142
5.2700000000000005,-2.712396001802623e+144,3.597979805167279e+144,4.425580506736922e+143,9.348603288881049e+143,4.420611806226879e+143,5.391680515106577e+142
5.28,-4.564453298740839e+144,3.97689688110434e+144,6.165018386408721e+143,1.0661139508356951e+144,6.642201863536947e+143,8.184627986728184e+142
5.29,-5.904367494553657e+144,7.767425489174959e+143,5.27917740220463e+143,3.1319414133146694e+143,6.917054221314684e+143,8.7195122768805e+142
5.3,-3.902893328924834e+144,-1.1429879565907228e+145,-3.8815995143842123e+143,-2.7076635532265497e+144,-8.029306928791985e+140,6.56336534732823e+141
5.3100000000000005,7.632851636469233e+144,-4.1558295346236094e+145,-3.1854036207933545e+144,-1.0301863580631117e+145,-2.4494736380635647e+144,-2.8614624354006337e+143
5.32,3.972332152235477e+145,-1.006828034188903e+146,-9.443177495356836e+144,-2.540278124097237e+145,-8.314474530568263e+144,-9.948407824936984e+143
5.33,1.0788315922861926e+146,-1.9487086738994098e+146,-2.0797173780793673e+145,-4.9816012483943085e+145,-1.9567785637474428e+145,-2.365857623590084e+144
5.34,2.2581084007065813e+146,-3.055521135965521e+146,-3.721483575555002e+145,-7.92964177065845e+145,-3.703290896999161e+145,-4.514374116243757e+144
5.3500000000000005,3.8514081572955877e+146,-3.4820765014194392e+146,-5.279973638764944e+145,-9.304253367115016e+145,-5.653066925978181e+145,-6.960119963289077e+144
5.36,5.090122531900922e+146,-1.015375701559527e+146,-4.764541271756216e+145,-3.5438106022567755e+145,-6.095751210594777e+145,-7.664899227212877e+144
5.37,3.6603139380075493e+146,8.869276128312488e+146,2.4984329091210945e+145,2.0878442697251065e+146,-7.020288767621225e+144,-1.4067560155586452e+144
5.38,-5.576340570623491e+146,3.370774313957093e+147,2.5337016996704404e+146,8.34292427933489e+146,1.9178528956725772e+146,2.2336088128486617e+145
5.39,-3.188226333018454e+147,8.308338605470565e+147,7.719552879716387e+146,2.0943567972766323e+147,6.760495318871786e+146,8.08194174986953e+145
5.4,-8.853286959465193e+147,1.6288063727597365e+148,1.7249761130283015e+147,4.1603815171134895e+147,1.6171653488295775e+147,1.9541780190871557e+146
5.41,-1.8784184941285517e+148,2.591814770793449e+148,3.1266333657914452e+147,6.718490647241497e+147,3.099800647494046e+147,3.7767136698955704e+146
5.42,-3.2466229206619626e+148,3.0391175280464716e+148,4.514943686127883e+147,8.096600847920254e+147,4.805187312408849e+147,5.9115765947046215e+146
5.43,-4.379607659292638e+148,1.1515389814823478e+148,4.270986698497485e+147,3.727329327609885e+147,5.3514384497291776e+147,6.7138181549068055e+146
5.44,-3.387011070573476e+148,-6.840062050214358e+148,-1.4682072798905487e+147,-1.598350479109681e+148,1.1738534582862319e+147,1.8862894816048052e+146
5.45,3.9910731980839476e+148,-2.7299087315272384e+149,-2.009299759668659e+148,-6.745738172706822e+148,-1.4943590434564564e+148,-1.7343578775805665e+147
5.46,2.5532660562697518e+149,-6.850033676669903e+149,-6.303337329437105e+148,-1.7251710419373924e+149,-5.489397009645013e+148,-6.556333183798325e+147
5.47,7.257997867255942e+149,-1.3603226688241834e+150,-1.4295877694302568e+149,-3.4717595836347425e+149,-1.3353584270073053e+149,-1.6127481257711003e+148
5.48,1.5613322707720005e+150,-2.196005931761209e+150,-2.6245802949205887e+149,-5.6861480328502485e+149,-2.5925321476168454e+149,-3.157019373734111e+148
5.49,2.734236613311264e+150,-2.6448267516226653e+150,-3.8550640102471544e+149,-7.027067903211705e+149,-4.0795572535295247e+149,-5.015101307390563e+148
5.5,3.7613922306103565e+150,-1.212785956696795e+150,-3.8062271028413097e+149,-3.747346767894497e+149,-4.681868401295439e+149,-5.861814406455735e+148
5.51,3.1002759655291492e+150,5.237382680433143e+150,7.121515622991657e+148,1.2132310064553736e+150,-1.4670413256082083e+149,-2.1643395431375612e+148
5.5200000000000005,-2.777903662338673e+150,2.207375358440637e+151,1.5881792249039391e+150,5.445125793616361e+150,1.157960742606855e+150,1.3385680151658987e+149
5.53,-2.039902235546853e+151,5.642655156261122e+151,5.1408379481574744e+150,1.41976844433766e+151,4.450847627415137e+150,5.310762050035563e+149
5.54,-5.943975080968037e+151,1.135185083618604e+152,1.183816700957046e+151,2.894810670130085e+151,1.1017067034791171e+151,1.3298094830113108e+150
5.55,-1.2967395465912597e+152,1.858621654908855e+152,2.2012590170216304e+151,4.8073787356948425e+151,2.166518309861583e+151,2.6368783788765063e+150
5.5600000000000005,-2.3006033087281163e+152,2.295592717627979e+152,3.2870126183994165e+151,6.083983607523885e+151,3.4594937897315737e+151,4.249765229267087e+150
5.57,-3.2249028420828193e+152,1.2203620212097192e+152,3.374779468945019e+151,3.653496911851641e+151,4.083335332412319e+151,5.102953454827983e+150
5.58,-2.8124756608910186e+152,-3.9763232961534053e+152,-1.6780429056159297e+150,-9.115039989243646e+151,1.6280219576589208e+151,2.2947867495453112e+150
5.59,1.857437684037087e+152,-1.7818559455769075e+153,-1.2507286774815713e+152,-4.387398841429673e+152,-8.915817305711625e+151,-1.0258445134513899e+151
5.6000000000000005,1.6255505162212362e+153,-4.6438522847026e+153,-4.1875572131393323e+152,-1.1673406665531986e+153,-3.603286941264756e+152,-4.295035736066355e+151
5.61,4.862615638170367e+153,-9.46553984848765e+153,-9.794905566832517e+152,-2.4118253670957404e+153,-9.081384434864515e+152,-1.095532993703701e+152
5.62,1.0761256279179354e+154,-1.5714183046358497e+154,-1.8446599160808164e+153,-4.0602817501522375e+153,-1.809052145751024e+153,-2.200669994980462e+152
5.63,1.9340030933537552e+154,-1.987617620689642e+154,-2.7989182006453945e+153,-5.2556255575831445e+153,-2.9304016815155154e+153,-3.597295724887595e+152
