t,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,C,C_star,M,A,T
5.57,1.6811606223083833,2.4652433713397532,3.6134729857571584,5.315468998277999,7.882447663728842,11.827688059709544,17.98650523596279,27.683549887467624,42.9513390247865,66.79795976319701,103.51592378045041,245.6308811476473,96.39539908476466,89.72645039717302,410.830163740793,30.39453393209985
5.58,1.6905386538786151,2.479428381623077,3.6343628788940645,5.345203805360874,7.9231815724522034,11.88146700550218,18.05571750030231,27.77278976139503,43.07195670282172,66.97698425878704,103.81127924543087,246.54137837260782,96.82643436537505,90.23814310247066,410.5815542085921,30.508566764514757
5.59,1.6999419585661388,2.493665079146413,3.6553582850091937,5.375143436210778,7.964283085789833,11.935845543568327,18.125804546878033,27.863141738181277,43.193731123393924,67.1567891322792,104.10635645362935,247.44823233450765,97.25574601970145,90.75253328868367,410.3324353685475,30.623036764981876
5.6000000000000005,1.7093702978271026,2.507952873429717,3.676458058266766,5.405286137655944,8.005750339233416,11.990823323475285,18.19677085860446,27.954620297397717,43.31669297160627,67.33742622175643,104.40122779578496,248.35153163317128,97.6833261426845,91.26962644577492,410.08281030888776,30.737940348786125
5.61,1.7188234388201684,2.522291182196241,3.697661059154103,5.4356301462044705,8.047581410806448,12.046399848523135,18.268620650331524,28.04723954360615,43.44087256229033,67.51894725465132,104.69596623131828,249.2513680488166,98.10916830656252,91.78942803223941,409.8326820555822,30.85327393679787
5.62,1.7283011542365805,2.536679430375573,3.7189661532782825,5.466173688518954,8.089774326767783,12.102574488560165,18.34135788554717,28.141013214569625,43.56629982170513,67.70140378556704,104.9906451748617,250.14783635380522,98.53326752624136,92.31194347513409,409.5820535691111,30.969033954772105
5.63,1.7378032223902369,2.551117050627269,3.7403722123024554,5.4969149824813055,8.132327061691928,12.159346477854385,18.414986271178922,28.235954673709035,43.693004279073335,67.88484718873534,105.28533849187845,251.04103431843563,98.9556202687459,92.83717817236152,409.33092774299394,31.085216835278715
5.64,1.7473294272299105,2.5656034833996855,3.7618781142166293,5.527852238054325,8.1752375402506,12.21671491756778,18.489509259236815,28.3320769076682,43.82101505548688,68.06932863403655,105.58012046077621,251.93106265576208,99.3762244484154,93.36513749427853,409.0793074018248,31.201819018818508
5.65,1.7568795583507961,2.5801381769775125,3.7834827435836718,5.558983658121256,8.218503639022464,12.274678778368386,18.564930048732275,28.429392524221875,43.950360853029984,68.25489906281624,105.87506573408646,252.81802496369,99.79507942116834,93.8958267852987,408.82719529932774,31.318836954912054
5.66,1.7664534110322276,2.5947205875043284,3.8051849921811214,5.59030743946374,8.262123187567342,12.333236900934116,18.641251584815173,28.527913749040465,44.08106994789648,68.44160917553684,106.17024931812453,253.70202768841486,100.21218597876778,94.42925136549125,408.57459411715587,31.436267103218007
5.67,1.7760507862860804,2.609350178993437,3.8269837597898992,5.621821773782573,8.306093969211439,12.392387995666434,18.718476556918194,28.62765242216395,44.21317018523471,68.62950942411669,106.4657465596723,254.5831800951957,100.62754634266591,94.96541653218274,408.3215064639992,31.554105934655144
5.68,1.785671490796071,2.624026423429226,3.8488779532064235,5.653524848022238,8.350413724993315,12.452130651798418,18.796607409732868,28.728620000772825,44.34668895820259,68.81864995372672,106.76163305114413,255.4615941382037,101.04116415416452,95.50432756160342,408.0679348716499,31.67234993232652
5.69,1.795315336966264,2.6387488007726696,3.8708664869839042,5.685414845346128,8.395080154482937,12.512463337334571,18.875646341820623,28.83082755624899,44.48165320316015,69.00908059470765,107.05798461560956,256.3373844267599,101.45304446683801,96.04598971050075,407.8138817941349,31.790995592612827
5.7,1.8049821429412676,2.6535167989883734,3.8929482836944787,5.7174899459140125,8.440090917434496,12.573384401515217,18.95559530773055,28.934285773090043,44.61808939088802,69.20085084119847,107.35487727002099,257.21066816367136,101.8631937374731,96.59040821776895,407.5593496060652,31.91003942620375
5.71,1.8146717326258717,2.6683299140694974,3.9151222741577043,5.749748327632944,8.485443635474047,12.634892077446752,19.03645602042216,29.039004948151145,44.756023517889254,69.39400982926854,107.65238718715364,258.08156508074023,102.27161981628134,97.13758830608512,407.30434060098173,32.02947795911407
5.72,1.824383935668942,2.6831876503047987,3.9373873976474374,5.782188166739266,8.531135893356343,12.696984483966206,19.118229953008825,29.144994990181832,44.89548110026291,69.58860632067925,107.95059066608398,258.95019738399594,102.6783319373199,97.68753518367379,407.0488569901227,32.149307733740834
5.73,1.8341185873991075,2.698089520871307,3.9597426020729345,5.8148076381602,8.577165239647481,12.75965962646739,19.200918339546956,29.25226541967501,45.036487170920225,69.78468869412102,108.24956411416714,259.81668971245404,103.08334070942529,98.24025404624209,406.7929009017472,32.26952530998023
5.74,1.8438755289935365,2.71303504686973,3.9821868442284454,5.84760491681774,8.623529190068059,12.822915402841442,19.28452218107456,29.360825368638878,45.17906626276181,69.9823049023104,108.54938397375864,260.6811690246656,103.48665810079862,98.79575007814233,406.53647437805057,32.39012726598984
5.75,1.8536546074421822,2.728023757731876,4.004719089964643,5.880578178065962,8.670225228464504,12.886749604959645,19.36904224724799,29.47068358089747,45.32324240485697,70.18150245968924,108.85012669753266,261.5437645464388,103.88829742791697,99.35402845422948,406.2795793742805,32.5111101992407
5.76,1.8634556755598806,2.7430551913106376,4.027338314366463,5.913725598304975,8.71725080831093,12.951159921219054,19.45447907914298,29.58184841257034,45.46903911602938,70.38232842338645,109.1518687125008,262.40460770280487,104.28827334261392,99.91509434156669,406.0222177573972,32.63247072748742
5.7700000000000005,1.8732785920044606,2.758128893932702,4.050043501923327,5.947045355598571,8.764603354260231,13.016143939235633,19.540832992297137,29.694327832789497,45.61647939843519,70.58482937363411,109.45468638266377,263.26383204698664,104.68660181835087,100.47895290111991,405.764391304716,32.75420548971812
5.78,1.8831232212858564,2.773244420417243,4.07283364682497,5.980535630564108,8.812280263468333,13.081699147649159,19.62810407820854,29.8081294232722,45.76558573213538,70.78905139932584,109.75865598137345,264.12157320314526,105.08330013765072,101.0456092893645,405.5061017028708,32.87631114704939
5.79,1.892989433750496,2.7884013340046065,4.0957077536070985,6.014194608018532,8.860278906338696,13.147822935521274,19.716292201528912,29.92326037444385,45.916380071758404,70.99504009680356,110.06385368962081,264.977968847966,105.47838688374536,101.61506865964675,405.24735054755683,32.9987843834956
5.8,1.902877105651774,2.8035992065894257,4.1186648365674365,6.048020475972374,8.908596629172742,13.214512600023973,19.805397012403287,30.03972749435314,46.068883837532624,71.2028405249174,110.37035550603682,265.83315855457465,105.87188191494795,102.18733616441074,404.9881393408087,33.12162190711219
5.8100000000000005,1.9127861191524884,2.818837618709569,4.141703920148861,6.082011426711776,8.957230755269109,13.281765347540587,19.89541794690226,30.15753720778962,46.223117911426286,71.41249719557234,110.67823722745385,266.6872837442723,106.2638063516365,102.76241695674567,404.7284694903269,33.244820450817876
5.82,1.9227163623399066,2.8341161595780497,4.1648240391399,6.116165657487693,9.00617858628109,13.349578295966092,19.98635422970624,30.276695557426724,46.37910263277498,71.62405405830255,110.98757441688997,267.540487617605,106.65418256020683,103.34031619206212,404.4683423084909,33.368376773259364
5.83,1.9326677292442782,2.8494344271252,4.188024238823584,6.150481371094865,9.055437403626255,13.417948477319893,20.078204877429183,30.397208205643825,46.53685779403697,71.83755448359597,111.29844236842543,268.3929150794026,107.04303413577661,103.92103902980564,404.20775901132686,33.492287659677565
5.84,1.9426401198419232,2.8647920280309824,4.211303575285441,6.184956776321135,9.105004469839907,13.486872840018243,20.17096870131874,30.519080435771745,46.696402636923175,72.05304124861651,111.610916077152,269.2447126731806,107.4303858862692,104.5045906350867,403.94672071764745,33.616549922722044
5.8500000000000005,1.9526334399862575,2.8801885777150784,4.234661116479316,6.219590087851583,9.154877029735141,13.556348249542157,20.264644306761184,30.642317149891355,46.85775584900824,72.27055653267614,111.9250702320552,270.0960285624057,107.81626382516102,105.09097617990672,403.6852284488131,33.74116040307461
5.86,1.96264760154121,2.8956237004415923,4.258095941150441,6.254379527640944,9.205052312034843,13.626371493625928,20.359230102051676,30.766922877093208,47.02093556030819,72.49014188683616,112.24097914529821,270.94701237692766,108.20069513760382,105.6802008455332,403.4232831269357,33.86611597055733
5.87,1.9726825223696753,2.911097029339871,4.281607139286826,6.289323325206006,9.255527530633527,13.696939284214144,20.454724300659347,30.89290177459591,47.185959340475776,72.71183822272042,112.55871672742366,271.79781515453993,108.58370816458434,106.27226982405877,403.1608855742822,33.99141352487019
5.88,1.9827381263375978,2.9266082064332113,4.305193812401568,6.324419718016186,9.306299885878355,13.76804825977142,20.551124924278895,31.0202576298617,47.35284419631236,72.93568579969539,112.87835645783721,272.6485892713432,108.96533238447044,106.86718832005211,402.8980365126038,34.11704999635357
5.89,1.9928143433286654,2.94215688267259,4.328855073699299,6.359666951945439,9.357366565857136,13.839694987832656,20.648429806440287,31.148993863454535,47.5216065696059,73.16172421107068,113.19997135215881,273.49948836424164,109.34559839259138,107.46496155227301,402.6347365624302,34.2430223467633
5.9,2.0029111092396366,2.9577427180036495,4.352590048153339,6.395063281894031,9.40872474768271,13.911875967238224,20.746636595594314,31.27911353134118,47.69226233509752,73.38999237198608,113.5236339335459,274.3506672602768,109.72453788184184,108.06559475528545,402.37098624248074,34.3693275699848
5.91,2.0130283658275765,2.9733653816958077,4.3763978719196235,6.430606973825328,9.460371598875094,13.984587627937453,20.84574275368735,31.41061932157644,47.86482679712722,73.62052851753315,113.84941623292704,275.20228196374273,110.10218363509951,108.66909318026514,402.10678596964516,34.495962692373006
5.92,2.0231660609154476,2.98902455203303,4.400277693345625,6.466296303318552,9.51230427844236,14.057826336688219,20.945745565910453,31.543513565276402,48.0393146906616,73.85337017748064,114.17738972002554,276.054489500642,110.4785694870044,109.2754620977695,401.84213605775653,34.6229247739515
5.93,2.0333241483716336,3.004719916405354,4.424228672968351,6.502129556290821,9.564519938120707,14.131588399042613,21.04664214352271,31.67779823891135,48.21574018012255,74.08855416641218,114.5076252784005,276.90744785178293,110.85373030408755,109.8847067992758,401.57703671720725,34.750210909047304
5.94,2.043502588088057,3.020451171401755,4.448249983503136,6.538105029715373,9.617015723596776,14.205870061312867,21.148429426706596,31.813474966747417,48.3941168585469,74.32611657435832,114.84019318098082,277.7613158856093,111.22770196441863,110.49683259871557,401.31148805461874,34.87781822690872
5.95,2.053701345984179,3.0362180228557936,4.47234080994496,6.574221032071847,9.669788775690613,14.280667512966339,21.251104188300708,31.95054502450986,48.57445774738414,74.56609275610997,115.1751630608027,278.61625327995273,111.60052133448369,111.11184483415428,401.0454900724706,35.005743892372536
5.96,2.0639203940612685,3.05202018592731,4.496500349848287,6.610475884305875,9.72283623260948,14.355976889465701,21.35466303547437,32.089009335211045,48.756775280289645,74.80851729779171,115.51260386096679,279.4724204613319,111.97222626999618,111.72974886963166,400.7790426661522,35.13398510734666
5.97,2.0741597100259273,3.067857384547622,4.52072781382162,6.646867917784343,9.776155224240808,14.431794272370512,21.45910241819353,32.22886850327485,48.941081374496044,75.05342412290962,115.85258393543766,280.3299785282035,112.34285550111184,112.35055009457122,400.51214563624836,35.26253910695065
5.98,2.0844192778928248,3.083729352288788,4.5450224256557,6.68339547917538,9.829742884627489,14.508115695739491,21.564418621490407,32.37012275958691,49.12738729963043,75.30084627746136,116.19517080502867,281.18908922007034,112.71244878667827,112.97425392864128,400.24479866571573,35.39140316791523
5.99,2.0946990875595177,3.0996358319689845,4.569383421606384,6.7200569271002175,9.883596344499493,14.584937145160161,21.670607782382532,32.51277202038929,49.31570379411266,75.55081609100606,116.54043129455631,282.0499147437615,113.08104672296714,113.60086582163815,399.9770013387441,35.520574602953225
6.0,2.1049991349271693,3.1155765757625997,4.593810051012932,6.756850633845993,9.937712735014706,14.662254561240669,21.777665888189105,32.65681587105536,49.506041024877995,75.80336510992022,116.88843145372489,282.91261774381496,113.44869078138265,114.2303912554765,399.70875313399887,35.65005076341672
6.01,2.1153194218898665,3.131551345223047,4.618301576412685,6.793774985718308,9.992089188674724,14.740063841915147,21.885588780457777,32.80225357095877,49.698408589988986,76.0585240912743,117.23923653291189,283.7773612241481,113.81542328170798,114.86283574578229,399.4400534247458,35.779829039787856
6.0200000000000005,2.12565995631858,3.1475599113044734,4.642857273659431,6.830828383365237,10.04672284035042,14.818360844639376,21.994372158739463,32.94908405812526,49.8928155210692,76.3163229968465,117.59291095975124,284.6443084720317,114.18128736597356,115.49820484343813,399.17090147897807,35.909906862150706
6.03,2.136020751910799,3.163602054355563,4.667476432134308,6.868009241385158,10.101610831059931,14.897141385835075,22.104011580552346,33.0973059484347,50.08927028126991,76.57679099057601,117.9495183357125,285.5136230398121,114.54632698791114,116.13650413492392,398.9012964596087,36.04028170018934
6.04,2.1464018282832464,3.179677564163838,4.692158354789255,6.905315989230598,10.156750306765824,14.976401245313143,22.214502468242024,33.24691754468502,50.28778077132053,76.83995642979221,118.3091213964947,286.38546862213104,114.91058687420343,116.77773924483736,398.63123742454513,36.17095106404339
6.05,2.156803210987212,3.195786239983878,4.716902358243763,6.942747071699497,10.21213841875784,15.056136169111875,22.325840113646347,33.397916842516636,50.48835433300558,77.10584685842504,118.67178198393925,287.26000896641284,115.27411249471211,117.42191583772038,398.36072332680027,36.30191250489069
6.0600000000000005,2.167224931456636,3.2119278905515776,4.741707772927961,6.980300949067917,10.267772325413674,15.136341870957711,22.438019680852324,33.550301533608575,50.69099775040533,77.37448900193762,119.03756102795433,288.13740781226323,115.63695004050936,118.06903961928266,398.0897530146377,36.433163615292564
6.07,2.1776670269635225,3.228102334094111,4.7665739430524585,7.0179760978215135,10.323649192565073,15.217014034429067,22.55103620998912,33.70406900985718,50.89571725302578,77.6459087638264,119.4065185285462,289.0178288247092,115.99914639886346,118.71911633765552,397.81832523194606,36.56470202947643
6.08,2.1881295404930907,3.2443093983064375,4.791500226146662,7.055771012579049,10.37976619190709,15.298148315076066,22.664884621140263,33.85921636628081,51.102518521022574,77.92013122925968,119.77871355327561,289.90143555325676,116.3607491311888,119.37215178382473,397.54643861932914,36.69652542307874
6.09,2.198612520872548,3.260548920433565,4.816485993960506,7.0936842042497705,10.43612050558996,15.379740342679755,22.779559717879483,34.01574040795015,51.311406683809984,78.19718064616359,120.15420418598099,290.78839130937837,116.72180644163097,120.02815179465873,397.2740917129358,36.828631514593084
6.1000000000000005,2.2091160227093294,3.2768207472733595,4.841530632341918,7.131714201020098,10.492709326166299,15.46178572340653,22.895056191089306,34.173637653894254,51.522386323639324,78.4770804232505,120.53304751211236,291.67885910528037,117.08236715268725,120.68712225398696,397.0012829449874,36.96101806553727
6.11,2.2196401063602313,3.2931247351922344,4.866633541280388,7.169859548881421,10.549529857291532,15.544280041979512,23.011368622733695,34.33290434149701,51.735461478371306,78.75985312529971,120.9152995981275,292.5730015827312,117.44248067968577,121.34906909399423,396.7280106440307,37.093682880828126
6.12,2.2301848377261346,3.309460749959713,4.8917941351533285,7.20811881077966,10.606579314853313,15.627218862761229,23.128491486948867,34.49353643466439,51.95063565545352,79.04552049329033,121.3010155083323,293.47098097952187,117.80219699766667,122.01399829513355,396.45427303772755,37.22662380783901
6.13,2.2407502881826344,3.3258286667200316,4.91701184285753,7.2464905666887445,10.663854927943643,15.710597731647095,23.246419153112676,34.655529629300595,52.16791183741831,79.33410344552199,121.69024929269254,294.37295906590435,118.16156661365298,122.68191588720482,396.18006825370526,37.35983873647828
6.140000000000001,2.251336534815616,3.3422283702712408,4.94228610768285,7.284973415757226,10.721353939478135,15.794412179778249,23.36514589335358,34.81887935274656,52.38729246835494,79.62562203607766,122.08305390951305,295.279097013671,118.5206405510158,123.35282795305032,395.90539431605254,37.49332560155884
6.15,2.2619436602618084,3.358659754945979,4.967616387519817,7.323565975769415,10.779073607272363,15.87865772489764,23.484665884308694,34.983580771039485,52.60877946502711,79.92009546854433,122.47948123248783,296.1895553524892,118.87947031817289,124.02674062886037,395.6302491474556,37.62708238219986
6.16,2.272571752655662,3.3751227246015003,4.993002154928327,7.362266883431422,10.837011204897687,15.963329873184223,23.60497321079926,35.14962879401809,52.83237422150018,80.21754209506105,122.87958203525828,297.10449390267144,119.2381078813449,124.70366010537457,395.35463056984304,37.76110710201213
6.17,2.283220905273391,3.3916171923377143,5.018442896659601,7.401074794270352,10.895164021290869,16.048424116722682,23.726061871147714,35.317018085612524,53.05807763499307,80.51797946098431,123.28340604417208,298.0240717734968,119.5966056226968,125.38359262619994,395.0785363097981,37.89539782675784
6.18,2.2938912167724497,3.408143080750055,5.043938114251956,7.439988383296639,10.953529362811588,16.133935939550838,23.847925779276025,35.48574306393835,53.28589009000002,80.82142425986223,123.69100185694664,298.94844723263805,119.95501632721133,126.06654449179649,394.8019639945982,38.029952666975625
6.19,2.3045827911767076,3.4247003219539303,5.069487324167962,7.479006345340467,11.012104554254469,16.219860820043557,23.97055876817881,35.65579790574526,53.51581146023548,81.12789232671608,124.10241691860509,299.87777763063986,120.31339315729117,126.75252206104244,394.5249111522578,38.164769778484946
6.2,2.3152957377607666,3.441288857518584,5.095090057749713,7.518127395258909,11.070886939446515,16.3061942318439,24.093954593941483,35.82717655259253,53.74784111764619,81.43739864651165,124.51769752012216,300.81221934722606,120.6717896224948,127.44153175183925,394.2473752131581,38.29984736204962
6.21,2.3260301709006814,3.457908638353276,5.120745861173083,7.557350268110813,11.12987388128697,16.39293164568597,24.218106938409903,35.99987271704386,53.98197794301643,81.74995736548983,124.93688880322041,301.75192774770437,121.03025955012748,128.1335800413196,393.96935351199176,38.43518366279602
6.22,2.3367862097298664,3.4745596243847667,5.146454295165421,7.596673719102785,11.189062760178398,16.480068531061942,24.343009409965052,36.17387989112602,54.21822034875544,82.06558182759275,125.36003480629893,302.69705718696997,121.38885705120369,128.82867346405078,393.6908432923606,38.570776968074526
6.23,2.347563978528131,3.4912417850201853,5.172214935613456,7.636096524396555,11.248450978512295,16.56760035847538,24.468655551429144,36.34919134626727,54.45656625583661,82.38428451644201,125.78717835555851,303.6477608343679,121.74763650382846,129.52681861778026,393.4118417013886,38.70662561118002
6.24,2.3583636065209017,3.507955098978041,5.198027373455018,7.675617481223332,11.308035960283712,16.655522601222856,24.595038842234334,36.5258001400904,54.69701310762251,82.7060770733022,126.21836108066942,304.6041906426781,122.10665252256483,130.2280221631132,393.1323457923674,38.84272797035867
6.25,2.3691852277963275,3.524699554245521,5.223891214713908,7.7152354081365315,11.367815151680013,16.743830737269043,24.72215270173853,36.70369912183625,54.939557876316314,83.03097029985736,126.65362340554749,305.5664972882993,122.46595993060414,130.93229082440325,392.85235252579673,38.97908246875682
6.26,2.3800289809752684,3.5414751477553787,5.249806080269081,7.754949144417726,11.427786021481342,16.83252024824332,24.849990491193097,36.88288094124859,55.184197079478004,83.35897419047222,127.0930045887256,306.5348301795929,122.82561373171286,131.6396313878224,392.5718587733959,39.11568757241195
6.2700000000000005,2.3908950091616816,3.558281885379698,5.275771605928127,7.794757550397476,11.487946061827632,16.921586621481268,24.978545517327333,37.063338053579876,55.43092678467515,83.69009793080282,127.53654270723567,307.50933738852683,123.18566908289903,132.350050702608,392.290861318711,39.2525417904667
6.28,2.4017834601510364,3.5751197822152534,5.3017874427808005,7.834659508618016,11.548292789322792,17.011025354868185,25.107811037420607,37.245062721027246,55.67974260321512,84.02434986544199,127.98427458850908,308.49016551173975,123.54618126774035,133.0635556852344,392.00935685459046,39.389643677428396
6.29,2.4126944862057913,3.5919888623796163,5.32785325708269,7.874653923583411,11.608823745573126,17.100831956981185,25.23778026187837,37.428047020158196,55.93063970219771,84.36173751752165,128.4362358294974,309.4774596500315,123.90720566860203,133.78015331867843,391.72734198591564,39.52699183199642
6.3,2.423628243951913,3.608889158941517,5.353968730258772,7.914739721947319,11.669536497787886,17.19100194863421,25.368446357571795,37.61228284725572,56.183612811525634,84.7022675935122,128.8924607912591,310.4713633554831,124.2687977396151,134.49985065302744,391.44481323083556,39.664584896847444
6.3100000000000005,2.434584893978771,3.6258207134850893,5.380133558444723,7.9549158522555,11.730428637817651,17.281530862284257,25.499802450272437,37.79776192280242,56.43865624445074,85.04594602024902,129.35298265150666,311.47201866879436,124.63101298440351,135.22265480237806,391.1617670252788,39.80242155604936
6.32,2.445564600994313,3.6427835763594856,5.406347452893554,7.995181285521861,11.791497784117116,17.372414245441394,25.631841628781064,37.98447579757642,56.695763892781706,85.3927779216308,129.81783334865332,312.4795659877362,124.9939069249218,135.94857294867936,390.8781997213306,39.94050053691434
6.33,2.4565675337396096,3.6597778066314968,5.432610140007265,8.035535015443326,11.852741582440618,17.463647662343785,25.764556948322397,38.17241585804905,56.95492923307264,85.74276762146195,130.2870435728799,313.4941440087917,125.35753507414518,136.6776123425671,390.59410758826925,40.078820609928364
6.34,2.4675938648183084,3.676803471923303,5.458921361235188,8.075976058438766,11.914157706113711,17.55522669519882,25.897941432950702,38.36157333216503,57.21614533589194,86.09591865481644,130.7606427742879,314.51588969688504,125.72195291129799,137.40978030304294,390.3094868144915,40.2173805879866
6.3500000000000005,2.478643770525034,3.6938606482226883,5.485280872968804,8.116503453557893,11.975743856363817,17.647146945895997,26.031988076006147,38.55193929680009,57.47940487300044,86.45223377759197,131.23865917249478,315.54493826133483,126.08721586023825,138.14508421689948,390.02433350931625,40.35617932558385
6.36,2.4897174308196646,3.710949419950053,5.511688446669391,8.157116262984939,12.037497763230135,17.73940403736945,26.166689846708717,38.74350468072678,57.744700124130254,86.81171496584625,131.7211197341136,316.5814230701755,126.45337925632475,138.88353154067474,389.7386437035678,40.49521571927821
6.37,2.500815029197616,3.728069879842361,5.538143868829694,8.197813572118328,12.099417186060624,17.83199361521026,26.30203969237664,38.936260270782604,58.012022984048414,87.17436342241808,132.20805017312904,317.625475608418,126.82049832149552,139.62512980080382,389.45241335102867,40.63448870724698
6.38,2.511936752467784,3.745222128722385,5.564646940770591,8.238594489446296,12.161499913746782,17.924911347924436,26.438030541385658,39.1301967167106,58.2813649727963,87.54017959400136,132.699474967557,318.67722546706415,127.18862814271212,140.36988659248797,389.1656383307982,40.773997268104466
6.390000000000001,2.52308279055868,3.7624062753070104,5.591197478486655,8.279458146499364,12.223743765047345,18.018152927471572,26.574655306292005,39.32530453605381,58.55271724520592,87.90916318536397,133.19541737079263,319.7368003220361,127.55782364904604,141.1178095789826,388.8783144493852,40.91374041995088
6.4,2.534253336581951,3.7796224363560276,5.617795312943968,8.320403698446432,12.286146589688025,18.111714072893665,26.711906886900465,39.521574120937196,58.826070592833325,88.28131314615878,133.69589937580486,320.8043258237853,127.92813957767473,141.86890649459653,388.5904374403364,41.05371722150819
6.41,2.545448586631697,3.7968707364704533,5.644440289912521,8.361430324030026,12.348706268655516,18.205590530792037,26.84977817334509,39.718995742911744,59.10141545368454,88.65662768578696,134.2009417278119,321.8799255788276,128.29963045135992,142.6231851438725,388.3020029663925,41.19392677111174
6.42,2.5566687395306156,3.8141513077775,5.671132269652209,8.402537225360545,12.41142071392134,18.299778076073142,26.988262047215866,39.91755955739013,59.37874192388975,89.03510429021576,134.71056395015813,322.96372116037725,128.6723505626175,143.3806533995858,388.0130066220526,41.33436820517699
6.43,2.567913996757139,3.8314642899161515,5.697871126992183,8.44372362817452,12.47428786929425,18.394272513577114,27.127351385441855,40.117255609435844,59.65803976350185,89.41673972479462,135.22478433210932,324.05583204102476,129.04635394382984,144.1413192039427,387.72344393454915,41.475040698267
6.44,2.5791845623647767,3.848809830009783,5.724656751393277,8.484988782072886,12.537305711223986,18.489069679668553,27.267039064055258,40.318073839494154,59.93929840254828,89.80153003767391,135.7436199182896,325.15637552877763,129.4216943379647,144.9051905696412,387.43331036489053,41.61594346309088
6.45,2.5904806427963982,3.8661880824615285,5.751489046779091,8.52633196047498,12.600472248976313,18.584165443237193,27.407317960364594,40.52000408844257,60.22250695007881,90.18947057171319,136.2670865202516,326.2654667489467,129.79842517775373,145.67227557904417,387.1426013098227,41.75707574956674
6.46,2.601802446609374,3.8835992085824182,5.77836793115284,8.5677524602366,12.663785524449645,18.679555705689083,27.548180953870023,40.72303610273462,60.50765420311439,90.58055598596485,136.79519874696052,327.38321866857683,130.17659957388432,146.4425823815665,386.85131210454165,41.89843684305132
6.47,2.613150184463583,3.901043376697041,5.805293336829327,8.609249602170856,12.727243613210934,18.775236403442758,27.68962093097325,40.92715953989063,60.79472865343862,90.97478025112206,137.32796997962922,328.50974199880284,130.55627027831494,147.2161191961577,386.55943802316506,42.0400260649903
6.48,2.624524068964952,3.9185207619867644,5.832265210328839,8.650822731072855,12.790844624861473,18.871203509048694,27.83163078760195,41.13236397379783,61.08371849557491,91.37213665927607,137.86541237713843,329.6451451642991,130.93748966126307,147.99289431098447,386.2669742804348,42.181842772238156
6.49,2.635924314463779,3.936031546247298,5.859283512142237,8.69247121557203,12.854586703133194,18.967453031814795,27.97420343131588,41.33863889921381,61.37461163576542,91.77261783762759,138.40753689120427,330.7895342970277,131.3203096936079,148.77291608212107,385.97391603378924,42.32388635593809
6.5,2.6473511368132243,3.9535759175691405,5.886348216371695,8.734194447824565,12.918468025719415,19.063981017966952,28.117331783019658,41.54597373522112,61.66739570213062,92.17621576543793,138.95435329022266,331.943013252968,131.7047819346036,149.55619293131335,385.6802583857517,42.46615624000308
6.51,2.658804753350268,3.9711540704411816,5.913459311016482,8.775991844062185,12.98248680546057,19.160783553270768,28.261008781160484,41.75435783295948,61.96205804959098,92.5829217717719,139.50587013505162,333.1056835076371,132.0909574923856,150.34273334867527,385.38599638451313,42.608651881773525
6.5200000000000005,2.6702853826998867,3.9887662055180404,5.94061679774616,8.817862844460443,13.046641290453197,19.257856763697554,28.405227383951026,41.96378047995897,62.258585768950574,92.99272654850425,140.06209479298593,334.2776441479286,132.47888700609687,151.1325458914656,385.0911250259502,42.75137277094533
6.53,2.681793244534821,4.006412529268572,5.967820691495108,8.85980691274823,13.110929763751159,19.355196815560983,28.549980570235377,42.174230904085576,62.55696569574543,93.40562016737489,140.62303346522177,335.4589918968523,132.86862063711177,151.9256391814846,384.795639255998,42.894318427961956
6.54,2.6933285594197938,4.024093253818579,5.995071020350669,8.901823536228171,13.175350543715355,19.4527999166252,28.695261342139332,42.38569827865513,62.85718441835501,93.82159208954347,141.18869119227213,336.6498210837608,133.26020804635093,152.72202190472953,384.49953397234265,43.03748840333196
6.55,2.704891548743195,4.041808596996197,6.022367825747644,8.943912226226484,13.239901985041174,19.550662318220702,28.841062729607422,42.598171728736055,63.15922828540709,94.2406311673638,141.7590718363654,337.8502235577126,133.65369835702288,153.52170281340696,384.20280402540953,43.18088227790934
6.5600000000000005,2.7164824345129737,4.059558782062621,6.049711162187176,8.98607251787606,13.304582478733693,19.648780315795623,28.98737779201073,42.81164033560633,63.46308341427922,94.66272565823623,142.33417809957558,339.06028868911096,134.04914013998967,154.32469072428572,383.9054442204456,43.32449966167893
6.57,2.728101439158872,4.077344037447677,6.077101096952867,9.028303969888752,13.369390452084508,19.747150249405752,29.134199619849785,43.02609314098431,63.768735699353314,95.08786323838017,142.91401154083624,340.28010337184355,134.44658139966495,155.13099451705213,383.60744931954713,43.46834019257235
6.58,2.739748785222836,4.095164596197432,6.104537709362037,9.07060616365558,13.434324367642699,19.84576850252271,29.281521333922903,43.24151914882478,64.07617082060068,95.51603102797401,143.49857262400374,341.50975211167435,134.84606958320188,155.9406231291577,383.3088140445813,43.61240353393768
6.59,2.7514246953928314,4.113020696306133,6.132021091444517,9.11297870441075,13.499382725274641,19.94463150600703,29.429336092277953,43.45790733459216,64.38537425115275,95.94721558138896,144.0878606705751,342.74931684977247,135.247651518163,156.75358556143848,383.0095330773647,43.75668937614342
6.6000000000000005,2.763129392283177,4.130912580395383,6.159551347567711,9.155421220872274,13.564564061943804,20.043735738268786,29.577637091418804,43.67524664901444,64.69633126562053,96.38140290318843,144.6818738827841,343.9988769817477,135.6513734029807,157.56989087578344,382.7096010618664,43.901197435130754
