t,EGF,R,Ra,R2,RP,R_PL,R_PLP,R_G,R_G_S,R_Sh,R_ShP,R_Sh_G,R_Sh_G_S,G_S,ShP,Sh_G,Sh_G_S,PLC_gamma,PLC_gamma_P,PLC_gamma_P_I,Grb,Shc,SOS
5.5200000000000005,580.5297389144871,0.5297389144865998,13.725403469611486,8.66748049570547,0.7393188845655908,3.649408886234203,7.9508546959098565,0.4331619043960062,0.33986648234336264,1.2650713695655844,13.55303721983,3.8434939747925245,2.430734894608322,1.3338942970703522,9.681550504176476,2.854396841034368,4.19111279389063,87.48523272917507,2.0425213372364315,3.871982351444432,69.57333881186445,112.18060240210197,25.70439153208731
5.53,580.5287511007365,0.528751100735952,13.706091089772652,8.656652156844384,0.7392979256228079,3.6483998403604105,7.959591144576367,0.43357870896372025,0.34071791389267325,1.2643531351447466,13.555169389154356,3.847055808635734,2.4377628815504617,1.3366174170171996,9.705793490130246,2.8639350763312925,4.211888594741813,87.45393071586466,2.046813748761484,3.891264550437071,69.52844359886713,112.11404162431123,25.67301319279783
5.54,580.527768893339,0.5277688933385455,13.68685717446951,8.645887967643619,0.7392782692838715,3.6473923044501717,7.968287191063045,0.43399506918918296,0.34156837749626706,1.2636371755422464,13.557267906155257,3.850594124013531,2.444778581258745,1.339345194281938,9.730022013465659,2.873478631333248,4.232697556228447,87.4226420453591,2.0510946334065823,3.910583825721096,69.48354246619866,112.04752401200274,25.64161029073458
5.55,580.5267922421737,0.5267922421732045,13.667701325786922,8.635187626516823,0.7392599101470747,3.6463863150156417,7.976942991569572,0.4344109921609363,0.3424178694534034,1.2629234837151904,13.559333073775957,3.854109026288173,2.4517819273771297,1.342077621147396,9.754236076985487,2.8830275142069755,4.253539482498167,87.3913666444241,2.055363998107159,3.929940050883531,69.43863556686783,111.9810494151528,25.610183099523883
5.5600000000000005,580.5258210974794,0.5258210974788892,13.64862314808576,8.624550832580924,0.7392428443835855,3.645381907725536,7.985558701962867,0.4348264849099133,0.34326638609397714,1.2622120517688002,13.561365193052914,3.8576006205164965,2.4587728542226257,1.3448146896746707,9.778435683936793,2.89258173339354,4.27441417801897,87.36010444052651,2.059621850089549,3.9493330996955356,69.39372305316982,111.91461768508974,25.578731891989733
5.57,580.5248554100938,0.5248554100932679,13.629622248400286,8.613977285955524,0.7392270682349836,3.6443791175940903,7.994134477903346,0.4352415544201415,0.34411392378171723,1.2615028717531784,13.563364562745393,3.861069011559756,2.4657512968050566,1.347556391692475,9.802620838137402,2.902141297663479,4.2953214474863,87.32885536152698,2.063868196928391,3.968762846047188,69.34880507659109,111.84822867384932,25.54725694023443
5.58,580.5238951314763,0.5238951314758062,13.610698236453576,8.603466687747096,0.7392125779748031,3.643377978981062,8.00267047485786,0.4356562076292119,0.3449604789142218,1.26079593567999,13.565331479333514,3.864514304093912,2.472717190823601,1.3503027187984393,9.826791543982493,2.911706216118303,4.316261095815467,87.2976193356701,2.0681030465479653,3.9882291639430067,69.30388178780686,111.7818822341526,25.515758515648248
5.59,580.5229402139428,0.522940213942302,13.591850724929099,8.59301873990363,0.7391993695843816,3.6423785255456878,8.011166848235346,0.4360704514306041,0.3458060479247295,1.2600912356599459,13.567266236902652,3.867936602716677,2.479670472660609,1.35305366236017,9.850947806542447,2.921276498227546,4.337232928054877,87.26639629151441,2.0723264072597245,4.00773192744483,69.2589533366248,111.71557821923514,25.484236888999593
5.6000000000000005,580.5219906099967,0.5219906099962247,13.57307932864819,8.582633145622687,0.7391874396490465,3.6413807903973203,8.019623752998251,0.43648429266808425,0.3466506272764728,1.2593887635242766,13.56916912751335,3.871336011641235,2.486611079387034,1.3558092135173392,9.875089631270791,2.9308521537139063,4.358236749637512,87.23518615811976,2.0765382876451994,4.027271010839462,69.21401987215843,111.64931648331178,25.45269233018162
5.61,580.5210462728494,0.5210462728489372,13.554383665187697,8.572309609030993,0.7391767846479664,3.6403848059871757,8.028041343964,0.4368977381405371,0.34749421346679543,1.2586885111254336,13.571040440932139,3.87471263493403,2.4935389487525774,1.3585693631824178,9.899217024225397,2.940433192638354,4.379272366187165,87.2039888648959,2.0807386966424426,4.046846288510469,69.16908154269814,111.5830968812048,25.421125108411022
5.62,580.5201071562644,0.5201071562639304,13.535763354678759,8.562047835278227,0.7391674011573462,3.63939060414728,8.036419775714124,0.4373107946008655,0.3483368030257189,1.2579904702515876,13.572880464725742,3.8780665764432007,2.500454019184526,1.3613341020421812,9.923329991997845,2.9500196253715423,4.4003395835778525,87.17280434164364,2.084927643516746,4.0664576349782005,69.12413849575412,111.5169192684476,25.3895354921697
5.63,580.519173214594,0.5191732145935184,13.517218019851459,8.551847530555682,0.739159285673148,3.638398216112025,8.044759202614573,0.43772346875748797,0.34917839251619676,1.257294632718718,13.574689484227962,3.8813979398160345,2.507356229785646,1.364103420558294,9.947428541728396,2.959611462599089,4.421438207920046,87.1416325185165,2.089105137865837,4.086104924891057,69.07919087804721,111.450783501204,25.357923749219797
5.64,580.5182444033002,0.5182444032996698,13.498747286792414,8.541708402243323,0.7391524325834756,3.6374076726777886,8.053059779111985,0.4381357672891152,0.3500189785394231,1.256600991411038,13.57646778200933,3.884706828747344,2.5142455203410985,1.366877308960397,9.971512681354907,2.9692087154231936,4.442568045354889,87.11047332559909,2.0932711897232155,4.105788032887912,69.03423883534455,111.38468943535808,25.326290146804173
5.65,580.5173206776333,0.5173206776327138,13.480350782989648,8.531630158568282,0.7391468391814268,3.6364190038372186,8.061321658979962,0.4385476968090012,0.3508585577209134,1.2559095377130256,13.578215639238712,3.887993346349193,2.5211218312910453,1.369655757267728,9.995582418971548,2.9788113950976944,4.463728902579086,87.07932669394388,2.097425809288084,4.125506833950839,68.98928251288535,111.31863692875959,25.29463495114121
5.66,580.5164019936661,0.5164019936655413,13.462028138846186,8.52161250888808,0.7391425016754188,3.635432239085257,8.069544995907957,0.4389592638938,0.35169712672117076,1.2552202635554477,13.579933334625713,3.891257595644134,2.5279851037471204,1.372438755274255,10.01963776332581,2.9884195132318383,4.484920586435475,87.04819255474317,2.1015690071327433,4.145261203130875,68.94432205505221,111.25262583943436,25.26295842782196
5.67,580.515488308007,0.5154883080064047,13.44377898724772,8.511655163623374,0.7391394162498083,3.634447407348325,8.077729943336974,0.43937047507618027,0.3525346822325606,1.2545331608729982,13.581621144720206,3.894499679428176,2.534835279484298,1.3752262925542804,10.043678723676953,2.998033081731118,4.506142904027758,87.01707083954703,2.1057007941421393,4.165051015625525,68.89935760546564,111.18665602605839,25.231260841701083
5.68,580.5145795778016,0.5145795778010452,13.425602963558624,8.501757834254848,0.7391375790478406,3.6334645369895764,8.085876654461002,0.43978133684516035,0.3533712209791935,1.2538482216136642,13.583279343918708,3.897719700272399,2.5416723009377344,1.3780183584637642,10.067705309794542,3.0076521127958054,4.527395662719833,86.98596148025834,2.1098211815121233,4.184876146778954,68.85438930698612,111.12072734794721,25.199542456899454
5.69,580.5136757609474,0.5136757609469453,13.40749970597548,8.491920233124262,0.7391369859060588,3.632483655745813,8.093985282365773,0.4401918556479922,0.35420673971880334,1.2531654378634958,13.58490820433243,3.900917760638713,2.5484961111954045,1.3808149421424039,10.09171753206495,3.017276618964474,4.548678670038663,86.95486440907597,2.113930180792096,4.204736472020348,68.80941730165355,111.05483966490176,25.167803536904703
5.7,580.5127768155684,0.5127768155678453,13.389468854633835,8.482142073918425,0.7391376329554397,3.6315047909027167,8.102055979688645,0.44060203788664865,0.35504123523766856,1.252484801568942,13.58650799613766,3.904093962597561,2.555306654005414,1.383616032513073,10.115715401221319,3.0269066130006665,4.569991733913552,86.9237795586178,2.1180278037728772,4.224631867017964,68.76444173084542,110.98899283755478,25.136044344330273
5.71,580.5118827004114,0.5118827004109123,13.371510052270017,8.472423071301375,0.7391395161414837,3.6305279691728325,8.110088898875757,0.4410118899210411,0.35587470435421076,1.2518063047611294,13.588078987324547,3.907248408042109,2.56210387376501,1.386421618284558,10.139698928543192,3.036542107975201,4.591334662495837,86.89270686181963,2.1221140625676242,4.244562207564155,68.71946273516204,110.92318672709287,25.104265141100363
5.72,580.510993374733,0.5109933747325016,13.353622944021012,8.462762941018692,0.7391426313435071,3.6295532167383113,8.118084192108153,0.4414214180685064,0.3567071439177833,1.251129939501924,13.58962144377935,3.9103811986272463,2.5688877155197303,1.3892316879524627,10.163668125795809,3.0461831172400355,4.6127072642111395,86.86164625195829,2.1261889695857428,4.264527369609501,68.67448045446311,110.85742119532466,25.072466188398863
5.73,580.5101087982886,0.5101087982881938,13.335807177401588,8.45316139989067,0.7391469744075854,3.6285805592519322,8.12604201129637,0.44183062860376887,0.3575385508084257,1.2504556978669654,13.591135629304024,3.9134924357654186,2.5756581249599093,1.3920462298007772,10.187623005222658,3.0558296544243198,4.634109347763517,86.83059766265684,2.130252537528608,4.284527229266252,68.62949502787386,110.79169610469309,25.040647746667354
5.74,580.5092289311367,0.5092289311362229,13.318062402065436,8.443618164993003,0.7391525437702633,3.62761002136009,8.133962508020147,0.44223952773862035,0.35836892193386377,1.249783570519088,13.592621806111419,3.916582220570207,2.5824150483824293,1.3948652319217514,10.211563579454392,3.065481733395765,4.6555407221785545,86.79956102842787,2.134304779345308,4.304561662846588,68.58450659387881,110.72601131938805,25.008810075583384
5.75,580.5083537341037,0.5083537341033266,13.30038827033297,8.434132955721626,0.7391593338855843,3.6266416279226963,8.141845833663012,0.44264812167359724,0.3591982542362869,1.2491135502855695,13.594080233632194,3.9196506539854097,2.5891584327758346,1.3976886821707808,10.235489861714619,3.075139368345125,4.677001196708173,86.76853628330676,2.1383457083302826,4.324630546777253,68.53951529010479,110.66036670255298,24.976953434108907
5.76,580.5074831683816,0.5074831683810788,13.282784436712783,8.424705492071721,0.7391673407240016,3.625675403005657,8.14969213929106,0.44305641655515166,0.36002654468629125,1.248445629167183,13.595511169537822,3.922697836670627,2.595888225743515,1.4005165682065988,10.259401865636011,3.0848025737090765,4.698490580916971,86.7375233619921,2.1423753380347077,4.3447337576764715,68.49452125351176,110.59476211861869,24.945078080446606
5.7700000000000005,580.5066171956307,0.5066171956302997,13.265250558011141,8.415335495128852,0.73917656021742,3.624711370174879,8.157501575681199,0.44346441848804435,0.36085379028432274,1.2477797991851922,13.59691486946869,3.925723869029126,2.602604375521513,1.4033488774816223,10.283299605304121,3.0944713641875286,4.720008684662487,86.70652219952116,2.1463936822867162,4.364871172336046,68.44952462034536,110.52919743264124,24.91318427205004
5.78,580.5057557779741,0.5057557779736628,13.247786293312076,8.406022687073337,0.7391869882564815,3.6237495525038734,8.165274293316509,0.4438721335355859,0.36167998806046875,1.247116052383786,13.598291587047152,3.928728851204396,2.6093068309754996,1.4061855972432666,10.307183095251068,3.104145754740147,4.7415553180988015,86.67553273126765,2.15040075518766,4.385042667724302,68.40452552614184,110.46367251029905,24.881272265621945
5.79,580.5048988779887,0.5048988779882985,13.230391303957465,8.39676679118459,0.7391986206878501,3.6227899725813524,8.173010442381612,0.44427956771987803,0.36250513507425086,1.2464543808325133,13.599641573890565,3.9317128830767034,2.6159955415977634,1.4090267145352604,10.331052350449253,3.113825760582888,4.763130291680153,86.6445548929396,2.154396571108383,4.405248120989059,68.3595241057331,110.39818721789005,24.849342317112555
5.8,580.5040464586988,0.5040464586984008,13.213065253527118,8.387567531845479,0.739211453311497,3.621832652518832,8.180710172758015,0.4446867270220545,0.36332922841441706,1.2457947766287163,13.600965079624354,3.9346760642596483,2.6226704575041877,1.4118722161989594,10.354907386305054,3.123511397184523,4.78473341616454,86.61358862057709,2.158381144685488,4.425487409460581,68.31452049325166,110.33274142232888,24.81739468171788
5.8100000000000005,580.5031984835009,0.5031984835005239,13.195807807747386,8.378424633863204,0.7392254837334418,3.620877613574156,8.188373634035157,0.4450936173682748,0.3641522651971377,1.2451372308795439,13.602262352224143,3.937618494104252,2.6293315293966932,1.414722088892488,10.37874821862703,3.1332026802523,4.806364502605827,86.58263385093358,2.162354490802097,4.445760410655,68.26951482218301,110.26733499191012,24.785429613907837
5.82,580.5023549162596,0.5023549162592982,13.178618634580765,8.369337823520688,0.739240708520644,3.6199248767474654,8.196000975481745,0.4455002446517914,0.364974242568243,1.2444817352675817,13.603533637524668,3.9405402716839704,2.6359787086131323,1.4175763190647455,10.402574863658673,3.1428996257451183,4.828023362374959,86.55169052088635,2.1663166246078744,4.466067002276554,68.22450722529803,110.2019677951318,24.7534473673789
5.83,580.501515721313,0.501515721312686,13.161497404219416,8.360306828709367,0.7392571228495496,3.6189744628609826,8.203592346038175,0.44590661473586873,0.36579515770331567,1.2438282822450808,13.604779179170961,3.94344149578984,2.642611947130769,1.4204348929533717,10.426387338076934,3.1526022498721065,4.849709807165753,86.52075856736215,2.170267561518209,4.486407062220479,68.17949783464897,110.13663970054846,24.721448195046772
5.84,580.5006808633789,0.5006808633785713,13.1444437889739,8.351331378060127,0.7392747228745442,3.6180263920757905,8.211147894331917,0.44631273343581673,0.366615007805443,1.2431768637323464,13.605999219051972,3.9463222649366547,2.649231197519113,1.423297796608841,10.450185658953309,3.1623105690752555,4.871423648983785,86.48983792782508,2.174207317190668,4.506780468576543,68.13448678163508,110.07135057774747,24.6894323490828
5.8500000000000005,580.4998503075825,0.4998503075821595,13.127457463290217,8.342411201300958,0.7392935047660738,3.6170806840979735,8.218667768664776,0.4467186065265972,0.3674337901058345,1.2425274716476742,13.607193997143494,3.949182677355628,2.6558364129547627,1.4261650158865626,10.473969843760733,3.172024600031569,4.893164700155958,86.4589285400762,2.1781359075292768,4.52718709963177,68.08947419698308,110.00610029695008,24.657400080896863
5.86,580.4990240194487,0.4990240194484239,13.11053810372973,8.333546029259711,0.7393134647123047,3.616137358185315,8.226152117008285,0.4471242397430312,0.3682515018636103,1.241880097907379,13.608363751521981,3.952022830990967,2.6624275472182988,1.4290365364482362,10.497739910367214,3.181744359649561,4.914932773334064,86.42803034225226,2.1820533486807543,4.547626833873389,68.04446021075222,109.94088872901044,24.625351641135772
5.87,580.4982019648949,0.4982019648945529,13.09368538894909,8.32473559386683,0.7393345989207847,3.615196433153988,8.233601086999093,0.44752963878000696,0.36906814036558977,1.241234734425822,13.609508718378384,3.954842823496445,2.669004554691194,1.4319123437632104,10.521495877029487,3.191469865065766,4.936727681498382,86.39714327282437,2.185959657030742,4.56809954999181,67.99944495233939,109.87571574541442,24.593287279681604
5.88,580.4973841102897,0.4973841102893289,13.07689899978396,8.31597962806903,0.7393569036034169,3.6142579273461064,8.241014825986847,0.44793480929275464,0.3698837029266256,1.240591373113064,13.61062913200372,3.957642752275488,2.675567390346264,1.4347924231128781,10.545237762422902,3.2012011336563972,4.958549237923196,86.36626727059283,2.1898548492145387,4.588605126859687,67.95442855046637,109.81058121825886,24.561207245691016
5.89,580.4965704227183,0.49657042271794183,13.060178619651388,8.307277865469603,0.7393803749102208,3.613321858477119,8.248393481243076,0.4483397568973291,0.37069818689161166,1.2399500058652255,13.61172522468795,3.9604227146548094,2.6821160097183525,1.4376767596044018,10.568965585782584,3.210938183095542,4.980397256025552,86.33540227466976,2.1937389421723434,4.609143443437695,67.90941113311239,109.74548502016988,24.529111787760062
5.9,580.4957608690477,0.4957608690472746,13.04352393309168,8.298630041564934,0.7394050091621318,3.6123882441847686,8.255737199229802,0.44874448716988125,0.37151158962771613,1.2393106245974244,13.612797227125096,3.963182807278245,2.6886503689904813,1.4405653381299666,10.5926793663949,3.2206810311416616,5.002271549895888,86.3045482245325,2.1976119529446057,4.6297143791083215,67.86439282776614,109.6804270245762,24.497001153355928
5.91,580.494955416765,0.49495541676471944,13.026934627061062,8.290035892620985,0.739430802641664,3.6114571015407746,8.263046126258399,0.4491490056477202,0.37232390853106695,1.2386732212137623,13.613845368069876,3.9659231266535437,2.6951704249092767,1.4434581434065719,10.616379124049518,3.230429695825795,5.024171933820487,86.27370505997239,2.201473898851631,4.650317813376814,67.81937376120553,109.61540710545763,24.46487558933258
5.92,580.4941540337231,0.49415403372277356,13.010410390527168,8.28149515600584,0.7394577516563597,3.610528447202487,8.270320408290694,0.44955331782927055,0.37313514102452094,1.2380377876161504,13.61486987445612,3.9686437689878153,2.701676134805731,1.4463551599661328,10.640064878898805,3.2401841953919286,5.046098222425948,86.24287272110811,2.2053247974361163,4.67095362596259,67.77435405956864,109.5504251374174,24.432735341777647
5.93,580.4933566881325,0.493356688132112,12.993950914449941,8.273007570191629,0.7394858525402936,3.609602297419213,8.277560190934857,0.4499574291742806,0.3739452845574573,1.2374043157043157,13.615870971410338,3.9713448301845085,2.7081674565920415,1.449256372156866,10.663736651451812,3.2499445482936364,5.068050230682416,86.21205114838445,2.209164666459515,4.691621696801962,67.72933384835878,109.48548099568083,24.4005806560112
5.94,580.492563348555,0.49256334855466055,12.97755589176252,8.26457287475642,0.7395151016555775,3.6086786680385456,8.28476561944129,0.45036134510403053,0.3747543366055712,1.2367727973758058,13.61684888226528,3.9740264058403953,2.7146443487584526,1.4521617641446745,10.687394462568248,3.259710773190727,5.0900277739068,86.18124028257087,2.212993523898405,4.712321906050884,67.68431325244933,109.4205745560942,24.368411776584484
5.95,580.491773983897,0.49177398389666904,12.961225017352135,8.25619081038615,0.7395454953938652,3.6077575745126933,8.291936838698513,0.45076507100154045,0.3755622946706673,1.2361432245259967,13.617803828573495,3.9766885912425463,2.7211067703700924,1.4550713199145309,10.711038333452462,3.269482888945886,5.112030667765993,86.15044006476028,2.2168113879408544,4.73305413408767,67.63929239608872,109.35570569512343,24.3362289472787
5.96,580.4909885639773,0.49098856397704244,12.944957988950224,8.247861118587926,0.7395770290127381,3.60683903179717,8.299073993628525,0.4511686122190322,0.37636915628651524,1.235515589601176,13.618736029652647,3.9793314816966903,2.727554681053904,1.4579850232759857,10.734668285961048,3.279260914755985,5.134058727991109,86.11965043613124,2.2206182771179264,4.753818261325132,67.59427140272075,109.29087428928734,24.30403241139247
5.97,580.4902070583822,0.4902070583819799,12.928754505313966,8.239583542263063,0.7396096989429735,3.6059230545701353,8.306177228392134,0.4515719740637829,0.3771749190066473,1.2348898845040097,13.619645703525734,3.9819551718684036,2.733988041015102,1.460902857856397,10.758284341976164,3.2890448698822308,5.156111770952621,86.08887133841458,2.224414210032612,4.774614168590532,67.54925039535479,109.22608021627563,24.271822411169214
5.98,580.4894294369785,0.48942943697819397,12.912614267029296,8.231357825448043,0.739643501736554,3.605009657141396,8.313246686746037,0.451975161804892,0.37797958040963275,1.2342661010936389,13.62053306651125,3.9845597560797175,2.7404068110250503,1.4638248071060427,10.781886523683108,3.2988347737685677,5.17818961340228,86.0581027136782,2.228199205478386,4.79544173695597,67.5042294964038,109.16132335443629,24.239599188056978
5.99,580.4886556701182,0.4886556701179148,12.896536976826765,8.22318371321012,0.739678433638931,3.6040988534190834,8.32028251218589,0.45237818067616115,0.37878313810110487,1.2336442313894458,13.621398333064251,3.9871453284281793,2.746810952414449,1.466750854301022,10.805474853679808,3.3086306460879347,5.200292072369862,86.02734450423877,2.23197328248536,4.816300847670883,67.45920882762127,109.09660358256598,24.207362982813546
6.0,580.4878857284817,0.487885728481388,12.880522339324436,8.215060951724753,0.7397144908955,3.6031906569441543,8.327284847837623,0.4527810358744042,0.3795855897119677,1.2330242674262912,13.622241715912482,3.989711982697098,2.7532004270727706,1.469680982543562,10.829049354888738,3.3184325067036635,5.222418965242048,85.99659665272225,2.2357364602812786,4.83719138221469,67.41418851015446,109.03192078005681,24.175114035429633
6.01,580.4871195830713,0.48711958307098974,12.864570061010426,8.206989288276995,0.7397516697509956,3.602285080896522,8.334253836454058,0.45318373255966843,0.380386932898201,1.232406201255521,13.623063426069079,3.992259812353124,2.7595751974450833,1.4726151747634117,10.852610050551457,3.3282403756663665,5.244570109765115,85.96585910206211,2.2394887582881293,4.858113222299172,67.36916866454901,108.96727482689415,24.14285258512817
6.0200000000000005,580.4863572052056,0.4863572052053408,12.848679850225444,8.198968471262889,0.7397899664488862,3.6013821381011915,8.341189620411514,0.4535862758554558,0.38118716534066466,1.2317900249459748,13.62386367284529,3.994788910543826,2.7659352265288715,1.4755534137192345,10.876156964223153,3.338054273210825,5.2667453240476405,85.93513179549765,2.2432301961187573,4.879066249870868,67.32414941075345,108.90266560365433,24.11057887036357
6.03,580.485598566686,0.485598566685728,12.83285141744635,8.190998249979005,0.7398293772214717,3.600481840918535,8.34809234183392,0.4539886708479927,0.3819862847469487,1.2311757305669966,13.624642663748148,3.99729937019851,2.772280477872391,1.4784956819997817,10.899690119869483,3.347874219798893,5.288944426470572,85.90441467657595,2.2469607936203984,4.900050347051188,67.27913086806488,108.83809299147492,24.07829312891029
6.04,580.4848436398585,0.4848436398581229,12.817084475387306,8.183078374540345,0.7398698982856148,3.5995842012047676,8.354962142639684,0.45439092258607633,0.38278428885198423,1.2305633101823519,13.625400604447846,3.9997912840664775,2.7786109155720955,1.4814419620252015,10.923209541901427,3.357700236134523,5.311167235653427,85.87370768915149,2.2506805708897852,4.92106539611428,67.2341131551102,108.77355687204177,24.045995597897274
6.05,580.4840923967653,0.48409239676502724,12.801378737510898,8.175208596917257,0.7399115258875791,3.5986892308844114,8.361799163915018,0.45479303608594746,0.38358117540784903,1.2299527559392007,13.62613769935278,4.002264744209984,2.7849265042619704,1.484392236049493,10.946715254669854,3.367532342935713,5.333413570909773,85.84301077736642,2.2543895480403826,4.94211127979378,67.18909639013924,108.70905712772064,24.013686513370896
6.0600000000000005,580.483344810034,0.48334481003371915,12.785733919572706,8.167388669837527,0.7399542562541825,3.5977969413552255,8.368603546572205,0.455195016326574,0.3843769421941868,1.2293440599757215,13.626854151025304,4.004719842537516,2.7912272091183055,1.4873464861607721,10.970207282990843,3.377370561170186,5.355683251769271,85.81232388566798,2.258087745442499,4.963187880962099,67.14408069072316,108.64459364141277,23.98136611075745
6.07,580.4826008525927,0.48260085259234903,12.770149739118139,8.159618347129586,0.739998085607191,3.5969073436812766,8.375375431140476,0.45559686825140755,0.38517158701471105,1.2287372144511572,13.627550160380064,4.007156670634802,2.7975129958540434,1.4903046942830125,10.993685651975182,3.3872149119780275,5.3779760981298175,85.78164695880079,2.261775183644185,4.984295082733269,67.09906617385415,108.58016629659681,23.949034624718397
6.08,580.4818604976651,0.48186049766487227,12.754625915466413,8.151897383722881,0.7400430101626702,3.5960204485985194,8.38211495776323,0.4559985967686001,0.3859651076970199,1.2281322115467346,13.628225926696164,4.0095753197628845,2.803783830715611,1.4932668421774404,11.017150387023426,3.3970654166687964,5.400291930259822,85.75097994180514,2.265451883368068,5.005432768465047,67.0540529559498,108.51577497732647,23.916692289150088
6.09,580.4811237187663,0.4811237187659828,12.73916216969451,8.144225535648264,0.7400890261303349,3.5951362665203823,8.388822266195245,0.4564002067512211,0.3867575020924101,1.2275290434665884,13.628881647629324,4.011975880856191,2.8100396804797505,1.496232911443924,11.040601513820906,3.40692209671863,5.422630568800458,85.72032278001518,2.2691178655081896,5.026600821761008,67.00904115285739,108.45141956822806,23.88433933718344
6.1000000000000005,580.4803904896963,0.48039048969604625,12.723758224621156,8.136602560038364,0.7401361297129005,3.5942548075433476,8.39549749579989,0.4568017030374742,0.38754876807569144,1.2269277024386822,13.629517519224056,4.014358444520604,2.816280512450346,1.4992028835223659,11.064039058332789,3.416784973767353,5.444991834767924,85.6896754190573,2.272773151126836,5.047799126472637,66.96403087985821,108.38709995449815,23.851976001183655
6.11,580.4796607848576,0.47966078485737745,12.708413805459557,8.129028214401515,0.7401843179990041,3.5933760809938926,8.402140785827092,0.4572030904200256,0.38833890354975575,1.226328180170134,13.630133735759939,4.016723101255444,2.8225062944646875,1.5021767396935217,11.087463047026791,3.42665406972483,5.467375549344356,85.65903780505798,2.276417761563828,5.069027566557217,66.91902225154736,108.32281602225373,23.81960251294766
6.12,580.4789345785176,0.478934578517346,12.693128638278308,8.121502258276564,0.7402335869275398,3.5925000964785836,8.408752274771185,0.4576043736710179,0.3891279064345629,1.225730469090678,13.630730490141577,4.019069940941603,2.8287169948688193,1.5051544610816958,11.110873506349662,3.436529406519272,5.48978153436141,85.62840988416464,2.2800517181772557,5.09028602640834,66.8740153821216,108.25856765772689,23.787219103253495
6.13,580.4782118453286,0.4782118453282988,12.677902451077955,8.114024452046422,0.7402839327468641,3.5916268631403576,8.41533210082679,0.45800555752449834,0.38991577467472294,1.225134561462229,13.63130797363974,4.021399053205429,2.8349125825297787,1.5081360286551981,11.134270463094209,3.446411006272826,5.512209611957237,85.59779160288642,2.2836750425240337,5.111574390622408,66.82901038518028,108.19435474783846,23.754826002183048
6.140000000000001,580.4774925602458,0.47749256024551945,12.662734973614759,8.106594557112452,0.740335351800101,3.590756389773971,8.421880401818774,0.4584066466792438,0.39070250623817177,1.2245404495104952,13.631866375943279,4.023710527363164,2.841093026830168,1.5111214232278722,11.157653944339804,3.4562988912725143,5.534659604629373,85.5671829080422,2.287287756329794,5.13289254403527,66.78400737375948,108.13017718011112,23.722423439074397
6.15,580.4767766984932,0.4767766984928965,12.647625937323777,8.099212335961012,0.7403878404431155,3.589888684873349,8.428397315173898,0.4588076457999691,0.39148809911555205,1.2239481254755884,13.6324058851864,4.026004452398614,2.8472582976641228,1.5141106254605385,11.18102397742666,3.466193083957388,5.557131335256233,85.53658374673984,2.2908898814754823,5.154240371737441,66.73900646034757,108.0660348426349,23.69001164250354
6.16,580.4760642355586,0.4760642355583224,12.632575075303786,8.091877552162781,0.7404413950451588,3.589023756636502,8.434882977918454,0.45920855951752826,0.3922725513200348,1.2233575816121545,13.632926687960579,4.028280916961553,2.853408365434157,1.517103615862387,11.20438058995122,3.476093606915798,5.579624627099085,85.50599406637468,2.294481439994358,5.175617759076005,66.69400775688943,108.00192762406536,23.65759084028432
6.17,580.4753551471894,0.4753551471890931,12.617582122302224,8.084589970372088,0.7404960119895158,3.5881616129704463,8.441337526675868,0.45960939242911525,0.3930558608871405,1.2227688101895042,13.633428969326495,4.030540009366118,2.8595432010480075,1.5201003747923658,11.227723809761503,3.486000482882659,5.602139303803988,85.47541381462821,2.298062454068988,5.197024591656481,66.64901137479059,107.93785541362163,23.62516125946848
6.18,580.4746494095325,0.4746494095323245,12.602646815016183,8.077349356141509,0.740551687699756,3.5873022613620127,8.447761097796352,0.46001014909637533,0.39383802587704664,1.2221818034508445,13.633912912681625,4.032781817697628,2.8656627759225506,1.5231008824597072,11.251053665064813,3.49591373479156,5.624675189299574,85.44484293948393,2.301632946085436,5.218460755272265,66.60401742485553,107.87381810109132,23.592723126441104
6.19,580.4739469989828,0.47394699898262327,12.587768891755383,8.07015547610939,0.7406084186142962,3.586445709019377,8.454153827220042,0.4604108340477349,0.3946190443718763,1.2215965536550726,13.634378699919194,4.0350064297005295,2.871767061973441,1.526105118926201,11.274370184308669,3.5058333857161594,5.647232107905125,85.41428138920826,2.305192938572003,5.239926135980321,66.5590260173589,107.80981557682172,23.56027666682334
6.2,580.473247891951,0.47324789195074646,12.572948091932957,8.063008098287959,0.740666201147009,3.5855919630866624,8.460515850268203,0.46081145178187,0.39539891447163117,1.2210130531408594,13.63482651166577,4.037213932607253,2.8778560316008845,1.5291130641089374,11.29767339600052,3.5157594587816927,5.669809884495411,85.38372911232197,2.3087424541068042,5.261420620216355,66.51403726215229,107.74584773170753,23.52782210532312
6.21,580.4725520652227,0.4725520652224066,12.55818415684239,8.05590699159978,0.7407250317520381,3.5847410303127885,8.46684730197169,0.4612120067626704,0.3961776343002444,1.2204312942242836,13.635256526931505,4.0394044134083344,2.8839296577042224,1.5321246977795304,11.320963328984627,3.525691977299685,5.692408344241586,85.3531860576423,2.3122815154580842,5.282944094615132,66.4690512685037,107.68191445720566,23.4953596659744
