t,MT1,MT1cat,MT1T2,MT1T2M2P,M2P,M2,M2T2,M2T2star,M2C1,C1,C1dmt1,C1dm2,T2
4.43,6.64920672488163e-08,7.578257368477895e-11,3.2755957672379315e-08,6.759298873869603e-10,4.932380749413285e-08,2.1799716923477728e-13,-1.6531806735496605e-13,2.0914667792180152e-13,8.229922002833793e-16,9.997669722432244e-07,2.3302692758543233e-10,5.969230201815008e-18,1.6567806022620466e-08
4.44,6.646137476945998e-08,7.59031176303893e-11,3.278425171930316e-08,6.782064205265985e-10,4.932152960563968e-08,2.1909320081962356e-13,-1.5987969025333455e-13,2.0396126654500308e-13,8.293756570128626e-16,9.99766526394323e-07,2.33472770057125e-10,6.014166988195936e-18,1.653723383424355e-08
4.45,6.643068229010365e-08,7.602366157599966e-11,3.2812545766227005e-08,6.804829536662367e-10,4.931925171714651e-08,2.2018923240446974e-13,-1.5444131315170354e-13,1.987758551682051e-13,8.357591137423452e-16,9.997660805454212e-07,2.339186125288176e-10,6.05910377457686e-18,1.6506661645866637e-08
4.46,6.639998981074734e-08,7.614420552161001e-11,3.284083981315085e-08,6.827594868058747e-10,4.9316973828653344e-08,2.2128526398931595e-13,-1.490029360500725e-13,1.935904437914071e-13,8.42142570471828e-16,9.997656346965194e-07,2.3436445500051016e-10,6.1040405609577846e-18,1.6476089457489724e-08
4.47,6.636929733139101e-08,7.626474946722037e-11,3.286913386007469e-08,6.850360199455128e-10,4.931469594016018e-08,2.2238129557416213e-13,-1.4356455894844148e-13,1.8840503241460915e-13,8.485260272013106e-16,9.99765188847618e-07,2.3481029747220277e-10,6.148977347338708e-18,1.6445517269112812e-08
4.48,6.633860485203468e-08,7.638529341283073e-11,3.289742790699853e-08,6.87312553085151e-10,4.9312418051667004e-08,2.2347732715900841e-13,-1.3812618184680998e-13,1.832196210378107e-13,8.549094839307939e-16,9.997647429987162e-07,2.3525613994389543e-10,6.193914133719636e-18,1.64149450807359e-08
4.49,6.630791237267836e-08,7.650583735844107e-11,3.292572195392238e-08,6.89589086224789e-10,4.931014016317384e-08,2.245733587438546e-13,-1.3268780474517897e-13,1.7803420966101275e-13,8.612929406602765e-16,9.997642971498144e-07,2.3570198241558804e-10,6.238850920100561e-18,1.6384372892358986e-08
4.5,6.627721989332203e-08,7.662638130405143e-11,3.295401600084622e-08,6.918656193644271e-10,4.930786227468067e-08,2.256693903287008e-13,-1.2724942764354795e-13,1.7284879828421476e-13,8.676763973897592e-16,9.99763851300913e-07,2.361478248872806e-10,6.283787706481485e-18,1.6353800703982074e-08
4.51,6.624652741396572e-08,7.674692524966178e-11,3.298231004777006e-08,6.941421525040651e-10,4.9305584386187505e-08,2.2676542191354698e-13,-1.218110505419169e-13,1.6766338690741678e-13,8.740598541192419e-16,9.997634054520112e-07,2.365936673589732e-10,6.3287244928624085e-18,1.632322851560516e-08
4.5200000000000005,6.621583493460939e-08,7.686746919527215e-11,3.3010604094693906e-08,6.964186856437034e-10,4.930330649769433e-08,2.2786145349839327e-13,-1.1637267344028541e-13,1.6247797553061836e-13,8.804433108487252e-16,9.997629596031094e-07,2.3703950983066587e-10,6.373661279243337e-18,1.6292656327228245e-08
4.53,6.618514245525306e-08,7.69880131408825e-11,3.303889814161775e-08,6.986952187833415e-10,4.9301028609201165e-08,2.2895748508323945e-13,-1.109342963386544e-13,1.5729256415382038e-13,8.868267675782078e-16,9.997625137542079e-07,2.3748535230235843e-10,6.418598065624261e-18,1.6262084138851332e-08
4.54,6.615444997589674e-08,7.710855708649284e-11,3.306719218854159e-08,7.009717519229795e-10,4.9298750720708e-08,2.3005351666808563e-13,-1.0549591923702337e-13,1.521071527770224e-13,8.932102243076905e-16,9.997620679053061e-07,2.3793119477405104e-10,6.463534852005185e-18,1.623151195047442e-08
4.55,6.612375749654041e-08,7.72291010321032e-11,3.3095486235465434e-08,7.032482850626176e-10,4.929647283221483e-08,2.311495482529318e-13,-1.0005754213539235e-13,1.4692174140022443e-13,8.995936810371732e-16,9.997616220564044e-07,2.3837703724574365e-10,6.508471638386109e-18,1.620093976209751e-08
4.5600000000000005,6.609306501718408e-08,7.734964497771356e-11,3.312378028238928e-08,7.055248182022558e-10,4.929419494372166e-08,2.3224557983777815e-13,-9.461916503376086e-14,1.41736330023426e-13,9.059771377666564e-16,9.997611762075029e-07,2.388228797174363e-10,6.553408424767037e-18,1.6170367573720594e-08
4.57,6.606237253782776e-08,7.747018892332392e-11,3.3152074329313124e-08,7.078013513418938e-10,4.929191705522849e-08,2.3334161142262433e-13,-8.918078793212983e-14,1.36550918646628e-13,9.123605944961391e-16,9.997607303586011e-07,2.3926872218912887e-10,6.5983452111479614e-18,1.613979538534368e-08
4.58,6.603168005847143e-08,7.759073286893426e-11,3.318036837623696e-08,7.10077884481532e-10,4.9289639166735326e-08,2.344376430074705e-13,-8.374241083049881e-14,1.3136550726983004e-13,9.187440512256217e-16,9.997602845096994e-07,2.397145646608215e-10,6.643281997528886e-18,1.610922319696677e-08
4.59,6.600098757911512e-08,7.771127681454461e-11,3.320866242316081e-08,7.1235441762117e-10,4.928736127824216e-08,2.355336745923167e-13,-7.830403372886779e-14,1.2618009589303206e-13,9.251275079551045e-16,9.997598386607979e-07,2.401604071325141e-10,6.688218783909809e-18,1.6078651008589856e-08
4.6000000000000005,6.597029509975879e-08,7.783182076015498e-11,3.323695647008465e-08,7.146309507608082e-10,4.9285083389748987e-08,2.36629706177163e-13,-7.286565662723629e-14,1.2099468451623362e-13,9.315109646845876e-16,9.997593928118961e-07,2.4060624960420675e-10,6.7331555702907375e-18,1.604807882021294e-08
4.61,6.593960262040246e-08,7.795236470576533e-11,3.32652505170085e-08,7.169074839004463e-10,4.928280550125582e-08,2.3772573776200916e-13,-6.742727952560526e-14,1.1580927313943566e-13,9.378944214140704e-16,9.997589469629944e-07,2.410520920758993e-10,6.778092356671662e-18,1.601750663183603e-08
4.62,6.590891014104614e-08,7.807290865137568e-11,3.3293544563932335e-08,7.191840170400843e-10,4.9280527612762654e-08,2.3882176934685534e-13,-6.198890242397424e-14,1.1062386176263767e-13,9.44277878143553e-16,9.997585011140929e-07,2.414979345475919e-10,6.823029143052586e-18,1.5986934443459118e-08
4.63,6.587821766168981e-08,7.819345259698602e-11,3.332183861085618e-08,7.214605501797224e-10,4.927824972426948e-08,2.399178009317015e-13,-5.655052532234322e-14,1.0543845038583969e-13,9.506613348730357e-16,9.997580552651911e-07,2.419437770192845e-10,6.86796592943351e-18,1.5956362255082206e-08
4.64,6.58475251823335e-08,7.831399654259638e-11,3.3350132657780025e-08,7.237370833193605e-10,4.9275971835776314e-08,2.4101383251654775e-13,-5.11121482207122e-14,1.0025303900904173e-13,9.570447916025183e-16,9.997576094162894e-07,2.4238961949097713e-10,6.912902715814434e-18,1.5925790066705293e-08
4.65,6.581683270297717e-08,7.843454048820675e-11,3.337842670470387e-08,7.260136164589987e-10,4.927369394728315e-08,2.4210986410139404e-13,-4.56737711190807e-14,9.506762763224329e-14,9.634282483320016e-16,9.997571635673879e-07,2.4283546196266974e-10,6.957839502195363e-18,1.5895217878328377e-08
4.66,6.578614022362084e-08,7.85550844338171e-11,3.340672075162771e-08,7.282901495986368e-10,4.927141605878998e-08,2.432058956862402e-13,-4.023539401744968e-14,8.98822162554453e-14,9.698117050614842e-16,9.997567177184861e-07,2.4328130443436235e-10,7.002776288576287e-18,1.5864645689951464e-08
4.67,6.575544774426452e-08,7.867562837942744e-11,3.343501479855155e-08,7.305666827382748e-10,4.926913817029681e-08,2.443019272710864e-13,-3.479701691581866e-14,8.469680487864734e-14,9.76195161790967e-16,9.997562718695844e-07,2.4372714690605496e-10,7.04771307495721e-18,1.583407350157455e-08
4.68,6.572475526490819e-08,7.879617232503779e-11,3.34633088454754e-08,7.328432158779129e-10,4.926686028180364e-08,2.453979588559326e-13,-2.9358639814187644e-14,7.951139350184935e-14,9.825786185204495e-16,9.997558260206829e-07,2.4417298937774757e-10,7.092649861338135e-18,1.5803501313197642e-08
4.69,6.569406278555186e-08,7.891671627064816e-11,3.349160289239924e-08,7.351197490175511e-10,4.9264582393310475e-08,2.4649399044077886e-13,-2.3920262712556136e-14,7.432598212505091e-14,9.889620752499329e-16,9.997553801717811e-07,2.446188318494402e-10,7.137586647719063e-18,1.5772929124820726e-08
4.7,6.566337030619554e-08,7.903726021625851e-11,3.351989693932308e-08,7.373962821571892e-10,4.926230450481731e-08,2.4759002202562505e-13,-1.8481885610925116e-14,6.914057074825294e-14,9.953455319794154e-16,9.997549343228794e-07,2.450646743211328e-10,7.182523434099987e-18,1.5742356936443813e-08
4.71,6.563706938668545e-08,7.915232911309423e-11,3.354372724743975e-08,7.397502012649572e-10,4.92599489623156e-08,2.491470852623624e-13,-1.5663067819491645e-14,6.637791914912154e-14,1.005458916386844e-15,9.997544990816793e-07,2.45499905317044e-10,7.272610858721919e-18,1.571617102966269e-08
4.72,6.561532256645454e-08,7.926172031987195e-11,3.35629286058447e-08,7.421843705330369e-10,4.925751289169253e-08,2.5118224375160087e-13,-1.5560763882830786e-14,6.612769797185401e-14,1.019440279723015e-15,9.997540748407903e-07,2.459241320876004e-10,7.409520026931036e-18,1.569453374855289e-08
4.73,6.559357574622362e-08,7.937111152664967e-11,3.3582129964249655e-08,7.446185398011168e-10,4.925507682106946e-08,2.5321740224083957e-13,-1.545845994616992e-14,6.587747679458646e-14,1.0334216430591874e-15,9.997536505999015e-07,2.463483588581568e-10,7.546429195140166e-18,1.5672896467443084e-08
4.74,6.557182892599271e-08,7.948050273342739e-11,3.36013313226546e-08,7.470527090691965e-10,4.925264075044639e-08,2.5525256073007806e-13,-1.535615600950906e-14,6.562725561731894e-14,1.0474030063953587e-15,9.997532263590127e-07,2.4677258562871316e-10,7.683338363349286e-18,1.565125918633328e-08
4.75,6.55500821057618e-08,7.958989394020511e-11,3.362053268105955e-08,7.494868783372762e-10,4.9250204679823316e-08,2.5728771921931655e-13,-1.5253852072848202e-14,6.537703444005141e-14,1.06138436973153e-15,9.997528021181239e-07,2.471968123992695e-10,7.820247531558404e-18,1.562962190522348e-08
4.76,6.552833528553089e-08,7.969928514698284e-11,3.3639734039464506e-08,7.519210476053559e-10,4.924776860920025e-08,2.593228777085551e-13,-1.5151548136187343e-14,6.512681326278388e-14,1.0753657330677017e-15,9.997523778772348e-07,2.476210391698259e-10,7.957156699767524e-18,1.5607984624113673e-08
4.7700000000000005,6.550658846529998e-08,7.980867635376056e-11,3.3658935397869454e-08,7.543552168734358e-10,4.924533253857718e-08,2.6135803619779374e-13,-1.5049244199526478e-14,6.487659208551634e-14,1.0893470964038742e-15,9.99751953636346e-07,2.4804526594038233e-10,8.094065867976654e-18,1.558634734300387e-08
4.78,6.548484164506907e-08,7.991806756053829e-11,3.367813675627441e-08,7.567893861415155e-10,4.9242896467954105e-08,2.633931946870323e-13,-1.4946940262865617e-14,6.46263709082488e-14,1.1033284597400455e-15,9.997515293954572e-07,2.484694927109387e-10,8.230975036185777e-18,1.5564710061894065e-08
4.79,6.546309482483816e-08,8.0027458767316e-11,3.3697338114679356e-08,7.592235554095952e-10,4.9240460397331036e-08,2.654283531762708e-13,-1.4844636326204758e-14,6.437614973098126e-14,1.1173098230762168e-15,9.997511051545684e-07,2.4889371948149505e-10,8.367884204394894e-18,1.5543072780784262e-08
4.8,6.544134800460725e-08,8.013684997409372e-11,3.3716539473084304e-08,7.616577246776749e-10,4.923802432670797e-08,2.6746351166550927e-13,-1.47423323895439e-14,6.412592855371374e-14,1.131291186412388e-15,9.997506809136796e-07,2.493179462520514e-10,8.504793372604015e-18,1.552143549967446e-08
4.8100000000000005,6.541960118437634e-08,8.024624118087144e-11,3.373574083148926e-08,7.640918939457549e-10,4.923558825608489e-08,2.6949867015474797e-13,-1.4640028452883035e-14,6.387570737644619e-14,1.145272549748561e-15,9.997502566727906e-07,2.497421730226078e-10,8.641702540813144e-18,1.5499798218564654e-08
4.82,6.539785436414543e-08,8.035563238764918e-11,3.375494218989421e-08,7.665260632138346e-10,4.9233152185461825e-08,2.715338286439865e-13,-1.4537724516222177e-14,6.362548619917866e-14,1.1592539130847322e-15,9.997498324319017e-07,2.501663997931642e-10,8.778611709022265e-18,1.5478160937454852e-08
4.83,6.537610754391452e-08,8.046502359442689e-11,3.3774143548299155e-08,7.689602324819143e-10,4.9230716114838756e-08,2.73568987133225e-13,-1.4435420579561318e-14,6.337526502191114e-14,1.1732352764209035e-15,9.99749408191013e-07,2.505906265637206e-10,8.915520877231382e-18,1.545652365634505e-08
4.84,6.535436072368362e-08,8.057441480120461e-11,3.379334490670411e-08,7.71394401749994e-10,4.922828004421568e-08,2.756041456224635e-13,-1.433311664290046e-14,6.312504384464361e-14,1.1872166397570748e-15,9.997489839501241e-07,2.5101485333427694e-10,9.052430045440502e-18,1.5434886375235247e-08
4.8500000000000005,6.53326139034527e-08,8.068380600798234e-11,3.381254626510906e-08,7.738285710180739e-10,4.922584397359261e-08,2.776393041117022e-13,-1.4230812706239592e-14,6.287482266737606e-14,1.2011980030932473e-15,9.99748559709235e-07,2.5143908010483335e-10,9.189339213649635e-18,1.541324909412544e-08
4.86,6.53108670832218e-08,8.079319721476005e-11,3.383174762351401e-08,7.762627402861536e-10,4.9223407902969545e-08,2.796744626009407e-13,-1.4128508769578733e-14,6.262460149010854e-14,1.2151793664294186e-15,9.997481354683463e-07,2.518633068753897e-10,9.326248381858752e-18,1.5391611813015636e-08
4.87,6.528912026299089e-08,8.090258842153777e-11,3.385094898191896e-08,7.786969095542333e-10,4.922097183234647e-08,2.817096210901792e-13,-1.4026204832917875e-14,6.237438031284102e-14,1.2291607297655899e-15,9.997477112274575e-07,2.5228753364594607e-10,9.46315755006787e-18,1.5369974531905833e-08
4.88,6.526737344275998e-08,8.10119796283155e-11,3.387015034032391e-08,7.811310788223129e-10,4.92185357617234e-08,2.8374477957941767e-13,-1.3923900896257016e-14,6.212415913557349e-14,1.2431420931017612e-15,9.997472869865686e-07,2.5271176041650243e-10,9.60006671827699e-18,1.534833725079603e-08
4.89,6.524562662252907e-08,8.112137083509322e-11,3.3889351698728856e-08,7.835652480903926e-10,4.9216099691100327e-08,2.857799380686562e-13,-1.3821596959596158e-14,6.187393795830595e-14,1.2571234564379325e-15,9.997468627456798e-07,2.5313598718705884e-10,9.736975886486107e-18,1.532669996968623e-08
4.9,6.522387980229816e-08,8.123076204187094e-11,3.390855305713381e-08,7.859994173584725e-10,4.921366362047726e-08,2.878150965578949e-13,-1.371929302293529e-14,6.16237167810384e-14,1.271104819774105e-15,9.997464385047908e-07,2.5356021395761525e-10,9.87388505469524e-18,1.5305062688576423e-08
4.91,6.520213298206725e-08,8.134015324864866e-11,3.392775441553876e-08,7.884335866265522e-10,4.921122754985419e-08,2.898502550471334e-13,-1.3616989086274433e-14,6.137349560377088e-14,1.2850861831102762e-15,9.99746014263902e-07,2.539844407281716e-10,1.001079422290436e-17,1.528342540746662e-08
4.92,6.518038616183634e-08,8.144954445542638e-11,3.3946955773943713e-08,7.908677558946319e-10,4.9208791479231115e-08,2.918854135363719e-13,-1.3514685149613575e-14,6.112327442650335e-14,1.2990675464464475e-15,9.997455900230132e-07,2.5440866749872796e-10,1.0147703391113478e-17,1.5261788126356815e-08
4.93,6.515863934160543e-08,8.15589356622041e-11,3.396615713234866e-08,7.933019251627117e-10,4.9206355408608047e-08,2.9392057202561044e-13,-1.3412381212952714e-14,6.087305324923582e-14,1.313048909782619e-15,9.997451657821244e-07,2.5483289426928437e-10,1.0284612559322598e-17,1.5240150845247012e-08
4.94,6.513689252137452e-08,8.166832686898183e-11,3.3985358490753616e-08,7.957360944307915e-10,4.920391933798498e-08,2.959557305148491e-13,-1.3310077276291848e-14,6.062283207196827e-14,1.3270302731187915e-15,9.997447415412353e-07,2.5525712103984073e-10,1.0421521727531728e-17,1.521851356413721e-08
4.95,6.511514570114361e-08,8.177771807575955e-11,3.4004559849158564e-08,7.981702636988712e-10,4.9201483267361903e-08,2.9799088900408757e-13,-1.320777333963099e-14,6.037261089470074e-14,1.3410116364549628e-15,9.997443173003465e-07,2.5568134781039714e-10,1.0558430895740848e-17,1.5196876283027404e-08
4.96,6.50933988809127e-08,8.188710928253727e-11,3.402376120756351e-08,8.00604432966951e-10,4.9199047196738835e-08,3.000260474933261e-13,-1.3105469402970131e-14,6.012238971743322e-14,1.3549929997911343e-15,9.997438930594577e-07,2.561055745809535e-10,1.0695340063949969e-17,1.5175239001917602e-08
4.97,6.50716520606818e-08,8.199650048931499e-11,3.4042962565968467e-08,8.030386022350307e-10,4.9196611126115767e-08,3.020612059825646e-13,-1.3003165466309273e-14,5.987216854016569e-14,1.3689743631273056e-15,9.997434688185689e-07,2.5652980135150986e-10,1.0832249232159086e-17,1.51536017208078e-08
4.98,6.504990524045089e-08,8.210589169609271e-11,3.4062163924373415e-08,8.054727715031106e-10,4.919417505549269e-08,3.040963644718033e-13,-1.2900861529648406e-14,5.962194736289814e-14,1.382955726463478e-15,9.997430445776799e-07,2.5695402812206627e-10,1.0969158400368215e-17,1.5131964439697994e-08
4.99,6.502815842021998e-08,8.221528290287044e-11,3.408136528277836e-08,8.079069407711903e-10,4.9191738984869623e-08,3.061315229610418e-13,-1.2798557592987546e-14,5.937172618563062e-14,1.3969370897996496e-15,9.99742620336791e-07,2.5737825489262263e-10,1.1106067568577339e-17,1.511032715858819e-08
5.0,6.500641159998907e-08,8.232467410964816e-11,3.410056664118332e-08,8.1034111003927e-10,4.9189302914246555e-08,3.081666814502803e-13,-1.2696253656326688e-14,5.912150500836309e-14,1.4109184531358208e-15,9.997421960959022e-07,2.5780248166317904e-10,1.1242976736786456e-17,1.508868987747839e-08
5.01,6.498466477975816e-08,8.243406531642588e-11,3.4119767999588265e-08,8.127752793073497e-10,4.918686684362348e-08,3.1020183993951883e-13,-1.2593949719665831e-14,5.887128383109555e-14,1.4248998164719921e-15,9.997417718550134e-07,2.582267084337354e-10,1.1379885904995577e-17,1.5067052596368583e-08
5.0200000000000005,6.496291795952725e-08,8.25434565232036e-11,3.413896935799322e-08,8.152094485754296e-10,4.918443077300041e-08,3.1223699842875753e-13,-1.2491645783004963e-14,5.8621062653828e-14,1.4388811798081648e-15,9.997413476141246e-07,2.586509352042918e-10,1.1516795073204706e-17,1.5045415315258778e-08
5.03,6.494117113929633e-08,8.265284772998132e-11,3.415817071639817e-08,8.176436178435093e-10,4.9181994702377343e-08,3.14272156917996e-13,-1.2389341846344105e-14,5.837084147656048e-14,1.4528625431443361e-15,9.997409233732356e-07,2.5907516197484816e-10,1.1653704241413827e-17,1.5023778034148975e-08
5.04,6.491942431906543e-08,8.276223893675904e-11,3.4177372074803116e-08,8.20077787111589e-10,4.917955863175427e-08,3.163073154072345e-13,-1.2287037909683246e-14,5.812062029929295e-14,1.4668439064805074e-15,9.997404991323468e-07,2.594993887454045e-10,1.1790613409622944e-17,1.5002140753039173e-08
5.05,6.489767749883451e-08,8.287163014353677e-11,3.4196573433208064e-08,8.225119563796686e-10,4.91771225611312e-08,3.18342473896473e-13,-1.2184733973022388e-14,5.787039912202543e-14,1.4808252698166785e-15,9.99740074891458e-07,2.5992361551596093e-10,1.1927522577832064e-17,1.498050347192937e-08
5.0600000000000005,6.48759306786036e-08,8.298102135031449e-11,3.421577479161302e-08,8.249461256477486e-10,4.9174686490508125e-08,3.203776323857117e-13,-1.208243003636152e-14,5.762017794475787e-14,1.4948066331528512e-15,9.997396506505691e-07,2.6034784228651734e-10,1.2064431746041194e-17,1.4958866190819565e-08
5.07,6.485418385837269e-08,8.309041255709221e-11,3.4234976150017966e-08,8.273802949158283e-10,4.917225041988506e-08,3.2241279087495024e-13,-1.1980126099700661e-14,5.736995676749034e-14,1.5087879964890225e-15,9.997392264096801e-07,2.607720690570737e-10,1.2201340914250314e-17,1.4937228909709762e-08
5.08,6.483243703814178e-08,8.319980376386993e-11,3.425417750842292e-08,8.298144641839079e-10,4.916981434926199e-08,3.2444794936418874e-13,-1.1877822163039804e-14,5.711973559022282e-14,1.5227693598251938e-15,9.997388021687913e-07,2.6119629582763006e-10,1.2338250082459431e-17,1.4915591628599956e-08
5.09,6.481069021791087e-08,8.330919497064765e-11,3.427337886682787e-08,8.322486334519876e-10,4.9167378278638914e-08,3.2648310785342723e-13,-1.1775518226378946e-14,5.686951441295529e-14,1.536750723161365e-15,9.997383779279025e-07,2.616205225981864e-10,1.2475159250668552e-17,1.4893954347490154e-08
5.1000000000000005,6.478894339767996e-08,8.341858617742537e-11,3.4292580225232824e-08,8.346828027200676e-10,4.9164942208015845e-08,3.285182663426659e-13,-1.1673214289718078e-14,5.661929323568774e-14,1.5507320864975377e-15,9.997379536870137e-07,2.620447493687428e-10,1.2612068418877685e-17,1.487231706638035e-08
5.11,6.476719657744905e-08,8.35279773842031e-11,3.431178158363777e-08,8.371169719881473e-10,4.916250613739278e-08,3.305534248319044e-13,-1.157091035305722e-14,5.636907205842022e-14,1.564713449833709e-15,9.997375294461249e-07,2.6246897613929923e-10,1.2748977587086802e-17,1.4850679785270546e-08
5.12,6.474544975721814e-08,8.363736859098082e-11,3.433098294204272e-08,8.39551141256227e-10,4.91600700667697e-08,3.325885833211429e-13,-1.1468606416396361e-14,5.6118850881152693e-14,1.5786948131698803e-15,9.997371052052358e-07,2.628932029098556e-10,1.2885886755295922e-17,1.4829042504160744e-08
5.13,6.472370293698723e-08,8.374675979775854e-11,3.435018430044767e-08,8.419853105243067e-10,4.9157633996146634e-08,3.346237418103814e-13,-1.1366302479735504e-14,5.586862970388516e-14,1.5926761765060516e-15,9.99736680964347e-07,2.6331742968041195e-10,1.302279592350504e-17,1.4807405223050941e-08
5.14,6.470195611675632e-08,8.385615100453626e-11,3.436938565885262e-08,8.444194797923864e-10,4.9155197925523565e-08,3.3665890029961995e-13,-1.1263998543074644e-14,5.561840852661763e-14,1.606657539842223e-15,9.997362567234582e-07,2.637416564509683e-10,1.315970509171416e-17,1.4785767941941137e-08
5.15,6.468020929652541e-08,8.396554221131398e-11,3.438858701725757e-08,8.468536490604663e-10,4.915276185490049e-08,3.386940587888586e-13,-1.1161694606413778e-14,5.536818734935008e-14,1.6206389031783956e-15,9.997358324825694e-07,2.641658832215247e-10,1.329661425992329e-17,1.4764130660831333e-08
5.16,6.46584624762945e-08,8.40749334180917e-11,3.4407788375662525e-08,8.49287818328546e-10,4.915032578427742e-08,3.407292172780971e-13,-1.1059390669752919e-14,5.5117966172082556e-14,1.6346202665145669e-15,9.997354082416804e-07,2.645901099920811e-10,1.3433523428132408e-17,1.4742493379721529e-08
5.17,6.46367156560636e-08,8.418432462486943e-11,3.442698973406747e-08,8.517219875966257e-10,4.9147889713654354e-08,3.4276437576733563e-13,-1.0957086733092059e-14,5.486774499481503e-14,1.6486016298507384e-15,9.997349840007915e-07,2.650143367626375e-10,1.357043259634153e-17,1.4720856098611725e-08
5.18,6.461496883583269e-08,8.429371583164715e-11,3.444619109247242e-08,8.541561568647054e-10,4.914545364303128e-08,3.4479953425657417e-13,-1.08547827964312e-14,5.46175238175475e-14,1.6625829931869096e-15,9.997345597599027e-07,2.6543856353319384e-10,1.3707341764550649e-17,1.4699218817501923e-08
5.19,6.459322201560178e-08,8.440310703842487e-11,3.4465392450877375e-08,8.565903261327853e-10,4.914301757240821e-08,3.4683469274581276e-13,-1.0752478859770336e-14,5.4367302640279957e-14,1.676564356523082e-15,9.99734135519014e-07,2.6586279030375025e-10,1.3844250932759779e-17,1.4677581536392119e-08
5.2,6.457147519537087e-08,8.451249824520259e-11,3.4484593809282323e-08,8.59024495400865e-10,4.914058150178514e-08,3.4886985123505136e-13,-1.0650174923109476e-14,5.411708146301242e-14,1.6905457198592534e-15,9.997337112781249e-07,2.662870170743066e-10,1.3981160100968898e-17,1.4655944255282314e-08
5.21,6.454972837513996e-08,8.462188945198031e-11,3.450379516768727e-08,8.614586646689447e-10,4.913814543116207e-08,3.5090500972428985e-13,-1.0547870986448617e-14,5.3866860285744894e-14,1.7045270831954247e-15,9.99733287037236e-07,2.6671124384486297e-10,1.4118069269178018e-17,1.4634306974172512e-08
5.22,6.452798155490905e-08,8.473128065875804e-11,3.4522996526092226e-08,8.638928339370244e-10,4.9135709360539e-08,3.5294016821352834e-13,-1.0445567049787759e-14,5.361663910847737e-14,1.718508446531596e-15,9.997328627963473e-07,2.671354706154194e-10,1.4254978437387138e-17,1.4612669693062708e-08
5.23,6.450623473467814e-08,8.484067186553576e-11,3.4542197884497174e-08,8.663270032051043e-10,4.913327328991593e-08,3.5497532670276704e-13,-1.0343263113126891e-14,5.336641793120982e-14,1.7324898098677687e-15,9.997324385554584e-07,2.675596973859758e-10,1.439188760559627e-17,1.4591032411952904e-08
5.24,6.448448791444723e-08,8.495006307231348e-11,3.456139924290213e-08,8.687611724731841e-10,4.9130837219292856e-08,3.5701048519200553e-13,-1.0240959176466033e-14,5.3116196753942295e-14,1.74647117320394e-15,9.997320143145696e-07,2.6798392415653215e-10,1.4528796773805385e-17,1.45693951308431e-08
5.25,6.446274109421632e-08,8.50594542790912e-11,3.4580600601307077e-08,8.711953417412638e-10,4.912840114866979e-08,3.59045643681244e-13,-1.0138655239805176e-14,5.2865975576674764e-14,1.7604525365401113e-15,9.997315900736806e-07,2.684081509270885e-10,1.4665705942014506e-17,1.4547757849733297e-08
5.26,6.444099427398541e-08,8.516884548586891e-11,3.4599801959712025e-08,8.736295110093435e-10,4.912596507804671e-08,3.610808021704825e-13,-1.0036351303144317e-14,5.261575439940724e-14,1.7744338998762826e-15,9.997311658327918e-07,2.6883237769764486e-10,1.4802615110223626e-17,1.4526120568623493e-08
5.2700000000000005,6.44192474537545e-08,8.527823669264664e-11,3.461900331811698e-08,8.760636802774234e-10,4.9123529007423644e-08,3.631159606597212e-13,-9.93404736648345e-15,5.236553322213968e-14,1.7884152632124554e-15,9.99730741591903e-07,2.692566044682013e-10,1.493952427843276e-17,1.4504483287513688e-08
5.28,6.43975006335236e-08,8.538762789942437e-11,3.463820467652193e-08,8.784978495455031e-10,4.9121092936800576e-08,3.651511191489597e-13,-9.83174342982259e-15,5.211531204487216e-14,1.8023966265486263e-15,9.997303173510142e-07,2.696808312387577e-10,1.5076433446641876e-17,1.4482846006403885e-08
5.29,6.437575381329268e-08,8.549701910620209e-11,3.4657406034926875e-08,8.809320188135828e-10,4.91186568661775e-08,3.671862776381982e-13,-9.729439493161732e-15,5.186509086760463e-14,1.816377989884798e-15,9.997298931101251e-07,2.7010505800931404e-10,1.5213342614850993e-17,1.4461208725294083e-08
5.3,6.435400699306178e-08,8.56064103129798e-11,3.467660739333183e-08,8.833661880816625e-10,4.911622079555443e-08,3.6922143612743674e-13,-9.627135556500875e-15,5.161486969033711e-14,1.830359353220969e-15,9.997294688692363e-07,2.705292847798704e-10,1.5350251783060114e-17,1.4439571444184279e-08
5.3100000000000005,6.433226017283087e-08,8.571580151975753e-11,3.469580875173678e-08,8.858003573497424e-10,4.9113784724931364e-08,3.7125659461667544e-13,-9.524831619840007e-15,5.136464851306956e-14,1.8443407165571414e-15,9.997290446283475e-07,2.709535115504268e-10,1.5487160951269246e-17,1.4417934163074475e-08
5.32,6.431051335259996e-08,8.582519272653525e-11,3.471501011014173e-08,8.882345266178221e-10,4.911134865430829e-08,3.7329175310591393e-13,-9.422527683179149e-15,5.1114427335802033e-14,1.858322079893313e-15,9.997286203874587e-07,2.7137773832098317e-10,1.5624070119478364e-17,1.439629688196467e-08
5.33,6.428876653236905e-08,8.593458393331297e-11,3.473421146854668e-08,8.906686958859018e-10,4.910891258368522e-08,3.753269115951524e-13,-9.32022374651829e-15,5.08642061585345e-14,1.872303443229484e-15,9.997281961465699e-07,2.7180196509153953e-10,1.576097928768748e-17,1.4374659600854868e-08
